से	od
बाशो	basho
सीमांकित	delimited
अलबर्टा	alberta
अनाचार	incest
लकड़बग्घा	hijena
अशिक्षा	nepismenost
बिलाल	bilal
परिगलन	nekroza
ख्वाब	san
ख्वाब	sna
ख्वाब	dream
ख्वाब	snu
कम्पोजिट	složeni
क्लेमाँ	clément
हुंडई	hyundai
डेटोना	daytonu
डेटोना	daytona
डेंच	dench
लेकीन	ali
आईडीई	ide
रीज़	ris
ताशकंद	taškent
फर्मा	fermat
अज़हर	azhar
अंतर्ज्ञान	intuicija
सीपीआर	cpr
डायनेमिक	dinamičan
ग्लीज़	gliese
जलवा	vibracije
पाउला	paula
तारें	zvijezda
तारें	zvezde
कौमार्य	djevičanstvo
मंड	škrob
कबीला	kabila
भरें	napuni
कॉंग्रेस	kongres
अचंभित	iznenađen
पुछा	pitali
पुछा	upitan
पुछा	zatražio
बट्टे	perje
ट्रबल	nevolje
सिखाती	predaje
मांगो	zahtjevi
मिनोआई	minojska
फ़रिश्ते	meleki
फ़रिश्ते	anđeli
फ़रिश्ते	meleka
आइलेट	ostrvca
ओपरा	oprah
मेग	meg
कैस्टिलो	castillo
हलाकु	hulagu
जेनोआ	genova
वैलेरी	valerie
एनेस्थीसिया	anestezije
मोरेनो	moreno
एक्वेरियम	akvarij
गेविन	gavin
कमचातका	kamčatka
प्रोग्रामर्स	programerski
योहानेस	johannes
प्रदिश	tensor
मोसुल	mosul
दफनाने	bury
उना	una
एंग्री	gnjevni
दौड़ा	ran
सचेतक	alarm
सचेतक	poravnanja
स्कूबा	scuba
अमांडा	amanda
लिस्टर	lister
सामन्था	samantha
लोला	lola
सोंगा	tsonga
थैचर	thatcher
एमरी	emery
ऐप	app
ऐप	aplikacija
ऐप	aplikaciju
एफिल	eiffel
आईएसआईएस	isis
सैंडी	sandy
एम्बर	amber
सवाब	nagrada
केसे	kako
एसर	acer
कराओके	karaoke
चेंग	cheng
हैडली	hadley
उप्साला	uppsala
काकी	tetka
तोहफा	dar
तोहफा	poklon
कॉन्फ़िगरेशन	konfiguracija
कॉन्फ़िगरेशन	podešavanja
फेनूर्ड	feyenoord
बाक	bak
देववाद	deizam
मीम	mim
बर्ट्रेंड	bertrand
अष्टक	octave
ब्रिटन	britton
प्यादे	pješaci
प्यादे	konjica
छोड़ें	preskočiti
छोड़ें	odbacuju
छोड़ें	raspusti
छोड़ें	napustiti
छोड़ें	ostavi
छोड़ें	napusti
बताइये	objasniti
बताइये	objasni
टेक्नो	tehno
नोरा	nora
एला	ella
एला	ela
हैड्रान	hadronski
सहनशील	kliment
सहनशील	klement
केजीबी	kgb
मेलिंडा	melinda
बोरशिया	borussia
दाव	daw
बहुश्रुत	polimat
नानजिंग	nanjing
ब्रैंडन	brandon
एवलिन	evelyn
मैनेजिंग	vođenje
एकिडना	echidna
एमपीईजी	mpeg
बेसिल	basile
एवोल्यूशन	evolucija
हंसमुख	veseli
मिगुएल	miguel
तिपाई	tripod
अंडोरा	andora
फैशनेबल	moderno
भुत	duh
भुत	duha
झोंका	gale
एक्वा	aqua
यासीन	yasin
दुबला	lean
एन्क्लेव	enklave
एन्क्लेव	enklavi
ग्रेगर	gregor
बर्थडे	rođendan
महालेखापरीक्षक	revizor
कॉड	cod
ज़ो	zoe
ज़ो	zoi
हैपी	walla
मिलेंगी	get
तनाका	tanaka
मिडवे	midway
कोलिन	collin
कोलिन	colin
कोलिन	kolin
अस्थानिक	vanmaterična
गोगो	gogo
ऑक्टेन	oktanski
एस्ट्रो	astro
फलदायक	plodne
नागोर्नो	nagorno
तूर	tor
साना	sana
प्रतिष्ठापन	investitura
एंटीमैटर	antimaterija
मंदारिन	mandarin
हर्ज़ेगोविना	hercegovina
अपुष्ट	nepotvrđenim
सोलारिस	solaris
बूलियन	booleova
रोता	cry
सैड	sadu
मिनर्वा	minerva
खायी	ate
स्लेव	rob
स्लेव	robovi
स्लेव	robova
किटी	kiti
सफीना	safina
देरिदा	derrida
आइवरी	slonovače
नागोया	nagoya
जीयूआई	gui
बेचारे	loše
बेचारे	siromašni
बेचारे	siromašnih
मज़ेदार	fun
मज़ेदार	zabava
चासर	chaucer
फेडरर	federer
दरोगा	inspektor
ग्रेनाडा	grenada
मोनी	moni
मियाओ	miao
उत्तरदाताओं	ispitanici
उत्तरदाताओं	ispitanika
मानवनुमा	hominidi
क्रुप	krupp
बन्नी	dugouško
बन्नी	bani
सूत्रकृमि	nematoda
कोरम	kvorum
लीनियस	linnaeus
बैरोमीटर	barometar
सर्जियो	sergio
स्टोकर	stoker
यालू	yalu
चाई	chi
ब्रैग	bragg
डैड	tati
डैड	tata
शरीरिक	ispoljava
शरीरिक	manifestuje
गोटेबोर्ग	göteborg
कांधार	kandahar
स्वेन	sven
साभार	kredita
साभार	krediti
मरिया	marija
मरिया	maria
होक्काइदो	hokaido
चेतावनियाँ	upozorenja
सृजनकर्ता	agregat
सृजनकर्ता	generator
एनवायरनमेंट	okruženju
एनवायरनमेंट	okoliš
एनवायरनमेंट	sredina
एनवायरनमेंट	okolina
एनवायरनमेंट	okruženje
वेरोना	verona
प्यासी	žedan
डोप	dope
मैथ्यूज	mathews
कम्बल	deka
फ़ॉकलैंड	falklandska
डुअल	dvostruku
डुअल	dvostruka
मोटरसाइकल	motocikala
चैपलिन	chaplin
ओक्स	oaks
इग्लेसिया	iglesia
ब्रिसबेन	brisbane
अनलिमिटेड	neograničeno
हिटमैन	hitman
भाईचारा	bratstvo
एलरिच	erlich
एएसआई	ssi
अदीस	adis
स्क्विड	sipa
नबियों	vjerovjesnicima
निमन्त्रण	poziv
प्रेयरी	prerija
डॉल	lutke
किर्क	kirk
रेज़ोल्यूशन	rezolucija
सुशी	suši
शेड्स	nijansi
ओलिविया	olivia
रिट्रीट	povlači
एडिथ	edit
एडिथ	edith
व्यावसायिकता	profesionalizma
प्रत्यर्पण	deportacije
प्रत्यर्पण	deportaciju
धमकाने	zastrašivanje
डिक्री	dekretom
डिक्री	dekret
मध्यांतर	poluvrijeme
रयुक्यु	ryukyu
डॉम	dom
फासिस्ट	fašističke
पैथोलॉजी	patologija
कंडीशन	uslovom
कंडीशन	uslov
कंडीशन	stanje
शिराक	chirac
क्यान	cyan
यिंग	ying
लैंडमार्क	obilježje
लैंडमार्क	znamenitosti
टेम्पलेट्स	templates
वृहस्पति	jupiter
दिवा	diva
मुक्तिवादी	oslobodilac
कन्फ्यूशियस	konfučije
ब्लैकआउट	pomračenja
एलेक्सिस	alexis
सेंध	provala
गागा	gaga
मरमेड	sirena
साख़ालिन	sahalin
लियाओनिंग	liaoning
काबिलियत	kapacitete
वालिस	wallis
मिलो	milo
आरएमपी	rmp
कोल्डप्ले	coldplay
प्राथमिकताएं	prioriteti
प्राथमिकताएं	prioritete
वेन्डी	wendy
कैथलीन	kathleen
एवा	eva
निरीक्षकों	inspektori
फटना	erupcija
एको	eka
गंजे	bjeloglavi
आयनमंडल	ionosfera
शरमन	sherman
सार्स	sars
विलेम	willem
बर्गेस	burgess
स्केलिंग	scaling
श्नाइडर	schneider
स्लोप	nazadovanje
जैवसंश्लेषण	biosinteza
लॉजिकल	logično
लॉजिकल	logičan
विकारियो	vicario
वाइकिंग्स	vikinzi
हाम	ham
सिरेमिक	keramika
तरु	amara
लक्सर	luxor
मोजे	čarape
मिडवेस्ट	srednjem
अभिगृहीत	aksiom
जहरीली	otrovan
जहरीली	otrovni
एलेक्ट्रोड	elektroda
चींटियों	ants
आरिफ	arif
उत्तेजनाओं	stimulaciju
उत्तेजनाओं	stimulacija
करमान	kerman
भोली	naivne
सीएनजी	cng
डॉप्लर	doppler
तख्तों	thrones
हुदहुद	pupavac
मेंडल	mandel
सीरियन	sirija
एक्सपर्ट	stručna
एक्सपर्ट	ekspertni
एक्सपर्ट	stručni
एक्सपर्ट	stručnjak
एक्सपर्ट	ekspert
करघा	obimnije
आईना	ogledalo
सताया	mučeni
सताया	mučen
स्वालबार्ड	svalbard
किरायेदार	zvao
मैक्रोमीडिया	macromedia
स्लोवेनियाई	slovenija
स्लोवेनियाई	slovenački
रेडियन	radijan
हिचकॉक	hitchcock
मुसलमानो	muslimani
कीट्स	keats
एडीए	ada
मग़रिब	akšam
स्टैम्प	pečat
अंतर्निर्मित	builtin
डस्टिन	dustin
कॉर्नेलियस	kornelije
गुलिरमो	guillermo
सालेह	salih
हिचकिचाहट	oklijevanja
फ़िशिंग	ribolov
यात	yat
क्रिस्टिन	kristin
क्रिस्टिन	christine
कुरोसावा	kurosawa
नूरी	nuri
ब्यूफोर्ट	beaufort
फ्रेम्स	kadrova
ज़ीनो	zenon
पीडीएफ़	pdf
क्लाइतज़र्स	clijsters
एनरिको	enrico
बार्ट	bart
अरंडी	kastor
रोबो	robo
जानकारी}}	informacije}}
फहरा	napadnuta
कुहन	kuhn
स्टेक	steka
ठहराना	aplauzom
ठहराना	jabuka
इरतिश	irtysh
एलिस्टेयर	alistair
दहेज़	miraz
रूखा	curt
सूडानी	sudanski
राष्ट्रभक्ति	patriotizam
सिंगापूर	lav
पर्यावरणविद	ekolozi
सब्ज़ियाँ	povrće
सब्ज़ियाँ	povrća
गालियाँ	brojna
रिसेप्शन	prijem
कार्ला	carla
कार्ला	carlu
कार्ला	karla
एसेट	imovina
एसेट	sredstva
पिचर	bacač
एल्स	els
एल्स	elsa
गाले	galle
हांक	hanka
चेम्बरलेन	chamberlain
हेज़	hayes
नास	nas
रंगरूटों	regruti
डेबी	debi
ग्रैंडमास्टर	velemajstor
हाउंड	gonič
कोबे	kobe
कोलम्बियाई	kolumbijski
कीवर्ड	keywords
कीवर्ड	keyword
एलेक्सा	aleksa
वेन्स	vance
आइनू	ainu
एंटर	ući
सेबेस्तियन	sébastien
मम्मी	mummy
मम्मी	mama
ब्रैडी	brady
बंगा	banga
स्क्यापारेल्ली	schiaparelli
लियाम	liam
स्केलेबल	scalable
शेड्यूल	raspored
खोलें	otvorene
खोलें	otvorena
खोलें	otvoren
खोलें	otvoreno
खोलें	open
जानसन	jansen
वीज़्ली	weasley
फ्लश	flush
टोस्ट	toast
विहिप	vhp
क्यूबिज़्म	kubizam
एडना	edna
जीवाणुरोधी	antibakterijski
जीनियस	genije
डेरिक	derrick
कोनराड	conrad
कोनराड	konrad
येल्तसिन	jeljcin
लेटा	polaganja
स्कॉटी	scotty
डिटेक्शन	detekciju
कैरोलीन	caroline
कैरोलीन	karolina
गूंगा	nijemi
गूंगा	glup
बेवजह	neobjašnjivog
स्टोसुर	stosur
डेंटिस्ट	zubar
कंपाला	kampala
बेसाइड	bayside
आद	aad
कवितायेँ	rhymes
प्रोमेथियस	prometej
तोकुगावा	tokugava
पायथन	python
संवर	obnovljena
चितकबरा	pied
केडीई	kde
ड्राफ़्ट	nacrtu
ड्राफ़्ट	nacrt
ड्राफ़्ट	nacrta
कोर्डोबा	córdoba
टोरिनो	torino
ब्लैडर	mjehur
ब्लैडर	bešika
रेडब्रिज	redbridge
परवलयज	paraboloid
पूश्किन	puškin
बजती	prstenovi
अभिगम्य	nedostupan
कुट	kut
पेद्रो	pedro
क्विंसी	quincy
झोली	kesa
झोली	bag
झोली	kesica
कतारें	redovi
उरु	uru
सर्गी	sergey
सर्गी	sergej
माकेमाके	makemake
टुक	tuk
एफटीपी	ftp
चार्ल्सटन	charleston
तमगा	insignia
लुइगी	luigi
घुलनशीलता	rastvorljivost
सहे	tolerirati
फ़ेस्टिवल	festival
फिलीस्तीनी	palestinski
तकदीर	sudbinu
तकदीर	sudbina
दारू	alkohol
पेटिट	petit
विडाल	vidal
बिल्लियाँ	mačke
बिल्लियाँ	cats
बिल्लियाँ	mačaka
सुअरों	svinje
चौपायों	stoku
चौपायों	stoke
सीबीडी	cbd
समंदर	morima
समंदर	okean
बुर्जों	toranj
सन्नाटा	tišina
मूंछ	brkove
रूज	rouge
नाओमी	naomi
दरवेश	derviš
माइमस	mimas
कारमेल	caramel
दुशान्बे	dušanbe
घूंघट	veo
एप्लेट	applet
क्रोमा	chroma
मिस्सी	missy
मैरिज	brak
स्क्वाड	odred
वेले	welle
लेटेक्स	latex
ब्रागा	braga
वाइडस्क्रीन	widescreen
व्यामोह	lavirint
बटरवर्थ	butterworth
स्वचलित	swat
स्वचलित	automatsko
रेमी	remi
फ्लेक्स	flex
क्लार्कसन	clarkson
वेस्टवुड	westwood
पैरोल	uslovnu
पैरोल	uslovno
पैरोल	uslovne
कुवैती	kuvajtski
सन्निपात	tifus
क़ब्रिस्तान	nekropola
स्रेबोतनिक	srebotnik
अफ़वाह	baz
बीएसडी	bsd
साइनाइड	cijanid
ब्रुश	brush
नेह	neh
गोवंश	bovidae
मर्ग	meadow
चुंग	chung
कनिया	kania
ड्यूरा	dura
पेनिसिलियम	penicillium
कॉस्ट्यूम	kostim
रणनीतिकार	stratega
ऑलिम्पिको	olimpico
ख़ाबारोव्स्क	habarovsk
फ्लैशबैक	flashback
टीटो	tito
रूह	duh
रूह	džibril
धुँआ	dim
तुजिया	tujia
आशाएं	nade
अजवाइन	celer
समझो	razumiju
समझो	razumije
समझो	shvati
लार्स	lars
जेनिंग्स	jennings
ट्यूटर	tutor
एलिसिया	alicia
जुमा	juma
ब्राउज़	pregledanje
गुडविन	goodwin
बोनसाई	bonsai
अनसुलझे	neriješeni
डेविड्स	davids
कैरोलिन	carolyn
बरोज़	broz
गेस्टापो	gestapo
रंजकता	pigmentacije
कीवी	kivi
अहो	aho
बातो	bato
चेचन्या	čečenija
ट्रांज़िट	tranzitna
ट्रांज़िट	tranzitne
ट्रांज़िट	tranzit
वैनेसा	vanessa
बैसिलिका	candelaria
आर्किया	archaea
सहस्राब्दियों	milenijuma
ऑड्रे	audrey
अलगाववाद	separatizma
बूंदे	ispušta
बूंदे	kapi
अहमदी	ahmadi
लुभावने	pastoral
क्लेम	školjke
घुंघरू	imitiraju
लील	lil
लूका	luka
सीएसकेए	cska
ह्यूमर	humor
ह्यूमर	humor
ईआरपी	erp
थैला	kesa
थैला	bag
थैला	kesica
इज्ज़त	počast
इज्ज़त	čast
लहराया	mahali
आइसलैंडिक	islandski
ओलम्पस	olympus
संगिनी	playmate
शेरवुड	sherwood
मुसाफ़िर	putnik
मुसाफ़िर	putopisac
घोसला	gnijezdo
शैम्पेन	champagne
एनकाउंटर	susret
मुजरिम	krivično
बछड़ों	listove
रीसेट	reset
सियाम	siam
डहेलिया	dalija
झगडा	borba
वेबपृष्ठ	webpage
बोगी	boogie
सदभाव	knit
एनसीसी	ncc
मैके	mckay
ट्विस्टर	twister
अलफोंसो	alfons
अलफोंसो	alfonsa
अहुरा	ahura
कतरा	hanife
वोज़नियाक	wozniak
हॉयल	hoyle
बेरिल	beril
बैंजो	banjo
सैंड्रा	sandra
ऊधम	prevara
एलीगियरी	alighieri
योहान	johann
पैट्रोल	patrola
पैट्रोल	patrolni
डैनियल्स	daniels
हिस्पानिओला	hispaniola
नाचना	plesu
नाचना	ples
मराइस	marais
इनसैट	insat
सर्वाइकल	pršljen
मार्कोनी	marconi
मार्लोन	marlon
लेसिंग	lessing
हैजे	kolera
फ्लोट	float
मिका	mika
राजकुमारियों	princeze
ग्रेंजर	granger
अहा	aha
नेवियर	navier
वीटा	vita
गेन	stekne
गेन	dobiti
गेन	gain
ईदिपस	edip
ह्वांग	hwang
जाइल्स	giles
समद्विबाहु	jednakokraki
एलिस्सा	elissa
रियाज़	riaz
प्रागितिहास	prahistorija
हिगिंस	higgins
नाबालिगों	maloljetnika
बाइकर	motorički
फोंडा	fonda
भ्रूणविज्ञान	embriologija
आईयूपीएसी	iupac
मैनिंग	manning
वोल्वो	volvo
डिजीमॉन	digimon
होरेशियो	horatio
गैलेन	galen
चुकची	čukotsko
बेई	bei
नॉलेस	knowles
इन्सुलिन	inzulin
केटो	cato
विंगर	winger
प्रीमियरशिप	premiership
ब्लीच	bleach
फुल्की	martine
इबोला	ebola
अरी	ari
बैसिलस	bacillus
शीप	ovca
शीप	ovce
एडुआर्डो	eduardo
ट्यूलिप	tulipan
इंकजेट	tintni
यूकेलिप्टस	eukaliptus
जब्बार	jabbar
कालम	stub
कालम	stubovi
कालम	stubove
गाओ	pjevaju
गाओ	sing
डिकोड	dekodira
रैपिड्स	rapids
डेमियन	damien
डेमियन	damian
क्लाउस	klaus
पड़ोसन	susjeda
स्नूप	snoop
गाइल्स	gilles
गुडाल	goodall
ओसबोर्न	osborne
लकोटा	lakota
लाशें	tela
लाशें	tijela
भाटे	podvodni
कोर्टनी	courtney
मैमी	mamie
एसएससी	ssc
महफ़िल	skup
महफ़िल	okupljanje
हक्का	hakka
नौसिखिया	novice
गस	gus
वेबकैम	webcam
इनकम	prihod
प्लेटफ़ॉर्म	platforma
प्लेटफ़ॉर्म	platformi
प्लेटफ़ॉर्म	platformu
प्लेटफ़ॉर्म	platforme
प्लेटफ़ॉर्म	platformi
क्लिप्स	spremnika
पहिचान	priznati
बेमतलब	besmislenim
निश्चर	invariant
आमद	dolazaka
बाहिया	bahia
किश्तों	rate
किर्स्टन	kirsten
फ़ंक्शन	funkcija
मायर	meier
ओवेन्स	owens
प्रदायक	dobavljača
प्रदायक	dobavljač
कापा	kappa
दीये	lampe
पोतोसी	potosí
वुलस्टोनक्राफ़्ट	wollstonecraft
रिझाने	ekspedicije
साल्वे	salve
आद्याक्षर	inicijalima
आद्याक्षर	initials
माइकोबैक्टीरियम	mycobacterium
शातिर	vicious
एक्सेप्शन	izuzetak
सैक्सोनी	saksonija
कैथ	keith
ओकापी	okapi
स्तेपानेक	štěpánek
यामी	yami
सुगीयामा	sugiyama
एबॉट	abbott
डोजर	dodger
टीसीपी	tcp
सोयुज	soyuz
पीड़ादायक	bolna
बिसाऊ	bisao
कार्डिनल्स	cardinals
सीटे	mjesta
चावेज़	chavez
मेलेनिन	melanina
तोरा	tora
मारिन	marin
मूर्खों	fools
पैंडोरा	pandora
मुनीर	munir
अरबपतियों	milijardera
हॉटस्पॉट	hotspot
चेला	chela
मशहद	mašhad
क्री	kri
क्री	cree
अस्पष्टीकृत	neobjašnjive
हेंड्रिक	hendrik
आइवर	ivor
ग्रेशम	gresham
रेडिकल	radikal
रेडिकल	radikalna
बिज़	biz
पीएनजी	png
गोधूलि	sumrak
अपहरणकर्ता	otmičar
ख्वाहिश	želju
ख्वाहिश	želja
पोलार्ड	pollard
टिब्बा	dune
डेबोरा	debora
स्टिकर	sličice
त्वचाशोथ	dermatitis
डायनामिक्स	dinamika
डायनामिक्स	dynamics
डायनामिक्स	dinamiku
इंसानियत	čovječnosti
इंसानियत	čovječanstvo
हमादान	hamadan
इंटरपोल	interpol
एचटीसी	htc
स्टेपल्स	staples
सीजीआई	cgi
प्रॉक्सिमा	proxima
पैरासेल्सस	paracelsus
बुकिट	bukit
केमन	kajmanska
सुहाना	ugodno
बाती	bati
अजहर	azhar
फोली	foley
प्रार्थनाएं	molitvi
प्रार्थनाएं	molitve
स्नैप	vanredni
चाइनाटाउन	kineskoj
बेकारी	nezaposlenost
चैनल्स	kanali
चैनल्स	kanala
चैनल्स	kanale
पुरातत्ववेत्ताओं	arheolog
सबीना	sabina
बुल्गारियाई	bugarski
क्लिपर	kliper
नोवो	novo
पेरेज़	peres
निष्ठुर	nemilosrdnom
दानिश	danski
नौकरियाँ	jobs
नौकरियाँ	poslovi
और}}	n}}
और}}	i}}
चिरायता	salicilna
याक़ूब	jakov
हिरोशी	hiroshi
पीआईडी	pid
जुंग	jung
ड्रेसडेन	drezden
अण्णा	ana
अण्णा	anna
ओल्गा	olga
लेडो	ledo
नास्त्रेदमस	nostradamus
चेशायर	cheshire
टीएनटी	tnt
कार्बोक्सिलिक	karboksilne
निको	nico
निको	niko
हुन	hun
एबीपी	abp
जाँ	jean
जीलैंड	zeland
सिनेप्टिक	synaptic
शैनन	shannon
एचपीवी	hpv
विज़ार्ड	čarobnjak
विज़ार्ड	čarobnjaka
प्रतिज्ञाओं	obaveze
भगोड़े	bjegunac
ब्राइस	bryce
सुलेखन	kaligrafija
स्वाज़ीलैंड	svazi
डेट्रॉयट	detroit
दस्तावेज़ीकरण	dokumentacija
दस्तावेज़ीकरण	dokumentaciju
मेव	meo
होंडुरास	honduras
फ्रेडेरिक	frédéric
तारकोल	tar
व्यूअर	gledaoci
चिनूक	chinook
कोए	ve
मिन्स्क	minsk
रेजिना	regina
बायर्न	bavarska
लाउ	lau
सोचो	misli
सोचो	misle
डीएसपी	dsp
नहाना	kupanje
अपरिभाषित	podvući
गैबॉन	gabona
रेज़र	britva
खालीपन	praznine
आरजीबी	rgb
यहूद	bili
चाउ	čau
परिचितों	poznanika
पुन्य	djelo
दाहिर	dahir
जिन्न	džina
विल्टशायर	wiltshire
खार्तूम	kartum
कारपेट	tepiha
कान्सास	kansas
वाहिकाशोफ	angioedem
केशी	keshi
फैब	fab
मिल्ड्रेड	mildred
अनुज्ञा	dozvola
अनुज्ञा	licenca
अनुज्ञा	dozvolu
अनुज्ञा	licencu
पासो	pasu
मैकलीन	mclean
ईस्टन	easton
यूरेका	eureka
अनदेखे	neviđene
सहेल	sahel
क़ातिल	ubicu
क़ातिल	ubica
डीटीडी	dtd
दीवानगी	ludilo
प्यूनिक	punski
तोशियो	toshio
दोदोमा	dodoma
मुस्कराहट	grin
स्टारगेट	stargate
मार्केटप्लेस	pijaci
गुलदस्ता	bouquet
मार्टिनी	martini
टाइटस	tit
टूलटिप	tooltip
हीरोइन	heroine
गैरीसन	garnizona
एसएनआर	snr
पुलिसवाले	policajci
एमएसएन	msn
नॉर्थम्प्टन	northampton
ट्रांजेक्शन	transakcija
बहकावे	uticala
बहकावे	uticali
बहकावे	uticao
ख़ज़ाने	bogatstva
ख़ज़ाने	blaga
गंजा	bjeloglavi
शेल्टन	shelton
लेप्टिन	leptin
सिथ	sitha
चियापास	chiapas
अंगूरी	grejpfrut
स्लेटर	slater
तिनके	straw
सुनें	slušaj
पैनासोनिक	panasonic
आवा	ava
टोप	kape
सेरो	cerro
एटनबरो	attenborough
कोले	kole
वायकॉम	viacom
क्वाड	quad
मोरनी	paun
रेयान	rayon
नलबन्दियान	nalbandian
संघट्टक	sudarač
फंसने	rivalstvo
सातत्यक	hipoteza
केंचुल	linjanje
ईजियन	egeja
ईजियन	egejska
ईजियन	egej
बर्टी	bertie
स्पिलबर्ग	spielberg
डिज़्नीलैंड	disneyland
कांग्रेसियों	kongresmena
मांचा	mancha
स्वादानुसार	po
बेलुची	bellucci
बैठो	sede
बैठो	sjedi
काराबाख़	karabah
दरबान	domar
डायलन	dylan
डेटन	dejtonski
डेटन	dayton
ओलंपियाड	olimpijada
रॉबिन्स	robins
आखर	naučio
वुल्फगांग	wolfgang
छतरियाँ	krovna
छतरियाँ	kišobranom
कुतिया	bitch
नैंसी	nancy
एडाप्टर	adapter
पॉपकॉर्न	popcorn
मर्सर	mercer
एक्सा	axa
अनानास	ananas
क्युकी	jer
कनाल	kanal
मथाई	maathai
लिंगभेद	seksizam
देई	dei
प्रोटोकाल	protokol
रूड	rud
एहतियात	predostrožnosti
नैट	nata
नैट	nate
नैट	net
नैट	nat
दोस्तो	prijatelji
दोस्तो	friends
और्ट	oortov
मानेट	manet
प्राइमर	primer
ब्रैडफोर्ड	bradford
आड़ा	horizontalno
आड़ा	horizontalna
आड़ा	horizontalni
आड़ा	pejzaž
रिप	rip
दुहराते	okarakterizirati
लड़को	momci
लड़को	boys
लड़को	dječaci
मैनिंजाइटिस	meningitis
पार्टीशन	podjelu
पार्टीशन	podjele
पार्टीशन	podjeli
छूटी	propustio
हातिम	hatim
अमीरी	bogatstvo
बर्नूली	bernoulli
बर्नूली	bernoullijeva
मॅलानिशिया	melanezija
लैक्टोबैसिलस	lactobacillus
रोड्रिगो	rodrigo
डेरिल	daryl
ब्रेकआउट	breakout
आपो	apo
थार्नडाइक	thorndike
उछलती	bounce
राहें	putevi
पैरामीटर्स	parametara
पैरामीटर्स	parametri
स्कार्फ	marame
कोलोसियम	koloseum
उम्मा	ummet
लीनियर	litar
लीनियर	liberija
लीनियर	linearno
लीनियर	linearna
लीनियर	gvineja
प्लम	plum
काजा	kaja
साइ	psy
वीडियोज़	videa
वीडियोज़	snimke
शूरवीरों	vitezova
रिटायरमेंट	penzionisanja
रिटायरमेंट	penzionisanje
अर्मेनिया	armenije
मकड़ियों	pauci
होठ	usne
होठ	usana
नेटबुक	netbook
बोरियत	dosada
रेवेन	gavran
रेवेन	raven
पोर्च	trijem
स्का	ska
फसाद	ustanak
लोकसेवक	filantrop
टोम	tome
पशुपालक	stockman
खुमार	halima
विनफ्रे	winfrey
खिडकी	prozor
तस	tss
एनजीसी	ngc
ज़ाक	jacques
क्रिस्टलकी	kristalografija
जीवनदान	živi
जीवनदान	živote
ब्रुक्स	brooks
फिलिपिनो	filipinski
कालाणी	kalani
अतिचार	trespass
इबुप्रोफेन	ibuprofen
अर्थविज्ञान	semantika
चलनिधि	likvidnosti
उज़्बेक	uzbečki
स्टोनर	stoner
फेलिप	felipe
राउटर	router
रुबिडियम	rubidij
विलम्बित	odložena
हैमरस्क्जोंल्ड	hammarskjöld
रसूलों	poslanike
रसूलों	poslanici
रसूलों	poslanike
रसूलों	poslanici
हीमोफीलिया	hemofilija
वेल्च	welch
तानिया	tanja
वंक्षण	preponska
पनचक्की	vodenica
हौज़	slivovima
कया	što
फ़्रॉन्तेरा	frontera
सोफ़िस्त	sofisti
एफआईए	fia
विल्फ्रेड	wilfred
पिरामिडों	piramide
पिरामिडों	piramida
ज़ोंबी	zombie
कैज़ुअल	casual
होइ	hoi
पेरिन	perrin
मार्कोस	markos
मार्कोस	marcos
होल्डन	holden
बेने	bene
अक्स	aks
शीतनिष्क्रियता	hibernacija
लात्स	lat
पार्टन	parton
क्वैरी	query
विवो	vivo
जुग	jug
सुदंर	prilično
सुदंर	pretty
सानू	sanu
ट्रैक्ट	trakta
पेरो	pero
बाहें	oružje
अगाथा	agatha
स्प्लैश	splash
जुड़ें	povezivanje
जुड़ें	povezivati
जुड़ें	povezati
जुड़ें	povezivanja
तन्यता	duktilnost
हिक्की	hickey
कोटेड	navodi
सर्वसत्तावाद	totalitarizam
सर्वाहारी	svežderi
अलेक्स	alex
टोटेनहम	hotspur
काफ्का	kafka
फ्रिंज	fringe
थकाऊ	iscrpljujućih
जोए	joe
रैप्टर	raptor
फाइजर	pfizer
कोफी	kofi
म्युंग	myung
नेल्स	noktiju
हृदयरोग	invasive
टिल्डेन	tilden
बेचारा	loše
बेचारा	siromašni
बेचारा	siromašnih
रड	rudd
फरो	farska
लिपजिग	leipzig
बलात्कारी	silovatelj
हार्टले	hartley
लेनिनग्राड	lenjingradska
पिल्सबरी	pillsbury
नैया	femoralna
यूएनईपी	unep
अज्ञेयवादी	agnostički
किरिबाती	kiribati
शेवरलेट	chevrolet
अत्तिला	atila
अरूबा	aruba
मैराकाना	maracanã
कैरो	kairo
ब्राज़ीलियाई	brazilski
लोवेल	lovell
चूल्हों	peći
लडका	boy
लडका	dječak
लडका	dečak
फैंसी	fancy
हुनान	hunan
छक्का	šest
त्संग	tsang
डाइव	dive
मार्टिनेज	martinez
एंज़ो	enzo
एससीआर	scr
घुंघराले	curly
ब्लेज़र्स	blazers
वीसीडी	vcd
अनीश	anish
रेंजरों	rangers
आईरिस	iris
जेनकींस	jenkins
पहचानो	identifikuje
पहचानो	identifikaciji
पहचानो	utvrditi
प्लाज्मिड	plazmid
नारकीय	pakleni
पारसैक	parsek
खौलते	ključanja
हिदेकी	hideki
निगर	niger
सफलताएँ	uspjesima
सफलताएँ	uspjehe
सफलताएँ	otkrićima
कार्यनीति	strategijom
कार्यनीति	strategija
दिरहम	dirhem
लिंकनशायर	lincolnshire
जेनिस	janice
महापुरूष	legende
सातो	sato
हास्टिंग्स	hastings
ताइक्वांडो	tekvando
