τιμόρ	timorin
βασιλιάδες	mbretër
βασιλιάδες	mbretërit
υπομονή	durimi
υπομονή	durim
συμβολισμός	simbolizëm
βασίλισσες	mbretëreshat
βασίλισσες	çupa
βασίλισσες	queens
πληροφόρηση	informacionet
πληροφόρηση	informacion
πληροφόρηση	informacioni
πληροφόρηση	informacione
πειραματικό	eksperimentale
πειραματικό	eksperimental
διάβαση	kalimi
διάβαση	kalimit
διάβαση	kalim
μνήμες	kujtime
μνήμες	kujtimet
μνήμες	memorje
μνήμες	kujtim
μνήμες	kujtesa
μνήμες	kujtimi
μνήμες	kujtesë
αγροτικός	rural
αγροτικός	rurale
τρομοκρατία	terrorizëm
τρομοκρατία	terrorizmi
χρόνοι	herë
χρόνοι	kohërat
χρόνοι	here
χρόνοι	times
χρόνοι	kohet
ικανοποίηση	kënaqësie
ικανοποίηση	kënaqësi
μόργκαν	morgan
εκτύπωση	printim
εκτύπωση	printimit
εκτύπωση	shtypjen
αναφορών	peticione
αντικαθίσταται	zëvendësoi
αντικαθίσταται	zëvendësua
αντικαθίσταται	zëvendësohet
σαρδηνίας	sardenja
διαδήλωση	proteste
διαδήλωση	protestë
διαδήλωση	protest
διαδήλωση	protesta
διαδήλωση	demonstrimi
διαδήλωση	demonstrim
διαδήλωση	demonstratë
νόμιμα	legalisht
νόμιμα	ligjërisht
κανονισμός	rregullore
παίχτης	lojtari
παίχτης	lojtar
περίεργο	çudi
περίεργο	çuditshëm
περίεργο	çudi
μαλαισίας	malaysia
μαλαισίας	malajziane
αδριανούπολη	edirne
ανέκδοτα	shaka
ανέκδοτα	batuta
ανέκδοτα	shakatë
μπιτς	ahu
χαμένη	humbi
χαμένη	humba
χαμένη	humbe
χαμένη	humbur
νικαράγουα	nikaragua
σχηματιστεί	formohet
σχηματιστεί	formuan
σχηματιστεί	formuar
χείλη	buzet
χείλη	buzë
χείλη	buzët
ασταθής	paqëndrueshme
ασταθής	paqëndrueshëm
ισχυρισμούς	dyshimet
ισχυρισμούς	pretendimet
βίκυ	viki
βίκυ	vicky
βίκυ	viki
τιμόνι	timon
τιμόνι	rrotë
τιμόνι	rrota
ωκεανός	oqeanin
ωκεανός	oqean
ωκεανός	oqeani
αναδιοργάνωση	riorganizimin
αναδιοργάνωση	riorganizimi
μετατρέψει	transformuar
μετατρέψει	transformojë
αμπέλια	vreshta
αμπέλια	rrushi
ραφαέλ	raphael
ραφαέλ	rafael
κινητική	kinetike
μαρσέλ	marsel
εκτελεστεί	ekzekutuar
εκτελεστεί	ekzekutuan
κλήρου	kleri
κλήρου	klerit
σύσκεψη	konference
σύσκεψη	konferenca
σύσκεψη	konferencë
σύσκεψη	takimi
σύσκεψη	mbledhje
σύσκεψη	takim
