মেল	mel
চকোলেট	czekoladowy
চকোলেট	czekolada
চকোলেট	czekolady
চকোলেট	czekoladowe
সিগন্যাল	sygnał
ইন্দ্রিয়	sensorycznej
বহুভাষী	wielojęzyczny
দ্রবণ	stałe
দ্রবণ	solidne
দ্রবণ	solidna
দ্রবণ	solidny
দ্রবণ	krzemu
দ্রবণ	rozpuszczalnik
দ্রবণ	rozwiązanie
দ্রবণ	roztwór
দ্রবণ	rozwiązania
মিট	rękawicę
শেখানো	nauczył
শেখানো	uczył
সহজতর	prostsze
সহজতর	łatwiejsze
সহজতর	łatwiej
সহজতর	łatwiejszy
সহজতর	łatwiejsza
অধিবিদ্যা	metafizyka
ট্রেডিং	obrotu
ট্রেডিং	handel
এন্টারপ্রাইজ	przedsiębiorczość
এন্টারপ্রাইজ	przedsiębiorstwo
এন্টারপ্রাইজ	przedsięwzięcie
এন্টারপ্রাইজ	enterprise
বিলাল	bilal
সন্দেহের	podejrzenia
সন্দেহের	podejrzenie
সন্দেহের	podejrzeń
সন্দেহের	wątpliwość
সন্দেহের	wątpliwości
স্তূপ	stos
স্তূপ	pale
হোলি	holi
পঙ্কজ	pankaj
অ্যারন	aaron
অ্যারন	aarona
রাজিয়া	razia
নাড়ু	nadu
রক্তাক্ত	krwawe
রক্তাক্ত	krwawy
রক্তাক্ত	krwawa
রাউল	raul
রাউল	raúl
ডাকাতি	kradzież
ডাকাতি	rabunek
ডাকাতি	rozbój
ডাকাতি	napad
পরিচ্ছন্ন	zadbany
সক	soc
সক	sock
স্ফটিক	kryształ
স্ফটিক	crystal
স্ফটিক	kryształu
স্ফটিক	kryształy
টাস্ক	tusk
পরিসীমা	zasięg
পরিসীমা	zakres
পরিসীমা	zasięgu
পরিসীমা	przedział
পরিসীমা	odległość
ফার্মেসি	apteka
ফার্মেসি	apteki
ফাঁপা	hollow
দুষ্প্রাপ্য	rzadka
দুষ্প্রাপ্য	rzadkość
দুষ্প্রাপ্য	rzadkie
দুষ্প্রাপ্য	rzadki
দুষ্প্রাপ্য	rzadko
সিনেটর	senator
সিনেটর	senatorów
আইফেল	eiffla
চো	cho
ইয়ন	yeon
মেয়েটি	dziewczyna
মেয়েটি	dziewczyny
মেয়েটি	dziewczynka
মেয়েটি	dziewczyno
বিশ্বাসঘাতকতা	zdradził
বিশ্বাসঘাতকতা	zdradzony
বিশ্বাসঘাতকতা	zdradę
বিশ্বাসঘাতকতা	zdrady
বিশ্বাসঘাতকতা	zdrada
বিশ্বাসঘাতকতা	zdrady
বিশ্বাসঘাতকতা	zdrada
মশা	komara
মশা	komary
জিয়ান	xian
হাসির	uśmiech
হাসির	uśmiechu
হাসির	śmiech
হাসির	śmiechu
বেকারত্ব	bezrobocia
বেকারত্ব	bezrobocie
যৌতুক	posag
নজির	precedens
নজির	precedensu
হালদার	halder
মরিয়ম	maryjo
মরিয়ম	maria
মরিয়ম	maryja
মরিয়ম	mary
মরিয়ম	maryi
মরিয়ম	maryam
ইলিয়ট	eliot
তালা	szafki
তালা	tala
তালা	zamki
ক্রাউন	koronę
ক্রাউন	crown
ক্রাউন	korony
ক্রাউন	korona
প্লট	działka
প্লট	spisek
প্লট	działki
অস্বীকৃত	odrzucony
অস্বীকৃত	odrzucona
লেভি	levi
লেভি	opłata
বিশ্লেষক	analityk
সামোয়া	samoa
টাইটানিক	titanic
টাইটানিক	titanica
কুলকার্নি	kulkarni
বিপর্যস্ত	załamany
বিপর্যস্ত	załamana
বিপর্যস্ত	zdenerwowana
বিপর্যস্ত	zdenerwowany
ললিত	lalit
শেঠ	setha
শেঠ	set
শেঠ	seth
তানজানিয়া	tanzanii
গুয়াতেমালা	gwatemali
গুয়াতেমালা	gwatemali
কসোভো	kosowo
কসোভো	kosowa
ডু	doo
ভাস্কো	vasco
প্লেস্টেশন	playstation
দারুচিনি	cynamon
বিবেক	sumienie
বিবেক	sumienia
বিবেক	vivek
হাস্যরসাত্মক	komiczne
উইকিমিডিয়ার	wikimedia
এঞ্জেলস	angeles
নিরপেক্ষতা	neutralności
নিরপেক্ষতা	bezstronności
কুয়াশা	mgła
কুয়াশা	mgły
কুয়াশা	mgła
কুয়াশা	mgły
কুয়াশা	betonu
কুয়াশা	konkretne
কুয়াশা	beton
কুয়াশা	konkretny
খমের	khmer
ফটোশপ	photoshop
ভোক্তা	konsumentów
ভোক্তা	konsumenci
ভোক্তা	konsument
ভোক্তা	konsumenta
ভোক্তা	konsumentów
ভোক্তা	konsumenci
অ্যাস্টন	ashton
বাজ	buzz
কর্মক্ষমতা	wykonanie
কর্মক্ষমতা	skuteczność
কর্মক্ষমতা	występ
কর্মক্ষমতা	wydajność
কর্মক্ষমতা	wydajności
ক্যাথিড্রাল	katedra
রোম্যান্টিক	romantyczny
রোম্যান্টিক	romantyczne
রোম্যান্টিক	romantyczna
মামার	mama
মামার	mamuśka
মামার	mamusia
নিশাচর	nocny
নিশাচর	nocna
নিশাচর	nocne
স্যুট	garnitury
স্যুট	kombinezony
স্যুট	skafander
স্যুট	kombinezon
স্যুট	garnitur
কোহেন	cohen
পুঁজিবাদী	kapitalistyczny
মৎস	rybołówstwa
গাজি	ghazi
ছুরি	noże
ছুরি	noże
ছুরি	nóż
বিদ্রোহীরা	powstańców
বিদ্রোহীরা	rebeliantów
বিদ্রোহীরা	rebelianci
বিদ্রোহীরা	buntowników
ইঙ্ক	inc
ধমনী	tętnicy
ধমনী	tętnica
ধমনী	tętnic
পলিসি	polityka
পলিসি	polityki
বরিস	borys
বরিস	boris
হেসে	hesse
মমি	mamusia
মমি	mumie
দিমিত্রি	dmitrij
মরা	martwa
মরা	martwe
মরা	martwy
মরা	dead
পরিচর্যা	opieki
পরিচর্যা	opieka
