और	そして
पैट्रिक	パトリック
विक्टर	ヴィクター
विक्टर	ビクター
मित्रता	友情
यूरेनियम	ウラン
श्रद्धांजलि	朝貢
श्रद्धांजलि	朝貢
स्तुति	賞賛
स्तुति	賛美
ड्रीम	ドリーム
ड्रीम	dream
कैप्टन	隊長
कैप्टन	キャプテン
वेधशाला	天文台
कुत्ता	イヌ
तुरन्त	直ちに
क्लबों	クラブ
क्लबों	棍棒
जड़ें	ルーツ
सरसों	マスタード
इमाम	イマーム
वार्नर	ワーナー
सिस्टम्स	システム
सिस्टम्स	システムズ
चलना	ウォーキング
चलना	歩行
चलना	歩く
चलना	歩き
चलना	ウォーク
चलना	歩行
चलना	歩く
चलना	徒歩
धुन	メロディ
धुन	チューン
मसाले	香辛料
मसाले	スパイス
लेबनान	レバノン
रूपक	比喩
नौका	ヨット
नौका	ボート
शैवाल	藻類
निपटान	処分
निपटान	廃棄
निपटान	決済
निपटान	和解
निपटान	集落
साईट	サイト
साईट	敷地
स्वीडिश	スウェーデン
एडम्स	アダムズ
एडम्स	アダムス
अभिगम	アクセス
मंत्रिमंडल	内閣
मंत्रिमंडल	キャビネット
लेट	遅い
तिल	ゴマ
तिल	胡麻
ट्विटर	twitter
ट्विटर	ツイッター
जेरी	ジェリー
पतला	スキニー
पतला	スリム
पतला	薄い
पतला	細い
पतला	わずか
न्यूज	news
न्यूज	ニュース
कमर	ウエスト
फौज	アーミー
फौज	軍隊
फौज	陸軍
कैमरे	カメラ
कमाल	すごい
उठाना	レイジング
निकास	終了
निकास	exit
निकास	出口
मालिश	マッサージ
मालिश	マッサージ
कॉमिक	コミック
आसवन	蒸留
क्वार्टर	クォーター
क्वार्टर	四半期
पाषाण	採石場
कवक	菌類
क्षतिपूर्ति	補てん
क्षतिपूर्ति	補償
क्षतिपूर्ति	賠償
क्षतिपूर्ति	弁償
क्षतिपूर्ति	報酬
क्षतिपूर्ति	ダメージ
क्षतिपूर्ति	損害賠償
सूखा	辛口
सूखा	ドライ
सूखा	乾燥
सूखा	旱魃
सूखा	干ばつ
रजिस्टर	レジスタ
रजिस्टर	原簿
रजिस्टर	登録
रजिस्टर	レジスタ
सिंगल	シングル
सिंगल	独身
सन्धि	条約
चमत्कार	奇跡
चमत्कार	ミラクル
चमत्कार	奇跡
चमत्कार	驚異
गोला	球体
गोला	球面
गोला	球形
उत्तेजना	興奮
अमृता	アムリタ
गेट्स	ゲイツ
विमानन	航空
संचय	キャッシュ
डैनियल	ダニエル
वायरलेस	ワイヤレス
फिलाडेल्फिया	フィラデルフィア
टुकड़ा	フラグメント
टुकड़ा	ピース
टुकड़ा	スライス
लेफ्टिनेंट	警部補
लेफ्टिनेंट	中尉
अपोलो	アポロ
एफबीआई	fbi
कैमरून	カメルーン
हाइब्रिड	ハイブリッド
हाइब्रिड	ハイブリッド
बलात्कार	強姦
बलात्कार	レイプ
संतोष	満足
संतोष	満足
रोलिंग	ローリング
सजावट	装飾
सजावट	デコレーション
सजावट	装飾
सजावट	デコレーション
टेरी	テリー
हिमनद	氷河
कैफीन	カフェイン
अस्थिर	クラクラ
अस्थिर	unstable
राख	ash
संकुचन	圧縮
संकुचन	収縮
पार्टियों	当事者
पार्टियों	パーティ
पार्टियों	パーティー
इन्टरनेट	割り込み
इन्टरनेट	インターネット
जीवंत	活気
उर्वरक	肥料
अनुवादक	翻訳
आरोपों	告発
उपसर्ग	プレフィックス
दिलचस्प	興味深い
दिलचस्प	おもしろい
दिलचस्प	面白い
संयम	拘束
आँखें	アイズ
कच्चा	raw
शाप	呪い
कैपिटल	キャピトル
बास	バス
बास	ベース
घुटने	ひざ
कम्प्यूटिंग	コンピューティング
जीती	ウォン
जीती	won
जादुई	マジカル
सितारे	stars
सितारे	スターズ
डीजल	ディーゼル
तेरह	thirteen
स्पिन	スピン
स्पिन	パイント
स्टेज	舞台
स्टेज	ステージ
स्टेज	舞台
स्टेज	ステージ
निष्ठा	献身
निष्ठा	奉納
निष्ठा	献身
निष्ठा	忠誠
अंतरण	間隔
इंटरफ़ेस	インターフェース
इंटरफ़ेस	インタフェース
ऑप्टिकल	光学
साँस	呼吸
साँस	ブレス
साँस	呼吸
स्विट्ज़रलैंड	スイス
कैल्सियम	カルシウム
दीप	ディープ
दीप	深い
बंधक	人質
एंटीबॉडी	抗体
पटल	パネル
प्रत्यारोपण	移植
कर्मियों	人材
कर्मियों	職員
साठ	sixty
लैंड	ランド
लैंड	土地
नाइट्रेट	硝酸
ज़रूर	シュア
व्यवसायी	ビジネスマン
सीनियर	先輩
नकद	現金
आभूषण	ジュエリー
आभूषण	宝石
आभूषण	ジュエリー
लड़ाकू	ファイター
बेसिन	盆地
चार्टर	チャーター
चार्टर	憲章
चार्टर	貸切
उत्प्रेरक	触媒
हर्ष	厳しい
कठोरता	凝り
तीर	矢印
तीर	アロウズ
तीर	矢印
तीर	アロー
फिनलैंड	フィンランド
डेक	甲板
डेक	デッキ
निर्वात	バキューム
निर्वात	真空
आपातकाल	緊急
टिम	ティム
टिम	tim
खानों	地雷
ओवेन	オーウェン
ओवेन	オーエン
कालक्रम	沿革
कालक्रम	年表
अवधारणाओं	概念
अवधारणाओं	コンセプト
प्रोफ़ाइल	プロフィール
प्रोफ़ाइल	プロファイル
प्रोफ़ाइल	プロフィール
प्रोफ़ाइल	プロファイル
घृणा	憎悪
घृणा	憎悪
घृणा	嫌い
घृणा	憎しみ
एंड्रयू	アンドリュー
मसाला	香辛料
मसाला	スパイス
चिकन	鶏肉
चिकन	ニワトリ
चिकन	チキン
कुवैत	クウェート
विकलांग	無効
संकीर्ण	狭い
विशेषाधिकार	特権
विशेषाधिकार	特権
रोमांस	ロマンス
सामयिक	タイムリー
कार्यक्षमता	機能
सामर्थ्य	体力
सामर्थ्य	強度
सामर्थ्य	ポテンシャル
स्वच्छता	清掃
आखिरकार	ついに
आखिरकार	やっと
आखिरकार	遂に
लिवरपूल	リヴァプール
लिवरपूल	リバプール
ऐन	アン
अदृश्य	不可視
अंगूठी	リング
अंगूठी	指輪
पंचांग	カレンダー
पंचांग	カレンダー
प्रोफ़ेसर	教授
नमूनों	標本
मकर	カプリコーン
मकर	カプリコン
एंडी	アンディ
अटल	確固たる
पेंगुइन	ペンギン
ग्राफ	グラフ
कुरान	クルアーン
कुरान	コーラン
कुरान	コーラン
शेफ़ील्ड	シェフィールド
सुर	スール
दुष्ट	ローグ
निष्पक्ष	中性
निष्पक्ष	ニュートラル
पंत	パント
बराबरी	等しい
बैकअप	バックアップ
बैकअप	バックアップ
अमीनो	網野
अमीनो	アミノ酸
प्रविष्टि	エントリー
प्रविष्टि	エントリ
प्रविष्टि	出品
निमंत्रण	招待
निमंत्रण	招聘
निमंत्रण	招待
नकदी	現金
निराशा	失望
निराशा	がっかり
दरवाजा	ドア
शॉपिंग	ショッピング
शॉपिंग	買い物
शॉपिंग	買物
फिल्मांकन	撮影
सितारों	stars
सितारों	スターズ
धोखाधड़ी	詐欺
प्रिंट	印刷
गली	ストリート
गली	通り
गिरफ्तारी	逮捕
आणविक	分子
हिल्स	ヒルズ
मैट	マット
बंदर	サル
रोमानिया	ルーマニア
रास	ラス
रास	イタチ
घात	待ち伏せ
इवान	イワン
इवान	イヴァン
नेल्सन	ネルソン
अक्षम	無効
सीनेट	元老院
पारदर्शी	透明
पारदर्शी	半透明
रेशे	繊維
रेशे	ファイバ
रेशे	シルク
रेशे	繊維
खिड़की	ウィンドウ
विरोधियों	ライバル
क्लैप्टन	クラプトン
आतंक	テロリズム
आतंक	テロ
नर्तकी	バレリーナ
नर्तकी	ダンサー
ईथर	エーテル
डगलस	ダグラス
एलेक्स	alex
एलेक्स	アレックス
पढ़े	読み
पढ़े	読み込み
पढ़े	読み取り
पढ़े	読む
पढ़े	読み込み
मेनन	メノン
पियानो	ピアノ
नियोजित	予定
नियोजित	計画
यूनिवर्सल	ユニバーサル
विधवा	未亡人
विधवा	死別
विधवा	未亡人
असफलता	故障
असफलता	失敗
फॉर्म	形式
फॉर्म	フォーム
पंखों	ウイングス
मुद्रास्फीति	インフレーション
गज	ヤード
दुर्बल	弱い
स्थूल	脂肪
मौलाना	maulana
कमजोरी	衰弱
सर्जन	外科医
क्षारीय	アルカリ
टीके	ワクチン
गोलार्ध	半球
अल्जीरिया	アルジェリア
रोमांचक	わくわく
रोमांचक	ドキドキ
रोमांचक	エキサイティング
रोमांचक	スリリング
बढ़त	昇格
हीमोग्लोबिन	ヘモグロビン
डालना	注ぐ
कागज़	用紙
कागज़	ペーパー
सांप	ヘビ
सांप	ヘビ
गंतव्य	行き先
गंतव्य	目的地
गंतव्य	宛先
संभाल	ハンドル
गन	ガン
उल्टी	嘔吐
रेलगाड़ी	電車
रेलगाड़ी	列車
रेलगाड़ी	トレイン
ट्रेडमार्क	商標
यादृच्छिक	ランダム
क्रिस्टोफर	クリストファー
सचमुच	文字通り
सचमुच	本当に
किरन	キラン
मॉरिसन	モリソン
रतन	トウ
साँप	ヘビ
चिप	チップ
सचिवालय	事務局
सींग	クラクション
सींग	ホルン
सींग	ホーン
डूब	溺死
पिरामिड	ピラミッド
शेयरधारकों	株主
ऑयल	石油
ऑयल	オイル
गेंदों	ボール
पिच	ピッチ
सीमांत	ボーダー
सीमांत	国境
गुणांक	係数
स्विट्जरलैंड	スイス
लॉग	ログ
लॉग	ログ
लॉग	log
पागल	クレイジー
सिलिकॉन	シリコン
सिलिकॉन	ケイ素
सॉसेज	ソーセージ
सहानुभूति	思いやり
सहानुभूति	同情
सहानुभूति	同情
सहानुभूति	共感
न्यायपालिका	司法
एंडरसन	アンダーソン
मुकुट	クラウン
यादगार	形見
करों	税金
भुजा	arm
कक्षाओं	教室
मजबूती	体力
मजबूती	強度
भण्डार	株式
भण्डार	ストック
ड्रग	ドラッグ
ड्रग	薬物
बॉम्बे	ボンベイ
कॉलेजों	カレッジ
कॉलेजों	大学
कंपनियाँ	会社
मिशिगन	ミシガン
डकोटा	ダコタ
जोश	ジョシュ
असुर	アスラ
सेंटीमीटर	センチメートル
सेंटीमीटर	センチメートル
सेंटीमीटर	センチメートル
घर्षण	摩擦
पीट	ピート
बॉबी	ボビー
भित्ति	壁画
नरसंहार	虐殺
नरसंहार	ジェノサイド
विचारकों	思想家
बिशप	ビショップ
दुर्भाग्य	不運
संतृप्त	飽和
संतृप्त	彩度
संतृप्त	飽和
पड़ोस	近所
पड़ोस	近隣
न्यास	財団
न्यास	ファンデーション
न्यास	ファウンデーション
फोरम	フォーラム
एथेंस	アテネ
पूँछ	尾翼
पूँछ	しっぽ
धीमा	遅い
धीमा	スロー
चिन	あご
लड़का	男の子
लड़का	少年
लड़का	ボーイ
बॉडी	本文
बॉडी	身体
बॉडी	本体
बॉडी	ボディ
संकोच	ためらう
पीतल	真鍮
मुक्केबाजी	ボクシング
गुजर	合格
बोतल	ボトル
पिस्टन	ピストン
त्रिज्या	半径
त्रिज्या	radius
सस्ता	安い
सस्ता	安上がり
चेन	チェイン
चेन	チェーン
आर्द्रता	湿度
संचिका	ファイル
संचिका	ファイル
स्पष्टीकरण	説明
स्पष्टीकरण	解説
स्पष्टीकरण	解説
स्पष्टीकरण	釈明
निराश	がっかり
निराश	嫌悪
निराश	イライラ
यूट्यूब	youtube
श्रुति	啓示
शक्तियाँ	パワーズ
सान	san
सान	サン
आंकड़ा	データ
कारखाना	工場
किम	キム
फलक	ボード
फलक	ボード
फलक	パネル
पते	アドレス
मैसाचुसेट्स	マサチューセッツ
निपुण	マスター
ताजिकिस्तान	タジキスタン
निलंबित	中断
डार्विन	ダーウィン
बंदूक	ガン
कलश	ポット
कलश	pinnacle
कलश	カラシュ
जुडी	ジュディ
कंपन	振動
संतुष्टि	満足
संवेग	運動量
संवेग	勢い
बाघों	トラ
बाघों	タイガー
बाघों	タイガース
वंशावली	系図
वंशावली	系譜
रहीम	ラヒム
निमोनिया	肺炎
एस्टेट	不動産
गुरुवार	木曜日
गुरुवार	木曜日
गुरुवार	木曜
वॉल्ट	ウォルト
जटिलताओं	合併症
उत्पीड़न	嫌がらせ
उत्पीड़न	ハラスメント
उत्पीड़न	アサルト
उत्पीड़न	暴行
कोकेन	コカイン
आमिर	アミール
आमिर	アーミル
उमर	オマール
मिलर	ミラー
जोन	ジョーン
जानबूझकर	故意
मानकीकरण	標準化
नशे	酔っぱらい
झंडा	フラグ
झंडा	国旗
ग्लास	グラス
ग्लास	ガラス
फ़ुट	フィート
फ़ुट	両足
क्रियान्वयन	実装
क्रियान्वयन	実施
सिगार	シガー
यूक्रेन	ウクライナ
रुपया	ルピー
वाइल्ड	ワイルド
निसान	日産
पाद	オナラ
दैत्य	巨人
दैत्य	ジャイアント
दैत्य	巨大
दैत्य	怪物
दैत्य	モンスター
दैत्य	怪獣
प्रक्रम	過程
प्रक्रम	プロセス
गवाह	証人
गवाह	証人
क्रिश्चियन	クリスチャン
क्रिश्चियन	キリスト教
क्रिश्चियन	キリスト教徒
पत्रकारों	ジャーナリスト
पत्रकारों	リポーター
मजाक	ジョーク
मजाक	冗談
बेकर	ベーカー
बेकर	ベッカー
कांड	スキャンダル
कांड	不祥事
गर्व	誇らしい
गर्व	自慢
गर्व	誇り
क्लोरीन	塩素
संगीतकारों	ミュージシャン
मिठाई	スウィート
मिठाई	甘い
मिठाई	デザート
मिठाई	スイーツ
मिठाई	お菓子
चांद	ムーン
बदलना	置換
सड़कें	道路
सड़कें	ストリート
प्रीमियम	景品
प्रीमियम	プレミアム
घेरा	周囲
घेरा	サークル
एक्सेस	アクセス
वेबसाईट	ウェブサイト
सब्जियों	野菜
यूएसए	米国
हाथियों	ゾウ
स्क्रिप्ट	スクリプト
स्क्रिप्ट	脚本
स्क्रिप्ट	スクリプト
डिजाइनर	デザイナー
अग्र	フロント
अग्र	表側
अग्र	前面
विपक्षी	敵役
बहिष्कार	ボイコット
टमाटर	トマト
टमाटर	トマト
खरीदारी	購入
खरीदारी	ショッピング
खरीदारी	買い物
खरीदारी	買物
फेयर	フェア
शंकु	円錐
शंकु	コーン
वृद्ध	古い
वृद्ध	オールド
सिक्का	硬貨
सिक्का	コイン
पर्दे	カーテン
घोटाले	スキャンダル
घोटाले	不祥事
रनों	ジョギング
लाभांश	配当
राजी	説得
उत्कीर्ण	彫刻
आटा	粉末
आटा	小麦粉
आटा	生地
सभ्यताओं	文明
जासूस	刑事
जासूस	スパイ
नमस्कार	こんにちは
नमस्कार	ハロー
निर्मल	穏やか
निर्मल	半透明
कार्यक्षेत्र	範囲
कार्यक्षेत्र	スコープ
कार्यक्षेत्र	職場
कार्यक्षेत्र	workplace
मोटरसाइकिल	オートバイ
मोटरसाइकिल	バイク
मोटरसाइकिल	オートバイ
पुनरावृत्ति	リプレイ
गल्फ	ガルフ
अंटार्कटिक	南極大陸
अंटार्कटिक	南極
अंटार्कटिक	南極
डैनी	ダニー
बेड़े	艦隊
बेड़े	フリート
किशोरावस्था	ティーンエイジャー
पंद्रह	fifteen
पंद्रह	十五
महंगा	高い
महंगा	高額
मनोरंजक	楽しい
एडम	アダム
अनगिनत	インフィニット
आदर्शों	理想
डिवाइस	デバイス
डिवाइस	機器
डिवाइस	デバイス
डिवाइस	機器
लियोन	レオン
हीन	マイナー
ऑब्जेक्ट	オブジェクト
ऑब्जेक्ट	オブジェクト
पेंटिंग	絵画
सूचियाँ	リスト
एमटीवी	mtv
एवरेस्ट	エベレスト
आतंकवादियों	テロリスト
बकरी	ヤギ
स्विफ्ट	スイフト
स्विफ्ट	スウィフト
कुर्सी	いす
कुर्सी	チェア
कुर्सी	椅子
सांचे	カビ
क्षितिज	地平線
क्षितिज	ホライズン
क्षितिज	水平線
दोहरा	ダブル
दोहरा	二重
दोहरा	デュアル
रैली	ラリー
रैली	ジャンボリー
संविदा	契約
शोधकर्ता	研究者
शोधकर्ता	研究員
नेटस्केप	netscape
रॉबिन	ロビン
बैंगनी	パープル
बैंगनी	スミレ
बैंगनी	ナス
बैंगनी	茄子
बैंगनी	バイオレット
प्रक्षेपास्त्र	ロケット
प्रक्षेपास्त्र	ミサイル
बीजिंग	北京市
बीजिंग	北京
स्वैच्छिक	任意
फोटोग्राफी	撮影
फोटोग्राफी	写真
प्रौढ़	成人
प्रौढ़	大人
कैलिफ़ोर्निया	カリフォルニア
धड़	胴体
कैलगरी	カルガリー
पैकेट	パケット
प्रतिभूति	証券
साउंडट्रैक	サウンドトラック
महलों	宮殿
वार्तालाप	会話
वार्तालाप	スレッド
वार्तालाप	会話
वार्तालाप	スレッド
बुद्धिमान	知能
बुद्धिमान	知的
बुद्धिमान	インテリジェント
फोकस	焦点
फोकस	フォーカス
वन्यजीव	野生動物
रुझान	トレンド
रुझान	流行
रुझान	トレンド
रुझान	トレンド
वेशभूषा	コスチューム
वेशभूषा	仮装
वेशभूषा	衣装
वेशभूषा	装束
वेशभूषा	服飾
वेशभूषा	コスチューム
वेशभूषा	衣装
वेशभूषा	装束
स्पेंसर	スペンサー
अस्पतालों	病院
वान	バン
वान	ヴァン
पुस्तिका	冊子
नाभि	へそ
तुर्कमेनिस्तान	トルクメニスタン
देखिए	見る
क्लाइंट	クライアント
क्लाइंट	クライアント
डायरी	日記
अपडेट	アップデート
अपडेट	更新
अपडेट	アップデート
अपडेट	更新
चैम्पियन	チャンプ
चैम्पियन	チャンピオン
डेनिस	デニス
जोएल	ジョエル
मैगज़ीन	雑誌
सीमाएं	制限
शंघाई	上海市
शंघाई	上海
आयुर्वेदिक	アーユルヴェーダ
वाइस	バイス
किट	キット
किट	kit
भ्रमित	混乱
बाप	父親
नालंदा	ナーランダ
थाली	プレート
नग्न	ヌード
कार्यभार	代入
कार्यभार	割り当て
कार्यभार	譲渡
कार्यभार	代入
कार्यभार	割り当て
एनालॉग	アナログ
प्रतिबिंब	反射
प्रतिबिंब	リフレクション
प्रतिबिंब	ミラー
ब्लेड	刃物
ब्लेड	ブレイド
सदिश	ベクター
सदिश	ベクトル
स्थगित	サスペンド
स्थगित	延期
गिरोह	ギャング
दायित्वों	義務
दायित्वों	債務
मर्यादा	威厳
मर्यादा	品格
मर्यादा	尊厳
बैले	バレエ
बसंत	スプリング
शर्ट	シャツ
शर्ट	シャツ
न्यायाधीशों	裁判官
सेंसर	センサ
सेंसर	センサー
सेंसर	センサ
सेंसर	センサー
स्टैंड	スタンド
बहुवचन	複数
एकाधिकार	独占
एकदिवसीय	odi
मिसौरी	ミズーリ
मारी	マリー
मारी	マリ
कार्गो	貨物
दारा	ダレイオス
दारा	ダリウス
दारा	ダラ
फ़्रांसीसी	フレンチ
फ़्रांसीसी	フランス語
जादूगर	魔法使い
जादूगर	ウィザード
प्रतिमान	パターン
प्रतिमान	パラダイム
सच्चा	トゥルー
सच्चा	true
सच्चा	本当
अमोनिया	アンモニア
प्रतिबद्धता	コミットメント
प्रतिबद्धता	収容
कॉफ़ी	コーヒー
वीणा	ヴィーナ
उल्टा	リバース
किराए	レンタル
किराए	家賃
किराए	借りる
किराए	レント
न्यायालयों	裁判所
एस्टन	アストン
मांसपेशी	マッスル
मांसपेशी	筋肉
विषाक्त	毒性
तूफ़ान	台風
तूफ़ान	ストーム
कड़ा	きつい
कड़ा	一生懸命
कड़ा	ハード
कड़ा	難しい
बारूद	火薬
एंजाइम	酵素
मूसा	モーゼ
मूसा	モーゼス
मूसा	ムサ
मूसा	ムーサー
पिंक	ピンク
पिंक	ナデシコ
बैरी	敵役
कॉमर्स	商業
कॉमर्स	コマース
जीप	ジープ
चलाना	exec
चलाना	処刑
चलाना	実行
चलाना	執行
दादी	おばあさん
दादी	祖母
पहाड़ियाँ	ヒルズ
मैथ्यू	マシュー
गंधक	硫黄
गंधक	硫黄
षड्यंत्र	陰謀
रीडर	読者
रीडर	リーダー
हीरे	ダイヤモンド
प्रशिक्षक	トレーナー
प्रशिक्षक	講師
प्रशिक्षक	インストラクター
नास्तिक	無神論
नास्तिक	無神論
नास्तिक	無神論者
प्रवर्धक	アンプ
फसलें	農産物
फसलें	作物
डायोड	ダイオード
अमूर्त	抽象
सौभाग्य	フォーチュン
ब्रायंट	ブライアント
गैरी	ゲーリー
गैरी	ギャリー
गैरी	ゲイリー
साइमन	シモン
साइमन	サイモン
बर्ड	鳥類
बर्ड	バード
आत्मसमर्पण	降伏
एथलेटिक्स	アスレチックス
तैराकी	スイミング
तैराकी	競泳
तैराकी	水泳
हक	ハク
चिट्ठा	ブログ
ठंड	風邪
ठंड	コールド
ठंड	冷たい
ठंड	寒い
चूहे	マウス
चूहे	ネズミ
लीड	リード
दरार	rift
दरार	ひび割れ
दरार	crack
दरार	クラック
दरार	クラッキング
संवेदना	お悔やみ
सॉफ़्टवेयर	ソフトウエア
सॉफ़्टवेयर	ソフトウェア
परवाह	ケア
परवाह	介護
बमबारी	砲撃
बमबारी	爆弾
कीड़े	ミミズ
कठपुतली	パペット
ग्रीनहाउस	温室
कैम्प	camp
कैम्प	キャンプ
किस्में	品種
किस्में	品種
किस्में	バラエティ
किस्में	変種
खोजी	探検
चिंतित	不安
चिंतित	気がかり
चिंतित	心配
जॉर्डन	ヨルダン
जॉर्डन	ジョーダン
एथलीट	アスリート
एथलीट	選手
एथलीट	アスリート
मनीष	manish
रेखीय	リニア
रेखीय	線形
शहद	ハニー
शहद	はちみつ
शहद	蜂蜜
अम्लीय	酸性
ऑपरेटर	オペレーター
नल	null
नल	ヌル
प्रेसीडेंसी	総裁
कुक	コック
कुक	クック
मनी	お金
मनी	貨幣
मनी	マネー
मनी	金銭
मनी	マニ
नारा	スローガン
चढ़	サビ
सेक्टर	セクター
सेक्टर	セクター
महासागरीय	オセアニア
क्रियाशील	アクティブ
क्रियाशील	形容詞
बैठकों	ミーティング
बैठकों	会議
कारें	カーズ
क्योकि	なぜなら
क्योकि	だって
विकलांगता	障害
दरिया	ダリヤ
नोट्स	注記
नोट्स	メモ
नोट्स	備考
नोट्स	ノート
कहें	say
कहें	セイ
एव	アヴェ
धर्मशास्त्र	神学
सीखा	学習
आर्क	アーク
आर्क	arc
ट्रम्प	切り札
चश्मे	ゴーグル
चश्मे	メガネ
चश्मे	眼鏡
चश्मे	メガネ
चश्मे	めがね
चश्मे	眼鏡
प्लूटो	冥王星
प्लूटो	プルート
डेनियल	ダニエル
थोक	卸売
पैरिस	パリス
पैरिस	パリ
कामयाबी	サクセス
कामयाबी	成功
प्रोटोटाइप	プロトタイプ
फर्क	差異
फर्क	違い
फर्क	差分
इयान	イアン
दुग्ध	酪農
भयभीत	怖がる
भयभीत	怖い
वसूली	回復
वसूली	リカバリ
वसूली	回収
मौन	ミュート
मौन	ミュート
मौन	サイレンス
मौन	無音
मौन	沈黙
डिप्लोमा	ディプロマ
घटा	減らす
पॉइंट	ポイント
पॉइंट	ポイント
त्वरण	加速度
त्वरण	加速
जमैका	ジャマイカ
स्केल	スケール
स्केल	縮尺
स्केल	目盛
मक्खन	バター
सूत	sut
सूत	毛糸
सूत	木綿
सूत	コットン
इज़राइल	イスラエル
अनन्य	独占
मिथक	神話
श्रृंगार	メイク
श्रृंगार	化粧
प्रावधानों	条文
प्रावधानों	規定
अर्ल	アール
निर्देशिका	ディレクトリ
निर्देशिका	索引
निर्देशिका	インデックス
निर्देशिका	ディレクトリ
समता	パリティ
समता	パリティビット
समता	平等
एवेन्यू	アベニュー
बेरोजगारी	失業
जुर्माना	罰金
क़ुरान	クルアーン
क़ुरान	コーラン
पूर्णता	修了
पूर्णता	補完
पूर्णता	竣工
पूर्णता	完成
पूर्णता	完璧
ओमान	オマーン
मार्केटिंग	マーケティング
शक्तियां	パワーズ
चतुर्भुज	四角形
चतुर्भुज	四角形
चतुर्भुज	矩形
चतुर्भुज	長方形
चीता	チーター
चीता	ヒョウ
मूक	ミュート
मूक	サイレント
मूक	無音
मूक	ミュート
प्रतिभाशाली	天才
प्रतिभाशाली	才能
पनीर	チーズ
पनीर	パニール
स्मार्ट	賢い
स्मार्ट	スマート
नियोक्ता	事業主
मैडोना	マドンナ
चमकदार	ピカピカ
चमकदार	まぶしい
नाड़ी	パルス
नाड़ी	脈拍
स्पीकर	スピーカー
स्पीकर	話し手
स्पीकर	議長
गैसें	気体
सहभागिता	婚約
सहभागिता	相互作用
गतिविधियाँ	アクティビティ
गतिविधियाँ	活動
कल्कि	カルキ
इसराइल	イスラエル
वाट	ワット
वाट	ワット
कोच्चि	高知
कृषक	農家
ब्राउजर	ブラウザー
ब्राउजर	ブラウザ
गुदा	肛門
गुदा	アナル
मूर्तिकला	彫刻
शाश्वत	永遠
वैश्वीकरण	グローバリゼーション
बैग	バッグ
बैग	かばん
बैग	バッグ
नर्तक	ダンサー
नर्तक	踊り子
नर्तक	ダンサー
ग्लूकोज	グルコース
नीतियाँ	ポリシー
नीतियाँ	施策
नीतियाँ	方針
पढ़ना	読書
आपरेशन	運行
आपरेशन	作戦
आपरेशन	運営
आपरेशन	操作
आपरेशन	オペレーション
ब्रॉडबैंड	broadband
मैनुअल	manual
मैनुअल	手動
मैनुअल	マニュアル
दर्जन	ダース
सुखद	楽しい
सस्ती	安い
गन्ना	サトウキビ
बेखम	ベッカム
स्याही	インク
रॉस	ロス
हल्दी	ウコン
हल्दी	ターメリック
परम्पराओं	伝統
पूछे	たずねる
सेब	リンゴ
सेब	りんご
सेब	アップル
सेब	林檎
रो	泣く
पुस्तकालयों	図書館
पुस्तकालयों	ライブラリ
पुस्तकालयों	図書館
पुस्तकालयों	ライブラリ
चौकी	チェックポイント
बहनों	姉妹
अश्लील	ポルノ
आपात	緊急
नामीबिया	ナミビア
स्त्रियाँ	女性
एनी	アニー
मामा	mama
मामा	叔父
मामा	伯父
मामा	おじさん
मामा	おじ
मामा	アンクル
रूपांतर	variant
नगरीय	アーバン
जैकी	ジャッキー
क्रोधित	加重
क्रोधित	激怒
क्रोधित	怒り
तात्कालिक	緊急
तात्कालिक	即時
कमांड	コマンド
कमांड	指揮
कमांड	コマンド
धोनी	ドーニー
टाइपिंग	タイピング
काई	kai
काई	カイ
क्रूर	残酷
जोनाथन	ジョナサン
हस्त	hasta
हस्त	手作り
हस्त	手製
फ्लाइट	フライト
फ्लाइट	飛行
सैर	散歩道
सैर	プロムナード
सैर	ウォーキング
सैर	歩き
सैर	ウォーク
सैर	歩行
सैर	歩く
सैर	徒歩
चिकनी	スムーズ
चिकनी	スムース
चिकनी	滑らか
कैनेडी	ケネディ
टाई	引き分け
टाई	ネクタイ
गा	歌う
गा	sing
पूछताछ	探究
पूछताछ	照会
पूछताछ	問い合わせ
सर्पिल	スパイラル
सर्पिल	渦巻
परिशिष्ट	付録
गवाही	証言
गवाही	証言
वॉकर	ウォーカー
लेआउट	レイアウト
कैदियों	囚人
फिजी	フィジー
हुक	フック
रिटर्न	return
रिटर्न	リターン
प्लैटिनम	プラチナ
प्लैटिनम	白金
फिल	フィル
फिलीपींस	フィリピン
सपाट	フラット
नक़ल	コピー
नक़ल	コピー
नक़ल	部数
देशभक्ति	愛国心
केन्या	ケニア
कस्टम	風習
कस्टम	風習
कस्टम	カスタム
अकादमिक	アカデミック
शेन	シェーン
कोलेस्ट्रॉल	コレステロール
दांते	ダンテ
सीबीआई	cbi
बगीचे	庭園
मुराद	ムラト
ईमान	信仰
ईमान	信念
ईमान	フェイス
पोटैशियम	カリウム
केली	ケリー
लोकगीत	伝承
सर्बिया	セルビア
धर्मनिरपेक्ष	世俗
दृष्टिगोचर	可視
तोप	大砲
दूरभाष	電話
दूरभाष	電話機
दुल्हन	花嫁
जस्ता	亜鉛
उड़	fly
उड़	ハエ
उड़	フライ
उड़	飛ぶ
माली	モルディブ
माली	庭師
माली	マリ
परियोजनाएं	プロジェクト
सिएटल	シアトル
प्रिया	プリヤ
टायर	タイヤ
टायर	タイヤ
टायर	タイヤ
अठारह	十八
अठारह	eighteen
