oferind	προσφέροντας
genetic	γενετικό
genetic	γενετική
cole	cole
cole	κόουλ
ascunse	κρυμμένος
ascunse	κρυμμένο
ascunse	κρύφτηκε
ascunse	κρυμμένα
ascunse	κρυμμένη
berkeley	μπέρκλεϊ
dieta	δίαιτα
dieta	διατροφή
dieta	δίαιτα
dieta	δίαιτα
dieta	διατροφή
torres	torres
torres	τόρες
torres	τόρρες
stralucitoare	λαμπερό
stralucitoare	λαμπερή
stralucitoare	λαμπερό
stralucitoare	λαμπερή
marcello	μαρτσέλο
imigranti	μετανάστες
carnea	κρέατα
carnea	κρέας
activist	ακτιβιστής
comunicarea	επικοινωνία
comunicarea	ανακοίνωση
annona	annona
martori	μάρτυρες
martori	μάρτυς
martori	μάρτυρας
martori	μάρτυρα
armand	αρμάντ
continentul	ήπειρος
continentul	ήπειρο
continentul	ηπείρου
lan	ιαν
lan	ίαν
lan	ιαν
lan	ίαν
lan	ian
