κβαντική	quantum
καταχώρηση	inskrivning
καταχώρηση	registreringen
μέλι	älskling
μέλι	honung
τόλκιν	tolkien
βίνσεντ	vincent
προϋποθέτει	förutsätter
ναρκωτικά	läkemedel
ναρκωτικά	droger
ναρκωτικά	knark
ναρκωτικά	narkotika
διάβρωση	korrosion
διάβρωση	erosion
αρμένιοι	armenier
τζόρτζια	georgia
τζόρτζια	georgien
αυξάνονται	ökar
αυξάνονται	ökande
άλας	salta
άλας	salt
κατάρα	förbannelse
καταδρομικό	kryssare
ενέδρα	bakhåll
ενέδρα	överföll
ενέδρα	bakhåll
πατριάρχες	patriarker
μετανάστευσαν	immigrerade
σπόροι	frön
σπόροι	frö
σπόροι	utsäde
σπόροι	seed
σπόροι	frö
σπόροι	utsäde
ονομαστική	betyg
ονομαστική	nominellt
ονομαστική	nominell
ονομαστική	nominellt
ονομαστική	nominella
ονομαστική	nominell
υποδοχής	välkomnar
υποδοχής	välkomnande
υποδοχής	värd
υποδοχής	host
παρτιζάν	partizan
βαθμιαία	gradvis
βαθμιαία	gradvis
βαθμιαία	successivt
σκύλος	hund
θεραπείες	rättsmedel
θεραπείες	behandlingsmetoder
θεραπείες	behandlingar
θεραπείες	behandlingar
θεραπείες	terapier
ομολογία	bikt
ομολογία	bekännelse
καθολικοί	katoliker
καθολικοί	katolsk
καθολικοί	katoliker
καθολικοί	katolska
καθολικοί	katolik
ισοδύναμο	motsvarande
ισοδύναμο	likvärdigt
ισοδύναμο	likvärdiga
ισοδύναμο	likvärdig
ισοδύναμο	ekvivalent
εθνικοί	medborgare
χόρχε	jorge
σώθηκε	räddade
σώθηκε	sparade
σώθηκε	sparat
σώθηκε	räddad
σώθηκε	sparad
ειδικότητα	specificitet
ειδικότητα	särart
ειδικότητα	specialitet
ειδικότητα	specialitet
κοσμική	sekulära
κοσμική	kosmisk
κοσμική	kosmiska
κοσμική	världsliga
σο	shaw
τύραννος	tyrann
μάργκαρετ	margaret
μάργκαρετ	margareta
δοχείο	farkost
δοχείο	fartyg
δοχείο	fartygets
δοχείο	kärl
δοχείο	container
δοχείο	behållare
νίγηρα	niger
θωρηκτό	slagskepp
σηματοδότησε	signalerade
σηματοδότησε	markerat
σηματοδότησε	märkta
σηματοδότησε	markerade
σηματοδότησε	markerad
σηματοδότησε	märkt
συμπλήρωμα	komplettera
συμπλήρωμα	tillägg
συμπλήρωμα	supplement
καθοριστική	beslutsam
καθοριστική	avgörande
αγιος	sankt
αγιος	saint
αγιος	helgon
χρήμα	money
χρήμα	pengar
διηπειρωτικό	transkontinentala
φέγενορντ	feyenoord
μόδα	fashion
μόδα	mode
τουρκμενιστάν	turkmenistan
γράψω	skriva
γράψω	skriv
μετς	metz
μετς	mets
δολοφόνος	mördare
δολοφόνος	killer
δολοφόνος	mördaren
δολοφόνος	mördare
δολοφόνος	lönnmördare
δολοφόνος	yrkesmördare
ωραίο	snyggt
ωραίο	trevligt
ωραίο	fint
ωραίο	fina
ωραίο	snygg
ωραίο	snygga
συμβολίζουν	symboliserar
συμβολίζουν	symbolisera
μπάρμπαρα	barbara
λίτρα	liter
λίτρα	liter
φωτισμό	belysning
αργό	argon
αργό	slow
αργό	långsam
αργό	långsamt
αργό	sakta
αργό	långsamma
εκπαιδευτικός	utbildare
παραμύθι	saga
παραμύθι	berättelse
απασχόλησης	sysselsättning
απασχόλησης	anställning
απασχόλησης	sysselsättningen
λιμένας	hamn
λιμένας	hamnen
λιμένας	portvin
λιμένας	port
λιμένας	babord
διαθεσιμότητα	tillgänglighet
διαθεσιμότητα	tillgängligheten
αποτίμηση	värderingen
αποτίμηση	värdering
τροπικό	tropisk
τροπικό	tropiska
τροπικό	tropiskt
εκλειπτική	ekliptiska
θειικό	sulfat
φθορά	slitage
φθορά	bära
φθορά	bär
φθορά	försämrad
φθορά	försämring
φθορά	försämringar
καταλύτη	katalysator
καταλύτη	katalysatorn
καταλύτη	katalysatorer
βόλφγκανγκ	wolfgang
ηλικίες	åldrar
συναίσθημα	känsla
συναίσθημα	känslor
συναίσθημα	feeling
συναίσθημα	känner
συναίσθημα	känsla
συναίσθημα	känna
συναίσθημα	känslan
γουιάνα	guyana
φυσιολογία	fysiologi
αλβανικά	albanska
αντιτορπιλικά	jagare
αποκλεισμού	utslagning
αποκλεισμού	uteslutande
αποκλεισμού	utanförskap
αποκλεισμού	uteslutning
συγκομιδή	skördar
συγκομιδή	skörda
συγκομιδή	skörden
συγκομιδή	skörd
συγκομιδή	skörda
συγκομιδή	upptagning
συγκομιδή	skörd
βελτιωθεί	förbättrade
βελτιωθεί	förbättrat
βελτιωθεί	förbättrad
μπέλα	bella
ανατράπηκε	kantrade
προοδευτικό	progressiv
προοδευτικό	progressiva
προοδευτικό	progressivt
ύπνο	viloläge
ύπνο	sova
ύπνο	sömn
ύπνο	sov
συντηρητική	konservativ
συντηρητική	konservativa
συντηρητική	konservativt
κόρδοβα	córdoba
κόρδοβα	cordoba
προβλέψεις	prognoser
προβλέψεις	förutsägelser
προβλέψεις	prognoser
προβλέψεις	prognoser
προβλέψεις	prognos
υποχώρησε	retirerade
διαλέκτους	dialekter
βούλγαρος	bulgariska
αναπνοή	andedräkt
αναπνοή	andetag
αναπνοή	andas
αναπνοή	andning
αναπνοή	andningen
αναπνοή	andningen
αναπνοή	andning
θρίαμβος	triumf
πειραματική	experimentellt
πειραματική	experimentell
πειραματική	experimentella
ανασκαφή	utgrävning
ανασκαφή	gräv
ανασκαφή	gräver
ανασκαφή	gräva
γεια	hallå
γεια	hello
γεια	hej
γεια	hejsan
καρποί	frukter
καρποί	frukt
καρποί	muttrar
καρποί	nuts
καρποί	nötter
καρποί	frukter
καρποί	frukt
άνεμοι	vindar
άνεμοι	vindarna
ρωμαίο	romeo
στοκ	lager
στοκ	stock
στοκ	bestånd
στοκ	aktie
διαμονή	boende
θανάσιμα	dödliga
θανάσιμα	livsfarligt
θανάσιμα	dödlig
θανάσιμα	dödligt
ανταποκρίνεται	lyhörd
ανταποκρίνεται	mottaglig
ανταποκρίνεται	svarar
ανταποκρίνεται	svarande
πυροβόλο	skjutvapen
πάθη	passioner
τερματοφύλακες	målvakterna
κεραίες	antenner
κεραίες	antenner
κεραίες	antenner
παρτίδα	parti
παρτίδα	sats
παρτίδα	parti
παρτίδα	lot
ανταγωνισμός	tävling
ανταγωνισμός	konkurrens
συμφέρον	ränta
συμφέρον	räntor
συμφέρον	intresse
οδήγηση	köra
οδήγηση	kör
οδήγηση	drive
οδήγηση	köra
οδήγηση	bilkörning
οδήγηση	körning
οδήγηση	kör
διαγωνισμούς	tävlingar
ορμή	slagkraft
ορμή	drivkraft
γουάιτ	wyatt
δημοκρατίες	demokratier
δημοκρατίες	republikerna
ενδυμασία	klädsel
αναβίωση	väckelse
περιορισμοί	begränsningar
περιορισμοί	inskränkningar
περιορισμοί	begränsningar
περιορισμοί	inskränkningar
περιορισμοί	restriktioner
περιορισμοί	restriktioner
δυσαρέσκεια	missnöje
δυσαρέσκεια	förbittring
δυσαρέσκεια	missnöje
λουτρό	bad
λουτρό	bath
λουτρό	badkar
εφικτό	genomförbart
εφικτό	genomförbart
ουγγρική	ungerska
ουγγρική	ungrare
ουγγρική	ungersk
εξάμηνο	termin
εξάμηνο	terminen
διόδωρος	diodorus
καστ	gips
καστ	gjutna
καστ	kasta
καστ	kastad
θεωρητικό	teoretiskt
θεωρητικό	teoretisk
θεωρητικό	teoretiska
σενεγάλη	senegal
σκοράρει	poäng
οργανωμένο	organiserade
οργανωμένο	organiserat
οργανωμένο	organiserad
οργανωμένο	anordnat
οργανωμένο	organiserat
οργανωμένο	organiserade
οργανωμένο	organiserad
νίκολας	nikolaj
νίκολας	nicholas
κυκλώματα	kretsar
αντιληπτό	uppfattade
αντιληπτό	uppfattas
αποκλεισμός	utslagning
αποκλεισμός	uteslutande
αποκλεισμός	utanförskap
αποκλεισμός	uteslutning
αποκλεισμός	ban
αποκλεισμός	förbud
αποκλεισμός	förbjuda
φάντασμα	ghost
φάντασμα	vålnad
φάντασμα	spöke
φάντασμα	phantom
φάντασμα	fantomen
κράματα	legeringar
σκεύη	husgeråd
κυριάρχησε	domineras
κυριάρχησε	dominerade
κυριάρχησε	dominerat
μιλώντας	talande
μιλώντας	talar
μπέρναρντ	bernard
μπέρναρντ	bernhard
παρομοίως	detsamma
παρομοίως	likaledes
παρομοίως	likaså
παρομοίως	likaledes
παρομοίως	likaså
εγκυκλοπαιδική	encyklopedisk
νάνοι	dvärgar
νάνοι	dvärgar
νάνοι	dvärgar
αιτήματα	begäran
αιτήματα	önskemål
αιτήματα	förfrågningar
αιτήματα	krav
αιτήματα	kräver
φανταστική	fantastisk
φανταστική	fantastiskt
φανταστική	fantastiska
αφαιρεί	avlägsnar
απόσυρση	uttag
απόσυρση	tillbakadragande
απόσυρση	utträde
απόσυρση	återkallande
σιδηρόδρομος	järnvägar
σιδηρόδρομος	järnväg
σιδηρόδρομος	järnväg
σιδηρόδρομος	järnvägen
σιδηρόδρομος	järnväg
χλώριο	klor
ασβέστιο	kalcium
προγραμματιστεί	programmerad
προγραμματιστεί	programmerade
προγραμματιστεί	programmerat
μαυσωλείο	mausoleum
χθες	igår
χθες	gårdagens
ποικίλει	varierar
κροατών	kroater
ελευσίνα	eleusis
ατμοσφαιρική	atmosfärisk
ατμοσφαιρική	atmosfäriska
