frankfurtes	φρανκφούρτη
pastiprināta	ενισχυμένο
pastiprināta	ενισχυθεί
vēsturiska	ιστορική
vēsturiska	ιστορικός
berijs	barry
berijs	μπάρυ
berijs	μπάρι
berijs	μπέρι
žēlastības	έλεος
vads	σηκουάνα
sadursme	σύγκρουση
izplatīties	εξάπλωση
ssh	ssh
samazināta	μειώθηκε
samazināta	μειωμένη
samazināta	μειωμένος
samazināta	μειωμένη
samazināta	μειωμένα
samazināta	μειωμένο
samazināta	μειωμένος
samazināta	μειωθεί
austroungārijā	αυστρο
grauzēju	τρωκτικό
grauzēju	τρωκτικά
ābolu	μήλο
ābolu	apple
uzņēmēja	ξενιστής
uzņēmēja	υποδοχής
uzņēmēja	παρουσιαστής
uzņēmēja	οικοδεσπότης
jūtama	ένιωσα
jūtama	αισθάνθηκε
jūtama	ένιωσε
spriežot	κρίνοντας
ņikita	νικίτα
atver	ανοίγει
birža	ανταλλαγή
masters	μάστερς
masters	αφέντες
tora	tora
atoms	άτομο
indra	ίντρα
arkādijs	αρκάντι
standarti	πρότυπα
glečers	παγετώνα
dzesēšanas	ψύξη
dzesēšanas	ψύξης
bianchi	μπιάνκι
birmas	βιρμανίας
veidotāji	δημιουργοί
veidotāji	δημιουργούς
veidotāji	κατασκευαστές
veidotāji	δημιουργοί
vingrošana	γυμναστική
atkārtota	επαναλαμβανόμενη
atkārtota	επαναλαμβάνεται
laimi	ευτυχία
plašākas	ευρύτερο
plašākas	ευρύτερα
plašākas	ευρύτερη
plašākas	ευρύτερο
plašākas	ευρύτερα
plašākas	ευρύτερη
sardīnijas	σαρδηνίας
sardīnijas	σαρδηνία
sardīnijas	σαρδηνίας
sardīnijas	σαρδηνία
sardīnijas	sardegna
kundze	κυρία
kundze	μαντάμ
vega	βέγκα
itf	itf
pagrieziena	στροφή
boksa	πυγμαχία
boksa	μποξ
monēta	κέρμα
monēta	νόμισμα
bora	μπόρα
bora	βόριο
kipra	cyprus
kipra	κύπρο
kipra	κύπρος
holokausta	ολοκαύτωμα
likteņa	πεπρωμένο
likteņa	μοίρα
likteņa	μοίρα
likteņa	πεπρωμένο
džefs	τζεφ
džefs	jeff
tieša	άμεσο
tieša	απευθείας
tieša	direct
tieša	άμεση
tieša	άμεσος
ātrs	γρήγορα
ātrs	γρήγορος
ātrs	γρήγορη
ātrs	ταχεία
ātrs	γρήγορα
ātrs	γρήγορος
ātrs	γρήγορο
ātrs	γρήγορη
pogas	κουμπιά
caurumu	οπή
caurumu	τρύπα
stingra	αυστηρός
stingra	αυστηρή
stingra	αυστηρά
stingra	αυστηρό
stingra	αυστηροί
stingra	άκαμπτο
stingra	άκαμπτη
stingra	άκαμπτα
ciešanas	βάσανο
ciešanas	ταλαιπωρία
ciešanas	βάσανα
dejo	χόρεψε
dejo	dance
dejo	χορός
dejo	χορό
dejo	χορός
izplata	διανέμει
izplata	κατανέμεται
izplata	διανεμηθεί
izplata	διανέμεται
izplata	διανέμονται
kvalifikāciju	προσόντα
djego	diego
djego	ντιέγκο
sintēze	σύνθεση
sakne	ρίζα
