மற்றும்	és
சுற்றளவு	sugár
வாத்து	kacsa
வாத்து	duck
தகுதிகள்	végzettség
தகுதிகள்	képesítés
ராயன்	raya
சலீம்	salim
காசுகள்	érméket
காசுகள்	érme
காசுகள்	érmék
இணைப்பில்	interneten
இணைப்பில்	online
ஆடம்ஸ்	adams
உண்மைகள்	tények
உண்மைகள்	tényállás
வாய்ப்புக்கள்	esélyek
வாய்ப்புக்கள்	esély
பொறியாளர்கள்	mérnökök
ஸ்காட்லாந்து	skócia
பயிற்சியாளர்	edző
பயிற்சியாளர்	edző
பயிற்சியாளர்	gyakornok
நரம்புத்	ideges
மாடுகள்	tehén
மாடுகள்	tehenek
பட்டயம்	charta
பட்டயம்	oklevél
பட்டயம்	diploma
யூதர்	zsidó
யூதர்	zsidók
யூதர்	zsidók
தடுத்தல்	blokkoló
நருடோ	naruto
மாரத்தான்	maraton
யோசனை	ötletem
யோசனை	elképzelés
யோசனை	ötlet
திடமான	tömör
திடமான	szilárd
திடமான	szilícium
திடமான	szilikon
திடமான	megoldást
திடமான	megoldás
திடமான	oldat
பன்றிகள்	disznók
பன்றிகள்	sertések
பன்றிகள்	sertés
பன்றிகள்	malacok
சில்வர்	silver
சில்வர்	ezüst
தேசியவாத	nacionalista
ஆவணப்படம்	dokumentumfilm
ஃபிஃபா	fifa
நீட்சி	nyújtás
காபி	kávét
காபி	kávé
டாக்கா	dhaka
ஆர்வலர்கள்	aktivisták
பதிவேற்றம்	feltöltés
பதிவேற்றம்	feltöltése
புறப்படும்	indulási
புறப்படும்	távozás
புறப்படும்	indulás
ஆத்மா	lélek
ஆத்மா	soul
ஆத்மா	lelkem
ஆத்மா	lelked
எதிர்காலம்	jövőbeli
எதிர்காலம்	jövő
பூர்வீக	bennszülött
பூர்வீக	őslakos
பூர்வீக	őshonos
பூர்வீக	bennszülöttek
பார்சிலோனா	barcelonában
பார்சிலோனா	barcelonai
பார்சிலோனா	barcelona
புழு	kukac
புழு	féreg
பொருத்தப்பட்ட	felszerelve
பொருத்தப்பட்ட	felszerelt
திடீரென்று	hirtelen
மீனவர்கள்	halász
மீனவர்கள்	horgász
இயற்றி	generátor
மங்கோலியா	mongólia
செலுத்து	fizess
செலுத்து	fizetni
செலுத்து	fizet
செலுத்து	fizetés
காமிக்	komikus
காமிக்	képregény
எழுபது	hetven
குற்றவாளிகள்	bűnözők
குற்றவாளிகள்	bűnözőknek
குற்றவாளிகள்	bűnös
குற்றவாளிகள்	bűnösök
பத்தி	bekezdés
முயல்	nyúl
முயல்	nyuszi
மாட்ரிட்	madrid
மாட்ரிட்	madridi
மூன்றாவதாக	harmadszor
பொம்மைகள்	babák
பொம்மைகள்	babákat
பொம்மைகள்	játékok
பெருக்கி	erősítő
வெறுப்பு	gyűlölet
வெறுப்பு	utálom
வெறுப்பு	gyűlölet
இடமாற்றம்	átvitel
இடமாற்றம்	áthelyezés
இடமாற்றம்	transzfer
இடமாற்றம்	csere
இடமாற்றம்	cseréje
நரம்புகள்	erek
நரம்புகள்	idegek
பராக்	barack
பராக்	barak
படிவம்	űrlap
படிவம்	forma
படிவம்	formájában
படிவம்	nyomtatvány
வாசனை	aroma
வாசனை	szag
வாசனை	illat
வாசனை	parfüm
வாசனை	parfümöt
ஜோலி	jolie
உடைந்த	megtört
உடைந்த	törött
உடைந்த	törve
போட்டியாளர்	lejátszó
போட்டியாளர்	játékos
பெட்ரோல்	benzin
பெட்ரோல்	benzin
பெட்ரோல்	gázolaj
மூட்டு	ízületi
மூட்டு	joint
மூட்டு	együttes
மூட்டு	közös
மூட்டு	arthritis
உபுண்டு	ubuntu
இருள்	sötét
இருள்	sötétség
கேன்	kane
பிரதிபலிக்கும்	tükrözze
பிரதிபலிக்கும்	tükrözik
பிரதிபலிக்கும்	fényvisszaverő
பிரதிபலிக்கும்	tükröző
மீத்தேன்	metán
தலைவலி	fejfájás
கொல்லும்	gyilkol
கொல்லும்	öl
கொல்லும்	megöli
கொல்லும்	megöl
கொல்லும்	gyilkol
கொல்லும்	gyilkolás
குப்பை	kuka
குப்பை	szemetet
குப்பை	szemét
குப்பை	vacak
குப்பை	szemét
வயிற்று	has
வயிற்று	gyomor
வயிற்று	hasi
கண்டுபிடிப்பாளர்	feltaláló
ஐரோப்பியர்கள்	európaiak
ஜெர்சி	jersey
பிங்க்	pink
பிங்க்	rózsaszín
பிங்க்	rózsaszínű
சுவர்களில்	falak
சுவர்களில்	falakat
காரை	aknavető
ஆண்ட்ரூ	andrás
ஆண்ட்ரூ	andrew
நந்தா	nanda
பூஞ்சை	gomba
பூஞ்சை	gombák
பல்கேரியா	bulgária
ஷேக்	sejk
ஷேக்	kunyhó
ஷேக்	rázza
ஷேக்	shake
தூண்டுதல்	stimuláció
தூண்டுதல்	csábítás
தூண்டுதல்	befolyásolja
மணிலா	manila
நாயகம்	demokrácia
தாமதம்	késedelem
தாமதம்	késlekedés
தாமதம்	késés
தாமதம்	késedelmes
தாமதம்	késik
தாமதம்	késleltetett
நேற்று	tegnapi
நேற்று	tegnap
பாவனை	szimulálni
பாவனை	szimuláció
கிரகாம்	graham
தயவு	kérem
தயவு	kérlek
லாமா	láma
கமல்	kamal
அறுபது	hatvan
பிரிவுகளும்	körzetek
பிரிவுகளும்	osztályok
பாடநூல்	tankönyv
மிர்சா	mirza
முகங்கள்	arcokat
முகங்கள்	arcok
தயிர்	joghurt
தயிர்	túró
கற்பிக்கும்	tanít
கற்பிக்கும்	tanítani
கற்பிக்கும்	tanítás
ராமர்	rama
சுவரொட்டி	plakát
சுவரொட்டி	poszter
சீரற்ற	random
சீரற்ற	véletlenszerű
சீரற்ற	véletlen
சைக்கிள்	bicikli
சைக்கிள்	kerékpár
விளக்கப்படம்	diagram
இம்பீரியல்	birodalmi
இம்பீரியல்	császári
திரிபு	törzs
குறிப்பிடப்பட்டது	megadott
குறிப்பிடப்பட்டது	meghatározott
குறிப்பிடப்பட்டது	megadva
மணமகன்	vőlegény
மணமகன்	vőlegény
நிலையானது	normál
நிலையானது	szabványos
நிலையானது	szabvány
நிலையானது	standard
திட்டமிடப்பட்டது	ütemezett
சமாதானம்	béke
செயலிழப்பு	ütközés
செயலிழப்பு	baleset
செயலிழப்பு	crash
நம்பகமான	bizalmas
நம்பகமான	bizalmasan
கதாபாத்திரங்கள்	karakterek
கதாபாத்திரங்கள்	szereplők
பக்கத்தைப்	oldalt
பக்கத்தைப்	oldal
காலக்கோடு	idővonal
லிட்	litt
விஞ்ஞானி	tudós
சாகா	saga
தோல்வியை	vereség
தோல்வியை	legyőzni
பாம்பே	bombay
தூண்டல்	ihlet
தூண்டல்	inspiráció
எதுவுமில்லை	semmi
தவறுகள்	hibák
தவறுகள்	hibákat
தவறுகள்	hibák
தவறுகள்	hibákat
அனுபவங்கள்	tapasztalatok
அனுபவங்கள்	élmények
ஆசியான்	asean
ஹங்கேரி	hungary
ஹங்கேரி	magyarország
இலக்கங்கள்	számjegye
இலக்கங்கள்	számjegy
பொருந்தாது	alkalmazandó
பொருந்தாது	alkalmazható
சவாரி	lovagolni
பொறுப்புகள்	feladatok
பொறுப்புகள்	felelősség
வாஸ்	vaz
பட்டதாரி	diplomás
பட்டதாரி	végzős
மாரி	mari
சித்திரவதை	kínzás
நம்முடைய	miénk
ஸ்டீல்	steel
ஸ்டீல்	acél
க்குள்	belül
சேமிக்க	áruház
சேமிக்க	üzlet
சேமிக்க	bolt
பட்டேல்	patel
இறால்	rákok
மகள்கள்	lányai
பாடிஸ்டா	bautista
கிரேக்கர்கள்	görögök
கென்	ken
கென்	kene
அரிப்பு	viszketés
வசதிக்காக	kényelem
வசதிக்காக	kényelmi
எரிச்சல்	ingerlékenység
எரிச்சல்	mogorva
எரிச்சல்	zsémbes
எரிச்சல்	morcos
எரிச்சல்	irritáció
சத்தியம்	ígéret
மினி	mini
மதிப்புமிக்க	értékes
மதிப்புமிக்க	értékesek
விசா	vízum
சர்ச்சைகள்	gondok
சர்ச்சைகள்	probléma
சர்ச்சைகள்	problémák
சர்ச்சைகள்	problémákat
சர்ச்சைகள்	problémákkal
இரைச்சல்	zaj
பணவீக்கம்	inflációs
பணவீக்கம்	infláció
விஷயங்கள்	dolgok
விஷயங்கள்	dolgokat
முடிவுற்றது	kész
ஆயிரமாண்டு	millennium
கிராஸ்	kereszt
கிராஸ்	cross
கிராஸ்	keresztbe
பாபி	bobby
ரெய்கி	reiki
மனைவியை	feleségem
மனைவியை	felesége
மனைவியை	feleség
கொத்து	megemészteni
வைக்கப்பட்டுள்ள	tartott
வைக்கப்பட்டுள்ள	tartotta
வைக்கப்பட்டுள்ள	megtartotta
வைக்கப்பட்டுள்ள	megtartott
திறம்	hatékony
திறம்	hatásos
திறம்	effektív
திறம்	eredményes
கின்னஸ்	guinness
எந்திரம்	gépezet
எந்திரம்	gép
மெதுவான	lassú
மெதுவான	lassan
மெதுவான	lassabban
மெதுவான	lassabb
பர்மிய	burmai
சாட்	chad
அறிமுகப்படுத்திய	bevezetett
அறிமுகப்படுத்திய	bemutatott
மடோனா	madonna
திராட்சை	szőlő
திராட்சை	szőlő
திராட்சை	szőlőt
முத்தம்	csók
முத்தம்	puszi
முத்தம்	kiss
கோதிக்	gótikus
பேரணி	rally
பேரணி	gyülekező
பேரணி	gyűlés
கொடியை	zászló
கொடியை	megjelölés
கொடியை	lobogó
அறிவாற்றல்	szellemes
அறிவாற்றல்	kognitív
இஸ்மாயில்	ismail
டிரில்லியன்	milliárd
டிரில்லியன்	egymilliárd
டிரில்லியன்	billió
டிரில்லியன்	trillió
நிறுவப்பட்டுள்ளது	telepítve
நிறுவப்பட்டுள்ளது	beépített
நிறுவப்பட்டுள்ளது	telepített
பறக்க	repülni
பறக்க	repülés
பறக்க	repül
பறக்க	repülj
பலன்கள்	juttatások
பலன்கள்	előnyök
பலன்கள்	ellátások
தனித்துவம்	egyedülálló
தனித்துவம்	páratlan
தனித்துவம்	egyedi
பிறந்தநாள்	születésnap
பிறந்தநாள்	szülinapi
பிறந்தநாள்	szülinapot
பிறந்தநாள்	születésnapi
மார்வெல்	marvel
மாற்றுதல்	konverziós
மாற்றுதல்	átalakítás
தன்மைகள்	jogalanyok
தன்மைகள்	szervezetek
தன்மைகள்	tulajdonság
தன்மைகள்	tulajdonságai
தன்மைகள்	ingatlanok
தன்மைகள்	tulajdonságok
முகமை	ügynökség
வாக்கர்	walker
எய்ட்ஸ்	aids
குடியிருப்புகள்	apartman
குடியிருப்புகள்	lakások
குடியிருப்புகள்	apartmanok
கிளாப்டன்	clapton
பிரின்ஸ்	herceg
பிரின்ஸ்	prince
ஒப்பு	tökfej
வருகிறான்	jövök
வருகிறான்	jön
அசாதாரண	rendkívüli
பட்	feneke
பட்	fenék
தானியங்கு	auto
தானியங்கு	automata
தானியங்கு	automatikus
தானியங்கு	automata
தானியங்கு	automatikus
பிறவி	születés
பிறவி	születési
பிறவி	szülés
குஞ்சுகள்	csajok
நெப்டியூன்	neptune
வெற்று	üresek
வெற்று	üres
வெற்று	üresen
வெற்று	üres
வெற்று	üresen
வட்டாரம்	megyei
வட்டாரம்	megye
சூரி	suri
கலைக்களஞ்சியங்கள்	enciklopédia
ஆர்ட்	művészet
ஆர்ட்	art
சுன்	chun
சுன்	csun
கீழ்நிலை	alacsonyabb
கீழ்நிலை	alsó
கீழ்நிலை	lejjebb
தேடு	keresés
ஹாசன்	hassan
ஹெலன்	helen
சணல்	zsák
சணல்	zsákot
சணல்	juta
விழி	ébren
ருமேனியா	római
ருமேனியா	roman
ருமேனியா	románia
தைவான்	tajvani
தைவான்	tajvan
அக்கா	didi
வடிவியல்	geometria
ஹோஸ்ட்	fogadó
ஹோஸ்ட்	házigazda
ஹோஸ்ட்	műsorvezető
வெற்றியாளர்	győztes
வெற்றியாளர்	nyertes
ஈரமான	vizes
ஈரமான	nedves
லிபியா	líbia
விஞ்ஞானம்	tudomány
ஜா	ib
மடக்கை	logaritmus
மடக்கை	logaritmikus
கூப்பர்	cooper
வில்லெம்	wilhelm
கிறிஸ்துவ	keresztény
கிறிஸ்துவ	christian
கிறிஸ்துவ	keresztények
ஏலம்	árverésen
ஏலம்	árverés
ஏலம்	aukciós
ஏலம்	aukció
ஏலம்	ajánlat
ஏலம்	licit
விவரிக்க	ismertesse
விவரிக்க	leírni
சாம்பியன்ஸ்	bajnokok
பரவ	terjed
மொராக்கோ	marokkóban
மொராக்கோ	marokkó
கொடுமை	beteg
கொடுமை	betegek
கொடுமை	szörnyű
எம்மி	emmy
பாராளுமன்றம்	parlament
டக்	tuck
டக்	doug
சேமிக்கும்	megtakarítás
சேமிக்கும்	mentés
சேமிக்கும்	megmenteni
நடமாடும்	lebegni
நடமாடும்	lebegő
நடமாடும்	úszó
நடமாடும்	lebeg
கட்டணங்கள்	díjak
கட்டணங்கள்	vádemelés
கட்டணங்கள்	vádak
கட்டணங்கள்	vád
கட்டணங்கள்	fizetés
கட்டணங்கள்	fizetések
கட்டணங்கள்	kifizetések
சாய்ஸ்	döntés
சாய்ஸ்	választás
ஸ்டூடியோ	studio
ஸ்டூடியோ	stúdió
அலாஸ்கா	alaszkai
அலாஸ்கா	alaszkában
அலாஸ்கா	alaszka
விற்பனையில்	eladási
விற்பனையில்	eladás
விற்பனையில்	eladni
சதுரங்கம்	sakktábla
சதுரங்கம்	sakk
எழுத்துருக்கள்	betűtípusok
எழுத்துருக்கள்	betűtípus
குரலில்	hangja
குரலில்	hang
கிரகணம்	napfogyatkozás
பிளேயர்	lejátszó
பிளேயர்	játékos
சாயம்	festék
துணுக்குகள்	részecskék
துணுக்குகள்	részecske
முன்னேற்றங்கள்	javítások
முன்னேற்றங்கள்	javulás
முன்னேற்றங்கள்	fejlesztések
கடற்கரைகள்	tengerpart
கடற்கரைகள்	strandok
அட்டவணைகள்	katalógus
அட்டவணைகள்	katalógusok
அட்டவணைகள்	táblák
அட்டவணைகள்	asztal
அட்டவணைகள்	táblázatok
அட்டவணைகள்	táblázat
அட்டவணைகள்	asztalok
அட்டவணைகள்	katalógusok
கோரிக்கைகளை	kérelmek
கோரிக்கைகளை	kéri
கோரிக்கைகளை	kérések
சுவாச	légzés
சுவாச	légzőszervi
சுவாச	légzési
புண்ணிய	fájó
பொலிவியா	bolívia
கிறித்தவர்	keresztény
கிறித்தவர்	christian
கிறித்தவர்	keresztények
யாக்கோபு	jacob
பரிந்துரைக்கப்படுகிறது	ajánlotta
பரிந்துரைக்கப்படுகிறது	ajánlott
பரிந்துரைக்கப்படுகிறது	javasolt
சிலந்தி	pók
சிலந்தி	spider
மார்க்ஸ்	marx
மார்க்ஸ்	jelölések
மார்க்ஸ்	védjegyek
மார்க்ஸ்	marks
தடிமன்	merész
தடிமன்	bátor
திருமணங்கள்	esküvők
உடல்நிலை	beteg
உடல்நிலை	betegek
குழம்பு	curry
ஹாஜி	haji
க்காக	for
புரவன்	fogadó
புரவன்	házigazda
புரவன்	műsorvezető
சிறைச்சாலை	börtön
சிறைச்சாலை	börtönben
ஞாயிற்றுக்கிழமை	vasárnap
ஞாயிற்றுக்கிழமை	vasárnaponként
ஞாயிற்றுக்கிழமை	vasárnap
ஞாயிற்றுக்கிழமை	vasárnapi
மசோதா	bill
மசோதா	számla
செவி	chevy
செவி	fül
செவி	füle
இனப்படுகொலை	népirtás
கத்தார்	katar
எழுதவும்	írj
எழுதவும்	írni
எழுதவும்	írjon
உயர்த்த	felnevelni
உயர்த்த	emelés
ஊற்றி	tölts
வாக்காளர்கள்	szavazók
வாக்காளர்கள்	szavazó
நேர்த்தியான	elegáns
முகவர்	ügynök
புரி	puri
அமோனியா	ammónia
தத்	dutt
அல்பிரட்	alfred
உயரும்	emelkedés
நிர்ணய	telephely
நிர்ணய	létesítmény
நிர்ணய	létrehozása
நிர்ணய	letelepedés
இரைப்பை	has
இரைப்பை	gyomor
கோபேன்	cobain
பூட்டோ	bhutto
விசிறி	ventilátor
விசிறி	rajongó
விசிறி	fan
விசிறி	fanni
மூடப்பட்டது	bezárt
மூடப்பட்டது	zárva
மூடப்பட்டது	zárt
ஈஸ்டர்	húsvéti
ஈஸ்டர்	húsvét
உணர்வுகளை	érzéseit
உணர்வுகளை	érzések
உணர்வுகளை	érzelmek
வெளியேறு	kilépés
வெளியேறு	kilépő
வெளியேறு	kijárat
பிரேசிலிய	brazil
பிரேசிலிய	brazília
போராடிய	harcolt
போராடிய	küzdött
தக்காளி	paradicsom
தக்காளி	paradicsom
தக்காளி	paradicsomot
குடை	esernyő
கிரான்ட்	grant
தொப்புள்	köldök
துரிதமாக	gyorsan
பழம்பெரும்	legendás
பதினோரு	tizenegy
வெடிகுண்டு	bomba
கிளைவ்	clive
கட்டடக்கலை	felépítés
கட்டடக்கலை	építészet
அளக்க	mérték
அளக்க	intézkedés
உதவியாளர்	asszisztens
உதவியாளர்	segéd
உதவியாளர்	segéd
உதவியாளர்	segítő
நீயே	magad
வல்லுனர்	szakember
வல்லுனர்	szakértő
சுவாசம்	lélegzet
நீங்களே	magad
வறட்சி	aszály
வறட்சி	szárazság
மக்களே	emberek
சிறுபான்மையினர்	kisebbségi
சிறுபான்மையினர்	kisebbség
எமிலி	emily
இருமல்	köhögés
மேசை	táblázat
மேசை	asztali
மேசை	tábla
மேசை	asztal
மேசை	asztali
மேசை	asztal
லூதர்	luther
கருங்கல்	gránit
ஆதரவான	támogató
கூட்டுத்தொகை	rendezés
கம்பளி	gyapjú
காரணத்தை	oka
வூ	woo
மார்க்சியம்	marxizmus
டென்	den
கூ	koo
சொற்பொழிவு	előadás
சொற்பொழிவு	beszéde
சொற்பொழிவு	beszéd
சொற்பொழிவு	implantátumok
சொற்பொழிவு	implantátum
எளிது	könnyű
மோசே	moses
மோசே	mózes
வாய்ப்புகளை	esélyek
வாய்ப்புகளை	esély
பிரம்மம்	brahman
வளையங்கள்	hurkok
வளையங்கள்	gyűrű
வளையங்கள்	gyűrűket
வளையங்கள்	gyűrűk
பொடி	porított
பொடி	por
பொடி	port
தாரை	jet
போர்னியோ	borneó
ஸ்டார்க்	stark
நரி	róka
நரி	fox
ஜானி	jani
ஜானி	johnny
பாட்	pat
தூங்கும்	alvó
தூங்கும்	alszom
தூங்கும்	alvás
தூங்கும்	alszik
கண்ணாடிகள்	szemüvege
கண்ணாடிகள்	szemüveget
கண்ணாடிகள்	szemüveg
கண்ணாடிகள்	szemüveges
கண்ணாடிகள்	poharak
சிங்கை	singh
மகாராணி	királynő
மகாராணி	queen
மகாராணி	dáma
மகாராணி	királyné
கடமைகள்	feladatai
கடமைகள்	feladatok
கடமைகள்	vámok
யேல்	yale
லாவோஸ்	laosz
மால்	pláza
மால்	bevásárlóközpont
மால்	mal
மால்கம்	malcolm
நார்	szál
நார்	rost
நார்	rost
புதிர்	titokzatos
புதிர்	rejtély
புதிர்	rejtélyes
புதிர்	rejtvény
புதிர்	puzzle
புதிர்	kirakós
பிராந்தியம்	régió
பிராந்தியம்	régiók
சந்திரா	chandra
ரகசியம்	titok
ரகசியம்	titkos
ரகசியம்	titoktartás
ஜோஷி	joshi
பசுமையான	örökzöld
பெர்னார்ட்	bernard
மேகம்	felhő
மேகம்	cloud
கெல்வின்	kelvin
பேக்கர்	baker
பேக்கர்	pék
அளவியல்	mérések
அளவியல்	mérés
இல்ல	otthon
இல்ல	itthon
இல்ல	haza
சம்பா	samba
மன்ஹாட்டன்	manhattanben
மன்ஹாட்டன்	manhattan
மன்ஹாட்டன்	manhattani
றோயல்	királyi
றோயல்	royal
நைட்ரேட்டு	nitrát
நபியின்	próféta
லிசா	lisa
லிசா	liza
கோன்	gon
கோன்	kon
சைகை	jelet
சைகை	jel
சைகை	jelzés
சைகை	gesztus
தாழ்வு	alacsonyan
தாழ்வு	alacsony
பிரபஞ்ச	kozmikus
மொரிசியசு	mauritius
மொழிபெயர்ப்பாளர்	fordító
மொழிபெயர்ப்பாளர்	tolmács
விற்கப்பட்டது	eladva
விற்கப்பட்டது	eladott
விற்கப்பட்டது	elkelt
ஹில்டன்	hilton
சீசியம்	cézium
உடலுறவு	szex
உடலுறவு	sex
நேர்மையான	őszinte
நேர்மையான	becsületes
நேர்மையான	őszinte
தோற்றார்	ragadozók
சீன்	sean
பன்னிரெண்டு	twelve
பன்னிரெண்டு	tizenkettő
செனான்	xenon
முறையீடு	fellebbezési
முறையீடு	fellebbezés
முறையீடு	ellenvetés
அதிகாரமும்	hatóság
பெட்ரோலியம்	kőolaj
பெட்ரோலியம்	ásványolaj
நெஞ்சு	mellkasi
நெஞ்சு	láda
நெஞ்சு	mell
நெஞ்சு	mellkas
அமர்	amar
பிணையம்	hálózat
பிணையம்	hálózati
பிணையம்	network
போட	rakd
போட	tedd
சிதைந்த	korrupt
அன்வர்	anwar
ஏப்	apr
வரையறுக்க	meghatározni
மாநாட்டு	konferencia
மாநாட்டு	konferencián
சேவல்	fasz
சேவல்	farok
சேவல்	kakas
சேவல்	kakas
யூன்	yoon
லின்	lynn
லின்	lyn
லின்	lin
லின்	lynne
தன்னிச்சையான	spontán
எறும்பு	hangyák
எறும்பு	hangya
அல்லாஹ்	isten
அல்லாஹ்	allah
ஜேசன்	jason
பாட்னா	patna
திருப்தி	elégedett
கன்	gan
இமாம்	imám
பாம்	bumm
பாம்	palm
பட்டறைகள்	műhelyek
இறங்கும்	landolás
இறங்கும்	leszállás
இணக்கம்	megfelelés
இணக்கம்	megfelelőség
இணக்கம்	megfeleltetés
நிரந்தரமான	örökkévaló
வருகிறேன்	szia
மரணத்தை	halál
காசா	casa
காசா	gázai
பயிற்சியை	tréning
பயிற்சியை	képzési
பயிற்சியை	kiképzés
பயிற்சியை	képzés
பயிற்சியை	edzés
மாயை	téveszme
மாயை	illúzió
விற்பனையாளர்கள்	eladók
அமைப்பாளர்	szervező
அமைப்பாளர்	zeneszerző
கண்களை	szemed
கண்களை	szeme
கண்களை	szem
கண்களை	szemek
செர்பியா	szerbia
வேண்டுதல்	megkeresés
வேண்டுதல்	kérésére
வேண்டுதல்	kérésre
வேண்டுதல்	kérés
வேண்டுதல்	kérelem
ஓய்வுபெற்ற	visszavonult
ஓய்வுபெற்ற	nyugdíjas
நம்ப	hiszem
நம்ப	higgy
பியானோ	zongorát
பியானோ	zongorán
பியானோ	zongora
தட்டை	lapos
தட்டை	lakás
தட்டை	sík
மறுசுழற்சி	újrahasznosítás
மறுசுழற்சி	újrahasznosított
கலந்துரையாடல்	vita
கலந்துரையாடல்	megbeszélés
கலந்துரையாடல்	beszélgetés
விரிவுரை	előadás
வென்	wen
சங்கீதம்	zsoltár
ஹிந்து	hindu
உறவுமுறை	kapcsolat
சூரத்	surat
சேர்க்கப்பட்டார்	hozzáadott
சேர்க்கப்பட்டார்	felvéve
அரக்கன்	szörnyeteg
அரக்கன்	szörny
சமுத்திரம்	óceán
சமுத்திரம்	ocean
முக்கோணங்கள்	háromszögek
சொந்தமானது	birtokolt
சொந்தமானது	tulajdonában
பாராட்டு	elismerést
பாராட்டு	elismerés
பாராட்டு	taps
அச்சிட்டு	ujjlenyomat
அச்சிட்டு	ujjlenyomatok
பின்பும்	után
பின்பும்	after
பின்பும்	miután
பின்பும்	utána
தோழர்	társ
தோழர்	társa
போராடும்	harcok
போராடும்	harc
போராடும்	harcol
போராடும்	küzdelem
போராடும்	verekedés
போராடும்	harcolni
விலகல்	eltérés
அர்ஜென்டினா	argentína
அர்ஜென்டினா	argentína
அர்ஜென்டினா	argentin
ரத்தம்	vér
ரத்தம்	véres
ரத்தம்	blood
வெடி	robbanás
வெடி	robbantás
வெடி	robbanások
பழமொழி	közmondás
உறிஞ்சி	balek
கற்பனைக்	fantasy
கற்பனைக்	fantázia
கம்	rágó
கம்	rágógumi
மெசியா	messiás
ஹெப்பர்ன்	hepburn
குட்டை	rövid
குட்டை	alacsony
குட்டை	röviden
காதலர்	szerető
யூரியா	karbamid
மீறல்	szabálysértés
மீறல்	megsértése
மீறல்	jogsértés
குப்தா	gupta
மாணவன்	hallgató
மாணவன்	tanítvány
மாணவன்	diák
மாணவன்	tanuló
டானியல்	dániel
டானியல்	daniel
கனரக	heavy
கனரக	súlyos
கனரக	nehéz
சந்தா	előfizetés
தொங்கும்	lóg
தொங்கும்	akasztás
கொண்டாடுகின்றனர்	ünnepel
கொண்டாடுகின்றனர்	ünneplés
கொண்டாடுகின்றனர்	ünnepelni
வாங்குதல்	beszerzés
வாங்குதல்	vásárlás
வாங்குதல்	vétel
வாங்குதல்	beszerzési
வாங்குதல்	beszerzés
வாங்குதல்	venni
நதிகள்	folyók
நதிகள்	rivers
ஊடுருவல்	áttetsző
ஊடுருவல்	átlátszó
ஊடுருவல்	átlátható
ஊடுருவல்	átláthatóság
ஏர்பஸ்	airbus
தவளை	béka
பிரடெரிக்	frederick
வேலைவாய்ப்பின்மை	munkanélküliségi
வேலைவாய்ப்பின்மை	munkanélküli
வேலைவாய்ப்பின்மை	munkanélküliség
டில்லி	delhi
நான்சி	nancy
ஹார்மோன்	hormonális
ஆறுதல்	kényelem
ஆறுதல்	kényelmet
ஆறுதல்	vigasz
சுங்	chung
பலவீனமான	gyenge
பலவீனமான	gyengék
தகடுகள்	rendszám
தகடுகள்	tányér
தகடுகள்	lemezek
வலியை	fáj
வலியை	fájdalmat
வலியை	fájdalom
விதிமுறைகளை	fogalmak
விதிமுறைகளை	feltételek
விதிமுறைகளை	kifejezések
தாள்கள்	ágynemű
தாள்கள்	lepedő
கல்வியாளர்கள்	oktatók
கிரீஸ்	görögország
உதயம்	napfelkelte
உதயம்	napkelte
மேத்தா	mehta
கரீபியன்	karibi
ஹோலி	holly
ஹோலி	holi
சண்டைகள்	harcok
சண்டைகள்	harcol
பானம்	igyál
பானம்	ital
பானம்	igy
நித்திய	örökkévalóság
நித்திய	örökkévaló
நித்திய	örök
மடத்தில்	kolostorban
மடத்தில்	kolostor
மண்டை	koponya
மண்டை	koponyát
பெய்யும்	pei
மாலி	mali
டைலர்	tyler
பேபி	baba
பேபி	bébi
உக்ரைனிய	mesebeli
உக்ரைனிய	mese
உக்ரைனிய	tündérmese
புகழை	hírneve
புகழை	hírnév
குயின்ஸ்லாந்து	queensland
எத்தனால்	etanol
சீக்ரெட்	titok
சீக்ரெட்	titkos
ஓட்டோமான்	oszmán
தொப்பி	cap
தொப்பி	sapka
தொப்பி	kalap
தொப்பி	sapka
தொப்பி	kalapot
ஈதர்	éter
சிக்மா	sigma
இழக்க	veszteni
இழக்க	veszíteni
துப்பறியும்	nyomozó
துப்பறியும்	detektív
கம்பிகள்	vezetékek
கம்பிகள்	drót
உபகரணம்	berendezés
உபகரணம்	berendezések
உபகரணம்	felszerelés
உபகரணம்	felszerelések
உபகரணம்	berendezés
உபகரணம்	készülék
உபகரணம்	készülékek
உபகரணம்	műszer
வண்ணங்கள்	színek
வண்ணங்கள்	színek
கடினமானது	nehéz
கடினமானது	bonyolult
நுனி	tipp
நுனி	füles
படவில்லை	csúszás
படவில்லை	csúszda
பெண்ணுக்கு	kislány
பெண்ணுக்கு	csaj
பெண்ணுக்கு	lány
கதாநாயகன்	hős
பீரங்கிகள்	aknavetők
பீரங்கிகள்	tankok
பீரங்கிகள்	tartályok
காஸ்ட்ரோ	castro
பருந்து	sárkány
உறவுகளை	kapcsolatok
கட்டளைகள்	parancsok
கட்டளைகள்	parancsol
ஜன	jan
ஜன	jana
உரித்தான	megérdemelte
உரித்தான	megérdemelt
பெருக்க	nyereség
மேம்படுத்தவும்	frissítés
கசிவு	szivárgás
பிளாஸ்மா	plazma
முதலாளி	főnök
வடிவமைப்புகள்	formátumok
லாபம்	profit
லாபம்	haszon
லாபம்	nyereség
ஆடைகளை	ruhák
ஆடைகளை	ruha
ஆடைகளை	ruhát
பட்டாம்பூச்சி	lepke
பட்டாம்பூச்சி	pillangó
