και	and
χειρόγραφα	manuscript
κλινική	clinic
κλινική	clinical
μπαρόκ	baroque
πόλο	polo
πόλο	pole
κάτοχος	owner
κάτοχος	holder
μεθυλο	methyl
συμμάχους	allies
περιφερειακή	regional
ιδρυτικό	founding
προηγούμενα	previous
γράφεται	spelled
επίσκεψη	visit
διακοπή	break
διακοπή	interruption
αποδοχή	accepting
αποδοχή	accepted
αποδοχή	acceptance
αποδοχή	accept
προστέθηκε	added
άφιξη	arrival
κυνήγι	hunt
κυνήγι	hunting
διοργανώνει	organises
χριστιανούς	christians
πλεονέκτημα	advantage
πληθυσμούς	populations
κόκκινη	red
διατηρείται	maintained
επιστημονικά	scientifically
επιστημονικά	scientific
μουσικές	musical
μοναχός	friar
μοναχός	monk
μισέλ	michelle
μισέλ	michel
πρόθεση	intention
πρόθεση	intent
ψάρια	fish
μπιλ	bill
τέξας	texas
κανονικό	regular
κανονικό	normal
διάσημο	famous
εξασφάλισε	secured
τζόνσον	johnson
κόστα	costa
κόστα	kosta
τζαμί	mosque
πάλη	wrestling
πάλη	struggle
πάλη	fight
κοινώς	commonly
θαλάσσια	marine
αδυναμία	inability
αδυναμία	weakness
οχυρό	stronghold
οχυρό	fortress
οχυρό	fort
μαθηματική	mathematical
τόνι	tony
τόνι	toni
μελετητές	scholars
αγορές	purchases
αγορές	markets
σύμπλεγμα	cluster
αδερφή	sister
σαμόα	samoan
σαμόα	samoa
εργάτες	workers
βασισμένο	based
φόρμουλα	formula
συντεταγμένες	coordinates
έρχονται	coming
λόγοι	reasons
προσβολή	insult
πληθυσμοί	populations
λύσεις	solutions
ανεξάρτητες	independent
συμπεριλαμβανομένης	including
κριμαίας	crimean
πτήσεις	flights
κρασί	wine
επηρέασε	affected
νάτριο	sodium
μαργαρίτα	margaret
μαργαρίτα	margherita
μαργαρίτα	daisy
μαργαρίτα	margarita
πόρτο	porto
αφροδίτη	aphrodite
αφροδίτη	venus
αποδεκτή	acceptable
αποδεκτή	accepted
οποιονδήποτε	anyone
απονομή	awarding
σύμπαν	universe
σύμπαν	cosmos
πρακτικές	practices
συντάκτες	editors
συντάκτες	authors
διαταραχή	disturbance
διαταραχή	disorder
σαίξπηρ	shakespeare
συνεισφορές	contributions
επιστημονικό	scientific
μαίρη	mary
ακριβή	precise
ακριβή	accurate
ακριβή	expensive
τάκης	takis
σιδηροδρομικός	railway
πόδι	foot
πόδι	leg
παρκ	park
βρυξέλλες	brussels
ροπή	torque
άνθη	flowers
αστέρι	star
συμμετέχοντες	participants
συμμετέχοντες	attendees
συνέβαλε	contributed
δωμάτιο	room
πάσχα	passover
πάσχα	easter
συμφώνησε	agreed
γραμματεία	secretariat
δημόσιες	public
ανθρώπινα	human
φτερά	feathers
φτερά	wings
απαγόρευση	ban
απαγόρευση	prohibition
αίθουσες	rooms
αίθουσες	halls
επιβάτες	passengers
υιός	son
αξιωματικοί	officers
φιλοξενεί	hosts
σερβικά	serbian
διάλυμα	solution
καύσης	combustion
σύνολα	sets
σύνολα	totals
διάδοχο	successor
αξίες	values
δημοφιλή	popular
δημοφιλή	trending
εξορία	exile
εξορία	banishment
ανατροπή	subversion
ανατροπή	twist
ανατροπή	overthrow
επιλογές	options
τόμ	tom
φωνές	voices
διατηρήθηκε	maintained
θεωρητικά	theoretically
θεωρητικά	theoretical
ενότητες	modules
ενότητες	sections
αντιπολίτευση	opposition
εισήλθε	entered
υποψήφιοι	nominees
υποψήφιοι	candidates
υποψήφιοι	applicants
θρησκευτικό	religious
τελειώνει	ends
φορτίο	load
φορτίο	cargo
φορτίο	shipment
αφιερωμένο	devoted
αφιερωμένο	dedicated
ακμή	acne
γαλαξίας	galaxy
αζερμπαϊτζάν	azerbaijan
ιωάννα	johanna
ιωάννα	joan
ιωάννα	joanna
ιωάννα	jeanne
ατλέτικο	atletico
ατλέτικο	atlético
παίζοντας	playing
πολίτη	citizen
συνδέσμους	links
αριστοτέλη	aristotle
ελάχιστο	minimum
ελάχιστο	minimal
γυρίσματα	filming
γυρίσματα	shooting
επίλυση	resolve
επίλυση	solving
επίλυση	solve
κεντρικός	central
κουλτούρα	culture
προφήτη	prophet
πτηνά	birds
βρετανικά	british
χαρτί	paper
σετ	set
σετ	sets
σημειώθηκε	noted
προκύπτουν	arise
χάρις	haris
χάρις	harris
φαραώ	pharaohs
φαραώ	pharaoh
εξαιρετική	excellent
τρόφιμα	food
τρόφιμα	foods
συνδέθηκε	connected
χρήσιμο	useful
χρήσιμο	helpful
άλατα	salts
προσδιορισμός	determination
σάμου	samos
εργατικό	labour
ποταμών	rivers
ανοιχτό	open
θετική	positive
καλύπτεται	covered
πέμπτο	fifth
χαμηλό	low
παράταση	prolongation
παράταση	extension
κυμαίνεται	ranges
βλάστηση	vegetation
κατάλληλα	appropriate
κατάλληλα	suitable
εβραϊκή	hebrew
αποστάσεις	distances
ομόνοια	concord
αστική	urban
οδηγία	directive
μεταφορών	transport
στιούαρτ	stewart
στιούαρτ	stuart
χειρόγραφο	manuscript
έντομα	insects
έντομα	bugs
θείου	sulphur
αθλητισμός	sport
αθλητισμός	sports
δουλεύει	works
λειτουργικό	operating
λειτουργικό	functional
λειτουργικό	operational
εκλεγεί	elected
μόριο	molecule
γουινέας	guinea
σοβαρό	serious
παρατηρηθεί	observed
σκάκι	chess
ποτάμι	river
θεότητα	divinity
θεότητα	deity
σπυρίδων	spyridon
αρέσει	likes
διάγραμμα	diagram
διάγραμμα	graph
διάγραμμα	chart
πεδιάδα	plain
ονόματι	named
εκφράζει	expresses
αρμενία	armenia
περνάει	passes
ποσειδώνα	poseidon
ποσειδώνα	neptune
σκέψης	thinking
τραυματίες	injured
τραυματίες	wounded
κορίνθου	corinth
σμήνος	cluster
σμήνος	flock
σμήνος	squadron
σμήνος	swarm
αναγνώστες	readers
ιιι	iii
διπλωμάτης	diplomat
απολύτως	absolutely
αρχαιολογική	archeological
χιλή	chile
σαράντα	forty
ασθένειες	diseases
αίτια	causes
άγρια	wild
μαρίνα	marina
πτέρυγα	ward
πτέρυγα	wing
υποψήφια	candidate
εκμετάλλευση	exploitation
εκμετάλλευση	holding
ανώτατη	supreme
σοσιαλιστικό	socialist
διάσημος	famous
διάσημος	celebrity
νυν	current
συνεχίζεται	continues
συνεχίζεται	continuing
συνεχίζεται	continued
χτισμένο	built
προετοιμασία	preparation
προετοιμασία	prepare
προετοιμασία	preparing
τουρκικό	turkish
αξιοθέατα	attractions
αξιοθέατα	landmarks
αξιοθέατα	sightseeing
μαυροβουνίου	montenegrin
σύγχυση	confusion
σύγχυση	confused
σύγχυση	confusing
αεπ	gdp
αεπ	gnp
μάρτυρες	witnesses
μάρτυρες	martyrs
καβάλα	kavala
καβάλα	riding
καβάλα	ride
βιολί	violin
αγάλματα	statues
μάθει	learned
ντέιβις	davis
ντέιβις	davies
σπαρτιάτες	spartans
δίπλωμα	diploma
δίπλωμα	license
κόλπος	vagina
κόλπος	gulf
κόλπος	bay
ιδεολογία	ideology
κατερίνα	katerina
κατερίνα	catherine
κατερίνα	caterina
οξέα	acids
ματ	matt
ματ	checkmate
ίση	equal
αναστάσιος	anastasios
μίλαν	milan
οδυσσέας	odysseus
οδυσσέας	ulysses
οδυσσέας	odyssey
συνασπισμός	coalition
συντάκτης	editor
συντάκτης	author
τρόπαιο	trophy
αυγά	eggs
σέρβοι	serbs
στρατόπεδα	camps
κεφάλαια	funds
κεφάλαια	chapters
ζώο	animal
χλωρίδα	flora
καθορίζει	determines
καθορίζει	defines
μέταλλο	metal
ένταξη	accession
ένταξη	integration
ντο	doe
μοίρες	squadrons
μοίρες	degrees
δηλώσεις	declarations
δηλώσεις	statements
στενό	narrow
τόποι	places
ελέγχει	controlling
ελαφρώς	slightly
διπλή	double
διπλή	dual
αστρονομία	astronomy
κορίτσια	girls
ακόλουθες	following
τετράγωνο	square
τετράγωνο	block
αέρια	gas
αέρια	gases
έκτη	sixth
πάολο	paulo
πάολο	paolo
μεταρρύθμιση	reform
καθημερινά	daily
αίγυπτος	egypt
αισθητική	aesthetics
αισθητική	aesthetic
ποιητική	poetic
αναμένεται	expected
όνειρο	dream
στόμα	mouth
κοινοβουλευτική	parliamentary
χονγκ	hong
νατρίου	sodium
κατοικίες	residences
δικαιοσύνη	justice
στιγμές	moments
τερματοφύλακας	goalkeeper
τερματοφύλακας	goalie
περιστροφή	rotate
περιστροφή	rotated
περιστροφή	rotating
περιστροφή	pivot
περιστροφή	rotation
περιστροφή	spin
μμε	media
μμε	sme
μμε	smes
αρχιτέκτονες	architects
γραμματέα	registrar
γραμματέα	secretary
πυρήνας	core
πυρήνας	nucleus
πυρήνας	kernel
επανάληψη	resumption
επανάληψη	repeat
υιοθετήθηκε	adopted
περιπέτειες	adventures
καλαμάτα	kalamata
σαρλ	charles
αναπαραγωγή	playback
αναπαραγωγή	breeding
αναπαραγωγή	reproduction
ενιαία	unified
ενιαία	single
εξυπηρετεί	serves
οχήματα	vehicles
μπολόνια	bologna
επίκεντρο	epicentre
επίκεντρο	epicenter
λογοτεχνικό	literary
ταλέντο	talent
ταλέντο	talented
μπάντα	band
σεισμό	earthquake
τουρισμού	tourism
δακτύλιο	ring
ποσοστά	percentages
ποσοστά	rates
σήματα	signals
σήματα	badges
πέτρο	peter
πέτρο	petro
αποδειχθεί	proven
διαγραφεί	deleted
ραδιόφωνο	radio
γλύπτης	sculptor
ατομική	individual
ατομική	atomic
άρθουρ	arthur
συστατικό	constituent
συστατικό	widget
συστατικό	component
συστατικό	ingredient
κουζίνα	cuisine
κουζίνα	kitchen
στρώμα	layer
στρώμα	mattress
νόμοι	laws
αυξάνει	increases
στήριξη	support
σκληρή	cruel
σκληρή	hard
σκληρή	tough
σκληρή	harsh
έβρου	evros
νομικός	legal
λουκά	lucas
μειώνεται	decreases
μειώνεται	decreasing
μέσοι	averages
στρώματα	layers
στρώματα	mattresses
κωδικό	password
εβραίους	jews
μαλλιά	hair
χριστιανός	christian
ναπολέων	napoleon
ειδικός	specialist
ειδικός	expert
ομοίως	likewise
ομοίως	ditto
ομοίως	similarly
παιδικά	childhood
άργος	argos
αναγνωρίζεται	recognized
αναγνωρίζεται	recognised
προϋπόθεση	prerequisite
βούλγαροι	bulgarians
βούλγαροι	bulgarian
δημοσιογράφοι	journalists
δημοσιογράφοι	reporters
θωμάς	thomas
ζητώντας	asking
αμμοχώστου	famagusta
συνδέσεις	connections
συνδέσεις	links
εκτελέστηκε	executed
πιερίας	pieria
πιερ	pierre
εργαστήρια	workshops
εργαστήρια	laboratories
έντονες	intense
αναγνώρισε	acknowledged
παλαιστής	wrestler
μετανάστες	migrants
μετανάστες	immigrants
δοκιμές	trials
δοκιμές	tests
δοκιμές	testing
μυαλό	brain
μυαλό	mind
μυαλό	brains
μπεν	ben
αποφυγή	avoiding
αποφυγή	avoid
αποφυγή	avoidance
εγκατασταθεί	installed
νάξου	naxos
φυγή	flight
ψήφοι	votes
αρνητική	negative
χορωδία	choir
χορωδία	chorus
ερώτηση	question
αγόρασε	buy
αγόρασε	bought
μπράουν	brown
μπράουν	braun
τραυματίστηκε	injured
χιλής	chilean
χιλής	chile
μαθητών	pupils
εύκολη	easy
πιέρ	pierre
θύμα	victim
παρατηρητής	observer
ψυχολογία	psychology
προσπαθώντας	trying
φρανσίσκο	francisco
κληρονομιά	legacy
κληρονομιά	inheritance
κληρονομιά	heritage
εποπτεία	oversight
εποπτεία	supervision
κύριοι	gentlemen
αναγνώστη	reader
απόκτηση	acquisition
διαταραχές	disturbance
διαταραχές	disorders
διαταραχές	disturbances
ανοίγει	opens
μεσιέ	messier
μεσιέ	monsieur
χειρουργική	surgery
χειρουργική	surgical
εποχές	seasons
διαμονής	residence
ιούνιος	june
λένιν	lenin
σύμφωνο	pact
σύμφωνο	consonant
δράσεις	actions
λιθουανίας	lithuania
σεισμός	earthquake
σεισμός	quake
τήξης	melting
τήξης	smelting
διατάξεις	provisions
συναίνεση	consensus
συναίνεση	consent
κόπα	copa
ασθενής	patient
χωριών	villages
χριστός	christ
δυστύχημα	accident
άνδρας	male
μεχμέτ	mehmet
μεχμέτ	mehmed
επισκέφθηκε	visited
ειρηνικό	pacific
ειρηνικό	peaceful
κιθαρίστας	guitarist
αντιστοιχούν	correspond
τυπικό	typical
σχήματα	shapes
ξαφνικά	suddenly
πέτρες	stones
πέτρες	rocks
καθοδήγηση	guidance
εξηγεί	explains
αδύνατο	impossible
καναδάς	canada
ανάγκασε	forced
οπαδοί	fans
οργανικές	organic
θείος	uncle
ανώτερη	superior
μεταφερθεί	transferred
μετρήσεις	metrics
μετρήσεις	measurements
μετρήσεις	measurement
μπαχ	bach
μετανάστευση	emigration
μετανάστευση	migration
μετανάστευση	immigration
βαυαρίας	bavarian
τέιλορ	taylor
εγκλήματα	crimes
δημοσιεύθηκε	posted
δημοσιεύθηκε	published
πτέρυγες	wards
πτέρυγες	wings
επόμενος	next
παραβίαση	violation
παραβίαση	breach
πρωτόκολλο	protocol
βασιλέων	kings
θεολογική	theological
μάλτα	malta
πειράματα	experiments
μακ	mac
μακ	mack
παρακολούθηση	monitoring
παρακολούθηση	monitor
παρακολούθηση	surveillance
προϋποθέσεις	prerequisites
προϋποθέσεις	conditions
ανακαλύπτει	discovers
αρνητικά	negative
αρνητικά	negatives
διατηρήσει	maintain
μαζική	massive
λαών	peoples
ζωντανή	alive
ετήσιο	annual
στάνταρ	standard
δυσκολία	difficulty
χρειαζόταν	needed
μόνιμο	permanent
άλφρεντ	alfred
βαλκάνια	balkans
καθαρό	net
καθαρό	clean
δρόμοι	roads
δρόμοι	streets
αφιερωμένη	dedicated
πώληση	selling
πώληση	sale
ελάχιστες	minimum
κύρος	prestige
κύρος	validity
ουρανού	sky
δύσκολα	difficult
επιλέχθηκε	chosen
επιλέχθηκε	selected
συνεχής	continuous
δείκτη	index
κουτί	box
κουτί	carton
ρότζερ	roger
πόρτα	door
σκόραρε	scored
αναδρομή	throwback
αναδρομή	flashback
αρχαιολογία	archeology
αρχαιολογία	archaeology
μηχανισμός	mechanism
λωρίδα	lane
λωρίδα	strip
ρόδο	rose
ρόδο	rhodes
μαρτυρία	testimonial
μαρτυρία	testimony
μεταρρυθμίσεις	reform
μεταρρυθμίσεις	reforms
αλί	ali
ηρόδοτος	herodotus
δισεκατομμύρια	billion
δισεκατομμύρια	billions
υπάλληλος	employee
δικτατορία	dictatorship
αυστηρά	strict
αυστηρά	strictly
είδα	saw
τίτλων	securities
καζακστάν	kazakhstan
μακεδόνες	macedonians
ελλάς	greece
ιανουάριος	january
διδακτορικό	doctorate
διδακτορικό	phd
απέρριψε	dismissed
απέρριψε	rejected
σαιζόν	season
αλυσίδα	chain
παραπομπή	referral
παραπομπή	reference
μαυροβούνιο	montenegro
διατροφή	nutrition
διατροφή	diet
ξηρά	dry
ξηρά	land
έγκριση	adoption
έγκριση	approval
σχηματίστηκε	formed
έθνη	nations
ερμής	mercury
ερμής	hermes
ρεύματα	streams
ρεύματα	currents
τεκμηρίωση	documentation
διαθέσιμα	available
έρικ	eric
έρικ	erik
δορυφορική	satellite
βίλχελμ	wilhelm
γεωμετρικό	geometric
έθιμα	custom
ψηφιακό	digital
βιολογία	biology
αδέρφια	siblings
αδέρφια	brothers
αδέρφια	bros
φιλική	friendly
καταλόγους	catalogues
κλείσιμο	closure
κλείσιμο	close
κλείσιμο	closing
νοτιοανατολική	southeast
νοτιοανατολική	southeastern
φυλάκιση	imprisonment
συναντά	meets
γεύση	taste
γεύση	flavor
γεύση	flavour
εξισώσεις	equations
αντιδρά	reacts
αντιδρά	reacting
πρεσβύτερος	elder
συντήρηση	maintenance
διαδηλώσεις	protests
διαδηλώσεις	demonstrations
πτηνό	bird
πάσα	pasha
πάσα	pass
συνεδρίαση	meeting
αρνείται	refuses
αρνείται	denies
αρνείται	refusing
κρουστά	percussion
νικολάι	nikolai
νικολάι	nicolae
νικολάι	nicolai
νικολάι	nikolay
ορυκτό	mineral
ρούχα	clothing
ρούχα	clothes
ντον	don
λιβύη	libya
ιππότες	knights
ηθοποιούς	actresses
ηθοποιούς	actors
έσοδα	revenue
έσοδα	earnings
έσοδα	income
έσοδα	revenues
ανάλογο	analogue
αυστριακός	austrian
μυστικό	secret
εγκαινιάστηκε	inaugurated
στέφανο	stefano
άλγεβρα	algebra
ανοιχτά	open
κηδεία	funeral
παραλίες	beaches
συνεργάζεται	cooperates
ατλαντικό	atlantic
ασπίδα	shield
βλέποντας	watching
εξάπλωση	spread
βουργουνδίας	burgundy
φρανς	franz
φρανς	frans
εαμ	scm
οριστική	definitive
παντού	everywhere
διοικητές	governors
διοικητές	commanders
φλόριντα	florida
καταλαμβάνουν	occupy
δεκέμβριος	december
δάφνη	daphne
αχμέτ	ahmet
αχμέτ	ahmed
επιβολή	imposition
επιβολή	imposing
ακτίνες	beams
ακτίνες	rays
συνεχόμενες	consecutive
αξιοσημείωτο	notable
αξιοσημείωτο	remarkable
οστά	bones
οστά	bone
ιδρυτή	founder
σαλόνι	lounge
σαλόνι	salon
ιδιωτικό	private
μάλτας	maltese
βαρύτητα	gravity
εκτεταμένη	extensive
εκτεταμένη	extended
γιατροί	doctors
ατύχημα	accident
σχεδιαστής	designer
άλαν	allan
άλαν	alan
σταυροφορία	crusade
ξάνθη	xanthi
νατο	nato
χήρα	widowed
χήρα	widow
χορό	dance
επιδράσεις	effects
κινητήρας	engine
κινητήρας	motor
παράγοντα	factor
επίθετο	adjective
επίθετο	surname
αναγνώστης	readers
αναγνώστης	reader
στέλνει	sends
στέλνει	sending
φορέα	operator
κολλέγιο	college
οδυσσέα	odysseus
οδυσσέα	ulysses
μουσουλμάνοι	muslims
μουσουλμάνοι	muslim
κήπο	garden
σεξουαλική	sexual
τελευταίοι	last
ευάγγελος	evangelos
κόκκινος	red
πλανήτης	planet
αντικαταστήσει	replace
ευρωμπάσκετ	eurobasket
κινήματα	movements
εκδίδεται	issued
εκδίδεται	published
μυστική	secret
πάπες	popes
πάθος	passion
επισκέπτης	visitor
επισκέπτης	guest
επισκέπτης	visiting
ανεξάρτητος	independent
μερική	partial
δόγμα	dogma
δόγμα	doctrine
ξέσπασμα	outbreak
ξέσπασμα	rampage
ξέσπασμα	outburst
κάιρο	cairo
μπομπ	bob
χρηματοδότηση	financing
χρηματοδότηση	funding
χρηματοδότηση	finance
ρήξη	breakage
ρήξη	rupture
ανθρωπίνων	human
τραμ	tram
τραμ	trams
σύμμαχοι	allies
ναούς	temples
γήπεδα	stadiums
βαρύ	heavy
οποιοσδήποτε	anyone
οποιοσδήποτε	anybody
μεσαία	medium
αποδείξεις	evidence
αποδείξεις	receipts
αποδείξεις	proof
κλεοπάτρα	cleopatra
απαιτούν	require
πλάτη	back
αναγνωρίζει	recognizes
αναγνωρίζει	acknowledges
αναγνωρίζει	recognises
ισπανοί	spaniards
ισπανοί	spanish
αυτονομία	autonomy
έμπορος	merchant
έμπορος	trader
έμπορος	dealer
συμφωνούν	agree
τελειώσει	finished
λουίς	luis
φεύγει	leaving
μηχανισμό	mechanism
στροφή	turn
στροφή	turning
νικ	nick
πιέσεις	pressures
πιέσεις	pressure
υλοποίηση	implementation
φύλο	gender
φύλο	sex
φιλικό	friendly
αυγή	dawn
μάρτιος	march
μολδαβίας	moldovan
μολδαβίας	moldova
ετησίως	yearly
ατρόμητος	fearless
ατρόμητος	intrepid
πλανήτες	planets
φέρνει	brings
διαδοχικά	consecutive
διαδοχικά	consecutively
διαδοχικά	successive
σενάρια	scenarios
σενάρια	scripts
τέμενος	mosque
μιλάει	speaks
ήχος	sound
ήχος	audio
προστέθηκαν	added
σημαίες	flags
φόβο	fear
ορυκτών	mineral
δίας	zeus
δίας	jupiter
αγωγή	lawsuit
έντεκα	eleven
τηλεσκόπιο	telescope
κριτικός	reviewer
κριτικός	critic
κρίστιαν	christian
πουέρτο	puerto
οδηγούσε	drove
σκληρό	cruel
σκληρό	hard
σκληρό	tough
σκληρό	harsh
εκτελεί	executes
εκτελεί	performs
περιορισμό	restriction
διακυβέρνηση	governance
ανατολικές	eastern
τάγματα	battalions
συγκεκριμένος	specific
άρχοντας	lord
ερμηνείες	interpretations
γλυπτική	sculpting
αστεροειδή	asteroid
σεπτέμβριος	september
φιλικά	friendly
φιλία	friendship
θερμότητας	heat
χάνοντας	losing
βουκουρέστι	bucharest
συμφέροντα	interests
φοίνικα	phoenix
εκστρατείες	campaigns
ωδείο	conservatory
ωδείο	odeon
ευθεία	straight
ωκεανού	ocean
αντώνη	antonis
τσσκα	cska
εσωτερικές	internal
καίσαρα	caesar
άρνηση	refusal
άρνηση	denial
ράιχ	reich
βοσνία	bosnia
μόδας	fashion
τρίγωνο	triangle
τζόζεφ	joseph
τζόζεφ	josef
ντάνιελ	daniel
ορκίστηκε	swore
μάικ	mike
ταραχές	riots
ταραχές	unrest
ταραχές	riot
ταραχές	disturbances
μαρόκο	morocco
σαφές	clear
μίγμα	mix
μίγμα	mixture
σταρ	star
μετάβαση	transition
χανιά	chania
αριθμητική	numerical
αριθμητική	numeric
αριθμητική	arithmetic
περιστατικό	incident
τας	tash
τας	tus
τοποθεσίες	places
τοποθεσίες	locations
τοποθεσίες	sites
νομικό	legal
διακόσμηση	decor
διακόσμηση	decoration
διακόσμηση	decorations
διακόσμηση	decorating
καθολικό	catholic
ντερ	der
ηπειρωτική	continental
ηπειρωτική	mainland
βόλεϊ	volleyball
πρόοδο	progress
απομάκρυνση	removal
τακτικά	regularly
τακτικά	regular
άρματα	tanks
άρματα	chariots
πλειονότητα	majority
μπλοκ	blocks
μπλοκ	block
φροντίδα	caring
φροντίδα	care
αντρέ	andre
αντρέ	andré
πενήντα	fifty
σύνδεσης	association
διάλεκτο	dialect
δευτέρα	monday
τιμωρία	punishment
τιμωρία	detention
γυρίστηκε	filmed
σύγχρονος	contemporary
αυτοκρατορική	imperial
συνοδεία	entourage
συνοδεία	escort
γραμμική	linear
τζο	joe
χαϊδελβέργη	heidelberg
χρονολογία	chronology
λεόν	léon
λεόν	león
λεόν	leon
ανάκτορα	palace
συριζα	syriza
όχημα	vehicle
σωματίδια	particles
σωματίδια	particulates
ανόδου	anode
ιαπωνικά	japanese
κολομβία	colombia
σχεδίαση	draw
σχεδίαση	design
κίνδυνοι	hazards
κίνδυνοι	risks
κίνδυνοι	dangers
κονγκ	kong
δικαιοδοσία	jurisdiction
μηνύματα	messages
καρδιακή	cardiac
απόγευμα	evening
απόγευμα	afternoon
επίτευξη	achievement
επίτευξη	achieving
επίτευξη	achieve
παράταξη	lineup
νου	mind
φωλιά	nest
φωλιά	lair
επιθετικοί	aggressive
μπίλι	billy
δορυφόροι	satellites
φορέας	organisation
φορέας	carrier
φορέας	institution
διαβάσει	read
μιούζικαλ	musical
μιούζικαλ	musicals
πνευματικό	spiritual
άλμπερτ	albert
επιτευχθεί	achieved
νεπάλ	nepal
σφάλμα	error
σοβιετικοί	soviets
αραβία	arabia
υποστηρίζεται	supported
οδηγώντας	leading
θεμέλια	foundation
θεμέλια	foundations
κούβα	cuba
δήμαρχοι	mayors
ηφαίστειο	volcano
στίβεν	stephen
στίβεν	steven
πλάκες	plates
δεδομένο	given
επηρεάζει	affects
τριάδα	triad
τριάδα	trinity
μυστικά	secrets
νομάρχης	prefect
συνεχόμενη	continuous
θεούς	gods
υποδηλώνει	indicates
υποδηλώνει	suggests
μαύρος	black
μηχανικό	mechanical
μηχανικό	engineer
βλαντιμίρ	vladimir
ισχύουν	apply
δελφών	delphi
νικητή	winner
ισλανδία	iceland
εκθέματα	exhibit
εκθέματα	exhibits
τζωρτζ	george
ολυμπιακή	olympic
δικαστήρια	courts
αυτοκράτορες	emperors
τόξο	arc
τόξο	crossbow
τόξο	bow
βουκουρεστίου	bucharest
ρύθμιση	setup
ρύθμιση	configure
καθορίζεται	determined
πόνο	pain
εκπροσώπους	representatives
κρατά	keeps
μολονότι	although
έξοδα	expenses
έξοδα	costs
αντίπαλος	rival
αντίπαλος	opponent
ζευγάρια	couples
ζευγάρια	pairs
σουλεϊμάν	suleiman
διεργασία	process
διάσκεψη	conference
αδελφοί	brethren
αδελφοί	brothers
διατηρηθεί	retained
διατηρηθεί	maintained
οικουμενικό	ecumenical
διαλύτες	solvents
άλογα	horses
όφελος	benefit
σπάνιο	rare
παλαιστές	wrestlers
φυλακίστηκε	imprisoned
ιππικό	cavalry
σκοτώνει	kills
μακρύ	long
αετός	eagle
αυξημένη	increased
νάπολη	naples
πείραμα	experiment
ούρων	urine
κρέας	meat
επαγγελματικά	professional
επαγγελματικά	professionally
επιφάνειες	surfaces
κινγκ	king
καθαρή	net
καθαρή	pure
καθαρή	clean
αποδεκτό	acceptable
μανώλης	manolis
κοπέλα	girlfriend
κοπέλα	girl
σώσει	save
ειρηνικού	pacific
ρος	ross
ολιμπίκ	olympique
θήβα	thebes
κλασικό	classic
αιγίδα	patronage
αιγίδα	aegis
αιγίδα	auspices
ρέι	ray
αξιοσημείωτη	notable
αξιοσημείωτη	remarkable
θωμά	thomas
ανζού	anjou
παππούς	grandpa
παππούς	grandfather
γωνίες	corners
γωνίες	angles
αγόρι	boy
γνωστούς	acquaintances
ξένους	strangers
ξένους	outsiders
τρόμου	horror
ανρί	henri
ντραμς	drums
θεολόγος	theologian
αναγκαία	necessary
στήθος	chest
στήθος	breast
στήθος	breasts
ερωτήσεις	questions
υποτροφία	scholarship
τζιμ	jim
γνωρίζοντας	knowing
ιεχωβά	jehovah
ναύαρχος	admiral
δουλειές	jobs
δουλειές	business
αποτελεσματική	efficient
αποτελεσματική	effective
αποφασίσει	decide
γουέστ	west
ερασιτεχνική	amateur
εφέ	effects
εφέ	effect
δελτίο	bulletin
διαφωνία	disagreement
διαφωνία	dispute
προημιτελικά	preseason
εξοπλισμού	equipment
επαναφορά	reset
επαναφορά	restore
επαναφορά	restored
πούλησε	sold
φράνσις	francis
φράνσις	frances
ηλεκτρονικά	electronics
ηλεκτρονικά	electronic
στήλες	columns
αχιλλέα	achilles
αχιλλέα	achille
λείψανα	relics
αποκάλυψη	revelation
αποκάλυψη	apocalypse
αποκάλυψη	revelations
αποκάλυψη	reveal
ειδικούς	specialists
λιθουανία	lithuania
μεταβλητές	variables
γλυπτά	carvings
γλυπτά	sculpture
γλυπτά	sculptures
ελπίζω	hopefully
αποκαλύπτει	reveals
λεωφόρο	boulevard
λεωφόρο	avenue
σάββατο	saturday
υπερβολική	excessive
μουσταφά	mustafa
κογκρέσο	congress
ηλεκτρόνια	electrons
διαχωρισμός	split
διαχωρισμός	separation
διαχωρισμός	segregation
υποτίθεται	supposedly
ρίκα	rica
συντομογραφία	abbreviation
συντομογραφία	abbreviated
χόκεϊ	hockey
ρενέ	renee
ρενέ	rené
ρενέ	rene
ρενέ	renée
στοά	tunnel
στοά	lodge
στοά	gallery
προοδευτική	progressive
πραγματικός	real
καθιστώντας	rendering
τορίνο	torino
τορίνο	turin
λαιμό	throat
λαιμό	neck
γνωρίσει	met
αναπτύχθηκαν	developed
πρεσβεία	embassy
διακήρυξη	proclamation
διακήρυξη	declaration
φαντασία	imagination
φαντασία	fiction
φαντασία	fantasy
σοβιετικό	soviet
συνεισφέρει	contributes
ορεινή	mountain
ορεινή	mountainous
αναγνώρισης	identification
χρήσιμη	useful
χρήσιμη	helpful
καταγράφεται	recorded
μειωθεί	reduced
επιστήμονας	scientist
μεταβλητή	variable
βαρκελώνη	barcelona
ιμπραήμ	ibrahim
νικήσει	beat
τρίπολη	tripoli
υποδοχή	slot
υποδοχή	socket
υποδοχή	reception
λειτουργικά	functional
λειτουργικά	operational
πανίδα	fauna
προοπτική	prospect
προοπτική	prospects
προοπτική	outlook
προοπτική	perspective
ρουάντα	rwanda
ρουάντα	rwandan
αστρονόμοι	astronomers
διαδικτυακή	online
