সিটিজেন	سویلین
ফানি	مذاق.
ফানি	عجیب
অসম্পূর্ন	ناقص
অসম্পূর্ন	ادھورا
অ্যাকাউন্টিং	محاسبی.
ফিজিওথেরাপি	درد
ফিজিওথেরাপি	امراض
গণজাগরণ	بغاوت
গণজাগরণ	سرکشی.
এফিমেরিস	تقویم
এফিমেরিস	جنتری
গর্ববোধ	غرور
গর্ববোধ	انانیت.
গর্ববোধ	سبب
গর্ববোধ	غرور
গর্ববোধ	انانیت.
গর্ববোধ	گھمنڈ
গর্ববোধ	سبب
গর্ববোধ	مفتخر.
গর্ববোধ	مسرور
গর্ববোধ	مطمئن.
গর্ববোধ	شاندار
কোভ	آدمی-
কোভ	نفر
চমত্কার	طرفہ.
চমত্কার	نرالا
চমত্কার	بہترین
চমত্কার	اعلیٰ
চমত্কার	ارفع
চমত্কার	شاندار
মশাই	جناب
মশাই	میاں
মশাই	شری
মুচি	چرس.
মুচি	حاجتی.
মুচি	جیتنا.
সেরিব্রাল	فکری
চিত্তবিনোদন	آرام
চিত্তবিনোদন	تفریح
চিত্তবিনোদন	آرام
এলিমেন্ট	برقیرہ
এলিমেন্ট	پانی
এলিমেন্ট	حصّہ
এলিমেন্ট	عنصر
এলিমেন্ট	ٹکڑا
ব্যাটেল	مقابلہ
নাসারন্ধ্র	منخر
নাসারন্ধ্র	نتھنا
নাসারন্ধ্র	منخر
কাঁচ	سوڈے
কাঁচ	لگانا.
পালঙ্ক	تاننا.
পালঙ্ক	صوفہ
কমেন্ট	توضیح
কমেন্ট	تصویر
কমেন্ট	مثال
চাবুক	اچانک
চাবুক	چرالینا
চাবুক	چابک.
চাবুক	نگراں
চাবুক	ترپنا
চাবুক	پھنٹائی
চাবুক	(کریم
চাবুক	کریم
চাবুক	اچانک
চাবুক	چرالینا
চাবুক	چابک.
চাবুক	کوڑا
চাবুক	نگراں
চাবুক	ترپنا
চাবুক	پھنٹائی
চাবুক	(کریم
চাবুক	کریم
জানোয়ার	حیوان
মর্মস্পর্শী	بحوالہ
মর্মস্পর্শী	متعلق.
শরত	خزاں
বাল্ক	(الف)حجم
বাল্ক	پھوک.
ডেসটিনি	مقدر
ডেসটিনি	تقدیر
ডেসটিনি	مقدر
অশোভন	جارحانہ
অশোভন	(الف)جارحانہ
অশোভন	نازیبا
অশোভন	مبتذل
অশোভন	ناپسندیدہ.
অশোভন	نازیبا
অশোভন	مبتذل
অশোভন	ناپسندیدہ.
অশোভন	ناشائستہ
পরকীয়া	بدکاری.
পরকীয়া	زناکاری
মৌলিকত্ব	اپج.
মৌলিকত্ব	تازگی
মৌলিকত্ব	ابداء
মৌলিকত্ব	اپج.
মৌলিকত্ব	تازگی
মৌলিকত্ব	بداعت
মৌলিকত্ব	ابداء
ফ্লাট	مسطّح
ফ্লাট	(بیٹری
ফ্লাট	ٹھنڈا
ফ্লাট	اداس.
ফ্লাট	مدّھم
ফ্লাট	عین
ফ্লাট	مسطّح
ফ্লাট	(بیٹری
ফ্লাট	ٹھنڈا
ফ্লাট	ہموار
ফ্লাট	اداس.
ফ্লাট	مدّھم
ফ্লাট	عین
জেনন	زینون
উল্টানো	تڑاقا
উল্টানো	پھٹکارنا.
উল্টানো	چٹکی
উল্টানো	چٹاخا.
উল্টানো	الٹاکرنا.
গুপ্তচরবৃত্তির	جاسوسی
পেগ	باندھنا.
পেগ	اجرتوں
পেগ	out
পেগ	بندکرنا
পেগ	clothespeg
অর্গানিক	منظم
অর্গানিক	بنیادی.
অর্গানিক	موروثی
অর্গানিক	(الف)جسمانی
অর্গানিক	آئینی
অর্গানিক	مربوط
ফ্রেশ	باسی
ফ্রেশ	خالص
ফ্রেশ	ستھرا
ফ্রেশ	مستعد
রাগী	برہم.
কাঁদা	پکار
কাঁদা	للکار
কাঁদা	بھونک.
কাঁদা	فریاد.
কাঁদা	آوازہ.
কাঁদা	انوروں
কাঁদা	پکار
কাঁদা	للکار
কাঁদা	بھونک.
কাঁদা	فریاد.
কাঁদা	رونا
কাঁদা	آوازہ.
কাঁদা	انوروں
অসামঞ্জস্যপূর্ণ	متناقض.
মরোক্কান	مراقشی.
হেফাজত	خبرداری.
হেফাজত	نگرانی
হেফাজত	چوکسی
হেফাজত	محافظ
হেফাজত	گارڈ.
হেফাজত	ہوشیاری
হেফাজত	نگہبانی
হেফাজত	پتّے
হেফাজত	تولیت-
হেফাজত	حراست
হেফাজত	قید
অমোঘ	زبردست
অঙ্কনশিল্পী	نقّاش
হল্যান্ডার	ولندیزی.
নজিরবিহীন	طرفہ.
নজিরবিহীন	انوکھا
কপটিক	قبطی
বেট	قمار
বেট	رائے
বেট	انتخاب
বেট	جوا
বেট	قمار
বেট	رائے
বেট	شرط
বেট	انتخاب
বেট	جوا
ব্রেন	منتظم
ব্রেন	دماغ
ব্রেন	منتظم
ব্রেন	بھیجا
ব্রেন	دماغ
আসছি	رسیدگی.
আসছি	آمد
আসছি	پہنچ
আসছি	اگلا
আসছি	رسیدگی.
আসছি	آمد
আসছি	پہنچ
জাহান্নাম	تماشا
জাহান্নাম	دارالمحن
জাহান্নাম	جہنم.
জাহান্নাম	تماشا
জাহান্নাম	دارالمحن
জাহান্নাম	دوزخ
জাহান্নাম	جہنم.
উচ্ছল	چھیلا
উচ্ছল	خصوصاً:
প্লাক	لوحین.
প্লাক	دھات
প্লাক	حوصلہ
প্লাক	لوٹنا.
প্লাক	ولولہ.
প্লাক	کھینچنا
প্লাক	کلیجی
প্লাক	حوصلہ
প্লাক	نوچنا
প্লাক	لوٹنا.
প্লাক	ولولہ.
প্লাক	کھینچنا
প্লাক	کلیجی
মাইগ্রেন	شقیقہ
বহুধা	متنوع
বহুধা	گوناگوں
বহুধা	بوقلموں
ভিন্নমতাবলম্বী	منحرف
ভিন্নমতাবলম্বী	اقتدار
ভিন্নমতাবলম্বী	ناموافق
লিনেন	قمیص
পটু	صفائی
পটু	تیز
পটু	جمانا.
পটু	خوبی
মেয়াদউত্তীর্ণ	انقضا.
মেয়াদউত্তীর্ণ	وفات.
পরিপাটি	وافر
পরিপাটি	معقول
পরিপাটি	درستی
পরিপাটি	منظم.
পরিপাটি	مرتّب
পাছে	کہ
পাছে	مبادا
পাছে	کہیں
পাছে	کہ
হবু	مستقبل
হবু	شخص
তর্কের	بحث
ট্রে	سفینہ.
ট্রে	سینی
মেটামরফোসিস	تجسد.
মেটামরফোসিস	تقلّب
কব্জির	پہنچا.
কব্জির	کلائی
কব্জির	پہنچا.
দরদী	ہمدردانہ
শেষমেশ	بالآخر
ইলাস্টিক	متوافق
ইলাস্টিক	نرم
ইলাস্টিক	لچکدار
ইলাস্টিক	متوافق
ইলাস্টিক	نرم
ইলাস্টিক	لچکیلا
ইলাস্টিক	لچکدار
গাউন	جج
গাউন	طیلسان.
গাউন	پادری
গাউন	جج
গাউন	طیلسان.
গাউন	پادری
গাউন	عبا
গাউন	چُغہ
অ্যাঞ্জেলিকা	انجلیق.
জন্মেছেন	پیدا
জন্মেছেন	پیدا
জন্মেছেন	زائیدہ
দুষ্টুমি	نافرمان
দুষ্টুমি	ناشائستہ
দুষ্টুমি	بدمعاش.
দুষ্টুমি	نافرمان
দুষ্টুমি	ناشائستہ
দুষ্টুমি	بدمعاش.
দুষ্টুমি	شریر
জাহান্নামে	تماشا
জাহান্নামে	دارالمحن
জাহান্নামে	جہنم.
জাহান্নামে	تماشا
জাহান্নামে	دارالمحن
জাহান্নামে	دوزخ
জাহান্নামে	جہنم.
তাড়াহুড়া	پھرتیلا
তাড়াহুড়া	تیزکام.
তাড়াহুড়া	کہا
বরকে	خاوند.
বরকে	شوہر
ক্যালিকো	نقشین
ক্যালিকো	پچرنگا
ট্রেঞ্চ	(میدان
ট্রেঞ্চ	خندق.
ট্রেঞ্চ	(میدان
ট্রেঞ্চ	کھائی
ট্রেঞ্চ	خندق.
এটর্নি	مختا
নোটবই	کوچک
নোটবই	سفری
সম্ভ্রম	ہیبت-
ডুয়েল	دگنا.
ডুয়েল	دہرا
কন্ডিশনার	درست
নর্দমা	نالیاں
পুদিনা	(لفظ
পুদিনা	دولت.
পুদিনা	معدن
পুদিনা	ڈھالنا
পুদিনা	دارالضرب
পুদিনা	گھڑنا
পুদিনা	مخزن
অনুতাপ	(اکثربعدہ
গরিমা	فراخی
গরিমা	برتری
গরিমা	مناجات
গরিমা	حمد
গরিমা	شکوہ
পেইন্ট	روغن
পেইন্ট	غازہ
পেইন্ট	سرخی
বাটালি	بسولا
বাটালি	تراشنا
বাটালি	(chiselled
বাটালি	سجل
বাটালি	بسولا
বাটালি	تراشنا
বাটালি	چھینی
বাটালি	(chiselled
বাটালি	سجل
জরাজীর্ণ	نحیف
জরাজীর্ণ	ناکارہ
জরাজীর্ণ	ناتواں.
আক্কেল	کیاست
আক্কেল	حکمت.
আক্কেল	کیاست
আক্কেল	دانائی
আক্কেল	دانش
আক্কেল	حکمت.
আক্কেল	ہوشیاری
হিটার	طمنچہ.
হিটার	بندوق
হিটার	گرمالہ.
ট্রেন্ড	جھکائو
ট্রেন্ড	جھکنا
ট্রেন্ড	رجحان
গিট	نکھترآدمی.
বিলাসিতা	مرغوب
বিলাসিতা	تعیش
রিফ্লেক্স	اضطراری
রিফ্লেক্স	نشانی
রিফ্লেক্স	علامت
রিফ্লেক্স	مظہر
আদ্রতা	نمی.
আদ্রতা	رطوبت
টায়ারের	تھکانا.
টায়ারের	تھکنا
টায়ারের	تھکانا.
উদারবাদী	قدری.
নম্রতা	پستی
নম্রতা	عاجزی
নম্রতা	فروتنی.
নম্রতা	انکسار
ম্যান্ডেট	تولیت
অপেক্ষমান	متوقع
সাইট্রাস	ترشاوا
সাইট্রাস	نارنگی
রেসার	دوندہ.
মজুরী	تنازع
মজুরী	عقوبت-
মজুরী	بدلہ
নির্জীব	سست
নির্জীব	جامد
অবিন্যস্ত	گڈمڈ
অবিন্যস্ত	مخلوط.
পার্টিশন	مرتبہ
পার্টিশন	عہدہ.
পার্টিশন	موقف
পার্টিশন	ترتیب
পার্টিশন	دھج
পার্টিশন	روزگار
পার্টিশন	کیفیت
হেদায়েত	رہبری.
হেদায়েত	مشورہ
হেদায়েত	ہدایت
ভুত	بھوت
ভুত	سایہ.
ভুত	روح
ভুত	سایہ
সীট	بٹھانا
সীট	متمکن.
সীট	کرسی
সীট	چوتڑ
সীট	اسٹول
সীট	تہ
সীট	کھپانا.
সীট	گاڑی
সীট	نشست
সীট	نشستہ
সীট	بٹھانا
সীট	متمکن.
সীট	کرسی
সীট	چوتڑ
সীট	آسن
সীট	اسٹول
সীট	تہ
সীট	کھپانا.
সীট	گاڑی
সীট	نشست
সীট	نشستہ
ইউটোপিয়া	یوٹوپیا
অনুশোচনা	خجالت
অনুশোচনা	خجالت
অনুশোচনা	ندامت
অনুশোচনা	پچھتاوا.
অনুশোচনা	رحم
বিপথগামী	اکیلا
বিপথগামী	واماندہ
বিপথগামী	حادثاتی
বিপথগামী	بھٹکنا.
বিপথগামী	زائد
বিপথগামী	اتفاقی
সিকাম	متبادل
নিউরোসিস	تکان
নিউরোসিস	عصبانیت
প্রতীকচিহ্ন	خیال
প্রতীকচিহ্ন	رمز
প্রতীকচিহ্ন	خیال
প্রতীকচিহ্ন	علامت
সংবর্তন	لپیٹ
সংবর্তন	مرغولہ.
সংবর্তন	الجھن
সংবর্তন	لفیفہ.
সংবর্তন	پیچ
সংবর্তন	پیچیدگی
সংবর্তন	کنڈلی
পাটা	پا
মুখোশধারী	مخفی
মুখোশধারী	محجوب.
বোবা	ناسمجھ
বোবা	اصم
বোবা	عمل)
বোবা	جاہل.
বোবা	گپت
অ্যাকুস্টিক	صوتیات
অ্যাকুস্টিক	سمعی
অ্যাকুস্টিক	صوتی.
অ্যাকুস্টিক	سمعیات-
হাটুর	زانو.
বার্থা	نیچا
বিবস্ত্র	عور.
বিবস্ত্র	عور.
বিবস্ত্র	برہنہ
বিবস্ত্র	ننگا
সত্যবাদী	حقیقی
সত্যবাদী	سچّا
সত্যবাদী	حقیقی
আন্তরিকতা	خلوص
আন্তরিকতা	سچّائی
নিরামিষাশী	سبزی
নিরামিষাশী	دودھ
নিরামিষাশী	دہی
হর্ণ	بھونپو
হর্ণ	گجر
হর্ণ	بنانا.
হর্ণ	سنکھ
হর্ণ	گھگو
হর্ণ	بھونپو
হর্ণ	گجر
হর্ণ	بنانا.
হর্ণ	سنکھ
হর্ণ	گھگو
হর্ণ	شاخ
ক্রাশ	عاجز
ক্রাশ	کچلنا
ক্রাশ	پیسنا.
ক্রাশ	پیلنا.
ক্রাশ	بیلنا
মাতাপিতা	جدّاعلیٰ.
মাতাপিতা	پُرکھا
মাতাপিতা	بانی
মাতাপিতা	موجد
মাতাপিতা	جڑ
মাতাপিতা	اصل
স্যাটায়ার	ہوسناک
সুযোগটি	خدشہ
সুযোগটি	موقع
সুযোগটি	مہلت
সুযোগটি	باری
সুযোগটি	قسمت
সুযোগটি	حادثاتی
সুযোগটি	وار
সুযোগটি	توقع
সুযোগটি	تقدیر
সুযোগটি	اتفاقی
বাউন্সার	کلب
বাউন্সার	کریکٹ
কূট	بہکانے
কূট	بھٹکانے
ম্যাসেঞ্জার	پیامی.
ম্যাসেঞ্জার	پیامی.
ম্যাসেঞ্জার	قاصد
দারোয়ান	دربان
দারোয়ান	چوکیدار
কুসংস্কারের	توہّم
পিলগ্রিম	سیّاح.
পিলগ্রিম	زائر
পিলগ্রিম	انسان.
পিলগ্রিম	حاجی
লুণ্ঠনের	فائدہ.
লুণ্ঠনের	نفع
লুণ্ঠনের	تاراجی.
যদিওবা	تاہم
যদিওবা	گوکہ.
যদিওবা	اگرچہ
যদিওবা	تاہم
যদিওবা	گوکہ.
ভেরিয়েবল	متغیرہ
ভেরিয়েবল	متغیر
ছাড়ের	کٹوتی.
এলিভেটর	دنبال
গ্যাস্ট্রিক	شکمی
নোনতা	کھاری
নোনতা	جارحانہ.
নোনতা	نمکین
নোনতা	کٹیلا
নোনতা	تیز
নোনতা	تند
নোনতা	ملیح
নোনতা	شور
উত্সাহিত	ترغیب
উত্সাহিত	مدد
কোলাজ	تصاویر)
বাজী	قمار
বাজী	رائے
বাজী	انتخاب
বাজী	جوا
বাজী	قمار
বাজী	رائے
বাজী	شرط
বাজী	انتخاب
বাজী	جوا
খুলুন	مقابلہ
খুলুন	عام
খুলুন	آماجگاہ
খুলুন	ڈبہ
খুলুন	مہّیا
খুলুন	ظرف
খুলুন	مقابلہ
খুলুন	عام
খুলুন	برملا
খুলুন	آماجگاہ
খুলুন	کُھلا
খুলুন	باز
খুলুন	کھولنا
খুলুন	ڈبہ
খুলুন	مہّیا
খুলুন	ظرف
অধীক্ষক	انتظام
ড্রিল	معمول
রক্তশূন্যতা	کامتبادل.
চুপচাপ	خاموشی
চুপচাপ	متین.
চুপচাপ	سادہ
চুপচাপ	سکون
চুপচাপ	ساکن
চুপচাপ	ٹھہراؤ.
চুপচাপ	خاموش
চুপচাপ	خاموشی
চুপচাপ	متین.
চুপচাপ	سادہ
চুপচাপ	سکون
চুপচাপ	ساکن
চুপচাপ	ٹھہراؤ.
কাকতালীয়	توارد
সাপ্লিমেন্ট	تعدیل
সাপ্লিমেন্ট	تکمیل
ফিয়াট	حکم
ফিয়াট	اختیار
ফিয়াট	اجارہ
ফিয়াট	فرمان
টনিক	مقوی
ভিক্ষুক	نفر
ভিক্ষুক	بھکاری
ভিক্ষুক	نفر
ভিক্ষুক	گداگر
ভিক্ষুক	بھکاری
ভিক্ষুক	فقیر
রাদ	عجیب.
ভদ্রমহিলা	مادہ
ভদ্রমহিলা	مالکن
ভদ্রমহিলা	زن
বোতলের	ہمت
বোতলের	بوتل
বোতলের	ہمت
জীবিতদের	ڈنٹھل.
জীবিতদের	پنپنا.
জীবিতদের	بڑھنا
ফ্যান্টম	واہمہ.
ফ্যান্টম	بھوت
ফ্যান্টম	ارواح
ফ্যান্টম	سایہ.
ভিজা	بھیگا
ভিজা	شراب
ভিজা	(پینٹ
ভিজা	تری
ভিজা	متوڑا
ভিজা	برسات
ভিজা	مریل
ভিজা	فضول.
ভিজা	(ملک
ভিজা	بھگونا
ভিজা	رطوبت.
ভিজা	مشروب.
ভিজা	گیلا
ভিজা	نمی
চরমপন্থা	غلو
ভেবেছিলাম	تفکّر
ভেবেছিলাম	منصوبہ.
ভেবেছিলাম	تدبیر
ভেবেছিলাম	منشا.
ভেবেছিলাম	(بعدہ
ভেবেছিলাম	مقصد
ভেবেছিলাম	ارادہ
ভেবেছিলাম	تفکّر
ভেবেছিলাম	خیال
ভেবেছিলাম	منصوبہ.
ভেবেছিলাম	تدبیر
ভেবেছিলাম	منشا.
ভেবেছিলাম	(بعدہ
ভেবেছিলাম	مقصد
ভেবেছিলাম	ارادہ
পাকড়াও	کسنا.
পাকড়াও	آلینا
পাকড়াও	اٹکنا
পাকড়াও	کسنا.
পাকড়াও	آلینا
পাকড়াও	اٹکنا
পাকড়াও	ہتھیانا
চিট	یادداشت
ক্রীক	ندی.
ক্রীক	ندی
ক্রীক	آبجو-
নবুওয়ত	عمل.
নবুওয়ত	خصوصیت
নবুওয়ত	عمل.
নবুওয়ত	خصوصیت
নবুওয়ত	کہانت
নবুওয়ত	پیغمبری
নবুওয়ত	کہانت
নবুওয়ত	کشف
ইনিশিয়েটিভ	ابتدائی.
ইনিশিয়েটিভ	ابتدا.
ভীড়	مجمع
ভীড়	انبار.
ভীড়	بھیڑ.
পরিকল্পক	فہرست
পরিকল্পক	جدول
রোবটিক	مشینی
জ্বলছে	کھلا
জ্বলছে	شدید
জ্বলছে	نہایت
জ্বলছে	ظاہر
কাঁদে	پکار
কাঁদে	للکار
কাঁদে	بھونک.
কাঁদে	فریاد.
কাঁদে	آوازہ.
কাঁদে	انوروں
কাঁদে	پکار
কাঁদে	للکار
কাঁদে	بھونک.
কাঁদে	فریاد.
কাঁদে	رونا
কাঁদে	آوازہ.
কাঁদে	انوروں
স্টেইনলেস	کھری.
অসুরক্ষিত	ٹھٹکتا
অসুরক্ষিত	جھجکتا
অসুরক্ষিত	(فیصلہ
অসুরক্ষিত	عاجز
অসুরক্ষিত	غیرمحفوظ
গাদ	abroad
ডায়লগ	مکالمہ
আবলুস	آبنوس
প্রণয়ী	محبوب
প্রণয়ী	محبوبہ.
টেক্কা	بہترین.
টেক্কা	یکہ
টেক্কা	اعلیٰ
টেক্কা	افضل
টেক্কা	اکا
মূহুর্ত	اہمیت
মূহুর্ত	قدر.
মূহুর্ত	لخطہ
মূহুর্ত	پل.
মূহুর্ত	اہمیت
মূহুর্ত	لمحہ
মূহুর্ত	قدر.
মূহুর্ত	لخطہ
মূহুর্ত	پل.
জুডিশিয়াল	ناقدانہ.
জুডিশিয়াল	ناقدانہ.
জুডিশিয়াল	عدالتی
গীতধর্মী	جذباتی
গীতধর্মী	جوشیلا
ড্রিফট	مقصد
ড্রিফট	مجہول
ড্রিফট	ڈھیر
ড্রিফট	آہستہ
মঙ্গোলিয়ান	منگولی.
দ্ব্যর্থক	مبہم
অযাচিত	ناموزوں
গোশত	طعام.
গোশত	گری
গোশত	ماوا
গোশত	انڈے
গোশত	پھل
গোশত	میوے
দৃশ্যগত	عینی.
দৃশ্যগত	بصری
দৃশ্যগত	عینی.
দৃশ্যগত	نظری
অপজাত	خراب.
কুফর	کفر
কুফর	انکار
হাপর	کھنچنے
ডেয়ার	کوشش
ডেয়ার	سعی
ডেয়ার	اکسانا
ডেয়ার	للکار
বাডি	ساتھی.
কাপুরুষ	بزدل
সুস্থতার	سلامتی
সুস্থতার	عافیت
সুস্থতার	صحت
সাক	to
সাক	تصدیق.
সাক	for
সাক	against
সাক	(بعدہ
সাক	گواہی
সাক	شاہد-
সাক	to
সাক	تصدیق.
সাক	شہادت
সাক	for
সাক	against
সাক	(بعدہ
সাক	گواہی
সাক	گواہ
সাক	شاہد-
রাহী	مبصّرانہ
রাহী	تعریفی
ব্যাজার	بجّو
ব্যাজার	چھیڑنا
গোল্ডস্মিথ	سنار
বিক্ষোভকারী	احتجاجی
ডিজি	director-general
ডিলার	تاجر
বেডরুম	خوابگاہ
নিষ্ক্রিয়তা	آلکسی.
নিষ্ক্রিয়তা	کاہلی
অসহিষ্ণু	عقائد
অর্ক	پیٹی.
অর্ক	صندوق
ট্রিট	تفریح
ট্রিট	طعام
অকথ্য	بُرا
অকথ্য	قبیح
অকথ্য	بد
অকথ্য	پُرنجاست
অকথ্য	نہایت
অকথ্য	بغایت
অকথ্য	فحش
অকথ্য	بُرا
অকথ্য	قبیح
অকথ্য	بد
অকথ্য	پُرنجاست
অকথ্য	نہایت
অকথ্য	بغایت
অকথ্য	گندہ
অকথ্য	غلیظ
অকথ্য	فحش
স্ট্রেস	اصرار
স্ট্রেস	بل
স্ট্রেস	میکانیکی
নিঃশব্দ	خاموشی
নিঃশব্দ	متین.
নিঃশব্দ	سادہ
নিঃশব্দ	سکون
নিঃশব্দ	ساکن
নিঃশব্দ	ٹھہراؤ.
নিঃশব্দ	خاموش
নিঃশব্দ	خاموشی
নিঃশব্দ	متین.
নিঃশব্দ	سادہ
নিঃশব্দ	سکون
নিঃশব্দ	ساکن
নিঃশব্দ	ٹھہراؤ.
নিঃশব্দ	معلومات
নিঃশব্দ	خاموش
নিঃশব্দ	معلومات
নিঃশব্দ	رازداری
নিঃশব্দ	بھول.
নিঃশব্দ	نسیان
নিঃশব্দ	سنّاٹا.
নিঃশব্দ	رازداری
নিঃশব্দ	بھول.
নিঃশব্দ	خاموشی
নিঃশব্দ	نسیان
নিঃশব্দ	سنّاٹا.
নিঃশব্দ	بندشہ
নিঃশব্দ	بندشہ
নিঃশব্দ	خاموش
এক্সপোজার	انکشاف
লগার	آراکش.
বিকলাঙ্গ	بدہیٔت
অ্যাজমা	دمہ
অবর্ণনীয়	مبہم
সাসপেনশন	ʊ)
সাসপেনশন	تعطل
সাসপেনশন	معطلی
সাসপেনশন	التوا.
গুটিকা	مہرہ
গুটিকা	تسبیح
গুটিকা	بوند
গুটিকা	سُمرن
গুটিকা	بلبلہ.
রাখছি	تحویل
রাখছি	موافقت
পরোটা	پراٹھا.
রোস্ট	بھننا
প্রলোভন	جانچ
প্রলোভন	اکساہٹ
প্রলোভন	آزمائش
প্রলোভন	امتحان.
প্রলোভন	جانچ
প্রলোভন	تحریص
প্রলোভন	اکساہٹ
প্রলোভন	آزمائش
প্রলোভন	امتحان.
ফিউজ	ملانا
মাইম	بہروپیا.
মাইম	مسخرا
হুজুরের	گھوڑا.
বেহেশতের	جنت
কন্ডাক্টর	استقبال
কন্ডাক্টর	گارڈ.
কন্ডাক্টর	ناظم.
প্লাম	کشمش.
ফিতে	فیتہ
ফিতে	لیرے-
কাটি	کوتاہ
কাটি	کھلیان.
মার্জিন	دینا.
পাপা	ابّا
পাপা	بابا
সংগতি	اتفاق
সংগতি	سنگیت
অর্থপ্রদান	انعام
অর্থপ্রদান	فدیہ.
অর্থপ্রদান	تاوان
অর্থপ্রদান	صلہ
ফুলেল	پھولدار
ফুলেল	مشجّر
ফুলেল	منقش
পতিতালয়	چکلہ.
যবে	لاتحصٰی
ভাগ্যবান	چست
ভাগ্যবান	مناسب
ভাগ্যবান	درست
ভাগ্যবান	سعد
ভাগ্যবান	موافق.
ভাগ্যবান	بھاگوان
ভাগ্যবান	چست
ভাগ্যবান	مناسب
ভাগ্যবান	درست
ভাগ্যবান	سعد
ভাগ্যবান	موافق.
ফ্রেন্ডলি	ہمدرد
ফ্রেন্ডলি	مربّیانہ.
ফ্রেন্ডলি	موافق.
ফ্রেন্ডলি	مہربان
ফ্রেন্ডলি	ہمدرد
ফ্রেন্ডলি	مربّیانہ.
ফ্রেন্ডলি	موافق.
ফ্রেন্ডলি	دوستانہ
ফ্রেন্ডলি	مہربان
কামুক	عیاش
ভ্যানগার্ড	طلیعہ
প্রত্যুত্তর	پاسخ.
প্রত্যুত্তর	پاسخ.
প্রত্যুত্তর	جواب
বেশ্যা	چُلہائی
বেশ্যা	چھنال.
বেশ্যা	ہرجائی.
বেশ্যা	گشتی
বেশ্যা	چُلہائی
বেশ্যা	رنڈی
বেশ্যা	چھنال.
বেশ্যা	کسبی
বেশ্যা	ہرجائی.
টার্মিনেটর	مختتم
টার্মিনেটর	ختم
চালাক	مُستعد
চালাক	پُھرتیلا
চালাক	ذہین.
চালাক	ہنرمند
চালাক	مُستعد
চালাক	پُھرتیلا
চালাক	ہوشیار
চালাক	ذہین.
চালাক	تیز
চালাক	چالاک
চালাক	ہنرمند
চাপুন	(بعدہٗupon
চাপুন	دبانے
চাপুন	ڈھالنے
চাপুন	نچوڑنے
চাপুন	اخبار
ব্লাস্ট	پھٹکارنا
ব্লাস্ট	فائرکرنا
ব্লাস্ট	سرزنش.
ব্লাস্ট	پھٹکارنا
ব্লাস্ট	فائرکرنا
ব্লাস্ট	سرزنش.
ব্লাস্ট	دھماکا
মানবিকতা	ہمدرد
মানবিকতা	مہربان
মাখনের	خوشامد
মাখনের	چاپلوسی.
লূত	پانسہ
লূত	قسمت
লূত	مقسوم.
লূত	تقدیر
লূত	پانسہ
লূত	قسمت
লূত	مقسوم.
চিপস	ترکھان
চিপস	نجار
লান	خستگی.
লান	ضعف.
লান	خستگی.
লান	ضعف.
লান	تھکن
লান	تھکانا
লান	تھکاوٹ
লান	ماندگی
টোরি	خصوصاً
ফ্লিন্ডার্স	چھپٹیاں.
ফ্লিন্ডার্স	ٹکڑے
ফ্লিন্ডার্স	ریزے
ভার্সিটি	یونیورسٹی
প্রেস্টিজ	عزت
প্রেস্টিজ	رسوخ
প্রেস্টিজ	اقتدار
প্রেস্টিজ	عزت
প্রেস্টিজ	وقار
প্রেস্টিজ	رسوخ
প্রেস্টিজ	اقتدار
প্রসূতি	مقام.
প্রসূতি	امومیت
প্রসূতি	حیثیت
প্রসূতি	مامتا
প্রসূতি	رشتہ
বুস্টার	ساتھی.
বুস্টার	جھکّڑ.
হাসেন	روشن
হাসেন	مسکرانا
হাসেন	بہلانا.
হাসেন	out
হাসেন	تبسّم
হাসেন	مسکراہٹ
হাসেন	ہنسی.
হাসেন	خوشنودی
উল্লসিত	خورسند
উল্লসিত	خورسند
উল্লসিত	مسرور
উল্লসিত	شادمان
পোক	دھکّا
পোক	دھکیلنا
পোক	کیسہ
পোক	اُکسانا.
পোক	up
পোক	تھیلا.
বউকে	زوجہ
বউকে	پتنی.
বউকে	جورو
বউকে	بیوی
বউকে	زوجہ
বউকে	پتنی.
বউকে	جورو
বউকে	بیگم
বউকে	بیوی
অডিটর	محاسب
ইন্টারনাল	روحانی.
ইন্টারনাল	اندرونی
ইন্টারনাল	دلی
নারীত্ব	نسائیت
হৈচৈ	دند
হৈচৈ	غُلغپاڑا
রেজোলিউশন	تحلیل
রেজোলিউশন	(بعدہ
রেজোলিউশন	عزم.
লাইফস্টাইল	قرینہ
পার্সেল	بخرہ
পার্সেল	حصہ
পার্সেল	ٹکڑا
পার্সেল	قطعہ.
পার্সেল	پیکیج
পার্সেল	بانٹنا.
খাও	قلیل
খাও	at
খাও	رگڑ
খাও	ستانا
খাও	نگلنا
খাও	چبانا
সন্তুষ্টির	تسلی
সন্তুষ্টির	تسلی
সন্তুষ্টির	تسکین
সন্তুষ্টির	طمانیت
যোনিচ্ছদ	مہبل
যোনিচ্ছদ	غلفہ
যোনিচ্ছদ	مہبل
যোনিচ্ছদ	غلفہ
যোনিচ্ছদ	فرج
রিপ	جھپٹنا.
রিপ	اوباش
রিপ	ٹوٹنا
কাঁপুনি	حلق.
কাঁপুনি	دبانا.
সিকিউর	کمزور
সিকিউর	کسنا
সিকিউর	محکم
সিকিউর	پکا
সিকিউর	یقینی
সিকিউর	کمزور
সিকিউর	کسنا
সিকিউর	محکم
সিকিউর	محفوظ
সিকিউর	پکا
