और	and
भगवद	bhagavad
रूडी	rudy
ट्यूशन	tuition
जेन्सेन	jensen
झोंके	blowing
सीएसए	csa
स्ट्रिंग्स	strings
प्लेबॉय	playboy
हाइपरटेक्स्ट	hypertext
शीतलता	coolness
कौवा	crow
अनचाहे	unwanted
डैमन	damon
गजब	awesome
रातें	nights
गैंडे	rhino
कोनी	connie
खोह	den
आईईईई	ieee
निगमनात्मक	deductive
गर्जना	crashing
मेन्ज़ीस	menzies
अरुषा	arusha
रैंप	ramp
वाटरगेट	watergate
बावा	bava
संबद्धों	affiliations
पदावनत	deprecated
एज़टेक	aztec
बैबेज	babbage
रजिस्ट्रेशन	registration
बन्दा	servant
टैन	tan
हर्षोल्लास	vibrant
दंडात्मक	punitive
मांगें	demands
मस्कट	muscat
खुलेपन	openness
खार	khar
बाल्य	baly
वर्ड्सवर्थ	wordsworth
सूपर	super
सर्वोच्चता	supremacy
कार्ट्रिज	cartridge
टेंशन	tension
टूरमैलीन	tourmaline
तख़्ता	plate
डकवर्थ	duckworth
ग्रीनपीस	greenpeace
माशा	masha
आर्डेन	arden
एनिस्टन	aniston
बेमेल	incongruous
बेमेल	mismatch
बेमेल	unmatched
बहुउद्देशीय	multipurpose
साद	saad
मौनचेंगलाडबाख	mönchengladbach
गारा	mortar
मंजुला	manjula
रेगुलर	regular
निर्देशानुसार	bentinck
उत्प्लव	buoy
नेस्ले	nestle
परासरण	osmosis
निस्तारण	salvage
बाँसुरी	bamboo
बाँसुरी	flute
ओडिन	odin
परिरक्षक	controllers
मातरम	mataram
बोरी	sack
डोकोमो	docomo
पेनेलोप	penelope
वेंटिलेशन	ventilation
हॉपर	hopper
जोहानसन	johansson
चौलाई	amaranth
संकल्पित	determined
दुष्टता	depravity
स्टाइलिश	stylish
पुलिसकर्मियों	policemen
बल्ली	bally
चूस	suck
घुमने	strolling
कैब	cabs
जानिए	know
विधुर	widower
स्तंभन	erection
स्तंभन	intercourse
स्तंभन	retention
भेजें	send
भेजें	soften
टिप्स	tips
एफ्रो	afro
परिक्षा	examination
हेंसन	henson
भूगणित	geodesy
क्रॉल	crawl
बेईमान	dishonest
बेईमान	fraudulent
बेईमान	cheater
बेईमान	treacherous
बेईमान	knave
सुनि	suni
हर्माइनी	hermione
अपरिवर्तनशील	unchanging
लीजन	legion
नजरबंद	interned
पुष्टिकरण	confirmation
लिपस्टिक	lipstick
पुनर्बीमा	reinsurance
टैक्सोन	taxon
सूचनात्मक	informative
मेटाडेटा	metadata
हउमेया	haumea
छेड़खानी	flirting
होलो	holo
स्टू	stew
क्यूँ	why
सार्त्र	sartre
विलक्षणता	novelty
मेन्यू	menu
ब्रास	brass
संक्रियाओं	operationally
बंदूकधारियों	gunmen
दबाएँ	push
दबाएँ	press
दबाएँ	suppress
रूंबा	rumba
बीवर	beaver
एलेक	alec
कपासी	cumulus
जिस्म	body
अजा	aja
मार्सडेन	marsden
इंजील	gospel
करोगी	gabriel
अकड़	strut
अल्केन	alkane
आरज़ू	seduce
योको	yoko
रजनीश	rajneesh
ग्रेसन	grayson
इग्लू	igloo
स्काईनेट	skynet
क्रॉनिकल्स	chronicles
ऐब्टाबाद	abbottabad
कुदाल	hoe
नाकामी	failure
सूजा	souza
फ़ाउल	foul
अल्बा	alba
सीरियम	cerium
विधिवेत्ता	jurist
समिट	summit
रफ	rough
जुल्म	tyranny
ठोड़ी	chin
सोहो	soho
ब्रैंडो	brando
ऐलेन	elaine
बर्र	wasp
स्ट्रॉ	straw
बून	boon
रग	vein
दिमाग़	brain
दिमाग़	head
दिमाग़	brains
पाटील	patil
फर्मवेयर	firmware
ऐल्बीडो	albedo
दिमित्री	dmitry
फिलिंग	filling
आरामदेह	cozy
आरामदेह	cosy
लाम	lam
हाफ़िज़	hafez
अफ़ार	afar
खामोशी	silence
मॉर्टन	morton
भूराजनीति	geopolitics
पटलीय	septal
बीएमआई	bmi
मूस	moose
दोषारोपण	allegations
पिछे	back
जेद्दाह	jeddah
डीरिख्ले	dirichlet
पॉपर	popper
रिज़ॉल्यूशन	resolutions
रिज़ॉल्यूशन	resolution
विशिष्टताएँ	specs
चूजों	chicks
होम्योपैथिक	homeopathic
सिलवेस्टर	sylvester
क्वार्टरबैक	quarterback
नपुंसकता	impotence
हाशिए	margins
होबार्ट	hobart
पतियों	husbands
एंड्रिया	andrea
टाइमर	timer
चाकलेट	chocolate
रिपन	ripon
फ़ोनीशियाई	phoenician
हॉलिडे	holliday
कैलेडोनिया	caledonia
फर्मिऑन	fermion
मूसलाधार	torrential
ऑप्टिमस	optimus
स्वादों	flavours
शिखंडी	neuter
कुल्ला	kula
फ़र्नीचर	furniture
ब्रेमेन	bremen
कैनवस	canvas
गोथ	goths
मोड़ना	turn
ट्रांसफार्मर	transformer
फ़िट	fit
जैश	jaish
सैंटोस	santos
परफ्यूम	perfume
बया	weaver
ईवा	eva
कैटी	katy
गलियां	streets
अल्ला	alla
अय्यूब	ayyub
सुलझाना	unravel
सिंथिया	cynthia
वेस्ले	wesley
खिन्न	annoyed
फोटोशॉप	photoshop
स्मारकीय	monumental
ब्यूटेन	butane
बेंचमार्क	benchmark
ब्राइटन	brighton
अजवायन	thyme
माल्डिनी	maldini
दुर्गन्ध	rot
सोल्स	soles
स्टीवर्ड	steward
खंभात	cambay
कर्ल	curl
कर्ल	curls
फुजिता	fujita
दवाइयाँ	medicines
पीवीसी	pvc
पहचानकर्ता	identifiers
पहचानकर्ता	identifier
जघन्य	nefarious
मोची	cobbler
मोची	mochi
कड़क	thunderbolt
दिनारा	dinara
इरक्वॉइ	iroquois
फ्रीवे	freeway
जोतने	alpacas
लियेटन	lleyton
थोपने	impose
ऐरे	array
जाफ़र	jafar
डिटर्जेंट	detergent
मायर्स	myers
तराशा	shaped
समतावाद	egalitarianism
शयनकक्ष	dorm
शयनकक्ष	bedroom
कैमरामैन	cameraman
फेमिना	femina
अज्ञानी	ignorant
वीरू	viru
ओली	oli
ओली	ollie
यमुनानगर	yamuna
परछाई	shadow
क्षारीयता	alkalinity
कोबेर्टिन	coubertin
ईटा	eita
पेक	peck
बेंटले	bentley
अस्तबल	stables
घूर्णदर्शी	gyroscope
लास्की	lasky
कर्बला	karbala
मोगा	moga
फेक	fake
डार्टमाउथ	dartmouth
स्नैक्स	snacks
कोलगेट	colgate
ब्लूमबर्ग	bloomberg
बिटमैप	bitmap
फर्नांडो	fernando
खिलना	blossom
सिस	sis
फ़िनिश	finnish
आजमाया	tried
डॉक्टर्स	drs
पेर	pear
प्रविष्टियां	entries
मोजर	moser
अकाट्य	incontrovertible
डकार	dakar
याओ	yao
ट्वीड	tweed
सिंडी	cindy
बकरियाँ	grazed
पोलारिस	polaris
मामी	mami
शर्मिंदगी	embarrassed
शर्मिंदगी	embarrassment
निश्चिंत	relaxed
अधिकरणों	tribunals
हैच	hatch
अपर्याप्तता	inadequacy
गांजा	hemp
प्यासे	thirsty
गिल्डर	guilder
ट्राइटियम	tritium
यांकी	yankee
शरिया	shariah
गर्मियाँ	summer
नुकसानदेह	harmful
जैनी	janine
अदब	knees
बदसूरत	ugly
ओनो	ono
सिमर	simar
पैराग्राफ	paragraph
सरासर	sheer
उत्साहजनक	exciting
उत्साहजनक	encouraging
शानी	balti
डेन्यूब	danube
आईटीएफ	itf
लिज़	liz
पेग	peg
क्रिस्टियानो	cristiano
वेइस	weiss
कूलर	cooler
मिडफील्डर	midfielder
उड़ी	uri
ईबुक	ebook
हाब्स	hobbs
टैग्स	tags
हादी	hadi
मेसर	maser
कैस	cas
हेपबर्न	hepburn
बिगड़े	spoiled
गिलमोर	gilmore
चकमक	flint
कोड़ा	whip
कोड़ा	koda
लोम्बार्डी	lombardi
सोमरस	somers
इरीडियम	iridium
अनुरोधित	requested
चमकीलापन	vivacity
चमकीलापन	brightness
विचित्रता	strangeness
पेरे	pere
किर्गिस्तान	kyrgyzstan
जीटीआर	gtr
तकलीफ़	evil
ज्योतिर्मठ	abbot
शैथिल्य	hysteresis
मल्लाह	boatman
शानिया	shania
क्रश	crush
बाउंसर	bouncer
छिड़क	splashed
कूटशब्द	password
शटर	shutter
एलएसडी	lsd
फोर्टिस	fortis
लांचर	launcher
क्लासेस	classes
पिको	pico
पेनांग	penang
गीगाबाइट	gigabyte
पारस्परिकता	reciprocity
दिखाएँ	show
बैरकों	barracks
टोलेडो	toledo
फैनी	fanny
विग	wig
लोई	loi
आईसीडी	icd
एलो	alo
झुठलाया	denied
बुरांस	rhododendron
जिराफ	giraffes
जिहादी	jihad
स्वैप	swap
सिल्विया	sylvia
सिल्विया	silvia
ख़ीवा	khiva
नाका	checkpoint
नाका	naka
चित्रकाव्य	palindrome
खाट	cot
लकिन	but
नखलिस्तान	oasis
सुवा	suva
गुणनखण्ड	factorization
बीमे	insurance
आड़ू	peach
सेक्युलर	secular
जार्डन	jordanian
अवास्ट	avast
चूल	hinge
नीनवा	nineveh
जेराल्ड	gerald
जायके	flavors
तान्गूत	tangut
तापायनिक	thermionic
ऑक्टोपस	octopus
कर्सर	cursor
कुर्बान	sacrificed
अग्रेषित	forwarded
गुड़हल	hibiscus
निर्देशात्मक	instructional
एयरो	aero
जिलेट	gillette
विजेट	widgets
विजेट	widget
येट्स	yeats
येट्स	yates
दुकानदारों	shopkeepers
होल्ट	holt
देवन	devan
मास्टिफ़	mastiff
क्लियोपेट्रा	cleopatra
शिवपुराण	shiv
एंगस	angus
जिमनास्टिक्स	gymnastics
गहना	jewel
पेट्रीसिया	patricia
स्नैपशॉट	snapshot
गुब्बारा	balloon
कैलिबर	caliber
हैमबर्गर	hamburger
नवाबी	royal
मेसेज	msg
वोइट	voight
उद्देशिका	preamble
ओविएदो	oviedo
ढोर	cattle
मुअम्मर	muammar
शोला	shola
बीजाणुओं	spores
चिल्लाया	shouted
स्वीटनर	sweetener
कारेलिया	karelia
मेसेंजर	messenger
बोनो	bono
मैश	mash
पर्सपेक्टिव	perspective
कादेश	kadesh
अरदास	above
कोया	cocoon
सैक	sac
बधियाकरण	castration
मक्की	corn
ट्रिब्यूनल	tribunal
वेरोनिका	veronica
संपूरक	supplement
स्वप्निल	dreamy
मसाई	masai
सूक्ष्मजैविक	microbial
आरेखण	drawing
पसली	rib
केलर	keller
टाइमलाइन	timeline
हार्न	honk
फूहड़	squat
संलग्नक	attachment
संलग्नक	attachments
शर्तो	terms
प्रतिच्छेद	intersect
हारहुईस	haarhuis
हैनसेन	hansen
आगजनी	arson
मॉड्यूलर	modular
रुद्धोष्म	adiabatic
शेपर्ड	sheppard
गिलोटिन	guillotine
डम्प्टी	dumpty
बेतहाशा	soo
विवाहितों	premarital
लॉसन	lawson
चिक	chic
अकरम	akram
फ़ोटोग्राफ़ी	photography
बर्नहार्ड	bernhard
कार्दशियन	kardashian
शर्मन	sharman
तलवारबाजी	fencing
दोने	doane
सीसीटीवी	cctv
हैम्पटन	hampton
सनातनी	orthodox
असंतोषजनक	unsatisfactory
स्नैक	snack
आर्नॉद	arnaud
खुशबूदार	aromatic
व्लादिवोस्तोक	vladivostok
फंदा	erase
फंदा	trap
फंदा	traps
विल्नुस	vilnius
माइकेल्सन	michelson
लेई	laye
वाचाघात	aphasia
क्विज़	quiz
त्रिपोली	tripoli
इन्का	inca
ग्रीटिंग	greeting
विएतनाम	vietnam
एनएचएल	nhl
समतुल्यता	equivalents
गुडमैन	goodman
ज़ावी	xavi
परम्	supreme
उल्लंघनों	violations
कालू	kalu
ध्वनिकी	acoustics
गुआम	guam
रखवाले	arrests
गिद्धों	vultures
परक्राम्य	negotiable
जुबा	juba
दहला	ten
घमंडी	conceited
घमंडी	arrogant
इवो	ivo
वुडस्टॉक	woodstock
लोपेज	lopez
डूबता	sinks
गुच्छ	cluster
खंजर	daggers
तोड़फोड़	sabotage
शीशी	vial
ओपेक	opec
सोटो	soto
जांघों	thighs
अधिनायकवादी	totalitarian
एंटीऑक्सीडेंट	antioxidant
चिपकाने	pasting
करात	karat
मैडेन	madden
पुलित्जर	pulitzer
आइंटहॉवन	eindhoven
शिकोकू	shikoku
क्रॉसरोड्स	crossroads
शैम्पू	shampoo
बुखारेस्ट	bucharest
मुगाबे	mugabe
रिमिक्स	remix
फ्रेट	frat
एक्विनास	aquinas
एरोबिक	aerobic
स्लैब	slab
स्लैब	slabs
बेनिटो	benito
जुनूनी	obsessive
ओला	ola
सिना	sina
कायांतरित	metamorphic
बोलोग्ना	bologna
सर्वात्मवाद	animism
डीबीएस	dbs
थ्रेड	threads
थ्रेड	thread
रायोलाइट	rhyolite
टाइटन्स	titans
ल्यों	lyon
ट्रैफ़िक	traffic
शोरगुल	racket
शोरगुल	noise
लानत	damn
ताइवानी	taiwanese
कान्त	kanta
कायरता	cowardice
उंगलियाँ	fingers
चतुरता	cuteness
मंत्रि	ministers
टैंटेलम	tantalum
अम्मान	amman
फ़्रेडरिक	frederic
बिम्बो	bimbo
यूनिफॉर्म	uniform
क्षीणन	attenuation
मेहरबानी	mercy
रिटर	ritter
गंजापन	baldness
फिल्मोग्राफी	filmography
नोम	nom
कैबरे	cabaret
कुकिंग	cooking
गुनगुने	lukewarm
कैला	calgary
लोट	lots
रिचलू	richelieu
पहुँचें	reach
एमसीए	mca
अर्धवृत्ताकार	apsidal
काटो	bite
काटो	kato
ब्लास्टोसिस्ट	blastocyst
क्रिस्टलन	crystallization
सिम्स	sims
एंथ्रेक्स	anthrax
सत्तावादी	authoritarian
इंसाफ	justice
माजिद	majid
गाह	gah
एरिन	erin
योगात्मक	additive
कतरन	clipping
कैथे	cathay
ड्रेनेज	gutters
यूनुस	jonah
यूनुस	younis
विकृतियाँ	distortions
भिन्नों	fractions
बेलीज़	belize
जायज	justified
योम	yom
तृश्शूर	thrissur
ट्रायोड	triode
उपसमिति	subcommittee
ग्रासनाल	esophagus
मोल्ड	mold
क्रिस्टन	kristen
सहजीवी	symbiotic
एल्गिन	elgin
लेटरमैन	letterman
केम	kame
मोहिंदर	mohinder
हैग्रिड	hagrid
जर्नल्स	journals
बीकन	beacon
वुडरो	woodrow
यहूदा	judas
यहूदा	judah
क्रियाविशेषण	adverb
लिलियन	lillian
बुझे	extinguished
रेजिमेंटल	regimental
घ्राण	olfactory
आनातोलिया	anatolia
जेद्दा	jeddah
डिस्पोजेबल	disposable
साईकिल	cycle
सेवनफोल्ड	sevenfold
स्पर्स	spurs
अनिर्धार्य	indeterminate
आखन	aachen
एनसीआर	ncr
आटोक्लेव	autoclave
अखेनातेन	akhenaten
जायद	zayed
कैशे	cache
आडंबर	ostentation
लगवाने	vaccinated
गन्दा	dirty
कैंट्रेल	cantrell
बन्दों	servants
येनिसेय	yenisei
थोर	thor
डर्बीशायर	derbyshire
अक्कादी	akkadian
लिन्लिथगो	linlithgow
उपद्रवों	disturbances
नाजायज	illegitimate
प्रतिद्वन्दी	antagonist
प्रतिद्वन्दी	opponent
बहुलकीकरण	polymerization
सार्कोमा	sarcoma
जीएनयू	gnu
ड्राइडेन	dryden
मुफ़्ती	mufti
नौकाएँ	boats
रास्टर	raster
लिक	lick
बेंड	bend
फाइब्रोसिस	fibrosis
एनएसए	nsa
वोकेशनल	vocational
चबा	chew
अनुसमर्थन	ratification
मुख्तार	mukhtar
ग्रांडे	grande
इन्द्रधनुष	rainbow
साफा	safa
छोटू	shorty
अल्मा	alma
मलाईदार	creamy
शाहीन	shaheen
खस्ता	crispy
खजांची	cashiers
जज़ीरा	jazeera
जैवनैतिकता	bioethics
डफी	duffy
मृतप्राय	moribund
हेराफेरी	chicanery
वीन	veen
ज़कात	zakat
नजरबंदी	detention
बोलें	speak
हटन	hutton
एमर्सन	emerson
रिंक	rink
पोर्टेबिलिटी	portability
त्सार	tsar
फाइनलिस्ट	finalist
अस्पेर्गेर	asperger
काढ़ा	brew
तरकीब	trick
तरकीब	tricks
सिंपल	simple
बुरुंडी	burundi
इंटरप्रेटर	interpreter
बाशो	bashō
सीमांकित	delimited
अलबर्टा	alberta
दीमकों	termites
अनाचार	incest
वुशु	wushu
बेट्सी	betsy
लकड़बग्घा	hyena
अशिक्षा	illiteracy
बिलाल	bilal
परिगलन	necrosis
ख्वाब	dream
कम्पोजिट	composite
क्लेमाँ	clément
एपीजे	apj
हुंडई	hyundai
स्क्रबर	scrubber
डेटोना	daytona
डेंच	dench
लेकीन	but
लिनोलेनिक	linoleic
बूटा	buta
गुलाग	gulag
आईडीई	ide
रीज़	reese
कोरे	corr
ताशकंद	tashkent
फर्मा	fermat
अज़हर	azhar
अंतर्ज्ञान	intuition
सीपीआर	cpr
डायनेमिक	dynamic
ग्लीज़	gliese
वेश्यालय	brothel
जलवा	vibe
हर्जाने	reparation
अगम्य	impenetrable
टालना	defer
पाउला	paula
चाबुक	flail
चाबुक	whip
द्विवार्षिक	biennial
तारें	stars
कौमार्य	virginity
वेटर	waiter
वेटर	waiters
मंड	starch
कबीला	kabila
हार्लो	harlow
पुनर्व्यवस्थित	rearrange
गुट्टा	gutta
कैनबिस	cannabis
भरें	fill
आर्टेसियन	artesian
तुष्टीकरण	appeasement
कॉंग्रेस	congress
अचंभित	surprised
अचंभित	shocked
फफोले	blisters
टिकाऊपन	durability
पुछा	asked
पितृसत्ता	patriarchy
बिगाड़ने	spoiler
बट्टे	feather
मानवयुक्त	manned
ट्रबल	trouble
सिखाती	teaches
छींटे	splattered
बोरे	sacks
मांगो	demands
मिनोआई	minoan
फ़रिश्ते	angels
आइलेट	islets
ओपरा	oprah
रूबल	ruble
मेग	meg
कैस्टिलो	castillo
हलाकु	hulagu
टर्टल्स	turtles
जेनोआ	genoa
वैलेरी	valerie
एनेस्थीसिया	anesthesia
मोरेनो	moreno
परिसमापन	liquidation
निशि	nishi
मूढ़	fatuous
एक्वेरियम	aquarium
गेविन	gavin
कमचातका	kamchatka
आस्तीन	sleeve
प्रोग्रामर्स	programmers
ड्रिप	drip
योहानेस	johannes
प्रदिश	tensor
मोसुल	mosul
केकड़ा	crab
दफनाने	bury
एंग्री	angry
मैनर	manor
दौड़ा	ran
सचेतक	alarms
सचेतक	alarm
सचेतक	alerts
सचेतक	alignment
स्कूबा	scuba
सर्फर	surfer
जयकार	cheering
अमांडा	amanda
लिस्टर	lister
टक्करों	collisions
डरना	darna
सामन्था	samantha
कामो	kamo
लोला	lola
सोंगा	tsonga
समाहार	summing
रक्तस्रावी	haemorrhagic
थैचर	thatcher
एमरी	emery
कूपन	coupon
कूपन	coupons
चालान	invoice
कुशासन	misrule
जिद्दी	stubborn
ऐप	app
एफिल	eiffel
आईएसआईएस	isis
सैंडी	sandy
एम्बर	amber
सवाब	reward
केसे	how
कंसल्टेंसी	consultancy
सूटकेस	suitcase
सजदा	prostrate
विधेय	predicate
एसर	acer
रिग	rig
कराओके	karaoke
पनोप्टिकॉन	panopticon
चेंग	cheng
हैडली	hadley
उप्साला	uppsala
काकी	auntie
तोहफा	gift
कॉन्फ़िगरेशन	configuration
कॉन्फ़िगरेशन	confirmations
फेनूर्ड	feyenoord
बाक	bak
देववाद	deism
बेस्टसेलर	bestseller
मीम	meme
बर्ट्रेंड	bertrand
अष्टक	octave
ब्रिटन	britton
प्यादे	pawns
प्यादे	cavalry
छोड़ें	quit
छोड़ें	skip
छोड़ें	dismiss
छोड़ें	abort
छोड़ें	discard
स्टूल	stool
बताइये	explain
टेक्नो	techno
पॉलिएस्टर	polyester
नोरा	nora
जोडे	fin
उद्देश	risking
एला	ella
बेवकूफी	stupidity
व्याकुलता	distraction
हैड्रान	hadron
स्त्रीत्व	femininity
सहनशील	clement
मालिका	malika
केजीबी	kgb
मेलिंडा	melinda
बोरशिया	borussia
गतिहीन	camouflaged
ट्रांसमीटरों	transmitters
दाव	daw
ज़ोया	zoya
नानजिंग	nanjing
अबीसीनिया	abyssinia
एर्डवार्क	aardvark
रखैल	concubine
वेंडेट्टा	vendetta
ब्रैंडन	brandon
एवलिन	evelyn
मैनेजिंग	managing
एकिडना	echidna
साइडर	cider
अग्रवर्ती	anterior
रद्दी	trash
हैरत	puzzled
हैरत	excite
एमपीईजी	mpeg
बेसिल	basil
सूज	swollen
एवोल्यूशन	evolution
उन्मादी	insane
हंसमुख	cheerful
मिगुएल	miguel
तिपाई	tripod
तंदूरी	tandoori
अंडोरा	andorra
जिप	zip
भुत	ghost
शलजम	turnip
झोंका	gale
झोंका	breeze
अवायवीय	anaerobic
एविएटर	aviator
ग्रेसी	gracie
एक्वा	aqua
यासीन	yasin
समाक्षीय	coaxial
गाउन	gowns
गाउन	gown
करबला	karbala
दुबला	lean
नब्ज	pulse
विपश्यना	vipassana
एन्क्लेव	enclave
बागा	baga
समूहीकरण	grouping
ग्रेगर	gregor
मगन	magan
मगन	megan
बर्थडे	birthday
महालेखापरीक्षक	comptroller
महालेखापरीक्षक	auditor
जना	begat
व्यावसायीकरण	commercialization
कॉड	cod
फिस्क	fisk
ज़ो	zoe
हैपी	walla
मिलेंगी	get
तनाका	tanaka
मिडवे	midway
कोलिन	collin
कोलिन	colin
अस्थानिक	ectopic
गोगो	gogo
ऑक्टेन	octane
एस्ट्रो	astro
फलदायक	fruitful
मोंटेनेग्रो	montenegro
नागोर्नो	nagorno
तूर	tor
तूर	tur
साना	sana
प्रतिष्ठापन	investiture
एंटीमैटर	antimatter
मंदारिन	mandarin
हर्ज़ेगोविना	herzegovina
सोलारिस	solaris
बूलियन	boolean
ओवरलैप	overlap
रोता	cry
सैड	sad
मिनर्वा	minerva
खायी	ate
स्लेव	slave
स्लेव	slaves
किटी	kitty
क़ादरी	quadri
ऐंथ्रासाइट	anthracite
सफीना	safina
चयनकर्ताओं	selectors
फ्राइडमैन	friedman
देरिदा	derrida
आइवरी	ivory
नागोया	nagoya
स्तालिनवाद	stalinism
जीयूआई	gui
अज़ेरी	azeri
बेचारे	poor
चरकस	adyghe
मज़ेदार	fun
मज़ेदार	funny
चासर	chaucer
मंदनाड़ी	bradycardia
फेडरर	federer
दरोगा	inspector
ग्रेनाडा	grenada
मोनी	moni
सादिक	sadiq
मियाओ	miao
उत्तरदाताओं	respondents
कार्ली	carly
क्रुप	krupp
हाउंस्लो	hounslow
बन्नी	bunny
सूत्रकृमि	nematode
कोरम	quorum
लीनियस	linnaeus
बैरोमीटर	barometer
तिगुना	triples
मोलस्क	moluccas
सर्जियो	sergio
स्टोकर	stoker
यालू	yalu
चाई	chi
चाई	chai
ब्रैग	bragg
डैड	dad
रूमा	ruma
शरीरिक	manifests
गोटेबोर्ग	göteborg
एनकोडर	encoder
कांधार	kandahar
स्वेन	sven
साभार	credits
आबनूस	ebony
बुनकरों	weavers
बड़प्पन	superiority
तातारस्तान	tatarstan
नियमितता	regularity
लारी	lorry
स्विचफुट	switchfoot
मरिया	maria
होक्काइदो	hokkaido
घुलमिल	merrily
चेतावनियाँ	alerts
चेतावनियाँ	warnings
सृजनकर्ता	generator
एनवायरनमेंट	environment
वेरोना	verona
प्यासी	thirsty
जमील	jamil
सिले	stitched
व्योमिंग	wyoming
डोप	dope
स्वधर्म	topple
मैथ्यूज	mathews
कम्बल	blanket
वोंग	wong
एड़ियों	heels
मध्यस्थों	arbitrators
लल्ला	lalla
फ़ॉकलैंड	falkland
डुअल	dual
मोटरसाइकल	motorcycle
मोटरसाइकल	motorcycles
आस्तिकता	theism
चैपलिन	chaplin
ओक्स	oaks
ब्रिसबेन	brisbane
अनलिमिटेड	unlimited
हिटमैन	hitman
भाईचारा	brotherhood
रोमिंग	roaming
एसटीएफ	stf
एलरिच	erlich
हाइपोक्लोराइट	hypochlorite
एएसआई	ssi
टूटन	breakage
ग्लाइकोल	glycol
अदीस	addis
स्क्विड	squid
नबियों	prophets
निमन्त्रण	invitation
डोरेमोन	doraemon
प्रेयरी	prairie
जैकूज़ी	jacuzzi
डॉल	dolls
किर्क	kirk
रेज़ोल्यूशन	resolution
सुशी	sushi
शेड्स	shades
तपस्वियों	ascetics
ओलिविया	olivia
रिट्रीट	retreat
एडिथ	edith
एलिन	aylin
व्यावसायिकता	professionalism
प्रत्यर्पण	deportation
प्रत्यर्पण	extradition
धमकाने	intimidating
डिक्री	decrees
डिक्री	decree
साधुवाद	ovation
मध्यांतर	halftime
रयुक्यु	ryukyu
डॉम	dom
फासिस्ट	fascist
पैथोलॉजी	pathology
भौंकने	barking
चारपाई	bunk
क्रूसेड	crusades
कंडीशन	condition
जीलिन	jilin
कसाब	kasab
शिराक	chirac
कालातीत	timeless
बम्पर	bumper
क्यान	cyan
क्यान	guyana
यिंग	ying
लैंडमार्क	landmark
लैंडमार्क	landmarks
ओलंपियन	olympian
टेम्पलेट्स	templates
सिस्टिक	cystic
वृहस्पति	jupiter
दिवा	diva
मुक्तिवादी	liberator
कन्फ्यूशियस	confucius
समलिंगी	homophobic
ब्लैकआउट	blackout
आरोहित	mounted
लुआ	lua
रमी	rummy
एलेक्सिस	alexis
कानू	kanu
फोकल	focal
स्ट्रेट्स	stratus
सेंध	burglary
हेम्सले	hemsley
गागा	gaga
मरमेड	mermaid
कॉलिंगवुड	collingwood
छोले	chickpeas
साख़ालिन	sakhalin
लियाओनिंग	liaoning
काबिलियत	capability
वालिस	wallis
मिलो	milo
अंडरवियर	underwear
डेवीडेंको	davydenko
कोल्डप्ले	coldplay
ग़ज़ालेह	ghazaleh
गार्नेट	garnet
प्राथमिकताएं	preferences
प्राथमिकताएं	priorities
वेन्डी	wendy
कैथलीन	kathleen
एवा	eva
निरीक्षकों	inspectors
फटना	eruption
एको	eko
एको	ako
गंजे	bald
आयनमंडल	ionosphere
शरमन	sherman
रस्सियाँ	cords
सार्स	sars
उडिया	odia
सहस्वानिकी	allophone
विलेम	willem
बर्गेस	burgess
नापाक	filthy
स्केलिंग	scaling
जमघट	congestion
श्नाइडर	schneider
मेली	millie
स्लोप	regression
जैवसंश्लेषण	biosynthesis
खाज	rash
खाज	eczema
परसा	parsa
अलमारी	wardrobe
अलमारी	cupboard
लॉजिकल	logical
बेगुनाह	innocent
नशेड़ी	addict
अमुन	amun
वाइकिंग्स	vikings
हाम	ham
रेलिंग	railing
मास्लो	maslow
सिरेमिक	ceramic
तरु	amara
फाली	fali
लक्सर	luxor
मलमूत्र	excrement
मोजे	socks
मिडवेस्ट	midwest
अभिगृहीत	axiom
जुनैद	junaid
गैमीट	gametes
जहरीली	poisonous
टॉपिंग	topping
ज़ेमल्या	zemlya
एलेक्ट्रोड	electrode
चींटियों	ants
आरिफ	arif
उत्तेजनाओं	stimulation
करमान	kerman
भोली	naive
सीएनजी	cng
रिबूट	reboot
स्केट्स	skates
डॉप्लर	doppler
तख्तों	couches
तख्तों	thrones
हाइड्रेट	hydrate
हुदहुद	hoopoe
कार्नवालिस	cornwallis
शोकेस	showcase
मेंडल	mandel
सीरियन	syria
झंझट	sucks
एक्सपर्ट	expert
करघा	loom
सहानुभूतिपूर्ण	sympathetic
आईना	mirror
कोलन	colon
सताया	tortured
कद्र	appreciate
स्वालबार्ड	svalbard
पोला	pola
व्यसनी	addicted
किरायेदार	tenant
मैक्रोमीडिया	macromedia
स्लोवेनियाई	slovenia
स्लोवेनियाई	slovenian
रेडियन	radians
हिचकॉक	hitchcock
विपत्तियों	adversities
वेट्रेस	waitress
मुसलमानो	muslims
कीट्स	keats
एडीए	ada
मग़रिब	maghreb
स्टैम्प	stamp
शीर्षों	capitals
गू	goo
स्ट्रोक्स	strokes
डस्टिन	dustin
कॉर्नेलियस	cornelius
कपटी	treacherous
कपटी	pretentious
कपटी	fraudulent
कपटी	hypocrites
गुलिरमो	guillermo
ब्लैकमेल	blackmail
सालेह	saleh
हिचकिचाहट	hesitation
फ़िशिंग	phishing
फ़िशिंग	fishing
यात	yat
खुबानी	apricot
एक्वैरियम	aquariums
क्रिस्टिन	christine
कुरोसावा	kurosawa
कूरियर	courier
नूरी	nuri
डेकर	decker
