цинка	جست
посланника	نمائندہ
петля	دام
петля	لپیٹنا.
петля	شکنجہ
петля	اُبکا.
петля	بندھن.
петля	چھلّا
петля	back
петля	گھیرنا.
петля	کنڈا
петля	کنڈل.
бишоп	پیلا.
бишоп	فیل
рококо	متوازن
рококо	موسیقی
рококо	(ادب
хоуп	چاہنا
хоуп	اعتبار.
хоуп	بھروسا
хоуп	چاہنا
хоуп	اعتبار.
соединительной	سلسلہ.
соединительной	کڑی
соединительной	رابطہ
соединительной	واسطہ
клинок	تلوار.
багажа	لڑکی
багажа	عورت
оптимального	تعدیل.
нововведения	اختراع
нововведения	جدّت
изолированных	نرالا.
изолированных	انوکھا
пузырь	قعر
пузырь	کہفہ
пузырь	خیالی
ловушка	منہ
ловушка	کھٹکا
ловушка	منہ
ловушка	کھٹکا
ловушка	جال
эпоним	مقام
эпоним	ایجاد
предполагаемая	گفتہ
урду	اردو
идол	آسیب.
идол	دیوتا
гром	گرجنا
гром	گرج
гром	رعد
незначительным	معمولی.
незначительным	لغو.
незначительным	لایعنی
незначительным	غیراہم
незначительным	ناچیز.
незначительным	معمولی
стресс	اصرار
стресс	بل
стресс	میکانیکی
лифт	off
лифт	(بادل
лифт	اٹھنے
лифт	ابھرنے
лифт	موافق
лифт	ابھرنا
лифт	دنبال
ехал	گروہ
ехал	ہجوم-
ехал	ریوڑ.
оскорблять	خرابی.
оскорблять	خرابی.
оскорблять	ہتک
приготовление	تیاری
приготовление	آمادگی
приготовление	مستعدی.
приготовление	طبّاخی.
коллективные	مشمولہ
коллективные	متفقہ
коллективные	مشترک
коллективные	عمومی
коллективные	کُلّی
коллективные	اجتماعی
коллективные	مشمولہ
коллективные	مجموعی
коллективные	متفقہ
коллективные	مشترک
коллективные	عمومی
коллективные	کُلّی
коллективные	اجتماعی
пророчества	عمل.
пророчества	خصوصیت
пророчества	عمل.
пророчества	خصوصیت
пророчества	کہانت
иллюзия	توہمات.
иллюзия	التباس
иллюзия	اشتباہ
утилизации	بحالی
утилизации	بازیابی
личинка	سَنک
личинка	واہمہ.
личинка	خبط
личинка	غوکچہ.
полноту	استیعاب
полноту	اتمام
весело	پُرلطف
весело	تفریح
весело	پُرلطف
весело	شوروغوغا
мышца	پٹّھا
мышца	قوت.
мышца	پٹّھا.
мышца	مچھلی.
мышца	پٹّھا
мышца	عضلہ
мышца	قوت.
мышца	پٹّھا.
мышца	مچھلی.
промо	تشہیر
промо	اشتہار.
сиденья	بٹھانا
сиденья	متمکن.
сиденья	کرسی
сиденья	چوتڑ
сиденья	اسٹول
сиденья	تہ
сиденья	کھپانا.
сиденья	گاڑی
сиденья	نشست
сиденья	نشستہ
сиденья	بٹھانا
сиденья	متمکن.
сиденья	کرسی
сиденья	چوتڑ
сиденья	آسن
сиденья	اسٹول
сиденья	تہ
сиденья	کھپانا.
сиденья	گاڑی
сиденья	نشست
сиденья	نشستہ
шедевр	شاہکار.
лимит	احاطہ
лимит	سرحد.
хранителя	متولّی
поршня	فشارہ.
пети	صغیر
напарник	ساتھی
напарник	ساجھا
напарник	ساتھی
напарник	ساجھی
напарник	ساجھا
проекция	تظلیل.
проекция	ابھارنے
зарплата	تنازع
зарплата	عقوبت-
зарплата	بدلہ
шестьдесят	lx)
шестьдесят	lx
вставка	مضمون
вставка	into
вставка	سمانا
вставка	بٹھانا.
вставка	جمانا
пират	تصنیف
крытый	داخلی
крытый	خانگی
аут	(داغ
аут	ہرادینا.
аут	ظاہر-
аут	ڈانٹ
аут	(آگ
аут	معروف-
аут	نیل
аут	لاموجود
аут	دور
аут	(داغ
аут	ہرادینا.
аут	ظاہر-
аут	ڈانٹ
аут	(آگ
аут	معروف-
аут	نیل
аут	لاموجود
аут	دور
аут	باہر
грубый	چھدرا
грубый	بینڈا
грубый	سستا.
грубый	گھٹیا
грубый	کھُردرا
грубый	گستاخانہ
грубый	فحش
грубый	رکیک
грубый	بھرپور
грубый	چالو
грубый	اچانک
грубый	بھولا
грубый	گستاخ
грубый	نفاست
паника	دہشت
ограниченные	محدود
ограниченные	کم
ограниченные	تھوڑا
сенна	سنا
предполагаемый	گفتہ
провокация	دام
провокация	تزویر.
солидарность	اتحاد
предстоящей	بولنے
монументальной	یادگار
джунглях	ابتر
джунглях	پیچیدہ
портфеля	خریطہ
стилистические	اسلوب
стилистические	انداز
жажда	تشنگی.
жажда	ہوس.
жажда	پیاس
жажда	تشنگی.
жажда	ہوس.
жажда	تشنہ.
жажда	سوکھا
жажда	تشنہ.
жажда	پیاسا
жажда	سوکھا
слушания	اظہارات
анекдот	قصہ
анекдот	واقعہ.
подумайте	غور
подумайте	(بعدہ
подумайте	فکر
подумайте	سوچ.
враждебно	ناموافق.
отвлечь	باؤلا
отвлечь	بھٹکانا.
незаконных	اصول
незаконных	مستقل
незаконных	استثنائی
фактическая	واقعی
фактическая	صحیح
фактическая	درست.
фактическая	موجود
фактическая	اصلی
фактическая	حاضر
фактическая	موجود
фактическая	حقیقی
фактическая	اصلی
фактическая	حاضر
лексикон	لغت
щелочных	القلی
сопоставление	مشابہت
сопоставление	مماثلت
кузен	تربور
удача	اتفاق
удача	مقّدر.
удача	بختاوری
тишина	خاموشی
тишина	متین.
тишина	سادہ
тишина	سکون
тишина	ساکن
тишина	ٹھہراؤ.
тишина	خاموش
тишина	خاموشی
тишина	متین.
тишина	سادہ
тишина	سکون
тишина	ساکن
тишина	ٹھہراؤ.
тишина	رازداری
тишина	بھول.
тишина	نسیان
тишина	سنّاٹا.
тишина	رازداری
тишина	بھول.
тишина	خاموشی
тишина	نسیان
тишина	سنّاٹا.
листинг	حاشیہ
листинг	جدول.
листинг	فہرست
листинг	باڑ
смертельная	مہلک.
смертельная	مردنی
смертельная	انتہائی
смертельная	ظالم
смертельная	بالکل
смертельная	ازحد
смертельная	نہایت
смертельная	سفّاک.
смертельная	افسردہ.
смертельная	قاتل
смертельная	مہلک
лех	عیاش
отказать	فالتو
отказать	ردّی.
отказать	فالتو
отказать	ردّی.
отказать	پھوک
отказать	ماننے
отказать	مکرنا
грамотность	خواندگی.
пин	ٹن
пин	ٹھن
пин	لنبوتری
пин	کانٹی
пин	بروچ.
пин	up
фьюри	طوفان
фьюри	ہیجان
фьюри	ہلچل.
фьюри	جھکّڑ
составных	مخلوط
составных	مخلوط.
составных	مرکب
пепел	پیلی.
усилие	کارنامہ
усилие	کارنامہ
усилие	کوشش
усилие	اہمیت
усилие	دھکیلنا
усилие	تاثیر
усилие	آبشار.
усилие	قدرت.
усилие	اثر
усилие	قوت
усилие	حق
усилие	دباؤ
усилие	اہمیت
усилие	دھکیلنا
усилие	تاثیر
усилие	آبشار.
усилие	قدرت.
усилие	اثر
усилие	قوت
усилие	حق
усилие	زبردستی
усилие	زور
усилие	دباؤ
препятствие	رکاوٹ
препятствие	مزاحمت
препятствие	بندش
препятствие	رکاوٹ
препятствие	مزاحمت
препятствие	رکاوٹ.
препятствие	اڑنگا
азот	نائٹروجن
профсоюз	اتفاق
профсоюз	اتحاد
профсоюз	ملاپ
профсоюз	شادی
безопасное	معتبر
безопасное	یقینی
бедные	معمولی
бедные	کچا
бедные	گھٹیا
бедные	مفلس
бедные	نادار
бедные	معمولی
бедные	کچا
бедные	گھٹیا
бедные	مفلس
бедные	غریب
приматов	میمون
приматов	لیمور
изгнать	تنظیم
изгнать	عمارت
монастырские	درویشانہ
монастырские	راہبانہ
монастырские	راہب
шифрование	رمزنگاری
палубу	فرش
одновременное	متفق
одновременное	ساتھی.
одновременное	متوارد
одновременное	متوازی
инструктора	اخوند.
инструктора	معلّم
инструктора	استاد
инструктора	آموزگار
бетон	اصلی
бетон	ریت
бетон	واضح
бетон	بٹھانا.
бетон	کیفیت
непрерывный	مسلسل
непрерывный	قواعد
шахту	کلک
шахту	ذکر
шахту	(بعدہ
шахту	ستون
шахту	سخت
специфику	تخصیص
противоречивые	اِبائی
противоречивые	انکاری
противоречивые	تردیدی.
учет	محاسبی.
умышленно	بالعمد
умышленно	بالعمد
умышленно	قصداً
умышленно	عمداً.
умышленно	دانستہ
умышленно	بالارادہ
должное	نذر
должное	ستائش
чейз	پیچھا
чейз	پستول
чейз	جدوجہد
чейз	بھگانا
чейз	پیچھا
чейз	پستول
чейз	تعاقب
чейз	جدوجہد
чейз	بھگانا
инсульт	وار
инсульт	چوٹ
инсульт	ضرب
покер	لکڑی
пророчество	عمل.
пророчество	خصوصیت
пророчество	عمل.
пророчество	خصوصیت
пророчество	کہانت
сатирик	ہجوگو.
головоломки	مشکل
головоломки	معمّا
головоломки	چیستاں
головоломки	بجھارت.
инфекция	چھوت
ревель	(بعدہ
переключение	نکیلی
переключение	ہلکی
переключение	مارنا
ожерелье	مالا
куин	بیگم.
куин	مفعول.
куин	ہیجڑا
фанк	بزدل
фанк	دہشت.
фанк	خوف
фанк	دبکنا
фанк	ڈرنا
фанк	بوداشخص.
фанк	ہراس
элементарные	سادہ
элементарные	بنیادی
элементарные	صاف
элементарные	سوکھتا
элементарные	ناپختہ
элементарные	بنیادی
элементарные	ابتدائی
элементарные	گلتا
геральдика	تقریبات
геральдика	ٹھسّا.
геральдика	تشریفات
яхта	بادبانی
достойная	ستھرا
достойная	پاکیزہ.
достойная	معتبر
достойная	مناسب.
достойная	مخیّر
достойная	مہربان
достойная	حضرت
достойная	معزز
достойная	حضرت
достойная	لائق
достойная	معزز
иглы	بپھراہٹ
иглы	اڑواڑ
иглы	بننا
иглы	سینا
иглы	چھیدنا
иглы	پینا
иглы	بھڑکانا
иглы	تکلا
иглы	گھنٹے
иглы	کروشیا.
иглы	سنبا
иглы	بپھراہٹ
иглы	اڑواڑ
иглы	بننا
иглы	سینا
иглы	چھیدنا
иглы	پینا
иглы	بھڑکانا
иглы	تکلا
иглы	گھنٹے
иглы	کروشیا.
иглы	سوزن
иглы	سنبا
контраст	موازنہ
божественная	ربّانی
божественная	متبرک
божественная	خداوندی
божественная	مقدس
божественная	الُوہی
божественная	وجدان
божественная	قیاس
божественная	طباع
божественная	خدایانہ
этнологии	نسلیات
блестящая	چمکیلا
легкие	شش.
легкие	پھیپھڑا
легкие	جانور
мегафон	بھونپو
бедность	کمی.
бедность	کمتری
бедность	کمینگی.
бедность	مفلسی
бедность	کمی.
бедность	غریبی
бедность	ناداری
бедность	کمتری
бедность	کمینگی.
бедность	مفلسی
жидкий	رواں.
жидкий	شفاف
жидкий	کھلا
жидкий	ترل
жидкий	ہوا
жидкий	ہائڈروجن)
жидкий	ُسریلی
жидкий	رواں.
жидкий	سیّال
жидкий	شفاف
жидкий	کھلا
жидкий	ترل
жидкий	رقیق
жидкий	ہوا
жидкий	ہائڈروجن)
жидкий	ُسریلی
номинальной	(رقم
номинальной	قیمت
мосс	کائی
глупость	حماقت
пьедестал	ٹکانا
пьедестал	جمانا
пьедестал	سہارنا.
пух	اداکاری
пух	چمکانا.
пух	رُئواں
пух	چھچّی.
ответчик	(بعدہ
параграф	پارا.
объективности	معروضیت
ига	محکومی
ига	بہنگی
ига	ملاپ
ига	چولی.
жесткие	سخت
жесткие	کڑا
жесткие	سخت
жесткие	کڑا
жесткие	کٹّر
землевладелец	زمیندار.
прогулка	ٹہلنا
посланником	نمائندہ
плотный	گنجان
плотный	گاڑھا
плотный	گنجان
плотный	گاڑھا
плотный	کثیف
плотный	گھنا
профессионализм	لیاقت
феи	امرد
феи	نازک
феи	اپسرا.
феи	امرد
феи	نازک
феи	اپسرا.
феи	پری
блум	شادابی
блум	رعنائی
терминатор	مختتم
терминатор	ختم
жестокой	متشدّد
жестокой	شدید
жестокой	اڑیل
жестокой	مشین)
жестокой	سخت
отставание	منڈھائی
отставание	پوشش
отставание	دھرلینا.
отставание	حاجب.
отставание	تاخیر.
отставание	بقایا
стакан	سوڈے
стакан	لگانا.
идеологических	حکمیاتی
идеологических	فکریاتی
опасное	مخدوش.
опасное	خطرناک
опасное	مخدوش.
систематического	عادی
систематического	باقاعدہ
поглощение	انہماک
поглощение	استغراق
таш	مونچھ
таш	بروت
плагиат	خیال
плагиат	انتحال
мостик	land-bridge
желтый	بزدلانہ.
желтый	(چہرہ
желтый	زرد
желтый	بزدلانہ.
желтый	(چہرہ
восемнадцать	xviii
восемнадцать	xviii
смертельный	مہلک.
смертельный	مردنی
смертельный	انتہائی
смертельный	ظالم
смертельный	بالکل
смертельный	ازحد
смертельный	نہایت
смертельный	سفّاک.
смертельный	افسردہ.
смертельный	قاتل
смертельный	مہلک
застрелил	توپ
застрелил	ہموار.
желтые	بزدلانہ.
желтые	(چہرہ
желтые	زرد
желтые	بزدلانہ.
желтые	(چہرہ
служанка	ملازم
служанка	نوکر
служанка	پیرو
служанка	خادم
служанка	مّتبع
служанка	نوکرانی.
скажи	بتانا
скажи	شرکت
скажи	بولنا
скажи	محوّلہ
представителю	مثال.
представителю	عیوضی.
представителю	(بعدہ
представителю	نمونہ
торн	سول.
торн	خار
торн	سول.
торн	کانٹا
серьезный	اہم
серьезный	معقول.
серьезный	معتبر
серьезный	اہم
серьезный	معقول.
серьезный	معتبر
серьезный	سنجیدہ
серьезный	متین
апокалипсис	القا
апокалипсис	وحی
спровоцировать	اکسانا.
спровоцировать	چھیڑنا
спровоцировать	لبھانا
спровоцировать	تحقیقات
лом	کسنی.
лом	کسنی.
лом	سبّل
обладание	عملداری.
обладание	جائیداد
обладание	ملکیت.
обладание	دولت
обладание	اثاثہ
обладание	تصرّف
обладание	عملداری.
обладание	قبضہ
обладание	جائیداد
обладание	ملکیت.
обладание	دولت
обладание	اثاثہ
обладание	تصرّف
геометрических	(ڈیزائن
геометрических	ہموار
геометрических	نقشے
веселый	مرغوب
веселый	رسم.
веселый	رنگیلا
веселый	بجائے
веселый	مگن
веселый	ضیافت
веселый	خوشگوار
веселый	دعوت
веселый	تقریب
веселый	پچکارنا.
веселый	بہت
срыв	سقوط
срыв	بگڑنا
оззи	آسٹریلوی.
оззи	آسٹریلیا
четвертой	چوتھا
четвертой	چہارم.
несправедливо	غیرمنصفانہ.
несправедливо	دھاندلی
пульт	idea
пульт	مدّھم
элементарной	خالص
элементарной	لازمی
элементарной	بنیادی
элементарной	ناگزیر
дыра	رستہ
дыра	کٹیا
дыра	تکیہ
дыра	سوراخ.
дыра	پیالی
дыра	سوراخ
дыра	کٹھڑیا.
дыра	نالی
дыра	چھید
дыра	رستہ
дыра	کٹیا
дыра	تکیہ
дыра	سوراخ.
дыра	پیالی
дыра	سوراخ
дыра	کٹھڑیا.
дыра	نالی
детектор	روشناس
перевозка	وجد
оптимальный	تعدیل.
увольнение	خاتمہ
увольнение	اختتام.
увольнение	موقوفی
увольнение	برخاستگی
увольнение	موقوفی
утечки	تفریح
утечки	رسنے
девятое	نواں.
бункер	کھلیان
бункер	اٹالا
жестокое	ایذارساں
жестокое	(‎crueler
холод	جوش
холод	بالکل
холод	جذبہ
холод	مہر
холод	زکام
холод	مدّھم
холод	یکلخت
холод	شیتل
холод	جوش
холод	سرد
холод	بالکل
холод	جذبہ
холод	بارِد
холод	نزلہ
холод	مہر
холод	زکام
холод	مدّھم
холод	یکلخت
холод	شیتل
жесткий	ہٹیلا
жесткий	اکھڑ
жесткий	اڑیل
фехтовальщик	پھکیت
фехтовальщик	پھکیت
фехтовальщик	تلوریا
нарисовать	پہنچنا
нарисовать	جاذبیت
нарисовать	بڑھنا
нарисовать	سمانا
нарисовать	تننا.
нарисовать	چلنا
нарисовать	حافظے
нарисовать	لبھانا
нарисовать	لکھنا
нарисовать	کھینچنے
нарисовать	(ست
крыса	بھگوڑا
крыса	(بعدہ
крыса	موش
коллективное	مشمولہ
коллективное	متفقہ
коллективное	مشترک
коллективное	عمومی
коллективное	کُلّی
коллективное	اجتماعی
коллективное	مشمولہ
коллективное	مجموعی
коллективное	متفقہ
коллективное	مشترک
коллективное	عمومی
коллективное	کُلّی
коллективное	اجتماعی
бесконечное	لاتعداد.
бесконечное	کامل.
бесконечное	زبردست
бесконечное	عظیم
бесконечное	لامحدود
бесконечное	لاتعداد.
бесконечное	کامل.
бесконечное	زبردست
бесконечное	عظیم
бесконечное	(پیٹی
бесконечное	لامتناہی
бесконечное	مسلسل
бесконечное	مال
бесконечное	دوامی
свиток	دستاویز
свиток	طومار.
свиток	پارچہ
атрибут	امتیاز
атрибут	خصوصیت
атрибут	صفت
блондинка	بھورے
паразитов	گھٹیا
изображать	نقّالی.
бегать	چالو
бегать	رواں-
бегать	متواتر-
исключительные	استثنائی.
исключительные	نمایاں.
травянистые	نباتی.
амплитуда	چوڑائی
амплитуда	وفور.
амплитуда	کشادگی
предсказание	عمل.
предсказание	خصوصیت
предсказание	عمل.
предсказание	خصوصیت
предсказание	کہانت
спираль	چکّردار
спираль	مرغولہ
незаконное	حرام
регулярная	منظم
регулярная	مستقل
регулярная	ثقہ
регулярная	منضبط.
регулярная	مربوط
регулярная	مثالی-
регулярная	ہموار-
регулярная	مکمل
сцепления	اتصال.
сцепления	جوڑ
сцепления	منسلک
сцепления	ملحق
антагонист	مخالف
антагонист	حریف.
законность	استحقاق
законность	جواز
отключение	علاحدگی
фин	پر
получите	احمق
получите	سیکھنا
получите	موقع
получите	بدّھو.
получите	سمجھنا
получите	جننا
получите	بھاگو
получите	کمانا
получите	احمق
получите	پانا
получите	سیکھنا
получите	موقع
получите	بدّھو.
получите	سمجھنا
получите	جننا
получите	بھاگو
получите	کمانا
ест	خوراک
частичный	متعصب
частичный	جزوی.
частичный	نامکمل
частичный	جانبدار
частичный	دلدادہ.
директива	ہدایتی
люкс	مرغوب
люкс	تعیش
материя	محسوس
материя	مرئی
материя	نفس
материя	ریم.
материя	مذکور.
материя	سبب.
материя	قصّہ
материя	معاملہ
материя	محسوس
материя	مرئی
материя	نفس
материя	مواد
материя	ریم.
материя	مذکور.
материя	سبب.
материя	قصّہ
материя	معاملہ
консервативные	باکفایت
консервативные	محتاط.
очевидная	آشکار
очевидная	بیّن
очевидная	جلی.
очевидная	واضح
очевидная	آشکار
очевидная	بیّن
очевидная	جلی.
очевидная	عیاں
очевидная	واضح
поделиться	حصّہ
поделиться	خیال
поделиться	(بعدہ
поделиться	شریک
рвота	استفراغ
рвота	ابکنا.
рвота	قے
рвота	ڈاکنا.
рвота	استفراغ
рвота	ابکنا.
рвота	قے
рвота	ڈاکنا.
рвота	اُلٹی
конус	مخروط.
окончательная	معاہدہ
рулевой	چلانا
рулевой	ناخدا.
рулевой	ملاح
частое	کثیر
частое	تیز
частое	عادی
частое	کثیرالوقوع.
заказать	آیونک
заказать	کارنتھین
заказать	قسم
заказать	(خدا
заказать	فرمان
заказать	آیونک
заказать	کارنتھین
заказать	ترتیب
заказать	قسم
заказать	(خدا
суровый	ناملائم
суровый	ناخوشگوار.
суровый	ظالمانہ.
суровый	درشت
суровый	ناملائم
суровый	ناخوشگوار.
суровый	ظالمانہ.
суровый	سخت
суровый	درشت
кладка	(masonry)
бун	قریبی
бун	فائدہ
бун	انعام
бун	نفع
бун	مرحمت
бун	برکت
бун	گہرا
осознание	شعور
осознание	شعور
осознание	آگاہی
объединиться	طبیعی
структурная	ساخت
расхождение	فرق
расхождение	اختلاف
вечности	دوام
четвертая	چوتھا
четвертая	چہارم.
стенд	لاگو
стенд	خانہ
стенд	الماری
стенд	قیام.
стенд	سکوت
стенд	چالو
стенд	اڈا
возьмите	پانا
возьмите	کھانا
возьмите	اڑالینا
возьмите	سمجھنا
возьмите	پکڑنا
возьмите	چُننا
возьмите	آزمانا
возьмите	ڈالنا
возьмите	کمانا
возьмите	چاہنا
ярлык	کارڈ
ярлык	چٹھی
декор	تزئین.
декор	آرائش
декор	تزئین.
злокачественных	موذی
злокачественных	منحوس
злокачественных	سرطانی.
злокачественных	خبیث
злокачественных	مہلک
задолженности	اْدھار.
задолженности	اْدھار.
задолженности	قرض
задолженности	دین
вдохновение	اصول
вдохновение	شخص
вдохновение	وحی
вдохновение	نزول
вдохновение	سماوی.
вдохновение	القا
подавляющего	حاوی
подавляющего	غالب.
неверные	جھوٹا
сонни	بیٹا.
сонни	خوردگان
пирог	انڈا
пирог	مکھن
пирог	افراتفری.
символическое	رمزی.
символическое	علامتی
символическое	رمزی.
результативность	ٹکراؤ.
результативность	اثر
результативность	دابنا.
результативность	جکڑنا
удобное	کارآمد.
перестановки	ملانا
перестановки	پھینٹنے
эпизодических	سانحاتی.
эпизодических	واقعاتی
оплатить	انعام
оплатить	چکانا.
оплатить	انعام
оплатить	چکانا.
оплатить	تنخواہ
юрисдикция	عملداری.
юрисдикция	دادگستری.
масштабов	جسامت.
масштабов	بڑائی.
масштабов	حجم
ждём	انتظار.
недостаточное	نارسا
недостаточное	کمتر.
недостаточное	ناکافی
недостаточное	نارسا
недостаточное	کمتر.
престиж	عزت
престиж	رسوخ
престиж	اقتدار
престиж	عزت
престиж	وقار
престиж	رسوخ
престиж	اقتدار
акров	میدان.
акров	ایکڑ.
конфискации	ضبطی
недостаточная	نارسا
недостаточная	کمتر.
недостаточная	ناکافی
недостаточная	نارسا
недостаточная	کمتر.
допрос	جرِح
допрос	سوال
допрос	استفسار.
прыгать	from
прыгать	اچھلنا
прыгать	کدانا
прыгать	اضطراب.
прыгать	چھلانگ.
прыгать	in
прыгать	چڑھنا
прыгать	قیمتوں
прыгать	چڑھانا.
прыгать	from
прыгать	اچھلنا
прыгать	کدانا
прыгать	زقند
прыгать	اضطراب.
прыгать	چھلانگ.
прыгать	in
прыгать	چڑھنا
прыгать	قیمتوں
прыгать	چڑھانا.
телеграф	دوڑ
воображение	متخیلہ
воображение	سوچنے
советовал	مناسب
советовал	معقول
монополии	احتکار
монополии	اجارہ.
выборка	مثال.
выборка	آزمانا.
выборка	نظیر
кинжал	نکیلا
кинжал	طباعت
тьма	ظلمت
тьма	ظلمت
тьма	تاریکی
закупки	فراہمی
закупки	حصول
пони	ٹٹّو
функционер	کارکن
трансформация	تحوّل
трансформация	تقلیب.
патента	نوایجاد
патента	اختراعی
патента	بیّن
патента	(دریا
патента	واضح.
патента	ابدائی.
афганская	افغانی
динь	جلسہ
динь	تقریب
мейсон	اینٹوں
мейсон	معمار.
яму	رخنہ.
яму	رخنہ.
яму	گڑھا
предпринимательство	مہم
скорпион	بچھو
жилье	تحفظ
жилье	خطرے
жилье	آڑ
жилье	بچاؤ
жилье	پناہ
жилье	تحفظ
жилье	خطرے
жилье	آڑ
жилье	بچاؤ
лазарет	شفاخانہ.
паралич	فالج
проституция	قحبگی
проституция	تخریب
консолидации	استحکام
квест	for
квест	مدعا
квест	مقصد
квест	جستجو
квест	تلاش
квест	for
квест	مدعا
квест	مقصد
квест	جستجو
непрерывное	مسلسل
непрерывное	قواعد
секретная	خفیہ
секретная	خفیہ
секретная	پوشیدہ
секретная	راز
взрослая	فحش
взрослая	جوان
взрослая	فحش
взрослая	بالغ
охват	مقصد
охват	بڑھنا.
охват	پھیلانا
охват	(بعدہ
охват	دسترس
охват	پہنچنا
охват	پانا
охват	پہنچ
охват	بڑھنا.
охват	پھیلانا
охват	(بعدہ
охват	رسائی
охват	دسترس
ударить	سیدھا
демонстрировать	سمجھانا
демонстрировать	مظہر
телугу	تلگو.
кенгуру	کنگرو
новинка	اچھوتا
новинка	حالیہ.
новинка	نودیدہ
новинка	عجیب.
новинка	جدید
новинка	اچھوتا
новинка	حالیہ.
новинка	نودیدہ
новинка	اجنبی
новинка	عجیب.
новинка	جدید
новинка	ابدائ.
шепард	راعی.
шепард	چرواہا
шепард	گڈریا
шепард	راعی.
бухгалтер	محاسب
бухгалтер	کھاتا
сопротивляться	روکنا.
кэт	گربہ
кэт	بلاؤ
кэт	cat-o'-nine-tails.
кэт	بلّی
кэт	جلنے
наброски	منصوبے
наброски	گھیرا
неуместно	ناموزوں
кривизны	خمیدگی.
кривизны	گولائی
кривизны	خمیدگی.
энергично	سرگرم
энергично	مستعد
предлог	حیلہ
предлог	بہانہ.
сорвать	حوصلہ
сорвать	لوٹنا.
сорвать	ولولہ.
сорвать	کھینچنا
сорвать	کلیجی
сорвать	حوصلہ
сорвать	نوچنا
сорвать	لوٹنا.
сорвать	ولولہ.
сорвать	کھینچنا
сорвать	کلیجی
чат	(chatted
генетический	ابتدا
пластиковые	مٹّی
пластиковые	لچکیلا.
пластиковые	ملائم
пластиковые	ملائمہ.
пластиковые	بناوٹی
деградации	تنّزل
деградации	تذلیل
деградации	تنّزل
заката	اندھیرا.
заката	سایہ
медленный	تدریجی
медленный	سست.
медленный	متأمل
медленный	مندا
медленный	تدریجی
медленный	سست.
медленный	متأمل
орехи	سنکی.
ром	مشکل
ром	انوکھا
ром	اجنبی
ром	انجانا.
ром	خطرناک.
фактические	واقعی
фактические	صحیح
фактические	درست.
фактические	موجود
фактические	اصلی
фактические	حاضر
фактические	موجود
фактические	حقیقی
фактические	اصلی
фактические	حاضر
драматургия	تمثیلیات
великолепная	شاندار
симптом	سراغ.
избыток	نازیبا
избыток	تجاوز.
избыток	زیادتی
склонения	تحریص
склонения	تشویق.
нейтрино	نیوٹرینو
гибкость	سیدھا
гибкость	لچکدار
гибкость	لچکداری
упаковке	باندھنے
упаковке	لپیٹنے
евразийского	یوریشیائی
безумие	دیوانہ.
безумие	جنون
безумие	دیوانگی
безумие	جنون
безумие	دیوانگی
табу	مردود
табу	بندش
табу	ممانعت
табу	تحدید
табу	مقدّس
табу	مردود
табу	بندش
табу	ممانعت
табу	تحدید
табу	مقدّس
табу	ممنوع
сноу	over
сноу	پھیلنا.
морда	نکو.
морда	مُخبر.
морда	تھوتھنی.
джой	تسلی
джой	شادمانی
джой	تسلی
умножение	بڑھوتری.
умножение	افزونی
умножение	ازدیاد
капрал	جسمانی
борода	ریش
борода	بالو
борода	بانجر
борода	ریش
борода	داڑھی
борода	بالو
борода	بانجر
бесконечные	(پیٹی
бесконечные	لامتناہی
бесконечные	مسلسل
бесконечные	مال
бесконечные	دوامی
упразднение	موقوفی.
воздерживаться	پرہیز
воздерживаться	احتراز
воздерживаться	(بعدہ
отчуждения	تصّرف.
отчуждения	منصوبہ.
отчуждения	فرمان
отчуждения	بندوبست.
отчуждения	سبھاؤ.
отчуждения	ضابطہ
отчуждения	اختیار
отчуждения	نظم
отчуждения	تصّرف.
отчуждения	منصوبہ.
отчуждения	فرمان
отчуждения	بندوبست.
отчуждения	طبیعت
отчуждения	سبھاؤ.
отчуждения	ضابطہ
отчуждения	اختیار
отчуждения	نظم
аллегория	رمز.
аллегория	ڈراما
аллегория	علامت
аллегория	نظم
аллегория	رمز.
аллегория	ڈراما
аллегория	مجاز
аллегория	علامت
аллегория	نظم
терпение	استقلال
терпение	ہمت
терпение	دلآزاری
терпение	قدرت.
терпение	رواداری.
терпение	تکلیف
терпение	درگزر
терпение	ضبط
терпение	تحمل
терпение	استقلال
терпение	صبر
терпение	ہمت
терпение	دلآزاری
терпение	قدرت.
терпение	رواداری.
терпение	تکلیف
терпение	درگزر
терпение	ضبط
терпение	تحمل
апартеида	علاحدگی.
выброс	چھوڑنے
ясность	صاف
благотворительная	خیراتی
благотворительная	سخی
благотворительная	کرم
благотворительная	رعایت
благотворительная	عطا
джунгли	ابتر
джунгли	پیچیدہ
наложение	چھانا
наложение	(چھاپے
наложение	ڈھانپنا.
корова	بات
сцепление	پکڑ
сцепление	شکنجہ.
щитовидной	سپری
восхищение	توصیف
восхищение	تعریف
восхищение	توصیف
раскрывать	بتانا
иммунной	to
иммунной	مستثنیٰ
колдун	ساحر.
примите	عہدے
примите	ہنڈی
примите	(الف)(رائے
примите	چاہنا
примите	عہدے
примите	ہنڈی
примите	ماننا
примите	(الف)(رائے
примите	چاہنا
редакционного	اداریہ
прощение	درگزر.
прощение	معافی
тупой	ناسمجھ
тупой	اصم
тупой	عمل)
тупой	جاہل.
тупой	گپت
погибнуть	بگڑنا
тормоз	جھاڑی
тормоз	سرخس
