और	и
एपिस्कोपल	епископальной
कोहलर	колер
तिजारत	торговаться
तिजारत	сделка
यवेस	ив
नुएवो	nuevo
कोलाज	коллаж
जिनी	джини
जिनी	джинн
लेगो	лего
कालेब	калеб
आभासीकरण	виртуализации
क्वासर	квазар
चुटकुला	шутка
प्रोम	выпускной
कंजूस	скупой
कंजूस	подлый
जूम	масштаб
जूम	увеличить
जूम	зум
ब्रे	брей
ड्योढ़ी	проход
इरोस	эрос
ब्रेंडा	бренда
क्ली	клее
हैंडबॉल	гандбол
मैककॉय	маккой
डिकोडिंग	декодирование
कुरा	кура
डिबगिंग	отладки
रैडिसन	radisson
मोरो	моро
बेयोंस	бейонсе
विटास	витас
टैटम	татум
निसा	ниса
पार्थिया	парфянский
यूलिया	юлия
यूलिया	юля
कुंठाओं	разочарования
सेड्रिक	седрик
धैर्यपूर्वक	терпеливо
प्रतिस्पर्धात्मकता	конкурентоспособность
प्रतिस्पर्धात्मकता	конкурентоспособности
तकियों	подушка
तकियों	подушку
क्लिफ्टन	клифтон
एलीन	айлин
मैक्लीन	маклейн
अनबार	анбар
रंज	скорбь
रंज	горе
एशले	эшли
बेहाल	исчерпаны
हरकारे	предвещает
बुरहानुद्दीन	бурхануддин
सेल्टिक्स	селтикс
हुसर्ल	гуссерль
क्वर्टी	qwerty
लूज	лус
बोर्जेस	боржес
न्या	ня
मैरियट	marriott
मुहानों	эстуарии
डायने	даян
डायने	диана
कैसेट्स	кассеты
हुबेई	хубэй
अंगरखा	туника
विसेंट	висенте
स्पिट्जर	спитцер
अर्मावीर	армавир
द्विचर	двоичный
खालें	шкуры
फ़ूका	фука
पिलर	пилар
पीसीआई	pci
टैब्स	вкладки
गोमेद	оникс
जनप्रतिनिधि	представитель
जनप्रतिनिधि	представителю
जनप्रतिनिधि	представителя
ज़मान	заман
बेबे	биби
बेबे	детка
ईवेंट	события
ईवेंट	мероприятия
ईवेंट	мероприятие
ईवेंट	событие
निकोलय	николай
प्लाटून	взвод
भंडाफोड़	попался
टेनीसन	теннисон
तुंगुस्का	тунгуска
मिरी	мири
मार्सेलो	марсело
पर्यावरणवादी	эколог
न्यूरोलॉजी	неврологии
ब्राहे	браге
वॉकमैन	плеер
पिरान्हा	пиранья
इफ़तेरा	изобрести
केमिस्ट	химик
पिक्स	pix
एडोस	eidos
उच्चिष्ट	maxima
सूझोऊ	сучжоу
मॉडरेटर	ведущий
मॉडरेटर	ведущая
मॉडरेटर	модераторы
पेट्री	петри
नाउरू	науру
गुन्नार	гуннар
वीपीएन	vpn
गारिबाल्दि	гарибальди
बस्सी	басси
ऐन्टिमोनी	сурьмы
पिनो	пино
पलटी	перевернулся
मेह	мя
द्विरूपता	диморфизм
रप	рапа
सेल्युकस	селевк
वॉलफ्रेम	вольфрам
सीएनएस	цнс
इण्डियम	индий
कावासाकी	кавасаки
अंतर्विरोधों	противоречия
अंतर्विरोधों	противоречий
पोल्का	полька
एसएमटीपी	smtp
रेयेस	рейес
बिजनेसमैन	бизнесмен
दन	дан
दन	дэн
रोया	плакал
रोया	плакала
रोया	плакали
तकिए	подушки
फारगो	фарго
सालमन	соломон
सालमन	соломоновых
सालमन	соломона
मॉरिटानिया	мавритания
मॉरिटानिया	мавритании
मॉड्यूल्स	модули
दाग़िस्तान	дагестан
बर्नार्डो	бернардо
रजाई	одеяло
स्टीफंस	стивенс
रोनिन	ронин
फ़ोटोग्राफ़र	фотограф
फ़ोटोग्राफ़र	фотографов
लुओयांग	лоян
मेलविल	мелвилл
शन्शी	шаньси
मैटिस	матисс
सपीर	сапир
बोन्डारेंको	бондаренко
हक्स्ले	хаксли
डबरा	лужа
एलएनजी	спг
ज़करिया	закария
ओल्सन	олсон
वॉलपेपर	обои
वॉलपेपर	обои
डेंज़ल	дензел
एसएसजी	ssg
वाल्थर	вальтер
फ़िल्टरिंग	фильтрации
फ्रे	фрей
रन्वार	ренуар
अल्फ्रेडो	альфредо
स्ताव्रोपोल	ставрополь
नाटिकाओं	балетов
थाबित	сабит
काउंसलर	советник
दिलासा	одеяло
बयानबाजी	риторики
पहरे	охраняется
एरीस	арес
डीबग	отладки
वफ़ा	вафа
लेरॉय	лерой
ओक्रुग	округ
ब्री	бри
बीएमसी	bmc
माक्षिक	пирит
बिन्दुपथ	локус
बीबीएस	bbs
सुंदरियों	красотки
सुंदरियों	красавицы
फ़ॉर्म	бланки
फ़ॉर्म	форм
फ़ॉर्म	формы
फ़ॉर्म	формах
फ़ॉर्म	форме
फ़ॉर्म	форма
फ़ॉर्म	бланк
फ़ॉर्म	формуляр
फ़ॉर्म	форму
रोक्को	рокко
गोगुरयेओ	когурё
फरियाद	плакать
फरियाद	плачь
फरियाद	плач
लांगफेलो	лонгфелло
हायपर	гиперссылки
विटोरियो	пьяцца
आपरेटर	оператор
रिटेलर	розничных
ईकेजी	экг
विलकॉक्स	уилкокс
एसईओ	seo
एसईओ	со
माओवाद	маоизм
पेरा	парра
पावती	признание
लियोनिद	леонид
मैक्सी	макси
जॉस	джосс
अन्ता	анта
मलागा	малага
सम्हाल	справиться
पुलिसवाला	полицейский
ज़ैतून	оливковое
ज़ैतून	олив
एबर्गावेनी	абергавенни
डीएमटी	dmt
सुर्खी	известность
इन्जील	евангелие
अर्जेंटाइन	аргентинская
अर्जेंटाइन	аргентины
ज़िद्दी	умышленное
मक़सूद	максуд
पेत्रोवा	петрова
बुकुरेस्टी	bucurești
भाईयो	братья
भाईयो	brothers
क़ाराक़ालपाक़स्तान	каракалпакстан
हाइलाइट	выделить
हाइलाइट	подчеркнуть
हाइलाइट	актуальное
हाइलाइट	подчеркивает
स्ट्रैटफ़ोर्ड	стратфорд
किकबॉक्सिंग	кикбоксинг
प्रायर	прайор
स्टब्स	стаббс
स्कारबोरो	скарборо
निम्निष्ट	minima
स्टेनर	штайнер
कालमिकिया	калмыкии
बेचारी	бедные
बेचारी	бедный
बेचारी	бедная
बेचारी	бедных
छोडें	капля
कर्न	керн
गिलियन	джиллиан
आर्टेमिस	артемис
कोलख़ोज़	колхоз
जोवोविच	йовович
नरमपंथियों	умеренные
नरमपंथियों	умеренных
चिलम	угли
ट्रांसक्रिप्शन	транскрипции
हॉबी	хобби
करेरा	каррера
ब्लॉकिंग	блокировка
ब्लॉकिंग	блокирование
ब्लॉकिंग	блокирует
निन्टेंडो	nintendo
बनियान	жилет
फंक्शन्स	функции
फंक्शन्स	опции
फंक्शन्स	варианты
फंक्शन्स	параметры
फंक्शन्स	вариантов
डोनी	донни
दंगाइयों	толпы
दंगाइयों	мятежники
दंगाइयों	бунтовщиков
बेनेटन	benetton
कुज़्को	куско
दबाएं	печати
दबाएं	пресса
दबाएं	пресс
दबाएं	нажмите
दबाएं	press
दबाएं	нажать
कौंसुल	консул
लोबान	ладан
क्रिस्पिन	криспин
ऐनक	очки
ऐनक	стаканы
ऐनक	бокалы
अवमन्दन	затухание
अकी	аки
दिखाओ	показывать
दिखाओ	шоу
दिखाओ	show
दिखाओ	показать
दिखाओ	показ
आईएफके	ifk
वाल्यूम	объём
वाल्यूम	объем
वाल्यूम	громкость
आशिर्वाद	благословение
बालियां	серьги
रैले	роли
गोसलिंग	гослинг
समरस	гармонично
संस्थितिविज्ञान	топология
लार्वे	личинок
लार्वे	личинки
मारविन	марвин
कॉस्मोपॉलिटन	cosmopolitan
सेडना	седна
किम्बर्ली	кимберли
क्राइमियाई	крымских
बातू	бату
शेनयांग	шэньян
ख़ाका	макет
रेडिकल्स	радикалов
बर्लिंगटन	burlington
रुइज़	руис
रायडर	райдер
वाइमर	веймар
क्रस्नोयार्स्क	красноярск
पालमा	пальма
खचित	медальоны
पारामारिबो	парамарибо
बियरिंग	подшипники
सिंफनी	симфония
बुरहान	бурхан
स्टो	стоу
चिंगदाओ	циндао
उपयोगिताएँ	коммунальные
अवोगाद्रो	авогадро
अंसार	ансар
फोल्डिंग	складной
गोंजालेज	гонсалес
बिस	бис
बिस	bis
रोमेरो	ромеро
दरया	дарья
सकारात्मकता	позитив
पेंथेरा	panthera
माहि	махи
एलिना	элина
रियाउ	риау
हेले	хэйли
हेले	хейли
गत्ता	картон
शख्तर्	шахтер
त्रिगुट	втроем
रेसिपी	рецепты
रेसिपी	рецепт
अकेसिया	акация
निकलें	отходить
विकिसमाचार	викиновости
फंकी	funky
आपनत्सेल	аппенцелль
पेपे	пепе
लड	ученые
तंदुरुस्ती	оздоровительный
लेनोवो	lenovo
रीडायरेक्ट	перенаправить
घुड़साल	жеребец
नुसा	нуса
थोर्प	торп
लेसी	лейси
रोनेन	ронан
अस्तव्यस्तता	беспорядке
लेबल्स	ярлыки
जबाल	джебель
नेग्री	негри
फ़ासो	фасо
अटैची	портфель
अटैची	кейс
मुआवज़ा	компенсация
मोंगके	мункэ
रिजल्ट	результаты
रिजल्ट	результат
रिजल्ट	результат
बेलबूटेदार	гобелены
पेराक	перак
फेडोरा	fedora
फ़ाक	фальк
बिर्च	бёрч
स्पघेटी	спагетти
मुस्कुराती	улыбается
मुस्कुराती	улыбки
हार्वेस्टर	комбайнов
एन्ट्री	въезд
एन्ट्री	въезда
निंगशिया	нинся
रिन	рин
कृषिक	аграрной
रोपर	ропер
स्कैम	аферы
चटपटा	вкусами
टाइपो	опечатки
टाइपो	опечатка
मागदेबुर्ग	magdeburg
लहरिया	волнистые
हॉफमन	хоффман
मागी	magi
चिंपैंजी	шимпанзе
गियर्स	передач
क्रायसिस	crysis
डला	самородок
डेम्पसे	демпси
चिआन	цянь
मिस्टी	мисти
शिराज	шираз
रै	имеет
जाँचना	ветеринар
जाँचना	ветеран
जर्विस	джервис
गेरहार्ड	герхард
आमवातीय	ревматоидный
अपरीक्षित	непроверенной
स्नोबोर्डिंग	сноуборд
फ्रिट्ज़	фриц
अकमोला	акмолинская
कासिडी	кэссиди
सालामानका	саламанка
ग्रीर	грир
पोसिक्स	posix
शूस्टर	шустер
खरबूजे	дыни
पेन्सिल	карандаш
रामोन	рамон
साए	тени
यूनिफार्म	форму
यूनिफार्म	униформа
यूनिफार्म	форма
ऊष्मायन	инкубационный
स्नोबॉल	снежок
कुरितिबा	куритиба
टर्नबल	тернбулл
कॉन्स्टेंस	констанц
ट्रिस्टन	тристан
ख़्वारेज़्म	хорезм
छूटों	изъятия
छूटों	исключения
मियाद	просроченных
लोडर	погрузчики
एनोटेशन	информация
एनोटेशन	аннотации
एनोटेशन	аннотации
मैकार्थी	маккарти
मॉडम	модем
थियो	тео
मोरान	моран
हाका	хака
देवू	daewoo
ओविड	овидий
क्रेस्पो	креспо
ऑन्कोलॉजी	онкологии
वर्डप्रेस	wordpress
पकड़ें	схватить
एसएसएच	ssh
सदात	садат
बस्टर्ड	дрофа
ग्वेन	гвен
नवप्रवर्तनों	инноваций
नवप्रवर्तनों	инновации
नवप्रवर्तनों	новшества
नवप्रवर्तनों	нововведения
दुःस्वप्न	кошмар
फ़्यूरी	фьюри
फ़्यूरी	ярость
बसरी	басри
बस्ट	бюст
एक्सपोज़र	воздействия
लेक्सस	lexus
ग्रौज़ाँ	грожан
अनुराधापुर	анурадхапура
कोटेशन	цитаты
ब्रोशर	брошюра
नोर्टे	норте
नेरी	нери
कतुन	катунь
क्रोक	крокодил
कमिंग्स	каммингс
वारहोल	уорхол
गुमशुदा	потерянный
गुमशुदा	потеряна
गुमशुदा	потерял
गुमशुदा	потерян
गुमशुदा	проиграл
रूममेट	соседка
कप्स	чашки
कप्स	стаканы
मिजाज़	настроение
मिजाज़	настроения
सिलिक	чилич
इमल्शन	эмульсия
मदमस्त	сладость
ट्रीट	угощения
ट्रीट	угощение
ट्रीट	лечить
वैलेंटिनो	валентино
सिंडिकवाद	синдикализм
कश्मीरियों	кашмире
सोल्शेनीत्सिन	солженицын
इवानोव	иванов
बैटर	тесто
कैंडल	свечу
कैंडल	свеча
कैंडल	польши
कैंडल	польша
कैंडल	польшу
कैंडल	чад
कैंडल	чаде
कैंडल	чед
कैंडल	уганде
कैंडल	уганда
कैंडल	уганду
पीया	пила
पीया	пили
पीया	выпил
पीया	пил
चचा	отче
चचा	отец
मुद्रीकरण	монетизации
हिप्पारकस	гиппарх
बिछड़	расставание
बिछड़	разлука
पेजेट	пэджет
पैरालम्पिक	паралимпийских
नॉटिलस	nautilus
एक्सटेंशन्स	расширения
एक्सटेंशन्स	продления
एक्सटेंशन्स	сессий
एक्सटेंशन्स	сеансы
एक्सटेंशन्स	сессии
एक्सटेंशन्स	сессиях
वेट्टल	феттель
पक्षाभ	cirrus
फ्रीजर	холодильнике
मात्सुओ	мацуо
चांगशा	чанша
फैरी	паром
प्लीज	pls
प्लीज	пожалуйста
बिल्लियां	кошек
बिल्लियां	коты
बिल्लियां	кошки
सीसीए	осо
बेदाग	нержавеющая
पकड़ो	держать
पकड़ो	держите
टेनर	тенор
न्यूजलेटर	бюллетень
सीमैन	матрос
बेंसन	бенсон
मोंटेस	монтес
टाउनसेंड	таунсенд
युद्धसामग्री	боеприпас
हरकोर्ट	харкорт
कट्टा	катта
केर्न्स	кэрнс
अज़रबैजानी	азербайджана
अज़रबैजानी	азербайджанская
अब्बा	abba
डिर्क	дирк
आडू	персик
आडू	персики
विटेन	виттен
भरके	ведра
कतराते	игнорируя
एज्रा	эзра
डोराडो	дорадо
कोड़ी	коди
जीटीओ	gto
चुवाश	чувашский
ढूंढें	поиск
ढूंढें	искать
ढूंढें	ищите
ढूंढें	найдите
ढूंढें	найди
ढूंढें	найти
इदरीसी	идриси
डिम	дим
टिंग	тинг
तहज़ीब	этикет
पौली	паули
रोसारियो	росарио
मिलाएँ	слияние
मिलाएँ	объединить
मिलाएँ	объединение
मिलाएँ	матч
मिलाएँ	совпадение
हमद	хамад
वानी	вани
मुस्कुराहट	улыбнись
मुस्कुराहट	улыбка
मुस्कुराहट	улыбаться
मुस्कुराहट	улыбается
मुस्कुराहट	улыбки
अपटाउन	uptown
यामामोटो	ямамото
अलेक्सेय	алексей
होस्टेस	хозяйка
टोरीनो	турине
हैंडलर	куратор
उदघोषणा	провозглашение
सिम्पसन्स	симпсонов
लड़ो	бой
लड़ो	драка
बोस्नियाई	боснийских
फोड़ने	саботаж
जैकपॉट	джекпот
चढे	пикс
चढे	вершины
प्रतिलेख	стенограмма
कोरसो	корсо
तसल्ली	успокаивает
मारियाना	мариана
भावहीन	стоик
बुली	хулиган
ऑडियंस	аудитории
ऑडियंस	зрители
ऑडियंस	аудитория
ऑडियंस	аудитории
उपकेंद्र	подстанции
वॉली	волейбол
सुक़ुत्रा	сокотра
नाचे	танцевал
नाचे	танцевали
नाचे	танцевала
हाला	хала
बिडेन	байден
परिंदे	птички
परिंदे	птицы
परिंदे	птиц
पेना	пенья
आईएमडीबी	imdb
हर्शेल	гершель
न्यूफ़ाउंडलैंड	ньюфаундленд
एक्विनो	акино
गिनीयन	гвинеи
ग़लतियों	ошибки
समसूत्रण	митоз
गिली	лилли
रिवाल्वर	револьвер
वोटर	избирателей
वोटर	избиратели
वोटर	избирателей
सनबर्ड	нектарница
फिलामेंट	накаливания
परिध्रुवी	приполярной
रोई	плакал
रोई	плакала
रोई	плакали
पलाउ	палау
चेट	чет
रगों	вены
प्रस्थिति	статус
प्रस्थिति	состояние
इसराईल	израиль
फेलिस	felis
लिस्प	lisp
सुखदायक	успокаивает
एस्टोनियाई	эстонии
डिवी	дьюи
जिज़ाख़	джизак
एक्सेंट	акцент
कोरोला	corolla
मेल्विन	мелвин
पीती	пюре
साइडकार	коляской
पीट्रा	петра
अभियोक्ता	истец
अभियोक्ता	истца
कागा	кага
उपजिला	садар
गिलेस्पी	гиллеспи
हथेलियां	ладони
लॉरेंट	лоран
कोह्न	кон
क्विटो	кито
कैटलिन	кейтлин
बेकरार	отчаяние
बेकरार	отчаянные
स्फूर्तिदायक	активизация
पलेडियम	палладий
सांडर्स	сондерс
रासा	rasa
मनस्ताप	психоз
रुचियाँ	интересы
रेडॉन	радон
चरकस्सिया	черкесии
बंध्य	стерильные
मिरो	миро
मागादान	магадан
बोक	бок
काल्डवेल	колдуэлл
सेबल	соболь
गैबर	габор
विल्किनसन	уилкинсон
बेलें	виноградники
स्लोअन	слоан
पेत्रो	петр
मार्टिंस	мартинш
रायेट	райе
क्रे	cray
जुवा	гамбит
बहनो	сёстры
बहनो	сестры
लोमोनोसोव	ломоносова
पत्तागोभी	капусту
लेंज	ленц
बेलिंडा	белинда
होया	хойя
नॉर्थहैम्पटनशायर	нортгемптоншир
कन्वेयर	конвейер
एनाहिम	анахайм
फ़ील्ड्स	полей
फ़ील्ड्स	поля
कट्टरवाद	православие
सन्धिपाद	членистоногие
गुलदस्ते	букеты
हेवुड	хейвуд
बार्तोली	бартоли
पटी	стрип
पटी	полоса
इंकलाब	революция
इंकलाब	революции
छलिया	трикстер
कैम्फ	кампф
बर्दीन	бардин
इज़ाडोरा	айседора
लिबिडो	либидо
रामोस	рамос
मैग्नम	магнум
कैसियस	кассий
जानिये	знай
जानिये	знать
कॉमरेड	товарищ
सेल्समैन	продавцы
क्लियो	клео
एडीज	aedes
शयनागार	общежитие
नाटी	нати
गीशा	гейша
लुबिचिच	любичич
ब्रेकअप	разрыв
ब्रेकअप	расставание
ब्रेकअप	распад
एलिया	элиа
सायरन	сирена
न्यूट	ньют
पोदोल्स्क	подольск
पेलोपोनीज़	пелопоннес
रोड्रिग्स	родригес
दक्षताओं	компетентность
दक्षताओं	компетенция
जोक्स	шутки
सियर्स	сирс
शेडर	shader
तालियां	аплодисменты
ग्लाइकोलिसिस	гликолиз
अकोंकागुआ	аконкагуа
निकोलई	николай
मौसा	мусса
टैनर	таннер
अमेरिगो	америго
अवंत	avant
भावानुवाद	перефразировать
मक्कार	коварной
मक्कार	трикстер
अमोस	амос
हमदान	хамдан
ज्यूडी	джуди
सीएनसी	cnc
बेटिंग	ставки
गोंग	гон
गोंग	гонг
फाइनेंसर	финансист
वहशी	дикарь
होवी	хоуи
ज्यॉफ	джефф
अवरोहण	уменьшается
वेनेज़िया	venezia
तुर्चिनोव	турчинов
एसीटोन	ацетон
पॉस्सम	опоссум
दरो	даро
आरको	арко
सम्पात	квт
स्पेसेस	пробелы
स्पेसेस	пространства
एएमएल	бод
लॉजिस्टिक	логистических
वॉरसॉ	варшава
वॉरसॉ	варшаве
ट्रेवर्स	трэверс
प्रतिवादियों	обвиняемых
प्रतिवादियों	обвиняемые
डायोन	дион
मॉरफीन	морфина
लोना	лона
नवारो	наварро
रान्डेल	рэндалл
मेस्टिज़ो	метисов
बढ़ाएँ	увеличить
बढ़ाएँ	увеличение
बढ़ाएँ	усилить
हबीबुल्लाह	хабибулла
प्लोवर	зуёк
गम्पो	гампо
टार्गा	targa
हस्की	хаски
पैडिंग	упаковка
पैडिंग	упаковки
पैडिंग	упаковке
मोरेल	морель
दिखाएं	показывать
दिखाएं	шоу
दिखाएं	show
दिखाएं	показать
दिखाएं	показ
सोली	soli
व्हिटमैन	уитман
स्वीनी	суини
जोर्डी	джорди
क्लेग	клегг
भीग	мокрый
भीग	мокрая
भीग	мокрые
बैकाल	байкал
अलिफ़	алиф
एफिड	тлей
टिम्बकटू	тимбукту
निरे	искренние
निरे	искреннюю
तुंगतामापी	высотомер
आईएलओ	мот
माइलस्टोन	вехи
माइलस्टोन	этапы
माइलस्टोन	вехой
ज़र्कोनियम	циркония
हास्ब्रो	hasbro
डांडी	денди
इटालियाना	italiana
बैक्सटर	бакстер
केलों	банан
इओन	eon
टिफ़नी	тиффани
स्तरिकी	стратиграфия
बुफे	буфет
एस्किमोस	эскимосы
रसीदें	чеки
रसीदें	квитанции
हाइफ़न	дефисов
ज़ीउस	зевс
मार्टीनिक	мартиника
किट्टी	китти
किट्टी	кити
कारपैथी	карпатской
बंडी	банди
पोज़	создают
पोज़	позу
पोज़	поза
पैना	фигуры
पैना	формы
उलमा	улама
हेइलोंगजियांग	хэйлунцзян
बोलिंग	боулинг
लेस्टरशायर	лестершир
जिद्द	упрямство
हेडीस	аид
डोमेनिको	доменико
हैंडसम	красавец
हैंडसम	красавчик
हैंडसम	красивый
यामीन	абдулла
दैनिकी	дневник
दैनिकी	журнал
दैनिकी	journal
दैनिकी	журналы
दैनिकी	дневники
नस्र	наср
फ्लेमिंगो	фламенго
इसहाक़	айзек
इसहाक़	исаак
रिपीटर	ретранслятора
कम्बरलैंड	камберленд
सरेआम	публично
ढूढ़ने	посредник
मार्शमैलो	зефир
अर्दबील	ардебиль
मिडी	midi
कोवे	кови
इंग्टीराहेटी	айнтрахт
शांतिवाद	пацифизм
फुकुशिमा	фукусима
कोपलैंड	коупленд
ख़ामोशी	молчание
ख़ामोशी	тишину
ख़ामोशी	тишина
ख़ामोशी	молчать
अनुभागीय	отборочных
डिक्लेरेशन	декларация
डिक्लेरेशन	заявление
अल्फोंस	альфонс
भेक	жаб
पंचिंग	бить
सावर	sauer
घृणास्पद	противно
घृणास्पद	мерзость
घृणास्पद	отвратительно
लगुना	лагуна
बिरूनी	бируни
सजाती	украшает
भाषांतरण	одновременное
भाषांतरण	одновременно
पैकेट्स	пакеты
सस	сус
करणों	эмиграции
एसिटिलीन	ацетилена
नॉर्थम्ब्रिया	нортумбрии
वेश्यावृति	проституция
वेश्यावृति	проституции
मेरीटाइम	морские
मेरीटाइम	морской
मेरीटाइम	морская
हाइपरबोलिक	гиперболический
शिगेरू	сигэру
हेरोदेस	ирод
कोंडोर	кондор
वनेडियम	ванадия
जेब्रा	зебра
पैगी	пегги
रॉड्रिक	родерик
किज़िलओरदा	кызылорда
सेप्सिस	сепсис
वैगनों	вагоны
वैगनों	вагонов
आग्रही	наркоманы
कीमियागर	алхимик
सिल्वियो	сильвио
टोरे	торре
फ़ैक्टर	коэффициент
फ़ैक्टर	фактор
फ़ैक्टर	фактором
क्यूट	милые
क्यूट	милый
अमीना	амина
अरकंसास	арканзас
इंडोचायना	индокитае
क़ॉसर	каср
हायनेस	хейнс
रेपो	репо
कार्नेलिया	корнелия
स्वनिमविज्ञान	фонология
प्रसन्नचित	весело
एबीएस	абс
एबीएस	пресс
बेकजे	пэкче
संगीतशास्त्र	музыковедение
लीपा	липы
पिछलग्गू	вешалка
बगलों	боком
न्यूमेरिक	numeric
चूसना	отстой
चेकर्स	шашки
मेमे	мем
लोलो	лоло
प्लेसिस	плесси
बिल्डर्स	строители
लोलिता	лолита
पियरी	пири
डार्सी	дарси
इयत्ता	ритуальное
फावड़ा	лопату
लैबनिट्ज़	лейбниц
तैमिर	таймыр
ऒर	ора
ऊष्णकटिबन्ध	тропиках
दुकानदारी	business
दुकानदारी	бизнес
स्टॉफ	кадровых
मोडा	moda
ग्रॉसमैन	гроссман
पाव्लोदार	павлодар
अंडरकवर	прикрытием
ऑटोमोबाइल्स	автомобили
एक्सएचटीएमएल	xhtml
सीमेन	моряки
सीमेन	моряков
एस्ट्राडा	эстрада
लफ़्ज़ों	слов
लफ़्ज़ों	слова
मेंडेल	мендель
पर्म	пермь
डिंग	динь
मैक्सीमिलियन	максимилиан
टुरसुनोव	турсунов
सुपरमॉडल	супермодель
एक्टिविजन	activision
अनुपातहीन	непропорционально
घुसपैठिया	нарушитель
समन्वयात्मक	гармоничного
क्लीव	клив
मोटल	мотель
खाइ	ров
निकॉन	nikon
फिओना	фиона
ओम्स्क	омск
हाशिया	разницы
मोरालेस	моралес
मकोतो	макото
गुस्टाफ	густав
फ़्रांका	франка
डिगा	опровергнуть
भूलता	забывает
तकलीफदेह	раздражает
ऍथनोलॉग	ethnologue
मातो	мату
बुलावायो	булавайо
टुण्ड्रा	тундре
क्वारंटीन	карантин
प्राडो	прадо
फ़ार्मेसी	аптеки
फ़ार्मेसी	аптек
साइगॉन	сайгон
टॉपिक	тема
टॉपिक	теме
पुकारती	упорно
पुकारती	упрямо
बढ़ईगीरी	плотника
गोस	гсн
युनिकोड	unicode
संवैधानिकता	конституционности
बारटेंडर	бармен
पसन्दीदा	предпочла
पसन्दीदा	предпочтение
रचनात्मकतावाद	конструктивизм
ओसेती	осетии
क्वांग	кван
इरेक्टस	erectus
पुस्तिकाएँ	брошюр
पुस्तिकाएँ	брошюры
नोराड	пво
शिजियाझुआंग	шицзячжуан
ग्रान्ट	грант
कुईयार	куэльяр
पिस्टन्स	поршни
रॉबरीडो	робредо
आउटलाइन	наброски
ज़रागोज़ा	сарагоса
मरू	мару
स्पैनियल	спаниель
इंचियोन	инчхон
गुआंटानामो	гуантанамо
ग़ज़ाली	газали
सॉल्वैंट्स	растворителей
नमन्गान	наманганской
फ़ूझोउ	фучжоу
आलानिया	алания
थिसॉरस	тезаурус
मास्सिमो	массимо
तियाँ	тянь
ज्यामिती	геометрия
न्यूवो	нуово
काकनी	кокни
पेमब्रोक	пемброк
ज़ुन्गार	джунгарское
लिब्बी	либби
पार्टिशन	раздел
पटाखा	фейерверк
शांगरी	шангри
किरी	кири
बेवकूफ़	осел
बेवकूफ़	осёл
योसेफ	йосеф
आयते	стихи
आयते	знамения
साइडिंग	сайдинг
कामू	камю
ड्लाउची	длоуги
कोर्पस	corpus
कोर्पस	корпус
फिलिस	филлис
क्रोनिन	кронин
फोंते	фонте
गाल्सवर्दी	голсуорси
तातियाना	татьяна
जुलूसों	шествия
टट्टुओं	пони
यूडीपी	udp
नरिता	нарита
कीफे	киф
टैनिंग	загара
मोई	мвд
चेंगदू	чэнду
डम्प	бросить
फटाफट	раш
टीएमए	тма
एमिस	масс
शेफ़	шеф
शेफ़	повар
शेफ़	повара
म्यूट	немой
म्यूट	отключить
मुलाकातें	собрания
मुलाकातें	встречи
मुलाकातें	заседания
मुलाकातें	совещания
श्रंगार	грим
श्रंगार	макияж
श्रंगार	косметика
ब्रिजपोर्ट	бриджпорт
बर्गसां	бергсон
माक्र्सवादी	марксистов
मैकिंटोश	macintosh
जूलियो	хулио
ब्लैकपूल	блэкпул
अनास्तासिया	анастасия
जैवचिकित्सा	биомедицинских
क्षमाशील	прощать
क्षमाशील	простить
रैमसे	рэмси
बारूथ	барух
पेचोरा	печора
इज्ज़ी	иззи
इस्लामवादी	исламистских
इस्लामवादी	исламизм
आईईसी	мэк
लिन्न	линн
मेंडोज़ा	мендоса
खानदानी	наследственное
फ़िटनेस	fitness
फ़िटनेस	фитнес
श्लेसविग	шлезвиг
एनोफ़िलीज़	anopheles
हिरोहितो	хирохито
हुओ	нп
चीलों	ястребы
फ़्लैग	флаг
फ़्लैग	флажок
फ़्लैग	флаги
ग्यूसेप	джузеппе
मिज़ूकी	мидзуки
कारमाइकल	кармайкл
फ़िलिपीनो	филиппинских
झूट	ложь
झूट	врут
झूट	лгать
बमाको	бамако
फोंग	фонг
सिनात्रा	синатра
जिना	джина
स्टिंगर	жало
गारफ़ील्ड	гарфилд
बकिंघमशायर	бакингемшир
हैरियट	харриет
शाऊल	соул
शाऊल	сол
डाउसन	доусон
स्किड	skid
इंगा	инга
डोनट	пончик
रोकनेवाला	резисторы
वालपाराईसो	вальпараисо
रोमेन	ромен
रेडफोर्ड	редфорд
विनोना	вайнона
ट्रेडर्स	торговцы
ट्रेडर्स	торговцев
सत्तामीमांसा	онтологии
रोसलिन	розалия
काज़िम	казим
गर्भाशयी	вытекает
डोले	бороздки
ज़बूर	псалмы
मिस्टीरियो	мистерио
मिज़ाज	настроение
मिज़ाज	настроения
चेनिंग	ченнинг
निल्स	нильс
सैंडबॉक्स	песочнице
वालेरी	валерий
चिको	чико
नज्म	наджм
संशोधनवाद	ревизионизм
अनलॉक	открыл
अनलॉक	открыли
ब्रोडी	броуди
ब्रोडी	броди
मैडी	мэдди
मैडी	мэдди
आसमां	sky
आसमां	скай
आसमां	неба
आसमां	небо
हार्मोनिका	гармошка
एसीएल	acl
ट्रिविया	trivia
साल्जबर्ग	зальцбург
रेंटल	аренда
मेनलैंड	материке
लीसे	лицее
