در	врата
شوارتس	шварц
دلمه	долма
کشویی	лизга
کشویی	лизгачки
خوشگله	pretty
خوشگله	прекрасни
وستمینستر	вестминстер
داچیا	дачија
مادرول	мадервел
لادا	лауда
لادا	лада
نذری	завет
جولیانا	јулијана
بیگانگی	отуѓувањето
خورنده	јадач
خورنده	разорна
میکروگرم	микрограм
غش	онесвестување
خودپرداز	атм
خودپرداز	банкомат
حکایتی	анегдотски
مخلص	искрени
مخلص	искрена
گاهنامه	периодична
آرورا	аурора
پیون	pion
آلتا	алта
فوکوئی	фукуи
البه	елба
مثالهای	примери
اینس	инес
خودایمنی	автоимуна
ساردین	сардини
مکانها	локации
مکانها	места
کتل	чајникот
اختناق	задуши
اکید	строги
اکید	строг
اکید	строга
بافین	бафин
سیناپس	синапса
وگنر	вегенер
وگنر	вагнер
هزل	хејзел
اشر	ашер
آفریدگار	создавач
آفریدگار	создателот
آفریدگار	креатор
آفریدگار	творец
آفریدگار	творецот
هواکش	вентилација
هواکش	вентил
سامبا	samba
سامبا	самба
شاآنشی	шанси
آژاکسیو	ajaccio
آلیگیری	алигиери
کلیمانجارو	килиманџаро
سرمست	восхитен
چنل	канал
گرمتر	потопла
گرمتر	потопло
کولت	колт
کولت	колет
ثباتی	стабилизираат
ثباتی	стабилизира
متجاوزان	агресори
دومنیک	доминик
دومنیک	доминик
رینو	рено
رینو	рино
رینو	рино
رینو	носорог
چیکو	чико
پیا	пиа
برلوسکونی	берлускони
نویسندۀ	автор
گیگ	свирка
گیگ	свирки
فتو	фотографија
فتو	фотографијата
فتو	фото
پایپر	пајпер
امسک	омск
گروسو	гросо
بلعیدن	консумирање
بلعیدن	проголта
زخمهای	лузни
زخمهای	чиреви
خسوس	хесус
لازاروس	лазар
زالزالک	crataegus
رودیم	родиум
جیر	suede
خرافه	суеверие
سیبیو	сибиу
شائولین	шаолин
هیندنبورگ	хинденбург
بالاک	балак
کانتونی	кантонски
رومانوف	романов
ابررایانه	суперкомпјутер
گینزبرگ	гинсберг
قطاری	возови
جیلی	гили
مودبانه	културен
مودبانه	културно
مودبانه	љубезен
مودبانه	учтиво
مودبانه	учтив
سعادتی	блаженство
کارداشیان	кардашијан
دائما	постојано
دائما	константно
دائما	континуирано
ناجور	непријатно
ناجور	незгодно
ناجور	незгодни
ناجور	чудно
کیپلینگ	киплинг
پیرلو	пирло
هلیوس	хелиос
دراکو	драко
بالیکسیر	balıkesir
برانت	брент
برانت	брант
اسپیر	шпер
اسپیر	копје
ژید	жид
عالیست	цврст
عالیست	тешки
عالیست	тешка
پنتیوم	pentium
ویلچر	количка
مورتیمر	мортимер
اسپکتر	спектар
اورلیوس	аврелиј
لیروی	лерој
روجرو	руџеро
تئودوسیوس	теодосиј
فلورین	флорин
خنجری	кама
خنجری	бодеж
جفتگیری	парење
سافتبال	софтбол
مؤذن	муезин
چکه	лики
چکه	зафатот
چکه	капе
دیا	dia
ماهیگیران	рибарите
ماهیگیران	рибари
تاروت	тарот
خوبش	добра
خوبش	добро
خوبش	добар
گونزالز	гонзалес
گونزالز	гонзалез
گونزالز	гонзалес
میترال	митрален
قمارباز	коцкар
لوبک	либек
هابر	хубер
لیدا	лида
فقیرترین	најсиромашната
فقیرترین	најсиромашните
ویترسپون	витерспун
کارلیا	карелија
کالمار	калмар
گالون	литри
گالون	галони
گالون	литри
تلاشها	обиди
تلاشها	напори
کورکورانه	слепо
ایلینگ	илинг
سختگیر	жесток
سختگیر	остри
لاینز	лајонс
فرانسیم	франциум
کیتا	кеита
دیدرو	дидро
امیتر	предавател
بمیر	умри
تاونزند	таунсенд
حوری	нимфите
معترف	исповедник
سک	кесичка
سک	сек
همکلاسی	соученици
دلبسته	пресреќни
دلبسته	пресреќен
باستیل	бастилја
رُم	рим
ناس	nas
مدیتیشن	медитација
آزکابان	азкабан
اختروش	квазар
پاتنم	putnam
واردشده	внесени
واردشده	влегоа
واردشده	внесена
واردشده	влегле
واردشده	увезени
واردشده	внесен
فسفریک	фосфорна
بدشانس	несреќна
بدشانس	несреќен
بدشانس	несреќно
لیمبورگ	лимбург
حدید	хадид
بنزیل	бензил
کلوویس	клодовик
حایل	стои
حایل	трибините
دترمینان	детерминанта
روماتولوژی	ревматологија
تیتراسیون	титрација
دوبروونیک	дубровник
ویروسها	вируси
اشتهای	апетит
آبنوس	абонос
درفت	нацртот
درفت	нацрт
پروتئوس	протеус
مکث	пауза
کلسی	келси
دبران	алдебаран
کندانسور	кондензаторот
ناپیدا	незабележано
ناپیدا	невидени
کلیتوریس	клиторис
مهاجرتی	мигранти
الیویا	оливија
ویتنبرگ	витенберг
گوتیه	готје
چشایر	cheshire
فشارسنج	барометар
کلوزه	клозе
ژوستینیان	јустинијан
شمارۀ	број
لپ	лаптоп
زینا	ксенија
زینا	зина
ترانزیستورها	транзисторите
کالیپسو	калипсо
آناناس	ананас
رهن	хипотека
رهن	хипотеката
اولسون	олсен
اولسون	олсон
اولسون	олсен
ساردینیا	сардинија
ولری	валерија
ولری	валери
اسلوونیایی	словенечки
اسلوونیایی	словенечкиот
اسلوونیایی	словенечка
پسکوف	псковска
پسح	пасха
درپوش	капак
درپوش	капаче
دیاموند	дијамант
دیاموند	дајмонд
دادگاههای	судови
دادگاههای	судовите
کبودی	модринки
کبودی	модрици
کبودی	модринки
کبودی	модрици
سافو	сафо
آسیبهای	штети
فروختن	продавање
فروختن	продавајќи
فروختن	продажба
ماتی	мати
نپر	напие
ابولا	ебола
جیمسون	џејмисон
ژنوتیپ	генотип
لوان	леван
سولفوکسید	сулфоксид
پرسلی	присли
آبدره	фјорд
موسو	мисо
آردا	арда
غلتان	ролинг
غلتان	виткање
کاسپر	каспер
سلبی	селби
بریجیت	бриџит
لورکا	лорка
پاکیزگی	чистотата
پروا	претпазливи
پروا	претпазлив
ویوالدی	вивалди
سوادی	писменост
بدگمانی	недовербата
بدگمانی	недоверба
بدگمانی	недовербата
بدگمانی	недоверба
بدگمانی	сомневање
لاووازیه	лавоазје
جینو	гино
جینو	џино
بورژوا	буржоаски
واکس	восок
فراق	одвојување
فراق	раздвојување
فراق	разделба
فراق	разделување
سربروس	кербер
اونوره	оноре
نوستراداموس	нострадамус
خوفو	хуфу
تیا	тиа
کارخواه	клиентот
کارخواه	клиент
دورر	дирер
آمیتیست	аметист
رندولف	рендолф
همفری	хемфри
گالوم	голум
زابژه	забже
دررفتگی	дислокација
گنت	гентски
گنت	гент
فولتن	фултон
سیوان	сиван
اتمها	атоми
ویه	vee
پریسیلا	присила
رولت	рулет
رفاقت	другарство
رفاقت	пријателство
رفاقت	дружење
رفاقت	водеше
رفاقت	led
رفاقت	предводени
مینلی	минели
بلاگووگراد	благоевград
پاکارد	пакард
پرکامبرین	precambrian
بایرام	бајрам
بازیگوش	веселиот
نسخۀ	верзија
آستور	астор
وینگر	крило
آبنبات	слатки
آبنبات	бомбони
آبنبات	кенди
گبی	габи
هارمون	хармон
ناهمواری	терен
ناهمواری	терени
ادرنه	edirne
ادرنه	едрене
لوگن	логан
ابراهیموویچ	ибрахимовиќ
آنابل	анабел
پاترول	патрола
پاترول	патролата
کیفرخواست	обвинението
کیفرخواست	обвинение
آناستاسیوس	анастасиос
لینکس	рис
لامی	лами
کافیه	доста
کافیه	доволна
کافیه	доволно
سپاسگزار	благодарна
سپاسگزار	благодарен
سپاسگزار	благодарни
سپاسگزار	благодарна
سپاسگزار	благодарни
سپاسگزار	благодарен
زورگویی	малтретирање
زورگویی	насилник
زورگویی	силеџија
رادکلیف	редклиф
آنیا	ања
آنیا	ања
نانوشته	непишано
صندوقچه	гардероба
صندوقچه	гради
صندوقچه	градите
بالان	балан
نهانی	итар
زولتان	золта
هشدارها	предупредувања
ژنهای	гените
ژنهای	гени
تیمبوکتو	тимбукту
سدوم	содом
جائه	џе
ژئوپلیتیک	геополитика
سطرها	редици
سطرها	редовите
سطرها	редови
سطرها	реда
استارلینگ	старлинг
رختکن	гардероба
آتو	ото
پنیا	пења
گوچی	гучи
اختاپوس	октопод
کولاک	виулица
کولاک	виулица
منور	честици
هوکر	курва
هوکر	проститутка
چوکچی	чукотско
لجبازی	инат
لجبازی	тврдоглава
لجبازی	тврдоглав
لجبازی	инает
کلروپلاست	хлоропласт
زینه	диплома
زینه	степен
روری	рори
سمتش	клипови
پوتوسی	потоси
ملال	здодевен
ملال	досадна
ملال	досадни
ملال	досадно
ملال	досаден
ملال	досада
تورنو	турну
مسافرخانه	мотел
مسافرخانه	мотелот
مسافرخانه	гостилница
مسافرخانه	ин
مسافرخانه	хостел
گورا	гура
مسنجر	гласник
مسنجر	курир
مسنجر	messenger
ویویان	вивиен
ردای	наметки
ردای	наметка
شروزبری	shrewsbury
مبتذل	вулгарен
لگولاس	леголас
انفال	плен
کاپرفیلد	коперфилд
آنژو	анжу
گلر	гелер
گلر	гелар
کاناورال	канаверал
لیماسول	лимасол
فربه	мускулести
زوران	зоран
زوران	zoran
حماد	хамад
ناپاک	нечисти
ناپاک	нечист
ناپاک	нечиста
ناپاک	нечисти
بارتلمی	бартелми
جب	џеб
جب	боцка
تلر	телер
قافله	трупи
قافله	трупа
مرضی	болест
ماتو	мато
لارسون	ларсон
لارسون	ларсон
فرمانبرداری	послушност
ابوا	обоа
دمپسی	демпси
متفق	едногласно
متفق	едногласна
سالازار	салазар
کورساکف	корсаков
ناسالم	нездрава
پرومتئوس	прометеј
لفسکی	левски
دفو	дефо
پیزلی	пејсли
رهگذران	патникот
رهگذران	патник
رهگذران	патничка
استارا	stara
استارا	стара
ناباکوف	набоков
آرکین	аркин
موبی	моби
رئوف	рауф
دمو	демо
باختین	бахтин
پیچو	пикчу
جورجی	џорџи
جورجی	ѓорѓи
مدولار	модуларен
بروستر	брустер
ماگریت	магрит
ایهود	ехуд
کاروانی	караван
ناپدری	очувот
ناپدری	очув
رودزیا	родезија
آلمانها	германци
آلمانها	германците
استارگیت	stargate
شاستا	шаста
چد	чад
رازها	тајни
رازها	мистерии
فارلی	фарли
تاراس	тарас
اسمز	осмоза
نامادری	маќеа
داستایوسکی	достоевски
هیولاهای	чудовишта
تاجدار	крунисан
شولتسه	шулце
لوچو	лучо
ابیگیل	абигејл
همبرگر	burger
همبرگر	бургер
همبرگر	хамбургер
همبرگر	хамбургер
واگیردار	заразна
واگیردار	заразни
واگیردار	заразен
واگیردار	заразно
جکمن	џекмен
موریانه	термити
موریانه	термити
برچیدن	ликвидира
خره	магарето
خره	магаре
پدی	педи
بامانع	препреки
بامانع	пречки
ابرهارد	eberhard
ترایستار	tristar
ساکسیفون	саксофон
ایکی	ики
یائونده	јаунде
اوده	уде
تریپتوفان	триптофан
چبیشف	неравенство
لیپید	липид
جاد	џад
مریضی	болно
مریضی	болен
مریضی	болна
مریضی	болни
استمفورد	стемфорд
دکه	киоск
بارد	бард
تالسا	тулса
واربرگ	warburg
برشته	печен
برشته	печено
میلفورد	милфорд
مانو	ману
پواتیه	поатје
مورنائو	мерно
گیاهخواری	вегетаријанство
کارتونیست	карикатурист
برنیس	бернис
رامونا	рамона
رپرایز	reprise
سیمفروپول	симферопол
گیس	перика
چرنیوتسی	черновечка
بلوکه	блокирање
تراوایی	пермеабилност
لودویگزوبورگ	лудвигсбург
رودیارد	радјард
الرسول	бригада
بنگلور	бангалор
نگهداشت	одржувањето
نگهداشت	одржување
پرفسور	професор
پتروویچ	петрович
گزنده	гризе
کوستوریتسا	кустурица
شبات	пука
شونبرگ	шенберг
اردنی	јордански
بلانکا	бланка
مزاح	хумор
مزاح	хуморот
مزاح	хумор
اولو	оулу
ریپ	rip
کروک	измамник
کروک	арамии
کروک	измамници
اثاثیه	гарнитура
اثاثیه	мебел
کپه	куп
کپه	купче
لینو	лино
موقتا	привремено
گرافین	графен
مولای	покровител
مولای	спонзор
مولای	спонзорот
بلاواتسکی	блаватска
الکترونگاتیوی	електронегативност
مایوت	мајот
اینترپل	интерпол
اوکس	оукс
مولکولها	молекули
غارتگر	предатор
غارتگر	грабливец
کاترپیلار	гасеницата
پاسکوال	пасквал
میکشد	убива
آرمیتاژ	ермитаж
کلیپر	грабнувачот
چچنی	чеченски
الکساندریا	александрија
کاملش	полни
کاملش	целосна
کاملش	полна
کاملش	полн
آخناتون	ехнатон
نئوژن	neogene
فینچ	финч
ویژگیها	својства
ویژگیها	карактеристики
باریمور	баримор
داداش	bro
داداش	брате
داداش	брат
داداش	брате
داداش	брат
اورفئوس	орфеј
ترسو	пичка
ترسو	кукавица
میگذرد	минува
میگذرد	поминува
میگذرد	помине
میگذرد	пропусници
دافی	дафи
رمت	рамат
بتانی	бетани
قضاوتی	пресуда
گیملی	гимли
اندامها	органите
اندامها	органи
یونانیها	грци
یونانیها	грците
آلونزو	алонзо
دجال	антихрист
دجال	антихристот
داریا	дарија
سبها	бое
واندا	ванда
استراتوسفر	стратосфера
چیلی	чили
ایمرتی	имеретија
کوریولیس	кориолисова
اردهان	ардахан
سولانو	солано
کلرمون	клермонт
آلوچه	слива
برونشیت	бронхитис
سیلوی	силви
پنزا	пензенска
تلوریم	телур
فیسک	фиск
گوس	гуска
گوس	гус
جاواختی	џавахетија
روماتیسم	ревматизам
پمپئی	помпеја
پاگانینی	паганини
کوردا	корда
گالو	гало
ایدو	ido
داداشی	bro
داداشی	брате
داداشی	брат
پانتومیم	шарада
بامیه	бамја
چادری	шатор
چادری	шаторот
زلاتان	златан
شلینگ	schelling
تروور	тревор
دواین	двејн
دواین	двејн
توبین	тобин
لایل	лајл
خطیر	значајна
خطیر	значаен
ایمره	имре
استیج	бина
استیج	етапа
استیج	фаза
ترانسپورتر	транспортер
دولورس	долорес
مارنی	марни
بکشم	убие
بکشم	убивање
بکشم	убиваат
بکشم	убиј
پریشتینا	приштина
کاتیا	катја
کاتیا	катја
مقطر	дестилирана
خراجی	представници
ترسیده	исплашена
ترسیده	исплашен
ترسیده	исплашени
ترسیده	уплашени
مالین	малин
هابرماس	хабермас
اکهارت	екхарт
گاشربروم	гашербрум
اوبلیکس	обеликс
بیرق	банер
بیرق	транспарент
کریول	креолски
یوزی	узи
پتو	ќебе
پتو	ќебиња
اسی	еси
سرایدار	чистач
سرایدار	чистачот
سرایدار	домарот
سرایدار	домар
برار	напушти
برار	остави
لترمن	летерман
قصدم	намера
قصدم	намерата
کیران	киран
طاسی	алопеција
عیاشی	оргија
گرونوبل	гренобл
میبل	мејбел
ایمکس	emacs
لمی	lemmy
مادره	мајко
مغزها	мозок
مغزها	мозоци
اگزالات	оксалат
سواستوپول	севастопол
دلگیر	грим
دستگیره	рачка
دستگیره	трпе
چشمها	очи
یامادا	јамада
بریانسک	брјанска
راهزن	бандит
راهزن	бандити
آسپرین	аспирин
سالسا	салса
ابهت	импресивни
ابهت	импресивна
ابهت	впечатливо
ابهت	импресивен
ابهت	импресивно
پروژسترون	прогестерон
روبیدیم	рубидиум
تایلور	тејлор
رادیاتور	ладилникот
آلاچیق	белведер
مگوایر	мекгваер
نینجای	нинџа
محلهای	локации
اسپارکس	искри
اثاث	гарнитура
اثاث	мебел
پواتو	поату
پونتی	понти
ادموندز	едмундс
کیانگ	kiang
دیکس	дикс
کلامیدیا	кламидија
ترنوپیل	тернополска
ویکیا	wikia
کورتیزول	кортизол
بزاقی	плунковни
اکریلیک	акрил
عیادت	посета
عیادت	посети
هنسن	хансен
آسیزی	асизи
کرچ	керч
اسپایدر	пајак
اسپایدر	спајдер
اسپایدر	пајаци
گیبز	гибс
باقلاییان	бобови
وینونا	винона
آرتوین	артвин
سیتوکروم	цитохром
کتمان	потценување
ورثه	наследничка
ژروم	жером
گرانقدر	чесен
گرانقدر	чесни
لارکین	ларкин
پوئبلو	пуебло
سگهای	кучиња
تمپو	темпо
شوپنهاور	шопенхауер
مائوریسیو	маурицио
فیرفیلد	ферфилд
کریل	крил
فراکتال	фрактал
فراماسون	масони
تیرک	шипка
تیرک	pole
تیرک	полјаци
رویز	руиз
اختراعی	инвентивни
قرقیزی	киргиски
دامین	дамијан
دامین	дамјан
بدجنس	значи
گتی	гети
ایمز	ејмс
رُز	роуз
رُز	rose
رُز	роза
ساراندون	сарандон
رفتارگرایی	бихевиоризам
پرسون	персон
بلکمور	блекмур
کمرون	камерон
ملیون	милион
ملیون	милиони
رژیمی	диета
میستیک	мистик
روبسپیر	робеспјер
وانگای	ванѓа
جهیزیه	мираз
سلاخی	заклани
سلاخی	колење
سلاخی	колат
اسپارک	искра
بلانکو	бланко
آفریکانس	африканс
مظنونین	осомничените
مظنونین	осомничени
کلایپدا	клајпеда
والنتاین	валентајн
والنتاین	валентин
والنتاین	вљубените
والنتاین	валентина
مگنولیا	магнолија
پوشک	пелени
پوشک	пелени
استقرایی	дедуктивно
کریون	крејвен
تیروزین	тирозин
ویسبادن	висбаден
پالترو	палтроу
دنیاها	световите
دنیاها	светови
وردپرس	wordpress
همپشایر	хемпшир
قابلمه	тенџериња
شمشیرها	мечови
شمشیرها	мечеви
شمشیرها	сабји
انقضای	истекува
انقضای	истекување
انقضای	истекува
نانوا	бејкер
کفپوش	спрат
کفپوش	кат
کفپوش	подот
کفپوش	партер
گوشته	месо
نیه	nie
پروت	прут
دورف	џуџиња
دورف	џуџе
جوشش	зоврие
حکمتی	мудрост
دولیتل	дулитл
تنقلات	грицки
لووی	лов
لووی	лоу
هرینگتون	харингтон
باقیست	режими
والر	волер
اوفا	уфа
ادن	аден
ادن	идн
ادن	eden
مثمر	плодна
لنسینگ	лансинг
وینکلر	винклер
افسار	ланец
افسار	расчекор
المور	елмор
گوه	лајна
گوه	срање
لکس	лекс
آسیس	assis
جانکشن	раскрсница
آلکالوئید	алкалоид
گوپتا	гупта
ژئودزیک	геодетска
زارلاند	saarland
آلمانیا	германци
آلمانیا	германците
لانگلی	ленгли
روبنس	рубенс
رسوا	срам
رسوا	срамота
دریل	вежба
مجوزها	лиценци
مجوزها	дозволи
شتابان	набрзина
کوندرا	кундера
موزی	банана
ساعتهای	часови
ساعتهای	саати
ساعتهای	часовници
ساعتهای	часовниците
ساعتهای	часовници
بازدیدهای	импресии
بازدیدهای	впечатоци
بازدیدهای	прегледи
بازدیدهای	погледи
بازدیدهای	ставови
بازدیدهای	прегледи
بازدیدهای	прикази
گاوبازی	бикови
بدنامی	озлогласениот
بووه	буве
کواد	quad
سرنوشتی	судбината
سرنوشتی	судбина
ریپلی	рипли
خاکسار	почестена
کاتماندو	катманду
آلالگان	лутичиња
خاچاتوریان	хачатурјан
فلیتوود	fleetwood
سالومون	саломон
مهماندار	стјуардесата
مهماندار	стјуардеса
مهماندار	домаќинка
مهماندار	домаќинката
فولیکول	фоликуло
آکیورا	акура
آپاندیس	додатокот
رمل	геомантија
کازینوی	казино
کواترو	quattro
قصور	запоставени
الیگارشی	олигархија
مخفیگاه	скривалиште
فالک	фалк
سگها	кучиња
بروملی	бромли
جوردانو	џордано
باندراس	бандерас
وینسلو	винслоу
تغییریافته	модифициран
تغییریافته	променети
تغییریافته	изменета
تغییریافته	изменето
تغییریافته	изменет
هارلن	харлан
کوتس	коутс
فورک	вилушка
میدل	средина
میدل	среден
کوستروما	кострома
وادیم	вадим
تورپ	торп
توتوری	tottori
مزلو	маслов
پوبلیوس	публиј
کشو	фиока
آمر	амер
پاکدامنی	честити
پاکدامنی	доблест
پاکدامنی	доблести
پراتو	prato
آبیجان	абиџан
حکاری	hakkâri
استیلر	стилер
متادون	метадон
فراعنه	фараоните
شولتس	шулц
دونقطه	diaeresis
کرنتن	корушка
گیلیام	гилијам
ماجراجو	авантуристички
پاویون	павилјон
فردیت	индивидуалноста
اولوموتس	оломоуц
آرکادی	аркадиј
سورتمه	санката
سورتمه	санка
سورتمه	санки
سورتمه	санката
سورتمه	санка
باکسر	боксер
شیلدبرت	хилдеберт
نیوکمپ	ноу
گالوانی	галвани
ادیث	едит
درمانده	беспомошни
درمانده	беспомошно
درمانده	беспомошен
درمانده	беспомошна
کاشتن	садење
انعام	совет
انعام	бакшиш
آدرنالین	адреналин
باراخاس	барајас
قفسی	кејџ
قفسی	кафез
اصالتا	првично
اصالتا	првобитно
اصالتا	изворно
وینفری	винфри
گورها	гробници
گورها	гробници
گورها	гробови
گورها	гроба
سینگلتون	синглтон
استک	стек
استک	стак
بورل	барел
باماکو	бамако
گابرووو	габрово
تریپولی	триполи
لکسینگتون	лексингтон
سینهالی	синхалски
یارا	јара
تادئوس	тадеј
جومو	џомо
بونگو	бонго
کارلسن	карлсен
ساییده	носен
ساییده	носел
ساییده	носени
بارکلیز	barclays
آلبان	албан
اوتا	ota
اوتا	ута
گایگر	гајгер
سردخانه	мртовечница
نازکا	наска
عسلی	мила
عسلی	мед
عسلی	душо
جلیقه	елек
جلیقه	панцир
آووگادرو	авогадров
شانکار	шанкар
گلنگدن	пукање
گلنگدن	отпуштање
پاتل	пател
الریه	пневмонија
پریکلس	перикле
توتم	тотем
وستینگهاوس	вестингхаус
گوبلز	гебелс
سرآشپز	кувар
سرآشپز	готвач
فلکس	флекс
برنر	бренер
وسیعتر	пошироки
وسیعتر	поширока
وسیعتر	поширок
وسیعتر	поширок
وسیعتر	пошироки
وسیعتر	поширока
مارلا	марла
سورپرایز	изненадување
اوتیسم	аутизам
اوتیسم	аутистичните
شاگال	шагал
چوکوتکا	okrug
الفت	сојузи
الفت	алијанси
تلمسان	тлемсен
مهدکودک	забавиште
مهدکودک	градинка
مهدکودک	расадник
دیکی	дики
دیکی	дики
واگرایی	дивергенција
لالو	лало
راستگو	чесен
راستگو	чесни
راستگو	искрени
راستگو	искрен
اتود	étude
سندای	сендај
مکانهایی	места
آیالا	ајала
فانینگ	фенинг
کرمهای	црви
کوالکام	qualcomm
کارستن	карстен
مورهد	мурхед
قماربازی	коцкање
گائتانو	гаетано
پایگاههای	пласман
اوپلاند	упланд
ریازان	рјазанска
بدگمان	цинично
شارلاتان	шарлатан
کوپلند	копланд
پارمنیدس	парменид
آتیلیو	атилио
تواضع	љубезност
تواضع	учтивост
تواضع	понизност
ستودنی	пофалба
ستودنی	восхитувачки
ستودنی	восхит
تورکو	турку
پاریش	париш
پاریش	парохија
استند	стојат
آکرا	акра
فینمارک	финмарк
ماسی	моси
پیتبول	питбул
شتلند	шетланд
شلواری	хулахопки
فلوریان	флоријан
کیشیناو	кишинев
بنینی	бенињи
فوردهام	фордам
آکتینیدها	актиноиди
پیکاپ	пикап
سیناپسی	синаптичките
جغدها	бувови
توتی	тоти
لوترک	лотрек
دوکاتی	дукати
لابوآن	лабуан
تانژانت	тангента
بارلو	барлоу
اسپا	spa
اسپا	бања
اسپا	спа
تانتال	тантал
کولیک	чолиќ
آسمانخراش	облакодер
نورفولک	норфолк
مینروا	минерва
کالیستو	калисто
اخاذی	изнудување
اخاذی	уцена
اخاذی	уцени
اقساط	изнајмување
پروتئوباکتریا	протеобактерии
کاراواجو	караваџо
زاگورا	загора
رودین	рудин
استیم	пареа
شیرر	шерер
نهار	ручек
سیمبین	symbian
گروزنی	грозни
پالیدور	polydor
هایت	хајат
لیبرتس	либерец
دورانگو	дуранго
لسینگ	лесинг
پنت	понт
دونیا	доња
هارلو	харлоу
میخواند	повици
میخواند	јавувања
سیتا	сита
پرتلاش	вредни
نهفتگی	инкубација
کاتای	cathay
میرز	маерс
گاربو	гарбо
پنجمی	петти
پنجمی	петта
پنجمی	петто
بوست	зајакнување
بوست	boost
بوست	поттик
چویی	чои
روشنتر	посветла
روشنتر	полесни
روشنتر	полесен
روشنتر	запалка
روشنتر	запалката
دامیان	дамијан
دامیان	демијан
جانا	јана
جانا	јана
جانا	jana
پم	пам
پم	пем
آناهایم	анахајм
دولان	долан
سئارا	сеара
پیشاهنگ	извиднички
پیشاهنگ	извидник
میزهای	маси
میزهای	масите
آداپتور	адаптер
بیمارستانها	болници
بیمارستانها	болниците
ضعیفتر	послаби
ضعیفتر	послаба
ضعیفتر	послаб
ضعیفتر	послабо
لاتاری	лотарија
تومسک	томск
گریفیتس	грифитс
آلمانیها	германци
آلمانیها	германците
روسینی	росини
لنیستر	ланистер
اکسو	аксу
والنتینو	валентино
سخاوت	великодушност
سخاوت	дарежливост
سیلزی	шлезија
رامبرانت	рембрант
حسد	завист
حسد	завист
استروئید	стероиди
استروئید	стероиди
فوره	фор
ابلهانه	глупаво
ابلهانه	глупаво
مینوس	минус
اتنولوگ	ethnologue
داروغه	маршал
دنچ	денч
مگنوم	магнум
زندانهای	затворите
زندانهای	затворите
استراوینسکی	стравински
تورفتگی	вовлекување
تورفتگی	вовлекување
مستاجر	станари
مستاجر	станар
قصابی	касапи
قصابی	касапот
سیبیل	сибил
سیبیل	мустаќи
دش	dash
دش	деш
دش	мелени
پمپیدو	помпиду
کوم	kom
کوم	ком
دادو	дадо
لاول	ловел
لاول	ловел
ریکاوری	заздравување
ریکاوری	закрепнување
ارهارد	ерхард
وینچنزو	винченцо
البا	алба
البا	елба
اولدنبورگ	олденбург
لانداو	ландау
سامره	самарија
راسکو	роско
لوآندا	луанда
نابخشوده	непомирливите
رجیو	реџо
نجوا	шепотење
نجوا	шепот
نجوا	шепоти
نجوا	шепотат
هیلر	хилер
مارکیز	маркиз
سایگون	сајгон
سندلر	сендлер
هتر	хедер
توروالدز	торвалдс
دلالی	брокерска
دلالی	брокер
پیزارو	пизаро
بلاست	експлозија
بلاست	експлозијата
ورساچه	versace
پیتا	пити
پیتا	пита
پیتا	пета
جانم	драги
جانم	мила
جانم	драга
جانم	мили
فلوبر	флобер
راسموسن	расмусен
همنشینی	другар
همنشینی	другарот
همنشینی	сопатник
همنشینی	придружник
چتم	четемски
کلزا	репката
کانیون	кањон
کانیون	canyon
کبیری	амбасадор
مرصاد	мирсад
هیراگانا	хирагана
گارسون	келнер
بلندر	блендер
لندیس	лендис
دلخور	навреден
دلخور	навредени
دلخور	налутен
دلخور	нервира
تفاله	џган
تفاله	ѓубре
اولیانوفسک	улјановск
تسلی	утеха
فلت	рамен
فلت	рамно
فلت	дур
فلت	рамни
فلت	рамна
ردینگ	рединг
اسپنس	спенс
روبیو	рубио
کراک	крак
کراک	крек
کراک	пукнатината
کراک	пукнатина
کاروسو	карузо
تأخیری	одложи
تأخیری	доцнење
تأخیری	одложување
داردن	дарден
سرخوشی	еуфорија
لیندبرگ	линдберг
آناکین	анакин
سیول	сивел
لیموترش	лимон
ادسا	едеса
شتران	камили
ارتودنسی	белезици
سوسور	сосир
گتا	гета
بشکن	крак
بشکن	крек
بشکن	пукнатината
بشکن	пукнатина
ریویرا	ривиера
کوپ	куп
گواردیولا	гвардиола
چفت	закачуваат
کاشانه	живеалишта
انتاکیه	антакија
اسپرینت	спринт
حلمی	хилми
آلینا	алина
میبیند	гледа
مشتعل	запалива
کرومودینامیک	хромодинамика
شای	шеј
شای	шеј
کیبل	кејбл
دارل	дарел
بخاک	закопа
پاتریوت	патриот
ریتز	риц
دودو	додо
چرتکه	абакус
پاتک	контранапад
لایک	како
لایک	like
بنکرافت	банкрофт
زنبورداری	пчеларство
ریوندل	ривендел
کورفو	крф
پرادو	прадо
برلیوز	берлиоз
رودیگر	ридигер
جوجو	зготвена
آکسلی	оксли
حام	хем
حام	пршута
حام	шунка
روگ	рог
پروکوپیوس	procopius
آلدا	аида
جرمین	џермејн
یاروسلاو	јарослав
دلتنگی	страдање
دلتنگی	мака
ترنوو	трново
ترومبون	тромбон
هنا	хана
دلگرمی	охрабрување
برونر	брунер
تصعید	sublimation
اسکولز	сколс
ژاور	жавер
آرکت	аркет
حقارت	понижување
موریتس	мориц
ویار	villars
دریبل	дрибла
برازنان	броснан
جیکوبز	џејкобс
قصدی	намера
قصدی	намерата
قصدی	намери
قصدی	намерите
چرخند	циклонот
پیشرانش	погон
تقرب	блискост
تقرب	близината
ندامت	каење
سرزنده	борбеност
سرزنده	лајвли
غیور	љубоморен
غیور	љубоморни
