το	на
γουέστον	вестон
ίνγκραμ	инграм
τζέρσεϋ	џерси
νάστια	настја
αναστολέα	инхибитор
γκρα	gras
λολίτα	лолита
ρουτίνες	рутини
προτεκτοράτα	протекторати
λιθογραφίας	литографија
δάμασος	дамасиј
όλνταμ	олдам
αράπη	црнец
αράπη	црнец
μισαλλοδοξία	фанатизам
μονιμότητα	постојаноста
παντομίμα	mime
παντομίμα	пантомимата
τζέρυ	џери
ινιακό	тилен
μπέρτραμ	бертрам
χέις	хејс
χέις	хејс
συλλυπητήρια	сочуство
συλλυπητήρια	сочувство
γάγγλιο	ганглија
τομάσο	томазо
δυσμενής	неповолен
απαίσιο	грозно
απαίσιο	ужасно
απαίσιο	ужас
απαίσιο	ужасни
απαίσιο	ужасна
απαίσιο	ужасно
απαίσιο	ужасни
απαίσιο	ужасна
απαίσιο	ужасно
μίρο	миро
σπρίνγκστιν	спрингстин
περήφανα	гордо
πενθεσίλεια	пентесилеја
σις	шиш
έντιμο	чесен
έντιμο	чесни
άτυπες	неформални
άτυπες	неформалната
άτυπες	неформалниот
άτυπες	неформален
ίτο	ито
ετη	години
γκαλά	гала
γκαλά	свеченост
νάιτλι	најтли
τζέρσι	џерси
θορν	торн
θορν	трн
θορν	торн
μπόμπ	боб
μπράντσο	бредшо
μαρσιποφόρο	торбари
αλγερινή	алжирски
χαράρε	хараре
ρόζμαρι	рузмарин
ρόζμαρι	розмари
κουλούρια	пециво
κουλούρια	переци
βίλμα	вилма
βίλμα	велма
ηλίθιοι	идиоти
ηλίθιοι	морони
ανελκυστήρας	укине
ανελκυστήρας	лифт
ανελκυστήρας	лифтот
βουβάλια	бафало
ζαλάδα	вртоглавица
χαμομήλι	камилица
ατελείωτη	бескраен
ατελείωτη	бесконечно
ατελείωτη	бескрајно
ατελείωτη	бескрајна
μάρτον	мартон
πυκνότερα	погусто
αντιύλης	антиматерија
λίλυ	лили
εμπειρισμό	емпиризам
ρόζεν	росен
ρόζεν	розен
χάμφρι	хемфри
χόλγκερ	холгер
διαυγής	луциден
σχεσιακή	релациона
έιπριλ	април
ντάλα	dala
αποσχιστεί	отцепување
κοριόλις	кориолисова
χόιτ	хојт
θειόλη	тиол
σπενς	спенс
άχρηστος	безвредна
άχρηστος	безвредно
άχρηστος	безвредни
άχρηστος	бескорисни
άχρηστος	бескорисна
άχρηστος	бескорисен
άχρηστος	бескорисно
σιτσουάν	сечуан
σενιέ	шение
ρουσλάνα	руслана
γκέισα	гејша
γκέισα	гејши
κλασικισμός	класицизам
πάγκος	клупа
βόσκουν	пасат
ειρωνείες	иронии
ζηλιάρα	љубоморен
ζηλιάρα	љубоморни
ζηλιάρα	љубоморна
γαλόνια	галони
γαλόνια	литри
γαλόνια	пруги
φίλμορ	филмор
άκερμαν	акерман
λιλά	јоргован
αστρολογικές	астролошки
ντάνλοπ	данлоп
τουσόν	тусон
κλεισμένη	резервирано
κλεισμένη	резервирани
αμίδιο	амид
μπονσάι	бонсаи
μεταλλαγμένος	мутант
νότιον	australe
ολοκληρωτισμού	тоталитаризмот
κατσαρίδες	лебарки
κατσαρίδες	лебарки
κατσαρίδες	бубашваби
υπόμνηση	потсетник
υπόμνηση	потсетување
οπτικοακουστικά	аудиовизуелна
φέλντμαν	фелдман
διακριτικότητα	дискреција
μισώ	омраза
μισώ	мразам
λάγκος	лагос
δείπνα	вечери
ξιφία	сабјарка
μπριν	брин
τουέιν	твен
σαμάνος	шаман
πλειοψηφίες	мнозинства
ταπεινότητα	понизност
παρεχόμενη	обезбедени
παρεχόμενη	обезбедена
παρεχόμενη	снабдува
φράουλα	јагода
τραϊάν	трајан
μονομάχοι	гладијатори
έκλαψε	плачеше
έκλαψε	плачев
κερατίνη	кератин
θρανίο	биро
κακομαθημένο	разгалени
αζιμούθιο	азимут
μονοθεϊσμού	монотеизам
εκθεση	пријави
εκθεση	извештај
εκθεση	изложување
εκθεση	изложеност
ροδάκινο	праска
σούστερ	шустер
υιοθετημένος	посвоен
υιοθετημένος	усвоена
υιοθετημένος	усвоени
υιοθετημένος	усвои
υιοθετημένος	посвоена
υιοθετημένος	усвоено
διαπραγματευτές	преговарачи
διαπραγματευτές	преговарачите
λεκέδες	флеки
λεκέδες	дамки
ιεροεξεταστής	инквизитор
κουβέρτες	ќебиња
ενσαρκώσεις	инкарнации
ακτη	брег
ακτη	брегот
ακτη	брег
ακτη	крајбрежје
ακτη	обала
ξεκινήστε	почни
ξεκινήστε	почеток
ξεκινήστε	старт
ξεκινήστε	почни
πολυσύχναστη	живост
ραιδεστός	tekirdağ
γλιστράει	лизгаво
φενγκ	фенг
κάμποτ	кебот
καράτια	карати
καρμόνα	кармона
γορίλα	горила
ερεθιστικό	стимулирање
ποσόστωση	квота
ποσόστωση	квоти
χιμένα	химена
υπόκοσμο	подземјето
υπόκοσμο	подземје
χάμστερ	хрчак
χάμστερ	хрчаци
μαχαιρώθηκε	избоден
μαχαιρώθηκε	прободен
αποπροσανατολισμό	дезориентација
σπόνδυλο	пршлени
σπόνδυλο	пршлен
υπήνεμες	заветрени
λογοδοσία	одговорност
λογοδοσία	отчет
θορπ	торп
υποκλοπές	прислушување
υποκλοπές	прислушкување
υποκλοπές	пресретнува
μίρζα	мирза
πλυντήριο	перење
πλυντήριο	перење
πλυντήριο	перална
πλυντήριο	алишта
γκρέισι	грејси
κουβέρτα	ќебе
πληροφοριοδότες	доушници
ενοίκια	изнајмување
ενοίκια	кирија
ενοίκια	изнајмување
ενοίκια	наем
ενοίκια	изнајмува
σαλιγκάρι	полжав
βομβιστής	бомбаш
διετείς	биенале
μπουκέτο	букет
διαπίστευσης	акредитација
βιγίλιος	вигилиј
μπιντ	беде
διουρητικά	диуретик
διουρητικά	диуретици
σόχο	сохо
ενοίκους	станари
επικαιροποίηση	ажурирање
επικαιροποίηση	ажурирање
ασάντι	yeats
χόμπυ	хоби
χόμπυ	хоби
νταίζη	дејзи
αλάβαστρο	алабастер
επικέντρωση	сконцентрирана
σάμσον	самсон
λυν	лин
λυν	лин
αλίνα	алина
λανθάνιο	лантан
επιμηθέα	епиметеј
παγιδευμένοι	заробено
παγιδευμένοι	заробена
παγιδευμένοι	заробени
κλεμμένη	украдена
κλεμμένη	украдено
κλεμμένη	украден
κλεμμένη	украдени
φοβισμένος	исплашена
φοβισμένος	исплашен
φοβισμένος	исплашени
φοβισμένος	уплашени
φοβισμένος	преплашени
φοβισμένος	исплашени
όπρα	опра
χάμσουν	хамсун
ένγκελμπερτ	енгелберт
ρουρκ	рурк
χάουσα	хауса
πιάσουμε	фати
μεταμοντερνισμού	постмодернизам
αιγυπτιολογία	египтологија
φάμπιαν	фабијан
γαλοπούλα	мисирка
γαλοπούλα	турција
γκίτα	гита
ευκολότερος	најлесниот
ευκολότερος	најлесно
μηδική	луцерн
κόστερ	coster
κομφούκιος	конфучие
χαβιέ	хавиер
σουραμπάγια	сурабаја
μαντ	лута
μαντ	лут
οριστικός	дефинитивниот
οριστικός	дефинитивен
μισητό	омраза
τεό	тео
διεδρική	dihedral
κομάντο	командоси
κομάντο	командоси
φυτώρια	расадници
ντάρσι	дарси
κρίς	крис
ελκύει	привлекува
τοπάλοφ	топалов
ντόροθυ	дороти
σρέμσκα	сремска
εκκρεμή	извонредна
εκκρεμή	отворените
εκκρεμή	извонредни
εκκρεμή	извонредно
εκκρεμή	извонреден
κάμντεν	камден
γελάσιος	геласиј
μπράντ	брент
μπράντ	брант
μπράντ	бред
αρρυθμία	аритмија
σπαμ	спам
νομισματολογία	нумизматика
καφε	кафе
μανουέλα	мануела
βαρόνη	бароница
αμέθυστος	аметист
βάλι	вали
αϊρίν	ајрин
αϊρίν	ирина
αϊρίν	ирена
συγκλονισμένος	воодушевена
μπογκντάνοφ	богданов
ιντερνετ	интернет
παγανιστικό	пагански
ξυλουργός	карпентер
στιγμιαίο	инстантно
στιγμιαίο	инстант
συντηρητισμού	конзерватизам
ράο	рао
παύσεις	паузи
αποθεματικά	резерви
αποθεματικά	резервисти
ώμοι	раменици
ώμοι	рамењата
ώμοι	рамена
ώμοι	рамења
ώμοι	рамената
μουσικη	музика
εκδημοκρατισμού	демократизација
γραφειοκρατικό	бирократски
διαδικαστικές	процедуралните
διαδικαστικές	процедурална
διαδικαστικές	процедурални
ίντρα	индра
άνιστον	анистон
πρεσβυτέριο	парохијата
κιντάνα	кинтана
σκυλίτζης	скилица
νερέτβα	неретва
παζ	паз
ντέρικ	дерик
κάντις	кандис
κάντις	кендис
κιόσκι	киоск
κιόσκι	белведер
αναστολές	суспензии
ζημίας	повреда
ζημίας	повреди
σίμπιλ	сибил
σίμπιλ	сибил
κλάρκ	кларк
πάκο	пако
επιθήματα	наставки
αντανακλαστικό	рефлекс
πάξτον	пакстон
ζαμπόν	хем
ζαμπόν	пршута
ζαμπόν	шунка
συγκρατημένα	претпазливо
αξιοσέβαστο	почитуван
αμαρτωλός	грешно
αμαρτωλός	грешен
αμαρτωλός	грешник
ομοιόσταση	хомеостаза
τιμολόγια	фактури
τιμολόγια	тарифи
τιμολόγια	царини
κράισλερ	крајслер
σούμο	сумо
βράνιε	врање
ντερζάβιν	державин
χιρόσι	хироши
αδέξιος	несмасен
αδέξιος	несмасна
σνόου	снег
λιποθυμία	онесвестување
φωτοβολίδες	честици
φακούντο	факундо
ιβίσκος	hibiscus
καρκινογόνες	канцерогени
σουάρεζ	суарез
προβλημα	проблем
προβλημα	неволја
προβλημα	проблем
προβλημα	проблеми
αστέρ	астер
κίρστεν	кирстен
αραβοσίτου	пченка
μόντεμ	модем
κριλ	крил
τρόφιμος	затвореник
νευρικότητα	нервоза
άοπλοι	невооружени
ιζνίκ	изник
έφαγα	јадеше
έφαγα	ate
έφαγα	изеде
έφαγα	јадел
γραφειοκρατικές	бирократски
κιμπλ	кемпбел
γουίλκς	вилкс
χάργουντ	harwood
γερανοί	кранови
αρσάβιν	аршавин
δισεκατομμυριούχος	милијардер
βρικόλακας	вампир
λισσαβόνα	лисабон
μαλιμπού	малибу
μπέρμπανκ	бурбенк
σκάρπα	скарпа
τρεζεγκέ	трезеге
υπενθύμισε	потсети
υπενθύμισε	отповикан
υπενθύμισε	отповикани
μότα	мота
τιποτα	ништо
αλίσα	алиса
αλίσα	алиса
κούρσες	трки
κούρσες	раси
τηλεπάθεια	телепатија
ταλάτ	талат
τυδέα	тидеј
βαλεντάιν	валентајн
βαλεντάιν	валентин
βαλεντάιν	вљубените
βαλεντάιν	валентина
γκλομπ	палки
σπέσιαλ	специјалитети
σπέσιαλ	посебно
σπέσιαλ	специјален
σπέσιαλ	специјално
σπέσιαλ	специјални
σπέσιαλ	посебна
σπέσιαλ	специјална
μαντίλι	шал
μαντίλι	марама
μαντίλι	шамивче
μαντίλι	марамче
ζέμουν	земунскиот
λαϊκισμό	популизам
παράκελσος	парацелзус
μίνο	мино
χάρες	услуги
χάρες	фаворизира
ανεμιστήρα	фан
ανεμιστήρα	вентилатор
ανεμιστήρα	обожавател
ανεμιστήρα	навивач
μιχράμπ	михраб
πέσος	пезоси
βρυκόλακες	вампири
βρυκόλακες	вампирите
μάστορας	мајстор
αιτών	апликантот
μπλάιθ	блајт
συγκινημένος	преместена
συγκινημένος	допре
εκκλησια	црква
διακυβερνητική	меѓувладина
χάνσον	хенсон
λογιστές	сметководители
ωλένη	ulna
μπάρκλεϊ	баркли
μπάρκλεϊ	баркли
σέλο	село
σέλο	selo
μυστίκ	мистик
χρεώσεις	наплата
τίλο	thilo
απελπισμένα	очајно
τσάπελ	капела
απόμακρος	далечното
απόμακρος	далечен
απόμακρος	далечна
απόμακρος	далечни
καλωσόρισε	поздрави
καλωσόρισε	поздравено
καλωσόρισε	поздравена
καλωσόρισε	пречекани
ριζωμένη	вкоренет
δίαθλο	биатлон
κρόνιν	кронин
καναρίνι	канарски
υπερίωνα	хиперион
τετραρχία	тетрархија
ντούλιτλ	дулитл
ρυμούλκησης	влечење
νευροχειρουργική	неврохирургија
κόκαλο	коска
γαρίφαλα	каранфили
διαγωνιζόμενοι	натпреварувачи
διαγωνιζόμενοι	представници
μοτ	мот
ντητρόιτ	детроит
ντητρόιτ	дистрикт
εξατομικευμένη	персонализирани
παρακινήσει	мотивираат
καλο	добра
καλο	добро
καλο	добар
σέικερ	дигната
κλωτσιές	клоца
διερμηνεία	интерпретација
διερμηνεία	толкување
σφιχτή	тесна
σφιχτή	цврсто
σφιχτή	тесен
#σε	#во
κατασκευάσματα	конструкции
σφουγγάρια	морските
νονό	кум
λάικα	leica
επικρίνοντας	критикувајќи
επικρίνοντας	критикување
ζλάταν	златан
κούρου	куру
σπίαρς	спирс
σπίαρς	копја
σπίαρς	копјата
σιμς	симс
σιμς	симс
τσαγκατάι	чагатајски
ζιζέλ	жизел
ζιζέλ	жизел
μπράτσα	оружје
κερν	керн
ντεντ	дент
προκαταβολή	однапред
προκαταβολή	напредување
προκαταβολή	депозити
προκαταβολή	депозит
προκαταβολή	депозитот
βέγκενερ	вегенер
ορόσκο	орозко
οξυ	киселина
άπτον	аптон
γαϊδούρι	магарето
γαϊδούρι	магаре
ποδάγρα	гихт
τρώμε	јадење
τρώμε	јаде
μαρτζ	марџ
μάγουλο	образот
μάγουλο	образ
εξαλείφει	елиминира
ιπποπόταμος	хипо
ιπποπόταμος	нилски
φρέσκος	свеж
φρέσκος	свежи
φρέσκος	свежа
φρέσκος	тазе
φρέσκος	свежо
τρομοκρατημένος	преплашен
τρομοκρατημένος	преплашени
σαντρ	садр
γκριντ	гринт
σάβο	саво
κινητοποιηθεί	мобилизирани
κινητοποιηθεί	мобилизира
ακτιβισμού	активизмот
ακτιβισμού	активизам
κέσλερ	кеслер
απαρχαιωμένο	застарена
άρρεν	машко
άρρεν	машки
τετουάν	тетуан
αμμοθύελλα	песочна
καλοήθης	бенигна
δέματα	пакети
δέματα	парцели
κνουμ	хнум
κύλιση	лизгач
κανονιστικές	регулација
κανονιστικές	регулаторна
ποντικάκι	глушец
ποντικάκι	глувче
σαντίνο	сантино
κιουτάχεια	kütahya
βανδαλίσει	вандализира
πέδιλα	скии
πέδιλα	ролери
έρι	eri
ευχαριστημένη	задоволна
ευχαριστημένη	задоволен
κλιμάκωσης	скалирање
ρομπέρτα	роберта
γκότλομπ	готлоб
σατανική	сатански
διυλιστηρίου	рафинеријата
διυλιστηρίου	рафинерија
παρορμήσεις	импулси
παρορμήσεις	повика
παρορμήσεις	нагони
βια	насилства
βια	насилство
βια	биа
σηματοδότησης	сигнализирајќи
ντονάτο	донато
τελωνεία	обичаи
τελωνεία	царини
τελωνεία	царински
τελωνεία	царина
μάρνι	марни
κατακερματισμένη	фрагментирана
εγκάρδια	срдечно
προσγειώσεις	слетувања
ντενιζλί	денизли
βελανίδι	желад
ταμπρίζ	табриз
κούνα	шејк
ενθαρρυντικά	охрабрување
ενθαρρυντικά	охрабрувачки
ενθαρρυντικά	охрабрува
λίμπιντο	либидо
χουλιάν	хулијан
αγκαθωτό	бодликава
πραίτορα	претор
μονρό	монро
μετατροπέα	converter
ιζέτ	изет
δολώματα	ларви
αυστηρότερα	построг
αυστηρότερα	построги
αυστηρότερα	построга
οφθαλμική	очен
τζιμπρίλ	џибрил
επιδόρπια	десерти
εμπέδηση	импеданса
αρχειοθέτησης	архивирање
τελείωσα	завршив
τελείωσα	заврши
τελείωσα	завршена
τελείωσα	завршено
μπράνισλαβ	бранислав
ρουβίδιο	рубидиум
ένοικοι	станари
κρέμες	креми
σούτρα	сутра
τιμιότητα	искреност
τιμιότητα	чесност
τιμιότητα	искреноста
αλαζόνας	самоуверен
αλαζόνας	арогантни
αλαζόνας	арогантен
τρέλλα	лудилото
τρέλλα	лудило
πλάζα	плаза
πεζοναύτης	маринец
ρόλερ	ролер
πρασινο	зелен
πρασινο	зелена
πρασινο	зелено
πρασινο	зелени
αρίθα	арета
μανιωδώς	бесно
λεμπρόν	леброн
γεωθερμική	геотермална
εκπαιδευτών	патики
συνταξιοδότησης	пензионирање
συνταξιοδότησης	пензија
σαβ	сат
σαβ	седна
σαβ	седел
σαβ	седеше
βάνια	вања
μεγάφωνα	звучниците
βούκοβαρ	вуковар
ψύλλος	болви
γκεμπ	геб
απαίσια	грозно
απαίσια	ужасно
απαίσια	ужас
απαίσια	ужасни
απαίσια	ужасна
απαίσια	ужасно
απαίσια	ужасни
απαίσια	ужасна
απαίσια	ужасно
έμμονη	опсесивно
πατρίτσια	патриција
πατρίτσια	патриша
ανάδευση	смирувачки
ταραντούλα	тарантула
ευρασιατικός	пудлица
φαινότυπο	фенотип
σύρθηκε	влечена
απελπισμένοι	очајни
απελπισμένοι	очајна
απελπισμένοι	очајно
απελπισμένοι	очаен
εθ	eth
πρίτσαρντ	причард
παρεμβολών	попречување
ανεμοβλογιά	сипаници
μασάντα	масада
κάμπια	гасеницата
σαχτ	шахт
σκουπίδι	корпа
σκουπίδι	ѓубре
βιοπληροφορική	биоинформатика
οξάνα	оксана
ενδοκρινικό	ендокрин
δάγκωσε	гриз
δάγκωσε	гризне
μπιάνκι	бјанки
πολιτισμένα	цивилизирани
πολιτισμένα	цивилизирано
πολιτισμένα	цивилизиран
επανασχεδιασμένο	обновил
λδκ	кро
λδκ	dprk
γκούντρουν	гудрун
ιρένα	ирена
μαγευτικό	волшебна
μαχατσκαλά	махачкала
σπαταλάς	троши
εξαγορές	набавки
ιαπετός	јапет
χες	хес
ρόζενμποργκ	розенборг
τσουκότκα	чукотски
εποικοδομητικές	конструктивно
εποικοδομητικές	конструктивен
εποικοδομητικές	конструктивни
εποικοδομητικές	конструктивна
κουασιμόδο	квазимодо
υδρογραφία	хидрографија
άππα	апа
ζυγωτό	зигот
κατώτατη	најниската
κατώτατη	најниска
κατώτατη	најнизок
κατώτατη	најниски
κατώτατη	најниско
οτσόα	очоа
δομινικανοί	доминиканци
εκδικητής	одметникот
εκδικητής	одмаздник
κλάρεντον	кларендон
κινηματογραφία	кинематографија
λυκίσκου	хопс
δικαιολογημένο	оправдана
δικαιολογημένο	оправдано
δικαιολογημένο	оправдан
τρέχω	трчање
χόλλυγουντ	холивудски
χόλλυγουντ	холивуд
χρηματιστές	брокерите
χρηματιστές	брокери
συνεργούς	соучесници
ερμίνα	ермелин
μελανίνη	меланин
σκόλα	скола
μπιχάρ	бихар
ισπανία}}	шпанија}}
περούτσι	перуци
κιριτιμάτι	киритимати
μπέρτζες	бурџис
επικερδή	профитабилен
επικερδή	профитабилно
επικερδή	профитабилна
επικερδή	профитабилни
οπενχάιμερ	опенхајмер
όλμο	малтер
γονιμοποιημένα	оплодени
κορμιά	тела
μπέβερλυ	беверли
ενδυμίων	ендимион
προικισμένη	надарен
πεσμένο	паднат
πεσμένο	паднатиот
πεσμένο	падната
πεσμένο	паднати
χρηστικότητας	употребливост
μαρντίν	мардин
ρέκα	reka
γουέν	вен
στόου	стоув
λαβίνια	лавинија
βρυκόλακας	вампирски
βρυκόλακας	вампир
βρυκόλακας	вампир
περασμένες	минато
περασμένες	изминатите
περασμένες	минати
σλαβονία	славонија
εμφύτευση	имплант
εμφύτευση	вграден
τζίνο	гино
τζίνο	џино
τορκουάτο	торквато
νικηθεί	поразена
συρτάρι	фиока
άπιστος	неверна
άπιστος	неверник
κοινωνιολογικές	социолошко
κουφό	глув
κουφό	глува
κουφό	глуви
μάιερς	маерс
κιάνου	киану
εκστρατευτική	експедициски
εμμηνόρροια	менструација
απασχολημένη	зафатен
απασχολημένη	зафатено
απασχολημένη	зафатена
απασχολημένη	зафатени
σάαρ	saar
τσέιμπερς	чемберс
τσέιμπερς	комори
μεγα	мега
μεγα	mega
σκύλα	кучка
σκύλα	кучката
σπίθες	искри
κόπερφιλντ	коперфилд
γκόμπλιν	гоблини
γκόμπλιν	гоблин
αμίαντο	азбест
ναβάρα	навара
μάλορι	мелори
νίτρο	нитро
μονοθεϊστική	монотеистички
κόκερ	кокер
γκούτενμπεργκ	гутенберг
κανταρέ	кадаре
επιτρεπόμενη	овластени
επιτρεπόμενη	овласти
επιτρεπόμενη	дозволени
επιτρεπόμενη	дозволено
επιτρεπόμενη	дозволена
επιτρεπόμενη	дозволени
επιτρεπόμενη	дозволено
αλλεργίας	алергија
βάναυση	брутална
βάναυση	брутални
βάναυση	свирепо
βάναυση	брутално
βάναυση	брутален
πίκα	pica
νούρμι	нурми
έσυρε	влечена
φρεάτιο	прекривка
απρόβλεπτο	непредвидени
απρόβλεπτο	непредвидливи
απρόβλεπτο	непредвидливо
απρόβλεπτο	непредвидлива
απρόβλεπτο	непредвидлив
γουόλτ	волт
φάουστο	фаусто
μπαρδέμ	бардем
λόττο	lotto
συνδιαλλαγής	помирување
κλαις	плаче
κλαις	плач
κλαις	плачи
κλαις	плачат
διάσειση	потрес
βρώμης	овес
βάισμαν	вајсмен
ταγκό	танго
τρυπτοφάνη	триптофан
αποτυχημένος	губитник
αποτυχημένος	лузер
διαπνοή	транспирација
ούρφα	урфа
ντόχερτι	доерти
επανεξετάσει	размислете
επανεξετάσει	преиспитување
ένιο	енио
γουρουνάκι	прасе
κοβαλέφσκαγια	ковалевска
μπόνο	боно
δυνατότερα	погласно
βησιγοτθικό	визиготско
σίλκεμποργκ	силкеборг
στειρότητα	стерилитет
στειρότητα	неплодност
κνεζ	кнез
χράντετς	храдец
τριτη	вторник
απτό	видливи
δερβίσης	дервиш
σακιά	вреќите
σακιά	вреќи
μπρούς	брус
γενετιστές	генетичари
ανατρεπτικό	субверзивни
γκαρνταρόμπα	гардероба
σέριλ	шерил
σέριλ	cheryl
σέριλ	шерил
μπαντέρας	бандерас
υπερπληθυσμού	пренаселеност
αλουμίνας	алумина
απαλλαγές	изземање
βαλές	слуга
σομάν	соман
μαφιόζος	мафијаш
μαφιόζος	мафија
συμμετοχη	вклученост
συμμετοχη	вмешаност
συμμετοχη	учество
λιακάδα	сонце
λιακάδα	сани
λιακάδα	сончево
λιακάδα	сончев
λιακάδα	сончеви
εξήγησαν	објасни
εξήγησαν	објаснето
κοφτερό	остро
κοφτερό	шарп
κοφτερό	остра
κοφτερό	остар
κοφτερό	остри
ερείπιο	уништи
τόκκος	токо
παλούκι	колци
παλούκι	акциите
παλούκι	клада
παλούκι	колец
φένιμορ	фенимор
ιστολογία	хистологија
ανθρωποκτονιών	убиство
ανθρωποκτονιών	убиства
κοριολανός	кориолан
φαγοκυττάρωση	фагоцитоза
ένοικος	станар
πίπεν	пипен
λόκχαρτ	локхарт
ξινή	кисели
ξινή	кисело
γιάνεζ	јанез
γκιμπούτας	гимбутас
γκέινς	гејнс
σταλινισμού	сталинизам
μαρτινέλι	мартинели
πολυαιθυλενίου	полиетилен
θευδέριχου	теудерик
ασθενοφόρα	амбуланти
οδοντιατρικά	забни
οδοντιατρικά	стоматолошка
οδοντιατρικά	стоматолошки
οδοντιατρικά	забен
μπιζέλι	грашок
μπιέλοβαρ	бјеловар
σάλβα	салва
ντοντ	дод
μουρμάνσκ	мурманск
λύγισε	кривина
λύγισε	bend
απελευθερωτές	ослободители
πανεπιστημιο	универзитет
γκλίσον	глисон
καπιταλιστές	капиталистите
κάρολαϊν	керолајн
κάρολαϊν	каролина
κάρολαϊν	каролин
εκατομμυριοστό	милионити
πρακτικότητα	практичноста
κατάντη	низводно
σικίμπου	шикибу
συγκρίνετε	спореди
συγκρίνετε	споредете
συγκρίνετε	споредуваат
παρόρμηση	импулс
αναβολικά	стероиди
απέδειξα	докажа
βασανιστήριο	мачење
βασανιστήριο	тортура
βασανιστήριο	измачување
γειτονία	населба
αποτεφρωθεί	кремиран
εκπαιδευόμενοι	стажисти
βομβιστές	бомбардерите
βομβιστές	бомбаши
τηγανίτες	палачинки
σάντυ	сенди
γόμορρα	гомора
κενυάτα	кенијата
σαλμονέλα	салмонела
πάβλε	pavle
πάβλε	павле
αβεσσαλώμ	авесалом
απελπιστικά	очајно
απελπιστικά	безнадежно
φαρισαίοι	фарисеите
μπωλ	садот
μπωλ	корита
μπουμπακάρ	бубакар
νασρί	насри
περίπολο	патрола
περίπολο	патролата
κλας	клас
απρόσωπο	безлична
φόρτε	форте
νεποτισμό	непотизам
χιονίζει	снег
πάτα	печат
πάτα	притиснете
πάτα	прес
καρπούζια	лубеници
επιταγών	чекови
επιταγών	чековите
παγανισμό	паганството
σκάψει	даг
σκάψει	ископани
ταξιδι	патување
ταξιδι	патување
ταξιδι	трип
μπαούλο	гради
μπαούλο	градите
μπαούλο	багажник
μπαούλο	багажникот
καχύποπτος	сомничав
καχύποπτος	сомнително
καχύποπτος	сомнителен
καχύποπτος	сомнителни
σπιτι	дом
σπιτι	дома
σπιτι	домот
σπιτι	home
σπιτι	куќа
σπιτι	хаус
στόχευσης	насочување
σφραγισμένο	запечатени
σφραγισμένο	запечатена
σφραγισμένο	потпишан
σφραγισμένο	запечатен
φρομ	фром
πέισλι	пејсли
βομβιστή	бомбаш
ανελέητη	безмилосно
ανελέητη	безмилосен
#εθνική	#национална
ταγκανρόγκ	таганрог
τηγανητό	пржен
τηγανητό	пржени
τηγανητό	фрид
τηγανητό	пржено
ρόδινα	розови
λιτς	лич
μπλας	блас
σαλούν	салунот
μετατροπείς	трансформаторите
καμάκι	харпун
δαιμονική	демонско
δαιμονική	демонски
μπαλτάζαρ	балтазар
αντισταθμίζει	неутрализација
έγκατα	цревата
έγκατα	варењето
δέμα	пакет
εξι	шестмина
εξι	six
εξι	шест
εποικοδομητικά	конструктивно
τόμυ	томи
γαλλία}}	франција}}
εθελόντρια	волонтер
εθελόντρια	доброволец
εθελόντρια	волонтерска
εθελόντρια	доброволни
εθελόντρια	волонтерски
χάσω	губат
χάσω	изгуби
κοβάλσκι	ковалски
προφύλαξης	претпазливост
προφύλαξης	превентивна
κανταβρία	кантабрија
κάλα	кала
γιαπωνέζικο	јапонско
γιαπωνέζικο	јапонска
γιαπωνέζικο	јапонски
οπισθοδρόμηση	регресија
ανώριμο	незрел
τετράστιχα	квартети
οτ	лаг
ιδιωτικοποιήσεις	приватизација
ιδιωτικοποιήσεις	приватизација
ιδιωτικοποιήσεις	приватизацијата
αγγελος	ангел
αγγελος	angel
γιάλοβα	јалова
αστροναυτική	астронаутика
γυναικολόγος	гинеколог
αδιαίρετο	неделив
άψογο	беспрекорен
άψογο	беспрекорно
ρήτρες	клаузули
γκόντφρεϊ	годфри
ντάφι	дафи
ντάφι	дафи
σακί	тавче
σακί	вреќа
συζητήστε	разговараат
σβάντε	сванте
βανέσσα	ванеса
παρατυπία	нерегуларности
παρατυπία	неправилности
σωτήρες	спасители
αυστηρότερες	построг
αυστηρότερες	построги
αυστηρότερες	построга
αυστηρότερες	построги
αυστηρότερες	потешка
αυστηρότερες	потешки
αυστηρότερες	построги
εξισορρόπησης	балансирање
φιλοδοξίας	амбиција
φιλοδοξίας	амбиции
φιλοδοξίας	амбицијата
εκβιασμός	уцена
εκβιασμός	уцени
εκβιασμός	изнудување
νοικιάζει	изнајмува
μεταμέλεια	покајание
μεταμέλεια	каење
μεταμέλεια	кае
μεταμέλεια	каење
μεταμέλεια	жалење
τάνγκο	танго
δυσδαιμόνα	дездемона
σάντοβαλ	сандовал
περούκα	перика
ακρωτηριασμένο	ампутирани
ακρωτηριασμένο	осакатена
ακρωτηριασμένο	осакатени
αληθεια	вистинито
αληθεια	вистина
κραγιόν	кармин
κραγιόν	lipstick
νταμίρ	дамир
εθεάθη	видена
εθεάθη	видено
εθεάθη	видени
εθεάθη	видел
εθεάθη	виден
ακονκάγκουα	аконкагва
σφαγείο	кланица
ματζίντ	маџид
ρόζενταλ	розентал
διεφθαρμένοι	корумпирани
διεφθαρμένοι	корумпирано
διεφθαρμένοι	корумпирана
διεφθαρμένοι	корумпиран
εξαερισμό	вентилација
λάρες	ларес
μαστεκτομή	мастектомија
έπιπλο	гарнитура
έπιπλο	мебел
