έλλη	elija
εφαρμόζει	īsteno
αναγνωριστικό	identifikators
σαμαρά	samars
κενή	brīvs
κενή	tukši
κενή	tukšs
κενή	tukšas
κενή	tukša
κενή	tukšā
κενή	tukšu
κενή	tukšs
κενή	tukša
ενισχύει	pastiprina
ενισχύει	uzlabo
ενισχύει	nostiprina
ενισχύει	stiprina
προκατόχου	priekšgājējs
διαλυθεί	izšķīdināta
διαλυθεί	izšķīdušā
απεικόνισης	attēlveidošanas
βανκούβερ	vankūveras
επιθετικό	agresīvi
επιθετικό	agresīva
αντέδρασε	reaģēja
μήλο	apple
μήλο	ābols
μήλο	ābolu
πρεσβείας	vēstniecības
πρεσβείας	vēstniecība
πρεσβείας	vēstniecībā
λογαριασμούς	rēķini
λογαριασμούς	rēķinus
λογαριασμούς	vekseļi
λογαριασμούς	konti
λογαριασμούς	pārskati
μαϊάμι	maiami
έλξη	vilces
έλξη	piesaiste
μπουλ	vērsis
μπουλ	bull
ευθύνες	pienākumi
ευθύνες	atbildība
ευθύνες	atbildības
φορολογία	nodokļi
κρανίο	galvaskausa
αφθονία	pārpilnība
δεξιότητες	iemaņas
δεξιότητες	prasmes
δεξιότητες	prasme
δεξιότητες	iemaņas
δεξιότητες	prasmes
δεξιότητες	prasme
δεξιότητες	prasmju
πρωτόκολλα	protokoliem
πρωτόκολλα	protokoli
νηλ	nīla
νηλ	nīls
νηλ	nils
νηλ	nīls
νηλ	nilu
συνοδεύει	pavada
συνοδεύει	pavada
υπάλληλοι	nodarbinātie
υπάλληλοι	darbinieki
υπάλληλοι	ierēdņi
υπάλληλοι	amatpersonas
ιορδανία	jordānija
κεφάλια	galvas
κάρι	karija
κάρι	cary
κάρι	kerija
δένδρο	koku
δένδρο	koks
δένδρο	kokā
ιρλανδική	īrijas
ιρλανδική	īru
ναμίμπια	namībijas
πλατύ	plašs
πλατύ	plaša
ανεπιτυχώς	nesekmīgi
τόξα	lentām
τόξα	bultas
ππ	fps
ραλφ	ralfs
παρατηρητήριο	sargtorni
παρατηρητήριο	observatorija
καύκασο	kaukāza
εγγονή	mazmeita
ορθογραφία	pareizrakstības
παρατηρήσει	pamanīju
διεκδίκηση	apgalvojums
διεκδίκηση	prasība
διεκδίκηση	apgalvojot
παραγωγική	produktīva
δομικά	strukturāli
ασφαλής	drošu
ασφαλής	drošs
ασφαλής	droši
ασφαλής	droša
ασφαλής	drošībā
ασφαλής	drošas
ασφαλής	drošs
ασφαλής	droša
αιθυλο	etil
κινέζοι	ķīnas
κινέζοι	ķīnieši
κινέζοι	ķīnietis
κινέζοι	ķīniešu
δράκος	pūķi
δράκος	pūķis
βλέπεις	redz
βλέπεις	skatīt
εμπόρους	tirgotājiem
εμπόρους	tirgotāji
εμπόρους	izplatītāji
εμπόρους	tirgotājiem
εμπόρους	tirgotāji
χαβάης	havajiešu
μάρθα	marta
ρομά	romu
ρομά	romi
ταξί	taksometru
ταξί	kabīne
ταξί	kabīnes
τονίζει	uzsver
επικοινωνίες	komunikācija
επικοινωνίες	sakari
επικοινωνίες	paziņojumi
επικοινωνίες	saziņa
επικοινωνίες	komunikāciju
επικοινωνίες	komunikācijas
φινλανδική	somu
φινλανδική	somijas
υποψίες	aizdomas
υποψίες	aizdomas
υπάρχουσα	esošie
υπάρχουσα	esošo
υπάρχουσα	esošā
υπάρχουσα	esošās
ισμαήλ	ismail
πρόξενος	konsuls
μπακ	bak
μπακ	bac
εμβαδόν	teritorija
εμβαδόν	platība
εμβαδόν	apgabals
εμβαδόν	laukums
μεθοδολογία	metodikas
μεθοδολογία	metodoloģija
μεθοδολογία	metodika
ημερήσια	dienā
ημερήσια	dienas
σουέζ	suez
μανδύα	apmetnis
ρώτησε	ask
ρώτησε	prasīt
ρώτησε	jautāt
ρώτησε	lūgt
ρώτησε	jautā
ρώτησε	lūdza
δηλητήριο	indi
δηλητήριο	inde
εξαρτήματα	aksesuāri
εξαρτήματα	piederumi
εξαρτήματα	komponenti
εξαρτήματα	sastāvdaļas
εξαρτήματα	komponentes
ναύτες	jūrnieki
ναύτες	jūrnieki
βασιλιάδες	karaļi
υπομονή	pacietība
υπομονή	pacietības
υπομονή	pacietību
συμβολισμός	simboliku
βασίλισσες	karalienes
βασίλισσες	queens
βούλα	dot
άστον	ashton
πληροφόρηση	informācija
πειραματικό	eksperimentālā
πειραματικό	eksperimentāli
πειραματικό	eksperimentālās
πειραματικό	eksperimentālie
διάβαση	šķērsot
διάβαση	šķērso
διάβαση	šķērsošanas
διάβαση	šķērsošana
μνήμες	atmiņas
μνήμες	atmiņa
μνήμες	atmiņas
αγροτικός	lauku
ανθρακικό	karbonāts
ανθρακικό	karbonātu
τρομοκρατία	terorisms
χρόνοι	laiki
ικανοποίηση	apmierinātība
σέλευκος	seleiks
μόργκαν	morgan
εκτύπωση	izdrukāt
εκτύπωση	drukāt
εκτύπωση	drukas
εκτύπωση	iespiešanas
εκτύπωση	iespiešana
εκτύπωση	drukāšana
αντικαθίσταται	nomainīts
αντικαθίσταται	aizstāts
σαρδηνίας	sardīnijas
σαρδηνίας	sardīnijas
διαδήλωση	protestu
διαδήλωση	protests
διαδήλωση	demonstrācija
διαδήλωση	demonstrēšana
διαδήλωση	demonstrējumu
νόμιμα	tiesiski
νόμιμα	juridiski
νόμιμα	legāli
κανονισμός	regulēšana
κανονισμός	regula
κανονισμός	regulējums
παίχτης	spēlētājs
περίεργο	savādi
περίεργο	dīvaini
περίεργο	dīvaina
περίεργο	savādi
περίεργο	dīvaini
περίεργο	dīvaina
μαλαισίας	malaizijā
μαλαισίας	malaizija
μαλαισίας	malaizijas
μαλαισίας	malaizijas
αδριανούπολη	edirne
ανέκδοτα	jokus
ανέκδοτα	joki
μπιτς	dižskābaržu
χαμένη	zaudēti
χαμένη	pazaudēts
χαμένη	zaudēja
χαμένη	pazudis
χαμένη	zaudēts
νικαράγουα	nikaragva
σχηματιστεί	veidojas
σχηματιστεί	veidoti
χείλη	lūpas
χείλη	lūpu
ασταθής	nestabilā
ασταθής	nestabila
ασταθής	nestabilas
ασταθής	nestabils
