oklahoma	οκλαχόμα
seng	κρεββάτι
rover	rover
rover	ρόβερ
mulighederne	πιθανότητες
mulighederne	δυνατότητες
variabel	μεταβλητό
variabel	μεταβλητή
vingerne	φτερούγες
vingerne	φτερά
vingerne	πτέρυγες
adresser	διευθύνσεις
india	ινδία
india	ινδίας
udvidelsen	διεύρυνσης
udvidelsen	διεύρυνση
medtaget	συμπεριλαμβάνεται
medtaget	περιλαμβάνονται
medtaget	συμπεριλαμβάνονται
medtaget	περιλαμβάνεται
arc	τόξο
arc	arc
arc	εκα
arc	τόξου
æra	εποχή
eksistensen	ύπαρξη
kabel	καλώδιο
kabel	καλώδια
kabel	καλωδιακή
tilføjer	πρόσθεση
tilføjer	προσθέτοντας
tilføjer	προσθήκη
tilføjer	προσθέστε
tilføjer	προσθήκες
tilføjer	προσθέτει
basen	βαση
basen	βάση
strasbourg	στρασβούργο
caen	caen
jessica	τζέσικα
jessica	jessica
lópez	lópez
lópez	λόπεζ
lópez	lopez
skærmen	οθόνη
klokke	κουδούνια
klokke	καμπάνες
klokke	κουδούνι
klokke	καμπάνα
klokke	μπελ
klokke	καμπανάκι
klokke	bell
portland	πόρτλαντ
herkomst	προέλευση
optegnelser	αρχεία
optegnelser	δίσκοι
smerte	άλγος
smerte	πόνο
smerte	πόνος
pastor	αιδεσιμότατος
pastor	πάστορας
pastor	πάστορα
bælte	ζώνη
bælte	ζωνη
rumænsk	ρουμανικό
rumænsk	ρουμανική
rumænsk	ρουμάνος
rumænsk	ρουμάνοι
gibson	γκίμπσον
natural	φυσική
natural	φυσικό
natural	φυσικός
natural	φυσικές
