το	os
φρέσκια	fresco
όσιρις	osíris
χόφερ	hofer
τροχαλία	roldana
σχολαστική	meticuloso
σχολαστική	meticulosa
φιλοδοξούσε	aspirava
βατράχια	sapos
βατράχια	rãs
τούζλα	tuzla
αρσένιο	arsenio
βολφραμίου	tungsténio
σουρής	souris
αδέλα	adela
ελαστικού	pneu
ελαστικού	pneus
ακενατόν	akhenaton
προσδιορίζοντας	especificando
αθόρυβα	calmamente
αθόρυβα	silenciosamente
αθόρυβα	silenciosamente
νιούπορτ	newport
ενυδρεία	aquários
τζου	joo
ηφαιστειολογία	vulcanologia
μπερίσα	berisha
μετασχηματιστή	transformadores
μετασχηματιστή	transformador
συγχωροχάρτια	indulgências
εφοδιασμός	abastecimento
εφοδιασμός	fornecimento
τζα	jah
τζα	jia
γωνιακό	canto
γωνιακό	cantinho
γωνιακό	cantos
γωνιακό	recanto
γωνιακό	esquina
κούντερα	kundera
ενδιαφέρων	interessante
ενδιαφέρων	interessantes
δερβίσηδες	dervixes
ασίζης	assis
καταπιεί	engole
καταπιεί	andorinha
καταπιεί	engolir
κουρασμένος	cansada
κουρασμένος	cansados
κουρασμένος	cansado
ζινεντίν	zinedine
απού	apu
μάκενσεν	mackensen
σανίδες	tábuas
σανίδες	pranchas
σανίδες	tábuas
καραμέλα	caramelo
καραμέλα	bombom
καραμέλα	doce
καραμέλα	bombons
καραμέλα	candy
καραμέλα	doces
κεράλα	kerala
τζερόμ	jerome
τζερόμ	jerônimo
ηλεκτροδυναμική	eletrodinâmica
περίθλασης	difração
υπάκουσε	obedeça
υπάκουσε	obedece
υπάκουσε	obedecer
υπάκουσε	obedeçam
λαπαροσκοπική	laparoscópica
ταυρίνη	taurina
άρπυιες	harpias
πυλώνας	pilares
πυλώνας	pilar
πυλώνας	pilone
πτδ	dcf
ντίκι	dickie
κροπότκιν	kropotkin
αφηρημένος	abstrato
αφηρημένος	abstracto
αφηρημένος	abstracta
αφηρημένος	resumo
αφηρημένος	abstrata
αφηρημένος	distraídos
αφηρημένος	distraído
αφηρημένος	distraída
ταλαντωτή	oscilador
ντόρσετ	dorset
κοινοποίηση	notificação
κοινοποίηση	compartilhem
κοινοποίηση	compartilhar
κοινοποίηση	partilhar
κοινοποίηση	partilha
κοινοποίηση	compartilhamento
κοινοποίηση	compartilhe
τονίσω	enfatizar
τονίσω	salientar
πολυεθνικών	multinacionais
παγανιστές	pagãos
χαττούσα	hattusa
αγκάλιασε	abrace
αγκάλιασε	abraço
αγκάλιασε	abraçar
αγκάλιασε	abraça
βιασμός	colza
βιασμός	violações
βιασμός	violação
βιασμός	estupro
δεκαεφτά	dezassete
δεκαεφτά	seventeen
δεκαεφτά	dezessete
μπούτρος	boutros
ντίβα	diva
αλκενίων	alcenos
αρραβωνιασμένη	noiva
αρραβωνιασμένη	noivos
αρραβωνιασμένη	noivo
ανήθικη	imoral
ανήθικη	imorais
καλόγρια	freira
καρδιολογία	cardiologia
γιε	son
γιε	filho
καμηλοπάρδαλη	girafa
εμιλιάνο	emiliano
προσοχη	atençao
προσοχη	atenção
σταφύλι	uva
σταφύλι	uvas
σέρα	sera
μαλντίνι	maldini
οίκτο	piedade
οίκτο	pena
μέγκαν	megan
καρακορούμ	karakorum
τόκος	juros
τόκος	interesse
ηρωίδες	heroínas
τραυματική	traumática
τραυματική	traumático
μοντέρνος	moderna
μοντέρνος	modernas
μοντέρνος	modern
μοντέρνος	moderno
αρσιβαρίστας	halterofilista
βρώσιμα	comestível
βρώσιμα	comestíveis
πενταγώνου	pentágono
χρεώνεται	cobrado
χρεώνεται	cobrados
χρεώνεται	carregado
κλώνος	clones
κλώνος	clone
κλώνος	clonar
κολόμα	coloma
εμίρ	emir
μπόντι	bodhi
μετρητές	contadores
μετρητές	metros
μετρητές	medidores
μετρητές	contadores
προστατευόμενων	protegida
προστατευόμενων	protegidas
προστατευόμενων	protegidos
προστατευόμενων	protegido
μογγόλος	mongol
μογγόλος	mongóis
γυαλιστερό	brilhante
γυαλιστερό	reluzente
τσία	chia
φοράδα	mare
φοράδα	égua
γοητευμένος	encantado
γοητευμένος	encantada
γοητευμένος	encantadas
γοητευμένος	encantou
γοητευμένος	fascinada
γοητευμένος	fascinado
αξιοθαύμαστη	admirável
ιρακινοί	iraquianos
σφύριγμα	assobio
σφύριγμα	assobiar
σφύριγμα	apito
σφύριγμα	silvo
σφύριγμα	assobio
σφύριγμα	assobiar
σφύριγμα	hiss
ανθοφορίας	floração
αμοιβαίες	reciprocidade
αμοιβαίες	recíprocos
αμοιβαίες	recíproco
αμοιβαίες	recíproca
αμοιβαίες	recíprocas
αψβούργοι	habsburgo
αψβούργοι	habsburgos
λέβιτ	levitt
λέαινα	leoa
δόξες	glórias
μπερζεράκ	bergerac
χορηγοί	patrocinadores
χορηγοί	patrocínios
συμμετέχων	participante
ιεροσυλία	sacrilégio
δαλιδά	dalila
δαλιδά	delilah
ντιμίτρι	dmitri
ντιμίτρι	dimitri
ντιμίτρι	dmitri
ντιμίτρι	dimitri
ντιμίτρι	demetri
αγνό	puras
αγνό	pura
αγνό	puro
αγνό	puros
αγνό	pure
κάαμπα	caaba
πονηρός	sly
πονηρός	manhoso
πονηρός	astúcia
πονηρός	astuta
πονηρός	astuto
βατόμουρο	framboesa
βατόμουρο	mirtilo
βατόμουρο	amora
άρρωστοι	enjoado
άρρωστοι	doentio
άρρωστοι	doente
άρρωστοι	doentes
χούτου	hutu
σπάικ	espigão
σπάικ	spike
ημισφαίρια	hemisférios
ίντσα	centímetro
ίντσα	polegadas
ίντσα	polegada
διήθησης	filtragem
διήθησης	filtração
σπίρτα	partidas
σπίρτα	correspondências
σπίρτα	fósforos
δοκιμάστε	tenta
δοκιμάστε	tente
δοκιμάστε	tentar
δοκιμάστε	experimente
δοκιμάστε	experimenta
υστερία	histérica
υστερία	histérico
υστερία	histeria
αζοφική	azov
λόγχες	lanças
κονστρουκτιβισμού	construtivista
πίρσον	pearson
πίρσον	pierson
τέρεκ	terek
σαολίν	shaolin
βρικόλακα	vampira
βρικόλακα	vampire
βρικόλακα	vampiro
μπάτσος	cop
γκόλουμ	gollum
παρατάθηκε	prolongou
παρατάθηκε	prolongada
παρατάθηκε	prolongado
παρατάθηκε	prolongados
οκτάβες	oitavas
μποζόνιο	bóson
καταστατικά	estatutos
βουντού	voodoo
βουντού	vodu
βουντού	vudu
ξοδεύει	gasta
ιγκουάνα	iguana
ουρανοί	céus
ουρανοί	céus
τετραπλό	quádruplo
περιοριστική	restritiva
περιοριστική	restritivo
περιοριστική	restritivas
μαχατζάνγκα	mahajanga
σούζι	suzie
σούζι	susie
σούζι	suzy
επίδοξος	aspirante
επίδοξος	aspirantes
επίδοξος	aspirante
επίδοξος	aspirantes
ντέιζι	daisy
ντέιζι	margarida
ορθόπτερα	orthoptera
μιναρέδες	minaretes
ετπ	cr
ετπ	cor
ερβέ	herve
αμυγδαλή	amígdala
φυτοφαρμάκων	pesticidas
φυτοφαρμάκων	pesticida
φυτοφαρμάκων	pesticidas
βράνγκελ	wrangel
στάμφορντ	stamford
μάλια	malia
σάκλετον	shackleton
μέντιουμ	psíquicos
μέντιουμ	psíquica
μέντιουμ	psíquico
μέντιουμ	vidente
μέντιουμ	médium
μέντιουμ	videntes
μέντιουμ	psíquicos
κρουά	croix
κάσο	casso
ανόητο	bobo
ανόητο	tolo
ανόητο	boba
ανόητο	tola
ανόητο	tolo
επίκαιρο	actualidade
παρωδίες	paródias
έμπιστο	confiáveis
έμπιστο	confiável
έμπιστο	confiado
θολή	desfocada
θολή	desfocada
θολή	turva
κορτ	cort
κορτ	tribunal
κορτ	corte
μπαρνέτ	barnett
καστανή	morena
άρτσι	archie
λουξ	lince
γήρανσης	envelhecimento
γήρανσης	envelhecimento
γήρανσης	envelhecer
πάμπας	pampas
πεπίνο	peppino
άκυκλες	acíclicos
αντιτρομοκρατική	antiterrorismo
υμενόπτερα	hymenoptera
γκουστάβο	gustavo
επαναπατρισμό	repatriação
επαναπατρισμό	repatriamento
μπρίτζετ	bridgette
μπρίτζετ	bridget
μυστικοί	encoberto
μυστικοί	disfarçados
μυστικοί	infiltrada
μυστικοί	infiltrado
μυστικοί	disfarçado
βόλγκογκραντ	volgogrado
νιούκομπ	newcombe
νέκαρ	neckar
ταραχώδη	tumultuosos
κύτος	hull
κύτος	casco
στάθμευση	estacionamento
αναμφισβήτητη	inegável
αναμφισβήτητη	incontestável
πνομ	phnom
σάμερ	verão
σάμερ	summer
μπρι	bree
μπρι	brie
νάρβικ	narvik
σαβίνα	savina
μίρκο	mirko
γουάτς	watts
επιστόμιο	bocal
αμφίβιο	anfíbio
αμφίβιο	anfíbios
ωμοπλάτη	escápula
ζίλινα	žilina
πασαντίνα	pasadena
ανεκτίμητη	inestimável
ανεκτίμητη	inestimável
αποφασιστικός	decisivo
αποφασιστικός	determinante
αποφασιστικός	decisiva
αμεσότητα	imediatismo
ριβάλντο	rivaldo
σλίθεριν	slytherin
αγήνορα	agenor
εξωγήινο	alien
εξωγήινο	extraterrestre
εξωγήινο	aliens
εξωγήινο	estrangeiro
εξωγήινο	alienígena
σίμσον	simpson
σαμάρεια	samaria
περήφανη	orgulhoso
περήφανη	orgulhosos
περήφανη	orgulho
περήφανη	orgulhosa
αερισμού	arejamento
μπιζέλια	ervilhas
μπιζέλια	ervilha
αναβάλει	adiar
αναβάλει	adie
καλλιγράφος	calígrafo
απαχθεί	raptada
απαχθεί	sequestrada
απαχθεί	raptado
απαχθεί	sequestrado
κρασνογιάρσκ	krasnoyarsk
μεσολαβητής	mediadores
μεσολαβητής	mediador
αιδεσιμότατος	reverendo
ποιανού	cujo
κόμπρα	cobra
ράντα	radha
ράντα	rada
αδαμάντιο	adamantium
κατηγοριοποιήσεις	categorizar
μνηστήρας	noivo
μνηστήρας	noivo
μνηστήρας	pretendente
πεζοδρόμια	calçadas
καμπαναριά	campanários
μπάνφιλντ	banfield
περπατούσε	andei
περπατούσε	andou
περπατούσε	caminhou
πέισερς	pacers
μποργκ	borg
μποργκ	borgs
σουητώνιος	suetônio
μοσέ	moshe
πίκρα	amargo
πίκρα	amarga
πίκρα	amargos
πίκρα	amargas
πίκρα	amargura
μαρσιποφόρα	marsupiais
ανατυπώθηκε	reimpressa
αποτέφρωση	cremação
αποτέφρωση	incineração
λινάρι	linho
απογοητευμένη	frustrada
απογοητευμένη	frustrado
απογοητευμένη	frustradas
απογοητευμένη	frustrados
απογοητευμένη	desapontado
απογοητευμένη	decepcionado
απογοητευμένη	desiludido
απογοητευμένη	decepcionada
απογοητευμένη	desapontada
μινώταυρο	minotauro
νταβός	davos
ρίντλεϊ	ridley
μπάντινγκ	bunting
αποσταθεροποίηση	desestabilizar
αποσταθεροποίηση	desestabilização
αποσταθεροποίηση	desestabilizar
μορίν	maureen
νιτρομεθάνιο	nitrometano
μπιλιάρδου	bilhar
καρυκεύματα	temperos
καρυκεύματα	tempero
καρυκεύματα	condimentos
καρυκεύματα	temperos
καρυκεύματα	temperos
καρυκεύματα	especiarias
καρυκεύματα	condimentos
ανιλίνη	anilina
μεταφορέα	transportador
μεταφορέα	operadora
μεταφορέα	transportadora
μεταφορέα	portadora
μεταφορέα	transportador
διεγερτικά	estimulantes
ίνγκε	inge
συντονιστή	moderador
συντονιστή	coordenador
συντονιστή	coordenadora
κερδοσκοπία	especulações
κερδοσκοπία	especulação
μαχαιρώνει	esfaqueia
σαράτοφ	saratov
απάνθρωπη	desumana
απάνθρωπη	desumanos
απάνθρωπη	desumanas
απάνθρωπη	desumano
απάνθρωπη	desumanos
απάνθρωπη	desumana
απάνθρωπη	desumanas
απάνθρωπη	desumano
έπταθλο	heptatlo
μπουσέ	boucher
πομπές	procissões
τσετσενία	chechénia
κόλσον	colson
κόλσον	coulson
απροσδιόριστο	indeterminada
απροσδιόριστο	indeterminado
αποσπασματικές	fragmentada
ανασυρόμενο	retrátil
πάντμε	padmé
εξόφληση	redenção
εξόφληση	reembolso
τρίσταν	tristan
τρίσταν	tristão
γκίζι	ghisi
καβούρι	caranguejo
καβούρι	caranguejos
σαε	psr
σαε	edd
οχιά	víbora
οχιά	viper
φιστίκια	amendoins
φιστίκια	amendoim
μετεωρολογικές	meteorológicas
μετεωρολογικές	meteorológicos
μετεωρολογικές	meteorologia
μαχνό	makhno
κλειδωμένη	trancado
κλειδωμένη	fechado
κλειδωμένη	trancada
αλκοολικός	alcoólica
αλκοολικός	alcoólicos
αλκοολικός	alcoólatra
αλκοολικός	alcoólico
γκρόβερ	grover
ανίψια	sobrinhos
κένταλ	kendall
κένταλ	kendal
σινάνο	shinano
φιλοσοφίες	filosofias
άλντερ	alder
νίβεν	niven
πριήνη	priene
αγροικία	chalé
μονόχρωμη	monocromático
αγχόνη	forca
απούσα	ausente
απούσα	ausentes
τούφες	tufos
καθαριστεί	limpos
μαντήλια	lenços
ανακριβείς	imprecisa
ανακριβείς	impreciso
αντωνυμία	pronome
τόμπι	toby
κατοχυρώνει	consagra
ναυτίλος	nautilus
βασόρα	basra
εκφόρτωση	desembarque
εκφόρτωση	aterragem
εκφόρτωση	pouso
εκφόρτωση	descarregamento
κοινωνικοποίηση	socialização
κοινωνικοποίηση	socializar
σκοπίμως	intencionalmente
τεταρτημόριο	quadrante
ακίνδυνος	inofensivas
ακίνδυνος	inofensiva
ακίνδυνος	inofensivo
ακίνδυνος	inofensivos
μοτέτο	moteto
ασπαρτάμη	aspartame
προσθετικό	prótese
προσθετικό	prótese
χέιμαν	hayman
διφθερίτιδας	difteria
πινέλο	pincel
πινέλο	escova
στόματα	bocas
σκόλνικ	skolnick
ανεξήγητο	inexplicável
ανεξήγητο	inexplicáveis
ανεξήγητο	inexplicável
ανεξήγητο	inexplicáveis
ανεξήγητο	inexplicável
ανεξήγητο	inexplicáveis
ακίρα	akira
έφοδος	raid
ζούμα	zuma
βάλερι	valerie
κολέτ	collette
κολέτ	colette
άσχημος	feias
άσχημος	feia
άσχημος	feios
άσχημος	feioso
άσχημος	feio
ουσιώδης	essencial
ουσιώδης	essenciais
σαμψούντα	samsun
πνευματώδης	espirituoso
πνευματώδης	espirituosa
εγγενείς	inerente
εγγενείς	inerentes
καταραμένη	amaldiçoada
καταραμένη	amaldiçoados
καταραμένη	amaldiçoado
ανησυχιών	preocupações
σαπούνια	sabonetes
σαπούνια	sabonete
σαπούνια	sabão
σαπούνια	sabonetes
ζητούνται	solicitada
ζητούνται	solicitado
ζητούνται	pedida
διορατικότητα	perspicácia
τυφλοί	blind
τυφλοί	cega
τυφλοί	cego
τυφλοί	cegos
τυφλοί	cegas
διεφθαρμένη	corrupta
διεφθαρμένη	corrupto
διεφθαρμένη	corruptos
διεφθαρμένη	corromper
διεφθαρμένη	corrompida
διεφθαρμένη	corromper
διεφθαρμένη	corrompidos
διεφθαρμένη	corrompido
κάμπριο	descapotável
κάμπριο	conversíveis
κάμπριο	conversível
φάρμες	quintas
φάρμες	fazendas
σέλινο	aipo
υπνοδωμάτιο	quarto
κρεματόριο	crematório
δελφίνο	delfim
αιμοκάθαρση	diálise
καλάθια	cestos
καλάθια	cestas
ενισχυμένα	reforçados
ενισχυμένα	reforçado
ενισχυμένα	reforçada
ενισχυμένα	reforçadas
τραπεζογραμματίων	notas
απασχολημένοι	ocupados
απασχολημένοι	ocupado
απασχολημένοι	ocupada
κολλητή	amiguinha
δυναμίτη	dinamite
δυναμίτη	dynamite
γκάλι	gali
στρατολόγησε	recrutada
στρατολόγησε	recrutados
στρατολόγησε	recrutado
πεπτίδια	péptidos
γιεν	iene
γιεν	ienes
γιεν	yen
ζηλωτές	fanáticos
ιακωβίτες	jacobitas
προφυλακτικό	camisinha
προφυλακτικό	preservativo
προφυλακτικό	preservativos
χόροβιτς	horowitz
μετενσάρκωση	reencarnação
μετενσάρκωση	encarnação
σύσπαση	contracção
σύσπαση	contração
βιώσιμο	sustentável
βιώσιμο	sustentáveis
βιώσιμο	viáveis
βιώσιμο	viável
σάνα	shana
σάνα	shanna
σάνα	sana
μεταποίηση	processamento
μεταποίηση	transformação
μεταποίηση	processando
μεταποίηση	fabrico
μεταποίηση	fabricação
φυλαχτό	amuleto
φυλαχτό	talismã
φυλαχτό	charme
φυλαχτό	encanto
μπρόνστεντ	brønsted
ζεύξης	acoplamento
ζεύξης	engate
στιλέτο	stiletto
στιλέτο	punhal
στιλέτο	adaga
εξαρτημένων	subordinação
εξαρτημένων	subordinado
εξαρτημένων	subordinada
εξαρτημένων	subordinados
ρούσο	russo
λουσίλ	lucille
επιφάνιο	epifanio
κρατούμενο	prisioneiro
κρατούμενο	prisioneira
γούντγουορντ	woodward
προφυλακτήρα	bumper
κοσμογονία	cosmogonia
κατάδικος	condenado
κατάδικος	presidiário
παθογόνο	patogénico
παθογόνο	patógeno
κουκούλι	casulo
νουέβα	nueva
χωνιάτης	coniates
κρύος	frio
κρύος	cold
κρύος	frios
κρύος	fria
βαλέ	valete
γιογκανάντα	yogananda
αιμάτωμα	hematoma
χνούδι	cotão
χνούδι	penugem
χνούδι	fuzz
ακατανόητη	ininteligível
κτησίας	ctésias
μαριάν	mariana
μαριάν	marianne
νίκολ	nichol
άνφιλντ	anfield
ενεργοποιημένο	habilitado
ενεργοποιημένο	ativada
ενεργοποιημένο	ativado
ενεργοποιημένο	ativada
ενεργοποιημένο	ativado
ενεργοποιημένο	activada
ενεργοποιημένο	activado
ενεργοποιημένο	ativadas
ενεργοποιημένο	ativados
αιώρηση	levitação
οραματιστής	visionário
φυσάει	soprando
φυσάει	soprar
φυσάει	golpes
φυσάει	sopra
ηλεκτροφόρηση	eletroforese
μπένινγκ	benning
μανίσα	manisa
σιλουέτα	silhueta
γκαλ	gal
καρακάλ	caracal
μονότονη	monótona
μονότονη	monótono
ναντίν	nadine
χύθηκε	derramado
χύθηκε	derramou
ματωμένη	sangrento
ματωμένη	bloody
συγκινήσεις	emoções
εθελοντισμού	voluntariado
μπενελούξ	benelux
πρε	preux
μίρκα	mirka
μήτρες	moldes
μήτρες	matrizes
δότες	dadores
δότες	doadores
ενδοιασμούς	escrúpulos
επιδότηση	subsídio
επιδότηση	subvenção
νεντ	ned
κάντι	cuddy
πόρσια	portia
μεσω	através
μεσω	through
ζοσκέν	josquin
αποδεικτική	probatório
κλίφτον	clifton
πόλινγκ	pauling
διάμεση	mediana
διάμεση	mediano
διάμεση	intersticial
σπέτσια	spezia
λεύγες	ligas
λεύγες	léguas
ανεξήγητη	inexplicável
ανεξήγητη	inexplicáveis
ανεξήγητη	inexplicável
ανεξήγητη	inexplicáveis
τροποποιείται	emendado
τροποποιείται	alterado
τροποποιείται	alterada
παραιτήσεις	demissões
ζιγκ	zig
ζιγκ	ziguezague
σνακ	snack
σνακ	lanche
σνακ	petisco
σνακ	petiscos
σνακ	lanche
σνακ	salgadinhos
σνακ	lanches
σνακ	snacks
ινδουισμό	hinduísmo
ευημερούσα	prósperas
ευημερούσα	próspera
ευημερούσα	próspero
ευημερούσα	prósperos
γκετς	goetz
εναλλασσόμενη	rotação
εναλλασσόμενη	rotativa
καταραμένο	amaldiçoada
καταραμένο	amaldiçoados
καταραμένο	amaldiçoado
εμβάθυνση	aprofundar
εμβάθυνση	aprofundamento
μαγευτική	encantador
μαγευτική	encantadora
μεντουχοτέπ	mentuhotep
δωροδοκίες	suborno
δωροδοκίες	subornos
δωροδοκίες	suborno
δωροδοκίες	subornos
γεωμορφολογία	geomorfologia
άλμη	salmoura
λακωνική	sucinta
λακωνική	sucinto
ιέρειες	sacerdotisas
τρόι	tróia
τρόι	troy
τρόι	troia
τρόι	troi
αδρά	generosamente
δασώδη	arborizadas
άνετο	acolhedor
άνετο	aconchegante
άνετο	acolhedora
άνετο	aconchegante
άνετο	acolhedor
άνετο	acolhedora
άνετο	confortável
άνετο	confortáveis
αντιοξειδωτικά	antioxidantes
λίρι	leary
μήτρογλου	mitroglou
τπε	tic
ομοιογενές	homogéneos
ομοιογενές	homogéneo
ομοιογενές	homogénea
ομοιογενές	homogéneas
απραξία	ociosidade
τζένα	jenna
ρωγμή	craque
ρωγμή	racha
ρωγμή	fenda
ρωγμή	crack
εύδοξος	eudoxo
κατακράτηση	retenção
χίλι	healy
χίλι	hilly
αγαθός	mensch
σιλικόνες	silicones
λεγεωνάριοι	legionários
διάταση	distensão
υποτιμητικό	depreciativo
υποτιμητικό	humilhante
ξυλοδαρμό	batendo
ξυλοδαρμό	espancamento
ξυλοδαρμό	surra
ξυλοδαρμό	bater
κλωστοϋφαντουργία	têxteis
κλωστοϋφαντουργία	têxtil
γονική	parental
τολμά	ousa
μάταιο	fúteis
μάταιο	fútil
αντιπροσωπευτικές	representante
αντιπροσωπευτικές	representativo
αντιπροσωπευτικές	representativa
ανελέητα	impiedosamente
ανελέητα	impiedosamente
όλμπανι	albany
φερρίτη	ferrite
σάβατζ	selvagem
σάβατζ	savage
σάβατζ	selvagens
τυραννόσαυρος	tiranossauro
τζοακίνο	gioachino
ορεγιάνα	orellana
φαγούρα	comichão
φαγούρα	prurido
φαγούρα	coceira
φαγούρα	comichão
φαγούρα	comichão
φαγούρα	coceira
χήρες	viúvas
καταστρώματα	convés
καταστρώματα	pavimentos
εξομολογήσεις	confissões
έιντζελ	anjinho
έιντζελ	ángel
έιντζελ	anjo
έιντζελ	angel
μυωπία	miopia
σπεσιαλιτέ	especialidade
σπεσιαλιτέ	especialidades
σπεσιαλιτέ	promoções
σπεσιαλιτέ	especiais
σπεσιαλιτέ	especialidades
σπεσιαλιτέ	especialidades
σπεσιαλιτέ	especialidade
φαρμακεία	farmácias
εξημέρωση	domesticação
μπραν	bran
γενίτσαρους	janízaros
χιροχίτο	hirohito
χαρτογραφική	cartográficos
μέτρημα	contagem
μέτρημα	contando
μέτρημα	contar
παντόφλες	chinelos
ανθύπατος	procônsul
φεμινίστριες	feministas
μορέλ	morel
ψίθυροι	sussurra
ψίθυροι	sussurros
χιού	hugo
χιού	hugh
νουρέγιεφ	nureyev
παλμοί	leguminosas
παλμοί	pulsos
αρόγιο	arroyo
αδιαμφισβήτητο	incontestável
αδιαμφισβήτητο	indiscutível
αδιαμφισβήτητο	indiscutível
αγροικίες	estalagem
παράνοια	paranóia
παράνοια	loucura
παράνοια	insanidade
σπανιότητα	raridade
μπιγιονσέ	beyoncé
μπιγιονσέ	beyoncé
μπιγιονσέ	beyonce
παγόβουνο	iceberg
ντόνι	donnie
ντόνι	donny
πόζα	pose
πόζα	posar
τσιγγάνα	ciganas
τσιγγάνα	cigana
τσιγγάνα	cigano
τσιγγάνα	cigana
τσιγγάνα	gipsy
τσιγγάνα	cigano
τελειοποιήσει	aperfeiçoados
τελειοποιήσει	aperfeiçoado
τελειοποιήσει	aperfeiçoada
τσάβο	chavo
τρομπέτες	trombetas
μαχαγιάνα	mahayana
χούσερλ	husserl
στρατολογήσει	recruta
στρατολογήσει	recrutar
μαζινό	maginot
απαιτητική	exigente
απαιτητική	exigentes
απαιτητική	exigindo
πέρδικες	perdizes
ανήθικο	antiético
ανήθικο	imoral
ανήθικο	imorais
σκευοφυλάκιο	sacristia
λούσυ	lúcia
λούσυ	lucy
λούσυ	lucia
λίνφιλντ	linfield
στράτφορντ	stratford
κόρντα	korda
προσαρμοστικότητα	adaptabilidade
κίτζι	chigi
γουόρνος	wuornos
νικοτίνη	nicotina
συνεταιρισμούς	cooperativas
απάθεια	apatia
αιμοπεταλίων	plaquetas
κάλας	kalas
αλεξάντρου	alexandru
σπανάκι	espinafre
διαβίβαση	transmissão
διαβίβαση	encaminhamento
σάρτζεντ	sargent
απειλητικά	ameaçador
απειλητικά	ameaçando
απειλητικά	ameaçar
διορθωμένη	corrigiu
διορθωμένη	corrigida
διορθωμένη	corrigido
διορθωμένη	corrigidos
ακτινίδες	actinídeos
τέο	theo
τέο	teo
σέπαλα	sépalas
αντιπολεμική	antiguerra
παρασκεύασμα	preparo
παρασκεύασμα	preparação
ολιστική	holística
κιντάλ	kidal
αξιοθαύμαστο	admirável
παρκούρ	parkour
ψητό	grelhados
ψητό	grelhado
ψητό	assar
ψητό	assada
ψητό	assado
ψητό	assados
ψητό	torrado
ψητό	torrados
ψητό	assado
σατιρίζει	satirizando
συρανό	cyrano
ρόπαλα	bastões
ρόπαλα	morcegos
κιμά	picada
λιθόσφαιρα	litosfera
κουρτίνες	cortinas
κουρτίνες	cortinas
απενεργοποιηθεί	desativada
απενεργοποιηθεί	desativado
συνεργός	cúmplice
συνεργός	acessório
έξοδοι	saídas
ντεμιρέλ	demirel
σέρβερ	servidores
τζάρετ	jarrett
λοιμώδη	infeccioso
λοιμώδη	infecciosas
λοιμώδη	infecciosa
ααα	ahh
μόρτενσεν	mortensen
εξιλέωση	expiação
εξιλέωση	redenção
σύριγγα	seringa
σύριγγα	seringas
επισκεφθείτε	visite
επισκεφθείτε	visitar
επισκεφθείτε	visita
κορτιζόλης	cortisol
γουόν	venceu
γουόν	won
γουόν	ganhou
γουόν	ganhado
μπεναζίρ	benazir
στράσερ	strasser
σάφολκ	suffolk
σόδομα	sodoma
εμίρηδες	emires
βιντίν	vidin
κορίνα	corina
κιγκλίδωμα	corrimão
ξεναγήσεις	passeios
ξεναγήσεις	tours
αντίμπ	adib
γιανγκτσέ	yangtze
σαρκώδη	carnuda
γεωδαιτικό	geodésico
ξέφωτο	clareira
ξέφωτο	glade
σέιφερ	schaeffer
μεταβολική	metabólica
μεταβολική	metabólicas
μπάλντουιν	baldwin
μπάλντουιν	balduíno
μαντέρνο	maderno
ντεζιρέ	desiree
νίτρωση	nitração
παραδεκτό	admissibilidade
μίλοραντ	milorad
δισκία	tablets
δισκία	comprimidos
βρυέννιος	briênio
υάδες	híades
προσβεβλημένος	ofendi
προσβεβλημένος	ofendida
προσβεβλημένος	ofendeu
προσβεβλημένος	ofendido
περιγραφικό	descritiva
περιγραφικό	descritivos
περιγραφικό	descritivo
μακεμάκε	makemake
καραμπίνα	caçadeira
καραμπίνα	espingarda
καραμπίνα	espingarda
καραμπίνα	carabina
καραμπίνα	fuzil
καραμπίνα	rifle
εξαγωγέας	exportadores
εξαγωγέας	exportador
πατριός	padrasto
προεξέχοντα	saliente
προεξέχοντα	salientes
φασματοσκοπικές	espectroscópica
κομάντος	comandos
γνωστοποιεί	divulgar
γνωστοποιεί	divulgue
οβίδιο	ovídio
διφθοριούχο	difluoreto
ροζέτα	rosetta
λουάν	luann
αζκαμπάν	azkaban
ρέγιες	reyes
αμπρόσιους	ambrosius
λετίσια	leticia
λετίσια	letícia
λετίσια	leticia
λετίσια	letitia
λετίσια	letícia
κατρίνα	katrina
απολυταρχία	autocracia
καραβάνι	caravana
συμπτωματική	sintomático
συμπτωματική	sintomática
υπερχείλιση	estouro
υπερχείλιση	transbordar
υπερχείλιση	overflow
εσώρουχα	calcinha
εσώρουχα	calcinhas
εσώρουχα	cuecas
εσώρουχα	calcinha
εσώρουχα	cueca
εσώρουχα	cuecas
εσώρουχα	lingerie
εσώρουχα	cueca
εσώρουχα	cuecas
πονοκέφαλος	cefaleias
παραβιαστεί	violado
πάροχοι	fornecedores
πάροχοι	provedores
πάροχοι	prestadores
φασμπέντερ	fassbender
μερκάλι	mercalli
κέντρικ	kendrick
φολς	cai
φολς	quedas
φολς	cataratas
φολς	falls
εγκαταλειμμένο	abandonadas
εγκαταλειμμένο	abandonou
εγκαταλειμμένο	abandonada
εγκαταλειμμένο	abandonado
εγκαταλειμμένο	abandonados
λέρνερ	lerner
αγγειόσπερμα	angiospérmicas
εξάμετρο	hexâmetro
εξάγωνο	hexágono
σατιγιόν	chatillon
φυλακισμένη	prisioneiro
φυλακισμένη	prisioneira
φυλακισμένη	aprisionado
κατακρήμνιση	precipitação
ζαπάτα	zapata
υπογράμμισε	sublinhada
υπογράμμισε	sublinhou
