ngc	ngc
ranger	guardabosques
kliknite	clic
kliknite	click
stargate	stargate
vjerovanja	creencias
vjerovanja	creencias
vjerovanja	creencia
arapska	arab
arapska	arabe
arapska	árabe
arapska	árabes
nuklearna	nuclear
nuklearna	nucleares
finski	finés
finski	finlandesa
finski	finlandés
finski	finlandia
run	corran
run	run
run	correr
run	corre
run	ejecutar
obradu	procesamiento
obradu	procesando
obradu	tramitación
obradu	transformación
obradu	procesado
saradnja	colaborar
saradnja	colaboración
saradnja	cooperación
napustiti	dejar
bogato	ricamente
bogato	rico
bogato	ricas
bogato	rich
bogato	ricos
bogato	rica
monarh	monarca
vektor	vector
vektor	vectorial
vektor	vectores
orbite	órbitas
orbite	orbita
kiša	lluvia
kiša	lluvias
provodljivost	conducción
barbara	barbara
barbara	bárbara
obilježava	marks
obilježava	marcas
konfederacije	confederados
konfederacije	confederado
čisto	puras
čisto	pura
čisto	puro
čisto	puros
kampanje	campaña
kampanje	campañas
snijeg	nieves
snijeg	nevado
snijeg	nieve
julija	julia
julija	julieta
trajanja	duración
caf	caf
morgan	morgana
morgan	morgan
legura	aleaciones
legura	aleación
estonija	estonia
vrelo	caliente
vrelo	hot
vrelo	calientes
vrelo	calor
baku	bakú
ernest	ernest
ernest	ernesto
dominira	domina
runde	rondas
rob	robar
rob	rob
rob	esclavo
rob	esclavos
rob	esclava
poboljšanja	mejoras
resa	resa
zec	zec
zec	conejos
zec	conejo
terry	rizo
terry	terry
rodríguez	rodríguez
rođendan	cumpleaños
rođendan	cumple
temelj	fundación
temelj	cimientos
interfejs	interfase
interfejs	interface
interfejs	interfaz
temelje	cimientos
temelje	fundaciones
temelje	fundamentos
sda	sda
učestvovati	participe
učestvovati	participa
učestvovati	participen
učestvovati	participar
planove	planos
planove	planes
uslov	condicion
uslov	estado
uslov	condición
fizika	física
fizika	fisica
fizika	físicas
memorije	recuerdos
memorije	memoria
memorije	recuerdo
userbox	userbox
odgovorio	contestó
odgovorio	respondió
odgovorio	contestado
odgovorio	respondido
odgovorio	respondió
odgovorio	respondido
odgovorio	respondió
odgovorio	respondieron
asistent	auxiliar
asistent	asistente
asistent	ayudante
dokumenti	documentación
dokumenti	documentos
simboli	símbolos
simboli	emblemas
radnici	trabajadores
radnici	trabajadoras
radnici	obreros
dijagram	diagrama
oluja	tormenta
oluja	tempestad
oluja	storm
izdata	emitidos
izdata	expedido
izdata	expedida
izdata	emitido
namijenjeni	pretendía
namijenjeni	pretendido
larry	larry
bore	arrugas
rosberg	rosberg
ubuntu	ubuntu
tie	tie
tie	ate
tie	empate
tie	corbata
selima	poblados
selima	pueblos
selima	aldeas
roy	roy
charlotte	charlotte
charlotte	carlota
labud	cygnus
labud	swan
labud	cisne
sisak	sisak
skoplje	skopje
završni	finales
završni	final
završni	definitivo
plazma	plasma
hum	hum
hum	zumbido
staviti	pon
staviti	poner
staviti	ponga
radnik	empleada
radnik	empleados
radnik	trabajador
radnik	asalariado
radnik	empleado
radnik	trabajadora
radnik	trabajador
radnik	obrero
unuk	nieto
gube	perder
gube	pierden
gube	pierda
gube	pierdo
gube	pierde
ian	lan
ian	ian
jovanović	jovanovic
zaradio	ganados
zaradio	ganado
gnu	gnu
grande	grande
andrej	andrej
andrej	andréi
andrej	andrei
andrej	andrés
ita	ita
procjenama	estimaciones
procjenama	estimados
mreži	grid
mreži	rejilla
mreži	red
mreži	cuadrícula
povećana	aumentado
povećana	aumento
povećana	incrementado
povećana	aumentada
četvrtom	cuarto
četvrtom	cuarta
balkan	balcanes
balkan	balcanes
alberta	alberta
dvostruko	dobles
dvostruko	doble
trgovci	comerciantes
trgovci	mercaderes
poslovni	empresa
poslovni	negocio
poslovni	negocios
med	honey
med	miel
med	cariño
pomoćnik	auxiliar
pomoćnik	asistente
pomoćnik	ayudante
neurona	neuronas
urban	urbanas
urban	urbana
urban	urbano
urban	urban
urban	urbanos
zasluge	méritos
zasluge	mérito
izazvalo	causado
izazvalo	causó
tajna	secreta
tajna	secret
tajna	secreto
tajna	secretos
sredina	medioambiente
sredina	ambiente
sredina	entorno
make	hacer
make	make
mar	mar
preci	antepasados
preci	ancestros
raúl	raúl
foundation	fundación
foundation	cimientos
zapisi	actas
zapisi	registros
zapisi	discos
zapisi	records
nos	nose
nos	nariz
gost	invitada
gost	invitado
gost	invitados
gost	huésped
simfonija	sinfonía
simfonija	symphony
simfonija	sinfónica
vodič	guía
vodič	guia
warner	warner
grob	tumba
grob	sepulcro
grob	tumba
matematika	matemático
matematika	matemáticas
matematika	matemática
matematika	mates
matematika	matemáticas
matematika	matemática
dodjela	asignación
shakespeare	shakespeare
prihvatiti	aceptan
prihvatiti	aceptamos
prihvatiti	acepto
prihvatiti	aceptar
prihvatiti	acepta
čišćenje	limpieza
čišćenje	limpiando
čišćenje	limpiar
huston	huston
chaplin	chaplin
venera	venus
utc+	utc+
proteine	proteínas
stockholm	estocolmo
uzroci	causa
uzroci	causas
carlo	carlo
sreću	suerte
bach	bach
rijetki	raros
rijetki	rara
rijetki	raras
rijetki	raro
atentat	asesinato
atentat	asesinatos
xix	xix
predlaže	propone
predlaže	sugiere
organizator	organizador
organizator	organizadora
organizator	organizador
kolekcija	colección
kolekcija	recogida
kolekcija	coleccion
porijeklu	origen
porijeklu	orígenes
dinar	dinar
dinar	dinares
maksimalni	máximo
maksimalni	máxima
maksimalni	máximas
maksimalni	maximo
transfer	transferencia
transfer	transfer
transfer	traslado
transfer	traslados
transfer	traspaso
projekti	proyectos
projekti	projects
zarada	ingresos
zarada	ganancias
saudijska	saudí
saudijska	saudita
saudijska	sauditas
saudijska	saudi
definitivno	definitivamente
privatne	privados
privatne	privadas
privatne	privado
privatne	privada
spol	género
spol	genero
spol	sexo
spol	sexuales
spol	sex
spol	sexos
spol	sexo
eto	eto
ilija	ilija
objavili	anunciado
objavili	anunció
objavili	anunciada
objavili	anunciados
tbilisi	tiflis
tbilisi	tbilisi
zaključiti	inferir
zaključiti	concluir
četvrto	cuarto
četvrto	cuarta
autonomiju	autonomía
ispitivanje	encuesta
ispitivanje	interrogatorio
ispitivanje	cuestionamiento
marc	orujo
marc	marc
kupola	dome
kupola	cúpula
kupola	domo
namijenjena	pretendía
namijenjena	pretendido
željeznica	ferrocarril
željeznica	ferrocarriles
naučio	aprendí
naučio	aprendido
naučio	aprendió
naučio	aprendido
orange	orange
orange	naranja
orange	anaranjado
vijekova	siglos
pérez	pérez
zdravko	zdravko
mehanički	mecánico
mehanički	mecánicos
mehanički	mecánica
mehanički	mecánicas
precizno	precisamente
metali	metales
piramide	pirámides
kulturna	culturales
kulturna	cultural
kulturna	cultura
ujedinjeni	united
ujedinjeni	unidos
ujedinjeni	unido
ujedinjeni	unió
ujedinjeni	unida
govoreći	hablando
litij	litio
izlaz	producción
izlaz	salida
izlaz	salir
izlaz	salida
alpha	alpha
alpha	alfa
matija	matija
grove	grove
grove	arboleda
leone	leona
leone	leone
infekcija	infecciones
infekcija	infección
želju	deseo
preživjeli	sobrevivieron
preživjeli	sobrevivió
preživjeli	sobrevivido
doprinosi	contribuye
doprinosi	contribuciones
doprinosi	aportaciones
doprinosi	cotizaciones
doprinosi	contribución
doprinosi	aportes
suštini	esencia
pića	bebe
pića	tragos
pića	bebidas
pića	bebida
pića	copas
fernández	fernández
protona	protones
datuma	fechas
stijenama	rocks
stijenama	rocas
stijenama	piedras
štete	daños
štete	daño
praznik	feriado
praznik	vacaciones
praznik	festivo
izgovor	disculpe
izgovor	excusas
izgovor	disculpen
izgovor	excusa
izgovor	disculpa
hollywood	hollywood
zrinski	zrinski
brodove	barcos
brodove	embarcaciones
brodove	botes
brodove	lanchas
brodove	barcos
brodove	buques
brodove	naves
toma	toma
staništa	hábitats
staništa	habitats
staništa	hábitats
staništa	habitat
staništa	hábitat
zürich	zürich
zürich	zúrich
zürich	zúrich
zürich	zurich
dennis	dennis
doc	doc
ajax	ajax
faraon	faraón
poboljšanje	mejorado
poboljšanje	mejoró
poboljšanje	mejorada
poboljšanje	mejoras
poboljšanje	mejoría
poboljšanje	mejoramiento
poboljšanje	perfeccionamiento
poboljšanje	mejora
rafael	rafael
prihvata	acepta
prihvata	aceptan
eva	eva
coa	coa
izbio	rompió
izbio	quebrada
izbio	roto
izbio	quebrado
kazahstan	kazajistán
kazahstan	kazajstán
skupova	agrupaciones
skupova	cúmulos
skupova	conglomerados
skupova	racimos
skupova	manifestaciones
šećer	azucar
šećer	azúcar
spasio	salvados
spasio	salvado
spasio	salvó
spasio	guardado
spasio	guardados
originalna	original
originalna	originales
komanda	mando
komanda	comando
komanda	comandancia
slavko	slavko
kontrolira	controladas
kontrolira	controlada
kontrolira	controlado
kontrolira	controlados
kontrolira	mandos
kontrolira	controles
kontrolira	controla
umjetnička	artísticas
umjetnička	artística
umjetnička	artístico
umjetnička	artísticos
litvanija	lituania
medicinski	médicamente
medicinski	medico
medicinski	médicas
medicinski	médicos
medicinski	medicina
medicinski	médico
otkrila	revelados
otkrila	reveló
otkrila	reveladas
otkrila	revelada
otkrila	revelado
postavljeni	sesgada
postavljeni	conjunto
postavljeni	set
postavljeni	fijado
postavljeni	plató
lisabon	lisboa
zauvijek	forever
negativno	negativamente
negativno	negativa
negativno	negativas
negativno	negativos
negativno	negativo
objavljeni	liberados
objavljeni	liberada
objavljeni	lanzado
objavljeni	liberado
objavljeni	publicados
objavljeni	publicadas
objavljeni	publicada
objavljeni	publicado
popularni	popular
popularni	populares
alkohol	alcoholes
alkohol	alcohol
glasača	votante
glasača	elector
glasača	votantes
glasača	electores
džeko	džeko
moore	moore
umjetnici	artistas
matematički	matemático
matematički	matemáticas
matematički	matemática
matematički	matemáticamente
ram	ram
ram	rama
ram	carnero
podgorica	podgorica
inženjer	maquinista
inženjer	ingeniero
skok	jump
skok	salto
skok	salta
skok	saltar
postojalo	existido
postojalo	existió
postojalo	existía
postojalo	existieron
postojalo	existían
thompson	thompson
thompson	fernández
tirana	tirana
osigurava	asegura
osigurava	asegurando
osigurava	asegura
java	jre
java	java
dugme	botón
dugme	button
dugme	boton
kugle	globos
kugle	cojones
kugle	bolas
kugle	pelotas
kugle	balones
razreda	grado
slavnih	fama
slavnih	fame
voće	fruta
voće	frutas
voće	frutos
margaret	margarita
originalne	original
originalne	originales
alma	almaty
alma	alma
freddie	freddie
savremena	moderna
savremena	modernos
savremena	modernas
savremena	moderno
savremena	contemporáneo
savremena	contemporáneas
savremena	contemporáneos
savremena	contemporánea
pablo	pablo
medicinska	medicinal
medicinska	medicinales
medicinska	medico
medicinska	médicas
medicinska	médicos
medicinska	medicina
medicinska	médico
slikara	pintores
girl	chica
girl	niña
girl	muchacha
donose	trae
donose	traiga
donose	traer
donose	traigan
priznati	admitir
priznati	admita
priznati	admite
priznati	admiten
priznati	reconocer
krst	cruz
krst	cross
krst	cruce
krst	cruzado
sudije	jueces
sudije	magistrados
određenoj	particular
paragvaj	paraguay
studenti	alumnos
studenti	estudiantes
savjeta	consejos
savjeta	puntas
savjeta	tips
savjeta	sugerencias
savjeta	propinas
misao	pensamiento
misao	pensó
slaveni	eslavos
magnus	magno
magnus	magnus
mladić	jóven
mladić	jovenes
mladić	young
mladić	joven
mladić	jóvenes
jonathan	jonathan
ustavom	constitucionalmente
plasirao	adelanto
plasirao	avanzar
plasirao	adelantado
plasirao	avance
plasirao	anticipo
dubine	profundidad
scenarija	escenarios
indonezija	indonesia
indonezija	indonesio
azerbejdžan	azerbaiyán
prikazivanja	pantallas
prikazivanja	expositores
ostavljajući	abandonando
ostavljajući	saliendo
ostavljajući	dejando
poslan	enviada
poslan	enviados
poslan	enviadas
poslan	enviado
poslan	envió
dirigent	revisor
dirigent	conductor
ralph	rodolfo
ralph	ralph
pokušaji	intentos
pokušaji	tentativas
prihvatili	aceptadas
prihvatili	aceptados
prihvatili	aceptada
prihvatili	aceptado
ciceron	cicerón
apsolutno	absolutamente
prodao	vendida
prodao	vendido
prodao	vendidos
prodao	vendidas
ženka	mujer
ženka	hembra
ženka	hembras
ženka	femenino
levski	levski
gimnazija	gimnasio
sepc	sepc
ronaldo	ronaldo
polako	despacito
polako	lentamente
nejednakost	desigualdad
nejednakost	desigualdades
franklin	franklin
iranski	iraní
iranski	iraníes
datiraju	citas
datiraju	saliendo
odjeću	ropa
odjeću	ropas
stvoriti	crear
stvoriti	crea
stvoriti	crean
darko	darko
hugh	hugo
metabolizam	metabolismo
strategija	estrategias
strategija	estrategia
optužen	inculpados
optužen	acusados
optužen	acusado
optužen	acusada
optužen	acusados
optužen	cargada
optužen	cobrado
bogati	rico
bogati	ricas
bogati	rich
bogati	ricos
bogati	rica
bogati	adinerado
bogati	ricos
vasil	vasil
dokumentima	documentación
dokumentima	documentos
carske	imperiales
carske	imperial
uspjehe	exitos
uspjehe	aciertos
uspjehe	éxitos
obaveza	obligaciones
obaveza	obligación
obaveza	compromiso
bor	bor
bor	pinus
bor	pino
bor	pinos
kolege	colegas
kolege	compañeros
ključni	llaves
ključni	claves
ključni	clave
ključni	key
ključni	llave
ključni	tecla
mtv	mtv
komora	chambers
komora	salas
komora	cámaras
komora	recámara
komora	cámara
andy	andy
bogatstva	tesoros
odrasle	adultos
age	edad
age	age
age	edades
saturn	saturn
saturn	saturno
oboje	ambos
oboje	ambas
oboje	tanto
krugovima	círculos
stvorena	creó
stvorena	creado
stvorena	creados
stvorena	creadas
stvorena	creada
prah	pólvora
prah	polvo
prah	polvos
santos	santos
tačan	exacto
tačan	exacta
tačan	precisa
tačan	precisos
tačan	exacto
tačan	exacta
tačan	exactos
tačan	puntual
tačan	puntuales
optički	ópticas
optički	óptica
optički	óptico
optički	ópticos
godišnjak	anuario
dane	danés
dane	dane
check	check
check	comprobación
check	compruebe
check	comprobar
check	cheque
jupiter	júpiter
nobelova	nobel
sandbox	arenero
cbs	cbs
maksimalno	máximo
maksimalno	máxima
maksimalno	máximas
maksimalno	maximo
morski	marinos
morski	marinas
morski	marino
morski	marina
morski	marine
premier	premier
programiranje	programación
alonso	alonso
donijeli	traído
donijeli	trajo
donijeli	traido
donijeli	traída
situacijama	situaciones
upućuje	guías
navijača	fans
navijača	admiradores
navijača	ventiladores
navijača	aficionados
normalan	normales
normalan	normalidad
normalan	normal
toplotna	térmicos
toplotna	térmico
toplotna	termal
toplotna	térmica
fon	fon
psa	psa
psa	perrita
psa	perro
psa	perros
feat	hazaña
feat	proeza
sparta	esparta
kristala	gemas
toronto	toronto
reformi	reformas
mig	mig
klinički	clínicamente
cameron	cameron
esad	esad
andre	andre
andre	andré
hotela	hoteles
sporting	charleroi
sporting	deportivo
sporting	sporting
arapi	árabes
valute	monedas
valute	moneda
valute	divisas
praćenje	rastreando
praćenje	seguimiento
praćenje	rastreo
praćenje	supervisión
praćenje	monitoreo
praćenje	monitorización
praćenje	seguimiento
praćenje	vigilancia
definisana	definida
definisana	definidos
definisana	definidas
definisana	definido
specijalni	especiales
specijalni	especial
specijalni	special
novosti	noticias
novosti	novedades
novosti	noticia
uređaji	dispositivos
uređaji	dispositivo
uređaji	dispositivos
uređaji	aparatos
alex	alex
jos	jos
rođeni	nacidos
rođeni	born
rođeni	nacido
domaćem	doméstica
domaćem	domésticas
domaćem	domésticos
domaćem	doméstico
milano	milán
milano	milan
milano	milano
plemstvo	nobleza
norman	normandos
norman	norman
abc	abc
planira	planos
planira	planes
werner	werner
majstor	maestro
majstor	master
majstor	máster
majstor	amo
spolno	sexuales
spolno	sexual
spolno	sexualmente
davor	davor
bela	bela
selekcija	selección
završetak	terminación
završetak	finalización
završetak	conclusión
neil	neil
entiteta	entidades
entiteta	entes
preostalih	restante
preostalih	permaneciendo
preostalih	restantes
katherine	catalina
katherine	katherine
široke	amplias
široke	amplia
široke	amplio
dick	polla
dick	verga
dick	dick
dick	pito
obuhvaća	incluye
alat	tool
alat	herramienta
alat	instrumento
alat	instrumentos
alat	herramientas
milorad	milorad
sinonim	sinónimo
koraka	peldaños
koraka	pasos
koraka	escalones
odvojene	separada
odvojene	separado
odvojene	separados
odvojene	separar
portret	retrato
iznenada	repentinamente
iznenada	súbitamente
nastavljaju	continúe
nastavljaju	continúa
nastavljaju	continuar
harold	harold
iliri	ilirios
integral	integrales
integral	integral
nielsen	nielson
nielsen	nielsen
marcus	marcus
marcus	marco
govoriti	hablar
govoriti	habla
govoriti	hablan
govoriti	hable
govoriti	hablen
silicij	silicon
silicij	silicona
silicij	silicio
collins	collins
smanjena	disminuida
smanjena	disminuido
stub	columna
stub	pilar
dark	dark
dark	oscuro
dark	oscuridad
dark	oscuros
dark	oscura
ljekar	medico
ljekar	médico
indijanac	indios
indijanac	indio
indijanac	india
indijanac	hindú
italijani	italianos
čaj	tea
čaj	té
atlantski	atlántico
atlantski	atlántica
ušli	entrado
ušli	introducido
ušli	entró
ušli	ingresado
tvrdnje	siniestros
tvrdnje	reclamos
tvrdnje	reclamaciones
udovica	viuda
arhiv	archivar
arhiv	archivos
arhiv	archivado
arhiv	archivo
johan	johan
potpredsjednik	vicepresidente
potpredsjednik	vicios
potpredsjednik	vice
potpredsjednik	vicio
opada	cayendo
opada	bajando
kennedy	kennedy
potomak	descendientes
potomak	descendiente
dxe	dxe
kasno	tarde
kasno	tardía
fabrika	fábricas
fabrika	fabrica
fabrika	factoría
fabrika	factory
fabrika	fábrica
demo	demo
demo	demostración
osoblje	personal
osoblje	staff
konjica	caballería
armstrong	armstrong
osvoji	win
osvoji	triunfo
osvoji	ganar
osvoji	gana
osvoji	gane
osvoji	gano
disanje	respiro
disanje	respirar
disanje	respiración
disanje	respirando
disanje	respiración
protokol	protocolos
protokol	protocolo
bogat	rico
bogat	ricas
bogat	rich
bogat	ricos
bogat	rica
intenzitet	intensidad
vanjska	externa
vanjska	externo
vanjska	externos
vanjska	exterior
trideset	treinta
trideset	thirty
gubitke	pérdidas
gubitke	perdidas
albanski	albanés
albanski	albaneses
booth	booth
booth	cabina
booth	stand
školovanja	escolarización
školovanja	escolaridad
viša	superior
namjerno	deliberadamente
namjerno	adrede
namjerno	intencionadamente
namjerno	intencionalmente
soccerbase	soccerbase
pokreti	movimientos
aktivira	activa
aktivira	activando
aktivira	activar
aktivira	activación
aktivira	activado
aktivira	activar
aktivira	activa
premijerno	premiere
premijerno	estreno
afričke	africana
afričke	africanos
afričke	africanas
afričke	africano
zajedničkim	comunes
zajedničkim	frecuente
zajedničkim	común
zajedničkim	frecuentes
zajedničkim	common
nacionalnosti	nacionalidades
objavljivanja	publicación
elektron	electrones
elektron	electrón
jednostavne	simple
jednostavne	sencilla
jednostavne	sencillo
jednostavne	simples
odredio	ordenados
odredio	ordenado
lady	señora
lady	dama
lady	senora
okruženje	medioambiente
okruženje	ambiente
okruženje	entorno
mitchell	mitchell
čelo	frente
elektronski	electrónicos
elektronski	electrónico
elektronski	electrónica
elektronski	electrónicas
elektronski	electronic
elektronski	electrónicamente
prihod	ingresos
prihod	rentas
prihod	ingreso
prihod	renta
ući	entrar
ući	entra
ući	ingresar
ući	ingresa
ući	enter
finansijski	financieramente
finansijski	económicamente
finansijski	financiero
finansijski	financial
finansijski	financieros
finansijski	financiera
bogdan	bogdan
vila	vila
vila	villa
vila	hada
vila	hadas
varšava	varsovia
harrison	harrison
adaptacija	adaptación
imenovanje	cita
imenovanje	designación
imenovanje	nombramiento
perspektive	perspectivas
perspektive	perspectiva
uključena	incluidos
uključena	incluidas
uključena	incluida
uključena	incluído
uključena	incluido
pronašli	encontrada
pronašli	encontradas
pronašli	encontrados
pronašli	hallado
pronašli	encontrado
tommy	tommy
its	sus
its	su
otišla	gone
otišla	ido
anna	ana
anna	anna
katolička	católico
katolička	católicos
katolička	católica
odgovornost	responsabilidad
odgovornost	pasivo
odgovornost	responsabilidad
predaju	rendirse
predaju	rendición
predaju	entrego
izdaju	traición
izdaju	traición
mata	mata
krater	cráter
ponude	ofertas
ponude	ofrece
ponude	pujas
enver	enver
halilović	halilović
medicina	medicina
medicina	medicamento
medicina	medicinas
poražena	vencido
poražena	derrotada
poražena	derrotado
poražena	vencidos
poražena	derrotados
umjereno	moderadamente
ujedinjene	unificado
ujedinjene	unificados
ujedinjene	unificada
ujedinjene	unificadas
ujedinjene	united
ujedinjene	unidos
ujedinjene	unido
ujedinjene	unió
ujedinjene	unida
snimila	grabados
snimila	registrado
snimila	grabado
sposoban	capaces
sposoban	capaz
duša	alma
duša	soul
formatu	formato
stručnjaci	expertas
stručnjaci	peritos
stručnjaci	expertos
dodaju	agregar
dodaju	agrega
dodaju	añadir
dodaju	añade
dodaju	add
odjeljenja	compartimentos
odjeljenja	compartimientos
praksa	practica
praksa	practicas
praksa	practicar
praksa	práctica
standarde	normas
standarde	estándares
bjelovar	bjelovar
slučajevi	estuches
slučajevi	cases
slučajevi	casos
krajnji	ultimate
legende	leyendas
legende	leyenda
ton	tonelada
ton	toneladas
ton	ton
ton	tonos
ton	tono
uključivala	incluidos
uključivala	incluidas
uključivala	incluida
uključivala	incluído
uključivala	incluido
sfr	sfr
razmjenu	canje
razmjenu	cambio
razmjenu	intercambio
jedanaest	eleven
jedanaest	once
dokazati	probar
dokazati	demostrar
antoine	antoine
branio	defendida
branio	defendió
branio	defendido
soba	cuarto
soba	sala
soba	habitación
krajina	giulia
krajina	krajina
kastilje	castilla
sep	sep
salih	salih
salih	saleh
umjetničko	artísticas
umjetničko	artística
umjetničko	artístico
umjetničko	artísticos
umjetničko	figura
umjetničko	cifra
uspješna	exitosos
uspješna	exitoso
uspješna	exitosa
uspješna	exitosas
uspješna	éxito
ujedinjenje	reunificación
ujedinjenje	unificación
upravna	administrativa
upravna	administrativos
upravna	administrativas
upravna	administrativo
walker	walker
walker	caminante
ukrajinski	ucrania
ukrajinski	ucraniana
ukrajinski	ucraniano
snimak	secuencias
snimak	metraje
borci	combatientes
borci	luchadores
borci	fighters
borci	boxeadores
adenozin	adenosina
prvobitni	original
prvobitni	originales
pokrenuti	lanzamiento
pokrenuti	lanzar
prijevoz	transportes
prijevoz	transporte
prijevoz	transportación
potrebni	necesitó
potrebni	necesitaba
potrebni	necesitado
tunel	túnel
tunel	tunel
knowles	beyoncé
knowles	knowles
slikarstvo	cuadro
slikarstvo	pintar
slikarstvo	pintura
slikarstvo	pintando
kapiten	capitana
kapiten	capitán
kapiten	capitan
sinan	sinan
reykjavík	reykjavik
reykjavík	reykjavík
dostupni	disponible
dostupni	disponibles
zidova	murallas
zidova	paredes
zidova	muros
viktorija	victoria
rue	rue
perry	perry
odvaja	separa
deep	profundo
deep	profunda
deep	deep
uništenje	destrucción
nesreća	colisión
nesreća	colisiones
nesreća	accidente
nesreća	accidentes
drevni	antiguo
drevni	antiguas
drevni	antiguos
drevni	antigua
martínez	martínez
sretan	feliz
sretan	felices
sretan	contenta
sretan	contento
sretan	happy
nade	esperanzas
nade	esperanzas
nade	hope
nade	esperanza
gpr	gpr
leonardo	leonardo
miss	señorita
miss	miss
miss	srta
miss	extraño
spencer	spencer
teorem	teorema
postava	alineación
uzastopnih	consecutivas
uzastopnih	consecutivo
uzastopnih	consecutiva
uzastopnih	consecutivos
razmjena	canje
razmjena	cambio
razmjena	intercambio
opisati	describe
opisati	describir
opisati	describa
sds	sds
salzburg	salzburgo
hoffman	hoffman
imovine	propiedad
imovine	propiedades
imovine	inmueble
hektara	hectáreas
hektara	hectáreas
hektara	acres
schumacher	schumacher
ubijeni	mató
ubijeni	asesinados
ubijeni	asesinada
ubijeni	asesinado
ubijeni	matado
xviii	xviii
normalne	normales
normalne	normalidad
normalne	normal
široku	amplias
široku	amplia
široku	amplio
loš	malas
loš	malos
loš	malo
loš	bad
loš	mal
loš	mala
božić	navidad
božić	navidades
centri	centra
centri	centros
centri	centros
smatran	considerada
smatran	considerados
smatran	consideradas
smatran	considerado
wallace	wallace
orbitu	órbita
orbitu	orbita
populacijama	poblaciones
jefferson	jefferson
trenutak	momento
oslobođen	absuelto
promjeni	cambios
promjeni	cambio
promjeni	cambiar
promjeni	cambia
promjeni	variación
tur	trasero
tur	culo
plin	gasolina
plin	gas
plin	gases
napusti	dejar
napravila	hecha
napravila	made
napravila	hecho
perzije	persia
otkrivanje	descubrir
otkrivanje	descubriendo
ann	ann
indijanci	indios
jasmin	jasmine
jasmin	jazmín
jasmin	jasmin
jasmin	jazmín
prepoznaje	reconoce
ljiljan	lirio
ljiljan	lirios
ljiljan	lily
primjenjuju	aplicados
primjenjuju	aplicado
primjenjuju	aplicadas
primjenjuju	aplicada
kori	corey
promijenila	cambiado
promijenila	cambiada
promijenila	cambió
primljen	aceptadas
primljen	aceptados
primljen	aceptada
primljen	aceptado
primljen	admitió
primljen	admitida
primljen	admitidos
primljen	admitido
proširiti	ampliar
proširiti	expansión
proširiti	expandirse
proširiti	expandir
zvezda	zvezda
opcija	opcion
opcija	opción
tražili	mirando
tražili	buscando
pretpostavke	suposiciones
pretpostavke	presunciones
pretpostavke	supuestos
autonomna	autónomo
autonomna	autónomas
autonomna	autonomía
autonomna	autónomos
autonomna	autónoma
robin	robin
osamdesetih	eighties
legendarni	legendario
legendarni	legendaria
legendarni	legendarios
rosa	rosa
povećan	aumentado
povećan	aumento
povećan	incrementado
povećan	aumentada
produkt	producto
master	maestro
master	master
master	máster
master	amo
separator	separador
negativne	negativa
negativne	negativas
negativne	negativos
negativne	negativo
zidovima	murallas
zidovima	paredes
zidovima	muros
košarka	básquetbol
košarka	baloncesto
preporučuje	recomienda
preporučuje	recomendado
preporučuje	recomendada
preporučuje	recomendable
preporučuje	recomendados
preporučuje	recomendó
preporučuje	recomienda
ross	ross
catherine	caterina
catherine	catalina
catherine	catherine
redovni	regulares
redovni	regular
redovni	regularidad
predstavljena	representado
predstavljena	representada
predstavljena	representados
predstavljena	representadas
predstavljena	presentado
predstavljena	presentada
predstavljena	presentados
odgovorna	responsable
odgovorna	responsables
karakterističan	distintiva
karakterističan	distintivos
karakterističan	distintivas
karakterističan	distintivo
pojedinci	particulares
pojedinci	individuos
pojedinci	individuales
naređuje	ordenar
naređuje	ordenando
naređuje	encargar
dražen	drazen
velež	velež
kino	kino
kino	cine
kino	cinema
pretvoriti	turn
pretvoriti	turno
pretvoriti	girar
savladao	superó
savladao	dominado
petnaest	quince
petnaest	fifteen
termini	termini
asp	asp
jerusalem	jerusalem
jerusalem	jerusalén
autoritet	autoridad
autonomne	autónomo
autonomne	autónomas
autonomne	autonomía
autonomne	autónomos
autonomne	autónoma
raymond	ramón
raymond	raymond
raymond	raimundo
moment	momento
firmi	firmas
gavran	cuervos
gavran	cuervo
gavran	raven
napadaju	atacar
napadaju	atacando
odličan	excelente
odličan	excelentes
uobičajeni	omisión
uobičajeni	incumplimiento
uobičajeni	predeterminados
uobičajeni	defecto
uobičajeni	predeterminado
nelson	nelson
međimurska	međimurje
jurij	yuri
rowling	rowling
bijeg	escapada
bijeg	escapar
bijeg	fuga
bijeg	escapa
bijeg	escape
napali	atacado
napali	atacó
napali	atacados
napali	atacada
mornarica	marina
mornarica	armada
enrique	enrique
flota	flota
flota	flotas
shs	shs
indijska	indios
indijska	indio
indijska	india
indijska	hindú
atomi	átomos
pero	bolígrafo
pero	boli
pero	pen
pero	pluma
metabolizma	metabolismo
metabolizma	metabólica
dar	obsequio
dar	regalo
dar	regalar
porez	fiscalidad
porez	impuesto
porez	tributación
porez	impuestos
vulkan	volcán
madison	madison
predaka	ancestral
predaka	ancestrales
danny	danny
danny	dany
uobičajena	omisión
uobičajena	incumplimiento
uobičajena	predeterminados
uobičajena	defecto
uobičajena	predeterminado
kamerun	camerún
zahtijevaju	requiere
zahtijevaju	exigir
zahtijevaju	requerir
zahtijevaju	requieren
spajanja	fusionar
spajanja	fusión
spajanja	fusionado
kamere	camara
kamere	cámaras
boravio	permanecieron
boravio	permanecido
uzroka	causa
uzroka	causas
