年	jaar
假釋	parole
主幹	ruggraat
相容性	versoenbaarheid
誠信	integriteit
誠信	eerlikheid
純真	onskuld
倍增	vermenigvuldig
倍增	verdubbel
小便	pee
休眠	dormant
中產階級	bourgeois
路加	luke
路加	lukas
觀察員	observers
觀察員	observer
海鷗	meeue
嘲諷	vlymskerp
家譜	genealogie
暗淡	dim
暗淡	bleek
迦納	ghana
追隨者	opvolger
追隨者	volgeling
追隨者	volgelinge
門診	kliniek
選修	verkose
下巴	chin
銷售額	verkope
法新社	afp
熟練	vaardige
排放量	emissie
排放量	uitsending
大元帥	generalissimo
花崗岩	granite
錨	bladsy
錨	anker
錨	ankers
友軍	vriendelik
置換	plaasvervanger
肉食	vleis
復古	vintage
復古	verouderde
復古	outydse
復古	oudhede
復古	retro
節約	besparings
岩漿	magma
岩漿	lawa
射精	ejakulasie
航點	bestemmings
木頭	hout
飼料	voed
飼料	stroom
飼料	toevoer
閣樓	solder
小節	balke
小節	sterre
小節	kroeë
小節	tralies
陰道	vagina
語義	semantiese
語義	semantiek
結社	vereniging
結社	assosiasie
擱淺	sukkel
有形	geleiding
弧度	radiale
莊家	dealer
香煙	sigaret
蠕蟲	wurm
蠕蟲	worms
峰會	summit
計費	billing
鐘聲	bells
火爆	rumble
聽證會	verhore
聽證會	verhoor
聽證會	hoor
聽證會	gehoor
聽證會	aanhoor
聽證會	hearing
微處理器	mikroverwerker
脾	milt
淹死	drowning
淹死	verdrink
贏了	wen
紅寶石	ruby
安道爾	andorra
赤裸	naked
假髮	wig
栗子	borskas
螞蟻	ant
螞蟻	mier
螞蟻	miere
閒置	onaktief
閒置	luier
閒置	ledig
閒置	onaktief
裙子	rok
回聲	echoes
回聲	ego
回聲	echo
春分	equinox
烏托邦	utopia
憐	rei
哨兵	brandwag
復合	saamgestelde
復合	saamgestelde
復合	saamgestelde
復合	compound
杏仁	amandel
精確度	presisie
精確度	akkuraatheid
飽	vol
飽	volle
尼姑	nun
氘	deuterium
自閉症	outisme
出價	aanbod
出價	bod
空想	utopia
斑馬	sebra
斑馬	zebra
斑馬	zebras
要件	elemente
肛門	anus
肛門	anale
設想	scenario
預報	voorspel
預報	voorspelling
金庫	vault
河馬	hippo
河馬	seekoei
親吻	soene
親吻	kisses
親吻	kiss
親吻	soen
風扇	waaier
風扇	aanhanger
風扇	bewonderaar
韭	allium
斷言	beweer
斷言	asserted
滑動	gly
滑動	skuif
求生	oorlewing
商定	ooreengekom
舌頭	tong
艦橋	brug
白痴	idiot
咕	coo
露台	terrace
露台	aas
露台	stoep
露台	patio
勝者	winner
勝者	wenner
姑姑	auntie
姑姑	tannie
目擊者	getuies
列印	printed
部委	ministries
踏板	pedaal
南希	nancy
壯觀	spectacular
火車頭	lokomotief
羊肉	lamb
羊肉	skaapvleis
遊俠	ranger
紀念品	souvenir
紀念品	memento
紀念品	souvenirs
磁力	magnetiese
磁力	magnetisme
餓死	rasend
小徑	spore
小徑	trail
小徑	spoor
小徑	paths
小徑	paaie
差分	differential
荒原	moor
蒸餾	berekeninge
馬蘭	malan
惰性	inert
平穩	glad
平穩	steady
黛安娜	diane
圓圈	sirkels
圓圈	sirkel
圈套	lokval
氫氣	waterstof
碲	telluur
停滯	gestol
色調	skakering
色調	tone
陰性	negatiewe
陰性	negatief
手勢	gebare
手勢	gebaar
蓬勃發展	florerende
大笑	laughter
大笑	lol
通行證	verbygaan
甲狀腺	skildklier
閥	valve
牙醫	tandarts
牙醫	tandheelkunde
凸顯	hoogtepunt
凸顯	verlig
指紋	vingerafdrukke
指紋	vingerafdruk
貓咪	kat
色情片	porn
大蒜	knoffel
綻放	bloom
通靈	psigies
綠洲	oasis
綠洲	oase
綠洲	oases
貝爾法斯特	belfast
過濾器	filter
過濾器	filtreer
吠	bark
吠	bas
吠	blaf
石棉	asbes
表白	geloofsbelydenis
經銷商	handelaars
經銷商	handelaar
經銷商	dealer
嘴唇	lips
嘴唇	lippe
嘴唇	lip
作證	getuig
摺紙	origami
遲到	laat
純潔	reinheid
純潔	suiwer
加權	evaluering
加權	gewigte
木質	wooden
憑證	sertifikaat
雙簧管	hobo
樹皮	bark
樹皮	bas
樹皮	blaf
觀世音菩薩	bodhisattva
知覺	perception
知覺	bewussyn
知覺	consciousness
反應堆	reaktor
銖	baht
血色	scarlet
前奏	prelude
蒼蠅	fly
蒼蠅	vlieg
咖啡因	kafeïen
良性	deugsame
輸了	verlore
輸了	verloor
常春藤	ivy
低俗	vulgêr
礦產	mineraal
礦產	minerale
錳	mangaan
基線	baseline
親親	soene
親親	kisses
親親	kiss
親親	soen
衝浪	surf
衝浪	surfing
兆赫	mhz
女裝	couture
前奏曲	prelude
肉桂	kaneel
光環	aura
光環	halo
好奇心	nuuskierigheid
三位一體	trinity
腹瀉	diarree
語錄	aanhalings
寡婦	weduwee
寡婦	wewenaar
寡婦	weduwee
放牧	perdagtige
退伍軍人	veterane
梅毒	sifilis
準確度	akkuraatheid
波形	golfvorm
孤單	eensaam
藥房	apteke
藥房	farmasie
藥房	apteek
紙牌	kaarte
紙牌	kaarte
野性	wildernis
野性	wild
野性	wilde
突破性	deurbraak
突破性	baanbreker
黏度	viskositeit
帶頭	lei
帶頭	lood
帶頭	aanvoer
酋長國	emirates
嚴峻	grim
撻	tart
膠囊	kapsule
膠囊	kapsules
能見度	sigbaarheid
能見度	toeganklikheid
折斷	klamp
折斷	snap
虛弱	swak
暴亂	oproer
名片	kaarte
下雪	sneeu
更重	swaarder
倫理學	etiek
偷竊	diefstal
偷竊	steel
偷竊	diefstal
電光	weerlig
滾動	rolling
滾動	scroll
花瓶	vase
首飾	juweliersware
已達到	bereik
記住	herroep
記住	onthou
種族隔離	apartheid
大寫	hoofletters
大寫	caps
不透明	onduidelike
不透明	ondeursigtig
願景	visioene
願景	visions
願景	visie
羔羊	lamb
羔羊	lambs
天亮	dawn
肝炎	hepatitis
藍寶石	saffier
梵天	brahma
彌勒	maitreya
友邦	aia
準確性	akkuraatheid
等值	ekwivalensie
豐收	oes
飛艇	lugskip
秤	skale
燒死	skryf
匯豐	hsbc
香氣	fragrance
香氣	aroma
樹幹	trommel
燭光	kerse
粉色	pienk
菲菲	fifi
慢慢地	stadig
白菜	cabbage
名望	bekendheid
名望	fame
沮喪	depressie
聽力	verhoor
聽力	hoor
聽力	gehoor
聽力	aanhoor
聽力	hearing
馴	taming
扭矩	torque
撕	skeur
銫	sesium
仲夏	midsomerfees
出貨	versending
帆布	doek
鬍鬚	snor
鬍鬚	baard
麂	muntjak
耶魯	yale
失調	disorder
希伯來文	hebreeus
木工	carpenter
木工	skrynwerker
木工	houtwerk
丟棄	weggooi
丟棄	verwerp
收成	oes
庫存	aandele
庫存	inventaris
烏龜	skilpad
烏龜	tortoise
烏龜	skilpaaie
氚	tritium
電工	elektrisiën
內幕	insider
利多	lido
出缺	vakatures
體溫	temperatuur
駝背	boggel
主席團	bureau
受雇	employed
經度	lengteligging
經度	lengtegraad
希爾頓	hilton
火鍋	fondue
期望值	expectations
舞動	dans
投標	aanbod
投標	bod
投標	tenders
投標	tender
鴿子	dove
鴿子	duiwe
鴿子	pigeon
溶解度	oplosbaarheid
拉伸	strek
拉伸	rek
巫術	witchcraft
圖騰	totem
鮭魚	salmon
鮭魚	salm
傳單	flyer
傳單	pamflet
驢	donkie
鄧肯	duncan
禮品	geskenke
禮品	geskenk
團圓	reunion
噸位	tonnemaat
團聚	reunion
迷霧	mis
迷霧	mist
迷霧	mis
迷霧	fog
嘿	hallo
嘿	hi
嘿	haai
減肥	diet
糞便	ontlasting
糞便	dung
格式化	instellings
格式化	formatering
格式化	formateer
禿鷹	aasvoëls
禿鷹	aasvoël
象徵性	simboliese
象徵性	simbolies
流產	aborsie
明示	express
明示	eksplisiet
明示	eksplisiete
鏡片	lens
布爾什維克	bolsjewis
野豬	bosvark
芭比	barbie
氡	radon
各縣	provinsies
戲劇性	dramatiese
鯷	ansjovis
精准	presisie
打包	packing
打包	verpak
打包	pakket
變質	bederf
電量	battery
配額	kwota
配額	kwotas
拖車	sleepwa
拖車	lokprent
私刑	lynch
大壩	dam
教書	teaching
冷藏	verkoeling
廢棄物	puin
廢棄物	afval
表哥	niggie
表哥	neef
過剩	surplus
過剩	oortollige
停機坪	voorskoot
停機坪	helipad
鈷	kobalt
馬蹄	horseshoe
正弦	sinus
正弦	sine
正弦	skyn
打獵	jag
七七	sewe
七七	sewende
喉嚨	keel
鄰接	aangrensende
鄰接	aangrensende
管子	pyp
管子	tube
管子	buis
籌碼	chips
籌碼	tjips
軍械	ordnance
下坡	downhill
外籍人士	buitelanders
美洲豹	jaguar
收斂	convergence
力矩	torque
制冷	verkoeling
疏遠	alienation
華氏	fahrenheit
號角	horing
及早	vroeg
及早	vroeë
瘧疾	malaria
重印	herdruk
重印	reprinted
烈酒	likeur
拷貝	afskrifte
拷貝	kopieë
日曆	kalender
日曆	kalenders
跳棋	checkers
辱罵	beledigend
探查	vermoëns
啞	verdoof
啞	demp
啞	mute
平局	gelykop
平局	das
公民權	burgerskap
畫報	pictorial
暗影	skadu
暗影	skaduwee
特此	hierby
特此	hiermee
真誠	uwe
爆炸性	plofbare
背心	vest
處方	voorskrif
信封	koevert
信封	koeverte
鼓掌	applous
課本	handboeke
課本	handboek
編隊	stigting
編隊	formasies
逃犯	voortvlugtige
箴言	motto
箴言	leuse
貶值	waardevermindering
白喉	witseerkeel
衣著	drag
水印	watermerk
天際	gekoppel
打撈	salvage
需求量	aanvraag
萬花筒	kaleidoskoop
關聯性	toepaslikheid
危險性	gevaarlike
危險性	gevaarlik
危險性	gevaar
紋理	teksture
紋理	tekstuur
雜交	hybrid
錒	aktinium
鬣狗	hyena
鬣狗	hiëna
獵豹	jagluiperd
獵豹	cheetah
獵豹	luiperd
棧	stapel
穿孔	inskiet
無償	onbetaalde
苦難	misery
鉛筆	potlood
繼任者	successor
句法	sintaks
潮水	gety
行賄	omkoopgeld
資產階級	bourgeoisie
資產階級	bourgeois
靈性	spiritualiteit
靈性	geestelik
比薩	pizza
霍亂	cholera
月經	menstruasie
幀	rame
幀	raam
管轄權	jurisdiksie
最大限度	maksimum
蘿蔔	raap
幻想曲	fantasia
戰史	senshi
麥子	koring
盛開	bloom
阿公	gong
引號	aanhalings
績效	werkverrigting
績效	prestasie
績效	opvoering
繩索	tou
平庸	middelmatigheid
喝醉	dronk
小腿	calf
溜冰	skating
主食	staples
系數	koëffisiënt
忍耐	geduld
衛兵	guards
衛兵	wagte
風采	splendor
姪女	niggie
後台	backstage
擺動	bewe
擺動	swing
自治領	dominion
羅盤	passer
羅盤	kompas
泡菜	kimchi
風箏	kite
交響樂	simfonie
阿爾及爾	algiers
祭壇	altar
生態學	ekologie
分水嶺	verdeel
臂章	armband
天安門	tiananmen
證詞	testimony
清晰度	duidelikheid
藥劑	farmasie
藥劑	apteek
熟人	kennisse
熟人	kennis
鐳射	laser
徵用	onteiening
家教	tutor
家教	onderrig
腳趾	toes
腳趾	tone
冰凍	frozen
冰凍	bevrore
冰凍	gevries
客艙	hut
客艙	kajuit
客艙	cabin
貘	tapir
領航員	navigator
停職	suspensie
烙印	handelsmerke
烙印	branding
僵持	pat
潛水艇	duikboot
帳篷	tente
帳篷	tent
監護人	guardian
監護人	voog
監護人	voogde
賣淫	prostitusie
皮鞋	skoene
彈射	afgestuur
軟弱	swak
衰減	decay
賞金	beloning
橡木	oak
離異	geskei
茴香	vinkel
飛利浦	philips
紡	spinning
脊柱	spine
亞丁	aden
正確性	korrektheid
內臟	harslag
內臟	gut
務農	boerdery
心境	bui
心境	gemoed
心境	gemoedstoestand
有福	geseënd
船體	hull
唾液	spit
樹葉	blare
獎賞	beloning
獎賞	prys
稻草人	voëlverskrikker
袖珍	pocket
袖珍	broeksak
奢華	luukse
奢華	luxury
煮熟	gaar
解碼器	dekodeerder
浮力	dryfvermoë
比比	bibi
脾氣	humeur
脾氣	temper
貪婪	gierigheid
猜猜	raai
先令	shilling
積壓	teweeg
阿叔	oom
燒傷	verbrand
燒傷	burns
燒傷	skryf
醜陋	lelik
果糖	fruktose
徵兵	conscription
鎢	wolfram
毒物	poison
相簿	album
相簿	albums
農耕	boerdery
旅店	koshuis
牧羊人	shepherd
牧羊人	herdershond
困苦	swaarkry
懺悔	confessions
懺悔	geloofsbelydenis
濕度	humiditeit
磨練	hone
面罩	masker
面罩	maskers
賭城	vegas
宏都拉斯	honduras
口香糖	kougom
口香糖	gum
准予	toegestaan
問候	greetings
繩子	tou
北極星	polaris
牢房	sel
孿生	tweeling
自尊	pride
自尊	trots
字彙	woordeskat
強暴	verkragting
適度	gematig
適度	matig
適度	beskeie
飾品	bykomstighede
繼父	stiefpa
平權	regstellende
觸角	tentakels
間隙	gap
克什米爾	kashmir
喀布爾	kaboel
各部門	departemente
警棍	baton
長輩	elder
觸手	tentakels
宜家	ikea
銥	iridium
投機	speculative
填滿	silwer
填滿	volmaak
西洋棋	skaak
觸及	bereik
觸及	reikwydte
教務長	provost
升值	waardering
內線	insider
音調	skakering
音調	tone
拳頭	fist
外衣	jas
渴	dors
紡織品	tekstiel
紡織品	tekstiele
軸心	axis
小巷	alley
促銷	promosies
促銷	promosie
促銷	promosie
口罩	masker
口罩	maskers
囚徒	gevangene
囚徒	gevangenes
軍裝	eenvormige
軍裝	uniform
餓	rasend
餓	honger
銣	rubidium
加彭	gaboen
原件	oorspronklik
原件	oorspronklike
恆河	ganges
萬象	vientiane
載體	draer
載體	diensverskaffer
噴霧	sproei
正教	ortodokse
專利權	patent
黯淡	bleek
山雀	tit
力氣	sterkte
變壓器	transformer
變壓器	transformers
奈緒	nao
木棉	kapok
笛子	fluit
增量	inkrementele
增量	increment
鬧劇	farce
蓋亞那	guyana
甜菜	beets
蟋蟀	krieket
蟋蟀	krieke
表姐	niggie
表姐	neef
斧頭	byl
撲克牌	poker
暴風雪	blizzard
排練	repetisie
排練	repeteer
賴比瑞亞	liberië
騙局	bedrog
騙局	bedrogspul
蠟燭	kers
蠟燭	kerse
約談	interview
約談	interviews
燭	kers
蛻變	metamorfose
蠢	dom
常綠	immergroen
蟎	mite
肌膚	vel
銀杏	ginkgo
化學品	chemiese
化學品	chemikalieë
化學品	chemikalië
越獄	ontsnap
荊棘	thorn
讓渡	alienation
磷脂	lipied
贖金	ransom
協約	kompakte
協約	kompak
協約	konkordaat
簡約	minimalistiese
尼龍	nylon
二重唱	duet
月桂	laurel
模擬器	nabootser
玉蘭	magnolia
顏料	verf
顏料	pigment
昏暗	dim
漸進	gradual
漸進	inkrementele
漸進	progressiewe
牛排	steak
牛排	biefstuk
履歷	voortgaan
履歷	hervat
稻草	strooi
簡歷	voortgaan
簡歷	hervat
田納西	tennessee
華埠	chinatown
賽跑	ras
賽跑	resies
退還	terugbetaling
退還	terugbetaal
褲子	broek
槓桿	hefboom
受苦	suffer
詩選	digbundel
電影劇本	draaiboek
紋身	tattoo
錢包	beurse
錢包	beursie
油墨	ink
獨木舟	kanovaart
獨木舟	canoe
野兔	haas
野兔	rabbit
拖船	tug
高血壓	hipertensie
報價	aanhalings
微觀	micro
微觀	mikro
痣	mol
饅頭	bun
韭菜	leek
冥想	meditasie
心碎	heartbreak
雞肉	hoender
水銀	mercury
水銀	kwik
暴民	mob
艙門	hatch
扶養	afhanklikheid
精神分裂症	skisofrenie
供暖	verhitting
背書	onderskryf
朝覲	hajj
虹橋	hongqiao
大腸桿菌	coli
謎題	puzzles
謎題	raaisels
謎題	raaisel
謎題	legkaart
好笑	snaaks
好笑	snaakse
恥辱	shame
恥辱	skande
恥辱	skaam
恥辱	disgrace
隔絕	isolation
隔絕	isolasie
馬賽克	mosaïek
搖籃	wieg
搖籃	cradle
降落傘	valskerm
健身房	gimnasium
病菌	kieme
病菌	germ
四捨五入	rounding
長矛	lance
長矛	spears
長矛	spear
聾人	doof
外孫	kleinseun
棍棒	stokke
軍服	eenvormige
軍服	uniform
痘	pox
迫擊炮	sement
總括	omnibus
越位	betrap
栗色	maroen
基數	base
基數	onderliggende
基數	basis
妒忌	jaloers
欺詐	bedrieglike
互惠	wedersyds
複雜性	complexity
外向	uitgaande
刀片	blade
寬恕	forgiveness
仇人	vyande
發條	clockwork
演練	dril
百萬富翁	millionaire
對角線	diagonale
絕種	uitwissing
毀滅性	vreeslike
小寫	kleinletters
杯子	koppie
杯子	beker
轉賣	herverkoop
麵包店	bakkery
謎團	mystery
謎團	geheimsinnig
湧現	emergence
喀土穆	khartoem
好吃	yum
好吃	daai
好吃	delicious
哭了	huil
停機	afskakel
斜線	slash
礦山	myne
奶牛	koeie
奶牛	koei
溺水	drowning
鈽	plutonium
冰雹	hael
觸碰	touch
觸碰	aanraking
羞	shame
羞	skande
羞	skaam
女傭	bediende
捆綁	gebondel
刀具	messe
停戰協定	wapenstilstand
鴕鳥	volstruis
爬蟲類	reptiel
爬蟲類	reptiele
同義詞	sinonieme
同義詞	sinoniem
綿羊	skaap
灰燼	ashes
灰燼	ash
乳酪	kaas
蠍子	skerpioene
蠍子	scorpions
蠍子	skerpioen
識字	geletterdheid
燒錄	skryf
擊穿	ontleding
擊穿	uiteensetting
康乃馨	carnation
財寶	treasures
膽固醇	cholesterol
軸線	axis
發票	fakture
發票	faktuur
火把	torch
海洛因	heroïen
遙控器	afgeleë
遙控器	remote
興旺	florerende
飢荒	hongersnood
人道主義	humanisme
父母親	ouers
掃瞄	skandeer
逐字	verbatim
捷徑	kortpaaie
聖像	ikone
紅外	infrarooi
氰化物	sianied
達陣	doellyn
郊遊	piekniek
鈮	niobium
節錄	excerpt
節錄	uittreksel
庫倫	cullen
雪人	yeti
輪機	opgewek
最後通牒	ultimatum
億萬	miljarde
可用性	beskikbaarheid
顯眼	opsigtelik
寂靜	stilte
柔性	soepel
柔性	buigbare
胰腺	pankreas
靴子	stewels
腳踝	enkel
某處	iewers
某處	heen
最糟糕	swakste
最糟糕	ergste
最糟糕	slegste
破損	gebreekte
破損	stukkend
破損	gebroke
破損	gebreek
族長	patriarg
毒藥	poison
邊際	marginal
小夜曲	serenade
銅礦	copper
銅礦	koper
說唱	kletsrym
說唱	rap
反動	reaksionêre
維他命	vitamiene
維他命	vitamien
拜倫	byron
錯覺	illusie
咨詢	berading
咨詢	konsultasie
狂犬病	hondsdolheid
盛會	gala
愛國主義	patriotic
愛國主義	patriotisme
鵜鶘	pelican
閃光燈	flits
閃光燈	flash
蟒蛇	python
蟒蛇	luislang
引證	aanhaling
痢疾	diarree
房租	huur
傷痛	pyn
協理	assosieer
鵲	magpie
戰利品	trofee
石棺	sarcophagus
摩擦力	wrywing
發熱	koors
菠蘿	pynappel
癲癇	epilepsie
閃電俠	flits
閃電俠	flash
監視器	monitor
監視器	monitors
義大利文	italiaanse
義大利文	italiaans
減半	halveer
匈牙利語	hongaarse
肥皂劇	sepies
肺結核	tuberkulose
牧人	herder
手杖	kierie
手杖	cane
襯衫	hemp
襯衫	hemde
鶚	visvalk
水獺	otter
柔情	teerheid
臭名昭著	notorious
裁縫	aanleer
冥府	hades
分銷	verspreiding
催淚	skeur
補救	vermeende
海難	shipwreck
賭注	bie
賭注	bet
叛國	joffe
雜亂	rommel
阿拉法特	arafat
微積分	calculus
蕃茄	tamatie
蕃茄	tamaties
碳化	carbide
鋇	barium
彩排	repetisie
女妖	banshee
農莊	plase
水泵	pomp
水泵	pompe
敏感性	sensitief
敏感性	sensibility
正派	ordentlike
人脈	verbindings
龍舌蘭	tequila
火石	flint
磁帶	tape
刀子	knife
刀子	mes
胰島素	insulien
試試	probeer
揚聲器	luidspreker
揚聲器	speaker
揚聲器	luidspreker
揚聲器	spreker
斜體字	kursiewe
謀殺罪	moord
狂歡	rave
食鹽	sout
食鹽	tafelsout
白蟻	termiet
花邊	lacy
紅心	harte
禁運	embargo
統計數字	statistiek
統計數字	statistieke
委婉	eufemisme
海龜	skilpad
海龜	skilpaaie
關節炎	artritis
天數	dae
敏感度	sensitief
猥褻	onbetaamlik
嚮導	gidse
勞力	arbeid
口供	confessions
磚塊	sover
磚塊	baksteen
乞求	ekskuus
乞求	beg
觀測站	observatories
礦物質	minerale
礦物質	mineraal
節拍	beat
節拍	ritme
節拍	klop
節拍	beats
節拍	slae
信條	creed
信條	credo
音律	temperament
拼字	spelling
誘餌	afleiding
遼闊	vast
脛骨	tibia
模糊不清	dof
牛仔褲	jeans
郵差	postman
焰火	pype
焰火	vuurwerke
海流	currents
自發性	spontaan
自發性	spontane
屠夫	slagter
屠夫	butcher
遞增	inkrementele
遞增	increment
界碑	pilare
舔	lick
紡織業	tekstiele
異見	dissident
觸覺	tactile
鎖鏈	kettings
離境	vertrek
反復	herhaalde
反復	herhaaldelik
絞刑	hang
笑聲	laughter
牛油	botter
黑板	blackboard
超額	oortollige
凝聚力	samehorigheid
溝渠	dump
純度	reinheid
嬉皮	hippie
股息	dividend
順時針	kloksgewys
拳擊手	boxer
拳擊手	boksers
同義	sinonieme
電網	rooster
鬼子	devils
荷爾蒙	hormone
擁有權	eienaarskap
整容	facelift
不相干	irrelevant
病原體	patogene
病原體	patogeen
奔騰	pentium
停車位	parkering
逆境	teenspoed
風琴	orrel
更近	nader
積木	blokke
數額	amounts
數額	bedrag
臉頰	cheek
氯仿	chloroform
金絲雀	kanariese
金絲雀	kanarie
葡萄園	wingerde
鸛	stork
眉毛	wenkbroue
眉毛	wenkbrou
眉毛	gedraai
塗料	dope
羞恥	shame
羞恥	skande
羞恥	skaam
熱力	heat
熱力	hitte
熱力	termiese
諺語	spreekwoord
侵吞	plunder
弱者	swak
麵食	pasta
浮點	float
浮點	dryf
酸奶	jogurt
血漿	plasma
修剪	trim
修剪	sny
雜貨	kruideniersware
雞尾酒	cocktail
倒轉	omgekeer
倒轉	reverse
倒轉	agteruit
芹菜	seldery
柵欄	heining
肛交	anale
工藝品	artifacts
工藝品	handewerk
河濱	riverside
鍶	stronsium
墨家	mozi
乾酪	kaas
沙發	sofa
沙發	rusbank
沙發	couch
黑莓	blackberry
時序	kronologie
方尖碑	obelisk
水門	watergate
吊車	crane
包皮	voorhuid
麋鹿	moose
芬芳	fragrance
峽灣	fjord
養護	bewaring
遊牧	nomadic
聖誕老人	santa
鋦	curium
禿	bald
親善	goodwill
隱喻	metafoor
裁軍	ontwapening
陽台	terrace
陽台	aas
盤旋	sweef
旱災	droogte
牛郎	gigolo
漁夫	vissermanne
受賄	omkoopgeld
歐姆	ohm
襪子	sokkies
罌粟	poppy
餘弦	kosinus
點滴	drup
鬃毛	mane
酒類	alkohol
輪值	rotasie
當量	oplewer
當量	opbrengs
麻疹	masels
鮮血	bloed
憐憫	mercy
貧血	anemie
魔杖	wand
偶而	soms
播種	skedulering
烘烤	gebak
小公主	prinses
輕量級	liggewig
合歡	acacia
米飯	rys
隱私權	privaatheid
票券	kaartjies
捕撈	visvang
雷鳥	thunderbird
家俱	meubels
家俱	meubelstuk
國稅局	irs
冰塊	ys
袋子	sak
外甥女	niggie
盜竊	diefstal
彈跳	hop
螺栓	bout
螺栓	bolt
灰塵	stof
鱈魚	kabeljou
羊群	trop
羊群	swerm
回音	ego
回音	echo
性病	std
行李箱	tas
香菇	sampioen
蚯蚓	worms
中篇小說	novelle
座右銘	motto
座右銘	leuse
淡褐色	hazel
眨眼	knipoog
眨眼	flikker
眨眼	flikker
眨眼	blink
伊甸園	eden
四邊形	vierhoek
玫瑰花	roses
淋浴	stort
淋浴	buie
淋浴	storte
淋浴	reënbuie
阿司匹林	aspirien
基調	skakering
基調	tone
害蟲	pest
抑鬱	depressief
抑鬱	depressie
長頸鹿	kameelperd
雙倍	dubbel
雙倍	dubbele
烴	koolwaterstof
粘性	grof
粘性	klewerig
粘性	taai
乳白色	milky
駕照	lisensie
聾	doof
無可避免	onvermydelike
納稅	belasting
來信	brief
來信	letter
僵硬	stiff
詩句	verses
詩句	verse
鷂	harrier
肖像畫	portraits
打劫	rooftog
銨	ammonium
洗衣店	wasgoed
海員	seafarer
修辭	retoriek
橫幅	baniere
橫幅	banier
獨白	monologue
朗誦	voordrag
交貨	aflewering
交貨	aflewer
交貨	lewering
交貨	aflewerings
生菜	blaarslaai
典當	pion
鎘	kadmium
膠片	rolprent
包包	sak
包包	tasse
包包	sakke
無意識	bewusteloos
觸動	touch
觸動	aanraking
星號	asterisk
層層	lae
豹子	luiperd
碟片	skyf
碟片	skyf
赤腳	kaalvoet
定額	kwota
定額	kwotas
驗收	aanvaarding
帶子	tape
掌聲	applous
食道	slukderm
水療	spa
冰霜	frost
短褲	kortbroek
刀鋒	blade
刀鋒	lemme
童子軍	scout
童子軍	verkenner
迷惘	verwarring
皇陵	mausoleum
緩衝區	buffer
反饋	terugvoer
魷魚	squid
餵食	feeding
餵食	voering
挖苦	vlymskerp
討論會	seminare
糖漿	stroop
槍支	vuurwapens
槍支	gun
白鷺	egret
憲兵隊	gendarmerie
大拇指	duim
推銷員	salesman
標緻	peugeot
稅款	belastings
異教	pagan
疏離	alienation
情慾	lust
淚水	skeur
淚水	tears
淚水	trane
逾期	agterstallig
磷酸鹽	fosfaat
各單位	eenhede
債權	eis
債權	eise
披薩	pizza
留用	aanhouding
氬	argon
燙	hot
燙	warm
窗簾	curtain
窗簾	gordyne
就職典禮	inhuldiging
磨擦	wrywing
聚乙烯	poliëtileen
初學者	beginners
初學者	beginner
鬱金香	tulp
刺針	sting
同儕	gelyke
致癌物	karsinogeen
粗俗	vulgêr
苦苦	bitter
軸承	bearing
化油器	carburetor
鉬	molibdeen
巴西利亞	brasilia
鮮花	blomme
孔洞	gat
排定	geskeduleerde
排定	geskeduleer
敬禮	saluut
敬禮	salute
鴨子	ducks
鴨子	eend
鴨子	duck
米開朗基羅	michelangelo
瞎子	blind
漏水	lekkende
釩	vanadium
最輕	ligste
手袋	handsakke
鞭子	sweep
會眾	gemeente
畫畫	skilder
畫畫	skildery
畫畫	skets
畫畫	tekening
幣值	geldeenheid
重復	herhaal
藐視	defiance
抽樣	voorbeeld
煉金術	alchemie
郵箱	posbus
養分	nutrient
原產地	oorsprong
鐳	radium
雇傭	jonger
余弦	kosinus
狒狒	bobbejaan
鉭	tantaal
同質	homogene
傷亡人數	casualties
破獲	uitgevang
排演	repetisie
排演	repeteer
問卷調查	opname
梯隊	echelon
手工藝	handewerk
抱抱	drukkie
抱抱	drukkies
殖民主義	colonialism
僵化	vaste
論據	betoog
論據	argument
荒涼	desolation
荒涼	bleek
摘錄	excerpt
摘錄	uittreksel
摘錄	uittreksel
捲軸	storie
捲軸	scroll
無處	nêrens
手帕	sakdoek
欠款	agterstallige
省省	provinsie
省省	governorate
侍者	kelner
分貝	decibel
跋涉	trekking
道義	moral
存貨	inventaris
傢俱	meubels
傢俱	meubelstuk
蕨類	fern
獴	muishond
指針	wyser
因果關係	kousaliteit
樣板	voorbeelde
滾輪	troupant
滾輪	roller
盧梭	rousseau
流動性	mobility
拖鞋	slipper
實心	soliede
實心	solied
卑微	nederig
飲水	water
垂死	dying
法警	bailiff
難民營	kamp
優先權	prioriteit
視網膜	retina
錫金	sikkim
精煉	verfyn
異教徒	pagan
倉儲	warehouse
順時針方向	kloksgewys
贖回	redemption
蒼白	pale
愧疚	skuldgevoelens
愧疚	skuld
敢死隊	expendables
暗礁	reef
奴隸制	slawerny
羞愧	shame
羞愧	skande
羞愧	skaam
備案	indiening
外孫女	kleindogter
頌歌	carols
奇觀	wonders
愚者	fools
自負	ego
工具箱	gereedskapstel
創造力	creativity
創造力	kreatiwiteit
牧羊犬	collie
介詞	voorsetsel
鐵皮	tin
巷子	alley
地窖	kelder
雲彩	wolke
告解	geloofsbelydenis
終端機	terminaal
終端機	terminale
蜷	ater
印表機	drukker
印表機	drukkers
淡紫色	laventel
淡紫色	lavender
梭魚	barracuda
輕聲	fluister
無神論	ateïs
