புரி	puri
குறிப்பை	anmerkung
குறிப்பை	bemerkung
குறிப்பை	hinweis
குறிப்பை	notiz
கன்னியர்	jungfrauen
ஜார்ஜியா	georgia
ஜார்ஜியா	georgien
சிறகுகள்	federn
சிறகுகள்	schwingen
சிறகுகள்	flügel
சிறகுகள்	wings
சிறகுகள்	flügeln
காகம்	krähen
காகம்	crow
காகம்	krähe
அசலான	unberührten
அசலான	unberührte
ஜிகாத்	dschihad
பையன்	jungen
பையன்	junge
பையன்	boy
பையன்	guy
பையன்	kerl
மெய்யான	ursprünglich
மெய்யான	ursprünglichen
மெய்யான	original
மெய்யான	originell
மெய்யான	originellen
கோர்டன்	gordon
பெக்	bitten
பெக்	betteln
பெக்	bittet
பெக்	flehen
ஹாரிசன்	harrison
கீத்	keith
சுற்றுகள்	runden
சுற்றுகள்	runde
விரும்புகின்றனர்	erwidern
குறும்படங்கள்	ikonen
குறும்படங்கள்	symbole
குறும்படங்கள்	icons
குரல்கள்	stimmig
குரல்கள்	stimmen
சிண்ட்ரெல்லா	cinderella
பானு	banu
மோ	moe
பாலர்	baller
தோட்டக்கலை	gartenbau
தோட்டக்கலை	gartenarbeit
தோட்டக்கலை	gartenbau
தோட்டக்கலை	garten
தீவுக்கூட்டம்	archipel
தீவுக்கூட்டம்	inselgruppe
தீவுக்கூட்டம்	archipels
அலைந்து	wander
இஞ்சி	ingwer
இஞ்சி	ginger
கணவனை	gatte
கணவனை	ehemann
காசநோய்	tuberkulose
கிட்ஸ்	kidz
கிட்ஸ்	kitts
பிரான்	braun
பிரான்	piran
மகிழ்ச்சியாக	fröhlicher
மகிழ்ச்சியாக	zufriedener
மகிழ்ச்சியாக	glücklicher
ஏபெல்	abel
பெல்ஜிய	belgische
பெல்ஜிய	belgisches
பெல்ஜிய	belgischen
பெல்ஜிய	belgier
சமரசம்	kompromiss
சமரசம்	kompromiß
சமரசம்	kompromissen
சமரசம்	kompromisse
பணியாளர்களின்	beschäftigte
பணியாளர்களின்	mitarbeiterinnen
பணியாளர்களின்	arbeitnehmer
பணியாளர்களின்	mitarbeiter
பணியாளர்களின்	angestellte
பணியாளர்களின்	personal
பணியாளர்களின்	belegschaft
பணியாளர்களின்	mitarbeiter
பணியாளர்களின்	staff
தோராயமான	grob
தோராயமான	raue
தோராயமான	hart
தோராயமான	rauen
தோராயமான	rau
உருவகம்	sichtung
உருவகம்	gesichtet
திறமைகள்	fertigkeiten
திறமைகள்	kenntnisse
திறமைகள்	kompetenzen
திறமைகள்	qualifikation
திறமைகள்	fähigkeiten
திறமைகள்	talent
திறமைகள்	talente
விஷம்	vergiften
விஷம்	vergiftet
விஷம்	vergiftung
விஷம்	gift
அச்சே	aceh
பீங்கான்	porzellan
கரோலின்	caroline
மதிப்புறு	wortwörtlich
மதிப்புறு	buchstäblich
மதிப்புறு	wörtlich
மதிப்புறு	wörtliche
விஸ்கி	whiskey
விஸ்கி	whisky
விஸ்கி	whiskey
விஸ்கி	whisky
பேனா	pen
பேனா	kugelschreiber
பேனா	stift
பேனா	feder
பேனா	opengl
திணிப்பு	abladen
திணிப்பு	müllhalde
மசாலா	masala
ஸல்	sal
மாஸ்	masse
குத்து	schlag
குத்து	schlagen
குத்து	stanzen
நட்டு	nüsse
நட்டு	nut
நட்டு	nuss
ஊழி	epoche
சொகுசு	luxuriöse
சொகுசு	luxus
சொகுசு	luxushotel
சொகுசு	luxuriös
சொகுசு	luxushotels
நம்பத்தகுந்த	getreu
யே	juhu
குங்	kung
சேகரிக்க	abholen
சேகரிக்க	sammeln
சேகரிக்க	einsammeln
சிதறல்	streuung
சிதறல்	zerstreuung
சிதறல்	zerstreuen
ஆலம்	alam
சுவடுகள்	pfade
சுவடுகள்	trails
சுவடுகள்	wanderwegen
சுவடுகள்	wanderwege
உகாண்டா	uganda
கருக்கலைப்பு	abtreibung
கருக்கலைப்பு	abbruch
கருக்கலைப்பு	abtreibungen
கருக்கலைப்பு	schwangerschaftsabbruch
உருப்படிகள்	artikel
உருப்படிகள்	positionen
உருப்படிகள்	gegenstände
வெளியாகிறது	loslassen
வெளியாகிறது	freigabe
கர்ப்பப்பை	gebärmutterhalskrebs
கரீம்	karim
கரீம்	kareem
காத்மாண்டு	kathmandu
இரவுகள்	nächte
இரவுகள்	übernachtungen
இரவுகள்	nachts
ஷர்மா	sharma
வைமாக்ஸ்	wimax
செவ்வாய்க்கிழமை	dienstag
செவ்வாய்க்கிழமை	dienstags
பரிசுத்த	heilig
பரிசுத்த	heilige
பரிசுத்த	heiligen
பரிசுத்த	holy
பரிசுத்த	heiliger
சியாங்	chiang
சியாங்	xiang
சியாங்	siang
வரதட்சணை	mitgift
அகலமான	breitere
அகலமான	breiter
சர்வாதிகாரி	diktator
புதர்	buschigen
பீஸ்	pis
முகில்	cloud
முகில்	wolken
முகில்	wolke
கிட்மேன்	kidman
கிராமங்களை	dorf
கிராமங்களை	dörfer
கிராமங்களை	ortschaften
பூசி	warmen
பூசி	wärme
பூசி	warm
பூசி	warme
கற்றை	teilbereiche
கற்றை	litzen
முடுக்கம்	beschleunigen
முடுக்கம்	beschleunigung
இருக்கும்போதே	während
இருக்கும்போதே	weile
ஐபிஎல்	ipl
கடத்தப்பட்ட	entführt
கடத்தப்பட்ட	gekidnappt
கடத்தப்பட்ட	entführte
சோர்ஸ்	soares
இறுக்கமாக	knapp
இறுக்கமாக	fest
இறுக்கமாக	straffen
இறுக்கமாக	enge
இறுக்கமாக	eng
விரும்பத்தகாத	unangenehm
விரும்பத்தகாத	unfreundlich
விரும்பத்தகாத	unangenehme
விரும்பத்தகாத	unangenehmen
இசைக்கு	einschalten
இசைக்கு	melodie
இத்தாலியன்	italiener
இத்தாலியன்	italienischer
இத்தாலியன்	italienischen
இத்தாலியன்	italienisch
இத்தாலியன்	italienische
ஒயிட்	weiß
ஒயிட்	weisse
ஒயிட்	weiße
ஒயிட்	weiss
ஒயிட்	weißen
ஒயிட்	white
தொந்தரவு	belästigen
தொந்தரவு	belästigung
தொந்தரவு	belästigungen
தொந்தரவு	mobbing
தொந்தரவு	schikanen
தொந்தரவு	stören
தொந்தரவு	störe
தால்	dal
தால்	taal
சான்டா	weihnachtsmann
சான்டா	santa
கேளுங்கள்	hört
கேளுங்கள்	höre
கேளுங்கள்	hören
கேளுங்கள்	anhören
கேளுங்கள்	zuhören
ஃபிராங்கண்ஸ்டைன்	frankenstein
கிடைமட்ட	horizontaler
கிடைமட்ட	horizontal
கிடைமட்ட	waagerecht
கிடைமட்ட	horizontalen
கிடைமட்ட	horizontale
கேன்ஸ்	cannes
கிளாஸ்கோ	schottland
கிளாஸ்கோ	glasgow
மட்டு	modular
மட்டு	modularen
மட்டு	modulare
ஹாலந்து	niederlande
ஹாலந்து	holland
வடிகால்	abfluss
வடிகால்	kanalisation
வடிகால்	entwässerung
ஆக்ஸிஜன்	sauerstoff
செருகி	komponente
செருகி	modul
செருகி	plugin
அடுப்பு	backofen
அடுப்பு	ofen
அடுப்பு	herd
புல்வெளி	weideland
புல்வெளி	grünland
புல்வெளி	wiesen
புல்வெளி	wiese
புல்வெளி	rasen
பழைமை	antiquitäten
அடிமைத்தனம்	sklaverei
அடிமைத்தனம்	süchtig
குரோ	kuro
குரோ	cro
தொடர்புடையவை	verwandten
தொடர்புடையவை	verwandte
தொடர்புடையவை	verwandt
தொடர்புடையவை	verbundene
லைலா	leila
ஷேக்ஸ்பியர்	shakespeares
ஷேக்ஸ்பியர்	shakespeare
மெர்ரில்	merrill
புரிந்தவர்	täter
புரிந்தவர்	verursacher
அன்ரன்	anton
வீர்	veer
கொண்டிருக்கின்றனர்	überaus
ஜாஸ்	jazz
அன்பும்	love
அன்பும்	lieben
அன்பும்	liebe
அன்பும்	liebes
அன்பும்	liebste
கலவைகள்	verbindungen
வைரல்	virale
சகாப்தம்	ära
சகாப்தம்	era
சகாப்தம்	zeitalter
அர்ஜூன்	arjun
தானியம்	korn
தானியம்	getreide
தானியம்	getreidearten
தானியம்	müsli
தானியம்	getreide
மூ	moo
ரூஸ்வெல்ட்	roosevelt
டொபாகோ	tobago
செப்பெலின்	zeppelin
சாத்தியங்கள்	möglichkeiten
ஆர்டர்	bestellten
ஆர்டர்	befohlen
ஆர்டர்	bestellte
ஆர்டர்	bestellt
ஆர்டர்	bestellungen
ஆர்டர்	ordnung
ஆர்டர்	auftrag
ஆர்டர்	reihenfolge
ஆர்டர்	bestellung
மதுவிலக்கு	verbote
மதுவிலக்கு	verbots
மதுவிலக்கு	verbot
பயணிகளும்	reisende
பயணிகளும்	reisenden
கரங்கள்	händen
கரங்கள்	hände
அரசியலிலும்	konzentrieren
அரசியலிலும்	fokussierung
படிவங்கள்	formen
படிவங்கள்	formulare
நிறைவடைந்தது	abgeschlossen
நிறைவடைந்தது	fertiggestellt
நிறைவடைந்தது	beendet
நிறைவடைந்தது	erledigt
நிறைவடைந்தது	fertig
நெடுந்தீவு	delft
பலமாக	stärkere
பலமாக	stärkeren
பலமாக	stärker
பலமாக	kräftiger
மகிழ்ச்சியான	glücklichste
மகிழ்ச்சியான	glücklichsten
சமர்	samar
திருடன்	dieb
திருடன்	diebe
திருடன்	diebin
கபில	chestnut
கபில	kastanien
ஜோவி	jovi
நாற்காலி	stühle
நாற்காலி	stuhl
நாற்காலி	vorsitzender
நாற்காலி	lehrstuhl
நாற்காலி	sessel
விற்பனையாளர்	verkäuferin
விற்பனையாளர்	verkäufer
ஓநாய்	wölfen
ஓநாய்	wölfe
ஓநாய்	wolf
வர்ண	pigment
வர்ண	pigmente
பாகு	baku
கோலார்	kolar
பீட	hochebene
பீட	plateau
பீட	hochland
கிராமத்து	dorf
கிராமத்து	feriendorf
கிராமத்து	ortschaft
உத்திகளை	strategie
உத்திகளை	strategien
பத்தொன்பது	neunzehn
பத்தொன்பது	nineteen
பிரிமியர்	premiere
பிரிமியர்	uraufführung
ஹாப்	hüpfen
ஹாப்	hopfen
ஹாப்	hop
தேவதைகள்	feen
தேவதைகள்	elfen
தேவதைகள்	engel
தேவதைகள்	angels
தேவதைகள்	engeln
கோர்ட்	hofe
கோர்ட்	gerichtshofes
கோர்ட்	gerichtshof
கோர்ட்	hof
கோர்ட்	gericht
அஸ்ஸாம்	assam
லூனா	luna
முன்மொழியப்பட்ட	vorgeschlagene
முன்மொழியப்பட்ட	vorgeschlagen
முன்மொழியப்பட்ட	vorgeschlagenen
ஆண்டனி	anthony
ஆண்டனி	heike
ஆண்டனி	antonius
அருளும்	anmut
அருளும்	gnade
அருளும்	grace
நறுமணம்	düfte
நறுமணம்	parfüm
நறுமணம்	duft
சுயமாக	selbständig
சுயமாக	self
சுயமாக	selbst
தேனீக்கள்	bienen
அறிக்கைகளை	erklärungen
அறிக்கைகளை	anweisungen
அறிக்கைகளை	aussagen
உரங்கள்	düngemittel
உரங்கள்	dünger
உரங்கள்	düngemitteln
பெண்டிர்	damen
பெண்டிர்	ladies
நெறிகள்	protokollen
நெறிகள்	protokolle
நார்மாண்டி	normandie
எல்லாவற்றிலும்	alles
எல்லாவற்றிலும்	allem
ஃபேஸ்புக்	facebook
ஜோனாஸ்	jonas
செய்தித்தாள்கள்	zeitungen
செய்தித்தாள்கள்	tageszeitungen
செய்தித்தாள்கள்	zeitung
ஜேக்கப்	jacob
ஜேக்கப்	jakob
ஜேக்கப்	jacobs
நெற்றி	stirn
உணர்தல்	verwirklichung
உணர்தல்	umsetzung
உணர்தல்	durchführung
உணர்தல்	realisierung
உணர்தல்	ausführung
சந்தித்தனர்	treffen
சந்தித்தனர்	kennenlernen
சந்தித்தனர்	erfüllen
சந்தித்தனர்	begegnen
பூசாரி	pfarrer
பூசாரி	priester
பூசாரி	geistlicher
பூசாரி	geistliche
உதாரணமாகும்	fairness
வணிகங்கள்	unternehmen
லாலா	lala
பிங்	bing
பிங்	ping
கபீர்	kabir
திருப்பு	umdrehen
திருப்பு	flip
திருப்பு	spiegeln
ஆணி	fingernägel
ஆணி	nagel
ஆணி	nägel
சிந்திக்க	nachdenken
டிஸ்கவரி	entdecken
டிஸ்கவரி	entdeckungen
டிஸ்கவரி	entdeckungsreise
டிஸ்கவரி	entdeckung
டிஸ்கவரி	discovery
ஆத்தர்	arthur
ஆத்தர்	artus
ஆத்தர்	artur
சத்ய	satya
குறைத்தது	reduziert
குறைத்தது	reduzierten
குறைத்தது	verringert
குறைத்தது	reduzierte
கலந்துகொண்டனர்	gingen
கலந்துகொண்டனர்	gegangen
கலந்துகொண்டனர்	ging
கலந்துகொண்டனர்	teilgenommen
கலந்துகொண்டனர்	besucht
கலந்துகொண்டனர்	teilnahmen
கலந்துகொண்டனர்	besuchte
இல்லாமலே	ohne
இல்லாமலே	without
மதீனா	medina
மோர்கன்	morgan
மன்மதன்	amor
வீனஸ்	venus
பெய்லி	bailey
பெய்லி	baily
தொகுக்கப்பட்டது	zusammengestellt
தொகுக்கப்பட்டது	erstellt
தொகுக்கப்பட்டது	kompiliert
தொகுக்கப்பட்டது	erstellte
எளிமை	einfache
எளிமை	einfachheit
மினாக்	minogue
லூர்து	lourdes
எஸ்தர்	esther
டூர்	tour
டூர்	rundgang
டூர்	besichtigung
சுற்றிப்	um
சுற்றிப்	rund
சுற்றிப்	herum
சுழலி	turbinen
சுழலி	turbine
புலிட்சர்	pulitzer
ஆய்வக	laboruntersuchungen
ஆய்வக	laboratorium
ஆய்வக	labor
நெபுலா	nebel
பகைமை	feindschaft
பகைமை	feindseligkeit
கிரியை	funktioniert
கிரியை	arbeiten
கிரியை	bauleistungen
கிரியை	arbeitet
கிரியை	werke
அமல்	amal
பாதிக்கப்பட்டவர்கள்	opfern
பாதிக்கப்பட்டவர்கள்	opfer
பாதிக்கப்பட்டவர்கள்	unfallopfer
வெற்றிடம்	staubsauger
வெற்றிடம்	vakuum
துடுப்பு	fin
துடுப்பு	paddel
விரிவுரையாளர்	lecturer
விரிவுரையாளர்	privatdozent
விரிவுரையாளர்	dozent
விரிவுரையாளர்	dozenten
கலந்துகொண்ட	teilgenommen
கலந்துகொண்ட	besucht
கலந்துகொண்ட	teilnahmen
கலந்துகொண்ட	besuchte
வினாடி	sekunde
வினாடி	zweiter
வினாடி	zweite
வினாடி	zweiten
பத்திரிகையாளர்கள்	journalisten
பத்திரிகையாளர்கள்	journalist
பத்திரிகையாளர்கள்	journalistin
பத்திரிகையாளர்கள்	journalisten
டோன்	tone
டோன்	farbton
டோன்	ton
டோன்	töne
பிக்காசோ	picasso
பீட்	pete
சமத்துவ	eritreischen
தேடிய	durchsucht
தேடிய	suchte
தேடிய	gesucht
தேடிய	suchten
மேம்படுத்தப்பட்டது	optimiert
மேம்படுத்தப்பட்டது	optimierte
மேம்படுத்தப்பட்டது	optimieren
மேம்படுத்தப்பட்டது	optimierten
அடைவு	verzeichnis
அடைவு	verzeichnisse
அடைவு	verzeichnis
அடைவு	ordner
அடைவு	heft
அடைவு	mappe
பிடியில்	greifen
பிடியில்	griff
துளி	fallenlassen
துளி	ablegen
துளி	drop
துளி	tropfen
கெல்லர்	keller
கணித்த	vorhergesehen
கணித்த	vorhergesagt
கணித்த	vorausgesagt
பரிந்துரையை	empfehlungen
பரிந்துரையை	empfehlung
அகதி	flüchtlinge
அகதி	flüchtling
ஆதாம்	adam
ஃபிஸ்துலா	fistel
அவென்யூ	allee
அவென்யூ	avenue
கோழிகள்	hühnchen
கோழிகள்	hühner
கோழிகள்	hähnchen
கோழிகள்	huhn
மறுக்கப்பட்டது	verweigert
மறுக்கப்பட்டது	versagt
மறுக்கப்பட்டது	verneint
மறுக்கப்பட்டது	abgelehnt
பெல்லி	belle
நலத்துறை	wohlfahrt
நலத்துறை	sozialhilfe
நலத்துறை	tierschutz
நலத்துறை	fürsorge
நலத்துறை	wohlbefinden
நலத்துறை	wohlergehen
குத்தகை	mietvertrag
குத்தகை	miete
குத்தகை	pacht
ரஸ்புடின்	rasputin
எகான்	akon
தியோடர்	theodore
தியோடர்	theodor
ஹலோ	hallo
ஹலோ	hello
ஹலோ	servus
ஹார்வர்டு	harvard
கண்டியில்	kandy
புத்தம்	marke
புத்தம்	brand
புத்தம்	marken
புத்தம்	markenname
வனவிலங்குகள்	wildlife
வனவிலங்குகள்	tierwelt
வனவிலங்குகள்	tiere
வனவிலங்குகள்	pflanzenwelt
வனவிலங்குகள்	fauna
கேட்டது	gehört
கேட்டது	hörten
கேட்டது	hörte
உளர்	nähren
பத்மா	padma
பொலிவு	buff
ஒட்டாவா	ottawa
தோற்றது	gescheitert
தோற்றது	fehlgeschlagen
தோற்றது	versagt
#ஒரு	#eine
#ஒரு	#eine
#ஒரு	#ein
மூலை	eck
மூலை	corner
மூலை	ecken
மூலை	ecke
இமாலய	himalaya
நூர்	noor
அஃப்லெக்	affleck
நொதித்தல்	gärung
நொதித்தல்	fermentation
ஆஸ்கர்	oscar
ஆஸ்கர்	oskar
டேவி	davey
ஜகார்த்தா	jakarta
மீறும்	verstößt
கார்ட்	warenkorb
கார்ட்	einkaufswagen
கார்ட்	karren
கார்ட்	wagen
காக்ஸ்	cox
பாஷா	pascha
எக்செல்	übertreffen
எக்செல்	excel
முட்கள்	dornen
வினாக்கள்	fragen
செயலற்ற	leerlauf
செயலற்ற	inaktiv
செயலற்ற	faul
செயலற்ற	untätigkeit
செயலற்ற	idle
செயலற்ற	untätig
கைரேகை	fingerabdrücke
கைரேகை	fingerabdruck
இலினொய்	illinois
எத்தியோப்பியா	äthiopien
வாக்களிக்கும்	abstimmungen
வாக்களிக்கும்	abstimmung
வாக்களிக்கும்	stimmrecht
வாக்களிக்கும்	abstimmen
வாக்களிக்கும்	stimmen
கண்ணுக்குத்	unsichtbar
கண்ணுக்குத்	unsichtbaren
கண்ணுக்குத்	unsichtbare
பெல்லா	bella
லாரா	laura
லாரா	lara
பிரான்சுவா	francois
பிரான்சுவா	françois
பிரான்சுவா	francois
பிரான்சுவா	françois
அற்புதம்	geil
அற்புதம்	hammer
அற்புதம்	geile
அற்புதம்	krass
அற்புதம்	lecker
பெர்க்லி	berkeley
மொழிபெயர்க்க	übersetzung
மொழிபெயர்க்க	übersetzt
மொழிபெயர்க்க	übersetzen
மொழிபெயர்க்க	übersetzten
அதிசயம்	wunder
அதிசயம்	wunder
அதிசயம்	wundern
அதிசயம்	wonder
எபிசோட்	folge
எபிசோட்	episode
எபிசோட்	episoden
கியோட்டோ	kyoto
கியோட்டோ	kyōto
ஊக்கிகள்	vorspeise
ஊக்கிகள்	starter
கச்சேரிகள்	konzert
கச்சேரிகள்	konzerte
கச்சேரிகள்	konzerten
எடி	eddie
எடி	eddy
எடி	ede
இஸ்லாமியர்கள்	muslimen
இஸ்லாமியர்கள்	muslime
இஸ்லாமியர்கள்	moslems
ஆப்கான்	afghanischen
ஆப்கான்	afghanische
கரன்	karan
அப்துல்லாஹ்	abdullah
அல்பேனியா	albanien
பிலாத்து	pilatus
மறுவாழ்வு	entzug
மறுவாழ்வு	rehabilitation
மறுவாழ்வு	reha
மகிமை	herrlichkeit
மகிமை	ehre
மகிமை	ruhm
மகிமை	glory
பாத்	badezimmer
பாத்	bad
பாத்	badewanne
பாத்	bäder
போதகர்	prediger
கோபா	copa
நரகம்	teufel
நரகம்	hölle
நரகம்	hell
சிரிப்பு	heiterkeit
சிரிப்பு	gelächter
சிரிப்பு	lachen
சிரிப்பு	lach
சிரிப்பு	lachen
சிரிப்பு	lache
சிரிப்பு	lacht
டைட்டானிக்	titanic
யோ	yoo
கேஸ்	case
கேஸ்	rechtssache
கேஸ்	fall
கேஸ்	gas
கேஸ்	erdgas
லெவி	levy
லெவி	abgabe
லெவி	umlage
லெவி	abgaben
ஜும்மா	juma
என்றென்றும்	ewig
என்றென்றும்	forever
கேல்	gale
கேல்	kel
படுகை	waschbecken
படுகை	schüssel
படுகை	einzugsgebiet
படுகை	becken
மானியம்	stiftung
பூஜைகள்	puja
தீன்	deen
வாழைப்பழம்	banane
வாழைப்பழம்	bananen
கிடைக்காது	unerreichbar
பவுண்டுகள்	pfund
பவுண்டுகள்	kilo
நிச்சயமற்ற	unsicherheiten
நிச்சயமற்ற	unsicherheit
நிச்சயமற்ற	verunsicherung
நிச்சயமற்ற	ungewissheit
மாறு	umschalten
மாறு	switch
மாறு	schalter
மாறு	wechseln
சேர்க்கவும்	hinzufügen
சேர்க்கவும்	addieren
சேர்க்கவும்	fügen
சேர்க்கவும்	füge
சேர்க்கவும்	einschließen
சேர்க்கவும்	enthalten
சேர்க்கவும்	beinhalten
சேர்க்கவும்	umfassen
வடம்	kabel
வடம்	kabelfernsehen
வடம்	cable
வடம்	seilbahn
சாரணர்	späher
சாரணர்	scout
சாரணர்	pfadfinder
கொழுப்புகள்	fetten
கொழுப்புகள்	fett
கொழுப்புகள்	fette
வெள்ளப்பெருக்கு	überschwemmung
வெள்ளப்பெருக்கு	fluten
வெள்ளப்பெருக்கு	hochwasser
வெள்ளப்பெருக்கு	überschwemmungen
அழகை	schönheit
அழகை	beauty
குள்ள	schakal
குள்ள	zwerg
குள்ள	zwerge
குவியம்	schwerpunkt
குவியம்	focus
குவியம்	schwerpunkte
குவியம்	fokussierung
குவியம்	fokus
குவியம்	konzentrieren
லெப்டினன்ட்	lieutenant
லெப்டினன்ட்	lt
லெப்டினன்ட்	oberleutnant
லெப்டினன்ட்	leutnant
பாதுகாக்கிறது	beschützt
பாதுகாக்கிறது	schützt
நாயக்	nayak
இரிடியம்	iridium
அங்கோலா	angola
அபூபக்கர்	abubakar
நார்மன்	norman
எதற்காக	weswegen
எதற்காக	wieso
எதற்காக	weshalb
எதற்காக	warum
எதற்காக	wozu
பீனிக்ஸ்	phönix
பீனிக்ஸ்	phoenix
லேன்	spur
லேன்	lane
லேன்	fahrbahn
குமட்டல்	übelkeit
நிமிர்ந்து	erzwungene
நிமிர்ந்து	zwang
நிமிர்ந்து	gezwungen
நிமிர்ந்து	erzwungen
விக்கிகள்	wikis
சினி	cine
மாண்டரின்	mandarin
திராவிடம்	dravidischen
ஆரியன்	arischen
பராகுவே	paraguay
கடுகு	senf
குத்திக்	durchdringen
குத்திக்	piercing
கவுர்	kaur
விசாரிக்க	ermitteln
விசாரிக்க	untersuchen
