din	no
stockholm	stokholma
tenis	tenisa
criza	krīze
criza	krīzes
criza	krīze
criza	krīzes
criza	krampji
criza	lēkme
directie	virziens
directie	stūre
directie	virziens
regi	karaļi
spatii	atstarpes
spatii	telpas
spatii	atstarpes
spatii	telpas
specializat	specializētās
specializat	specializēta
specializat	specializētā
specializat	specializētie
specializat	specializētas
specializat	specializēta
specializat	specializēti
antichitate	senlietu
raspunde	atbildēt
raspunde	atbildi
raspunde	atbilde
raspunde	atbildēt
raspunde	atbildi
raspunde	atbilde
raspunde	replikas
raspunde	atbildēt
raspunde	atbildi
raspunde	atbilde
buda	buda
nero	nero
posesia	valdījumā
faptele	fakti
faptele	faktus
deplasare	pārvietošanas
deplasare	pārvietojums
aprobat	apstiprināts
aprobat	apstiprināta
aprobat	apstiprinātas
aprobat	apstiprināti
aprobat	apstiprinātais
imprumutat	aizņemtās
imprumutat	aizņemti
imprumutat	aizņemtās
imprumutat	aizņemti
evreiesc	ebreju
transformarea	transformācija
transformarea	pārveidošanās
transformarea	pārveidošana
transformarea	transformācijas
transformarea	pārveide
cinema	kino
nazista	nacistu
atitudine	attieksme
linux	linux
autoritate	iestāde
congres	kongresa
congres	kongress
citat	citāts
otel	steel
otel	tērauds
otel	tērauda
otel	steel
otel	tērauds
otel	tērauda
baze	bāzes
caldura	karstums
caldura	siltuma
caldura	siltums
caldura	siltums
caldura	karstums
caldura	siltuma
caldura	siltums
caldura	siltums
caldura	karstums
caldura	siltuma
caldura	siltums
caldura	siltums
apus	saulrieta
apus	saulriets
diplomat	diplomāts
decret	dekrētu
decret	dekrēts
campo	campo
eliminarea	likvidēšana
eliminarea	iznīcināšana
eliminarea	eliminācija
eliminarea	izvadīšana
eliminarea	likvidēšana
baiat	zēns
baiat	puika
baiat	zēns
baiat	puika
selectie	atlases
selectie	izvēle
selectie	atlase
selectie	izlase
studioul	studijā
studioul	studija
studioul	studio
studioul	studijas
criticii	kritiķi
folclor	folklora
verona	verona
intrebarea	jautājums
intrebarea	jautājumu
operatii	darbības
operatii	operācijas
operatii	ekspluatācija
sarah	sāra
baroc	baroka
xxi	xxi
newton	ņūtons
locuinte	mājoklis
locuinte	mājokļi
locuinte	mājokļi
locuinte	mājokļus
locuinte	mājoklis
locuinte	mājokļi
locuinte	mājokļi
locuinte	mājokļus
observatii	piezīmes
observatii	komentāri
observatii	apsvērumi
observatii	atsauksmes
observatii	piezīmes
observatii	novērojumi
observatii	novērojumus
observatii	apsvērumi
observatii	piezīmes
köln	ķelnē
köln	ķelni
köln	ķelnes
fair	godīgi
fair	taisnīgs
fair	taisnīgi
fair	taisnīga
fair	godīgu
fair	godīgs
adaptare	pielāgošanās
adaptare	pielāgošana
turcii	turkiem
incendiu	ugunsgrēks
incendiu	uguns
incendiu	uguni
filosofia	filozofijas
filosofia	filozofija
sultanul	sultāns
canale	kanāli
occident	rietumu
occident	rietumos
occident	rietumi
occident	west
ecran	ekrāns
astronom	astronoms
filmat	filmēja
deschidere	atvērtība
deschidere	atklātība
deschidere	atvēršanās
deschidere	atvēršana
deschidere	atvēršanas
dovedeste	pierāda
dovedeste	jāpierāda
dovedeste	pierādīt
clasificata	klasificēti
clasificata	klasificētas
clasificata	klasificēta
clasificata	klasificēts
voluntari	brīvprātīgie
evolutie	attīstība
evolutie	attīstību
culorile	krāsas
beton	konkrētais
beton	konkrētus
beton	betona
beton	konkrēts
beton	konkrēta
declaratia	paziņojums
declaratia	deklarāciju
declaratia	deklarācija
friuli	friuli
expresie	izteiksme
expresie	izpausme
angela	angela
emilia	emīlija
emilia	emilia
manastiri	klosteri
scoate	izmest
scoate	aizvākt
scoate	izņemt
scoate	noņemt
pronuntat	izteiktas
pronuntat	izteiktas
spirituala	garīgais
spirituala	garīgā
spirituala	garīgais
spirituala	garīgā
sudic	dienvidu
caracteristicile	īpašības
caracteristicile	raksturojums
caracteristicile	raksturlielumi
walker	vokers
salerno	salerno
auzit	sadzirdēt
auzit	dzirdēts
auzit	dzirdēju
prince	princis
jeff	džefs
strat	slānis
interesat	ieinteresēts
interesat	interesē
interesat	interesenti
interesat	ieinteresēti
interesat	ieinteresēta
interpreteaza	interpretē
interpreteaza	interpretēt
plastic	plastmasa
plastic	plastmasas
plastic	plastmasa
plastic	plastmasas
malik	malik
arnold	arnolds
procesele	procesus
procesele	procesi
probe	paraugi
probe	paraugus
probe	pierādījumi
probe	pierādījums
rou}}	rou}}
limitat	ierobežots
limitat	limited
limitat	ierobežota
limitat	ierobežoti
operatiuni	darbības
operatiuni	operācijas
operatiuni	ekspluatācija
operatiuni	darījumi
operatiuni	darbības
operatiuni	operācijas
operatiuni	ekspluatācija
johnny	džonijs
traseul	maršruts
mile	jūdžu
mile	jūdzes
sotii	vīri
sotii	laulātajiem
sotii	laulātie
sotii	vīri
sotii	sievas
kent	kents
continuarea	turpinājums
continuarea	turpināšana
israelian	izraēlas
introduse	ieviesa
introduse	ieviests
introduse	ieviestie
santiago	santjago
kelly	kelly
bei	bei
voievodatul	vojevodiste
nelson	nelsons
pozitiile	pozīcijas
pozitiile	nostājas
aviv	aviv
gazda	uzņēmēja
gazda	dators
gazda	uzņēmēja
gazda	dators
gazda	saimniece
timpurile	laiki
grupe	grupām
grupe	grupas
biologie	bioloģija
sarba	serbu
sarba	serbijas
atmosfera	gaisotne
atmosfera	atmosfēra
atmosfera	atmosfērā
atmosfera	atmosfēras
atmosfera	gaisotne
atmosfera	atmosfēra
atmosfera	atmosfērā
atmosfera	atmosfēras
reflecta	atspoguļot
reflecta	atspoguļo
reflecta	ataino
reflecta	atspoguļo
reflecta	atspoguļot
reflecta	atspoguļo
institut	institūts
institut	institūtā
fructe	augļi
fructe	auglis
fructe	augļus
fructe	augļi
italieni	itāļi
rezolvat	atrisināta
rezolvat	atrisināts
rezolvat	atrisināti
rezolvat	atrisinātas
rezolvat	atrisināt
rezolvat	atrisināta
rezolvat	atrisināts
rezolvat	atrisinātas
adunare	montāža
adunare	asamblejas
adunare	asambleja
piele	ādas
piele	āda
piele	ādas
piele	ādu
piele	āda
conferinte	konferencēm
conferinte	konferencēs
conferinte	konferenču
conferinte	konferences
conferinte	konferencēm
conferinte	konferencēs
conferinte	konferenču
conferinte	konferences
temperaturi	temperatūras
temperaturi	temperatūra
rachete	raķetes
rachete	raķetes
distruge	iznīcināt
transnistria	piedņestras
definitie	definēšana
definitie	definīcija
dos	dos
colegii	kolēģu
colegii	kolēģiem
colegii	kolēģi
lat	lat
chimic	ķīmiskais
chimic	ķīmiskā
chimic	ķīmiski
inaintat	pārsūtīta
particule	daļiņas
particule	daļiņas
particule	daļiņa
titlurile	virsraksti
dif	diff
dif	atšķirības
spunand	sakot
spunand	saka
spunand	teiciens
criticat	kritizēja
igor	igors
prost	stulba
prost	stulbs
prost	stulbi
identitatea	personība
identitatea	identitāti
identitatea	identitāte
identitatea	identitātes
rauri	upēm
rauri	upēs
rauri	upes
müller	müller
inconjurat	ieskauj
inconjurat	ieskauj
kong	kong
sexuala	seksuālās
sexuala	seksuālā
sexuala	seksuāla
sexuala	seksuālās
sexuala	seksuālā
sexuala	seksuāla
dificil	grūti
dificil	grūta
dificil	sarežģīta
dificil	apgrūtināta
dificil	sarežģīti
contesa	grāfiene
contesa	grāfiene
revolutie	revolūcija
revolutie	revolūcija
leo	leo
pastrate	turēta
pastrate	turēti
pastrate	saglabātas
pastrate	saglabāts
marcus	markuss
marcus	markus
dureaza	ilgst
dureaza	ilgst
dimensiune	dimensija
dimensiune	izmers
dimensiune	lielums
dimensiune	izmērs
vanzari	noiets
vanzari	pārdošana
vanzari	izpārdošana
vanzari	pārdošana
vanzari	noiets
vanzari	pārdošana
sfatul	konsultācijas
sfatul	padoms
sfatul	ieteikumi
necesitatea	vajadzība
necesitatea	nepieciešamība
forum	forums
forum	forumā
forum	forum
combustibil	kurināmais
combustibil	degviela
combustibil	degvielas
sin	grēks
copyright	autortiesības
copyright	autortiesību
arabia	arābija
rugby	regbija
padurile	meži
firme	firmas
firme	firmām
jonathan	jonathan
distins	atšķirt
patriarhul	patriarhu
unelte	rīki
unelte	instrumenti
unelte	darbarīki
ucide	nogalināt
ucide	nokaut
ucide	novākt
ucide	nogalina
distributia	sadalījums
distributia	sadale
distributia	izplatība
distributia	izplatīšanās
distributia	sadales
distributia	izplatīšana
distributia	sadalījums
distributia	sadale
distributia	izplatība
distributia	izplatīšanās
distributia	sadales
distributia	izplatīšana
csm	csm
propunere	priekšlikums
nucleara	kodolenerģijas
nucleara	kodolenerģija
nucleara	kodolenerģijas
nucleara	kodolenerģija
conservator	konservatorijas
conservator	konservatīvā
conservator	konservatīvo
numerele	numuri
numerele	skaitļi
dispozitiv	ierīce
zei	dievi
terra	terra
adoptata	pieņemts
adoptata	pieņemta
adoptata	pieņemtais
incercand	mēģina
incercand	cenšamies
incercand	cenšos
incercand	centies
incercand	cenšas
atitudinea	attieksme
semnarea	parakstīšana
semnarea	parakstīšanas
monografia	monogrāfija
portalul	portāla
portalul	portālā
portalul	portāls
dimensiunile	dimensijas
dimensiunile	izmēri
dimensiunile	gabarīti
limitele	robežas
limitele	limiti
limitele	robežas
limitele	ierobežojumi
insemnat	nozīmēja
cade	nokrīt
cade	krīt
cade	iekrīt
soarta	liktenim
soarta	likteņa
soarta	liktenis
soarta	likteni
soarta	liktenim
soarta	likteņa
soarta	liktenis
soarta	likteni
moore	moore
moore	mūra
dulce	saldais
dulce	salds
dulce	saldā
istván	istván
conventia	konvents
conventia	konvencija
conventia	konventa
conventia	konvenciju
chinez	ķīnas
chinez	ķīnieši
chinez	ķīnietis
chinez	ķīniešu
viziunea	redzējums
viziunea	vīzija
viziunea	redze
familiile	ģimeņu
familiile	ģimenes
familiile	ģimenēm
comunismului	komunisms
bayern	bayern
unu	viens
unu	viena
unu	vienu
trofeul	balva
marshall	māršala
dimensiunea	dimensija
dimensiunea	izmers
dimensiunea	lielums
dimensiunea	izmērs
luata	ņemta
luata	ņemts
luata	veikti
difera	atšķirties
difera	atšķiras
mini	mini
combinatie	kombinācija
combinatie	apvienojums
combinatie	kombinācija
combinatie	apvienojums
atestat	apliecinājums
irlandei	īrija
irlandei	īrijā
angel	eņģelis
alternativa	alternatīvi
alternativa	alternatīvais
alternativa	alternatīva
alternativa	alternatīvs
alternativa	alternatīvi
alternativa	alternatīvais
alternativa	alternatīva
alternativa	alternatīvs
coburg	coburg
mixt	jaukti
mixt	jauktie
mixt	jaukts
mixt	sajaukts
mixt	jaukta
harris	harris
marcheaza	atzīmēt
marcheaza	zīme
marcheaza	marks
coada	rinda
coada	rindā
coada	aste
coada	astes
coada	rinda
coada	rindā
coada	aste
coada	astes
regionala	reģionālie
regionala	reģionāla
regionala	reģionāli
regionala	reģionālā
regionala	reģionālās
regionala	reģionālais
janeiro	janeiro
indoiala	šaubu
indoiala	šaubos
indoiala	šaubu
indoiala	šaubos
indoiala	šaubu
indoiala	šaubos
ross	ros
ross	rosa
ross	ross
inregistrata	reģistrētie
inregistrata	reģistrēta
inregistrata	reģistrētas
inregistrata	reģistrētā
inregistrata	reģistrēti
inregistrata	reģistrēts
inregistrata	ierakstīti
inregistrata	reģistrētais
clasele	nodarbības
clasele	klases
corporation	korporācija
corporation	corporation
reprezentare	pārstāvību
reprezentare	pārstāvniecība
reprezentare	pārstāvība
reprezentare	atveidojums
serios	nopietna
serios	nopietni
serios	nopietns
serios	nopietnas
serios	nopietni
dramatic	dramatiski
dramatic	dramatiska
dramatic	krasa
dramatic	dramatiski
dramatic	krasi
leonardo	leonardo
alla	alla
corespunzator	piemērota
corespunzator	piemērotas
corespunzator	atbilstoša
corespunzator	piemēroti
corespunzator	piemērots
corespunzator	atbilstošās
mali	mali
contributie	iemaksu
contributie	ieguldījums
contributie	devums
contributie	iemaksu
contributie	ieguldījums
contributie	devums
contributiile	iemaksas
vina	vainu
vina	vainīga
vina	vainot
vina	vainu
girls	meitenes
girls	meitenēm
hesse	hesenes
veronica	veronika
fernando	fernando
amos	amos
jordan	jordānija
african	āfrikas
cunostinte	zināšanas
cunostinte	paziņas
cunostinte	zināšanas
cuba	kubu
cuba	kubā
cuba	kuba
hai	hai
lászló	lászló
plata	maksājumi
plata	samaksa
plata	maksājums
plata	maksājumi
plata	samaksa
plata	maksājums
masivul	masīva
kennedy	kenedijs
robin	robins
turnuri	torņi
sabie	zobens
sabie	zobenu
banda	lentes
banda	lentas
banda	lente
banda	banda
banda	bandas
banda	lentes
banda	lentas
banda	lente
nick	niks
nick	nik
desert	deserts
desert	tuksnesis
desert	tuksnesis
afectat	ietekmēts
afectat	skartas
afectat	ietekmēta
afectat	ietekmēti
afectat	skarti
prime	piemaksas
prime	prēmijas
jucatorii	spēlētāji
jucatorii	atskaņotāji
efectiv	efektīvi
actioneaza	akts
actioneaza	act
actioneaza	rīkoties
harvard	hārvardas
dialectul	dialekts
morgan	morgan
roci	klintis
roci	akmeņi
ibrahim	ibrahim
albi	balti
albi	balta
albi	balts
albi	baltais
albi	baltā
charlie	charlie
charlie	čārlijs
chemat	uzaicināta
filozof	filozofs
eugenia	eigēnikas
defineste	definē
defineste	definēt
defineste	definē
defineste	definē
defineste	definēt
dublat	divkāršojies
belarus	baltkrievija
belarus	baltkrievu
belarus	baltkrievijas
politicile	politika
politicile	politikas
uniune	savienības
uniune	savienība
intens	intensīvā
intens	intensīvas
intens	intensīvs
intens	intensīvi
intens	intensīva
salonul	salons
incercari	izmēģinājumi
incercari	testi
incercari	pārbaudes
incercari	testus
aplicata	piemēro
aplicata	piemērotās
caramida	ķieģeļu
caramida	ķieģeļu
sexual	seksuālās
sexual	seksuālā
sexual	seksuāla
sexual	seksuāli
fred	fred
fred	freds
april	aprīlis
april	aprīlī
april	aprīļa
astra	astra
diplomatice	diplomātisko
diplomatice	diplomātiskās
diplomatice	diplomātiskā
axa	ass
axa	virziens
axa	asi
axa	ass
axa	ass
axa	virziens
axa	asi
decizii	lēmumi
decizii	lēmumus
definita	definēta
definita	definētas
definita	definē
definita	definēti
definita	definēts
chimist	ķīmiķis
eliade	eliade
sky	debesis
sky	sky
pret	cenas
pret	cena
pret	cenu
pret	cenas
pret	cena
pret	cenu
lisabona	lisabona
lisabona	lisabonas
lisabona	lisabonā
islam	islāma
hrana	pārtika
hrana	ēdiens
redenumit	pārdēvēta
voci	balsis
securitatea	drošība
securitatea	drošības
shortsummary	shortsummary
solare	saules
produsul	produkta
produsul	izstrādājums
produsul	produkts
produsul	ražojums
aparate	ierīces
aparate	aparāti
aparate	aparatūra
aparate	aparāts
eliminat	izņemti
eliminat	izņemts
eliminat	noņemts
initiale	sākotnējā
initiale	sākotnējais
initiale	iniciāļi
hertegovina	hercegovina
hertegovina	hercegovinā
hertegovina	hercegovina
hertegovina	hercegovinā
oferite	piedāvātie
oferite	piedāvātas
oferite	piedāvātais
oferite	piedāvāts
cuplul	pāris
cuplul	pāra
statistici	statistika
statistici	statistika
statistici	atziņas
derivat	atvasinājumu
derivat	atvasinājums
derivat	atvasināta
derivat	atvasināti
derivat	atvasināts
traduse	tulkots
arabi	arābi
andy	endijs
saturn	saturnu
citate	citāti
bulgar	bulgāru
stanley	stenlija
resursele	resursi
resursele	resursus
resursele	līdzekļi
ile	ile
britanicii	britiem
sugerat	ieteikts
sugerat	ierosināja
sugerat	ieteica
sugerat	ierosināts
solutia	atrisinājums
solutia	šķīdums
solutia	risinājums
andreas	andreas
nil	nil
nil	nīlas
extreme	galējībām
extreme	ārkārtīgi
bunuri	preces
comportament	uzvedība
comportament	izturēšanās
comportament	uzvedību
comportament	uzvedība
comportament	izturēšanās
comportament	uzvedību
stade	stade
acumulare	uzkrāšanas
acumulare	uzkrāšanās
acumulare	uzkrāšana
laborator	laboratoriju
laborator	laboratorijā
laborator	laboratoriski
laborator	laboratorija
laborator	laboratorijā
laborator	laboratorija
laborator	lab
moldovan	moldovas
htm	htm
egale	vienlīdzīga
egale	vienlīdzīgi
egale	līdzvērtīgs
egale	vienāda
egale	vienāds
termenii	apzīmējumi
termenii	termini
precis	precīzi
precis	precīzs
russell	rasels
planta	rūpnīca
planta	iekārta
planta	augs
planta	augu
planta	rūpnīca
planta	iekārta
planta	augs
planta	augu
operator	uzņēmējs
operator	operators
clara	klāra
clara	klāra
vremuri	laiki
motorul	dzinējs
motorul	motors
motorul	motora
vorbit	runājis
vorbit	runāja
vorbit	runāts
vorbit	runāja
consum	patēriņš
perspectiva	perspektīva
perspectiva	perspektīvas
perspectiva	perspektīva
perspectiva	perspektīvas
kurt	kurts
perechi	pāru
perechi	pāri
purtand	mugurā
obligatoriu	nepieciešami
obligatoriu	nepieciešama
obligatoriu	prasīts
obligatoriu	pieprasīts
obligatoriu	nepieciešams
obligatoriu	obligāta
obligatoriu	obligāts
obligatoriu	obligātas
obligatoriu	obligāti
obligatoriu	obligāta
obligatoriu	obligāts
obligatoriu	obligāti
infrangere	sakāvi
amintiri	atmiņas
hidrogen	ūdeņraža
hidrogen	ūdeņradis
bell	zvans
depasit	pārsniegta
depasit	pārsniegti
depasit	pārsniegts
depasit	pārsniedzis
donald	donalds
ferestre	windows
ferestre	logus
ferestre	logi
campaniei	kampaņa
campaniei	kampaņā
masive	masveida
masive	milzīga
interpretata	interpretēti
tim	tims
made	izgatavots
made	made
uitat	aizmirsu
uitat	aizmirsa
uitat	aizmirsuši
uitat	aizmirsts
uitat	aizmirsti
uitat	aizmirsis
insemna	nozīmēja
motivele	iemesli
motivele	pamatojums
nuclear	kodolenerģijas
nuclear	kodolenerģija
magnus	magnuss
clarke	klārks
iubire	mazulis
iubire	bērns
iubire	mazā
iubire	mīlestība
iubire	mīli
iubire	love
iubire	mīla
iubire	mīlu
economist	ekonomists
feat	varoņdarbu
romanele	romānos
aragon	aragonas
diego	djego
oliver	olivers
klein	kleins
separata	atsevišķu
separata	atsevišķs
separata	atsevišķie
separata	atsevišķa
separata	atsevišķi
inlocuita	nomainīts
inlocuita	aizstāts
mississippi	misisipi
financiara	finansiālā
financiara	finansiālais
financiara	finansiāls
financiara	finanšu
financiara	finansiālā
financiara	finansiālais
financiara	finansiāls
financiara	finanšu
mtv	mtv
profesionale	profesionālā
profesionale	profesionāls
profesionale	profesionāli
profesionale	profesionālais
profesionale	speciālists
profesionale	profesionāla
blues	blues
episcopiei	sāmsalas
pretul	cenas
pretul	cena
pretul	cenu
pretul	cenas
pretul	cena
pretul	cenu
ltd	sia
ltd	ltd
colaborarea	sadarbība
mamifere	zīdītājiem
mamifere	zīdītājus
mamifere	zīdītāji
mamifere	zīdītāju
mamifere	zīdītāji
linnaeus	linnejs
galbena	dzeltens
galbena	dzeltena
galbena	dzeltenas
galbena	dzeltenais
identitate	personība
identitate	identitāti
identitate	identitāte
identitate	identitātes
generatii	paaudzēm
generatii	paaudzes
generatii	paaudzēs
generatii	paaudzēm
generatii	paaudzes
generatii	paaudzēs
expeditie	ekspedīcija
expeditie	sks
expeditie	ekspedīcija
expeditie	sks
adn	dns
acordarea	piešķiršana
frecvente	kopējo
frecvente	bieži
senatului	senāta
senatului	senāts
secreta	secret
secreta	slepeni
secreta	slepens
secreta	noslēpums
secreta	secret
secreta	slepeni
secreta	slepens
secreta	noslēpums
ocupate	aizņemta
ocupate	aizņemts
ocupate	aizņemti
ocupate	aizņem
ocupate	aizņemtas
comandat	pasūtīja
comandat	vēlēja
comandat	vadīta
comandat	sakārtots
comandat	lika
cooperare	sadarbības
cooperare	sadarbība
tunisia	tunisija
trimise	nosūtīta
trimise	nosūtīja
trimise	nosūtīti
trimise	nosūtīts
mountain	kalns
mountain	kalnu
zilnic	dienā
zilnic	dienas
altarul	altāra
altarul	svētnīcu
rezolvarea	risināšanas
rezolvarea	atrisināšana
constitutie	konstitūcija
constitutie	konstitūcijas
constitutie	konstitūcijā
constitutie	konstitūcija
constitutie	konstitūcijas
constitutie	konstitūcijā
gotha	gotha
efort	pūles
efort	piepūle
efort	centieni
efort	pūliņi
efort	piepūles
criteriile	kritēriji
catherine	katrīna
juniori	junioru
juniori	junior
juniori	jaunākais
turcilor	turkiem
churchill	churchill
dand	dodam
dand	sniedzot
uciderea	nonāvēšana
uciderea	nogalināšana
uciderea	nonāvēšanas
uciderea	nogalināšanas
acordata	piešķirts
exploatarea	ekspluatācija
materna	mātes
antoine	antuāns
academy	akadēmijas
academy	akadēmija
academy	akadēmijā
academy	academy
eroi	varoņi
eroi	varoņiem
animalele	dzīvniekus
animalele	dzīvniekiem
animalele	dzīvnieki
match	atbilstība
match	atbilst
match	sakritība
match	mača
match	sakrīt
olandeza	holandiešu
olandeza	nīderlandiešu
institutiile	institūcijas
institutiile	iestādes
echipamente	iekārtas
echipamente	inventārs
echipamente	aprīkojums
echipamente	iekārta
succesorul	sekotājam
succesorul	pārņēmēja
identificarea	identifikācijas
identificarea	identifikācija
identificarea	identificēšana
scufundare	niršanas
vineri	piektdienas
vineri	piektdienā
vineri	piektdiena
mixta	jaukti
mixta	jauktie
mixta	jaukts
mixta	sajaukts
mixta	jaukta
inginerie	inženierijas
picioarele	kājas
picioarele	pēdas
picioarele	kājām
picioarele	kājas
picioarele	kājiņas
wayne	veins
wayne	veina
cross	krustu
cross	krusta
cross	krusts
inregistreaza	reģistrā
inregistreaza	reģistrēties
inregistreaza	reģistrs
inregistreaza	rekords
inregistreaza	ieraksts
suficiente	pietiekama
suficiente	pietiekami
suficiente	pietiekams
suficiente	pietiekamas
colonii	kolonijas
restaurare	atjaunot
restaurare	atjaunošana
restaurare	atjaunošanu
reprezentarea	pārstāvību
reprezentarea	pārstāvniecība
reprezentarea	pārstāvība
reprezentarea	atveidojums
tren	vilciena
tren	vilciens
tren	vilcienu
sous	sous
alimente	pārtika
alimente	ēdiens
alimente	pārtika
acordate	piešķirts
ceara	vaski
ceara	vasks
ceara	vasks
clima	klimats
clima	klimats
dej	dej
ucrainean	ukraiņu
ucrainean	ukrainas
acidul	skābi
acidul	skābe
acidul	skābes
strazi	ielām
strazi	ielās
strazi	ielas
strazi	ielām
strazi	ielās
strazi	ielas
natvar	natvar
portar	vārtsargs
portar	vārtsargu
austriece	austrijas
missouri	misūri
playstation	playstation
nominalizare	izvirzīšanas
nominalizare	nominācijas
nominalizare	izvirzīšana
nominalizare	nomināciju
simboluri	simbolus
simboluri	simboli
antrenorul	treneris
antrenorul	treneri
landes	landes
margaret	margaret
sarbatoare	brīvdiena
sarbatoare	brīvdienu
sarbatoare	mielastu
sarbatoare	svinības
sarbatoare	svētki
obiectele	objekti
obiectele	priekšmeti
rusu	rusu
origini	izcelsmi
origini	izcelsme
erik	ēriks
exploatare	ekspluatācija
hip	hip
hip	gūžas
hip	gurnu
ziduri	sienas
ziduri	sienām
matt	met
suflet	dvēseli
suflet	dvēsele
turingia	tīringenes
retragere	atkāpties
retragere	atsaukšana
retragere	atsaukšanu
retragere	izstāšanās
retragere	anulēšana
eficient	efektīvi
eficient	efektīva
eficient	efektīvs
eficient	efektīvi
eficient	efektīvā
eficient	efektīva
eficient	efektīvas
eficient	efektīvs
programare	plānošana
programare	plānošanas
programare	programmēšanas
programare	iecelšana
programare	tikšanās
programare	iecelšanu
calatori	ceļotājiem
calatori	ceļotāji
folk	tautas
legale	likumīgi
legale	juridiskais
organism	ķermeņa
organism	ķermenis
organism	organisms
deces	nāve
deces	nāves
emigrat	emigrēja
hit	hit
pui	vistas
pui	cālis
pui	vista
dedicate	veltīta
dedicate	veltīts
capete	galvas
sarat	sāļa
putini	maz
putini	maz
spiritual	asprātīgs
spiritual	garīgais
spiritual	garīgā
spiritual	garīgi
primite	saņemts
primite	saņemtas
primite	saņemtās
primite	saņemti
primite	saņēma
neo	neo
imam	imam
automobile	automobiles
automobile	automobiļi
moda	fashion
moda	mode
moda	modes
moda	fashion
moda	mode
moda	modes
viu	dzīvs
viu	dzīva
ramase	atlikušās
ramase	atlikusī
ramase	atlikušais
orientare	norādījumi
orientare	vadlīnijas
orientare	orientācijas
orientare	orientācija
cazurile	lietas
cazurile	gadījumi
cazurile	korpusi
cazurile	gadījumos
arhiepiscopul	arhibīskapu
caine	suns
caine	suņi
caine	suns
caine	suņi
trecutul	pagātni
trecutul	pagātnes
trecutul	pagātne
balcani	balkānos
balcani	balkānu
balcani	balkānu
votul	balsošanas
votul	balso
votul	balsošana
votul	balsojums
categoriile	kategorijās
categoriile	kategorijām
categoriile	kategorijas
maroc	maroka
fiii	dēli
extinde	pagarināt
extinde	paplašināt
extinde	izvērst
extinde	paplašinās
extinde	paplašināt
interese	intereses
interese	procentiem
interese	procentus
interese	procenti
interese	interese
herman	herman
rené	renē
rené	renē
interesant	interesanti
interesant	interesants
interesant	interesantas
interesant	interesanta
interesant	aizraujoši
interesant	aizraujošs
interesant	aizraujošu
interesant	aizraujoša
introdusa	ieviesa
introdusa	ieviests
introdusa	ieviestie
traduce	tulko
traduce	iztulkot
traduce	pārtulkot
traduce	tulkot
considerand	apsver
considerand	apsverot
corpuri	struktūras
corpuri	institūcijas
corpuri	virsbūves
succesor	sekotājam
succesor	pārņēmēja
garda	aizsargs
garda	sargs
figuri	skaitļi
ceramica	keramikas
ceramica	keramika
ceramica	keramikas
ceramica	keramika
ceramica	keramikas
ceramica	keramikas
ceramica	keramika
ceramica	keramikas
ceramica	keramika
ceramica	keramikas
anexarea	aneksija
sound	skaņu
sound	skaņa
sound	skaņas
distribuit	dalīta
distribuit	kopīga
distribuit	koplietošanas
distribuit	kopīgs
distribuit	kopīgas
metropolitana	lielpilsētu
cinstea	godīgumu
cinstea	godīgums
salvat	saglabāta
salvat	saglabāts
salvat	izglāba
anunta	paziņot
anunta	paziņo
anunta	paziņot
biblia	bībele
alina	alīna
alina	alina
auguste	ogists
cupru	vara
cupru	varš
imbunatatirea	uzlabošana
imbunatatirea	uzlabo
continentala	kontinentālā
continentala	kontinentālās
continentala	kontinentālo
suprafete	virsmām
suprafete	virsmas
suprafete	virsmām
suprafete	virsmas
construi	būvēt
construi	veidot
directe	tiešā
directe	tiešs
directe	tiešais
directe	direct
directe	tieša
cimitir	kapi
cimitir	kapsētu
situri	vietnes
bologna	boloņas
republican	republikāņu
interval	diapazons
interval	intervālā
interval	intervāls
picior	pēda
picior	pēdu
picior	kāja
picior	kāja
considerabil	ievērojams
explicit	skaidri
caroline	caroline
modena	modena
drama	drāma
drama	drāma
angelo	andželo
ein	ein
regulat	regulāri
regulat	regulārā
regulat	regulārs
regulat	regulāras
regulat	regulāri
regulat	regulāra
ghost	spoks
ghost	spoku
ghost	rēgs
colorado	kolorado
wright	raita
bolyai	bolyai
werner	verners
hérault	hérault
profit	peļņa
triburi	ciltis
editorial	redakcijas
republici	republikām
republici	republikas
shoemaker	shoemaker
respect	sakarā
respect	cieņā
respect	cieņa
sper	cerību
sper	cerības
sper	ceru
sper	cerība
inchisoarea	cietumā
inchisoarea	cietuma
inchisoarea	cietums
inchisoarea	cietuma
inchisoarea	cietums
summer	vasarai
summer	vasara
summer	vasarā
grafice	diagrammas
grafice	kartes
grafice	grafiki
grafice	grafikas
grafice	grafika
dealurile	pakalni
proteja	aizsargātu
proteja	sargāt
proteja	pasargāt
proteja	aizsargāt
intersecteaza	krustojas
gregorian	gregora
descrise	aprakstīts
descrise	aprakstītas
descrise	aprakstīta
descrise	raksturotas
descrise	aprakstītais
fabrici	rūpnīcas
fabrici	fabrikas
marcu	atzīmēt
marcu	zīme
marcu	marks
robot	robotu
robot	robots
principatul	firstiste
luigi	luidži
platforma	perona
platforma	platforma
platforma	platformai
platforma	perona
platforma	platforma
platforma	platformai
platforma	aizmugure
gary	gērijs
consens	vienprātība
statii	stacijas
statii	stacijas
ambasador	vēstnieks
multimea	pūļa
multimea	pūlis
absoluta	absolūtais
absoluta	absolūtā
absoluta	absolūts
bonaparte	bonaparte
