kolář	kolář
optimální	optymalne
různí	różnych
různí	różne
různí	rozmaite
servery	serwery
servery	serwerów
libanonu	liban
libanonu	libanu
překvapení	zaskoczenie
překvapení	niespodzianka
překvapení	niespodzianek
překvapení	niespodzianki
minimum	minimalna
minimum	minimum
minimum	minimalny
galaxií	galaktyk
galaxií	galaktyki
galaxií	galaktyce
galaxií	galaktyki
galaxií	galaktyka
galaxií	galaxy
prach	kurzu
prach	pył
prach	kurz
prach	proszek
prach	proch
fotografka	fotografa
fotografka	fotograf
fotografka	fotografem
blesk	błyskawica
blesk	błysk
blesk	flash
blesk	błyskawica
blesk	piorun
edgar	edgara
edgar	edgar
koni	konia
koni	horse
koni	konie
koni	koń
koni	koniu
productions	productions
chu	chu
vývojové	rozwojowe
mir	mir
lorenzo	lorenzo
maximum	maksimum
maximum	maksymalnie
maximum	maksymalny
maximum	maksymalna
třináct	trzynastu
třináct	trzynaście
třináct	thirteen
těžší	cięższe
těžší	cięższy
těžší	trudniejsze
těžší	mocniej
melo	melo
ochoten	chętnych
ochoten	chętna
ochoten	chętny
ochoten	chętni
diskografie	dyskografia
tváře	policzki
tváře	twarze
optické	optyczne
optické	optyczny
splňuje	spotyka
splňuje	spełnia
splňuje	spełnia
úpadek	odrzucić
úpadek	spadek
úpadek	upadłości
úpadek	bankructwa
vystaven	wystawione
vystaven	wystawiony
vystaven	narażonych
hollywood	hollywood
houston	houston
jakob	jakob
molekulární	molekularnej
tvrdě	twardy
tvrdě	hard
tvrdě	ciężko
tvrdě	twarde
tvrdě	twarda
jámy	doły
jámy	pit
gott	gott
vlasů	włosy
vlasů	sierść
vlasů	włosów
izolace	izolacji
izolace	izolacja
izolace	izolacji
izolace	izolacja
kyslík	tlenu
kyslík	tlen
riga	rydze
money	pieniądze
money	pieniądz
money	kasy
money	kasa
money	money
colin	colina
colin	colin
skotské	szkocką
skotské	szkocka
skotské	szkocka
skotské	szkocki
sochu	figura
sochu	pomnik
sochu	posąg
modifikace	modyfikacja
modifikace	modyfikacje
modifikace	modyfikacji
modifikace	modyfikacji
modifikace	modyfikacje
indonésie	indonezja
synagogy	synagoga
synagogy	synagogi
umožnit	umożliwić
umožnit	włącz
umožnit	umożliwić
kriminální	kryminalne
kriminální	karnego
kriminální	przestępcy
kriminální	przestępca
kriminální	kryminalista
předávání	transmisji
předávání	przesyłanie
předávání	transmisja
předávání	przekazanie
předávání	przekazywanie
slovinské	słoweński
slovinské	słoweńskiej
loďstvo	flota
loďstvo	floty
koupit	kupić
koupit	kup
standardy	standardy
standardy	normy
standardy	norm
nečekaně	niespodziewanie
nečekaně	nieoczekiwanie
had	węże
had	węża
had	wąż
had	węża
had	wąż
štíty	tarcze
štíty	osłony
využívané	wykorzystane
využívané	wykorzystany
využívané	wykorzystywane
využívané	wykorzystana
využívané	wykorzystane
využívané	użytkowane
domnívá	uważa
eseje	wypracowania
eseje	eseje
eseje	esej
nemožné	niemożliwa
nemožné	niemożliwe
domény	domeny
domény	dziedziny
domény	domena
domény	dziedzina
domény	domeny
infrastruktury	infrastruktury
infrastruktury	infrastrukturę
infrastruktury	infrastruktura
infrastruktury	infrastruktury
infrastruktury	infrastruktura
zřetelně	wyraźnie
zřetelně	najwyraźniej
šedá	siwy
šedá	gray
šedá	szary
šedá	szara
šedá	szare
šedá	siwy
šedá	szary
šedá	szara
šedá	szare
šedá	grey
glasgow	glasgow
muslimové	muzułmanie
muslimové	muzułmanów
učitelka	nauczycielka
učitelka	nauczycielu
učitelka	nauczyciel
učitelka	nauczycielka
vzdálená	daleki
vzdálená	odległy
vzdálená	dalekie
vzdálená	odległe
vzdálená	zdalne
vzdálená	zdalnego
vzdálená	odległy
vzdálená	pilot
argo	argo
pont	pont
prototypy	prototypy
pochopit	zrozumieć
pochopit	zrozum
bonus	bonus
bonus	premia
bonus	premie
ryba	ryby
ryba	ryba
ryba	ryb
ryba	rybka
ryba	rybki
rádio	radia
rádio	radio
rádio	radiowy
samantha	samantha
jeskyni	jaskinia
jeskyni	jaskini
tenor	tenor
