černych	τσερνίχ
viditeľný	ορατό
viditeľný	ορατά
viditeľný	ορατή
viditeľný	ορατός
viditeľný	ορατές
pavlovič	πάβλοβιτς
videa	video
videa	βιντεο
videa	βίντεο
kresby	σκίτσα
kresby	σχέδια
kresby	ζωγραφιές
kresby	σκίτσα
rozhodnúť	επιλέγουν
rozhodnúť	αποφασίστε
rozhodnúť	αποφασίσει
rozhodnúť	αποφάσισε
podaní	διοίκηση
podaní	χορήγηση
nápisom	επιγραφή
kube	κούβα
bolesť	άλγος
bolesť	πόνο
bolesť	πόνος
deriváty	παράγωγα
konkrétny	τσιμέντο
konkrétny	σκυροδέματος
konkrétny	σκυρόδεμα
originálny	αυθεντικό
originálny	αρχική
originálny	πρωτότυπο
originálny	αρχικό
originálny	αρχικός
komik	κωμικός
komik	κωμικό
walker	walker
walker	γουόλκερ
walker	γουόκερ
štvrtého	τέταρτος
štvrtého	τέταρτο
štvrtého	τέταρτη
natrvalo	μόνιμες
natrvalo	μόνιμο
natrvalo	μόνιμος
natrvalo	μόνιμη
natrvalo	μόνιμα
natrvalo	μόνιμα
súostrovie	αρχιπέλαγος
alexandre	αλεξάντρ
lúč	ακτίνα
lúč	δοκάρι
lúč	ρέι
lúč	ρει
lúč	ray
orientované	προσανατολισμένη
prežili	επιζήσαντες
prežili	επιζώντες
prežili	επέζησαν
prežili	επιβίωσε
prežili	επέζησε
vyšetrovanie	έρευνα
vyšetrovanie	διερεύνηση
vyšetrovanie	έρευνες
vyšetrovanie	έρευνες
šachu	σκάκι
venera	βενέρα
austin	ώστιν
austin	όστιν
vinyl	βινυλίου
ideálne	ιδανικός
ideálne	ιδανικά
ideálne	ιδανική
ideálne	ιδανικό
ideálne	ιδανικά
abc	abc
občan	πολίτη
občan	πολίτης
cia	cia
cia	σια
cia	cia
cia	σια
disky	δίσκους
disky	δίσκοι
disky	δίσκους
disky	δίσκοι
disky	οδηγεί
disky	ζάντες
vzácny	πολύτιμος
vzácny	πολύτιμο
vzácny	πολύτιμη
vzácny	πολύτιμοι
vzácny	πολύτιμα
vzácny	σπάνιος
vzácny	σπάνιο
vzácny	σπάνια
vzácny	σπάνιες
strauss	στράους
krivka	καμπύλη
sláva	φήμη
sláva	δόξα
sláva	δοξα
sláva	δόξα
niektorý	μερικές
niektorý	κάποια
niektorý	κάποιοι
niektorý	μερικοί
niektorý	μερικά
splniť	πληρούν
splniť	εκπληρώσει
splniť	εκπλήρωσε
šéf	αφεντικό
šéf	boss
vasilij	βασίλι
vasilij	βασίλι
nádor	όγκος
nádor	όγκος
hliníka	αργίλιο
hliníka	αλουμίνιο
hliníka	αλουμινίου
hliníka	αργιλίου
prápor	τάγμα
natočil	γυρίστηκε
anjou	ανζού
wrestling	πάλη
ono	ono
zhrnutie	περίληψη
zhrnutie	σύνοψη
cestný	οδός
cestný	δρόμος
cestný	δρόμο
cestný	road
vetu	ποινή
analýzu	ανάλυση
trhy	αγορές
dávid	ντέιβιντ
dávid	david
dávid	νταβίντ
dávid	δαβίδ
geograf	γεωγράφος
lasica	νυφίτσα
irak	ιράκ
jasná	φωτεινά
jasná	φωτεινή
jasná	φωτεινό
jasná	φωτεινός
znížiť	μειώσει
znížiť	μείωση
znížiť	ελάττωση
vyhnúť	αποφεύγεται
vyhnúť	αποφευχθεί
inšpiroval	εμπνευσμένη
inšpiroval	εμπνευσμένο
inšpiroval	ενέπνευσε
ltd	ltd
pologuli	ημισφαίριο
pilota	πιλότος
spomínajú	αναφέρει
slnečný	σάνι
slnečný	ηλιόλουστο
slnečný	ηλιόλουστη
slnečný	λιακάδα
okna	παράθυρο
najrýchlejšie	γρηγορότερο
budapest	βουδαπέστη
pristátia	απόβαση
pristátia	προσγειώσεις
pristátia	εκφόρτωση
pristátia	προσγείωση
raj	raj
raj	ραζ
raj	ρατζ
raj	παράδεισος
raj	paradise
raj	παράδεισο
budovanie	κτίριο
budovanie	κτήριο
lucie	lucie
otvára	ανοίγει
otvára	ανοίγω
otvára	εγκαίνια
otvára	άνοιγμα
územné	εδαφική
bývanie	στέγαση
bývanie	στέγασης
bývanie	ακίνητα
odlišujú	διακρίνει
nepretržite	συνεχόμενα
nepretržite	συνεχώς
nepretržite	συνεχώς
hustoty	πυκνότητα
zobrazí	παραστάσεις
zobrazí	δείχνει
zobrazí	εμφανίζει
zobrazí	επιδείξεις
viditeľná	ορατό
viditeľná	ορατά
viditeľná	ορατή
viditeľná	ορατός
viditeľná	ορατές
trend	τάση
trend	τάσεις
júlia	julie
júlia	τζούλι
júlia	γιούλια
júlia	τζούλια
júlia	χούλια
júlia	julia
júlia	ιουλιέτα
júlia	τζούλιετ
kuchyňa	κουζίνα
kuchyňa	κουζίνα
carolina	καρολίνα
pravdepodobnosti	πιθανότητες
pravdepodobnosti	πιθανότητας
pravdepodobnosti	πιθανότητα
obsadiť	κατάληψη
obsadiť	καταλαμβάνουν
reagovať	αντιδράσει
reagovať	αντιδρούν
reagovať	απαντήστε
srb	σέρβος
srb	σέρβο
srb	σερβικό
srb	σερβική
srb	σερβικά
srb	σέρβος
vyhrať	κερδίσει
vyhrať	νίκη
vyhrať	κέρδισε
plošiny	εξέδρες
plošiny	πλατφόρμες
feb	φεβ
referendum	δημοψήφισμα
spánku	ύπνος
spánku	ύπνο
spánku	κοιμήσου
fyzická	σωματική
fyzická	φυσική
fyzická	σωματικό
piata	πέμπτη
piata	πέμπτος
piata	πέμπτο
rex	rex
rex	ρεξ
fame	φήμη
fame	δόξα
cestovný	travel
cestovný	ταξίδια
cestovný	ταξίδι
ťahom	εφελκυσμού
tempo	ρυθμός
tempo	ρυθμό
tempo	ρυθμός
tempo	ρυθμό
stĺpy	πυλώνες
stĺpy	κολώνες
stĺpy	κατάρτια
stĺpy	πολωνοί
stĺpy	πόλους
stĺpy	πολωνούς
stĺpy	στήλες
stĺpy	κολώνες
hostí	προσκεκλημένοι
hostí	καλεσμένους
hostí	καλεσμένοι
hostí	φιλοξενούμενοι
hostí	επισκέπτες
liečba	θεραπεία
liečba	θεραπεία
slávik	αηδόνι
premenných	μεταβλητές
sms	sms
komerčný	εμπορική
králik	λαγός
králik	κουνέλι
záber	βολή
záber	πυροβόλησε
záber	σουτ
záber	πυροβολήθηκε
záber	πυροβολισμός
indická	ινδιάνος
indická	ινδικό
indická	ινδός
indická	ινδική
presvedčenie	πειθώ
presvedčenie	καταδίκες
presvedčenie	πεποιθήσεις
presvedčenie	πεποιθήσεις
presvedčenie	καταδίκη
presvedčenie	πεποίθηση
produktom	προϊόν
učebnice	εγχειρίδια
prechodné	παροδική
prechodné	μεταβατικά
prechodné	μεταβατική
prechodné	μεταβατικές
prechodné	μεταβατικό
prechodné	μετάβαση
tmavé	dark
tmavé	σκοτεινά
tmavé	σκοτάδι
tmavé	σκούρο
tmavé	σκοτεινό
kancelária	γραφείο
vstupné	είσοδος
vstupné	εισροές
vstupné	εισόδου
vstupné	εισροή
its	its
horolezec	ορειβάτη
súhrnné	συγκεντρωτική
súhrnné	συγκεντρωτικά
rozhrania	διεπαφές
toyota	toyota
prispieva	συμβάλλει
prispieva	συνεισφέρει
kaplán	ιερέα
kaplán	εφημέριος
promo	promo
valca	κύλινδρο
porsche	πόρσε
zvýšená	αυξημένος
zvýšená	αυξημένο
zvýšená	αυξημένη
zvýšená	αυξημένα
predčasne	πρόωρα
predčasne	πρόωρα
predčasne	πρώιμο
predčasne	πρόωρο
predčasne	πρόωρη
versailles	βερσαλλίες
plánovaný	προγραμματισμένες
plánovaný	προγραμματισμένος
plánovaný	προγραμματισμένη
plánovaný	προγραμματισμένο
plánovaný	προγραμματισμένες
plánovaný	σχεδιασμένο
plánovaný	προγραμματισμένο
plánovaný	σχεδιάσει
plánovaný	προγραμματισμένη
identity	ταυτότητες
identity	ταυτότητα
anjel	άγγελος
anjel	αγγελος
anjel	έιντζελ
anjel	angel
vnuk	εγγονός
vnuk	εγγονό
kritický	κρίσιμη
kritický	κρίσιμα
kritický	κρίσιμο
kritický	κρίσιμες
army	στρατός
army	στρατό
ida	ίντα
ida	ida
ekológia	οικολογία
išiel	πήγε
biológ	βιολόγος
enterprise	εντερπράιζ
enterprise	επιχείρηση
poskytovať	παρέχει
šach	σάχη
šach	σκάκι
hustotu	πυκνότητα
auf	auf
hrubé	αηδία
hrubé	ακαθάριστο
hrubé	γκρος
hrubé	παχύ
hrubé	παχιά
správcovia	διοικητικοί
správcovia	διαχειριστές
správcovia	θεματοφύλακες
správcovia	διαχειριστές
správcovia	διευθυντές
ekonómovia	οικονομολόγοι
zvolená	εκλεκτός
zvolená	επιλέξει
zvolená	επιλέχθηκε
zvolená	εκλεγμένος
zvolená	εκλεγεί
zvolená	εκλέγεται
zvolená	εξελέγη
zvolená	επιλεγμένη
zvolená	επιλεγμένα
zvolená	επιλεγμένο
zvolená	επιλεγμένες
zvolená	επιλέχθηκε
značiek	μάρκες
značiek	μαρκς
značiek	σημάδια
kolónia	αποικία
jang	τζανγκ
jang	yang
jang	γιάνγκ
jang	γιανγκ
súčasti	συστατικά
súčasti	εξαρτήματα
fira	φηρά
orientácia	προσανατολισμός
orientácia	προσανατολισμό
prístupný	προσβάσιμο
prístupný	προσβάσιμη
prístupný	προσιτή
prístupný	προσιτό
campbell	κάμπελ
majiteľov	ιδιοκτήτες
majiteľov	κάτοχοι
luther	λούθερ
američan	αμερικανική
američan	αμερικάνικα
američan	αμερικανός
američan	αμερικάνος
američan	αμερικάνικο
američan	αμερικανοί
demokratické	δημοκρατικός
demokratické	δημοκρατικό
demokratické	δημοκρατική
nosiť	φόρα
nosiť	φόρεσε
nosiť	φθορά
svetlá	φώτα
svetlá	προβολείς
gerhard	γκέρχαρντ
susedných	γειτονική
susedných	γειτονικές
susedných	γειτονικό
pochopenie	κατανόηση
pochopenie	κατανόηση
termíny	ημερομηνίες
termíny	όρους
termíny	όροι
termíny	προθεσμίες
catherine	κατρίν
catherine	catherine
catherine	αικατερίνη
catherine	κάθριν
catherine	κατερίνα
oviec	πρόβατο
oviec	πρόβατα
prejde	περνάει
prejde	περάσματα
einstein	αϊνστάιν
disney	disney
býk	ταύρος
býk	bull
býk	ταύρος
býk	ταύρο
býk	μπουλ
bitov	bit
odporúča	συνιστώμενη
odporúča	προτεινόμενη
odporúča	συνιστάται
odporúča	προτεινόμενο
odporúča	προτείνεται
odporúča	συστήνει
odporúča	συνιστά
odporúča	προτείνει
tkaniva	ιστού
tkaniva	ιστοί
tkaniva	ιστός
tkaniva	ιστούς
tkaniva	ιστοί
majiteľa	ιδιοκτήτη
majiteľa	κάτοχος
majiteľa	ιδιοκτήτρια
majiteľa	ιδιοκτήτης
seminár	ημερίδα
seminár	εργαστήριο
seminár	εργαστήρι
seminár	σεμινάριο
manéver	μανούβρα
manéver	ελιγμός
drogy	ναρκωτικά
drogy	πρέζα
klient	πελάτης
klient	πελάτη
definovať	καθορίζουν
cenné	πολύτιμος
cenné	πολύτιμο
cenné	πολύτιμες
cenné	πολύτιμη
čiara	γραμμή
čiara	line
čiara	γραμμη
gps	gps
trup	κύτος
trup	κορμός
trup	κορμό
herman	herman
herman	χέρμαν
schválený	ενέκρινε
schválený	εγκρίνεται
schválený	εγκεκριμένο
schválený	εγκρίθηκε
presvedčiť	πειστικός
presvedčiť	πειστική
presvedčiť	πειστικό
presvedčiť	πείσω
účtovníctvo	λογιστική
účtovníctvo	λογιστικές
účtovníctvo	λογιστικά
účtovníctvo	λογιστήριο
účtovníctvo	λογιστικό
účtovníctvo	λογαριασμοί
účtovníctvo	λογαριασμούς
účtovníctvo	λογιστική
