les	os
chaussée	pavimento
variétés	variedades
variétés	castas
urgence	urgência
urgence	emergência
urgence	emergências
qualifie	qualifica
passent	passe
passent	passar
passent	passa
passent	pass
loisirs	recriação
loisirs	recreação
loisirs	lazer
lambert	lambert
liquide	liquido
liquide	líquidos
liquide	líquido
liquide	líquida
capacités	capacidades
capacités	capacidade
capacités	capacidades
gary	gary
havre	havre
officiels	oficial
officiels	funcionário
officiels	official
officiels	oficiais
officiels	funcionários
officiels	oficiais
présidents	presidentes
femelle	mulher
femelle	fêmea
femelle	feminino
néerlandaise	holandês
néerlandaise	holandeses
néerlandaise	neerlandês
néerlandaise	dutch
étages	pisos
étages	andares
étages	pavimentos
beauté	beleza
indépendants	independent
indépendants	independentes
indépendants	independente
indépendants	independentes
achat	compra
achat	comprar
achat	compra
achat	buy
achat	compre
achat	compro
achat	comprar
achat	comprando
achat	comprar
camps	acampamentos
camps	acampamento
camps	camp
camps	campo
marques	marcas
marques	marques
marques	marcas
marques	marks
marques	marcas
marques	marcos
boulogne	bolonha
boulogne	boulogne
réponses	respostas
réponses	respostas
réponses	respostas
admin	administrador
admin	administradora
gallo	gallo
solutions	soluções
inauguré	inaugurado
inauguré	inaugurou
inauguré	inaugurada
gaulle	gaulle
rev	rev
rev	reverendo
apparaître	aparecendo
apparaître	aparecer
apparaître	aparecem
traiter	tratem
traiter	tratar
traiter	trate
graves	sério
graves	séria
graves	serio
graves	grave
graves	severo
graves	severas
graves	severa
graves	grave
graves	graves
graves	covas
graves	sepulturas
graves	túmulos
graves	campas
cuba	cuba
testament	testemunho
testament	testamento
attaquer	atacar
attaquer	attack
attaquer	ataquem
attaquer	ataque
attaquer	atacar
attaquer	atacando
prévue	planeado
prévue	planejou
prévue	planejado
prévue	planejada
prévue	planeada
contribuer	contribuindo
contribuer	contribuir
contribuer	contribua
contribuer	contribuir
contribuer	contribuam
seize	dezesseis
seize	sixteen
seize	dezasseis
décoration	decoração
décoration	decoração
fermé	fechou
fermé	fechado
fermé	fechada
fermé	fechados
développée	desenvolvido
développée	desenvolvidas
développée	desenvolvidos
développée	desenvolvida
développée	desenvolveu
alphabet	alfabeto
jordan	jordânia
jordan	jordão
jordan	jordan
supplémentaire	adicional
supplémentaire	adicionais
supplémentaire	figurante
supplémentaire	extra
supplémentaire	complementar
supplémentaire	suplementar
supplémentaire	aditamento
supplémentaire	suplemento
supplémentaire	suplementar
schéma	diagrama
schéma	padrão
schéma	esquema
contribué	contribuíram
contribué	contribuiu
contribué	contribuído
campus	campus
représentée	representada
représentée	representado
représentée	representados
représentée	representadas
représentée	representou
pie	pio
pie	empada
pie	tarte
pie	torta
pie	pie
pie	magpie
dis	dizer
dis	say
dis	digam
dis	diga
dis	diz
dis	dis
vues	vistas
vues	visualizações
resté	fiquei
resté	ficou
resté	ficaram
resté	permaneceu
resté	permaneceram
resté	permaneceu
solide	sólidos
solide	sólido
solide	sólida
philip	felipe
philip	filipe
fiat	fiat
masculine	masculino
charges	encargos
charges	cobranças
charges	acusações
charges	débitos
charges	cargas
bureaux	gabinetes
bureaux	escritórios
bureaux	estância
bureaux	gabinete
bureaux	escritório
atmosphère	atmosfera
réelle	real
réelle	verdadeiro
réelle	reais
réelle	verdadeiros
réelle	verdadeira
ajout	adição
ajout	adicionando
ajout	adição
ajout	acrescentando
ajout	adicione
ajout	adiciona
ajout	add
ajout	adicionar
ajout	adicionado
ajout	adicionada
ajout	acrescentado
ajout	adicionados
ajout	adicionou
ajout	adicionadas
réception	recebimento
réception	recepção
réception	recibo
réception	recepção
réception	receção
dave	dave
mourir	morra
mourir	die
mourir	morram
mourir	morre
mourir	morrer
mourir	morrendo
mourir	morrer
financier	financeiro
financier	financeira
personnelles	personal
personnelles	pessoal
personnelles	pessoais
nelson	nelson
témoin	testemunha
témoin	testemunhar
conte	conto
conte	conte
règlement	regulamentações
règlement	regulamentos
règlement	regulamentação
shorts	short
shorts	shorts
shorts	curtas
shorts	calções
horreur	terror
horreur	horror
manifeste	manifesto
manifeste	manifesto
manifeste	manifestar
manifeste	manifesta
manifeste	manifestam
pirates	piratas
pirates	hackers
pirates	pirata
pirates	piratas
fenêtre	janela
occident	west
occident	ocidente
occident	oeste
reich	reich
assaut	assalto
assaut	agressão
délégation	delegação
acquisition	aquisições
acquisition	aquisição
acquisition	aquisições
inclut	inclua
inclut	inclui
inclut	incluem
inclut	incluir
inclut	inclui
évènements	eventos
évènements	acontecimentos
défini	definida
défini	definidos
défini	definidas
défini	definiu
défini	definido
clés	chaves
clés	teclas
clés	chave
clés	tecla
clés	chaves
clés	key
certainement	certamente
certainement	definitivamente
revues	revistas
revues	diários
morale	morais
morale	moral
morale	moral
morale	moral
morale	moralidade
préfère	prefira
préfère	prefere
préfère	prefere
préfère	prefiro
préfère	prefira
préfère	preferir
nobel	nobel
natale	natale
adultes	adultos
adultes	adulto
adultes	adulta
adultes	adultos
spectacles	atuações
spectacles	performances
spectacles	desempenhos
spectacles	actuações
spectacles	mostra
spectacles	espetáculos
spectacles	espectáculos
spectacles	shows
voisine	vizinha
voisine	vizinho
voisine	vizinha
voisine	vizinho
emblème	emblema
emblème	insígnia
emblème	brasão
alternative	alternativo
alternative	alternativas
alternative	alternativa
littéralement	literalmente
trace	traço
trace	vestígios
trace	trace
ours	bears
ours	ursos
ours	ursinho
ours	bear
ours	urso
portraits	retratos
wild	selvagem
wild	wild
wild	selvagens
limité	limitado
limité	limitados
limité	limitadas
limité	limited
limité	limitada
limité	restrita
limité	restritos
limité	restrito
chevaliers	knights
chevaliers	cavaleiros
chevaliers	chevaliers
chevaliers	knight
chevaliers	cavaleiro
chevaliers	cavalo
chevaliers	cavaleiros
bla	blá
bla	bla
loir	loir
normes	normas
normes	normas
normes	padrões
navale	naval
récits	contos
récits	tales
pauvres	coitado
pauvres	pobre
pauvres	pobres
refuge	refugio
refuge	refúgio
nourriture	alimentação
nourriture	alimentos
nourriture	alimento
nourriture	comida
participant	participando
participant	participar
participant	concorrente
participant	participante
concerné	preocupada
concerné	preocupados
concerné	preocupado
facteurs	factores
facteurs	fatores
balle	bola
balle	ball
balle	bullet
balle	bala
dynamique	dinâmicas
dynamique	dinâmica
dynamique	dinâmico
dynamique	dinâmicos
dynamique	dinâmicas
dynamique	dynamic
dynamique	dinâmica
partenaire	sócio
partenaire	parceira
partenaire	parceiro
ross	ross
boris	boris
branches	sucursais
branches	galhos
branches	ramos
branches	filiais
démission	renunciou
démission	resignação
démission	demissão
démission	renúncia
démission	renunciar
aragon	aragão
aragon	aragão
batailles	batalhas
assassiné	assassinado
assassiné	assassinadas
assassiné	assassinada
assassiné	assassinados
assassiné	assassinado
alpin	alpin
alpin	alpina
alpin	alpino
illustré	ilustrada
illustré	ilustrado
illustré	ilustrados
colin	colin
management	gerência
management	gestão
management	gerenciamento
consulter	consultar
consulter	consulte
zéro	zero
atp	atp
gironde	gironde
intéressant	interessante
intéressant	interessantes
remix	remix
remix	remixes
biais	viés
fra	fra
fra	eng
identique	idênticas
identique	idêntica
identique	idêntico
identique	idênticos
identique	mesma
identique	mesmo
identique	mesmos
clôture	fechamento
clôture	encerramento
clôture	fechamento
clôture	fechando
clôture	fecho
clôture	encerramento
clôture	fechar
clôture	vedação
clôture	cerca
cheveux	hair
cheveux	cabelos
cheveux	pêlo
cheveux	cabelo
varie	variam
varie	variar
varie	varia
fournit	fornece
fournit	provê
fournit	proporciona
fournit	providencia
traités	tratados
traités	transformada
traités	processado
traités	processada
traités	transformados
traités	processados
traités	processadas
respecter	respeitar
respecter	respeitando
respecter	respeitar
respecter	respeitem
respecter	respeite
respecter	respeito
apparemment	aparentemente
bbc	bbc
trio	trio
trio	ménage
trio	trio
communistes	comunistas
communistes	comunistas
communistes	comunista
lourd	pesado
lourd	heavy
lourd	pesadas
lourd	pesados
lourd	pesada
lourd	heavyweight
sérieux	seriedade
sérieux	gravidade
sérieux	sério
sérieux	séria
sérieux	serio
sérieux	grave
sérieux	seriamente
sérieux	sério
obligatoire	obrigatório
obligatoire	obrigatórias
obligatoire	obrigatória
obligatoire	obrigatório
obligatoire	necessária
obligatoire	necessário
obligatoire	exigido
obligatoire	requerido
obligatoire	obrigatório
obligatoire	obrigatórias
obligatoire	obrigatórios
obligatoire	obrigatória
obligatoire	obrigatório
obligatoire	obrigatórias
obligatoire	obrigatórios
obligatoire	obrigatória
dordogne	dordonha
fermée	fechou
fermée	fechado
fermée	fechada
fermée	fechados
moore	moore
reconnue	reconhecido
reconnue	reconhecidas
reconnue	reconhecidos
reconnue	reconhecida
reconnue	reconhecido
reconnue	reconheceu
reconnue	reconhecidos
reconnue	reconhecida
reconnue	reconhecido
reconnue	reconheci
reconnue	reconhecidas
reconnue	reconhecidos
reconnue	reconhecida
explosion	explosão
explosion	explosão
honoré	honrada
honoré	homenageado
honoré	honrado
honoré	honrados
honoré	honrada
honoré	homenageado
honoré	honrado
honoré	honrados
honoré	honoré
augmente	aumentos
augmente	aumenta
existait	existiam
existait	existia
existait	existiram
existait	existiu
existait	existido
esclaves	escrava
esclaves	escravos
esclaves	escravo
esclaves	escravos
esclaves	escravas
médecins	médicos
médecins	medicos
médecins	doutores
médecins	médicos
nathalie	natalie
nathalie	nathalie
nathalie	nathalie
quentin	quentin
désir	desejo
désir	saudade
désir	luxúria
grégoire	gregory
grégoire	gregório
grégoire	grégoire
physiques	física
physiques	físicas
physiques	fisico
physiques	físicos
physiques	físico
culturels	cultural
culturels	culturais
sec	seca
sec	secos
sec	secas
sec	secar
sec	seco
sec	sec
divisé	divididas
divisé	dividida
divisé	dividido
divisé	divididos
divisé	divido
indice	index
indice	indice
indice	índices
indice	índice
indice	pista
indice	dica
indice	sugestão
comtesse	condessa
paysans	camponeses
parisienne	parisiense
parisienne	parisienses
complexes	complexos
complexes	complexas
complexes	complexo
complexes	complexos
complexes	complexa
noyau	kernel
noyau	núcleo
noyau	núcleo
noyau	core
noyau	núcleo
germanique	germânico
germanique	germânica
germanique	germânicos
mené	conduzida
mené	conduzido
santiago	santiago
flux	fluxo
flux	stream
flux	caudal
flux	flow
flux	fluxo
flux	fluxos
flux	fluxo
courants	correntes
sportifs	atletas
forts	forte
forts	strong
forts	fortes
forts	fortes
ohio	ohio
familiale	família
familiale	familia
motifs	motivos
motifs	motivos
motifs	fundamentos
lisbonne	lisboa
évidence	óbvia
évidence	obvio
évidence	óbvio
fleur	flor
fleur	flor
fleur	flower
fleur	fleur
dizaines	rte
dizaines	dezenas
dizaines	dezenas
dizaines	dúzias
dizaines	dúzias
dizaines	dúzia
séance	sessão
séance	sessões
turc	turcos
turc	turco
turc	turca
turc	turcas
charentes	charentes
réserves	reservas
réserves	reservas
tirer	atire
tirer	atirar
tirer	puxa
tirer	puxar
tirer	puxe
tirer	tiroteio
tirer	atirando
tirer	tiro
navarre	navarra
navarre	navarra
hambourg	hamburgo
envoyer	manda
envoyer	envie
envoyer	mandem
envoyer	enviar
envoyer	envia
morgan	morgan
morgan	morgana
définir	conjunto
définir	definir
définir	set
définir	definido
définir	definindo
définir	definir
définir	defina
définir	define
oblast	oblast
micro	micro
micro	microfone
micro	mic
micro	microfone
oriental	orientais
oriental	oriental
oriental	orientais
oriental	oriental
oriental	leste
oriental	eastern
maría	maría
maría	maria
wilaya	wilaya
géant	gigante
géant	giant
géant	gigantes
consul	cônsul
lourdes	lourdes
logiciels	software
paradis	heaven
paradis	paraíso
paradis	céu
paradis	paraiso
paradis	paraíso
paradis	paradise
relégué	relegado
relégué	rebaixado
ian	lan
ian	ian
marqués	marcadas
marqués	marcou
marqués	marcados
marqués	marcado
marqués	marcada
édifices	edifícios
édifices	imóveis
édifices	prédios
anjou	anjou
entendre	ouvir
entendre	audiência
entendre	audição
tempête	tempestade
tempête	storm
tempête	tempestade
abréviations	abreviaturas
constantin	constantin
constantin	constantine
constantin	constantino
constantin	konstantin
constantin	constantino
embouchure	boquinha
embouchure	mouth
embouchure	boca
embouchure	foz
embouchure	bocas
embouchure	bocal
embouchure	embocadura
bonheur	bonheur
bonheur	felicidade
bonheur	felicidades
moine	monk
moine	monge
moine	moine
arm	braço
arm	arm
arm	armar
négociations	negociação
négociations	negociações
négociations	negociando
négociations	negociar
négociations	negociação
négociations	negociações
négociations	negociações
oliver	oliver
bâle	basileia
bâle	basileia
congrégation	congregação
conclusion	concluindo
conclusion	conclusão
nîmes	nîmes
franck	frank
franck	franck
stockholm	estocolmo
accent	pronúncia
accent	acento
accent	sotaque
efficacité	eficiência
efficacité	eficácia
efficacité	efectividade
efficacité	eficiência
efficacité	eficácia
efficacité	eficácia
cuivre	cobre
cuivre	brass
cuivre	latão
cuivre	bronze
per	per
concile	sínodo
cents	cêntimos
cents	centavos
ferrari	ferrari
considérés	considerada
considérés	considerados
considérés	considerou
considérés	considerado
apostolique	apostólico
apostolique	apostólica
grosse	big
grosse	grande
grosse	grandes
grosse	grosse
viande	carne
viande	carnes
viande	meat
viande	carnes
indiqué	indicou
indiqué	indicaram
indiqué	indicado
indiqué	indicada
indiqué	indicados
communications	comunicações
communications	comunicação
romancier	romancista
probable	provavelmente
probable	provável
probable	prováveis
probable	provável
ken	ken
escalier	escadaria
escalier	escada
escalier	escada
escalier	escadaria
escalier	degraus
escalier	escada
escalier	escadarias
escalier	escadas
diable	diabo
diable	devil
diable	demônio
diable	diable
argentin	argentino
argentin	argentina
argentin	argentino
argentin	argentina
argentin	argentino
argentin	argentinos
récupérer	recuperar
récupérer	recuperar
récupérer	recuperem
récupérer	recupere
récupérer	recupera
herbert	herbert
berne	berna
berne	bern
berne	berna
roberto	roberto
chante	sing
chante	cante
chante	cantem
chante	cantar
chante	canta
chante	canta
jerry	jerry
talent	talentos
talent	talento
invités	hóspedes
invités	convidados
invités	convidadas
invités	convidado
invités	hóspede
invités	convidados
invités	guest
invités	convidada
natation	nado
natation	natação
natation	nadar
natation	natação
natation	nadar
apprendre	aprender
apprendre	aprendizado
apprendre	aprendizagem
apprendre	aprendendo
apprendre	aprenda
apprendre	aprender
apprendre	aprende
sols	solo
sols	solos
sols	pisos
sols	andares
sols	pavimentos
sols	pavimentação
sols	pavimentos
sols	pavimento
sols	solos
détruire	destruindo
détruire	destruir
détruire	destruam
détruire	destrua
détruire	destrói
détruire	destruir
ardenne	ardenas
castille	castela
castille	castela
castille	castilla
client	cliente
client	clientes
client	cliente
syndrome	síndrome
restes	permanece
restes	restos
restes	sobras
restes	restos
prêtres	padres
prêtres	sacerdotes
alcool	álcool
alcool	alcool
elena	helena
elena	elena
elena	yelena
passages	passagens
centaine	hundred
centaine	cem
centaine	centena
centaine	centenas
inspiration	inspiração
retiré	removida
retiré	removidos
retiré	removidas
retiré	eliminado
retiré	removido
retiré	retirados
retiré	retirado
retiré	retirada
retiré	retiradas
sombre	dark
sombre	escura
sombre	sombrio
sombre	escuro
lourds	pesado
lourds	heavy
lourds	pesadas
lourds	pesados
lourds	pesada
habituellement	geralmente
habituellement	normalmente
habituellement	habitualmente
habituellement	usualmente
habituellement	normalmente
habituellement	tipicamente
vainqueurs	vencedores
vainqueurs	ganhadores
vainqueurs	vencedoras
nécessite	exige
nécessite	requer
nécessite	requerer
nécessite	exigir
nécessite	exigem
coordonnées	coordenadas
dead	morta
dead	morto
dead	mortos
dead	dead
racine	raízes
racine	raiz
racine	root
racine	raíz
racine	raízes
racine	racine
fidèle	fieis
fidèle	fiel
fidèle	fiéis
fidèle	leais
fidèle	fiel
fidèle	leal
lecteurs	leitores
roux	ruivo
roux	ruiva
roux	roux
roux	vermelhas
roux	vermelha
roux	vermelho
roux	vermelhos
roux	red
roux	ruivo
roux	gengibre
roux	ginger
illustration	ilustração
illustration	ilustrações
intégrer	integrar
intégrer	integre
intégrer	incorporar
intégrer	integrar
intégrer	integrando
intégrer	integração
écologie	ecologia
forcément	necessariamente
spécialistes	especialistas
ajouté	adicionado
ajouté	adicionada
ajouté	acrescentado
ajouté	adicionados
ajouté	adicionou
ajouté	adicionadas
ultime	derradeira
ultime	ultimate
pseudo	apelido
pseudo	alcunha
pseudo	pseudo
constructions	construções
accompagne	acompanha
variations	variações
variations	variação
descente	ascendência
descente	descida
descente	downhill
remplacée	substituído
remplacée	substituída
remplacée	substituído
remplacée	substituídos
remplacée	substituída
remplacée	substituiu
magasin	loja
magasin	conservar
magasin	loja
magasin	armazenar
landes	landes
neuve	newfoundland
punk	punk
sucre	sucre
sucre	açúcares
sucre	açúcar
sucre	sugar
sucre	açucar
manifestation	protesto
manifestation	protestar
manifestation	protestos
manifestation	demonstração
manifestation	manifestação
manifestation	manifestação
installée	instalada
installée	instalados
installée	instalado
gold	ouro
gold	gold
gold	dourado
cite	citar
cite	cita
cite	cite
cite	citar
cite	citação
symphonie	symphony
symphonie	sinfonia
vêtements	vestuário
vêtements	roupas
vêtements	roupa
vêtements	vestuário
vêtements	roupas
vêtements	roupa
adulte	adulto
adulte	adulta
adulte	adultos
adulte	adultos
explication	explicações
explication	explicação
différences	divergências
différences	diferenças
biographique	biográfico
biographique	biographique
vendus	vendida
vendus	vendido
vendus	vendidos
vendus	vendidas
vendus	vendeu
trad	trad
considérer	considerem
considérer	considerar
considérer	considere
considérer	considera
variante	variante
variante	variação
redirection	redireccionar
redirection	redirecionamento
redirection	redirecionar
redirection	reorientação
redirection	redirecionamento
redirection	redirecionando
tomber	caindo
tomber	cair
tomber	fall
tomber	outono
tomber	queda
roches	rochedos
roches	pedras
roches	rochas
roches	rocks
stone	stone
stone	pedra
stone	pedras
entité	entidade
entité	entidades
aérien	antena
aérien	aéreas
aérien	aéreo
aérien	aérea
aérien	ar
aérien	air
duchesse	duquesa
abraham	abraham
abraham	abraão
couvert	coberto
couvert	cobertas
couvert	cobertos
couvert	abrangidos
couvert	abrangido
couvert	coberta
couvert	encoberto
couvert	nublado
couvert	coberto
couvert	cobertos
couvert	coberta
précédemment	anteriormente
délégué	delegada
délégué	delegadas
délégué	delegados
délégué	delegado
délégué	delegar
délégué	delegada
délégué	delegado
cahiers	cadernos
cahiers	folhetos
cahiers	brochuras
cahiers	cahiers
logement	alojamento
phases	fases
tribus	tribos
vraie	real
vraie	verdadeiro
vraie	reais
vraie	verdadeiros
vraie	verdadeira
vraie	true
vraie	verdadeiro
vraie	verdade
vraie	verdadeira
astronome	astrónomo
astronome	astrônomo
graveur	gravador
graveur	queimador
contemporains	contemporâneo
contemporains	contemporâneos
contemporains	contemporâneas
contemporains	contemporânea
régionaux	regionais
régionaux	regional
wikimedia	wikimedia
battant	voando
battant	voar
battant	flying
battant	batendo
battant	espancamento
battant	surra
battant	bater
carter	carter
carter	cárter
francfort	frankfurt
francfort	francoforte
flèche	flèche
flèche	flecha
flèche	seta
flèche	arrow
#ffffff	#ffffff
experts	peritos
experts	especialistas
attentat	atacar
attentat	attack
attentat	ataquem
attentat	ataque
attentat	bombardeios
attentat	bombardeamento
attentat	bombardeio
arles	arles
colorado	colorado
feuille	folhas
feuille	folha
feuille	planilha
feuille	lençol
feuille	folha
difficiles	duro
difficiles	hard
difficiles	difícil
difficiles	dura
difficiles	dificil
difficiles	difíceis
difficiles	difícil
coupes	corta
coupes	cortes
coupes	cups
coupes	copos
coupes	xícaras
coupes	chávenas
douce	sweet
douce	meiga
douce	doces
douce	meigo
douce	doce
douce	gentil
douce	meigo
douce	soft
douce	suave
douce	macio
douce	mole
douce	suaves
remarquables	notável
remarquables	notáveis
remarquables	notável
remarquables	notáveis
remarquables	pendentes
contraint	forçadas
contraint	forçada
contraint	forçado
contraint	forçou
contraint	forçados
contraint	constrangido
contraint	coagido
dep	dep
michigan	michigan
descendants	descendentes
descendants	descendentes
khan	cã
khan	khan
indre	indre
quasiment	quase
quasiment	virtualmente
quasiment	praticamente
finlandais	finlandês
finlandais	finlandesa
finlandais	finlandeses
finlandais	finlandeses
intervenir	intervindo
intervenir	intervir
intervenir	intervém
intervenir	intervir
enfer	diabos
enfer	hell
enfer	inferno
enfer	raios
districts	bairros
districts	distritos
inutile	inútil
inutile	inúteis
inutile	desnecessárias
inutile	desnecessária
inutile	desnecessário
inutile	desnecessários
déchets	resíduos
déchets	desperdício
déchets	desperdícios
déchets	resíduos
comique	comique
comique	humorista
comique	comediante
comique	quadrinhos
comique	comic
comique	cômico
comique	comédia
bell	campainha
bell	bell
bell	sininho
bell	sino
doté	dotado
manuscrits	pergaminhos
manuscrits	manuscrito
manuscrits	manuscritos
matières	materiais
atlanta	atlanta
essence	gasolina
essence	essência
essence	gasolina
séminaire	seminário
fins	finais
administratives	administrativa
administratives	administrativos
administratives	administrativas
administratives	administrativo
provenance	proveniência
provenance	procedência
vancouver	vancouver
orthographe	ortografia
orthographe	soletrar
orthographe	feitiço
lucas	lucas
biologie	biologia
massachusetts	massachusetts
essayer	tenta
essayer	tente
essayer	tentar
essayer	experimente
essayer	experimenta
essayer	tentar
essayer	tentando
marchés	mercados
cellule	cell
cellule	célula
cellule	cela
fou	insanos
fou	louca
fou	insano
fou	insana
fou	louco
fou	doida
fou	louca
fou	maluco
fou	doido
fou	louco
fou	mad
fou	louco
accepter	aceitar
accepter	aceitando
accepter	aceitamos
accepter	aceite
accepter	aceito
accepter	aceitar
accepter	aceita
heinrich	heinrich
coréen	coreana
coréen	coreano
coréen	coreanos
électorale	eleitoral
destinés	destinado
courage	coragem
courage	coragem
courage	valentia
courage	bravura
moulins	moinhos
moulins	moinhos
moulins	mills
moulins	moulins
humour	humor
humour	humor
banques	banks
banques	bancos
banques	banca
banques	bancário
banques	bancários
banques	banco
banques	bank
nommés	nomeada
nommés	nomeado
nommés	nomeados
nommés	nomeado
justement	precisamente
justement	justamente
battre	beat
battre	batida
battre	bater
battre	batendo
battre	espancamento
battre	surra
battre	bater
clavier	teclado
norvégien	noruegueses
norvégien	norueguesa
norvégien	norueguês
cologne	colônia
cologne	colónia
positif	positivos
positif	positivas
positif	positivo
positif	positiva
positif	positivos
positif	positivas
minnesota	minnesota
compléter	complemento
compléter	complementar
plume	nib
plume	penas
plume	pluma
plume	pena
plume	pluma
plume	pen
plume	caneta
plume	canetas
plume	quill
alimentaire	alimentação
alimentaire	alimentos
alimentaire	alimento
alimentaire	comida
démarche	abordagem
démarche	aproximação
paysages	paisagens
paysages	paisagens
paysages	paisagem
barry	barry
kansas	kansas
garros	garros
dissolution	dissolução
dissolution	dissolução
grève	strike
grève	greve
marchandises	bens
marchandises	mercadoria
marchandises	mercadorias
marchandises	frete
marchandises	mercadorias
marchandises	mercadorias
marchandises	mercadoria
qualités	qualidades
fichiers	arquivos
fichiers	ficheiros
patrice	patrice
pratiquement	quase
pratiquement	virtualmente
pratiquement	praticamente
disparue	desapareceram
disparue	desaparecido
disparue	sumiu
disparue	desapareceu
quatorze	fourteen
quatorze	quatorze
quatorze	catorze
visibles	visíveis
visibles	visível
arménie	arménia
arménie	armênia
norman	normando
norman	normandos
norman	norman
norman	normanda
tirant	puxar
tirant	puxando
allier	allier
xviie	xviie
xviie	seventeenth
leipzig	leipzig
dites	dizer
dites	say
dites	digam
dites	diga
dites	diz
fernand	fernand
bonaparte	bonaparte
promouvoir	promover
promouvoir	promove
promouvoir	promova
promouvoir	promover
promouvoir	promovendo
promouvoir	promoção
observations	observações
observations	observações
observations	comentário
observations	comentar
observations	comenta
observations	comentários
observations	observações
rural	rural
rural	rurais
codes	códigos
warner	warner
récente	recentes
récente	recente
malade	doente
malade	enjoado
malade	doentio
malade	doente
malade	doentes
arena	arena
imprimerie	impressão
imprimerie	imprimir
évaluer	avalie
évaluer	avaliar
évaluer	avalie
évaluer	avaliar
évaluer	avalia
évaluer	avaliando
voulu	procurada
voulu	queria
voulu	procurado
voulu	procurados
réduite	reduzida
réduite	reduzidos
réduite	reduzidas
réduite	reduzido
perspective	perspectiva
perspective	perspectivas
perspective	outlook
perspective	prospectiva
perspective	perspectiva
perspective	perspetiva
garçons	boys
garçons	rapazes
garçons	meninos
garçons	rapaziada
garçons	garotos
edgar	edgar
doctrine	doutrina
walt	walt
militant	militante
militant	militantes
militant	activista
militant	ativista
tourner	vire
tourner	turn
tourner	vira
tourner	virar
tourner	rodar
tourner	girar
tourner	spin
tourner	girar
impérial	imperiais
impérial	imperial
sultan	sultão
sultan	sultan
abandonne	abandone
abandonne	abandonem
abandonne	abandono
abandonne	abandona
abandonne	abandonar
liban	liban
liban	líbano
calédonie	caledónia
routier	rodoviário
routier	estrada
routier	road
hermann	hermann
hermann	herman
sociologie	sociologia
messages	mensagens
ballet	ballet
ballet	balé
accusé	acusado
accusé	acusada
accusé	acusadas
accusé	acusados
accusé	acusado
accusé	réu
accusé	ré
accusé	arguido
accusé	requerido
ernst	ernst
effort	esforços
effort	esforço
affecté	atribuídos
affecté	atribuído
affecté	atribuída
affecté	atribuídas
affecté	afetado
affecté	afetadas
affecté	afectados
affecté	afetada
affecté	afectado
affecté	afetados
stuart	stuart
implique	implica
implique	insinua
jette	jette
index	index
index	indice
index	índices
index	índice
index	índices
veulent	quer
veulent	queres
veulent	quero
téléphone	fone
téléphone	telemóvel
téléphone	telefone
téléphone	telefone
documentation	documentação
enregistre	registro
enregistre	recorde
enregistre	gravar
enregistre	record
bouche	lábios
bouche	boquinha
bouche	mouth
bouche	boca
bouche	foz
bouche	bocas
bouche	bocas
queen	queen
queen	rainha
hiérarchie	hierarquia
lyonnais	lyonnais
lyonnais	lyon
lyonnais	lyons
blessure	lesões
blessure	lesão
blessure	prejuízo
blessure	ferimento
blessure	ferimento
blessure	ferida
équateur	équateur
équateur	equador
bourgeois	burguesa
bourgeois	burguês
bourgeois	burguesia
bourgeois	burgueses
statues	estátuas
anneau	ring
anneau	ringue
anneau	anel
chambres	dormitórios
chambres	quartos
chambres	salas
chambres	quartos
chambres	sala
chambres	quarto
youtube	youtube
xii	xii
pire	piores
pire	pior
pire	piores
pire	pior
profite	aproveite
profite	aproveita
profite	aproveitem
onde	onda
onde	acenar
onde	wave
retourner	devolução
retourner	retornar
retourner	retorno
retourner	regresso
abc	abc
exposé	exposta
exposé	expostos
exposé	expostas
exposé	exposto
définie	definida
définie	definidos
définie	definidas
définie	definiu
définie	definido
masque	máscara
masque	mascara
combattre	combate
combattre	luta
combattre	briga
combattre	combate
combattre	lute
combattre	fight
ouvrier	trabalhador
ouvrier	operário
gloire	fama
gloire	fame
gloire	glórias
gloire	glória
gloire	glory
basses	baixa
basses	baixos
basses	low
basses	baixo
archive	arquivo
archive	arquivar
protégé	protegida
protégé	protegidas
protégé	protegidos
protégé	protegido
protégé	protegido
tâche	tarefa
monter	monte
monter	mount
monter	montar
apparait	aparece
fidèles	leais
fidèles	fiel
fidèles	leal
fidèles	fieis
fidèles	fiel
fidèles	fiéis
causes	causa
causes	causas
papillon	butterfly
papillon	borboleta
papillon	mariposa
papillon	traça
papillon	papillon
comparaison	comparação
comparaison	comparar
comparaison	compare
panneaux	painéis
panneaux	sinalização
panneaux	sinais
panneaux	signos
préparer	preparando
préparer	preparar
vendée	vendée
illustre	ilustra
illustre	ilustre
illustre	ilustres
automatiquement	automaticamente
accepté	acordado
accepté	concordou
accepté	aceitos
accepté	aceites
accepté	aceitado
accepté	aceite
accepté	aceita
accepté	aceito
pousse	push
pousse	empurra
pousse	empurrar
pousse	cresce
luigi	luigi
mondiaux	global
mondiaux	globais
grant	subvenção
grant	grant
globe	globo
globe	globe
procureur	promotor
procureur	procurador
ardennes	ardenas
médicale	médica
médicale	medico
médicale	medicina
médicale	médicos
atlas	atlas
caisse	caisse
caisse	caixote
génétique	genética
génétique	genético
génétique	genéticos
génétique	genética
ballon	balão
ballon	bola
ballon	ball
ballon	ballon
endroits	locais
endroits	lugares
endroits	sítios
choc	choque
ondes	vibes
ondes	vibrações
ondes	airwaves
ondes	ondas
gérer	gerir
gérer	gerenciamento
gérer	gerir
gérer	gerenciar
