το	the
επιτυχές	uspješan
επιτυχές	uspješnu
επιτυχές	uspješne
επιτυχές	uspješna
επιτυχές	uspješni
ανανεώσιμη	obnovljiva
ανανεώσιμη	obnovljivi
σέντρικ	cedric
εξωγήινος	alien
εξωγήινος	vanzemaljski
πουσέν	poussin
τουνγκ	tung
κατεδαφιστεί	srušena
μενταγιόν	ogrlicu
ανακάλυψα	otkriveni
ανακάλυψα	otkrivene
ανακάλυψα	otkrivena
ανακάλυψα	otkriven
ανακάλυψα	otkrio
ανακάλυψα	otkrili
αλμάτι	alma
αγνότητας	čednosti
ζίου	jiu
χειροτονηθεί	odredio
βίζα	vize
βίζα	viza
μποβουάρ	beauvoir
εκπαιδευμένος	trenirao
εκπαιδευμένος	obučenih
εκπαιδευμένος	obučeni
σποτ	tačka
καμίλο	camillo
καμίλο	camilo
καρίνα	heel
καρίνα	karina
καρίνα	kobilica
καρίνα	carina
απέδρασε	pobjegla
απέδρασε	pobjegao
γουάιμαν	wyman
κατάρτι	mast
ευλόγησε	bless
δεοντολογία	etika
χέλια	murine
χέλια	eel
πιλάρ	pilar
γκάρφιλντ	garfield
μπαλμπόα	balboa
πάνθηρας	panther
καπότε	capote
πον	pon
αμφισβητήσιμη	upitna
μικελόν	mikelona
πάνθηρα	panther
αρκέτ	arquette
ναντέρ	nader
πρες	pres
φυσιολογικός	normalno
φυσιολογικός	normalan
φυσιολογικός	normalni
φυσιολογικός	normalne
φυσιολογικός	normalna
πολκ	polk
αλκαλική	bazno
ριβς	reeves
βαγιεκάνο	vallecano
ριτς	bogata
ριτς	bogato
ριτς	bogati
ριτς	bogatim
ριτς	bogat
θνητός	smrtne
λαγό	hare
χρηματοδοτούνται	finansirao
χρηματοδοτούνται	finansiran
χρηματοδοτούνται	finansirali
χρηματοδοτούνται	finansirala
τάκερ	tucker
κάστινγκ	casting
βλέννα	sluz
βιρμανίας	burmanski
κολόμπους	columbus
κολόμπους	kolumbo
ανάπηρος	disabled
έμα	ema
έμα	ema
έμα	emma
προσεχή	predstojeće
προσεχή	predstojeći
παλακανέστρο	pallacanestro
υποσχόμενη	obećavajuća
υποσχόμενη	obećavši
υποσχόμενη	obećavajući
λετονική	letonski
νέμεσις	nemesis
χωριο	selo
μπεζανσόν	besançon
πόρπη	buckle
συνταξιοδότηση	penzionisanja
συνταξιοδότηση	penzionisanje
θνητοί	smrtne
έκτρωση	pobačaj
μιτρόβιτσα	mitrovica
μιτρόβιτσα	mitrovici
δωρητή	donor
δωρητή	donatora
ρόουαν	rowan
λαχείο	lutrija
χάινεκ	hynek
ανεπιθύμητα	neželjene
ανεπιθύμητα	neželjena
ανεπιθύμητα	oglasa
κένσινγκτον	kensington
σιθ	sitha
μαρια	marija
μαρια	maria
επιδοτήσεις	subvencije
επιδοτήσεις	subvencija
επιδοτήσεις	grantova
τελλούριο	telur
κίρχερ	kircher
ελέν	hélène
ελέν	helene
ανοξείδωτο	nehrđajući
άσπεργκερ	aspergerov
έθελρεντ	ethelred
τσάο	chao
τσάο	čau
δαγκώνει	bites
κινσάσα	kinshasa
χάθαγουεϊ	hathaway
στρατώνα	kasarnu
στρατώνα	kasarne
στρατώνα	kasarni
στρατώνα	kasarna
συμμετάσχετε	učestvuju
συμμετάσχετε	učestvovati
ζιντ	gide
μπότα	but
πρόσφυγα	izbjeglica
όλι	oli
ιζαμπέλα	izabela
τσο	cho
υπόφυση	hipofiza
κουλ	kul
κουλ	cool
πιστωτική	kredit
τάο	tao
χειραγώγηση	manipulacija
χειραγώγηση	manipulacijama
χειραγώγηση	manipulacije
πόντιος	pontius
τζένκινς	jenkins
αντιβιοτικό	antibiotik
θόρντον	thornton
ανεπιθύμητο	neželjene
ανεπιθύμητο	neželjena
ανεπιθύμητο	oglasa
κειμήλιο	nasljeđe
συγκριτικές	komparativna
διαβόητη	zloglasni
σελιδα	page
σελιδα	stranica
νόαμ	noam
απεριόριστα	neograničeno
αναπνέει	disanje
γνώσει	znanje
μπέρινγκ	beringov
μπέρινγκ	bering
έρχαρντ	erhard
ηνιόχου	aurigae
ημικρανίες	migrena
χελ	hel
μπόα	boa
αυθεντικός	autentična
αντισυνταγματική	neustavno
μουστάκι	brkove
λύσσα	bjesnilo
μιμάρ	mimar
ποσοτικό	kvantitativna
χάντινγκτον	huntington
γλωσσα	jezik
κλάμπ	kluba
αμίν	amin
μυρμήγκι	ant
βαλέρια	valeria
παραλήρημα	delirij
ενοχές	krivice
ενοχές	krivicu
βίττελσμπαχ	wittelsbach
αλλεργίες	alergija
σαμίρ	samir
άκρον	akron
πρωτόγονο	primitivno
πρωταγόρας	protagora
φάιτ	veit
ταράουα	tarawa
σίκα	sica
υποσύστημα	subsystem
τρεντ	trent
μπρίνερ	brynner
φορμπς	forbs
γύψος	gips
καζάνι	kotao
επείγον	hitna
επείγον	hitnog
επείγον	vanredna
αρη	mars
ίστρια	istra
πατσίνο	pacino
μάνχαϊμ	manheim
μπρεσλάου	breslau
ιστανμπούλ	istanbul
μπάνκροφτ	bancroft
τεχνουργήματα	članaka
τεχνουργήματα	članci
γουόρχολ	warhol
θνητή	smrtne
οδοφράγματα	prepreke
οδοφράγματα	barikada
γιτζάκ	yitzhak
κάστα	kasta
συγχρονισμένη	sinhronizovano
καταδικάζοντας	osuđuje
καταδικάζοντας	osudi
καταδικάζοντας	osuđujući
σισέ	cissé
εβίτα	evita
μαγειρεμένο	kuhano
πόντα	ponta
αρμίνια	arminia
ριβιέρα	rivijera
εξαντλητική	iscrpljujućih
κουκούλα	hood
κρεμ	krem
κρεμ	krema
γιάνκοβιτς	janković
αλμπαθέτε	albacete
αποσπαστεί	odvojena
γεωτρήσεις	bušenja
κλοπές	krađe
κλοπές	krađa
κοσμοπολίτικη	cosmopolitan
κομπ	kob
ψαλίδι	makaze
κεϋλάνη	ceylon
μπάστεν	basten
βολίδα	launchpad
ανταγωνιστικότητα	konkurentnost
ανταγωνιστικότητα	konkurentnosti
φιτς	fitch
αστραπές	munja
ικανοποιημένοι	zadovoljan
κολοσσαίο	coliseum
κολοσσαίο	koloseum
ζιζάνια	trava
εξετάστηκαν	ispitao
ράπιντς	rapids
γκουέν	gwen
γκουαντάναμο	guantanamo
γκουαντάναμο	guantanamo
κιτς	keats
μπούνσεν	bunsen
έντνα	edna
διανεμηθεί	distribuiran
ντιόν	dion
ασλάν	aslan
απαντήστε	odgovor
απαντήστε	odgovor
ομάχα	omaha
αρμάνι	armani
δειλός	coward
τσάντγουικ	chadwick
μόλι	moli
μόλι	molly
διακηρύσσει	proglasi
διακηρύσσει	proglašava
τζεμ	cem
τζεμ	gema
τζεμ	jem
μάρλοου	marlowe
μάρλοου	marlow
επιθεωρητές	inspektori
ζιρκόνιο	cirkonij
στεγνό	suha
στεγνό	suho
θλιβερό	sadu
δόσεων	doze
δόσεων	doza
αψιμαχία	okršaj
κάλαχαν	callaghan
κάλαχαν	callahan
βοδινό	goveđe
άθικτο	netaknuta
επεμβατική	invasive
κοα	upoznao
ασβεστίτη	kalcit
μάρεκ	marek
πιστώσεις	kredita
πιστώσεις	krediti
γεννήθηκα	born
γεννήθηκα	rođen
γεννήθηκα	rođena
γεννήθηκα	rođeni
όλσεν	olsen
γουίντσεστερ	winchester
δεινόσαυρος	dinosaurusi
μπουράν	buran
ρυθμιστές	regulatori
ρυθμιστές	kontrolori
χαίρετε	pozdrav
σάλο	salo
γιλμάζ	yilmaz
εθνολογία	etnologija
ανήλικοι	maloljetnika
ιντερπόλ	interpol
άγημα	kontingent
λικούντ	likud
στοιχήματα	klađenja
βανς	vance
ήμερο	tame
ξεχασμένη	zaboravili
ανταλλάσσονται	razmijenio
επιδεινωθεί	pogoršavati
μελάνωμα	melanom
υποστηρικτική	podržava
τεστοστερόνη	testosteron
πουνταρένας	puntarenas
βεζίρηδες	veziri
πλαγκτόν	plankton
κλάιστ	kleist
χάμπτον	hampton
μάταιη	besmisao
αρνταχάν	ardahan
κατωτέρω	ispod
πόλι	polly
πόλι	poli
άλλοθι	alibi
ιρακινό	irački
αγοράκι	boy
αγοράκι	dječak
αγοράκι	dečak
τραίνα	vozove
τραίνα	vozovi
τραίνα	vozova
συστοιχία	jato
χάμερ	hummer
χάμερ	čekić
νευρώνα	neuron
πολυμορφία	raznovrsnost
πολυμορφία	različitosti
πολυμορφία	raznolikost
τζιπ	džip
ρόβερε	rovere
χάιντι	heidi
ρυθμιστή	regulatora
απερχόμενος	odlazeći
αμίρ	amir
τσεζένα	cesena
βαρίου	barij
ιρανοί	iranaca
έσσε	hesse
φάνι	fanny
ούρηση	mokrenje
σάρουμαν	saruman
παράνομοι	nelegalno
παράνομοι	ilegalni
παράνομοι	ilegalno
παράνομοι	ilegalne
αλκοολισμό	alkoholizam
ανάρμοστη	nepravi
δήμα	dimas
εισβολέας	uljeza
αράγια	araya
ιατροδικαστής	patologa
γραφομηχανή	pisaća
αποδεδειγμένη	dokazan
αποδεδειγμένη	dokazala
αποδεδειγμένη	dokazana
αποδεδειγμένη	dokazano
άρτσιμπαλντ	archibald
λέμαν	lehmann
λάμπαρντ	lampard
αόρατα	nevidljivi
αόρατα	nevidljivog
γκονζάγκα	gonzaga
ντολόρες	dolores
ντολόρες	delores
πέρσιβαλ	percival
πονοκεφάλους	glavobolje
σιλίστρα	silistra
κλουξ	klux
μποϊκοτάζ	bojkot
ρομέο	romeo
τσουνγκ	chung
οφειλόμενη	zbog
ιατροδικαστική	forenzička
ιατροδικαστική	forenzički
ιατροδικαστική	forenzičkim
νουρί	nuri
ποτοσί	potosi
προικισμένος	nadarenog
νορθάμπτον	northampton
δημιουργικός	kreativne
δημιουργικός	kreativna
δημιουργικός	kreativno
δημιουργικός	kreativni
περιττώματα	izmet
μεταβάσεις	transitions
κιούσου	kjušu
γερτρούδη	gertrude
ανς	anse
ανατόλ	anatole
αντιδραστήρων	reaktori
αντιδραστήρων	reaktora
τιτανικό	titanic
τιτανικό	titanik
εατ	eba
τόμισλαβ	tomislav
εκδημοκρατισμό	demokratizaciju
εισηγμένες	navodi
κόμπε	kobe
νέβα	neva
ζανγκ	zhang
εργολάβος	adriatic
επτάνιο	heptan
διαδραστική	interaktivni
βουκάν	vukan
τρόντχαϊμ	trondheim
ταξιδιωτών	putnici
υπηρέτριες	služavke
καποιος	neko
επίμονος	stalnih
μινέλι	minnelli
περίπολος	patrola
περίπολος	patrolni
τσαγκάρης	shoemaker
τίμο	timo
μέλβιν	melvin
κοάλα	koala
όλε	ole
ενισχυμένες	pojačan
ενισχυμένες	ojačana
υπερβατικό	transcendentalna
σογκούν	shogun
χωρισμένος	razdvojene
καρατίων	karat
καρατίων	karat
μπέκα	beka
πάπρικα	paprike
πάπρικα	ekstrakt
ραδιο	radio
ζου	zhoua
φλόρα	flora
λάζλο	laszlo
βλαδιβοστόκ	vladivostok
δεσμεύτηκε	počinjenih
δεσμεύτηκε	počinjenim
δεσμεύτηκε	počinila
δεσμεύτηκε	izvršio
δεσμεύτηκε	počinio
δεσμεύτηκε	počinili
δισταγμό	oklijevanja
έμπολι	empoli
απατεώνες	prijevara
μπελενένσες	belenenses
μερα	dan
μπερ	baer
μπερ	burr
τεταμένη	zategnuti
τεταμένη	napeta
αρνούλφος	arnulf
μέλανι	melanie
τζόκοβιτς	đoković
λέεμπ	leeb
αναλφαβητισμού	nepismenost
κρκ	krk
ουρανοξύστη	neboder
κραφτ	kraft
απροσδόκητο	neočekivano
περιεκτικό	sveobuhvatan
περιεκτικό	sveobuhvatna
νερούδα	neruda
μανάτ	manat
αφτιά	uši
μουρίγιο	murillo
κουρδικό	kurdski
τάμπερε	tampere
στεροειδών	steroid
υποδούλωση	porobljavanje
τζένσον	jenson
μακάρθι	mccarthy
εμίν	emin
πήδηξε	skočio
μπράχε	brahe
φρικ	frick
κονκόρντια	concordia
νυχτερίδα	bat
κοχύλια	granate
κοχύλια	granata
χέιντεν	hayden
ζωροαστρισμός	zoroastrizam
άγκνες	agnes
τραορέ	traoré
νιούαρκ	newark
τιν	kalaj
ρουκέτα	raketa
μαλακός	meka
μαλακός	meku
βότκα	vodka
ταγγέρη	tanger
τσίρειο	tsirion
μαχάλ	mahal
ντορέ	doré
ενισχυτή	amp
κοκαΐνη	kokain
μισθοδοσία	plate
καρζάι	karzai
λυπηρό	sadu
βάρδια	pomak
μπαρμπόσα	barbosa
μπαρμπόσα	barbossa
επιβλαβής	štetnih
επιβλαβής	štetan
επιβλαβής	štetno
ρίος	rios
οπλισμένος	naoružani
οπλισμένος	oružane
γκόα	goa
κρίστενσεν	christensen
ρία	ria
λούι	louie
στόχευση	meta
νομοθέτες	poslanici
νομοθέτες	zakonodavstvima
μασκ	musk
εκπαιδευμένοι	trenirao
εκπαιδευμένοι	obučenih
εκπαιδευμένοι	obučeni
προσόν	kvalifikacije
αντριάνο	adriano
τράφορντ	trafford
άτκινσον	atkinson
μπλανς	blanka
αναγνωριστική	izviđačka
σονέτο	sonet
εταιρικά	korporativnog
σεντούκι	grudi
καρένινα	karenjina
γκαλίνα	galina
αειφόρο	održiv
αειφόρο	održivi
αιδοίο	vagina
αιδοίο	stidnica
κολίτιδα	kolitis
κρόσμπι	crosby
φονσέκα	fonseca
ψυχίατρο	psihijatar
καταναλωτής	potrošača
θυμήθηκε	upamćen
περουτζίνο	perugino
όλιβ	maslina
μερίδια	dionica
μερίδια	dijeli
συνδυασμένα	združeni
συνδυασμένα	kombinovane
συνδυασμένα	kombinaciji
συνδυασμένα	kombinovao
μομφή	smjeni
φράκτη	ograde
φράκτη	ograda
χειρουργικό	hirurške
μάλικ	malik
πόνοι	bolove
πόνοι	bolovi
μονομερής	jednostrana
μονομερής	jednostrane
ψύχωση	psihoze
σαλί	sali
περναμπούκο	pernambuco
ντυμένο	dressed
συστοιχίες	matričnih
συστοιχίες	modula
θέρμο	termo
φάιφερ	pfeiffer
μηρούς	bedra
ακίνο	aquino
αξιολογήθηκε	ocijenio
αξιολογήθηκε	vršena
αξιολογήθηκε	ocijenili
ιπποδρομίες	trkama
ιπποδρομίες	rasa
ιπποδρομίες	utrka
ιπποδρομίες	utrke
πριόνι	vidio
εκχυλίσματα	crpi
ωκεανοί	okeanima
ωκεανοί	okeani
φελπς	phelps
ίβιτσα	ivica
καταχωρίσεις	registracije
μπαρντό	bardot
φθηνότερο	najjeftiniji
φθηνότερο	najniže
φθηνότερο	jeftiniji
χαιρετισμούς	pozdrav
γκότσε	goce
αιμομιξία	incest
θνητό	smrtne
μέρσερ	mercer
κόνολι	connolly
εγκληματολογία	kriminologija
εχθρικός	neprijateljski
εχθρικός	neprijateljskog
ρομανόφ	romanov
λον	lon
οξιτανικά	oksitanski
χασίμ	hashim
μπανάνα	banana
μπανάνα	banane
μπανάνα	bananas
αδικίες	nepravde
γουίδερσπουν	witherspoon
τρεμπλίνκα	treblinka
ανήσυχο	nemirni
σιωπηρή	implicira
χόρεψε	ples
γκουτζαράτ	gujarat
βλάντιμιρ	vladimir
φούλντα	fulda
μουχτάρ	muhtar
μοσούλη	mosul
τσιγγάνοι	cigani
τσιγγάνοι	cigana
δοσολογία	dozi
διμερές	bilateralne
διμερές	bilateralnim
διμερές	bilateralni
κόλλησε	zabio
εκμεταλλεύσεις	holdings
εκμεταλλεύσεις	farmi
εκμεταλλεύσεις	farme
γολιάθ	golijat
διαλογή	sortiranje
θεσπίζει	ustanovljava
τροπόσφαιρα	troposfera
μαυροβούνιοι	crnogorci
λεμφικό	limfni
νετρίνα	neutrini
λοβάτο	lovato
εμινέ	emine
τιμούρ	timur
μαριχουάνα	marihuana
πόποβιτς	popović
προτεστάντης	protestant
τζοάνα	ivana
μόσχευμα	transplantacije
μόσχευμα	transplantaciju
μόσχευμα	mita
καταζητούμενος	tražen
καταζητούμενος	želio
γκούλιτ	gullit
γουίλμπουρ	wilbur
σαμπάμπ	shabab
βέγκα	vega
απάτσι	apache
ντίαζ	diaz
ρινική	nosne
κιτρικό	limunska
κιτρικό	citrat
κόρα	kora
μπάντμιντον	badminton
συγχώρεσε	oprostiti
δαπ	sgc
σαντάλ	chantal
χασάπης	butcher
σιλό	silosa
σιλό	šilo
παντοδύναμος	svemogući
μπεάτα	beata
σαχίν	sahin
ναρκωτικό	droga
ντεριντά	derrida
νετρίνων	neutrino
αναγκαίος	neophodni
αναγκαίος	neophodno
αναγκαίος	neophodna
αναγκαίος	neophodan
αναγκαίος	neophodnih
αναγκαίος	neophodnu
νιτρώδες	nitrit
κλεισμένος	priveo
ιεροτελεστία	ritualnim
κνεσέτ	kneset
καφεΐνη	kofein
χάπι	pilula
στυλό	pen
στυλό	pero
στυλό	hemijsku
στυλό	pera
τίπτον	tipton
βίνια	viña
εισαγγελείς	tužioci
ηλεκτρομαγνητισμού	elektromagnetizam
σκότι	scotty
θαμμένη	sahranjen
συνδυασμένο	združeni
συνδυασμένο	kombinovane
συνδυασμένο	kombinaciji
συνδυασμένο	kombinovao
τσέις	chase
ντογκ	dogg
αιμορροΐδες	hemoroidi
ρέιν	kiša
χάινε	heine
εποχιακή	sezonski
εποχιακή	sezonske
τζόνας	jonas
πεγκ	peg
μπες	besa
εθνοφρουρά	vojnica
αντνάν	adnan
μπασίρ	bashir
λάκι	lucky
τούπακ	tupac
ρομποτικής	robotike
τελείωμα	završiti
λάιελ	lyell
γκρίφιντορ	gryffindor
γκούγκενχαϊμ	guggenheim
δηλητηρίασε	otrovan
εφίδρωση	znojenje
σέκι	seki
εκκρίνει	luči
κάριν	karin
γουίνστον	winston
υπογεγραμμένη	potpisan
ρόμπσον	robson
επιπλέουν	float
λάνα	lana
πούλμαν	pullman
άλυτα	neriješeni
έβελιν	evelyn
λούτον	luton
λομονόσοφ	lomonosov
ύφανση	weaving
κλεμμένα	ukradene
κλεμμένα	ukraden
ακυρώνεται	otkazan
προκαταρκτικές	preliminarni
προκαταρκτικές	preliminarne
προκαταρκτικές	preliminarna
δράκοι	zmajevi
ντην	din
δωρητές	donatora
δωρητές	donatori
ζέβρα	zebra
μπαρούτι	barut
δότης	donor
δότης	donatora
δότης	mehanizam
τούρμπο	turbo
εναιώρημα	obustave
ισως	možda
ναβάρο	navarro
ισχίο	hip
θυρεοειδή	štitna
απόστημα	apsces
αιχμηρό	oštrim
αιχμηρό	oštre
αιχμηρό	oštru
αιχμηρό	oštrog
βάναυσα	brutalno
αμήν	amin
βιοσύνθεση	biosinteza
έρχομαι	dolazi
καταυλισμός	logor
καταυλισμός	camp
καταυλισμός	kamp
καταυλισμός	kampu
μάης	maj
συμμετείχα	učestvovalo
συμμετείχα	učestvovali
συμμετείχα	učestvovao
συμμετείχα	učestvovala
εντομοκτόνο	pesticidi
εντομοκτόνο	insekticid
παραπληροφόρηση	dezinformacija
σούρα	sura
σουπερνόβα	supernova
φλορ	flor
εκτοξευτές	lansera
βραχιόλια	narukvice
κηδεμόνας	guardian
οιονεί	kvazi
ρέινα	reina
ρέινα	reina
αμαζόνιο	amazon
ωοθήκη	jajnici
νιότη	omladina
δυσχέρεια	poteškoća
δυσχέρεια	teškoće
τατλ	tuttle
μεταδεδομένων	metadata
νόρις	norris
μαντλέν	madeleine
αποδράσεις	escapes
συμβατός	kompatibilne
σάντμπεργκ	sandberg
αερολιμένες	aerodromi
δημιουργήστε	stvaraju
δημιουργήστε	napravi
δημιουργήστε	stvoriti
δημιουργήστε	kreiranje
προσεχείς	predstojeće
προσεχείς	predstojeći
φανός	cijev
μπου	bu
μπου	boo
ακαθαρσίες	nečistoća
δηλητήρια	otrovi
μπαμ	bang
μπαμ	bam
προσευχήθηκε	molio
μολυβδαίνιο	molibden
καζαχστάν	kazahstan
βαλντεμάρ	valdemar
χειριστήριο	džojstik
χειρότερος	gorom
χειρότερος	gore
χειρότερος	gori
χειρότερος	gora
κόρτνεϊ	courtney
ορυκτολογία	mineralogija
δικαιούχο	nosilac
λάμια	lamija
σάιρ	okrug
κατασκόπους	spies
σύμφωνοι	složio
σύμφωνοι	složili
φτωχότερες	najsiromašnijih
φτωχότερες	najsiromašniji
φτωχότερες	siromašnije
ράινχολντ	reinhold
σέλι	shelley
άφεση	absolution
γκάρλαντ	garland
εξαντλημένος	iscrpljene
κλιματολογία	klimatologija
συντομεύσεις	prečica
κυνηγόσκυλο	gonič
ναμπόκοφ	nabokov
γουίλαρντ	willard
παρόχους	provajdera
χαλαρώνει	opušta
συγκριτικό	komparativna
νάνι	nani
εξόρμηση	ekskurzija
γκίνσμπεργκ	ginsberg
ποσειδώνιο	neptunij
λεει	kaže
λεει	kaze
σάνγκερ	sanger
χάκα	haka
μετρο	metro
μάγιερς	meyers
σκάψιμο	dig
σκάψιμο	kopanje
θήκες	slučajevi
μορφωμένη	obrazovana
μορφωμένη	obrazovani
μερσέντες	mercedes
διακηρύξει	proglasi
διακηρύξει	proglasiti
λιχτενστάιν	lihtenštajn
βαρντάρ	vardar
ψώνια	kupovinu
νευρολόγος	neurolog
ταπεινός	humble
μόρι	maury
μόρι	mori
τρόικα	trojka
τρόικα	trojke
ροζάριο	rosario
άλτενμπουργκ	altenburg
ομπερχάουζεν	oberhausen
βράχμα	brahma
ιονόσφαιρα	ionosfera
αλκαλίων	alkalni
αυτοψία	autopsija
ενοποιημένο	consolidated
ενοποιημένο	ujedinjene
σέλτον	shelton
κορδελιό	karşıyaka
συνέργεια	sinergija
μαρκς	obilježava
μαρκς	maraka
εστραγκόν	estragon
συνασπισμούς	koalicije
καπόνε	capone
φύτευση	podmetanja
ράσκιν	ruskin
γκλύξμπουργκ	glücksburg
προαγωγές	promocije
βότσαλο	kamenčić
μπραζαβίλ	brazzaville
γκαντ	gad
μονόλογο	monolog
ρίγκαν	reagan
περασμένα	prošlost
σταματήστε	prestaju
σταματήστε	zaustaviti
σταματήστε	stop
σταματήστε	zaustavlja
σταματήστε	zaustavljanje
σταματήστε	stanica
κηδείες	sahrane
επίμονο	stalnih
ουλάν	ulan
ανακληθεί	ukinut
μιντανάο	mindanao
συμπόνια	simpatija
κόνι	connie
μποξέρ	bokser
σέλα	saddle
γκοντβάνα	gondvana
κόντα	koda
ενισχυτές	finansijeri
κρυσταλλογραφία	kristalografija
λάρσεν	larsen
εξωγήινοι	strancima
αμάρνα	amarna
τζόνα	jona
βενζοϊκό	benzoat
εθισμός	ovisnost
φονιά	ubicu
φονιά	ubica
μοπτί	mopti
μεικτά	mješovite
μεικτά	mješovita
καροτσάκι	kolica
σεζον	sezona
εκατομμυριούχος	milioner
εκατομμυριούχος	milionera
μέρντοκ	murdoch
μέρντοκ	murdock
ραχμάνινοφ	rahmanjinov
αντανακλώντας	odražava
ματαιοδοξία	vanity
μπεθ	bet
ταίριασμα	meč
τσιγγάνους	cigani
τσιγγάνους	cigana
ρητώς	eksplicitno
ρητώς	izričito
δύτης	ronilac
ανθρωπιά	čovječnosti
ανθρωπιά	čovječanstvo
σέρπα	sherpa
φάλκον	soko
επενδύει	investira
επενδύει	ulaže
σημερα	danas
κράσσος	crassus
κόμπο	čvor
κόμπο	combo
ντάλια	dalija
ντάλια	dalia
κρυψώνα	skrovište
κόρι	cory
ενθαλπίας	entalpija
λειτουργικός	funkcionalna
γκέζα	geza
πεθαίνω	umire
πεθαίνω	umiru
μέρτον	merton
τζαμπάρ	jabbar
κλεμανσώ	clemenceau
όσιρις	oziris
χόφερ	hofer
τούζλα	tuzla
αρσένιο	arsenio
φθηνότερη	najjeftiniji
φθηνότερη	najniže
φθηνότερη	jeftiniji
βολφραμίου	volfram
αδέλα	adela
ακενατόν	ehnaton
αθόρυβα	tiho
νιούπορτ	newport
τζου	joo
μπερίσα	beriša
μπερίσα	berisha
μετασχηματιστή	transformator
εφοδιασμός	snabdijevanje
τζα	jah
τζα	jia
γωνιακό	ugao
κούντερα	kundera
ενδιαφέρων	zanimljiva
ενδιαφέρων	zanimljivo
ενδιαφέρων	interesantan
ενδιαφέρων	interesantno
ενδιαφέρων	zanimljiv
δερβίσηδες	derviši
δερβίσηδες	derviša
ασίζης	asiški
καταπιεί	gutanja
κουρασμένος	umoran
ζινεντίν	zinedine
καραμέλα	caramel
καραμέλα	candy
κεράλα	kerala
τζερόμ	jerome
ηλεκτροδυναμική	elektrodinamika
πυλώνας	stub
αφηρημένος	apstraktna
αφηρημένος	apstraktni
ταλαντωτή	oscilator
κοινοποίηση	obavještenje
κοινοποίηση	podijeli
παγανιστές	pagani
αγκάλιασε	prihvati
βιασμός	silovanje
δεκαεφτά	sedamnaest
μπούτρος	boutros
ντίβα	diva
αρραβωνιασμένη	bavili
αρραβωνιασμένη	angažiran
καλόγρια	nun
γιε	sin
καμηλοπάρδαλη	žirafa
εμιλιάνο	emiliano
προσοχη	pažnja
σταφύλι	grožđe
σέρα	sera
μαλντίνι	maldini
καρακορούμ	karakorum
τόκος	kamata
μοντέρνος	moderna
μοντέρνος	savremena
μοντέρνος	savremen
πενταγώνου	pentagonu
χρεώνεται	optužen
κλώνος	klon
κολόμα	coloma
εμίρ	emir
μετρητές	metara
προστατευόμενων	zaštićeni
προστατευόμενων	zaštićen
προστατευόμενων	zaštićena
μογγόλος	mongolsko
φοράδα	mare
γοητευμένος	čarobnice
ιρακινοί	iračani
σφύριγμα	hiss
ανθοφορίας	cvjetni
μπερζεράκ	bergerac
χορηγοί	sponzori
συμμετέχων	učesnik
δαλιδά	dalila
ντιμίτρι	dmitrij
ντιμίτρι	dimitri
αγνό	čisti
αγνό	čisto
αγνό	čista
κάαμπα	kaba
πονηρός	sly
βατόμουρο	malina
άρρωστοι	oboljele
χούτου	hutu
ημισφαίρια	hemisfere
ίντσα	pedalj
σπίρτα	mečevi
σπίρτα	mečevima
σπίρτα	mečeva
σπίρτα	mečeve
δοκιμάστε	pokušaj
δοκιμάστε	try
αζοφική	azov
πίρσον	pearson
πίρσον	pierson
τέρεκ	terek
μπάτσος	policajca
μπάτσος	policajac
γκόλουμ	gollum
παρατάθηκε	dugotrajnih
μποζόνιο	bozon
καταστατικά	statutu
βουντού	voodoo
ξοδεύει	provodi
ιγκουάνα	iguana
ουρανοί	nebesa
ουρανοί	nebo
ουρανοί	skies
σούζι	susie
σούζι	suzy
ντέιζι	daisy
ορθόπτερα	orthoptera
μιναρέδες	minareta
ετπ	kor
αμυγδαλή	amigdala
φυτοφαρμάκων	pesticidi
φυτοφαρμάκων	pesticidi
στάμφορντ	stamford
σάκλετον	shackleton
μέντιουμ	psihičke
κρουά	croix
έμπιστο	bliski
κορτ	sud
μπαρνέτ	barnett
άρτσι	archie
λουξ	lynx
γήρανσης	starenje
γήρανσης	starenja
γήρανσης	starenje
υμενόπτερα	hymenoptera
γκουστάβο	gustavo
μπρίτζετ	bridget
βόλγκογκραντ	volgograd
νέκαρ	neckar
ταραχώδη	burne
ταραχώδη	burno
κύτος	hull
στάθμευση	parking
πνομ	phnom
πλουσιότερος	bogatija
πλουσιότερος	najbogatiji
πλουσιότερος	najbogatijih
πλουσιότερος	najbogatija
ράπτη	rapti
σάμερ	ljeto
νάρβικ	narvik
μίρκο	mirko
επιστόμιο	pisak
αμφίβιο	amfibija
ωμοπλάτη	scapula
ζίλινα	žilina
πασαντίνα	pasadena
αποφασιστικός	odlučujuća
θερμότερο	toplije
ριβάλντο	rivaldo
σλίθεριν	slytherin
εξωγήινο	alien
εξωγήινο	vanzemaljski
σίμσον	simpson
περήφανη	ponosna
περήφανη	proud
περήφανη	ponosni
μπιζέλια	peas
απαχθεί	oteo
κρασνογιάρσκ	krasnojarsk
μεσολαβητής	posrednik
αιδεσιμότατος	sveštenik
αιδεσιμότατος	sveštenika
ποιανού	cije
κόμπρα	cobra
κόμπρα	kobra
ράντα	rada
μπάνφιλντ	banfield
πέισερς	pacers
μποργκ	borg
σουητώνιος	svetonije
μοσέ	moshe
πίκρα	gorki
λινάρι	lan
απογοητευμένη	razočaran
