alè	دم
brillar	تابناکی.
brillar	تابانی
brillar	روشنی
brillar	چمک
brillar	چمکنا
brillar	جودت
brillar	(سورج
amen	آمین
intransigent	ہٹیلا
intransigent	سخت
intransigent	کٹّر.
impotent	معذور.
ostracisme	مقاطعہ
amortització	تخفیف
amortització	تخفیف
amortització	گھٹاؤ
astròleg	نجومی
astròleg	جوتشی
astròleg	نجومی
pasturar	خراش.
pasturar	(گائے
pasturar	خراش.
pasturar	رگڑ
pasturar	(گائے
conjuntiu	سلسلہ.
conjuntiu	کڑی
conjuntiu	رابطہ
conjuntiu	واسطہ
devanagari	سنسکرت
efímeres	عارضی
encantador	عمدہ
encantador	پسندیدہ
quist	پھکنا
respira	(شراب
respira	رکنا
bescanviar	(وعدہ
bescanviar	نبھانا.
bescanviar	بچانا
bescanviar	چھڑانا
bescanviar	(بعدہ
vivaç	پھرتیلا
vivaç	چنچل
vivaç	ترترا
opacitat	ابہام
opacitat	غباوت
opacitat	دُھندلاہٹ
enrenou	ہنگامہ
enrenou	ہلچل
enrenou	سراسیمگی.
enrenou	down
mastegar	چبائی
balística	گولوں
convolució	لپیٹ
convolució	مرغولہ.
convolució	الجھن
convolució	لفیفہ.
convolució	پیچ
convolució	پیچیدگی
convolució	کنڈلی
escombrat	استطاعت
escombrat	حدود
escombrat	ڈانڈ.
escombrat	مقدور-
escombrat	۲.
retribució	مکافات
abrasió	جلد
valse	والز.
imperfecte	ناقص
imperfecte	ادھورا
lento	آہستہ.
beneficiosa	مفید
