and	и
patent	патент
patent	патента
mathematical	математические
rarely	редко
submission	представление
demographics	население
crowd	толпы
crowd	толпа
rick	рик
rick	рика
governments	правительств
governments	правительства
governments	правительствам
bonus	бонус
tourist	туристических
tourist	туристический
tourist	турист
mystery	тайна
mystery	тайны
mystery	загадка
click	щелчок
click	клик
click	нажмите
settlements	поселения
settlements	поселений
walking	прогулки
walking	ходить
voters	избиратели
voters	избирателей
rifle	винтовка
rifle	винтовку
rifle	ружье
component	компонент
civilian	гражданская
civilian	гражданские
civilian	гражданский
partial	частичный
partial	частичная
partial	частичное
partial	частично
encouraged	поощряется
encouraged	поощряли
eddie	эдди
christians	христиане
christians	христиан
denver	денвер
petersburg	petersburg
petersburg	петербург
researchers	исследователи
partly	частично
partly	отчасти
photographer	фотограф
runtime	runtime
jon	джон
obama	обама
seemed	казалось
clock	часы
violin	скрипка
highways	шоссе
highways	автомагистрали
holiday	праздником
holiday	праздник
holiday	отдых
distinction	разграничение
distinction	различие
distinction	различия
artwork	оформление
artwork	artwork
makeup	грим
makeup	макияж
makeup	косметика
catherine	кэтрин
catherine	катрин
catherine	катерина
catherine	екатерина
font	шрифт
farmers	фермеров
farmers	фермеры
photograph	сфотографировать
photograph	фотография
struggle	борьба
produces	производит
yale	йель
options	опции
options	варианты
options	параметры
options	вариантов
pen	перо
pen	пен
pen	ручка
pen	ручку
procedure	процедура
procedure	процедуры
jacob	иакова
jacob	якоб
jacob	джейкоб
jacob	яков
convicted	осужден
convicted	осужденным
convicted	осужденные
convicted	осужденный
touring	гастроли
transition	переход
anglo	англо
legacy	наследие
legacy	наследство
denied	отклонена
denied	отрицал
denied	отказано
denied	отклонено
relationships	взаимоотношения
relationships	отношения
derby	дерби
surrounded	окружен
surrounded	окружили
libraries	библиотеки
libraries	библиотек
competing	конкурирующих
speakers	ораторов
speakers	ораторы
speakers	выступающие
hudson	хадсон
administrators	администраторы
administrators	администраторов
sacred	святое
sacred	священное
sacred	священная
sacred	священный
sacred	священной
signing	подписание
signing	подпись
signing	подписания
rob	роб
rob	ограбить
citizen	гражданин
citizen	гражданина
dogs	собак
dogs	собаки
dogs	псы
believes	верит
annually	ежегодно
cardinal	кардинал
nepal	непала
nepal	непале
nepal	непал
intersection	пересечения
intersection	пересечение
discussing	обсуждаем
discussing	обсуждают
reveals	раскрывает
disputes	споры
beam	луч
beam	пучок
overseas	зарубежные
overseas	заморских
perry	перри
nickname	прозвище
nickname	кличка
ruling	постановление
syria	сирию
syria	сирия
syria	сирии
wells	скважины
wells	уэллс
ultimate	конечная
ultimate	конечной
ranks	звания
ranks	ряды
danny	дэнни
danny	денни
danny	дэни
retail	розничной
favorite	любимая
favorite	любимое
favorite	любимые
favorite	любимый
vermont	вермонт
begun	начато
download	загрузка
download	загрузить
download	скачать
trusted	доверяли
trusted	доверять
trusted	доверял
appointment	назначение
ballet	балет
jefferson	джефферсон
sand	песок
angle	угол
sessions	сессий
sessions	сеансы
sessions	сессии
sessions	сессиях
recreation	досуг
recreation	отдых
wearing	ношение
kenya	кении
kenya	кения
kenya	кению
accessible	доступный
ralph	ральф
thread	нитки
thread	нити
thread	нить
disruptive	подрывной
spend	провести
spend	тратить
spend	потратить
ninth	девятой
ninth	девятый
ninth	девятая
ninth	девятое
arrest	арестовать
arrest	арест
choir	хор
trials	испытания
mines	шахты
mines	мин
mines	мины
injuries	травмы
injuries	травм
rounds	обход
rounds	раундов
competitive	конкурсных
opportunities	возможности
meetings	собрания
meetings	встречи
meetings	заседания
meetings	совещания
commented	прокомментировали
commented	прокомментировала
commented	прокомментировал
wang	ван
woods	лесу
woods	вудс
woods	лес
exercise	упражнение
exercise	упражнения
jacques	жак
objective	цель
demolished	разрушены
preferred	предпочла
preferred	предпочтение
resort	resort
resort	курорт
pedro	педро
robot	робот
venezuela	венесуэлы
venezuela	венесуэла
segment	сегмент
segment	сегмента
studying	изучения
studying	изучаю
studying	изучение
studying	учусь
edwards	эдвардс
dancing	танцуют
dancing	танцы
eagles	орлы
demonstrated	продемонстрирована
demonstrated	продемонстрировал
demonstrated	продемонстрировали
demonstrated	продемонстрировала
tribute	дань
tribute	должное
continuous	непрерывный
continuous	непрерывно
continuous	постоянного
continuous	непрерывное
encourage	поощрять
spider	паук
spider	пауки
acted	действовал
acted	действовала
acted	действовали
acted	действовало
convinced	убежден
convinced	убедила
convinced	убеждены
convinced	убедил
convinced	убедили
heroes	герои
heroes	героев
rocks	камни
rocks	скалы
bed	кровати
bed	постель
bed	кровать
gap	разрыв
gap	пробел
reflect	отражать
reflect	отразить
mars	марс
participating	участвующие
participating	участвовавшие
participating	участвующих
cooperation	сотрудничество
gothic	gothic
protest	протеста
protest	протесты
protest	протест
hunting	охота
hunting	охоты
frequent	частое
frequent	частые
frequent	часто
conversion	преобразование
conversion	конверсии
stress	стресс
manufacturers	производителей
manufacturers	производители
innings	иннингов
traditionally	традиционно
jose	жозе
jose	хосе
adventures	приключения
tiger	тигр
totally	совершенно
totally	полностью
totally	абсолютно
voyage	путешествие
voyage	рейса
concentration	концентрация
concentration	сосредоточение
concentration	концентрации
sing	пой
sing	петь
rocket	ракета
electricity	электричество
electricity	электроэнергии
shadow	тени
shadow	тень
boxing	бокс
senators	сенаторов
doc	док
stanford	стэнфорд
machines	аппараты
machines	машины
vegas	вегасе
vegas	вегас
saved	спас
saved	сохранена
saved	сохранен
saved	сохранено
saved	сохранены
jury	жюри
jury	присяжные
calendar	календарь
noble	благородные
noble	благородно
noble	благородный
noble	благородная
noble	благородных
tommy	томми
guilty	виновны
guilty	виновен
leo	лео
leo	лев
handle	справиться
extinct	вымерли
responded	ответила
responded	ответил
shares	разделяет
shares	доли
shares	акции
manufacturer	изготовитель
manufacturer	производитель
manufacturer	изготовителем
tales	сказки
implementation	осуществление
implementation	реализация
implementation	осуществления
implementation	выполнение
truck	грузовик
spelling	написание
item	пункт
item	товар
load	загрузить
load	нагрузка
customers	посетители
customers	покупатели
customers	клиенты
customers	клиентов
adds	добавляет
spaces	пробелы
spaces	пространства
cap	кэп
cap	кап
orphaned	сирот
ferry	паром
prefer	предпочитают
prefer	предпочитаю
push	push
push	толчок
lie	ложь
lie	врут
lie	лгать
berkeley	беркли
lebanon	ливан
lebanon	ливана
lebanon	ливане
madison	мэдисон
throne	трон
throne	престол
attracted	привлек
attracted	привлекает
attracted	привлекла
lion	лев
manor	поместье
saudi	саудовская
serial	серийный
serial	последовательный
rogers	роджерс
lights	свет
lights	огни
grandfather	деда
grandfather	дедушка
grandfather	дед
concerts	концертов
concerts	концерты
elder	старшая
elder	старший
renaissance	возрождения
renaissance	возрождение
uniform	форму
uniform	униформа
uniform	форма
chase	чейз
chase	погоня
aka	aka
computers	компьютеры
brisbane	брисбене
susan	сюзан
susan	сьюзан
susan	сьюзен
raymond	рэймонд
raymond	реймонд
flower	цветочек
flower	цветок
col	кол
thai	таиланда
disaster	катастрофа
disaster	бедствия
disaster	бедствие
survive	выжить
survive	пережить
clothing	одежда
clothing	одежды
clothing	одежду
murphy	мерфи
murphy	мёрфи
sharp	острая
sharp	острые
sharp	шарп
sharp	острый
explains	поясняет
explains	объясняет
yugoslavia	югославии
yugoslavia	югославия
buddhist	буддийских
publicly	публично
meat	мясо
meat	мяса
literally	буквально
spam	спам
spam	спама
telephone	телефон
moral	моральная
moral	мораль
moral	моральный
partially	частично
partially	отчасти
lawyers	юристов
lawyers	юристы
lawyers	адвокатов
lawyers	адвокаты
citing	ссылаясь
citing	сославшись
interviews	интервью
interviews	собеседования
interviews	беседы
brunswick	брансуик
radar	радар
grove	гроув
tea	чаю
tea	чая
tea	чай
elite	элиты
elite	элита
bright	яркие
bright	яркий
bright	ярко
bright	светлый
bright	яркая
improving	совершенствование
improving	улучшение
sierra	сьерра
heaven	рай
heaven	небеса
heaven	небо
athlete	спортсмен
aspect	аспект
answers	ответы
ted	тэд
ted	тед
consumer	потребители
consumer	потребителя
consumer	потребительские
consumer	потребителей
funded	финансируемых
funded	финансируется
funded	финансируемые
exclusive	эксклюзивный
exclusive	эксклюзивные
exclusive	исключительной
ibn	ибн
manuel	мануэль
allies	союзники
allies	союзников
reviewer	рецензент
missile	ракета
mechanism	механизм
mechanism	механизма
helen	элен
helen	хелен
withdrawn	снята
intention	намерение
mini	mini
mini	мини
casualties	пострадавшие
casualties	потери
casualties	жертвы
diseases	заболевания
diseases	болезни
diseases	заболеваний
rhythm	ритм
pat	пэт
catch	поймать
catch	поймай
catch	улов
catch	лови
poll	опрос
listclass	listclass
deck	палубу
deck	палубе
newcastle	ньюкасл
antarctic	антарктики
leeds	лидс
ranges	диапазоны
ordinary	обычных
ordinary	обычный
ordinary	обычная
ordinary	обычные
insects	насекомые
insects	насекомыми
insects	насекомых
suffering	страдания
suffering	страдание
flash	флеш
flash	вспышка
flash	flash
flash	флэш
worship	поклоняться
worship	поклонение
boundaries	границы
blind	слепая
blind	слепые
blind	ослеп
blind	слеп
blind	слепой
pakistani	пакистана
assuming	предполагая
interstate	межгосударственного
patterns	шаблоны
arrangement	договоренность
globe	глобус
honours	награды
honours	отличием
gross	брутто
gross	валового
gilbert	гилберт
applies	применяет
applies	применяется
gradually	постепенно
managing	управление
experiment	эксперимент
radical	радикально
radical	радикальные
gov	gov
legs	ножки
legs	ноги
legs	лапки
opponent	соперник
opponent	противник
diameter	диаметр
supplies	поставок
supplies	поставки
pitch	подача
utility	полезность
utility	полезности
cleanup	очистки
cleanup	очистка
opponents	противники
opponents	оппонентов
opponents	противников
regime	режим
revised	пересмотрен
genera	роды
diplomatic	дипломатические
diplomatic	дипломатическая
diplomatic	дипломатической
diplomatic	дипломатическое
germans	немцы
seal	печать
gregory	григорий
gregory	грегори
corresponding	соответствующая
concepts	концепции
concepts	концепций
concepts	понятия
sword	меч
purple	фиолетовый
virus	вирус
virus	вирусы
populations	популяции
bull	бык
drummer	барабанщик
presents	подарки
holland	холланд
congressional	конгресса
bias	предвзятости
merger	слияния
merger	слияние
remote	дистанционное
remote	дистанционного
remote	пульт
sean	шон
messages	сообщения
messages	сообщений
messages	послания
rebellion	бунт
rebellion	восстание
rebellion	мятеж
premiere	премьеру
premiere	премьера
physician	врач
victim	потерпевший
victim	жертва
victim	пострадавший
con	кон
cloud	облако
cloud	облака
angels	ангелами
angels	ангелы
angels	ангелов
noise	шум
heading	заголовок
duo	дуэт
beer	пива
beer	пиво
palestinian	палестинский
palestinian	палестинские
palestinian	палестинских
palestinian	палестинцы
palestinian	палестинская
copper	меди
copper	коп
copper	медь
jurisdiction	компетенция
jurisdiction	юрисдикция
implemented	осуществлена
improvements	усовершенствования
improvements	улучшения
improvements	улучшение
ski	ски
ski	лыжи
ski	ski
hms	hms
loop	цикл
loop	петля
renaming	переименование
drum	барабан
saskatchewan	саскачевана
earthquake	землетрясение
earthquake	землетрясения
hat	шапка
hat	шляпу
hat	шляпа
requirement	требование
den	логово
den	ден
tanks	танки
tanks	цистерны
tanks	танков
presidents	президенты
presidents	президентов
presidents	председатели
societies	общества
min	мин
alcohol	алкоголь
alcohol	спирт
dominated	доминировали
sang	пел
sang	пели
sang	пела
eat	ешь
graphics	графика
graphics	графики
asp	asp
coffee	кофе
chancellor	ректор
chancellor	канцлер
destroy	уничтожать
destroy	разрушить
destroy	уничтожить
tons	тонны
tons	тонн
cruz	круз
cruz	крус
warsaw	варшава
warsaw	варшаве
exclusively	исключительно
connections	соединения
rush	раш
heights	хайтс
heights	высоты
playstation	playstation
outcome	итоги
outcome	итог
apartment	квартира
apartment	апартаменты
apartment	квартире
cardinals	кардиналов
fill	заполнить
fill	заполнения
recipient	получатель
recipient	получателя
traditions	традиции
traditions	традиций
fundamental	фундаментальные
thin	тонкий
thin	тонкая
thin	тонкие
chan	чан
chan	тян
resolved	решен
resolved	разрешен
resolved	решена
mario	марио
departments	департаментов
departments	департаменты
dame	дама
shield	щит
fighters	бойцы
fighters	бойцов
ivan	иван
writings	труды
writings	трудах
bosnia	боснии
bosnia	босния
bosnia	боснию
sentenced	приговорен
sentenced	приговорил
violent	насильственные
harbour	гавани
harbour	харбор
harbour	гавань
margin	разницы
auckland	окленде
postal	почтовый
postal	почтовой
postal	почтовая
pirates	пираты
collective	коллектив
collective	коллективных
collective	коллективные
collective	коллективная
collective	коллективное
diesel	дизель
liberation	освобождения
liberation	освобождение
devil	дьявол
activists	активистов
activists	активисты
sultan	султан
rider	всадник
rider	райдер
amazon	амазонки
florence	флоренции
florence	флоренс
florence	флоренция
marc	марк
arnold	арнольд
shah	шах
reduction	уменьшение
reduction	сокращение
contents	содержание
contents	содержимое
genetic	генетических
genetic	генетические
genetic	генетический
somerset	сомерсет
milk	молочный
milk	молоко
milk	молока
romance	романтика
romance	романтики
intellectual	интеллектуальной
intellectual	интеллектуальная
latino	латино
mason	мейсон
mason	мэйсон
pete	пита
pete	пит
advisory	консультативная
arbitration	арбитраж
interface	интерфейс
hitler	гитлер
hitler	гитлера
default	умолчанию
sheffield	шеффилд
departure	выезд
departure	отъезда
departure	отъезд
departure	отход
hindi	хинди
anglican	англиканская
suggesting	предлагаешь
mistake	ошибка
embassy	посольства
embassy	посольство
murdered	убита
murdered	убитый
murdered	убил
murdered	убит
murdered	убиты
sox	сокс
sleep	сон
sleep	спать
sleep	спи
suspended	приостановлена
suspended	приостановлено
sum	сумма
mythology	мифология
bengal	бенгалии
confusion	путаница
confusion	путаницы
confusion	замешательство
oscar	оскар
oscar	оскара
programmes	программы
therapy	терапии
therapy	терапия
exposed	воздействию
possession	хранение
possession	владение
possession	обладание
defend	защищать
defend	защитить
graphic	графический
graphic	графические
milwaukee	милуоки
anonymous	анонимные
anonymous	анонимность
anonymous	анонимный
anonymous	анонимных
anonymous	анонимно
reverse	вспять
reverse	обратная
reverse	обратный
reverse	обратное
soap	мыло
territorial	территориальное
territorial	территориальная
lisa	лиза
lisa	лиса
paulo	паулу
paulo	пауло
northwestern	северо
boss	босс
nasa	наса
quoted	процитировал
byzantine	византийский
idaho	айдахо
poster	плакат
poster	постер
geographic	географической
geographic	географический
geographic	географические
rebounds	подборов
congo	конго
worse	хуже
restricted	ограниченные
restricted	ограниченное
restricted	ограничено
advocate	адвокат
doors	двери
naming	назвать
situations	ситуации
instructions	инструкция
instructions	инструкции
sullivan	салливан
tables	таблицы
tables	столы
tables	столики
leaf	лист
shoot	стреляй
shoot	стреляйте
shoot	стрелять
substitute	заменить
substitute	замена
restaurants	рестораны
spoke	говорил
errors	ошибки
enjoyed	наслаждался
framework	рамки
rocky	рокки
kerala	керала
shakespeare	шекспир
quantum	квантовой
immigration	иммиграция
immigration	иммиграции
mirror	зеркало
certified	сертифицированных
assets	активы
potentially	потенциально
presentation	презентации
presentation	презентация
presentation	представление
cotton	хлопок
sitting	сидя
sitting	сижу
sitting	сидим
sitting	сидеть
sitting	сидение
tournaments	турниры
syndrome	синдром
checked	проверил
checked	проверили
checked	проверено
forty	forty
forty	сорок
forty	сорока
journalism	журналистики
upload	загрузите
upload	загрузка
upload	загрузить
unsuccessful	безуспешными
unsuccessful	неудачная
towers	башни
conductor	дирижёр
conductor	проводник
hospitals	больницы
bone	кость
essex	эссекс
wellington	веллингтон
ideal	идеальная
ideal	идеал
raw	raw
raw	сырой
sharing	обмена
labels	ярлыки
leonard	леонард
watson	ватсон
watson	уотсон
governors	губернаторов
governors	управляющих
posting	публикация
posting	размещения
harvey	харви
bases	баз
bases	базы
hello	привет
hello	здравствуйте
rabbi	раввин
hardware	оборудование
ensemble	ансамбль
monster	монстр
monster	чудовище
pitcher	питчер
emphasis	упор
emphasis	акцент
recovery	оздоровление
recovery	восстановление
recovery	восстановления
aaron	аарон
aaron	аарона
lesser	меньшее
lesser	меньшей
qualification	квалификация
organic	органические
organic	органических
organic	органический
exposure	воздействия
palestine	палестины
palestine	палестину
palestine	палестина
thoughts	мысли
maurice	морис
immigrants	иммигранты
immigrants	иммигрантов
variant	вариант
lap	круг
legitimate	законных
legitimate	законное
legitimate	законные
legitimate	законная
legitimate	законный
autonomous	автономные
autonomous	автономных
autonomous	самостоятельный
wallace	уоллес
succession	наследование
succession	преемственность
throw	бросить
throw	бросок
monday	понедельник
reserves	резервы
reserves	резервов
reserves	запасы
reserves	резерв
donated	пожертвовали
donated	пожертвовал
donated	безвозмездно
increases	увеличивает
kid	парень
guidance	руководство
delivery	поставка
delivery	доставка
joan	джоан
fifty	пятьдесят
fifty	fifty
slave	раб
slave	раба
feedback	отклики
feedback	отзывы
feedback	отзыв
columbus	колумб
stones	камни
manage	управлять
cgi	cgi
initiated	начато
printing	печать
variable	переменная
variable	переменные
variable	переменной
theology	теологии
todd	тодд
parameters	параметры
traveled	путешествовал
canton	кантон
han	хан
reed	рид
celtic	кельтские
characteristic	характеристика
commanded	командовал
commanded	повелел
searching	поиск
inappropriate	неуместно
switch	переключатель
switch	переключить
switch	переключение
tube	трубку
tube	трубка
otto	отто
debt	долг
debt	долги
debt	задолженности
debt	задолженность
outdoor	открытый
navigation	судоходства
navigation	навигации
navigation	судоходство
experts	экспертов
experts	эксперты
expensive	дорогое
expensive	дорого
expensive	дорогие
gospel	евангелие
newton	ньютон
newton	ньютона
essays	эссе
shanghai	шанхай
conventional	обычных
campaigns	кампании
formations	формирований
feelings	чувства
bath	бани
bath	ванна
bath	бат
bath	ванной
bath	баня
venice	венеции
venice	венеция
cats	кошек
cats	коты
cats	кошки
variations	вариации
socks	носки
connecting	подключение
connecting	соединение
flood	наводнение
flood	потоп
flood	наводнений
documented	документально
custom	индивидуально
custom	обычай
profession	профессия
layout	макет
academics	ученые
settlers	поселенцев
settlers	поселенцы
merging	объединение
merging	слияние
sony	sony
sony	сони
competitors	конкуренты
competitors	конкурентов
phillips	филлипс
grass	трава
grass	травы
grass	траве
grass	траву
reservoir	водохранилище
artificial	искусственный
artificial	искусственные
artificial	искусственное
artificial	искусственных
novelist	писатель
tip	подсказка
prague	праге
prague	прага
abu	абу
faces	лица
guitars	гитары
aspx	aspx
laura	лора
laura	лаура
fellows	стипендиатов
internationally	международно
attacking	атакуют
attacking	атакует
attacking	атака
johann	иоганн
dreams	сны
dreams	мечты
hughes	хьюз
suburb	пригороде
understood	поняли
understood	понял
specialized	специализированных
specialized	специализированный
specialized	специализированная
specialized	специализированные
warned	предупреждал
warned	предупредила
warned	предупредил
warned	предупредили
pearl	жемчуг
pearl	жемчужина
pearl	перл
chorus	хор
chorus	хором
restrictions	ограничения
killer	убийца
killer	киллер
oakland	окленде
trio	трио
blocking	блокировка
blocking	блокирование
blocking	блокирует
mtv	mtv
cattle	скот
gear	снаряжение
gear	gear
gabriel	габриэль
skating	катание
fifteen	пятнадцать
palm	палм
palm	ладони
palm	palm
palm	ладонь
tale	сказка
demonstrate	демонстрировать
demonstrate	продемонстрировать
vary	варьироваться
liquid	жидкость
liquid	жидкий
liquid	жидкости
cycling	велоспорт
princeton	принстон
voices	голоса
voices	voices
friedrich	фридрих
jet	jet
horn	хорн
horn	рог
horn	гудок
horn	рога
erected	возведены
burning	горит
burning	сжигание
worker	работник
worker	рабочий
atmosphere	атмосфера
atmosphere	атмосферу
characterized	охарактеризовал
syrian	сирийской
syrian	сирийские
syrian	сирийская
welfare	благополучие
welfare	благосостояние
welfare	благосостояния
java	java
monitor	монитор
columns	столбцы
columns	колонки
columns	колонны
repair	ремонт
bin	бин
stick	держаться
stick	палка
dollars	доллары
organised	организованная
organised	организовано
organised	организованный
organised	организованные
organised	организован
organised	организованной
parameter	параметр
truly	воистину
truly	действительно
resolve	решимость
parade	парад
backed	поддерживаемые
awareness	осведомленность
awareness	осознание
awareness	осведомленности
depends	зависит
depends	смотря
define	определить
spencer	спенсер
republicans	республиканцы
conspiracy	заговор
conspiracy	заговора
conspiracy	сговор
dies	умирает
dies	умрет
clarke	кларк
rough	жесть
pine	пайн
equation	уравнения
equation	уравнение
feels	чувствует
feels	чувствуется
democrat	демократ
democrat	демократы
permitted	разрешена
permitted	разрешены
permitted	допускается
permitted	разрешено
button	кнопку
button	кнопка
attending	посещающих
brands	брендов
queens	королевы
abraham	авраам
abraham	абрахам
abraham	ибрахима
abraham	ибрахим
neck	шею
neck	шея
forever	навеки
forever	forever
forever	навсегда
forever	вечно
est	est
drink	пей
drink	пить
drink	выпить
drink	напиток
sheriff	шериф
miguel	мигель
aires	айресе
montgomery	монтгомери
vanity	суета
vanity	тщеславие
gift	подарок
gift	дар
riders	всадников
functional	функциональные
functional	функциональная
functional	функциональных
crossed	пересек
crossed	пересекли
diverse	различных
diverse	разнообразные
numbered	пронумерованы
quotes	цитаты
slowly	медленно
slowly	потихоньку
attitude	позиция
attitude	отношение
attitude	настрой
mouse	мышка
mouse	мыши
mouse	мышь
justin	джастин
protests	протесты
gods	боги
gods	богов
amounts	суммы
variation	вариации
smart	умная
smart	смарт
smart	умный
smart	smart
smart	умные
prices	цены
prayer	молитву
prayer	молитва
terrorism	терроризм
beta	бета
durham	дарем
counts	считается
iraqi	иракские
iraqi	иракцы
iraqi	иракский
iraqi	иракская
iraqi	ирака
detective	детектив
josh	джош
josh	джоша
compositions	составы
compositions	композиции
oval	овал
filming	снимать
filming	съемки
filming	съёмки
filming	снимаю
filming	снимаем
filming	съемка
perfectly	идеально
indianapolis	индианаполис
funeral	похороны
farmer	фермер
protestant	протестантской
cameron	камерон
cameron	кэмерон
indonesian	индонезии
mixing	смешивания
mumbai	мумбаи
nashville	нэшвилл
danger	опасности
danger	опасность
danger	опасный
rally	ралли
rally	митинг
narrative	повествование
narrative	рассказ
camps	лагерях
camps	лагеря
camps	лагерей
surprise	удивление
surprise	сюрприз
manufactured	изготовленные
manufactured	изготовлены
deployed	развернуты
deployed	развернутые
deployed	развернуто
kate	кейт
molecular	молекулярной
unnecessary	лишнее
unnecessary	ненужных
unnecessary	ненужные
theorem	теорема
colonies	колоний
colonies	колонии
cyprus	кипра
cyprus	кипр
cyprus	кипре
brings	приносит
winds	ветры
winds	ветра
magnetic	магнитные
conversation	переписку
conversation	переписка
conversation	разговор
conversation	беседа
sussex	сассекс
gates	гейтс
gates	ворота
ram	рама
ram	рам
plastic	пластик
plastic	пластиковый
plastic	пластиковые
plastic	пластика
electronics	электроники
restore	восстанавливать
restore	восстановить
stockholm	стокгольм
stockholm	стокгольмской
inn	инн
inn	inn
buses	автобусы
buses	автобусов
connect	связать
connect	подключиться
connect	соединение
connect	подключение
wmflabs	wmflabs
guests	гостей
guests	гости
radiation	радиации
radiation	излучение
radiation	радиация
receives	получает
lancashire	ланкашира
cork	пробка
cork	корк
generals	генералов
intermediate	промежуточный
intermediate	промежуточные
intermediate	промежуточных
filipino	филиппинских
reaches	достигает
oriented	ориентированная
oriented	ориентированное
oriented	ориентированный
hamburg	гамбург
creates	создается
creates	создает
orbit	орбиты
orbit	орбиту
massacre	резня
massacre	бойня
dialogue	диалог
illness	болезнь
illness	заболевание
illness	болезни
dress	платье
codes	кодексы
codes	коды
dawn	рассвете
dawn	рассвет
dawn	дон
isolated	изолированных
nancy	нэнси
violations	нарушения
perth	перт
ladies	леди
ladies	дамы
autumn	осенний
autumn	осень
ratings	рейтинг
ratings	рейтинги
ratings	оценки
incorrect	неправильный
incorrect	неверное
incorrect	неверный
incorrect	неверно
scout	скаут
difficulty	трудности
difficulty	трудность
difficulty	сложность
pupils	ученики
pupils	зрачки
pupils	учащиеся
pupils	школьники
wealth	богатства
wealth	богатство
hart	харт
toured	гастролировала
allegations	утверждения
allegations	обвинения
regulation	регламент
regulation	регулирование
watching	наблюдаю
watching	смотрим
watching	смотрю
lodge	лодж
lodge	ложа
eggs	яйца
disputed	спорных
citizenship	гражданство
specialist	специалиста
specialist	специалист
tasks	задачи
intent	намерение
intent	намерения
instruction	инструкция
pride	гордыня
pride	гордость
banner	знамя
banner	баннер
friendship	дружбы
friendship	дружба
panama	панаме
panama	панама
corruption	коррупция
corruption	коррупции
sunk	потопил
harm	вред
harm	вреда
ernest	эрнест
pilots	пилоты
pilots	пилотов
tape	кассета
tape	лента
tape	ленту
emigrants	эмигрантов
cancelled	отменена
cancelled	отменено
cancelled	отменен
cancelled	отменены
revenge	месть
revision	пересмотр
revision	пересмотра
dominant	доминирующей
fee	плату
fee	гонорар
fee	плата
computing	вычисления
examination	экзамен
examination	экзамены
chen	чен
chen	чэнь
matrix	матрицы
matrix	матрицу
matrix	матрица
das	дас
kiss	поцелуй
kiss	kiss
kiss	целуй
valign	valign
nationalist	националистических
luck	удача
crosses	кресты
bid	ставка
appreciate	ценю
appreciate	оцениваем
enemies	враги
enemies	врагам
enemies	врагов
mercury	ртути
mercury	ртуть
mercury	меркурий
interactive	интерактивные
interactive	интерактивный
interactive	интерактивного
math	математика
preserve	сохранять
nobel	нобелевской
grande	гранде
keeps	держит
structural	структурная
structural	структурных
structural	структурные
marry	жениться
airports	аэропорты
airports	аэропортах
veterans	ветеранов
airline	авиакомпании
airline	авиалинии
airline	авиакомпания
axis	оси
axis	ось
execution	казни
execution	исполнение
execution	казнь
cult	культ
reducing	уменьшение
colin	колина
colin	колин
colin	колен
chester	честер
ticket	билет
belonging	принадлежащих
entity	образований
bombing	взрыв
bombing	бомбардировки
recognised	признан
recognised	признано
recognised	признали
recognised	признанных
applicable	применимо
founders	основатели
founders	основателей
wilhelm	вильгельм
suddenly	неожиданно
suddenly	внезапно
suddenly	вдруг
parking	стоянка
parking	парковка
absolute	абсолютной
absolute	абсолютный
absolute	абсолютная
absolute	абсолютное
françois	франсуа
locomotive	локомотив
preparation	подготовка
preparation	приготовление
nintendo	nintendo
declaration	декларация
declaration	заявление
presumably	предположительно
burial	похороны
burial	захоронения
burial	захоронение
jamaica	ямайка
jamaica	ямайки
knowing	зная
vladimir	владимир
beating	избиение
methodist	методистской
utf	utf
challenges	задачи
challenges	проблемы
challenges	вызовы
kenneth	кеннет
evolved	эволюционировали
celebration	праздник
celebration	празднование
celebration	торжество
discipline	дисциплины
discipline	дисциплина
discipline	дисциплину
belonged	принадлежали
fauna	фауны
manuscript	рукопись
experiments	опыты
experiments	эксперименты
chiefs	вождей
chiefs	начальники
chiefs	вожди
compound	комплекса
compound	соединение
tampa	тампе
arabia	аравия
associations	ассоциаций
associations	ассоциации
targets	мишени
targets	цели
alien	пришелец
alien	чужой
alien	иностранец
depicted	изображен
sergeant	сержант
thirteen	тринадцать
thirteen	thirteen
thick	толстый
thick	толстая
thick	толщиной
thick	толстые
extend	продлить
dismissed	отклонил
dismissed	уволен
neo	нео
wire	провод
phd	phd
measured	измеренная
measured	измеряется
fat	толстый
fat	толстая
fat	жир
fat	жирный
visits	поездки
visits	визиты
visits	посещений
visits	посещения
linux	linux
teach	преподавать
teach	учить
teach	научить
flights	полеты
flights	рейсы
verse	стих
bennett	беннетт
bennett	беннет
warm	тепло
warm	теплая
warm	теплые
warm	тёплый
warm	теплый
dynamic	динамические
dynamic	динамических
dynamic	динамично
shaw	шоу
shaw	шо
breaks	перерывы
grandson	внук
grandson	внука
monuments	памятников
monuments	памятники
lying	ложь
lying	лежа
lying	вру
lying	лгу
lords	лордов
michel	мишель
treat	угощение
treat	лечить
raid	рейд
raid	налет
congregation	конгрегация
temperatures	температуры
temperatures	температура
testament	завет
testament	завещание
drinking	питьевой
drinking	пью
drinking	пить
companion	товарищ
manila	маниле
punjab	пенджаб
consideration	рассмотрение
veteran	ветеран
doctors	доктора
doctors	врачей
doctors	врачи
carries	несет
ruler	правитель
wise	мудрый
wise	мудро
wise	мудрое
wise	мудрые
shipping	судоходство
shipping	доставка
afc	афк
worthy	достойные
worthy	достоин
worthy	достойная
worthy	достойный
worthy	достойна
registration	регистрация
directory	каталог
directory	папка
directory	справочник
wyoming	вайоминг
manitoba	манитобы
vietnamese	вьетнама
ronald	рональд
cuban	кубинский
cuban	кубинского
burns	бёрнс
