年	イヤー
常數	定数
摩托	バイク
摩托	オートバイ
摩托	モト
家用	世帯
家用	国内
導彈	ミサイル
導彈	ミサイル
協商	諮問
協商	相談
協商	協議
協商	相談
電梯	エレベーター
電梯	リフト
電梯	エレベーター
非正式	非公式
困	眠い
王妃	王女
王妃	プリンセス
不當	不適切
瀏覽器	ブラウザー
瀏覽器	ブラウザー
瀏覽器	ブラウザ
心情	リアクション
心情	気分
心情	ムード
不丹	ブータン
弧	アーク
弧	arc
帥	ハンサム
帥	イケメン
語法	文法
語法	構文
橄欖球	フットボール
橄欖球	ラグビー
罐	jar
流放	exile
流放	流罪
流放	亡命
流放	流罪
流放	追放
流放	流罪
流放	配流
農場	農場
農場	ファーム
寶石	ジュエル
寶石	宝石
寶石	gem
拿破崙	ナポレオン
存活	サバイバル
炮塔	タレット
宣誓	宣誓
生理	生理学
丹尼爾	ダニエル
現金	現金
咬	噛む
火炬	トーチ
火炬	たいまつ
低音	バス
低音	ベース
八卦	ゴシップ
勸	説得
車道	レーン
車道	車線
車道	車道
跳水	ダイビング
跳水	潜る
跳水	ダイビング
格鬥	ファイティング
巨型	巨人
巨型	ジャイアント
巨型	巨大
增援	援軍
增援	強化
頭髮	ヘアー
頭髮	髪の毛
頭髮	ヘア
頭髮	毛髪
和尚	モンク
和尚	僧侶
整修	リフォーム
整修	リフォーム
罕見	レア
家長	両親
家長	保護者
集團軍	アーミー
集團軍	軍隊
集團軍	陸軍
司長	監督
司長	ディレクター
司長	取締役
玉米	コーン
玉米	トウモロコシ
玉米	とうもろこし
約瑟夫	ヨセフ
西門	シモン
西門	サイモン
泵	ポンプ
泵	パンプス
泵	ポンプ
長江	長江
辯論	ディベート
辯論	ディベート
討厭	憎悪
討厭	嫌い
討厭	憎しみ
剩餘	残り
剩餘	残額
搭檔	パートナー
夜晚	ナイツ
夜晚	ナイト
補助	補助金
轉型	変遷
轉型	転移
轉型	変換
負擔	重荷
負擔	負担
信託	トラスト
信託	trust
信託	信頼
信託	信託
躍	飛躍
不便	不便
不便	不便
不便	不都合
作物	農産物
作物	作物
作物	トリミング
作物	切り取る
作物	切り取り
檢察官	検察官
檢察官	検事
歧視	差別
芽	つぼみ
芽	バド
跳舞	ダンス
跳舞	ダンス
跳舞	ダンシング
跳舞	踊り
跳舞	踊る
疫苗	ワクチン
疫苗	ワクチン
干擾	妨害
干擾	干渉
精度	精度
精度	正確性
精度	精度
講師	講師
終點站	端末
終點站	ターミナル
酒精	アルコール
傘	アンブレラ
儒家	儒教
儒家	儒教
追擊	追跡
追擊	追求
單車	サイクリング
單車	バイク
單車	自転車
單車	自転車
景觀	景色
景觀	風景
景觀	横長
景觀	風景
景觀	横向き
本田	本多
本田	ホンダ
本田	本田
控制器	コントローラ
控制器	コントローラー
推力	推力
限量	限定
限量	limited
犧牲	生贄
犧牲	犠牲
犧牲	生贄
實質	エッセンス
實質	本質
實質	物質
午夜	ミッドナイト
午夜	真夜中
塑料	プラスチック
塑料	合成樹脂
塑料	ビニール
塑料	プラスチック
塑料	プラスティック
哭	クライ
哭	泣く
哭	泣き
哭	泣く
參議員	議員
汽油	ガソリン
汽油	気体
汽油	ガス
汽油	ガソリン
地主	地主
地主	家主
臀	股関節
臀	ヒップ
臀	股関節
難民	難民
難民	難民
科威特	クウェート
荔枝	レイシ
毒品	ドラッグ
毒品	薬物
衰落	辞退
衰落	拒否
衰落	却下
賊	泥棒
興起	出現
中尉	警部補
中尉	中尉
爭論	論争
爭論	論証
爭論	論証
爭論	引数
商標	商標
商標	商標
輔導	カウンセリング
輔導	コーチング
輔導	カウンセリング
轉變	変換
轉變	変換
轉變	変形
公噸	トン
公噸	トン
實踐	練習
天鵝	白鳥
天鵝	白鳥
天鵝	スワン
喝	飲み物
喝	ドリンク
喝	飲む
夢幻	ドリーム
夢幻	dream
音效	サウンド
壇	祭壇
教派	セクト
教派	セクト
教派	宗派
囚禁	禁錮
染	染める
染	染料
染	染め
實用	役に立つ
實用	効用
實用	ユーティリティー
實用	ユーティリティ
水星	水星
水星	マーキュリー
水星	水銀
上野	上野
落後	後方
剛果	コンゴ
喪失	損失
喪失	喪失
注射	注射
注射	インジェクション
注射	注射
地底	地下
地底	地下鉄
傳遞	リレー
曙光	トワイライト
曙光	たそがれ
研究員	研究者
研究員	研究員
心靈	mind
心靈	マインド
頭顱	髑髏
頭顱	頭蓋骨
遺跡	遺物
遺跡	廃墟
遺跡	遺跡
鸚鵡	インコ
鸚鵡	オウム
約會	デート
約會	日付
約會	デート
約會	出会い
約會	交際
緊張	緊張
緊張	神経質
光束	ビーム
澄清	釈明
壞	バッド
壞	悪い
滿意	満足
滿意	満足
合計	集計
合計	集約
合計	集計
合計	集約
合計	集計
囚犯	捕虜
囚犯	囚人
囚犯	囚人
便宜	安い
便宜	安上がり
第五次	フィフス
影子	シャドウズ
影子	シャドー
影子	シャドウ
緩慢	遅い
緩慢	スロー
產量	出来上がり
產量	利回り
產量	製作
產量	生産
產量	プロダクション
產量	出来上がり
報章	新聞紙
報章	新聞
報章	新聞紙
報章	新聞
死神	デス
大海	sea
緊	きつい
廣義	広い
廣義	広い
摘要	抽象
檢驗	テスト
麒麟	きりん
多重	倍数
多重	複数
火災	火事
火災	ファイア
火災	火災
尺度	スケール
尺度	ウロコ
巴巴	ババ
巴巴	馬場
復出	カムバック
客人	ゲスト
客人	ゲスト
精確	精度
拘留	拘禁
拘留	勾留
拘留	留置
拘留	収容
護理	看護
護理	ケア
護理	介護
成像	イメージング
諷刺	皮肉
諷刺	皮肉
諷刺	皮肉
地板	フロア
鬥爭	闘争
鬥爭	格闘
檢測	検知
檢測	検出
冰島	アイスランド
排放	排出
牛奶	牛乳
牛奶	ミルク
原生	ネイティブ
交響曲	交響曲
交響曲	シンフォニー
彎	曲げる
彎	ベント
製片人	プロデューサー
製片人	プロデューサー
棕色	褐色
棕色	茶色
棕色	ブラウン
氏族	氏族
氏族	氏族
稍微	あまり
醛	アルデヒド
依賴	依存
依賴	依存
依賴	甘え
共振	共鳴
戰時	戦時
緬	ビルマ
硫酸	硫酸
手指	フィンガー
投影	投影
龔	ゴング
署長	管理者
署長	管理人
面具	仮面
面具	マスク
面具	マスク
雷射	レーザー
效能	実効
皇冠	クラウン
統治者	ルーラー
統治者	定規
統治者	ルーラー
統治者	定規
豪華	デラックス
豪華	贅沢
認真	深刻
認真	マジ
簽證	visa
簽證	ビザ
簽證	査証
全能	全能
就業	雇用
電動	エレクトリック
電動	電気
戀人	恋人
小野	小野
指派	譲渡
指派	代入
指派	割り当て
指派	代入
指派	割り当て
指派	割り当てる
指派	割り当て
毒性	毒性
毒性	毒性
賭	賭け事
賭	ギャンブル
賭	賭博
賭	賭ける
賭	ベット
賭	賭け
太太	ミセス
太太	mrs
翅膀	ウイングス
刷	ブラシ
字典	辞書
字典	辞典
字典	辞書
字典	辞典
激素	ホルモン
激素	ホルモン
盟友	アライ
盟友	アリー
墨爾本	メルボルン
桶	バレル
桶	バケット
桶	バケツ
桶	バケツ
男生	boys
男生	男の子
網址	url
網址	url
鍵盤	キーボード
鍵盤	キーボード
奴隸	奴隷
休閒	レクリエーション
休閒	カジュアル
休閒	レジャー
休閒	余暇
犯人	捕虜
犯人	囚人
犯人	囚人
同伴	コンパニオン
壓縮	圧縮
壓縮	圧縮
壓縮	圧縮
果實	フルーツ
果實	果実
果實	果物
果實	フルーツ
果實	果実
果實	果物
各州	カウンティ
壽命	長寿
缺席	不在
缺席	欠席
缺席	欠席
基輔	キエフ
七個	seven
七個	セブン
綁架	誘拐
綁架	拉致
反叛	反乱
修理	修理
修理	修理
丹佛	デンバー
近海	オフショア
阿部	安部
阿部	安倍
阿部	阿部
玻利維亞	ボリビア
墜毀	クラッシュ
服飾	服装
恐懼	恐怖
恐懼	恐れ
徽章	バッジ
徽章	バナー
徽章	バッジ
暴動	暴動
暴動	暴動
排版	レイアウト
浸	dip
滿洲	満州
及時	タイムリー
瀏覽	閲覧
瀏覽	ブラウズ
瀏覽	閲覧
瀏覽	ブラウズ
瀏覽	表示
瀏覽	見る
瀏覽	ビュー
姊姊	sis
姊姊	姉妹
姊姊	シスター
山崎	山崎
哈薩克	カザフスタン
貸款	ローン
貸款	融資
貸款	ローン
貸款	融資
關卡	チェックポイント
關卡	レベル
關卡	レベル
常規	ルーチン
常規	日課
創業	起動
創業	起業
開心	ハッピー
開心	幸せ
畢業生	卒業生
高潮	オーガズム
高潮	クライマックス
骨骼	スケルトン
骨骼	骨格
孔雀	クジャク
特工	エージェント
特工	代理人
跟著	フォロー
汞	水星
汞	マーキュリー
汞	水銀
預設	デフォルト
預設	デフォルト
雷霆	サンダー
趨勢	トレンド
趨勢	流行
後代	子孫
後代	子孫
後代	子孫
後代	後裔
後代	末裔
變動	変更
時光	タイム
時光	時間
保衛	擁護
鞍	サドル
北極	北極
變換	変換
變換	変換
變換	変形
變換	変換
年紀	age
年紀	年齢
花費	出費
岐阜	岐阜
戈爾	ゴア
瓦特	ワット
瓦特	ワッツ
聊天	チャット
聊天	雑談
橋本	橋本
漂亮	美しい
漂亮	ビューティフル
漂亮	可愛い
災難	災害
災難	災害
與此同時	その間
與此同時	一方
三角洲	デルタ
媒介	メディア
媒介	ミディアム
媒介	メディア
叔叔	叔父
叔叔	伯父
叔叔	おじさん
叔叔	おじ
叔叔	アンクル
棉花	木綿
棉花	コットン
外星人	エイリアン
外星人	エイリアン
宮城	宮城
趾	爪先
趾	つま先
業界	業界
業界	産業
少校	少佐
少校	メジャー
少校	専攻
預言	予言
預言	預言
譴責	収用
溫帶	温帯
製片	プロデューサー
廣播電台	ラジオ
故鄉	家路
極端	エクストリーム
活力	ダイナミズム
活力	活力
假名	偽名
假名	カナ
假名	仮名
大氣層	大気
大氣層	大気圏
大氣層	雰囲気
閔	ミン
閔	min
斑點	斑点
斑點	スポット
斑點	blob
斑點	斑点
恨	憎悪
恨	嫌い
恨	憎しみ
決鬥	決闘
支出	支出
支出	支出
支出	費用
支出	経費
降水量	降水
降水量	沈殿
提取	エキス
提取	吸い出し
善意	親善
善意	のれん
革新	イノベーション
革新	革新
革新	イノベーション
傍晚	夕方
柔道	柔道
格局	パターン
格局	パターン
字幕	字幕
字幕	サブタイトル
字幕	サブタイトル
陵墓	霊廟
陵墓	陵墓
幽靈	お化け
幽靈	幽霊
幽靈	ゴースト
穹	ドーム
血統	系統
血統	血統
血統	系譜
血統	降下
瑪麗亞	マリア
瑪麗亞	マリヤ
喬治亞	グルジア
喬治亞	ジョージア
手工	手作り
手工	手製
困境	苦境
困境	ジレンマ
眼鏡	メガネ
眼鏡	めがね
眼鏡	眼鏡
版面	レイアウト
濃度	濃度
漏	漏れ
漏	漏洩
中性	中性
中性	ニュートラル
陪同	エスコート
陪同	護送
家屬	家族
圖形	グラフ
圖形	グラフィック
圖形	グラフィック
圖形	グラフィックス
老鼠	ラット
老鼠	ネズミ
流派	ジャンル
流派	ジャンル
微笑	笑顔
微笑	スマイル
微笑	笑顔
石頭	ストーン
石頭	ロック
審議	対価
審議	審議
魔力	magic
魔力	魔法
魔力	マジック
有機	有機
金字塔	ピラミッド
金字塔	ピラミッド
橙色	orange
橙色	オレンジ
啓	kai
啓	カイ
飲料	飲み物
飲料	飲料
飲料	飲み物
飲料	ドリンク
名次	ランキング
向外	外側
幾何	ジオメトリ
幾何	図形
曲線	カーブ
曲線	曲線
曲線	カーブ
曲線	曲線
延遲	ディレイ
延遲	遅延
延遲	遅延
條紋	ストライプ
條紋	ストライプ
署名	帰属
海灘	ビーチ
海灘	砂浜
海灘	ビーチ
研討會	セミナー
研討會	ワークショップ
研討會	作業場
研討會	セミナー
馬匹	ウマ
馬匹	ウマ
露西	ルーシー
鼬	イタチ
硬體	金物
硬體	ハードウェア
說服	説得
月光	ムーンライト
官邸	住居
官邸	邸宅
娃娃	人形
娃娃	人形
專注	焦点
專注	フォーカス
住戶	世帯
住戶	世帯
實習	インターン
實習	インターンシップ
實習	インターン
同情	思いやり
同情	同情
同情	同情
秋天	落ちる
秋天	落下
耶和華	エホバ
教科書	教科書
教科書	教科書
懷孕	妊娠
懷孕	妊娠
逃離	エスケープ
逃離	脱出
細菌	細菌
細菌	バクテリア
發掘	掘削
發掘	発掘
爬行	クロール
爬行	コソコソ
立體	ステレオ
傾斜	ティルト
傾斜	傾き
傾斜	傾ける
傾斜	傾き
八個	eight
八個	エイト
最愛	お気に入り
蓮花	ハス
蓮花	ロータス
顧客	カスタマー
顧客	顧客
顧客	カスタマー
冕	コロナ
冕	コロナ
人質	人質
人質	人質
拍賣	競売
拍賣	オークション
拍賣	せり
拍賣	競売
拍賣	オークション
比重	比率
比重	割合
駕駛員	運転手
駕駛員	ドライバ
駕駛員	ドライバー
駕駛員	パイロット
聚合	集計
聚合	集約
稀有	レア
炸	ブロウ
炸	ブロー
上次	最終
上次	ラスト
上次	最後
公牛	ブルズ
公牛	ブル
診斷	診断
診斷	診断
信件	手紙
信件	メッセージ
信件	手紙
信件	letter
信件	レター
信件	郵便
信件	メール
信件	メッセージ
信件	伝言
擲	投げる
近日	最近
主機	ホスト
主機	主催
主機	ホスト
主機	ホスティング
主機	主催
蛋白質	タンパク質
蛋白質	たんぱく質
世俗	平凡
世俗	世俗
錄音室	スタジオ
罷工	ストライキ
罷工	ストライク
屋頂	屋上
屋頂	屋根
陰謀	プロット
陰謀	陰謀
偏向	バイアス
新星	ノヴァ
新星	新星
烏拉圭	ウルグアイ
番茄	トマト
番茄	トマト
夏日	summer
夏日	サマー
白天	day
白天	一日
間諜	スパイ
間諜	スパイ
糧食	食べ物
糧食	料理
糧食	食品
糧食	穀物
微生物	微生物
付費	支払う
付費	支払い
付費	有料
強迫	強要
強迫	強制
強迫	強要
文法	文法
俘虜	捕虜
俘虜	囚人
歲月	年数
殭屍	ゾンビ
護士	ナース
立體聲	ステレオ
海關	風習
假定	想定
假定	就任
假定	推定
裙	ドレス
裙	スカート
菩薩	菩薩
菩薩	ブッダ
菩薩	仏陀
競技場	アレーナ
競技場	アリーナ
立方	立方体
立方	キューブ
立方	三次
無線電	ラジオ
麻省理工	mit
爬	登る
爬	クロール
捐贈	募金
捐贈	寄付
捐贈	募金
捐贈	寄付
捐贈	募金
捐贈	寄付
搬遷	移転
伴奏	伴奏
核准	承認
核准	承認
中野	中野
脂肪	脂肪
尊敬	尊敬
尊敬	尊重
尊敬	リスペクト
尊敬	敬意
十字架	十字架
十字架	クロス
十字架	cross
十字架	十字
感動	感動
感動	引越し
感動	移動
感動	さわる
住所	住居
住所	居所
住所	住所
單人	シングル
單人	独身
運河	運河
運河	運河
星期四	木曜日
星期四	木曜
大門	ゲート
空白	隙間
空白	ギャップ
空白	空っぽ
空白	空欄
空白	ブランク
紀念碑	追悼
紀念碑	記念碑
紀念碑	モニュメント
紀念碑	記念碑
紀念碑	モニュメント
紀念碑	記念碑
人道	人類
驗證	認証
驗證	検証
驗證	認証
驗證	検証
驗證	認証
驗證	検証
驗證	validate
驗證	検証
山姆	サム
監禁	禁錮
爐	コンロ
爐	ストーブ
爐	オーブン
票價	料金
票價	運賃
亞當	アダム
偵察	偵察
偵察	偵察
銷售量	販売
銷售量	売り上げ
銷售量	セールス
銷售量	売上
侮辱	侮蔑
侮辱	侮辱
境外	オフショア
管家	バトラー
鰈	ヒラメ
平凡	平凡
平凡	普通
水塘	貯水池
駒	クイ
見證	証人
音響	ステレオ
馬拉松	マラソン
聚合物	高分子
專欄	カラム
未成年	マイナー
清洗	パージ
清洗	粛清
清洗	クリーニング
清洗	洗浄
清洗	清掃
清洗	掃除
清洗	クレンジング
誤會	誤解
太空船	宇宙船
控告	公訴
天主教徒	カトリック
決心	解決
決心	解消
決心	裁決
罰	ペナルティ
個案	ケース
官僚	官僚
暑假	summer
暑假	サマー
鞏固	統合
鞏固	併合
燃油	燃料
仲裁	仲裁
降水	降水
降水	沈殿
胃	お腹
遇見	met
姑娘	ガール
姑娘	少女
姑娘	女の子
北歐	ノルディック
雨量	降雨量
雨量	降雨
模組	モジュール
洞穴	洞窟
洞穴	洞窟
千歲	千歳
游泳池	プール
次郎	二郎
次郎	次郎
印度尼西亞	インドネシア
貝拉	ベラ
權威	権威
權威	権限
權威	職権
樣本	サンプリング
樣本	サンプル
樣本	標本
樣本	見本
樣本	サンプル
住房	住居
住房	住宅
接納	入場
接納	入学
接納	入園
旗艦	旗艦
惡意	悪意
惡意	悪意
發放	発行
發放	発令
發放	交付
渠道	チャネル
渠道	チャンネル
旅館	ホテル
旅館	ホテル
旅館	hotels
動物園	動物園
動物園	動物園
動物園	zoo
精品	ブティック
本質	エッセンス
本質	本質
扭曲	ひねり
扭曲	ツイスト
扭曲	skew
扭曲	ツイスト
扭曲	歪み
也許	たぶん
也許	多分
也許	未定
村莊	村落
村莊	村落
村莊	ヴィレッジ
週六	土曜日
週六	sat
預告	teaser
預告	トレーラー
預告	予告編
節日	フェスティバル
節日	祭事
節日	祭り
節日	お祭り
節日	祭事
節日	祭り
節日	祝日
節日	休日
節日	ホリデー
節日	祝日
節日	休日
地層	地層
地層	地層
重疊	重複
停泊	停泊
候補	交互
守門員	ゴールキーパー
瓷	磁器
愛好者	enthusiast
禮物	ギフト
禮物	贈り物
禮物	ギフト
禮物	贈り物
虐待	不適切
虐待	誤用
虐待	虐待
工藝	工芸
工藝	クラフト
工藝	工芸
描繪	描写
描繪	描写
聊	チャット
聊	雑談
聊	トーク
商用	コマーシャル
商用	商用
商用	商業
先驅	パイオニア
先知	oracle
先知	オラクル
先知	神託
挑	ピック
撤離	避難
撤離	避難
產物	製品
產物	プロダクト
法學	法学
美容	美容
克服	克服
克服	克服
年表	沿革
年表	年表
漏洞	抜け穴
配件	アクセサリ
配件	アクセサリー
配件	アクセサリー
邁阿密	マイアミ
寒冷	風邪
寒冷	コールド
寒冷	冷たい
寒冷	寒い
靴	ブート
靴	ブーツ
靴	ブーツ
晚會	ガーラ
手冊	ハンドブック
手冊	マニュアル
手冊	manual
手冊	手動
手冊	マニュアル
整數	整数
瑞安	ライアン
馬尼拉	マニラ
妖精	ゴブリン
妖精	ゴブリン
預防	予防
預防	予防
預防	防止
修士	修道士
表決	投票
表決	投票
濫用	誤用
濫用	不適切
濫用	誤用
濫用	虐待
好萊塢	ハリウッド
汁	ジュース
小吃	スナック
小吃	スナック
海王星	海王星
海王星	ネプチューン
犁	プラウ
黃昏	トワイライト
黃昏	たそがれ
黃昏	夕暮れ
地理位置	地理
演變	進化
演變	evolution
航程	航海
夾	クリップ
某人	誰か
階層	地層
貨車	トラック
貨車	バン
貨車	ヴァン
熱情	熱意
熱情	パッション
熱情	情熱
熱情	受難
境界	レルム
天天	everyday
天天	日常
天天	毎日
手動	manual
手動	手動
手動	マニュアル
噪音	ノイズ
噪音	騒音
星期三	水曜
星期三	水曜日
評論家	評論家
評論家	評論家
評論家	批評家
尿	小便
電源	権力
電源	パワー
大洋	大洋
演說	音声
演說	スピーチ
侯爵	侯爵
侯爵	侯爵
德克薩斯州	テキサス
學員	研修生
矮星	ドワーフ
矮星	小人
構想	概念
構想	コンセプト
主修	少佐
主修	メジャー
主修	専攻
支柱	バックボーン
帳戶	口座
帳戶	アカウント
公國	公国
公國	公国
曲棍球	ホッケー
曲棍球	アイスホッケー
靈感	インスパイア
靈感	インスピレーション
靈感	インスパイア
太田	太田
計算機	コンピューター
計算機	コンピュータ
計算機	コンピューター
計算機	コンピュータ
財政部	国庫
買賣	取引
買賣	セール
改正	修正
改正	補正
改正	訂正
改正	整流
制裁	制裁
制裁	制裁
可怕	怖い
刺客	暗殺
手稿	写本
手稿	原稿
手稿	写本
中川	中川
櫻井	桜井
替換	置換
替換	置換
純粹	ピュア
純粹	純粋
創始人	創始者
創始人	開祖
精密	洗練された
精密	洗練
精密	精度
輕鬆	イージー
輕鬆	易しい
輕鬆	やさしい
輕鬆	簡単
友情	友情
友情	友情
引述	引用
引述	クォート
萬里	マイル
反正	とにかく
繼承人	相続
導航	ナビゲート
導航	ナビゲータ
導航	航法
導航	ナビゲーション
導航	ナビゲーション
導航	ナビゲート
鵰	ワシ
鵰	イーグル
退化	変性
退化	退廃
退化	劣化
季度	四半期
季度	クォーター
季度	四半期
周日	日曜日
向下	ダウン
佛羅里達州	フロリダ
尼泊爾	ネパール
雙重	ダブル
雙重	二重
雙重	デュアル
吞	飲み込む
吞	ツバメ
捕捉	キャプチャー
捕捉	キャプチャ
捕捉	攻略
捕捉	キャプチャ
降雨	降雨量
降雨	降雨
偶爾	時折
偶爾	たまに
選項	オプション
選項	オプション
貴州	貴州省
部族	氏族
部族	部族
部族	氏族
折扣	割引
折扣	ディスカウント
折扣	割引
折扣	ディスカウント
折扣	割引き
氣氛	大気
氣氛	大気圏
氣氛	雰囲気
糧	穀物
反派	悪役
召回	リコール
頻繁	頻繁
頻繁	頻繁
保密	機密
保密	機密
保密	内密
保密	秘密
姿態	身振り
姿態	ジェスチャー
姿態	姿勢
渡輪	フェリー
渡輪	フェリー
財富	フォーチュン
轉化	変換
分泌	分泌
蕉	バナナ
性感	セクシー
存取	アクセス
存取	アクセス
初級	ジュニア
初級	メイン
初級	プライマリ
香蕉	バナナ
香蕉	バナナ
迷宮	迷宮
迷宮	ラビリンス
迷宮	迷路
度量	メートル法
度量	計測
度量	測定
度量	測定
州長	知事
省略	省略
省略	省略
省略	省略
驚人	素晴らしい
驚人	凄い
驚人	すごい
振興	若返り
振興	リバイバル
伽利略	ガリレオ
氦	ヘリウム
金沙	サンズ
利比亞	リビア
畜牧	家畜
鯨魚	クジラ
鯨魚	クジラ
告白	懺悔
告白	自白
告白	告白
貪污	横領
處分	処分
難度	困難
攔截	インターセプト
海事	マリン
海事	海事
最短	最短
視野	ヴィジョン
視野	ビジョン
視野	vision
結尾	終了
結尾	エンド
結尾	エンディング
胸部	乳房
胸部	母乳
二郎	二郎
二郎	次郎
破產	破産
破產	倒産
破產	破産
破產	倒産
精神病	精神病
左側	左側
業主	オーナー
業主	所有者
業主	オーナー
業主	所有者
業主	地主
業主	家主
喜好	設定
喜好	好み
小泉	小泉
纖維	繊維
纖維	繊維
纖維	布地
纖維	生地
纖維	織物
纖維	繊維
海港	ハーバー
渴望	あこがれ
矩陣	行列
矩陣	マトリックス
攝影師	カメラマン
攝影師	カメラマン
挑選	選考
挑選	セレクション
挑選	選択
挑選	ピック
聖誕節	クリスマス
聖誕節	xmas
塔吉克	タジキスタン
學歷	教育
學歷	学歴
座標	座標
急性	急性
急性	アキュート
扭	ひねり
扭	ツイスト
繩	ロープ
特技	スタント
特技	アクロバット
特技	曲芸
特技	スタント
睡眠	睡眠
睡眠	眠る
睡眠	スリープ
效忠	忠誠
採購	調達
採購	購買
採購	購入
忘記	forget
懲罰	ペナルティ
懲罰	処罰
離職	別居
離職	分離
對比	比較
對比	コントラスト
光線	軽い
光線	明るい
光線	ライト
信用	信用
信用	クレジット
信用	クレジット
信用	謝辞
重生	リバース
裁撤	廃止
詞典	辞書
詞典	辞典
詞典	辞書
詞典	辞典
申請者	申請者
申請者	志願者
自由主義	リベラル
自由主義	自由主義
缺點	衰弱
缺點	欠点
缺點	短所
缺點	不利益
禮儀	礼儀
禮儀	マナー
禮儀	マナー
土司	トースト
農村	田舎
報復	報復
報復	復讐
報復	リベンジ
頂點	頂点
多功能	多目的
途徑	経路
途徑	小道
覺醒	覚醒
例行	ルーチン
例行	日課
已婚	既婚
微分	微分
微分	分化
微分	差動
微分	微分
傳教	宣教師
交替	交互
交替	交代
手臂	arm
雙手	両手
魔神	magic
魔神	魔法
魔神	マジック
極度	きわめて
極度	極めて
極度	エクストリーム
交出	降伏
獲取	ゲット
獲取	get
屠殺	虐殺
屠殺	屠殺
演習	演習
演習	運動
演習	行使
演習	エクササイズ
演習	ドリル
巴拿馬	パナマ
攝氏	摂氏
匹配	マッチ
匹配	一致
匹配	マッチング
匹配	マッチ
匹配	一致
損害	被害
損害	ダメージ
損害	損傷
損害	損害
斷層	断層
斷層	フォールト
斷層	フォルト
斷層	フォールト
力士	ルクス
出境	終了
出境	exit
出境	出口
出境	出発
郊區	郊外
郊區	郊外
郊區	郊外
郊區	郊外
哈哈	ハハ
哈哈	haha
哈哈	lol
願望	欲望
願望	wish
願望	ウィッシュ
願望	願いごと
貧窮	貧困
光滑	スムーズ
光滑	スムース
光滑	滑らか
光滑	光沢
君子	紳士
君子	ジェントルマン
福井	福井
遲	遅い
詞語	言葉
詞語	単語
生物學	生物
債務	債務
光芒	輝き
光芒	グロー
俄語	ロシア
穿梭	シャトル
渲染	レンダリング
按鈕	ボタン
按鈕	ボタン
翰林	翰林
陣線	フロント
陣線	表側
陣線	前面
分化	分ける
分化	割る
分化	除算
氨基	網野
氨基	アミノ酸
週日	日曜日
跆拳道	テコンドー
跆拳道	キックボクシング
題目	話題
題目	トピック
題目	トピック
高知	高知
高知	高知
忙	忙しい
忙	ビジー
半導體	半導体
半導體	半導体
評分	評価
評分	格付
評分	評価
評分	レート
評分	評価
附件	差押え
附件	添付
附件	愛着
泡沫	バブル
狀元	学者
動員	動員
倉庫	倉庫
發電機	ジェネレータ
比喻	比喩
比喻	類推
齋藤	斎藤
齋藤	斉藤
埋葬	埋葬
埋葬	埋める
埋葬	埋葬
松鼠	リス
松鼠	リス
衫	シャツ
塵	ダスト
塵	砂塵
塵	ほこり
相撞	衝突
多多	トト
繞道	回り道
繞道	遠回り
繞道	バイパス
住院	入院
自願	任意
輸	ロスト
輸	失う
林子	ウッズ
方形	正方形
方形	四角
方形	広場
岡田	岡田
猜想	予想
祝福	祝福
祝福	恵み
祝福	祝福
祝福	祝福
陷阱	トラップ
陷阱	トラップ
倒數	カウントダウン
編纂	編纂
編纂	コンパイル
遺傳	遺伝
雨水	雨水
干預	干渉
崩潰	クラッシュ
崩潰	崩壊
崩潰	たたむ
手球	ハンドボール
車票	切符
車票	チケット
車票	切符
車票	チケット
射箭	弓術
射箭	アーチェリー
牛頓	ニュートン
糖尿病	糖尿病
訂購	オーダー
訂購	注文
鋁	アルミニウム
鋁	アルミ
鋁	アルミニウム
謀殺	殺人
師傅	マスター
探測器	プローブ
探測器	プローブ
托馬斯	トマス
托馬斯	トーマス
壟斷	独占
變數	変数
變數	可変
變數	変数
切割	裁断
切割	切り取り
雙胞胎	ツイン
雙胞胎	双生児
雙胞胎	双子
雙胞胎	双子
聰明	賢い
聰明	スマート
語文	言語
語文	言語
法西斯	ファシズム
大主教	大主教
量化	定量
鯉魚	コイ
有時候	時々
有時候	ときどき
植被	植生
老大	ボス
解答	回答
同居	同棲
大象	ゾウ
大象	ゾウ
遊樂場	遊び場
會場	会場
回覆	返信
回覆	返信
衰變	崩壊
衰變	減衰
感應	バイブ
感應	誘導
感應	帰納
塑膠	プラスチック
塑膠	合成樹脂
塑膠	ビニール
塑膠	プラスチック
塑膠	プラスティック
排斥	除外
連鎖	チェイン
連鎖	チェーン
企鵝	ペンギン
企鵝	ペンギン
沙灘	ビーチ
沙灘	砂浜
沙灘	ビーチ
賓夕法尼亞	ペンシルバニア
騎師	騎手
騎師	ジョッキー
懸	絞首刑
頒布	公布
頒布	公布
頒布	制定
浪潮	波動
浪潮	ウェーブ
盈利	営利
盈利	収益
盈利	利益
過渡	変遷
過渡	転移
傳教士	宣教師
傳教士	宣教師
表揚	賞賛
表揚	賛美
每個人	みんな
辜	クー
濕	濡れ
摩西	モーゼ
摩西	モーゼス
降級	降格
降級	降格
網際網路	インターネット
遠藤	遠藤
戶外	アウトドア
戶外	屋外
戶外	アウトドア
戶外	屋外
文憑	ディプロマ
氨基酸	網野
氨基酸	アミノ酸
脊椎	脊柱
脊椎	背骨
脊椎	脊椎
空缺	欠員
空缺	モーテル
阻擋	ブロッキング
巡邏	斥候
巡邏	パトロール
睡	睡眠
