obliczu	αντιμετωπίζοντας
organizacyjnych	οργανωτικές
fizyczna	σωματική
fizyczna	φυσική
fizyczna	σωματικό
aut	aut
możliwy	πιθανός
możliwy	δυνατόν
możliwy	πιθανό
możliwy	πιθανή
oświetlenie	φωτισμός
oświetlenie	φωτισμού
oświetlenie	φωτισμός
oświetlenie	φωτισμού
oświetlenie	φωτισμό
ekspozycja	έκθεση
ekspozycja	εκθεση
konsul	ύπατος
konsul	πρόξενος
rebelianci	αντάρτες
rebelianci	επαναστάτες
clarke	κλαρκ
ograniczeń	περιορισμούς
ograniczeń	περιορισμοί
protokół	πρωτόκολλο
krążek	πακ
zabezpieczenie	εξασφαλίσεις
alain	alain
astronomii	αστρονομία
protesty	διαμαρτυρία
protesty	διαδήλωση
protesty	διαδηλώσεις
protesty	διαμαρτυρίες
siedliska	οικοτόπων
siedliska	ενδιαιτημάτων
ciemności	σκοτάδι
ciemności	σκότος
ahmed	αχμέντ
ahmed	αχμέτ
ahmed	αχμάντ
anatolij	ανατόλι
płótnie	καμβά
gerhard	γκέρχαρντ
generacja	γενεά
generacja	γενιά
modyfikacji	τροποποίηση
modyfikacji	τροποποιήσεις
karate	καράτε
przybyła	έφτασα
przybyła	έφτασε
kapitału	κεφάλαιο
kapitału	κεφαλαίου
kapitału	πρωτεύουσα
kapitału	κεφαλαίο
foster	φόστερ
harvey	harvey
harvey	χάρβεϊ
płatki	πέταλα
płatki	νιφάδες
płatki	δημητριακά
krytykę	επικρίσεις
krytykę	κριτική
olympique	ολιμπίκ
eugene	γιουτζίν
druk	αποτύπωμα
druk	εκτύπωση
druk	εκτύπωση
druk	εκτυπώσεις
burza	καταιγίδα
burza	στορμ
burza	θύελλα
przedstawiają	απεικονίζουν
najbliższych	πλησιέστερο
tragedii	τραγωδίες
tragedii	τραγωδία
wystawę	έκθεση
edwards	έντουαρντς
nowoczesny	μοντέρνο
nowoczesny	μοντέρνα
nowoczesny	σύγχρονο
nowoczesny	σύγχρονη
nowoczesny	μοντέρνος
nowoczesny	σύγχρονος
nowoczesny	σύγχρονο
nowoczesny	σύγχρονη
posterunek	σταθμός
posterunek	σταθμό
grobie	τάφος
grobie	τάφο
grobie	τάφος
grobie	τάφο
louisa	λουίζα
utah	γιούτα
guillermo	γκιγιέρμο
dochody	έσοδα
dochody	εισόδημα
dochody	έσοδα
dochody	εισοδήματα
dochody	εισοδήματος
dochody	έσοδα
dochody	αποδοχές
dochody	κέρδη
dochody	έσοδα
ruth	ruth
ruth	ρουθ
piętra	όροφοι
piętra	πατώματα
piętra	ορόφους
tango	τάνγκο
tango	τανγκό
tango	ταγκό
zorganizowane	οργανωμένο
zorganizowane	οργανωμένη
zorganizowane	οργανωμένου
zorganizowane	οργανωμένα
zorganizowane	οργανωμένη
zorganizowane	οργανωμένες
zorganizowane	οργανωμένα
zorganizowane	οργανωμένοι
zorganizowane	οργανωμένο
szerzej	ευρύτερο
szerzej	ευρύτερα
szerzej	ευρύτερη
szerzej	ευρύτερο
szerzej	ευρύτερα
szerzej	ευρύτερη
bukareszcie	βουκουρεστίου
bukareszcie	βουκουρέστι
wykorzystany	χρησιμοποιούμενη
przyjaźń	φιλια
przyjaźń	φιλία
gotowy	έτοιμο
gotowy	έτοιμη
gotowy	έτοιμος
gotowy	έτοιμοι
franków	φράγκα
med	med
body	σωμα
body	πτώμα
body	κορμί
body	σώμα
higgins	χίγκινς
archeologii	αρχαιολογία
archeologii	αρχαιολογία
zarejestrowane	εγγεγραμμένος
zarejestrowane	καταχωρημένο
zarejestrowane	καταγράφονται
zarejestrowane	καταγράφεται
zarejestrowane	καταγεγραμμένη
zarejestrowane	καταγράφηκε
crystal	κρύσταλ
crystal	κρίσταλ
crystal	κρύσταλλος
crystal	κρύσταλλο
crystal	κρυσταλλική
dzwon	κουδούνι
dzwon	καμπάνα
dzwon	μπελ
dzwon	καμπανάκι
dzwon	bell
rozmowa	συνέντευξη
rozmowa	συζήτηση
rozmowa	συνομιλία
marcelo	μαρσέλο
uzupełnienia	συμπληρώνει
uzupełnienia	συμπλήρωση
uzupełnienia	συμπληρώνουν
uzupełnienia	προσθήκες
toro	τόρο
lampy	λάμπα
lampy	φανός
lampy	φανοί
lampy	λάμπες
lampy	λαμπτήρες
dzwony	κουδούνια
dzwony	καμπάνες
wad	ελαττώματα
zakup	αγορα
zakup	αγορά
zakup	αγορές
curtis	κέρτις
spirit	πνεύμα
spirit	πνευμα
leicester	λέστερ
leicester	leicester
zorganizowany	οργανωμένο
zorganizowany	οργανωμένη
zorganizowany	οργανωμένου
zorganizowany	οργανωμένα
zorganizowany	οργανωμένη
zorganizowany	οργανωμένες
zorganizowany	οργανωμένα
zorganizowany	οργανωμένοι
zorganizowany	οργανωμένο
gazet	εφημερίδες
arabski	αραβικό
arabski	αραβική
arabski	αραβικά
arabski	αραβική
arabski	αραβικό
arabski	αραβικό
kocha	αγαπά
kocha	αγάπες
lin	λιν
lin	σκοινιά
lin	σχοινιά
leslie	λέσλι
lima	λίμα
singles	singles
singles	μονά
generałowie	στρατηγοί
generałowie	στρατηγούς
naprzeciw	αντίθετο
naprzeciw	απέναντι
procesor	επεξεργαστής
procesor	επεξεργαστή
procesor	επεξεργαστής
procesor	cpu
garcia	garcia
garcia	γκαρσία
garcia	garcía
cmentarze	νεκροταφεία
cmentarze	νεκροταφεία
zimbabwe	ζιμπάμπουε
bach	μπαχ
rhein	rhein
bird	μπερντ
bird	πουλί
bird	πτηνό
pokolenie	γενεά
pokolenie	γενιά
pokolenie	γενεές
pokolenie	γενεών
pokolenie	γενιές
uzbrojony	οπλισμένοι
uzbrojony	οπλισμένη
uzbrojony	οπλισμένος
uzbrojony	ένοπλες
uzbrojony	οπλισμένο
gun	όπλο
gun	πιστόλι
przybywa	φτάνοντας
botanik	βοτανολόγος
samantha	samantha
samantha	σαμάνθα
brody	γένια
brody	μπρόντυ
brody	μπρόντι
spożywczy	τρόφιμο
palma	πάλμα
zimy	χειμώνα
zimy	χειμώνας
zimy	γουίντερ
zimy	χειμώνες
zimy	γουίντερς
six	έξι
six	six
six	εξι
poziomy	οριζόντιο
poziomy	οριζόντιες
poziomy	οριζόντια
poziomy	επίπεδα
wyrażenie	φράση
wyrażenie	έκφραση
legion	λεγεώνα
męczennika	μάρτυρας
męczennika	μάρτυρα
ustalenie	αποφασιστικότητα
ustalenie	προσδιορισμός
ustalenie	καθορισμός
wyjazd	φεύγεις
wyjazd	φεύγει
wyjazd	αφήνοντας
wyjazd	έξοδος
wyjazd	έξοδο
wyjazd	αποχώρηση
wyjazd	αναχώρηση
wyjazd	ταξιδι
wyjazd	εκδρομή
wyjazd	τριπ
wyjazd	ταξίδι
chana	τσαν
discovery	ανακάλυψη
rozdzielczości	ψήφισμα
zera	μηδενικά
zera	μηδενικά
dekady	δεκαετιών
dekady	δεκαετίες
dekady	δεκαετία
dekady	decade
zmniejszenia	μειώσει
pełen	full
pełen	πλήρη
pełen	πλήρες
pełen	πλήρης
wodoru	υδρογόνο
wodoru	υδρογόνου
weekend	σκ
weekend	σαββατοκύριακο
mika	mike
mika	μάικ
mika	μαρμαρυγία
mika	μίκα
mika	μίκα
niebezpieczne	επικίνδυνος
niebezpieczne	επικίνδυνο
niebezpieczne	επικίνδυνες
niebezpieczne	επικίνδυνα
niebezpieczne	επικίνδυνη
niebezpieczne	επικίνδυνο
niebezpieczne	επικίνδυνων
niebezpieczne	επικίνδυνος
niebezpieczne	επικίνδυνα
zorganizowana	οργανωμένο
zorganizowana	οργανωμένη
zorganizowana	οργανωμένου
zorganizowana	οργανωμένα
zorganizowana	οργανωμένη
zorganizowana	οργανωμένες
zorganizowana	οργανωμένα
zorganizowana	οργανωμένοι
zorganizowana	οργανωμένο
otoczenie	περιβάλλον
otoczenie	περιβάλλοντα
restauracja	εστιατόριο
wizji	οράματα
wizji	όραση
wizji	οπτασία
wizji	όραμα
bojowników	μαχητικά
bojowników	αγωνιστές
bojowników	μαχητές
bojowników	αγωνιστές
bojowników	μαχητές
frekwencja	προσέλευση
przechowywany	αποθηκευμένα
przechowywany	αποθηκεύεται
przechowywany	αποθηκευμένο
przechowywany	αποθηκεύονται
afganistanie	αφγανιστάν
owen	όουεν
owen	owen
odznakę	σήμα
southern	νότιο
southern	νότιος
southern	νότια
