the	az
fly	repül
fly	repülj
ian	lan
ian	ian
window	ablak
window	ablakon
document	okmány
document	okirat
document	dokumentum
adams	adams
collaboration	együttműködés
margaret	margaret
margaret	margit
kennedy	kennedy
leg	lábat
leg	lábát
leg	láb
videos	videók
assume	feltételezem
attached	csatolt
attached	csatolva
dry	szárazon
dry	száraz
expand	terjeszkedni
bible	biblia
bible	bibliát
matthew	matthew
matthew	máté
depending	függően
serbian	szerb
serbian	szerbia
instrument	eszköz
instrument	műszer
instrument	hangszer
random	random
random	véletlenszerű
random	véletlen
represents	képviseli
participants	résztvevőknek
participants	résztvevők
participants	résztvevő
thorough	alapos
mentions	említ
portrait	portré
drivers	sofőrök
drivers	vezetők
drivers	versenyzők
airlines	légitársaság
airlines	légitársaságok
airlines	airlines
franklin	franklin
viewers	nézők
finnish	finnország
finnish	finn
differences	különbségek
differences	eltérések
venue	helyszín
vocal	vokál
element	elemet
element	elem
regularly	rendszeresen
rejected	elutasított
rejected	elutasítva
rejected	elutasította
relative	relatív
relative	viszonylagos
relative	rokon
illegal	jogellenes
illegal	illegális
stewart	stewart
roof	tető
roof	tetőn
argued	érvelt
colour	színes
colour	színe
colour	szín
morgan	morgan
prisoners	rabok
prisoners	foglyok
facebook	facebook
facebook	facebookon
nelson	nelson
survived	túlélte
insurance	biztosíték
insurance	biztosítási
insurance	biztosítás
expert	szakember
expert	szakértő
steam	gőz
steam	gőzzel
cards	kártyák
cards	lapok
cards	kártya
manufacturing	előállítás
manufacturing	gyártási
manufacturing	gyártás
testing	tesztelés
testing	vizsgálati
testing	vizsgálat
testing	próba
testing	teszt
yorkshire	yorkshire
rescue	megmentési
rescue	mentő
rescue	mentés
territories	területek
thu	thu
thailand	thaiföld
thailand	thaiföldi
choose	válasszon
choose	választás
vienna	bécs
vienna	bécsi
journey	utazás
storage	tároló
storage	tárolás
storage	raktár
costs	költség
costs	költségek
singh	singh
notably	nevezetesen
soldier	katona
colony	kolónia
colony	telep
evolution	evolúció
evolution	fejlődés
taiwan	tajvani
taiwan	tajvan
hurricane	hurrikán
judges	bírók
judges	zsűri
judges	bírák
gardens	kertek
poems	verseket
removing	eltávolítása
driven	hajtott
driven	vezérelt
responsibility	felelősséget
responsibility	felelősség
sentences	ítéletek
sentences	mondatok
sentences	mondat
birmingham	birmingham
engineers	mérnökök
visible	látható
substantial	jelentős
gulf	öböl
installed	telepítve
installed	beépített
installed	telepített
revolutionary	forradalmi
inner	belső
trip	kirándulás
trip	utazás
trip	trip
trip	kiruccanás
restaurant	vendéglő
restaurant	étterem
graham	graham
stores	boltok
stores	boltokban
stores	üzletek
rice	rizs
prove	bizonyítani
reasonable	méltányos
reasonable	ésszerű
skin	bőre
skin	bőr
committed	lekötött
committed	elkövetett
committed	elkötelezett
volleyball	röplabda
chose	választott
chose	választotta
factors	tényezők
hundreds	száz
injured	sérültek
injured	sérült
injured	megsérült
devices	eszközök
devices	berendezések
devices	készülékek
phrase	mondat
phrase	kifejezés
stanley	stanley
lemmon	lemmon
thompson	thompson
suicide	öngyilkos
suicide	öngyilkosság
advantage	előny
automatically	automatikusan
automatically	automatikus
disc	korong
disc	lemez
disc	lemezt
minimum	minimum
minimum	minimális
minimum	legkisebb
minimum	minimálisan
goods	árucikkek
goods	áruk
goods	javak
goods	áru
charges	díjak
charges	vádemelés
charges	vádak
charges	vád
alfred	alfred
operator	operátor
operator	kezelő
operator	üzemeltető
merely	pusztán
merely	csupán
finishing	befejezés
finishing	befejezése
fred	fred
identify	azonosítani
identify	azonosítható
producers	gyártói
producers	gyártók
producers	producerek
producers	termelők
ann	ann
campbell	campbell
portland	portland
portland	portlandben
latest	legújabb
latest	legutóbbi
latest	legfrissebb
victims	áldozatok
victims	áldozatai
explanation	magyarázat
explanation	magyarázatot
threat	fenyegetés
slow	lassú
slow	lassan
poets	költők
stopped	leállt
stopped	megállt
strategy	stratégia
strategy	stratégiát
wayne	wayne
ranking	rangú
disney	disney
wright	wright
residential	bentlakásos
residential	lakossági
associate	munkatárs
associate	társult
significance	jelentősége
ruled	uralkodott
excellent	kiváló
observed	megfigyelhető
observed	megfigyelt
threatened	fenyegetett
friendly	baráti
friendly	barátságosak
friendly	barátságos
temporary	ideiglenesen
temporary	ideiglenes
temporary	átmeneti
masters	masters
masters	mesterek
peninsula	félsziget
networks	hálózatok
passengers	utas
passengers	utasok
assumed	feltételezett
assumed	feltételeztem
safe	biztonságos
safe	biztonságban
safe	széf
safe	biztonság
festivals	fesztiválok
compete	versenyezni
png	png
hunter	hunter
hunter	vadász
alaska	alaszkai
alaska	alaszkában
alaska	alaszka
partnership	partnerségi
partnership	partnerség
partnership	társulás
maintenance	karbantartási
maintenance	karbantartó
maintenance	karbantartás
monitoring	monitoring
monitoring	megfigyelés
monitoring	ellenőrzés
evil	gonoszság
evil	gonosz
charlie	charlie
poverty	szegénység
poverty	szegénységben
poverty	nyomor
hop	hop
filled	betöltötte
filled	megtelt
filled	töltött
nba	nba
argentine	argentína
argentine	argentin
resigned	felmondott
resigned	lemondott
drew	rajzolt
drew	drew
drew	rajzolta
hawaii	hawaii
brooklyn	brooklyn
brooklyn	brooklynban
brooklyn	brooklyni
historians	történészek
speaker	szónok
speaker	felszólaló
moth	moly
permission	engedély
permission	engedélyt
permission	jogosultság
wounded	sérült
wounded	sebesült
racial	faji
marshall	marshall
gate	kapu
gate	kaput
springs	springs
springs	rugó
roy	roy
photography	fotózás
helping	segít
knights	lovagok
roll	tekercs
roll	gurul
roll	roll
progressive	fokozatos
progressive	haladó
progressive	progresszív
continuing	folytatás
processes	folyamatok
processes	eljárások
terminal	terminál
executed	kivégezték
svg	svg
spouse	házastársa
spouse	házastárs
infrastructure	infrastruktúra
principle	elv
principle	alapelv
painters	festők
painted	festett
painted	festette
painted	festve
properly	megfelelően
properly	rendesen
frequency	frekvencia
frequency	gyakoriság
frequency	gyakorisága
shaped	alakú
joining	csatlakozik
joining	csatlakozás
robinson	robinson
waters	vizei
waters	vizek
waters	waters
ridge	ridge
bridges	hidak
bridges	hidakat
ceo	vezérigazgató
monument	emlékmű
mental	mentális
mental	szellemi
carter	carter
karl	károly
karl	karl
mac	mac
orleans	orleans
portal	portál
portal	átjáró
parallel	párhuzamos
parallel	párhuzamosan
thirty	harminc
thirty	thirty
giant	óriás
qualifying	minősített
qualifying	kötelezett
murray	murray
afghanistan	afganisztán
afghanistan	afganisztáni
assessment	értékelés
counter	pult
counter	számláló
bears	medvék
purchase	beszerzés
purchase	vásárlás
purchase	vétel
expression	kifejezés
uefa	uefa
improvement	javítása
improvement	javulást
improvement	fejlesztés
improvement	javulás
madrid	madrid
madrid	madridi
closure	lezárás
closure	bezárása
wheel	volán
wheel	kereket
wheel	kerék
ambassador	nagykövet
desert	sivatag
iranian	iráni
reign	uralma
reign	uralom
severe	súlyos
rain	rain
rain	eső
admiral	admirális
fishing	halászat
fishing	halászati
fishing	horgászat
existed	léteztek
existed	létezett
raise	felnevelni
raise	emelés
broadway	broadway
principles	alapelvei
principles	elvek
principles	alapelvek
tests	vizsgálatok
tests	tesztek
roughly	durván
roughly	nagyjából
tech	technikus
tech	tech
trouble	gond
trouble	baj
rico	rico
paragraph	bekezdés
bat	bat
bat	ütő
bat	denevér
prepared	felkészült
prepared	elkészítve
prepared	előkészítve
prepared	elkészített
measures	intézkedések
measures	intézkedésekre
robin	robint
robin	robin
hired	felbérelt
hired	felvett
fear	félelem
merit	érdem
participation	részvétel
massive	masszív
massive	hatalmas
designs	terveket
designs	tervek
agencies	hivatalok
agencies	ügynökségek
technique	technika
alberta	alberta
egyptian	egyiptomi
clerk	hivatalnok
knew	tudtam
knew	tudta
narrow	szűk
narrow	keskeny
adapted	átalakított
rapid	rapid
dating	randi
dating	randizni
dating	társkereső
businesses	üzletek
businesses	vállalkozások
bomb	bomba
capable	képes
poem	vers
poem	verset
stages	szakaszok
dragon	sárkány
dragon	dragon
charged	feltöltve
modified	módosult
modified	átalakított
modified	módosított
modified	módosítva
fired	lőtt
mlb	mlb
send	küldj
send	küld
send	küldeni
proof	bizonyíték
proof	bizonyítás
practices	gyakorlatok
arabic	arab
arabic	arabul
attractions	látnivalók
mouth	szád
mouth	száj
fix	rendbe
fix	fix
licensed	engedélyezett
licensed	engedéllyel
symbol	jelkép
symbol	szimbólum
organ	orgona
organ	szerv
damaged	sérült
damaged	károsodott
damaged	megsérült
warren	warren
exception	kivételek
exception	kivétel
costa	costa
unfortunately	sajnos
unfortunately	sajna
jerusalem	jeruzsálem
replacement	csere
replacement	cseréje
indians	indiánok
indians	indiaiak
soundtrack	filmzene
virgin	virgin
virgin	szűz
thousand	ezer
vancouver	vancouver
legislation	jogszabályok
legislation	jogszabály
legislation	jogalkotás
beauty	szépség
beauty	gyönyörűség
credits	kredit
credits	hitelek
buy	vegyél
buy	venni
buy	vásárol
buy	megvásárolni
organisations	szervezetek
serbia	szerbia
christianity	kereszténység
opinions	vélemény
opinions	vélemények
cavalry	lovasság
tribe	törzs
richmond	richmond
chess	sakk
channels	csatornák
exact	pontos
baker	baker
baker	pék
allied	szövetséges
involvement	bevonása
involvement	részvétel
anime	anime
donald	donald
sisters	nővérek
sisters	testvérek
willing	hajlandó
requests	kérelmek
requests	kéri
requests	kérések
unusual	szokatlan
impossible	lehetetlen
colors	színek
cook	cook
cook	főzni
cook	főz
cook	szakács
cook	főzés
drawing	rajza
drawing	rajz
drawing	rajzol
jonathan	jonathan
removal	eltávolítás
removal	eltávolítása
moves	mozog
indicates	jelzi
admitted	elismerte
admitted	beismerte
ownership	tulajdonjog
ownership	tulajdonosi
shore	partra
shore	part
shore	shore
nebraska	nebraska
regulations	szabályzat
regulations	rendeletek
regulations	szabályozások
regulations	szabályozás
crash	ütközés
crash	baleset
crash	crash
guitarist	gitáros
supports	támogatja
abbey	abbey
nevada	nevada
barry	barry
tone	tone
tone	hangnem
indigenous	bennszülött
indigenous	őshonos
indigenous	belföldi
indigenous	őslakos
personality	személyiség
personality	személyisége
personality	egyéniség
reception	fogadás
reception	recepció
reception	befogadás
reception	vétel
buffalo	bölény
buffalo	bivaly
buffalo	buffalo
flowers	virágok
flowers	virág
flowers	virágot
bond	kötés
bond	kötvény
bond	kötelék
bond	bond
jay	jay
adventure	kaland
adventure	kalandok
definitely	határozottan
guinea	guinea
guinea	guineai
horror	horror
horror	rémület
horror	borzalom
rangers	rangers
pointed	rámutatott
pointed	mutatott
apple	almás
apple	alma
apple	apple
popularity	népszerűség
occasionally	időnként
occasionally	alkalmanként
occasionally	esetenként
coalition	koalíció
franchise	franchise
critic	kritikus
journals	naplók
rolling	rolling
rolling	forog
rolling	gurul
percentage	százalék
percentage	százalékban
silent	néma
silent	csendes
laboratory	laboratórium
laboratory	laboratóriumi
microsoft	microsoft
movements	mozgását
charter	charta
suitable	alkalmas
suitable	megfelelő
alternate	alternatív
offering	kínál
missions	missziók
experimental	kísérleti
rooms	helyiségek
rooms	szoba
rooms	szobákban
rooms	szobák
concluded	kötött
concluded	megkötött
reputation	hírneve
reputation	hírnév
accurate	pontos
websites	weboldalak
interpretation	értelmezés
interpretation	értelmezése
tagged	megjelöltek
tagged	megjelölt
chemistry	kémia
manga	manga
journalists	újságírók
journalists	újságírókat
forests	erdők
cbs	cbs
comprehensive	átfogó
symphony	szimfonikus
promotional	promóciós
electrical	elektromos
tags	címkéket
tags	címkék
meters	méter
jerry	jerry
tigers	tigrisek
commerce	kereskedelem
commerce	kereskedelmi
remix	remix
addressed	címzett
phil	phil
automatic	automata
automatic	automatikus
gang	banda
printed	nyomtatott
printed	nyomott
oak	oak
oak	tölgyfa
oak	tölgy
warner	warner
quote	idézet
separated	külön
bishops	püspökök
glasgow	glasgow
essentially	lényegében
essentially	alapvetően
input	beviteli
input	bevitel
input	bemeneti
battery	akkumulátor
battery	elem
battery	elemmel
favor	szívességet
favor	szívesség
benjamin	benjamin
apparent	látszólagos
shopping	vásárolni
shopping	vásárlás
patrol	járőrök
patrol	járőr
patrol	őrjárat
eagle	sas
eagle	eagle
mainstream	mainstream
angel	angyal
angel	angel
angel	angyalka
martial	martial
restoration	helyreállítási
restoration	helyreállítása
delhi	delhi
hans	hans
indicated	jelezték
indicated	feltüntetett
indicated	jelezte
morris	morris
railways	vasút
railways	vasutak
centers	központok
mills	mills
helpful	segítőkész
helpful	hasznos
delivered	szállított
delivered	leszállított
components	alkatrész
components	komponensek
components	alkatrészek
components	összetevők
victorian	viktoriánus
legislature	jogalkotó
tourism	turizmus
tourism	idegenforgalom
treated	kezelt
kids	gyerekek
kids	kölykök
barbara	barbara
circumstances	körülmények
circumstances	körülmény
repeated	ismételte
repeated	ismétlődő
repeated	ismételt
plain	sima
superior	superior
superior	felsőbbrendű
strategic	stratégiai
similarly	hasonlóképpen
similarly	hasonlóan
duties	feladatai
duties	feladatok
duties	vámok
effectively	hatékonyan
effectively	eredményesen
considering	tekintve
arranged	elrendezett
ken	ken
ken	kene
grammar	nyelvtan
amendment	módosítás
alleged	állítólagos
habitat	élőhelyek
habitat	élőhely
spoken	beszélt
shell	héj
shell	shell
shell	kagyló
mounted	szerelt
mounted	szerelve
entries	bejegyzések
conflicts	konfliktusok
conflicts	konfliktus
montana	montana
triple	háromszoros
triple	tripla
triple	hármas
boundary	határvonal
boundary	határ
caribbean	karibi
hosts	házigazdák
hosts	szervezők
signs	jelek
signs	jelzések
signs	táblák
seriously	komolyan
bristol	bristol
mitchell	mitchell
industries	ágazatok
industries	iparágak
colombia	kolumbia
comparison	összehasonlítás
comparison	összehasonlítása
eleven	tizenegy
ill	beteg
pradesh	prades
charity	jótékonyság
charity	jótékonysági
output	kimeneti
output	kibocsátás
output	kimenő
dna	dns
carbon	szén
boats	csónak
boats	hajók
architectural	építészet
architectural	építészeti
representation	képviselet
representation	képviselete
commentary	kommentár
rising	emelkedő
rising	emelkedik
visitors	látogatók
visitors	látogatói
visitors	látogató
markets	piacokon
markets	piacok
plate	tányér
plate	lemez
plate	tányért
giants	giants
giants	óriások
processing	feldolgozás
landscape	táj
dick	fasz
dick	dick
dick	farok
hunt	vadászat
hunt	hunt
hunt	vadászatot
summit	csúcs
summit	csúcstalálkozó
psychology	pszichológiai
psychology	pszichológia
ride	lovagolni
guardian	őrző
terminus	terminus
losses	veszteségek
losses	veszteség
losses	veszteségeket
balance	egyenleg
balance	mérleg
balance	egyensúly
democracy	demokrácia
submarine	tengeralattjáró
nicholas	nicholas
nicholas	miklós
usual	szokásos
peru	perui
peru	peru
eighth	nyolcadik
instrumental	instrumentális
hindu	hindu
defender	védő
defender	védelmező
riding	lovaglás
riding	lovagolni
riding	lovagol
arrival	érkezés
evans	evans
turning	fordulok
prose	próza
cargo	rakomány
cargo	szállítmány
hidden	elrejtve
hidden	rejtett
hidden	elrejtett
volunteer	önkéntes
bio	bio
holder	jogosultja
holder	jogosult
sugar	cukor
sugar	cukrot
sugar	cukorral
daughters	lányai
fun	móka
fun	szórakozás
integrated	integrált
partners	társak
partners	partnerek
rates	arányok
rates	árfolyamok
grace	kegyelem
grace	grace
feed	takarmány
feed	etesd
feed	takarmányok
childhood	gyermekkori
childhood	gyerekkorom
childhood	gyermekkorom
childhood	gyerekkori
accompanied	kísérte
milan	milánó
milan	milan
milan	milánói
photographs	fotók
photographs	fényképek
honour	becsület
honour	megtiszteltetés
soil	talajban
soil	talaj
server	kiszolgáló
server	szerver
manual	kézikönyv
manual	kézi
manual	manuális
concrete	beton
concrete	konkrét
possibility	lehetőség
ghost	ghost
ghost	szellem
confused	zavarodott
confused	zavart
confused	zavaros
tunnel	alagút
larry	larry
styles	styles
elevation	emelkedés
muhammad	muhammad
muhammad	mohammed
muhammad	mohamed
lose	veszteni
lose	veszíteni
phoenix	főnix
phoenix	phoenix
sweet	édesek
sweet	édes
waste	pazarlás
waste	hulladék
waste	hulladékok
operational	operatív
tall	magas
peoples	népek
acceptable	elfogadhatónak
acceptable	elfogadható
fruit	gyümölcs
fruit	gyümölcsök
fruit	gyümölcsöt
decisions	döntések
decisions	határozatok
depression	depresszió
perspective	nézőpont
midfielder	középpályás
crystal	kristályos
crystal	crystal
crystal	kristály
monastery	kolostorban
monastery	kolostor
resident	rezidens
resident	lakos
cincinnati	cincinnati
tied	döntetlen
tied	kötve
surgery	műtét
surgery	sebészet
steps	lépcső
steps	lépcsők
steps	lépések
steps	lépés
steps	lépéseket
carrier	fuvarozó
carrier	szállító
carrier	hordozó
stream	patak
alice	alice
kick	rúg
kick	rúgni
kick	rúgás
strange	különös
strange	furcsa
predecessor	elődje
bernard	bernard
nigeria	nigéria
pain	fáj
pain	fájdalmat
pain	fájdalom
influential	befolyásos
punk	punk
wooden	fából
suggestion	javaslat
interaction	kölcsönhatás
retained	megtartott
mechanical	mechanikai
mechanical	mechanikus
drugs	kábítószerek
drugs	gyógyszerek
drugs	drogot
drugs	kábítószer
drugs	drogok
drugs	drog
missed	elmaradt
trinity	trinity
classified	titkosított
classified	titkos
minority	kisebbségi
minority	kisebbség
businessman	üzletember
grown	felnőtt
coat	kabát
coat	kabátot
powered	meghajtású
alive	élve
alive	életben
alive	él
nbc	nbc
nhl	nhl
keith	keith
bobby	bobby
harbor	harbor
behaviour	magatartás
behaviour	viselkedés
croatian	horvát
maritime	tengeri
maritime	tengerészeti
terry	terry
virtual	virtuális
indoor	beltéri
indoor	fedett
indoor	benti
periods	időszakok
spiritual	spirituális
spiritual	szellemi
spiritual	lelki
croatia	horvátország
lions	oroszlán
lions	oroszlánok
archbishop	érsek
luis	luis
merchant	kereskedő
azerbaijan	azerbajdzsán
lots	sok
contested	vitatott
initiative	kezdeményező
initiative	kezdeményezés
charlotte	charlotte
pure	tisztán
pure	tiszta
borders	határok
borders	határokon
persian	perzsa
marks	jelölések
marks	védjegyek
marks	marks
armenian	örmény
romantic	romantikus
talent	tehetséges
talent	tehetség
unlikely	valószínűtlen
panel	panel
jump	ugorj
jump	ugrás
animation	animáció
agents	ügynökök
employment	foglalkoztatottság
employment	foglalkoztatási
employment	foglalkoztatás
trading	kereskedés
parker	parker
statue	szobrot
statue	szobor
wonder	csoda
filed	benyújtott
provinces	tartományok
friday	péntek
friday	pénteki
friday	pénteken
jobs	állás
jobs	állások
jobs	munkahelyek
cuba	kubában
cuba	kuba
aside	félre
são	são
scientist	tudós
schedule	menetrend
schedule	ütemezés
schedule	ütemterv
schedule	beosztás
waiting	vár
waiting	várakozás
waiting	várunk
waiting	várok
familiar	ismerős
suspect	gyanúsított
suspect	gyanús
suggestions	ajánlások
suggestions	javaslatok
turner	turner
forming	képező
locomotives	mozdonyok
barcelona	barcelonában
barcelona	barcelonai
barcelona	barcelona
consistent	következetesen
consistent	következetes
recommended	ajánlotta
recommended	ajánlott
recommended	javasolt
desire	vágy
happens	előfordul
happens	megtörténik
patient	páciens
patient	türelmes
patient	beteg
bulgaria	bulgária
vincent	vincent
hear	hallani
texts	szövegek
belief	hit
visitor	látogatói
visitor	látogató
vessels	hajók
basically	lényegében
basically	alapvetően
basically	gyakorlatilag
continental	kontinentális
hole	lyuk
hole	gödör
fail	bukta
fail	kudarc
passage	átjáró
wedding	esküvő
wedding	esküvőn
wedding	esküvőre
archaeological	régészeti
layer	réteg
designation	megjelölés
designation	megnevezés
designation	kijelölés
clan	klán
revenue	bevétel
revenue	bevételek
couples	párok
couples	párokat
entering	belép
entering	belépni
suit	öltöny
soft	puha
soft	lágy
weekend	hétvégén
weekend	hétvégi
weekend	hétvégére
weekend	hétvége
approval	jóváhagyás
approval	jóváhagyási
approval	engedélyezés
democrats	demokraták
crimes	bűncselekmények
crimes	bűnök
collins	collins
horses	lovak
horses	lovakat
wear	viselni
visiting	látogató
visiting	látogatás
visiting	látogatóban
supporters	támogatók
supporters	támogatói
cash	készpénz
cash	készpénzben
cash	pénzt
dennis	dennis
resource	erőforrás
resource	forrás
sculpture	szobor
sculpture	szobrok
practical	gyakorlati
practical	praktikus
harrison	harrison
pink	pink
pink	rózsaszín
pink	rózsaszínű
oliver	oliver
oliver	olivér
limits	korlátok
limits	korlátozások
limits	határok
limits	határértékek
cooper	cooper
illustrated	illusztrált
sur	sur
hell	pokol
statistical	statisztikai
referenced	hivatkozott
wolf	farkas
wolf	wolf
warriors	harcosok
incidents	incidens
fresh	frissen
fresh	friss
roots	gyökerek
signature	aláírás
clinical	klinikai
volumes	mennyiségek
volumes	kötet
volumes	volumen
worst	legrosszabb
adults	felnőtt
adults	felnőtteknek
adults	felnőttek
necessarily	szükségszerűen
necessarily	feltétlenül
immediate	azonnali
feeling	érzés
feeling	érzem
feeling	érezni
feeling	érzéssel
theories	elméletek
essential	elengedhetetlen
essential	nélkülözhetetlen
essential	lényeges
essential	alapvető
completion	befejezés
completion	befejezése
conclusion	következtetés
conclusion	következtetések
technologies	technológiák
strip	csík
strip	sáv
strip	szalag
bound	köt
bound	kötve
praised	dicsérte
stayed	maradtam
stayed	maradtak
stayed	maradt
hull	burkolat
hull	hull
hull	hajótest
diamond	gyémánt
diamond	diamond
origins	eredet
empty	üresek
empty	üres
empty	üresen
valuable	értékes
valuable	értékesek
doubles	páros
branches	ágak
branches	fiókok
brick	tégla
brick	brick
experiences	tapasztalatok
experiences	élmények
beijing	pekingi
tie	nyakkendő
tie	döntetlen
lgbt	lmbt
liberty	szabadság
repeatedly	ismételten
siege	ostrom
baptist	baptista
ron	ron
ron	ront
hebrew	héber
decline	csökkenés
decline	visszaesés
alpha	alpha
alpha	alfa
equipped	felszerelve
equipped	felszerelt
identical	egyforma
identical	megegyező
identical	azonos
submitted	benyújtott
enterprise	vállalkozás
enterprise	enterprise
touch	érintés
transmission	átvitel
transmission	továbbítás
transmission	adás
transmission	átviteli
platforms	platform
platforms	platformok
cave	barlang
cave	barlangot
inch	hüvelyk
cool	király
cool	menő
bulgarian	bolgár
liga	liga
manhattan	manhattanben
manhattan	manhattan
manhattan	manhattani
destruction	pusztulás
destruction	pusztítás
destruction	megsemmisítés
activist	aktivista
weapon	fegyver
weapon	fegyvert
clay	agyag
clay	clay
dangerous	veszélyes
viewed	megtekintett
viewed	tekintett
email	email
biology	biológia
bold	merész
bold	bátor
bowling	bowling
compare	összehasonlítani
compare	összehasonlítás
compare	összehasonlítása
treaties	szerződések
sock	zokni
assault	támadás
monthly	havi
monthly	havonta
foster	foster
logic	logika
logic	logikai
craig	craig
pioneer	úttörő
muslims	muszlimok
rated	értékelt
rated	minősített
rated	névleges
absence	hiányában
absence	távollét
amsterdam	amsterdam
amsterdam	amszterdam
amsterdam	amszterdami
publishers	kiadók
tribes	törzsek
percussion	ütős
runners	futók
themes	témák
#the	#az
#the	#a
benefits	juttatások
benefits	előnyök
benefits	ellátások
guards	őrök
flows	flow
athens	athéni
herbert	herbert
celebrated	ünnepelt
sponsored	szponzorált
sponsored	támogatott
raf	raf
delaware	delaware
neil	neil
pole	rúd
ref	bíró
historically	történelmileg
tail	farka
tail	farok
tours	tours
stable	stabil
stable	istálló
decides	dönt
vessel	hajó
vessel	edény
identification	azonosítás
identification	azonosító
delta	delta
writes	írja
mediterranean	mediterrán
volunteers	önkéntesek
volunteers	önkéntes
reply	válasz
stuart	stuart
marvel	marvel
luke	luke
luke	lukács
grave	sírba
grave	sír
odd	páratlan
odd	furcsa
hearing	hallás
hearing	meghallgatás
uss	uss
mall	pláza
mall	bevásárlóközpont
penalty	szankció
penalty	büntető
penalty	büntetés
solutions	megoldások
solutions	megoldásokat
secure	biztonságos
hugh	hugh
steven	steven
architects	építészek
characteristics	mutatók
characteristics	jellemzők
characteristics	jellemzői
characteristics	tulajdonságok
falling	esés
falling	zuhanás
falling	zuhan
spin	spin
spin	forgás
clinton	clinton
villa	villa
select	kiválasztás
metric	metrikus
criticized	kritizálta
surviving	túlélő
surviving	túlélni
surviving	túlélés
roberts	roberts
biological	biológiai
lloyd	lloyd
munich	münchen
adelaide	adelaide
harold	harold
norfolk	norfolk
butler	butler
butler	inas
butler	komornyik
rival	rivális
acoustic	akusztikus
posts	bejegyzések
posts	hozzászólások
adaptation	kiigazítás
adaptation	alkalmazkodási
adaptation	alkalmazkodás
greg	greg
reporter	újságíró
reporter	riporter
url	url
absolutely	abszolút
nobody	senki
scholarship	ösztöndíj
scholarship	ösztöndíjas
scholarship	ösztöndíjat
exit	kilépés
exit	kilépő
exit	kijárat
facing	néző
dual	kettős
belt	öv
noticed	észre
noticed	feltűnt
patent	szabadalmi
patent	szabadalom
mathematical	matematika
mathematical	matematikai
rarely	ritkán
submission	beadvány
submission	benyújtására
submission	benyújtása
demographics	demográfiai
crowd	tömeg
rick	rick
governments	kormányok
bonus	prémium
bonus	bónusz
tourist	turisták
tourist	turista
mystery	titokzatos
mystery	rejtély
mystery	rejtélyes
click	kattints
settlements	telepek
settlements	települések
walking	séta
walking	sétálni
walking	sétál
walking	gyalog
voters	szavazók
voters	szavazó
rifle	puska
rifle	puskát
component	alkatrész
component	összetevő
component	komponens
component	alkotóelem
civilian	civil
civilian	polgári
partial	részleges
partial	részlegesen
birthday	születésnap
birthday	szülinapi
birthday	szülinapot
birthday	születésnapi
eddie	eddie
christians	keresztények
denver	denverben
denver	denver
petersburg	petersburg
researchers	kutatói
researchers	kutatók
partly	részben
photographer	fotós
photographer	fényképész
jon	jon
obama	obama
clock	óra
violin	hegedű
highways	autópályák
holiday	vakáció
holiday	ünnep
holiday	ünnepi
holiday	nyaralás
distinction	megkülönböztetés
distinction	különbséget
artwork	műalkotás
makeup	smink
catherine	katalin
catherine	catherine
font	font
font	betűtípus
farmers	farmerek
farmers	gazdálkodók
farmers	gazdák
guideline	iránymutatás
photograph	fénykép
struggle	küzdelem
timestamp	időbélyeg
produces	termel
yale	yale
options	opciók
options	beállítások
options	lehetőségek
pen	pen
pen	tollat
pen	toll
procedure	eljárás
jacob	jacob
convicted	elítéltek
convicted	elítélték
convicted	elítélt
touring	touring
transition	átállás
transition	átmenet
transition	áttérés
transition	átmeneti
anglo	anglo
legacy	öröksége
legacy	örökség
denied	megtagadva
denied	elutasítva
relationships	kapcsolatok
ottawa	ottawa
derby	derby
libraries	könyvtárak
competing	versengő
hudson	hudson
sacred	szent
signing	aláírás
rob	rob
citizen	polgár
citizen	állampolgár
citizen	polgárok
dogs	kutyák
dogs	kutyáknak
dogs	kutya
argue	vitatkozni
annually	évente
cardinal	bíboros
nepal	nepál
intersection	kereszteződés
discussing	megvitatni
disputes	viták
beam	sugár
overseas	tengerentúli
perry	perry
nickname	becenév
nickname	beceneve
syria	szíriában
syria	szíria
wells	wells
contributing	hozzájáruló
contributing	hozzájárulás
ultimate	végső
ranks	ranglétrán
danny	danny
retail	lakossági
retail	kiskereskedelmi
favorite	kedvenc
favorite	kedvencem
vermont	vermont
download	letöltés
download	letöltése
trusted	megbízható
appointment	kinevezés
appointment	időpont
ballet	balett
jefferson	jefferson
anywhere	bárhol
anywhere	bárhová
sand	homok
angle	szög
sessions	ülések
recreation	szabadidő
recreation	kikapcsolódás
wearing	viselni
kenya	kenya
accessible	elérhető
accessible	hozzáférhető
accessible	megközelíthető
accessible	érhető
ralph	ralph
thread	szál
spend	tölteni
ninth	kilencedik
arrest	letartóztatás
choir	kórus
trials	perek
trials	kísérletek
trials	próbák
mines	aknák
injuries	sérülés
injuries	sérültek
injuries	sérülések
competitive	versenyképes
competitive	versengő
opportunities	lehetőségek
opportunities	lehetőségeket
meetings	találkozók
meetings	ülésein
meetings	ülései
meetings	ülések
meetings	megbeszélések
wang	wang
woods	erdőben
woods	erdő
woods	erdők
exercise	gyakorlás
exercise	testmozgás
exercise	gyakorlat
jacques	jacques
objective	objektív
objective	cél
objective	célkitűzés
preferred	előnyben
resort	resort
pedro	pedro
robot	robot
venezuela	venezuelai
venezuela	venezuela
segment	szegmens
studying	tanulok
studying	tanul
studying	tanulás
