dhe	and
luftime	fighting
car	czar
favorshme	favourable
favorshme	favorable
alan	alan
guy	guy
muhammedi	muhammad
gjeometrike	geometric
veçuar	marginalised
wikitext	wikitext
dekada	decades
dekada	decade
double	double
izraeli	israel
gazetari	journalism
gazetari	journalist
gazetari	reporter
basel	basel
shkurtë	short
shkrimtarë	writers
rrjedhë	flow
rrethimi	siege
sheqer	sugar
konkrete	concrete
shpjeguar	explain
shpjeguar	explained
april	april
polake	polish
matematikore	mathematical
armik	enemy
armik	foe
jugosllavia	yugoslavia
masakra	massacre
masakra	slaughter
alfabeti	alphabet
intensive	intense
vdesin	die
siri	syria
siri	siri
iranit	iran
ekuacionet	equations
rezistencë	resistance
sukseset	successes
hong	hong
zgjerimi	expansion
zgjerimi	enlargement
fondacioni	foundation
intervistë	interview
simone	simone
shikon	see
rezultoi	resulted
renditur	ranked
renditur	listed
vienne	vienne
argeş	argeș
stone	stone
kate	kate
gjoja	supposedly
gjoja	allegedly
rradhë	queue
planetit	planet
fisnik	noble
fisnik	gents
përfaqësuesi	representative
deklarata	declarations
deklarata	statements
deklarata	statement
deklarata	declaration
nipi	nephew
nipi	grandson
novi	novi
rudolf	rudolph
rudolf	rudolf
funksionale	functional
personazhe	characters
vietnam	vietnam
koncerte	concerts
geschichte	geschichte
zviceran	swiss
rend	order
ambasadorëve	ambassadors
pikturat	paintings
emblema	emblems
emblema	emblem
subjekti	subject
form	form
sierra	sierra
rreptë	strict
bajrami	eid
verilindor	northeastern
verilindor	northeast
tmerrshme	terrible
luaj	play
automatikisht	automatically
fashist	fascist
shtruar	paved
antoni	anthony
antoni	antoni
kriza	crisis
guvernatori	governor
përmbante	contained
rome	roma
sektori	sector
faltore	shrine
faltore	chapel
pseudonimin	nickname
full	full
bukë	bread
epike	epic
shtepi	home
shtepi	house
stokholm	stockholm
festë	party
arkitekt	architect
samuel	samuel
ëndërr	dream
shkruaj	write
adelina	adelina
nevojshëm	needed
nevojshëm	necessary
gold	gold
autoriteti	authority
fushata	campaigns
fushata	campaigning
fushata	campaign
gëzuar	cheers
gëzuar	happy
profesion	profession
portreti	portrait
portreti	iconic
lis	lis
prek	touch
prek	touches
pyet	ask
pyet	asking
vincent	vincent
mesazhi	message
plote	full
detyroi	forced
hoqi	removed
pasqyrë	mirror
aston	aston
durrësi	durrës
thelbësore	essential
gjin	gin
presidenciale	presidential
dallon	singles
dallon	distinguishes
armiku	enemy
romakëve	romans
kompozitori	composer
liberale	liberal
devollit	devol
boshnjak	bosnian
aleatëve	allies
avokat	lawyer
fatit	destiny
talent	talents
talent	talent
felipe	felipe
mulliri	mill
ndihmojë	assist
bunyoro	bunyoro
vjetor	yearly
vjetor	annual
selanik	thessaloniki
dicka	something
termin	term
shkupi	skopje
marshall	marshall
marshall	marshal
minimale	minimum
minimale	minimal
prodhime	productions
prodhime	products
sllav	slav
sllav	slavic
sofia	sofia
sofia	sophia
bujqësor	agricultural
afrohet	approaches
afrohet	approaching
kolonel	colonel
akti	act
rrjetë	net
rrjetë	grid
mësime	lessons
mësime	tutorials
drejtoria	directorate
lojëra	games
universitetet	universities
rezervat	reserves
bakri	copper
kulturat	cultures
takohet	meets
ontario	ontario
mendja	mind
arkitekturë	architecture
ardenne	ardenne
lord	lord
burrit	husband
bakrit	copper
luigi	luigi
finalet	finals
standardet	standards
prodhues	producers
prodhues	producer
prodhues	manufacturer
kontea	peterborough
territore	territories
panorama	panorama
kenge	song
bilal	bilal
armiqtë	enemies
sinjal	signal
vizuale	visual
merrni	take
biznes	business
zgjidhja	solution
elementare	elementary
elementare	elemental
barazim	draw
barazim	deuces
alpet	alps
mbretërimit	reign
pjetri	peter
efekte	effects
figurative	figurative
forte	forte
banojnë	reside
rom	rom
nentor	november
marrja	taking
marrja	retrieving
marrja	receiving
marrja	acquisition
përkohshëm	temporary
përkohshëm	provisional
klasat	classrooms
klasat	classes
mbron	defends
mbron	protects
kombinim	combination
kombinim	combo
banoret	residents
banoret	locals
monumentale	monumental
firma	firm
firma	signatures
firma	signature
hussein	hussein
mision	mission
administrator	admin
ajri	air
asgje	nothing
verilindore	northeast
verilindore	northeastern
victor	victor
filip	phillip
filip	philip
filip	philippe
filip	filip
parim	principle
zbulimit	detection
brian	brian
zëvendësoi	replaced
prince	prince
let	let
trima	brave
pasuniversitare	postgraduate
germain	germain
mbase	perhaps
mbase	maybe
gjyshi	grandpa
gjyshi	grandfather
trajton	triton
trajton	treating
trajton	treats
trajton	tackles
trajton	handles
trojës	troy
wien	wien
qarte	clearly
raportet	reports
hark	bow
metër	meter
poemë	poem
islamin	islam
zhvillon	develops
sulme	attacks
haiti	haiti
robin	robin
edicionin	edition
dështoi	failed
teknikën	technique
dënohet	sentenced
dënohet	convicted
dënohet	punished
dënohet	punishable
shkëputur	breakaway
shkëputur	disconnect
shkëputur	disconnected
prodhohet	produced
zeusit	zeus
split	split
punonjës	employees
punonjës	employee
jazz	jazz
interesant	interesting
viktima	casualties
viktima	victims
viktima	victim
biznesi	business
komerciale	commercial
hekurudhor	rail
shm	shm
side	side
sheshi	square
shumës	plural
hercegovina	herzegovina
kurani	koran
corse	corse
propozim	proposal
propozim	nomination
përkushtuar	devoted
lyon	lyon
tarn	tarn
zvicerane	swiss
simbole	symbols
kyç	key
përhapja	spreading
vota	votes
shtrenjtë	expensive
fiat	fiat
ket	kath
ket	ket
lihtenshtajnit	liechtenstein
mbretëri	kingdom
über	über
stan	stan
stan	sem
guatemala	guatemala
sheshin	square
oqeania	oceania
mërgim	exile
parlament	parliament
sillet	behaving
sillet	behaves
mer	mer
haki	haki
iliria	illyria
rinia	youth
dasma	wedding
check	check
poly	poly
germany	germany
menaxhimin	managing
njëmbëdhjetë	eleven
njëmbëdhjetë	eleventh
ngjarja	event
vëllezër	brothers
skocisë	scotland
motrat	sisters
gjyqësor	judicial
gjyqësor	judiciary
lutje	prayers
lutje	prayer
enciklopedia	encyclopedia
benjamin	benjamin
fruta	fruit
fruta	fruits
kushdo	anyone
jorge	jorge
gabime	mistakes
gabime	errors
tregimet	stories
aksioneve	stake
aksioneve	stock
konsideron	considers
logjike	logical
lëshon	divorces
einer	einer
kryesia	chairmanship
julian	julian
jugperëndimore	southwestern
jugperëndimore	southwest
shndërruar	mutating
mediawiki	mediawiki
fal	forgive
zotëron	haver
zotëron	owns
shpëtoi	saved
kultivuar	cultivate
kultivuar	cultivated
emin	emin
njohje	recognition
kola	coke
kola	cola
kola	kola
mbetjet	leftovers
mbetjet	waste
mbetjet	remnants
mëson	teaches
mëson	learning
kruja	crewe
futi	introduced
puy	puy
gregori	gregory
ukraina	ukraine
rumune	romanian
koloni	colonies
koloni	colony
ngarkesa	load
ngarkesa	cargo
ngarkesa	loads
ngarkesa	shipment
dëme	damage
individual	individual
dyqane	boutiques
dyqane	shops
dyqane	stores
vëlla	bro
vëlla	brother
përbërjen	composition
hamburg	hamburg
hitleri	hitler
omanit	omani
bis	bis
përkthimi	translation
partizan	partisan
eduard	edward
folklorike	folklore
mitrovica	mitrovica
humbjet	losses
rregulluar	arranged
thirri	called
presidentin	president
betejat	struggles
betejat	battles
dori	dori
hapja	opening
përbënin	constituted
shije	taste
shije	flavor
shije	tastes
sabah	sabah
normalisht	normally
shtrirja	extension
koreja	korea
afat	term
afat	deadline
dhjetorit	december
përfituar	benefited
përfituar	profiting
kesh	kesh
kesh	have
eure	eure
kushtetutën	constitution
trashëgimi	legacy
trashëgimi	inheritance
trashëgimi	heritage
edi	eddie
edi	edi
imazh	image
villa	villa
muskujve	muscle
producenti	producer
peja	peja
beta	beta
beta	beth
beta	betta
lufton	fights
lufton	struggles
lufton	struggling
vila	cottage
vila	vila
vila	villa
vila	villas
kuptime	meanings
shihni	see
clinton	clinton
lider	leader
turi	mug
turi	tour
caktua	appointed
taksat	tax
taksat	taxes
luginë	valley
identitetit	identity
aktorja	actress
tregti	commerce
tregti	trade
tregti	trading
hebrenjtë	jews
shton	adds
funksionimin	functioning
fushatë	campaign
miku	friend
portieri	concierge
portieri	doorman
portieri	goalkeeper
portieri	goalie
pol	paul
pol	pole
pol	pol
muhamedi	muhammad
mbretërit	kings
majat	peaks
zbritur	landed
guelders	guelders
disney	disney
paralel	parallel
klimatike	climatic
shoqëritë	societies
nyje	node
nyje	knots
nyje	knot
sandbox	sandbox
moshen	moshe
bukuri	beauty
grumbulluar	accumulated
grumbulluar	amassed
vrima	hole
vrima	holes
ram	ram
rezervë	spare
rezervë	reserve
piktori	painter
auvergne	auvergne
mesdheut	mediterranean
publikimi	publication
publikimi	publishing
psoe	psoe
murati	murad
marseille	marseille
ibm	ibm
mesit	mid
poitou	poitou
shkrimtare	writer
shpata	blade
shpata	swords
shpata	sword
xhiro	ride
arkitektonike	architectural
fidel	fidel
christopher	christopher
çuditshme	bizarre
iku	gone
komunitetet	communities
kamboxhia	cambodia
njësoj	same
organizative	organizational
organizative	organisational
hamdi	hamdi
rrezeve	rays
orët	hours
orët	clocks
orët	watches
pranvera	spring
hoysala	hoysala
lojrat	games
loir	loir
sulmoi	attacked
nacionaliste	nationalist
nacionaliste	nationalistic
aargau	aargau
atomeve	smasher
mercedes	mercedes
ekspozuar	exposed
ajror	aerial
vietnamit	vietnam
parma	parma
mblidhen	gather
gojë	mouth
gojë	mouths
volkswagen	volkswagen
provë	test
provë	proof
priti	hosted
theksohet	underline
hesse	hesse
cher	cher
massa	massa
banesa	apartment
portin	port
square	square
moskës	moscow
proceseve	processes
johannes	johannes
reshje	precipitation
chan	chan
parandaluar	prevent
sanxhaku	sanjak
kot	vain
kot	lame
ushtron	exerts
vertikale	vertical
prishtine	pristina
hapa	steps
hungarez	hungarian
liruar	loose
liruar	released
liruar	freed
mbuluara	covered
linux	linux
individë	individuals
benedikti	benedict
qyteza	town
qyteza	towns
mode	fashion
vendimtare	decisive
vendimtare	crucial
marc	marc
demir	demir
hasi	hasi
columbia	columbia
silva	silva
individ	individual
veshjet	clothing
veshjet	clothes
bank	bank
avancuar	advanced
ndertuar	built
omer	omer
martini	martinis
martini	martini
martini	martin
siguria	security
siguria	safety
vlerësimi	valuation
vlerësimi	appreciation
vlerësimi	assessment
interwiki	interwiki
yje	stars
dheut	soil
shtypjes	repression
abaz	abbas
shtoi	added
publikisht	publicly
paraardhësit	ancestors
charentes	charentes
tërhoqi	drew
shumicës	majority
krijuesi	creator
operator	operator
interesi	interest
transparent	transparent
lang	lang
ambasador	ambassador
kundërshtarët	adversaries
kundërshtarët	opponents
ruanda	rwanda
baletit	ballet
rose	rose
premiera	premiere
premiera	premieres
dheu	dust
dheu	soil
dheu	soils
shiva	shiva
afer	close
afer	near
portret	portrait
biblike	biblical
toni	tony
toni	toni
partitë	parties
potencial	potential
ekzistenca	existence
deklaron	declares
kundërshtuar	disputed
artur	arthur
artur	artur
dënim	punishment
temperature	temperature
temperature	chilling
ndesh	facing
ndesh	faces
vatikanit	vatican
lirohet	released
lirohet	freed
universitete	universities
tonga	tonga
veli	veli
land	land
gërmadhat	rubble
gërmadhat	ruins
gërmadhat	turrets
anthony	anthony
ideale	ideals
ideale	ideal
june	june
pasuritë	riches
pasuritë	assets
fox	fox
paratë	money
zakon	habit
senatit	senate
veglat	gadgets
veglat	utensils
veglat	tools
soria	soria
alfa	alpha
alfa	alfa
kinema	cinema
migjeni	theatre
sarajevë	sarajevo
thyen	breaks
thyen	breaking
parashikuar	projected
parashikuar	anticipated
parashikuar	predicted
senati	senate
shoqërohet	accompanied
liqen	lake
oborr	yard
oborr	courtyard
punëtorë	workers
grusht	punch
grusht	fist
kthen	turns
kthen	returns
kthen	return
pagane	pagan
treguesi	index
treguesi	indicator
diametër	diameter
sao	são
sao	sao
brss	ussr
duam	want
futjen	introduction
organe	organs
forum	forum
përkujtimore	recurrence
përkujtimore	memorialized
përkujtimore	memorial
koleksion	collection
rastësisht	randomly
rastësisht	incidentally
rastësisht	random
rastësisht	casually
portier	concierge
portier	gatekeeper
portier	doorman
norma	rate
kombet	nations
atmosferë	atmosphere
doni	donnie
doni	donny
doni	want
bashkëpunëtor	collaborator
bashkëpunëtor	accomplice
sie	sie
operacionet	operations
pajtim	reconciliation
hirohito	hirohito
party	party
zeeland	zeeland
pakicë	retail
pakicë	minority
url	url
mani	mani
mani	manny
ushqime	food
arnold	arnold
pakistan	pakistan
teorema	theorem
león	león
australisë	australia
rende	heavy
augustus	augustus
shfaqjet	screenings
transmetohet	airs
fest	fest
sure	chapter
adrian	adrian
praktik	practical
costa	costa
fytyra	faces
fytyra	face
zbulimet	revelations
zbulimet	discoveries
zbulimet	findings
kalendari	calendar
mashkullore	masculine
shtabi	headquarters
kullat	towers
konceptet	concepts
qenit	dog
qenit	canine
muajt	months
estonia	estonia
vulgare	vulgar
kërkimi	search
kërkimi	quest
kërkimi	searching
princat	princes
princat	stallions
alta	alta
niko	nico
niko	niko
smart	smart
drejtimet	directions
mikhail	mikhail
pseudo	pseudo
pseudo	hacks
kushtetues	constitutional
sainte	sainte
qumështit	milky
ekran	screen
indiana	indiana
prodhuesit	producers
prodhuesit	manufacturers
irak	iraq
cruz	cruz
pema	tree
normat	rates
mata	mata
pasuan	followed
berati	berat
ëndrra	dreams
otomane	ottoman
architecture	architecture
ndjenjë	feeling
hash	eat
shtyrë	driven
shtyrë	pushed
shtyrë	postponed
programimi	programming
shpërblim	reward
jashte	outside
jashte	out
dhunshme	violent
luftëra	wars
profesioniste	professional
udhë	track
rrethore	circular
tërheqëse	attractive
vicente	vicente
boccaccio	boccaccio
automatik	automatic
mecklenburg	mecklenburg
murat	murat
përpunuar	elaborate
përpunuar	processed
mirat	best
njëpasnjëshme	successive
protokolli	protocol
herbert	herbert
alabama	alabama
napoleon	napoleon
josep	josep
zgjedhore	electoral
zgjedhore	election
zbukuruar	adorned
zbukuruar	beautify
zbukuruar	decorated
doktrina	doctrine
punëtorët	workers
listat	lists
besueshme	credible
besueshme	reliable
atdheu	homeland
aspektet	aspects
regjimin	regime
penguar	hampered
tito	tito
samoa	samoa
largësi	distant
pushim	break
pushim	rest
duk	duke
kodin	code
allen	allen
finland	finland
autoriteteve	authorities
renditet	ranks
zbatimi	implementation
vjeshtë	autumn
dinamike	dynamic
historianët	historians
blloqe	blocks
bibla	bible
oder	oder
ceremoni	ceremony
kohërat	times
eva	eva
eva	ava
lake	lake
hazard	hazard
zëvendësua	replaced
monte	monte
ikur	gone
pjesëmarrësit	participants
pjesëmarrësit	attendees
piper	pepper
piper	piper
piper	jalapeño
transport	transportation
transport	transport
detyrimet	obligations
umeå	umeå
pushtuese	occupying
pushtuese	occupation
drite	light
tregtarët	traders
tregtarët	merchants
tregtarët	dealers
mjekësor	medical
përjetshëm	timeless
tërheq	draws
bell	bell
torres	torres
dëshmitë	testimonials
dëshmitë	testimonies
palermo	palermo
roland	roland
caktohet	assigned
sulmuese	offensive
bachelor	bachelor
plazhi	beach
përhapjes	proliferation
trashëgimia	heritage
trashëgimia	legacy
trashëgimia	inheritance
shtypjen	printing
leipzig	leipzig
tregtia	trade
mirënjohje	gratitude
ndërhyrje	intrusion
ndërhyrje	interventions
ndërhyrje	interference
ndërhyrje	intervention
ekonomist	economist
legjendar	legendary
transmeton	broadcast
transmeton	transmitting
transmeton	transmits
transmeton	broadcasts
literaturë	literature
hessen	hessen
elena	elena
hollywood	hollywood
kongres	congress
kulturave	cultures
romantike	romantic
ndërprerje	interruptions
ndërprerje	interruption
ndërprerje	blackouts
ndërprerje	blackout
shënimeve	clipboard
rikthimi	comeback
rikthimi	restitution
rikthimi	retrieval
rikthimi	relapse
anne	anne
hidrogjenit	hydrogen
iraku	iraq
dhjetra	tens
dhjetra	dozens
philippe	philippe
gjyq	trial
express	express
mekanika	mechanics
xhemal	jamal
galeri	gallery
edmond	edmond
mexico	mexico
antikitetit	antiquity
leone	leone
shqiptohet	pronounced
shqiptohet	spelt
përcaktimi	definition
shqetësuar	restless
shqetësuar	concerned
shqetësuar	disturbed
shqetësuar	worried
klienti	client
hebre	jewish
hebre	jew
bisedimet	talks
periodike	periodic
periodike	recurring
jura	jura
gri	gray
gri	grey
htm	htm
gdhendur	engraved
gdhendur	carved
philip	philip
redir	redir
reduktuar	reduce
reduktuar	reduced
organizuan	organised
aspekt	aspect
shekull	century
mitologjike	mythological
kuti	box
kuti	boxes
vizion	vision
përparim	progress
bashkëkohor	contemporary
firmosur	signed
simbolike	symbolic
shejh	saleh
radhe	time
agrare	agrarian
bregdetar	coastal
lirimin	acquittal
dera	door
brigjeve	offshore
jet	jet
buxheti	budget
pozitat	positions
molekulare	molecular
eduardo	eduardo
kurt	kurt
angel	angel
italy	italy
ambasada	embassies
ambasada	embassy
shpallja	revelation
elektronet	electrons
denimi	punishment
nicolas	nicolas
vullnetarë	volunteers
prit	wait
epokë	era
aktorë	actors
teodor	theodore
teodor	teodor
fragmente	fragments
organizator	organizer
xhafer	jafar
veriperëndimore	northwestern
frontin	front
maine	maine
halim	halim
dëm	harm
dëm	damage
ukrainë	ukraine
kënaqësi	enjoyment
kënaqësi	pleasure
kënaqësi	satisfaction
gonzález	gonzález
mbetura	remaining
alfonso	alfonso
konferencë	conference
shpjegohet	explained
shpjegohet	explains
shembujt	examples
vepronte	operated
falje	pardon
falje	apology
falje	apologize
falje	forgiveness
momente	moments
drin	drina
drin	drin
gnu	gnu
mati	mattie
mati	matti
mati	mati
egnatia	egnatia
mishi	gravy
mishi	meat
reformat	reforms
krijuesit	creators
comté	comté
zbatim	implementation
faktet	facts
harmoni	harmony
islanda	iceland
pablo	pablo
mendjes	mind
brinjë	ribs
brinjë	rib
ohio	ohio
lexuesi	reader
sllovenia	slovenia
pandërprerë	uninterrupted
dëmtimi	injury
dëmtimi	damage
andreas	andreas
empordà	empordà
lëkura	leather
lëkura	skin
qeramike	ceramic
lama	lama
amsterdam	amsterdam
kosovarë	kosovars
shqiptareve	tent
liderët	leaders
seritë	series
seritë	soaps
bisht	tail
bisht	ponytail
douglas	douglas
shkaktohet	caused
che	che
aga	aga
mato	mato
datat	dates
meksikë	mexico
aleate	allied
aleate	ally
trimat	braves
luani	lion
pasion	passion
mbeturinat	waste
fatkeqësisht	unfortunately
promovimin	promotion
bacău	bacău
gjenerata	generation
gjenerata	generations
maje	top
praktika	practice
praktika	practices
organizim	organization
organizim	setup
ikona	icons
ikona	icon
substanca	substance
substanca	substances
hlist	hlist
nasa	nasa
doganore	customs
mirën	meera
argjentinë	argentina
argjentinë	argentine
biografi	biography
individi	individual
himni	anthem
familjar	family
strehim	shelter
strehim	housing
strehim	accommodation
strehim	refuge
përjetuar	experienced
kultivimin	cultivation
janinë	ioannina
kristaq	hudson
imazhet	images
humanitare	humanitarian
dogjën	burned
dogjën	torched
fixhi	fiji
guru	guru
statistikore	statistical
përgjegjëse	responsible
kod	code
trajtohen	treated
metodën	method
wikipedian	wikipedian
shuar	extinct
miell	flour
formale	formal
teologjike	theological
hekur	iron
muslimanët	muslims
organizon	organizes
organizon	hosts
gabimet	faults
gabimet	mistakes
gabimet	errors
presioni	pressure
egjiptiane	egyptian
moon	moon
thjeshte	simple
musai	moses
ndërtimet	construction
ndërtimet	constructions
mall	longing
mall	mall
mall	commodity
mall	merchandise
helena	helena
helena	helen
kalorës	knight
kalorës	knights
pagesë	payment
udhëtoi	travelled
udhëtoi	traveled
stuttgart	stuttgart
gezuar	cheers
gezuar	happy
varrosur	buried
josef	jozef
josef	josef
diskutuar	discussed
diskutuar	discuss
stacion	station
basketbollit	basketball
lehtësisht	easily
mbishkrime	graffiti
omar	omar
studios	studios
sky	sky
dôme	dôme
dal	dal
maurice	maurice
mjedisore	environmentalist
mjedisore	environmental
kryhen	committed
nëpunës	clerks
nëpunës	clerk
shkencorë	scientific
mohamed	mohamed
pasme	rear
konkretisht	concretely
konkretisht	specifically
ndalon	prohibits
ndalon	forbids
ndalon	stops
fryma	breath
zbret	descends
durch	durch
garave	pennant
fondi	fund
rikthyer	restore
#la	#la
platformë	platform
shpërtheu	exploded
aleancë	alliance
muskujt	muscles
ndihet	feels
dead	dead
personalisht	personally
kriminale	criminal
kancelari	chancellor
estetike	aesthetic
pengesa	obstruction
pengesa	hurdles
pengesa	obstacles
pengesa	hurdle
numer	number
giotto	giotto
krishterimi	christianity
biseda	conversations
biseda	conversation
biseda	chat
raffaello	raffaello
dëshiruar	desired
irakut	iraqi
moshe	moshe
indre	indre
gordon	gordon
peng	hostage
përjashtuar	excluded
përjashtuar	exempt
përjashtuar	expelled
solomon	solomon
personalitetit	personality
analizë	analysis
konsiderojnë	consider
omega	omega
buganda	buganda
mbyllet	closes
mbyllet	closing
stafi	staff
periferi	suburb
periferi	outskirts
periferi	periphery
periferi	suburbs
bizantit	byzantium
instrumente	instruments
poetët	poets
lodhur	tired
treguan	indicated
treguan	showed
hidhur	bitter
eksperimentale	experimental
supozohet	assumed
supozohet	presumed
artificial	artificial
versionet	versions
këndi	corner
këndi	angle
shtatori	september
token	token
klerit	clergy
kansas	kansas
dalja	emergence
dalja	exit
dalja	exiting
mrekulli	great
mrekulli	miracle
supreme	supreme
janari	january
përpunimi	processing
lajmi	news
praktikisht	virtually
praktikisht	practically
venecia	venice
bruto	gross
vendime	verdicts
vendime	decisions
gjenetike	genetic
loje	game
acid	acid
kryengritjet	uprisings
rezerva	reservations
zyrat	offices
mac	mac
formal	formal
natyral	natural
jonathan	jonathan
australian	australian
aka	aka
aktet	acts
teknologjike	technological
partizanët	partisans
fotografia	photography
