অভিনব	الهوى
শিয়াদের	الشيعة
দাড়ি	اللحية
দাড়ি	لحية
লেসলি	ليسلي
লেসলি	ليزلي
সূর্যাস্ত	غروب
সূর্যাস্ত	الغروب
তালু	النخيل
তালু	الكف
অসাধারন	مدهش
কুচকাওয়াজ	موكب
কুচকাওয়াজ	المسيرة
কুচকাওয়াজ	الزحف
গণভোট	استفتاء
গণভোট	الاستفتاء
বুদাপেস্ট	بودابست
নিষ্ঠুর	قاسي
নিষ্ঠুর	ضروب
নিষ্ঠুর	وقح
নিষ্ঠুর	فظ
নিষ্ঠুর	وقاحة
নিষ্ঠুর	وحشية
নিষ্ঠুর	وحشي
বাইট	بايت
বাইট	بايت
কোক	الكوكا
কোক	الكوك
কোক	كوكا
আটকা	محاصرة
সতর্কবার্তা	التحذير
সতর্কবার্তা	تحذير
সতর্কবার্তা	انذار
সতর্কবার্তা	تنبيه
সতর্কবার্তা	التحذيرات
সতর্কবার্তা	تحذيرات
প্লেন	الطائرة
প্লেন	طائرة
মোজাইক	فسيفساء
কোর্টনি	كورتني
মুক্তা	اللؤلؤ
মুক্তা	بيرل
মুক্তা	اللؤلؤة
ইলেক্ট্রিক্যাল	كهربائي
ইলেক্ট্রিক্যাল	كهربائية
আটা	الطحين
আটা	الدقيق
অ্যানিমে	الانمي
বরা	بورا
ওন	فاز
ওন	وون
পার্সিয়ান	الفارسي
পার্সিয়ান	الفارسية
তালাত	طلعت
তালাল	طلال
বোর্ডিং	الصعود
বোর্ডিং	صعود
অভিশপ্ত	لعن
নির্মাণকার্য	البناء
নির্মাণকার্য	المبنى
নির্মাণকার্য	بناء
নির্মাণকার্য	مبنى
নির্মাণকার্য	البناية
নির্মাণকার্য	البناء
নির্মাণকার্য	التشييد
নির্মাণকার্য	تشييد
নির্মাণকার্য	بناء
নির্মাণকার্য	الانشاءات
নির্মাণকার্য	الانشاء
হুয়া	هوا
মিল্টন	ميلتون
দায়িত্বশীল	مسؤول
দায়িত্বশীল	المسؤول
কর্ডোবা	قرطبة
ক্রিম	الكريم
ক্রিম	الكريمة
ক্রিম	كريمة
ক্রিম	كريم
ছাতা	المظلة
ছাতা	شمسية
ছাতা	مظلة
রুবি	روبي
ঘর্ষণ	فرك
ঘর্ষণ	الاحتكاك
জানালার	نافذة
জানালার	النافذة
অপছন্দ	الكراهية
অপছন্দ	الكره
অপছন্দ	حقد
অপছন্দ	كره
কপলি	كوبلي
ওঝা	شامان
সালাত	صلاح
জিতেছেন	فاز
জিতেছেন	وون
নাবিকদের	البحارة
ক্লাসিক্যাল	الكلاسيكي
ক্লাসিক্যাল	كلاسيكي
ক্লাসিক্যাল	كلاسيكية
ক্লাসিক্যাল	الكلاسيكية
গাম্বিয়া	غامبيا
প্রস্রাব	التبول
প্রস্রাব	تبول
প্রস্রাব	البول
কাব	شبل
গরুড়	جارودا
গরুড়	غارودا
শরিয়া	شريعة
শরিয়া	الشريعة
অন্তরীণ	الاحتجاز
অন্তরীণ	الاعتقال
অন্তরীণ	احتجاز
অন্তরীণ	محتجز
ফটোগ্রাফার	المصور
ফটোগ্রাফার	مصور
লেকচারার	محاضر
লেকচারার	المحاضر
দেং	دينج
দেং	دينغ
অন্তরঙ্গ	حميمية
অন্তরঙ্গ	حميم
অন্তরঙ্গ	حميمة
ব্লগার	مدون
ব্লগার	المدون
ব্লগার	المدونة
ব্লগার	المدونين
শিথিল	ارتاح
তরুণী	الفراخ
তরুণী	شاب
তরুণী	شابة
তরুণী	صغار
