در	door
مکانیکی	mechanical
سرگرمی	hobby
سرگرمی	hobbies
سرگرمی	amusement
سرگرمی	entertainment
ائتلاف	alliance
ائتلاف	coalition
ازای	reflecting
ناقص	imperfect
ناقص	incomplete
خرس	bears
خرس	bear
خاکی	khaki
خاکی	dirt
کاپیتان	captain
مراجع	references
بلاروس	belarus
سازه	structure
ایمان	faith
ایمان	iman
ایمان	believe
دیو	dave
بیلی	billy
یانگ	jang
یانگ	yang
یانگ	young
ابداع	invention
زخمی	injured
زخمی	wounded
زخمی	hurt
ایرلاینز	airlines
زیارت	pilgrimage
زیارت	arba
برنج	rice
اوضاع	things
عروس	bride
عروس	brides
الکترون	electron
الکترون	electrons
گرما	heat
گرما	warmth
دندان	teeth
دندان	tooth
عکاس	photographer
عکاس	photographers
مصدق	confirming
کودتای	coup
کاترین	catherine
حبیب	habib
اعصاب	nerves
محترم	respected
محترم	esteemed
پنجره	window
مال	mal
مال	wealth
لویی	louis
کتابهای	books
محققان	scholars
محققان	researchers
تقاضای	demanding
خطا	error
ماهیان	fishes
ماهیان	fish
داوود	david
هواداران	fans
شام	dinner
شام	evening
شام	supper
شنبه	saturday
موزیک	music
کیش	kish
ویلهلم	wilhelm
مجهز	armed
مجهز	equipped
تذکر	reminder
بروس	bruce
خطرناک	dangerous
فضاهای	spaces
گرجی	georgian
پرسش	question
پرسش	questioned
چگالی	density
اماکن	entering
پاراگوئه	paraguay
طب	medicine
پارامتر	parameter
پارامتر	parameters
کریمی	karimi
عراقی	iraqi
کلیدی	key
ایروان	yerevan
تاریک	dark
تاریک	tarik
هخامنشیان	achaemenid
کینگ	king
ولسوالی	pashtun
لری	larry
شرایطی	circumstances
وبلاگ	blog
عرفان	mysticism
اشتراک	sharing
اشتراک	shares
اشتراک	subscribe
اشتراک	subscription
مجسمه	statues
مجسمه	sculpture
مجسمه	statue
رایت	wright
رنج	agony
رنج	suffering
رنج	suffer
رنج	adversity
قهوه	coffee
عارف	arif
جماعت	congregation
سرپرست	admin
سرپرست	administrator
واضح	obvious
واضح	clearly
کلام	word
پیشگیری	preventive
پیشگیری	prevention
سالها	years
کهکشان	galaxy
تقدیر	destiny
تقدیر	fate
سادات	sadat
اصرار	insist
اصرار	insisting
گر	ger
گر	gar
مولکولی	molecular
ترکمنستان	turkmenistan
بنیادی	fundamental
بنیادی	stem
استقرار	deployment
استرالیایی	australian
برداشته	lifted
کلرید	chloride
علمای	scholars
حکیم	hakim
حکیم	wise
شکنجه	torture
شکنجه	tortured
مشتق	differentiation
مشتق	derivative
مشتق	derived
دائمی	permanent
کارایی	performance
کارایی	efficiency
جوی	joy
پژوهشگر	researcher
پژوهشگر	scholar
باکو	baku
باله	ballet
قبرستان	cemetery
قبرستان	graveyard
قضاوت	judgement
قضاوت	judgment
محبوبیت	popularity
کیهان	universe
کیهان	cosmos
هندسه	geometry
شناختی	cognitive
توقف	stop
پناه	shelter
پناه	protection
پناه	refuge
هال	hull
هال	hal
هال	hall
تجمع	accumulation
قواعد	rules
خیریه	charities
خیریه	charity
غزه	gaza
پذیرفت	accepted
چرخش	rotated
چرخش	rotation
چرخش	rotate
چرخش	spin
لتونی	latvia
لتونی	latvian
هانس	hans
مهرداد	mithridates
زاید	zayed
تحلیلی	analytical
تحلیلی	analytic
سائو	cao
سائو	são
فردریک	frederic
فردریک	frederick
عقل	sense
عقل	understanding
بستر	bed
راگبی	rugby
تلفات	casualties
اندازی	booted
مقیم	resident
دن	dan
بدل	replica
طراحان	planners
بیزانس	byzantine
پوند	pound
نیمی	half
راجر	roger
قومیت	ethnicity
مقررات	regulations
پوستر	poster
بلوز	blouse
بلوز	blues
ذهنی	subjective
ذهنی	mental
ژن	gene
ژن	genes
ذیل	following
ذیل	addendum
کلیک	click
کلیک	clicks
باری	bari
باری	burden
منتخب	elect
غذای	meal
عید	feast
عید	eid
بهینه	optimal
بهینه	optimized
بهینه	optimum
سالی	sully
سالی	sally
بازتاب	reflex
بازتاب	reflection
بازتاب	reflections
قاعده	rule
پیراهن	blouse
پیراهن	shirt
ژاک	jacques
دونفره	doubles
فرق	difference
ویران	ruins
نوکیا	nokia
لوازم	accessories
کوک	cook
کوک	kok
پایداری	stability
پایداری	sustainability
فلان	blah
مناسبت	occasion
وایت	wyatt
وایت	white
نحوی	syntax
دوازدهم	xii
دوازدهم	twelfth
رمضان	ramadan
کارلوس	carlos
حاکمیت	judgement
حاکمیت	sovereignty
حاکمیت	governance
معکوس	inverse
معکوس	reverse
گفتار	speech
چلسی	chelsea
زبانهای	languages
جهاد	fought
جهاد	crusade
جهاد	jihad
جهاد	struggle
حساسیت	sensitivity
حساسیت	allergy
حساسیت	allergies
حساسیت	allergic
مجاور	adjacent
مجاور	nearby
آذری	azeri
نیازهای	requirements
کوین	kevin
وبسایت	website
فرکانس	frequencies
فرکانس	frequency
ویل	will
ویل	wil
واپسین	last
پولی	money
پولی	monetary
گرند	grand
دفع	repel
ثروت	fortune
ثروت	wealth
بازارهای	markets
اتم	atom
بانکداری	banking
گور	gore
جم	jam
جم	gem
لنز	lens
لنز	lenz
بازرسی	inspect
بازرسی	inspection
واقعا	really
یازده	eleven
عمودی	vertically
عمودی	vertical
خشم	anger
خشم	rage
همایون	humayun
فساد	corruption
بوستون	boston
مسافر	passenger
مسافر	traveller
مسافر	passengers
فرشته	angel
فلز	metal
فلز	zinc
فلز	metallic
متأسفانه	unfortunately
رویکرد	approach
مخزن	tank
مخزن	repository
شایسته	righteous
شایسته	righteousness
شایسته	worthy
بدنی	body
بدنی	physical
مدینه	medina
آشور	ashur
آشور	assyria
درسی	lesson
کارشناسان	experts
کارشناسان	engineers
عشایر	nomad
طلاق	divorce
طلاق	divorced
خودروسازی	automotive
تاریکی	darkness
لهجه	accents
لهجه	accent
دشوار	hard
دشوار	difficult
برند	brand
غذاهای	foods
غذاهای	dishes
قاهره	cairo
سکوت	silence
نوک	tip
برگردان	lapel
برگردان	undo
ویلسون	wilson
اسکی	ski
اسکی	skiing
برطرف	relieved
جغرافیا	geography
فرقه	sect
مکعب	cube
مکعب	cubic
مفصل	detailed
مفصل	joint
سلولی	cellular
عددی	numerical
عددی	numeric
قطبی	polar
قطبی	arctic
محاکمه	trial
اخترشناسی	astronomical
اخترشناسی	astronomy
کنگو	congo
کوپا	copa
یوهان	johann
یوهان	johan
قالی	carpet
قالی	rug
قالی	rugs
مهارت	skills
مهارت	skill
آکسفورد	oxford
پتانسیل	potential
لین	lin
آژانس	agency
باریک	narrow
ریسک	risk
کنسول	console
مور	mor
مور	moore
سادگی	simplicity
سادگی	simply
آداب	etiquette
آداب	taoist
آداب	manners
بازیابی	restore
بازیابی	recover
بازیابی	retrieve
بازیابی	retrieval
بازیابی	recovery
تحریم	embargo
تحریم	boycott
تحریم	sanctions
احمدآباد	ahmedabad
ذوب	melting
قبر	grave
دیپلم	diploma
دیپلم	diplomas
اشیاء	objects
تیمی	timmy
تیمی	team
والی	wally
والی	vali
فریدریش	friedrich
فریدریش	frederick
ژنتیکی	genetic
وابستگی	dependency
وابستگی	affiliation
مراقبت	caring
مراقبت	care
سپاهان	sepahan
آیات	verses
آیات	communications
آیات	revelations
معادلات	equations
برش	cut
برش	slice
برش	crop
تحول	evolution
صادرات	export
صادرات	exporting
خونی	blood
پراکندگی	dispersion
پراکندگی	diaspora
پراکندگی	scattering
نفع	benefit
جانور	beast
ماموریت	mission
بزرگسالان	adult
بزرگسالان	adults
وصل	connect
مطلوب	desired
مطلوب	optimum
مطلوب	desirable
آستین	austin
آستین	sleeve
بولیوی	bolivian
بولیوی	bolivia
خراب	ruin
خراب	corrupted
صحرای	sahara
جت	jet
قدم	step
جاسوسی	spy
مایک	mike
یونیورسال	universal
سامان	saman
گربه	cats
گربه	cat
اتیوپی	ethiopia
اندام	organs
اندام	organ
خیام	khayyam
طلب	seeking
چارلی	charlie
آینه	mirrors
آینه	mirror
افغان	afghan
اعضا	members
منهتن	manhattan
گوشه	corner
هامبورگ	hamburg
متمایز	distinctive
متمایز	distinguished
متمایز	separates
مصری	egyptian
مدیترانه	mediterranean
واز	woz
ریلی	riley
تانزانیا	tanzanian
تانزانیا	tanzania
جایگزینی	replacing
جایگزینی	replace
جایگزینی	replacement
منتظر	waiting
گرین	greene
گرین	green
اتلتیکو	atlético
صلاحیت	qualifications
لحن	tone
بلوار	boulevard
مبانی	fundamentals
توجیه	justified
توجیه	offers
قاتل	killer
پانزده	fifteen
آرامش	relaxing
آرامش	rest
آرامش	comfort
زحمت	trouble
زحمت	inconvenience
نقشی	role
وسترن	western
درخشان	glowing
درخشان	bright
درخشان	shining
هریس	harris
تنگه	tight
تنگه	strait
جیم	jim
احکام	statutes
احکام	ordinances
تقریبا	almost
غنا	ghana
صحت	integrity
صحت	correctness
صحت	authenticity
خاموش	off
خاموش	silent
مجلات	journals
دروغ	lie
دروغ	lies
پیوستن	attach
پیوستن	join
پیوستن	joining
مایر	mayer
مایر	meyer
پیچ	maze
پیچ	peach
پیچ	screw
گرینویچ	greenwich
افقی	horizontal
مفهومی	conceptual
مفهومی	concept
قطعی	deterministic
قطعی	definite
قطعی	definitive
چطور	how
جنبه	aspect
ترویج	promoter
ترویج	promotion
ترویج	promote
سعدی	saadi
الکل	alcohol
جمال	jamal
تبادل	interchange
تبادل	exchange
مراتب	grades
کور	blind
کور	kur
زاپاس	spare
خطای	error
برپا	establish
بازرگان	merchant
بازرگان	merchants
تروریسم	terrorism
گلوله	bullet
استوار	firm
موسسات	clinics
موسسات	institutions
مستقیماً	directly
رابط	connector
رابط	interface
رابط	coordinating
برخوردی	impact
طاق	vault
طاق	arch
طاق	taq
دانیل	daniel
مأمور	agent
راسل	russell
بنت	bennett
بنت	bent
آلوده	infected
آلوده	polluted
لاس	flirt
لاس	flirting
لاس	flirtation
لاس	las
جناح	flank
احتمالا	probably
پینک	pink
بخوانید	read
بخوانید	call
شیب	slope
شیب	dip
بوش	smell
بوش	bush
بوش	bosch
مقر	quarters
همسایه	neighbors
همسایه	neighbour
همسایه	neighbours
همسایه	neighborhood
همسایه	neighbor
کلیساهای	churches
قربانیان	victims
رازی	razi
رازی	secret
شعری	poem
شعری	poems
ویتامین	vitamin
ویتامین	vitamins
زیرزمینی	underground
مادی	corporeal
تایمز	times
آلیس	alice
مذاکرات	negotiation
مذاکرات	negotiations
انقراض	extinction
کریستوفر	christopher
مریخ	mars
بیلبورد	billboard
استانی	provincial
پاتر	potter
حامی	sponsor
حامی	patron
حامی	sponsors
سور	sor
سور	sur
گرمسیری	tropical
مقدونیه	macedonian
مقدونیه	macedonia
ماندگار	persistent
ماندگار	endure
ماندگار	enduring
ابریشم	silk
کارها	jobs
تعطیل	shutdown
گرافیکی	graphics
ختم	funeral
آرا	ara
دانلود	download
الگوها	patterns
روانشناسی	psychological
روانشناسی	psychology
سازگار	compatible
سازگار	consistent
سازگار	adaptive
رباط	robot
فلورانس	florence
سام	sam
شبانه	nocturnal
شبانه	night
فورت	fürth
فورت	fort
نقص	defect
شانزدهم	xvi
میلی	millie
فراری	ferrari
فراری	fugitive
فراری	runaway
عصب	nerve
عصب	nerves
مداوم	continuously
مداوم	constant
مداوم	continuous
بایر	bayer
بایر	arid
نایین	nain
گردآوری	amass
گردآوری	amassing
گردآوری	gathering
بازاریابی	marketing
بازاریابی	personalized
میزبانی	hosting
خشکی	land
دنباله	trail
دنباله	sequel
دنباله	sequence
گارد	guards
گارد	guard
مسیرهای	routes
دشمنان	enemies
فهم	realization
فهم	understand
افسر	officer
بگیرید	take
رمزنگاری	cryptographic
رمزنگاری	encryption
رمزنگاری	cipher
رمزنگاری	cryptography
سانسور	censorship
هاشم	hashim
هاشم	hashem
رحیم	rahim
رحیم	raheem
عثمان	uthman
عثمان	usman
عثمان	osman
گرمایی	thermal
نیت	nate
سالگرد	anniversary
پان	pan
ریه	lung
ریه	lungs
جابجایی	relocation
جابجایی	displacement
پاول	paul
پاتریک	patrick
بگویم	tell
کمان	sagittarii
کمان	arc
کمان	sagittarius
کمان	bows
کمان	bow
تب	fever
تب	tab
دیوارهای	walls
قبلا	already
آبیاری	irrigation
آبیاری	watering
آبیاری	irrigate
اندرو	andrew
برقی	electric
برقی	barca
گنج	treasure
سوسیالیست	socialists
سوسیالیست	socialist
غول	giant
خمیر	paste
خمیر	dough
خاوری	oriental
فرانسیسکو	francisco
نیوز	news
مادری	motherhood
مادری	mother
آنالیز	analysis
کالاهای	goods
مزار	mazar
تقریبی	approximation
تقریبی	approximate
ماجراهای	adventures
کوتوله	pygmy
کوتوله	midget
کوتوله	dwarf
کوتوله	shorty
کارآفرین	entrepreneur
کارآفرین	businessman
رانندگی	drive
رانندگی	driving
کارگاه	detective
کارگاه	workshop
مهاباد	mahabad
بالینی	clinical
خنثی	neutral
هجوم	invasion
هجوم	raid
ناشناخته	unknown
سل	sol
سل	tuberculosis
سل	sal
حامیان	supporters
تفت	taft
امریکن	american
مانگا	manga
تنش	tension
تنش	stress
تنش	stunning
تورم	swelling
تورم	inflation
کانتی	county
بنیانگذاران	founders
روشهای	ways
روشهای	methods
کوی	coy
کوی	qui
نگار	nagar
کلارک	clark
شوهر	husband
اجتماع	society
اجتماع	community
اجتماع	rally
ترسیم	draw
ترسیم	drawing
مثلث	triangle
بهروز	update
روحانیون	clergy
دانه	seed
دانه	grain
دانه	seeds
بیانیه	manifesto
بیانیه	statement
ناظر	supervising
ناظر	observer
ناظر	witness
ناو	cruiser
تخلیه	evac
تخلیه	evacuation
انصاری	ansari
شورا	shura
شورا	council
ماهنامه	monthly
مارول	marvel
اعطای	grant
احسان	ehsan
احسان	kindness
استراتژی	strategy
لذت	delight
لذت	pleasure
لذت	delights
رطوبت	moisture
رطوبت	humidity
انگشت	toe
انگشت	finger
انگشت	toes
انگشت	fingers
کبوتر	dove
کبوتر	pigeon
احساسات	emotion
احساسات	emotions
احساسات	feelings
دنده	chop
دنده	ribs
دنده	rib
دنده	gear
پیکسل	pixel
پیکسل	pixels
بنویسید	write
شمشیر	sword
باقر	baqir
فرانکفورت	frankfurt
جونیور	junior
دروس	lessons
قفل	lock
قفل	locked
قفل	locks
کیک	cake
کیک	cakes
تفنگ	gun
تفنگ	rifle
سانتی	santi
ستایش	praise
درمیان	among
درمیان	trough
تخصص	expertise
تخصص	specialty
اتومبیل	automobile
نژادی	racial
نژادی	ethnic
سول	sol
سول	soul
اموال	property
اموال	substance
کمیک	comics
کمیک	comic
رقیب	rivals
رقیب	opponent
رقیب	competitor
رقیب	rival
یعقوب	jacob
یعقوب	yaqub
یکپارچه	unified
یکپارچه	integrated
زیستگاه	habitat
کارمندان	employees
کارمندان	staff
پارچه	textile
پارچه	cloth
پارچه	fabric
پارچه	fabrics
خاتمه	closure
لهستانی	polish
نامهای	names
نامهای	letter
فیل	elephants
فیل	elephant
تیپ	type
تیپ	brigade
جنگنده	fighter
عاشقانه	romance
عاشقانه	romantic
دمشق	damascus
خیابانی	street
کش	kesh
کش	cache
کش	cash
کش	kash
ابو	abu
ابو	abou
گواهی	certificate
گواهی	certification
پوسته	shell
پوسته	crust
کانتری	country
سرهنگ	colonel
الفبا	alphabet
تشکیلات	brigade
اسرائیلی	israeli
ژنتیک	genetic
ژنتیک	genetics
تعلیم	training
ارگ	organ
ارگ	citadel
پویا	dynamic
تابعیت	nationality
تابعیت	citizenship
پوشاک	apparel
پوشاک	clothing
مسئولان	authorities
حیدر	haidar
حیدر	haider
حیدر	heydar
بانوی	madam
بانوی	lady
دیزنی	disney
شاگرد	student
شاگرد	apprentice
قدرتمند	powerful
بوستان	gardens
تقاضا	demands
تقاضا	demand
مساوی	equal
مساوی	equals
خسته	exhausted
خسته	tired
املاک	estate
نامناسب	unsuitable
نامناسب	improper
نامناسب	inappropriate
نداشتن	lack
گوی	goy
گوی	goi
گوی	orb
اختلافات	discrepancies
اختلافات	disagreements
اختلافات	disputes
لیزر	laser
قایق	boat
گچ	chalk
گچ	plaster
گچ	cast
خدمه	crew
یان	jan
یان	yan
یان	jaan
سوراخ	hole
مراد	murat
مراد	murad
هندسی	geometric
هندسی	locus
پروس	prussia
پروس	prussian
اسپرانتو	esperanto
تضمین	guaranteed
تضمین	guarantee
رسد	touches
رسد	strikes
تانک	tank
تانک	tanks
فروشگاه	shop
فروشگاه	mall
فروشگاه	store
آرای	ara
آرای	arai
آدولف	adolphe
آدولف	adolph
آدولف	adolf
حصار	paddock
حصار	fence
ریتم	rhythms
ریتم	rhythm
حامل	carrier
غیرقانونی	illegal
غیرقانونی	illegally
مشتریان	customers
شی	shi
شی	shay
شی	shea
محتوا	content
امن	safe
امن	safety
امن	secure
ولادیمیر	vladimir
قرقیزستان	kyrgyzstan
قرقیزستان	suu
منشأ	origin
آنزیم	enzymes
آنزیم	enzyme
آدام	adam
وضوح	clarity
وضوح	resolution
وضوح	clearly
فروپاشی	crash
فروپاشی	collapse
کناره	withdrawn
جانشینی	successor
جانشینی	substitution
جانشینی	succession
طرفدار	fan
حماسی	epic
داعش	isil
طوفان	hurricane
طوفان	storm
اسیر	prisoner
اسیر	captive
اسیر	captured
اهورا	ahura
خنک	cooled
خنک	cool
بلندی	elevation
بلندی	height
نیکی	nikki
هاوارد	howard
انجیل	gospel
انجیل	bible
مبدل	transducer
مبدل	converter
سفارش	order
کنفدراسیون	confederation
شتاب	acceleration
بردار	vector
توطئه	conspiracy
کلود	claude
دوری	dory
پمپ	pump
پمپ	pumps
پمپ	pumping
فلزات	metals
تولیدکنندگان	manufacturers
ماتریس	matrix
ثانویه	secondary
ماکس	max
رویال	royale
رویال	royal
تله	trap
تله	traps
غیرنظامی	civilian
معتدل	temperate
یون	ion
یون	yoon
یون	yeon
ترافیک	traffic
کنی	kenny
قمر	moon
قمر	qamar
عناوین	titles
آپولو	apollo
سازماندهی	organization
سازماندهی	organisation
سازماندهی	organize
سازماندهی	organizing
تقدیم	dedicate
تقدیم	offer
سرو	serve
سرو	cypress
سرو	cerro
کاتالوگ	catalogue
تعبیر	interpretation
تعبیر	interpret
ایرلندی	irish
مرسوم	conventional
جنرال	general
گزینه	option
برخط	online
جنیفر	jennifer
ران	thigh
ران	ron
سرا	abode
سرا	sara
سرا	serra
سرا	sera
راحت	easy
راحت	comfortable
وفات	passing
گستره	range
بارش	precipitation
بارش	snowfall
میامی	miami
بلو	blue
بلو	blu
تند	fast
شکسپیر	shakespeare
افزود	increased
هیوستون	houston
ساختاری	structural
شکر	sugar
مذاکره	negotiation
مذاکره	negotiate
مذاکره	negotiating
مذاکره	parley
اشرف	ashraf
روده	colon
روده	bowel
روده	intestine
روده	intestines
باکتری	bacteria
انبوه	bulk
ویرایشگر	editor
متنوع	varied
فیزیولوژی	physiology
اینتر	inter
شکم	stomach
شکم	belly
شکم	abdomen
مغولستان	mongolia
نسبیت	relativity
نسبیت	nesbitt
سیزده	thirteen
دهمین	tenth
دنی	danny
رخداد	event
رخداد	occurrence
توقیف	arrest
دالاس	dallas
آئین	ain
آئین	procedural
روشنایی	light
روشنایی	lighting
روشنایی	lightness
روشنایی	brightness
لیلی	lily
قند	sugar
استوارت	stuart
وام	loan
وزرای	ministers
ناگهانی	sudden
تعامل	engagement
تعامل	interaction
پسوند	suffix
پسوند	extension
آتشفشان	volcano
پارامونت	paramount
آناتولی	anatolia
آناتولی	anatoly
گناه	guilty
گناه	guilt
گناه	sin
دهکده	village
بیگانه	alien
آتشفشانی	volcanic
عروسی	weddings
عروسی	wedding
بانوان	ladies
برابری	equality
طبقات	floors
کری	carrie
اتوبوس	bus
باتری	battery
باتری	batteries
قائل	assert
فلات	plateau
سوزان	susan
اصیل	noble
اصیل	original
مؤلف	composer
مؤلف	author
نقدی	cash
سانتوس	santos
جلسات	meetings
جلسات	sessions
جوش	boiling
جوش	boil
جوش	rash
مزایای	advantages
مزایای	perks
علل	causes
حامد	hamed
کوره	furnace
رضایت	satisfaction
رضایت	consent
رضایت	satisfactory
رضایت	content
رضایت	satisfied
اوباما	obama
گرانش	gravitation
گرانش	gravity
آیرس	iris
آیرس	aires
محروم	depriving
رساندن	delivering
نشانگر	marker
چراغ	lights
چراغ	lamp
دومی	second
بسیج	mobilize
بسیج	mobilizing
بسیج	mobilization
چربی	fat
مقاوم	resistant
تزئینی	decorative
خلیل	halil
خلیل	khalil
ارتقاء	upgrade
ارتقاء	upgrading
ارتقاء	promoting
ارتقاء	promotion
ارتقاء	promote
سندرم	syndrome
پال	paul
برهان	argument
برهان	proof
رفتاری	behaviour
رفتاری	behavior
رفتاری	behavioral
آمستردام	amsterdam
سیمون	simon
میدهد	gives
کاپ	cap
کاپ	cup
نکات	tips
ناوهای	carriers
جملات	sentences
مسافران	travelers
مسافران	travellers
مسافران	passengers
میلر	miller
اقبال	iqbal
لیلا	lila
لیلا	laila
کارکرد	function
حریف	adversary
حریف	opponent
مردگان	dead
تروریستی	terrorist
کبد	liver
متناسب	affordable
متناسب	proportional
متناسب	fit
شخصیتی	personality
بمباران	bombardment
بمباران	bombed
بمباران	bombing
ژانر	genre
مشکوک	suspicious
آلت	penis
آلت	alt
اتریشی	austrian
کربلا	karbala
یوونتوس	juventus
تنفسی	respiratory
سرقت	burglary
سرقت	heist
سرقت	theft
سرقت	robbery
انحلال	dissolution
آفرینش	creation
مرمت	restoration
وزیری	minister
تویوتا	toyota
پوستی	skin
آجر	bricks
آجر	brick
فانتزی	fantasy
رأس	vertex
امضاء	sign
ناوگان	armada
ناوگان	fleet
جبران	gibran
جبران	restitution
نوبت	turn
پیچیدگی	complexity
پیچیدگی	complication
له	leh
له	les
له	lah
تونل	tunnel
افزون	surplus
کین	kane
کلسیم	calcium
مهار	control
مهار	containment
مهار	ctrl
نحو	syntax
لژیون	legion
وحشت	horror
شادی	joy
شادی	happiness
نت	nat
چهارده	fourteen
اعتباری	credit
برکلی	berkley
برکلی	berkeley
ناپلئون	napoleon
عسل	honey
قید	adverb
قید	constraint
کیلو	kilo
رفاه	prosperity
رفاه	welfare
همکاران	colleagues
پناهگاه	shelter
پناهگاه	sanctuary
صفت	adjective
صفت	attribute
صفت	applies
اوستا	avesta
جنین	embryo
جنین	janine
جنین	fetus
دنیل	daniel
نازک	thin
بیابان	desert
فرانس	frans
فرانس	france
حفاری	drilling
حفاری	drill
حفاری	digging
کناری	lateral
ارزشمند	valuable
هدیه	gifts
هدیه	present
هدیه	gift
تحولات	developments
اندروید	android
آلبرتا	alberta
تاکستان	vineyard
تاکستان	vineyards
ذره	bit
ذره	speck
ذره	particle
شوالیه	knight
رویه	procedure
کانن	cannon
کانن	canon
قصه	story
مختصر	brief
فلوید	floyd
مخاطب	audience
حکایت	recount
حکایت	fable
قورباغه	frog
بومیان	aboriginal
اجسام	objects
ساوت	south
صاف	smooth
مرطوب	moist
مرطوب	wet
پردازنده	processor
ادرار	urine
ادرار	piss
فقر	poverty
رزیدنت	resident
بیروت	beirut
پروین	pleiades
ابهام	obscure
ابهام	ambiguity
دری	gate
دری	dari
دری	dre
مهمان	visitor
مهمان	guest
فارست	forrest
فارست	forest
خالد	khaled
خالد	khalid
استعفا	quit
استعفا	resignation
استعفا	resign
استعفا	resigning
شراب	wine
دراماتیک	dramatic
گفتگوی	conversation
کاروان	caravan
کاروان	convoy
نفوس	souls
تکه	snippet
تکه	piece
شهاب	meteor
امپراطوری	empire
امپراطوری	imperial
بادن	baden
شهروند	citizen
تثبیت	stabilization
تثبیت	stabilizing
پاناما	panama
حیاتی	vital
حیاتی	critical
جری	jerry
آرامی	aramaic
پترزبورگ	petersburg
کرتاسه	cretaceous
سلمان	salman
آنی	annie
صادقی	honest
چالش	challenges
چالش	challenge
چالش	challenging
جاوا	java
تازگی	recently
فان	van
فان	faun
شو	get
الیاف	fibres
الیاف	fiber
الیاف	fibers
فضانورد	cosmonaut
فضانورد	astronaut
فضانورد	astronauts
جرمی	jeremy
عضوی	member
دائم	constant
دائم	permanent
مکرر	recurring
مکرر	inquiries
مکرر	frequent
ریخته	spilled
عاج	ivory
عاج	tusks
عاج	tusk
مرورگر	browser
گرمای	heat
لوئی	louis
لوئی	louie
ابراهیمی	brahimi
پرتغالی	portuguese
کروز	cruz
کروز	cruise
سرب	lead
تعمیر	repair
تعمیر	repaired
گنجایش	capacity
نوید	navid
حدس	guessing
قریب	imminent
کویر	desert
ژرژ	georges
پیست	props
دهلی	delhi
تحسین	admire
تحسین	admired
تحسین	admiration
رپ	rapping
رپ	rap
اردوگاه	camp
اردوگاه	camps
موبایل	mobile
امان	safe
امان	aman
امان	amman
دوشنبه	dushanbe
دوشنبه	monday
متوالی	consecutive
متوالی	serial
گالری	gallery
معنایی	semantic
مسلم	muslim
داماد	groom
معده	stomach
زنجیره	chain
روحی	spirit
دقیقا	exactly
اخیراً	recently
خوشنویسی	calligraphy
تالیف	compilation
جنایت	crime
تشدید	resonance
موثر	effectively
موثر	impressive
موثر	effective
کودتا	coup
هلال	hilal
تلسکوپ	telescope
گران	costly
گران	expensive
فرمانروایان	empires
فرمانروایان	rulers
هیپ	hip
غرق	drowning
غرق	drown
التهاب	inflammation
جنسیت	gender
جنسیت	sex
فرانسوا	françois
کارمند	employee
کارمند	clerk
کارمند	employees
کاشی	tiled
کاشی	tile
کاشی	kashi
جون	joan
مدیا	medea
طناب	rope
دکترا	doctors
بتا	beta
شانس	chance
شانس	luck
زغال	charcoal
زغال	coal
فرانکلین	franklin
لوک	luke
نامدار	named
نثر	prose
کارگری	labour
کارگری	worker
کارگری	labor
همشهری	citizen
پرادش	pradesh
سومالی	somalia
سومالی	somali
عزل	depose
عزل	dismissed
اسحاق	isaac
اسحاق	ishaq
کریسمس	christmas
صدام	saddam
دوستانه	friendly
نصف	half
زین	zin
زین	zane
زین	zain
زین	saddle
استعداد	talents
استعداد	talent
استعداد	talented
شکارچی	hunter
مولکول	molecule
مولکول	molecules
ابوبکر	abubakar
ساکنین	residents
موضع	position
ناگهان	suddenly
اسیدهای	acids
آبشارهای	waterfalls
سیروس	cyrus
بامداد	morning
زاگرس	zagros
ونکوور	vancouver
دایناسورهای	raptors
تشریح	anatomy
سحابی	nebula
رانش	drift
رانش	hips
هجدهم	eighteenth
شنیدن	hear
دلخواه	cravings
دلخواه	arbitrary
هندو	hindu
نشسته	sat
نشسته	sitting
نبردهای	battles
درهم	dirham
درهم	hash
نادیده	ignoring
نوا	neva
نوا	noah
نوا	nova
محاسباتی	computational
همکار	colleague
همکار	partner
یونیکس	unix
سمفونی	symphony
پرش	snap
پرش	skip
پرش	jump
پرش	skipping
آکادمیک	academic
پکن	beijing
چکسلواکی	czechoslovakia
کادر	kader
زرشک	berberis
زرشک	fake
سیال	fluid
نظرسنجی	poll
نظرسنجی	survey
گو	goh
ثبات	stability
ثبات	register
نظریات	theories
کول	cole
کول	kol
احیا	resuscitation
آدامز	adams
لانگ	lung
لانگ	long
اژدها	dragon
مکس	max
کریستال	crystal
کریستال	cristal
یاران	fellowship
یاران	residents
یاران	companions
یاران	fellows
اله	alle
رنسانس	renaissance
پتاسیم	potassium
متقابل	mutual
محرک	stimulus
محرک	affective
محرک	provocative
محرک	stimulant
جبر	algebra
پودر	powder
بحرانی	critical
بحرانی	crisis
حمزه	hamza
ایدز	aids
ایدز	hiv
سنا	senate
سنا	sena
سنا	senna
پراگ	prague
خوراک	food
خوراک	dish
سوسیال	social
نگران	concerned
نگران	worried
جامائیکا	jamaica
جامائیکا	jamaican
طاها	taha
گمشده	missing
بانو	madam
بانو	lady
بانو	miss
مطلع	informed
والت	walt
فیزیکدان	physicist
چهارشنبه	wednesday
اندی	andy
سنجاب	squirrel
نمایان	visible
رامین	ramin
کنستانتین	constantine
برداشتن	pick
لوگو	logo
لوگو	lugo
کشیش	priest
آرایش	makeup
پانک	punk
استراتژیک	strategic
لودویگ	ludwig
تای	tye
تای	thai
