propaganda	propagande
verpflichtete	enrôlés
verpflichtete	engagé
malta	malte
sitzung	session
sitzung	séance
sitzung	rencontre
sitzung	réunion
sitzung	assise
sitzung	assis
bolivien	boliviens
bolivien	bolivienne
bolivien	bolivien
bolivien	bolivie
bolivien	bolivie
wohin	oú
wohin	où
schwerpunkte	souligne
schwerpunkte	focus
schwerpunkte	concentrer
schwerpunkte	priorités
seoul	séoul
relevanter	pertinente
relevanter	pertinent
relevanter	pertinentes
relevanter	pertinents
verpflichtung	covenant
verpflichtung	pacte
verpflichtung	obligation
verpflichtung	engagement
verpflichtung	engagements
teilnahmen	participé
teilnahmen	participé
teilnahmen	participations
aufsatz	essai
benutzung	utilisation
benutzung	usage
leiche	cadavre
leiche	cadavre
warner	avertisseur
warner	warner
lernt	apprend
verträge	contrats
verträge	traités
nordsee	nord
abschied	adieu
abschied	adieux
abschied	adieu
abschied	adieux
perfekt	parfaits
perfekt	parfait
perfekt	parfaites
perfekt	parfaite
perfekt	parfaitement
burgruine	ruines
burgruine	ruine
kommunisten	communistes
kommunisten	communisme
kommunisten	communistes
kommunisten	communiste
eingegangen	reçu
eingegangen	reçues
eingegangen	reçus
eingegangen	reçue
ngc	ngc
definieren	définit
definieren	définition
definieren	définir
definieren	définissant
definieren	définit
definieren	définir
definieren	définis
augustin	augustin
augustin	augustine
augustin	augustin
gotischen	gothique
gotischen	gothiques
werdegang	carrière
werdegang	histoire
werdegang	historique
organ	organes
organ	orgue
organ	organe
konto	compte
inhaftiert	incarcérées
inhaftiert	incarcérés
inhaftiert	incarcéré
inhaftiert	arrêtés
inhaftiert	arrêté
inhaftiert	arrêtée
inhaftiert	détenue
inhaftiert	détenu
inhaftiert	incarcérés
inhaftiert	emprisonnés
inhaftiert	emprisonné
inhaftiert	incarcérés
inhaftiert	emprisonnés
inhaftiert	emprisonné
busse	bus
busse	autobus
busse	autocars
busse	entraîneurs
busse	coachs
busse	bus
busse	autobus
busse	autocars
mineral	minéral
mineral	minéraux
mineral	minérales
mineral	minéral
mineral	minéraux
mixed	mélangé
mixed	mixtes
mixed	mélangés
mixed	mixte
konzerten	concerts
holger	holger
kommissar	inspectrice
kommissar	inspecteur
kommissar	détective
kommissar	inspectrice
kommissar	inspecteur
kommissar	commissaire
kommissar	surintendant
kommissar	commissaire
erlernte	appris
erlernte	apprise
erlernte	apprises
erlernte	appris
erlernte	apprises
erlernte	apprise
präsentierte	présentés
präsentierte	présentées
präsentierte	présentée
präsentierte	présenté
dream	reve
dream	rêves
dream	dream
dream	rêver
dream	rêve
aktien	stocks
aktien	encours
aktien	stock
aktien	partage
aktien	parts
aktien	actions
aktien	partages
aktien	égalité
aktien	équité
grammatik	linguistique
grammatik	grammaire
grammatik	grammaticales
lustig	fun
lustig	plaisir
lustig	marrant
lustig	amusant
lustig	drole
lustig	drôle
lustig	rigolo
lustig	marrant
lustig	amusant
lustig	hilarant
lustig	tordant
fernseh	téléviseur
fernseh	télévision
fernseh	télé
landshut	landshut
silver	silver
silver	argent
silver	argenterie
silver	argenté
case	cas
case	étui
case	affaire
spanier	espagnols
upper	supérieure
upper	supérieur
filter	filtres
filter	filtrer
filter	filtre
filter	filtrage
filter	filtrant
filter	filtres
filter	filtre
hölle	hell
hölle	enfer
hölle	hellfire
beat	beat
beat	battez
beat	battu
beat	battre
beat	battement
meta	meta
meta	méta
charakteristisch	caractéristique
charakteristisch	distinctif
grade	grade
grade	degrés
grade	diplômes
grade	degré
mönch	monk
mönch	moine
plateau	plateau
befreien	libérateur
befreien	libérateur
umgestaltet	remanié
umgestaltet	redessiné
ausgeschieden	excrété
mathematischen	mathématique
mathematischen	mathématiques
amateur	amateurs
amateur	amateur
nachbarschaft	voisines
nachbarschaft	voisins
nachbarschaft	voisines
nachbarschaft	voisins
nachbarschaft	voisinage
nachbarschaft	quartier
nachbarschaft	voisinage
nachbarschaft	quartier
staatsanwaltschaft	accusation
staatsanwaltschaft	poursuites
staatsanwaltschaft	poursuite
staatsanwaltschaft	procureur
popularität	popularité
oberhausen	oberhausen
laurent	laurent
wolfenbüttel	wolfenbüttel
konsequenzen	conséquences
konsequenzen	implications
konsequenzen	incidences
konsequenzen	conséquences
belgische	belge
belgische	belges
rechtsprechung	compétence
rechtsprechung	juridiction
rechtsprechung	arrêts
rechtsprechung	jugements
rechtsprechung	judiciaire
rechtsprechung	magistrature
rechtsprechung	jurisprudence
bakterien	bactérien
bakterien	bactérienne
bakterien	bactériennes
bakterien	bactériennes
bakterien	bactérienne
bakterien	bactéries
bakterien	bactérie
martha	martha
martha	marthe
pan	pan
pan	casserole
channel	canal
channel	chaîne
channel	chenal
channel	channel
übersetzen	traduire
übersetzen	traduction
übersetzen	traductions
übersetzen	traduire
übersetzen	traduit
erhard	erhard
hunderte	centaines
hunderte	centaine
trainiert	entraînée
trainiert	formés
trainiert	entraîné
trainiert	formé
börse	échange
börse	echange
börse	échanger
börse	börse
kings	rois
kings	kings
taunus	taunus
angefangen	commencé
angefangen	démarré
angefangen	commencée
angefangen	démarrer
angefangen	démarrage
angefangen	commencé
angefangen	commencée
damm	dam
damm	barrage
damm	digue
damm	damm
genua	gênes
genua	genova
cook	cuisiner
cook	cuisinier
cook	cuire
cook	cook
cook	cuisinière
exzellent	excellents
exzellent	excellente
exzellent	excellent
juristen	avocats
juristen	avocats
juristen	juristes
juristen	avocat
juristen	juriste
juristen	avocate
rum	rhum
sekunde	secondes
sekunde	seconds
sekunde	second
sekunde	deuxième
sekunde	deuxieme
sekunde	seconde
sekunde	sec
warren	warren
erzählen	recomptage
nigeria	nigérien
nigeria	nigériane
nigeria	nigérian
nigeria	nigeria
nigeria	nigéria
fuhren	conduisait
orient	orient
orient	orienter
benötigen	nécessité
benötigen	besoins
benötigen	besoin
benötigen	requiert
benötigen	exige
benötigen	exigent
benötigen	nécessite
benötigen	exiger
benötigen	requièrent
gespeichert	stocké
gespeichert	stockés
gespeichert	entreposé
gespeichert	stockées
gespeichert	enregistré
gespeichert	enregistrée
gespeichert	sauvés
gespeichert	sauvé
gespeichert	sauvegardé
gespeichert	enregistrés
christiane	christiane
gültige	valables
gültige	valide
gültige	valable
gültige	valides
bezirke	districts
bezirke	arrondissements
bezirke	quartiers
bezirke	comtés
bezirke	arrondissements
paare	couples
paare	pair
paare	paire
paare	paires
paare	paires
blood	sang
blood	sanguin
blood	blood
mathematische	mathématique
mathematische	mathématiques
mathematische	mathématiques
mathematische	maths
mathematische	mathématique
mathematische	mathématiques
gefasst	attrapée
gefasst	pris
gefasst	attrapé
gefasst	capturé
gefasst	capturés
gefasst	appréhendé
gefasst	appréhendés
set	définir
rechtfertigen	justifier
rechtfertigen	justifie
rechtfertigen	justifient
protagonisten	protagoniste
protagonisten	protagonistes
störung	dysfonctionnement
störung	dysfonctionnements
störung	perturbations
störung	perturbation
störung	interférence
störung	ingérence
störung	interférences
störung	perturbations
störung	trouble
störung	perturbation
störung	dérangement
störung	désordre
störung	trouble
rekonstruktion	reconstitution
rekonstruktion	reconstruction
administratoren	administrateurs
administratoren	admin
administratoren	administrateur
administratoren	administrateurs
administratoren	administratrice
administratoren	administrateur
gelernt	appris
gelernt	apprise
gelernt	apprises
gelernt	appris
gelernt	apprises
gelernt	apprise
gefüllt	farcis
gefüllt	farci
gefüllt	farcies
gefüllt	peluche
gefüllt	fourrés
gefüllt	remplies
gefüllt	remplis
gefüllt	remplie
gefüllt	rempli
auslegung	interprétations
auslegung	interprétation
auslegung	interprétation
auslegung	interprète
auslegung	interpréter
auslegung	interprètes
haushalt	ménages
haushalt	ménages
haushalt	ménage
haushalt	budgétaire
haushalt	budget
haushalt	ménage
marschall	marshall
marschall	marshal
marschall	maréchal
prediger	prédicateur
prediger	pasteur
prediger	prédicateurs
prediger	pasteurs
installation	montage
installation	installation
installation	installer
installation	installation
installation	installer
installation	installent
installation	installe
schöner	beau
schöner	superbe
schöner	magnifiques
schöner	magnifique
schöner	belle
schöner	sympa
schöner	gentil
schöner	joli
schöner	jolie
schöner	nice
kaspar	kaspar
kaspar	caspar
ecken	coins
ecken	angles
ecken	bords
ecken	arêtes
ecken	corner
ecken	coin
speichern	économiser
speichern	enregistrer
speichern	sauvegarder
speichern	sauver
speichern	sauver
speichern	épargne
speichern	économiser
speichern	stocker
speichern	boutique
speichern	magasin
zurückkehren	retournant
zurückkehren	revenant
sprachlich	linguistique
schuss	coup
schuss	shot
schuss	abattus
schuss	tir
schuss	abattu
freundlich	gentiment
freundlich	aimablement
freundlich	aimable
freundlich	amicale
freundlich	sympathique
freundlich	convivial
freundlich	amical
gehäuse	douilles
gehäuse	boyaux
gehäuse	boîtiers
gehäuse	caissons
gehäuse	boîtier
gehäuse	enceinte
gehäuse	compartiments
gehäuse	coffrets
gehäuse	boîtiers
zylinder	cylindre
zylinder	bouteille
zylinder	cylindres
zylinder	vérin
zylinder	cylindres
zylinder	bouteilles
zylinder	vérins
zylinder	canon
zylinder	tonneau
zylinder	baril
vorschlagen	proposer
vorschlagen	proposer
vorschlagen	suggérez
vorschlagen	suggère
vorschlagen	suggérer
portugiesisch	portugaise
portugiesisch	portugais
wähler	électorat
wähler	électeurs
wähler	électeurs
wähler	électeur
wähler	électeurs
wähler	électeurs
wähler	votants
reduzieren	réduit
reduzieren	réduire
reduzieren	réducteur
reduzieren	réducteurs
reduzieren	réduire
populär	popularité
filmmusik	soundtrack
filmmusik	marquer
filmmusik	score
filmmusik	partition
gewinnung	extraction
fotografien	photographies
fotografien	photos
fotografien	photographies
fotografien	photographie
fotografien	photographique
fotografien	photographie
fotografien	photographier
kommunen	communes
zuständige	compétent
zuständige	compétente
zuständige	compétentes
zuständige	compétents
verknüpft	liée
verknüpft	lié
verknüpft	relié
verknüpft	liés
nachteil	handicap
nachteil	handicapé
nachteil	handicaps
nachteil	inconvénients
nachteil	désavantages
nachteil	inconvénient
nachteil	inconvénient
nachteil	inconvénient
nachteil	désavantages
nachteil	inconvénient
nachteil	désavantage
gramm	grammes
gramm	gramme
gramm	mamy
gramm	gramme
gramm	gram
gramm	grammes
gramm	grammes
abgekürzt	abrégé
abgekürzt	abrégée
wände	murs
begleitung	surveillance
begleitung	suivi
begleitung	accompagnement
begleitung	accompagnateur
begleitung	escorte
begleitung	escort
begleitung	accompagnement
begleitung	accompagnant
begleitung	accompagner
abwehr	défense
abwehr	défenses
abwehr	défense
abwehr	défensives
abwehr	défensive
abwehr	défensif
abwehr	défenses
genres	genre
genres	genres
genres	genres
konkurrenten	rivaux
konkurrenten	concurrents
konkurrenten	compétiteurs
konkurrenten	concurrent
konkurrenten	compétiteurs
konkurrenten	concurrents
wiederholte	répétés
wiederholte	répétée
wiederholte	répété
wiederholte	répétées
wiederholte	répétitive
wiederholte	répétitif
wiederholte	répétitifs
landstraße	route
landstraße	autoroute
landstraße	autoroutes
chancen	chances
chancen	probabilités
chancen	chances
chancen	cotes
chancen	opportunités
chancen	opportunité
chancen	possibilités
chancen	occasions
chancen	opportunités
landesliga	landesliga
stören	déranger
stören	perturber
stören	brouillage
gastgeber	hôte
gastgeber	hôtes
gastgeber	hébergeur
gastgeber	hébergement
gastgeber	hébergé
gastgeber	accueillis
gastgeber	accueilli
gastgeber	hébergés
kämpfer	combattants
kämpfer	warriors
kämpfer	guerriers
kämpfer	boxeurs
kämpfer	combattants
kämpfer	chasseur
kämpfer	fighter
kämpfer	combattant
kämpfer	boxeur
kämpfer	guerrière
kämpfer	warrior
kämpfer	guerrier
charlottenburg	charlottenburg
blumen	fleurs
blumen	fleurs
blumen	fleur
wünschen	souhait
wünschen	voeu
wünschen	souhaite
wünschen	souhaiter
wünschen	voeux
wünschen	désirs
wünschen	souhaits
wünschen	souhaite
wünschen	vœux
wünschen	désirant
wünschen	souhaitant
wünschen	souhaiter
venus	venus
venus	vénus
schema	schématique
schema	schéma
alexandra	alexandra
split	diviser
split	scinder
split	split
split	scission
unruhen	émeutes
unruhen	troubles
unruhen	agitation
unruhen	perturbations
unruhen	émeutes
unruhen	riot
unruhen	émeute
unruhen	tourmente
rosen	roses
rosen	rosiers
rosen	rosen
rosen	rose
rosen	rosé
keith	keith
beigetragen	contribué
fis	fis
statistische	statistique
fassen	appréhender
renommierten	prestigieux
renommierten	prestigieuse
renommierten	prestigieuses
renommierten	renommée
renommierten	renommés
renommierten	renommé
tante	tatie
tante	tata
tante	tante
tante	tatie
tante	tante
tante	tatie
tante	tante
einstellungen	recrutements
einstellungen	recrutement
einstellungen	attitudes
einstellungen	mentalités
einstellungen	préférences
einstellungen	paramètres
einstellungen	réglages
einstellungen	configuration
einstellungen	paramétrage
erwiesen	prouvé
erwiesen	prouvée
erwiesen	prouvées
erwiesen	prouvés
selbständig	indépendant
selbständig	indépendante
selbständig	indépendantes
selbständig	indépendants
selbständig	self
selbständig	indépendamment
wohn	résidentiel
wohn	résidentielle
wohn	résidentiels
meisterin	maitresse
meisterin	maîtresse
nazi	nazie
nazi	nazi
nazi	nazis
pfarrhaus	presbytère
hudson	hudson
sorte	variété
jüngsten	récents
jüngsten	récent
jüngsten	récentes
jüngsten	récente
fdl	fdl
diktatur	dictatures
diktatur	dictature
lehrerin	tuteur
lehrerin	précepteur
lehrerin	moniteur
lehrerin	instructeur
lehrerin	instituteur
lehrerin	institutrice
lehrerin	professeur
lehrerin	enseignante
lehrerin	enseignant
lehrerin	institutrice
nase	nez
nase	nez
ebert	ebert
finanzen	financière
finanzen	financier
finanzen	financement
finanzen	finances
finanzen	finance
finanzen	finances
finanzen	finance
vorgänge	processus
vorgänge	procédés
jungfrau	virgo
jungfrau	vierge
jungfrau	virgin
jungfrau	vierges
jungfrau	vierge
jungfrau	puceau
jungfrau	jungfrau
jungfrau	maiden
jungfrau	demoiselle
marsch	marécage
marsch	marais
marsch	marsh
marsch	marche
marsch	mars
marsch	marchant
fresken	fresque
fresken	fresques
brooklyn	brooklyn
verbandsgemeinde	verbandsgemeinde
tel	tél
tel	tel
herder	herder
doppelte	doubler
doppelte	double
doppelte	doubles
doppelte	double
doppelte	dupliquer
doppelte	duplicata
doppelte	duplication
doppelte	double
doppelte	dual
heine	heine
teilchen	particules
teilchen	particules
teilchen	particule
teilchen	particules
kong	kong
gedeckt	couvert
gedeckt	couvertes
gedeckt	couverte
gedeckt	recouvert
gedeckt	couverts
achtung	respect
achtung	respecter
achtung	respecte
achtung	prudence
achtung	précautions
achtung	attention
achtung	alerte
achtung	avertissement
achtung	avertissements
spendete	donné
spendete	donnés
salon	salon
salon	saloon
buddhismus	bouddhisme
buddhismus	bouddhisme
buddhismus	bouddhiste
buddhismus	bouddhistes
sauer	sauer
sauer	énervé
sauer	colère
sauer	furieux
sauer	furieuse
sauer	fâché
sauer	sour
sauer	aigre
sauer	énervé
sauer	furax
sauer	énervée
zufall	hasard
zufall	chance
zufall	random
zufall	hasard
zufall	aléatoire
zufall	aléatoires
zufall	accident
zufall	hasard
zufall	coïncidences
zufall	coïncidence
zufall	coincidence
jay	jay
suite	suite
suite	suites
massive	massifs
massive	massif
massive	massive
massive	massives
kommend	venir
salz	salé
salz	sel
monaco	monaco
guillaume	guillaume
export	exportations
export	exporter
export	exportation
export	exportateurs
export	exporter
export	exportateur
export	exportation
kollege	confrère
kollege	collègue
kollege	collègue
portugiesische	portugaise
portugiesische	portugais
future	future
future	futures
future	futur
future	futurs
future	avenir
future	futures
future	futurs
kommende	prochains
kommende	prochaines
naval	navale
naval	navales
helen	hélène
helen	helen
bretagne	bretagne
bretagne	bretagne
bretagne	bretonne
söhnen	fils
söhnen	sons
railroad	railroad
railroad	ferroviaire
entfernte	distante
entfernte	distants
entfernte	distant
entfernte	lointaine
entfernte	lointain
entfernte	retirée
entfernte	enlevé
entfernte	retiré
entfernte	supprimée
entfernte	supprimés
entfernte	supprimé
entfernte	distants
entfernte	reculées
entfernte	lointain
entfernte	distante
volumen	volume
volumen	volumes
betreten	entrer
betreten	entrez
betreten	saisir
betreten	saisissez
normandie	normandie
normandie	normande
normandie	normandie
larry	larry
ghana	ghana
himmelfahrt	ascension
himmelfahrt	assomption
himmelfahrt	supposition
himmelfahrt	hypothèse
yale	yale
administrativ	administrativement
richten	lissage
regierungen	gouvernement
regierungen	gouvernements
regierungen	gouvernements
besserung	amélioration
besserung	améliorations
estnischen	estonienne
estnischen	estonien
estnischen	estoniens
wilden	wild
wilden	sauvage
wilden	sauvages
wilden	sauvages
wilden	wilden
wilden	sauvage
wilden	savage
deep	profond
deep	profonds
deep	deep
deep	profonde
manhattan	manhattan
talsperre	dam
talsperre	barrage
talsperre	digue
talsperre	réservoir
volleyball	volley
volleyball	salve
volleyball	volley
volleyball	volleyball
sortiert	tri
sortiert	sorte
sortiert	trier
sortiert	trié
sortiert	triés
sortiert	trie
