暴君	ظالم
ラウンドアバウト	مبہم
ラウンドアバウト	چوک
ラウンドアバウト	پیچیدہ
マグカップ	بدمعاش
マグカップ	منہ
マグカップ	ٹھگ.
マグカップ	دہانہ.
身分証	اِڈ
身分証	آں.
ディジット	عدد
ブリーチ	بیضاگری-
エネルギッシュ	سرگرم
エネルギッシュ	مستعد
件名	(بعدہ
件名	لاش.
脈拍	جوش
脈拍	احساس
脈拍	دھڑکنا.
脈拍	جذبہ
脈拍	لہر.
脈拍	موج.
脈拍	دالوں
脈拍	امنگ
脈拍	دال
クラクション	بھونپو
クラクション	گجر
クラクション	بنانا.
クラクション	سنکھ
クラクション	گھگو
クラクション	بھونپو
クラクション	گجر
クラクション	بنانا.
クラクション	سنکھ
クラクション	گھگو
クラクション	شاخ
切り取る	بال
切り取る	پارچہ.
切り取る	کپڑا
切り取る	کاٹنا
切り取る	بال
切り取る	پارچہ.
切り取る	کپڑا
切り取る	کاٹنا
切り取る	فصل
パーセンテージ	تناسب.
デュース	بدقسمتی
デュース	حیرت
咽喉	سرنگ.
咽喉	حلقوم.
抜け穴	رخنہ
抜け穴	جھری
湿疹	چنبل
湿疹	چھاجن
湿疹	داد
アロヨ	نالا.
味見	مذاق-
味見	مزا
味見	مذاق-
味見	چکھنا
コンプライアンス	لچک
コンプライアンス	لچک
コンプライアンス	تعمیل
裂傷	جراحت
ドロール	انوکھا
ドロール	مسخرا
ドロール	دلچسپ.
ドロール	ہنسانے
ドロール	تماشاگر.
ドロール	طرفہ
ドロール	عجیب
パピー	جھگڑالو
気晴らし	تفریح
気晴らし	سستانا.
気晴らし	خلفشار
気晴らし	باؤلاپن.
気晴らし	آرام
気晴らし	انتشار.
気晴らし	الجھن
気晴らし	بھٹکاوا.
気晴らし	مخمصہ.
ジッパー	زپ.
サテュロス	ہوسناک
スティグマ	بٹّہ
縁石	گھیرا
縁石	جنگلا
縁石	کھینچنا.
縁石	بندش.
縁石	رکاوٹ
縁石	روکنا
メガバイト	048
ピボット	مدار
ピボット	محور
ホステル	سرائے.
縫い目	خراش.
縫い目	سیون.
縫い目	درز.
縫い目	جھری
タウリン	مرکھنا.
差押え	نسبت.
差押え	لگائو
差押え	قبضہ
差押え	پکڑ
差押え	تسلط.
サクサク	سجل.
サクサク	چست
サクサク	صاف
サクサク	کرارا
サクサク	خستہ.
モック	بنانا.
モック	مصنوعی.
パストラル	شبانی.
パストラル	ریوڑوں
パストラル	راعیانہ.
鼻水	رینٹ.
いびき	خراٹا.
ポージー	بناوٹی.
ポージー	پُرتصنع
爆竹	پٹاخہ
耕す	تادیب
耕す	تزئین
耕す	سنوارنا
耕す	پالنا.
マレフィセント	مجرمانہ.
微視的	مرئی.
微視的	کلاں.
未定義	مبہم
無惨	خباثت
壊血病	حقیر.
壊血病	کمینہ
ミンストレル	مصاحب.
たまねぎ	پیاز
たまねぎ	بصلہ.
フットルース	آزاد
リップル	ہلکورے.
リップル	شکنیں.
リップル	کھنکتی
リップル	سلوٹیں
デアデビル	نڈر
マングース	نیولا
メープル	افرا
メープル	سیب
メープル	اسفندان
メープル	رونق
壮観	وقیع
壮観	نمایاں.
壮観	غیرمعمولی
ヘックス	طلسم.
ヘックス	جادو
ヘックス	چڑیل.
ヘックス	سحر
ためらう	جھجکنا
ためらう	رکنا
コミットメント	عہد
コミットメント	اقرار.
底なし	رسد)
サラーム	خلوص
サラーム	تسلیم
不親切	ظالم
とろみ	گہرا
とろみ	گاڑھا
とろみ	دبیز
タンジェント	مماس
繊維状	خیطی
おでこ	پیشانی.
おでこ	ماتھا
スプレッド	پھیلنا
スプレッド	جڑپکڑنا.
スプレッド	پھیرنا
スプレッド	نفوذ
スプレッド	اڑنا
スプレッド	پھیلانے
スプレッド	پہنائی.
スプレッド	پھیرنے
スプレッド	چکلان
スプレッド	دَوَر
ハンドバッグ	تھیلا.
ハンドバッグ	بٹوا
横隔膜	دایفرغما
スピナー	مکڑی.
スヌーカー	ہرانا.
アレルヤ	حمد.
不健康	بیمار.
リュックサック	پٹھو
インプレッション	چربہ.
インプレッション	چھاپہ
インプレッション	رائے
インプレッション	ارتسام.
インプレッション	چربہ.
インプレッション	نقش
インプレッション	چھاپہ
インプレッション	رائے
インプレッション	ارتسام.
コミュ	(communion
コミュ	اشتراک
コミュ	ارتباط
コミュ	ساجھا
コミュ	اتحاد
クローブ	قرنقل
ビーカー	لمبا
フェッチ	بہانا
フェッチ	ٹکانا
フェッチ	چوٹ
フェッチ	اکسانا
フェッチ	مثنیٰ
フェッチ	بھڑکانا
フェッチ	داؤ
フェッチ	پینترا
フェッチ	(چپت
フェッチ	لانے
リッピング	جھپٹنا.
リッピング	اوباش
リッピング	ٹوٹنا
リッピング	شاندار
リフレクション	عکس.
リフレクション	اشعاع
リフレクション	upon
リフレクション	پرتو
リフレクション	انعکاس
ゼスト	لیموں
ゼスト	چاشنی
ゼスト	چٹپٹاپن
ゼスト	مزہ
ドードー	بھوندو
ドードー	ناپید
ドードー	بھاری
せっかち	مشتاق.
しゃっくり	رخنہ
しゃっくり	رکاوٹ.
しゃっくり	معمولی
イータ	ŋ)
墓穴	انجام
墓穴	گہری
墓穴	کھودنا
墓穴	وزنی
墓穴	خاتمہ.
墓穴	گمبھیر
墓穴	انجام
墓穴	گہری
墓穴	کھودنا
墓穴	وزنی
墓穴	متین
墓穴	خاتمہ.
カルーセル	چکر.
カルーセル	چکر.
カルーセル	چرخ
ディフューザー	تحلیل
ディフューザー	منفوذ
リプリーズ	اداکاری
ドウ	ہرنی
皆伝	استادی
皆伝	قابو
皆伝	عملداری
皆伝	قبضہ.
分泌物	نکاسی
分泌物	عہدے
分泌物	اُچھالنا
分泌物	دستاویز
分泌物	چھوڑنے
分泌物	(الف)رہاکرنا
分泌物	چکانا
分泌物	فراغت
分泌物	نکاسی
分泌物	عہدے
分泌物	اُچھالنا
分泌物	چھوڑنا
分泌物	برطرفی
分泌物	دستاویز
分泌物	چھوڑنے
分泌物	(الف)رہاکرنا
分泌物	چکانا
分泌物	فراغت
ペグ	باندھنا.
ペグ	اجرتوں
ペグ	out
ペグ	بندکرنا
ペグ	clothespeg
エミュー	ایمو
センテンス	(بعدہ
スリング	غلیل.
よそ者	پرایا.
よそ者	غیر
よそ者	پرایا.
よそ者	اجنبی
よそ者	غیر
バキューム	خلاروب.
バキューム	خلا
バキューム	خلاروب.
謙遜	پستی
謙遜	عاجزی
謙遜	فروتنی.
謙遜	انکسار
グロー	روشن
グロー	تمتماہٹ.
グロー	جذبہ
グロー	گرمانے
グロー	جوش.
グロー	روشن
グロー	تمتماہٹ.
グロー	تمتمانا
グロー	جذبہ
グロー	گرمانے
グロー	جوش.
フルーティー	کُھلی
フルーティー	بھونڈا
フルーティー	بھرپور
ムラムラ	شرنگی.
ムラムラ	سنگدل
フィルス	فحاشی
フィルス	غلاظت
フィルス	فحاشی
フィルス	گندگی
フィルス	غلاظت
ポリフォニック	مخلوط
リュイ	(شور
リュイ	جھکّڑ
フレーミング	شدید
フレーミング	ڈھانچا
コプラ	کھوپرا
ココナツ	نارجیل
括約筋	عاصرہ
シュア	مطمئن.
シュア	آگاہ.
シュア	یقیناً
シュア	مطمئن.
シュア	آگاہ.
シュア	یقیناً
シュア	یقینی
あつい	گرویدہ.
あつい	محبت
あつい	فریفتگی
あつい	شفقت.
あつい	بامحبت
ドープ	بیوقوف
オクシデンタル	ولایتی.
アウトプット	نتیجہ
アウトプット	طاقت
アウトプット	پیداوار.
アウトプット	جواب.
大皿	طبق
大皿	تھال
大皿	طبق
こぼす	اُچھلنے
こぼす	اُچھال
こぼす	چھلکنا
ホワイティ	گورا.
ナニー	دایہ
フォクシー	روباہی.
フォクシー	عّیار.
フォクシー	روباہی.
フォクシー	چالاک
フォクシー	عّیار.
乾癬	قوبا
乾癬	چنبل.
遠吠え	افسردہ
遠吠え	شدید
遠吠え	نہایت
遠吠え	رونے
遠吠え	بغایت
ヴォルフラム	ٹنگسٹن.
しこり	موٹا
しこり	with
しこり	ڈلا.
しこり	پھولنا
しこり	ڈھیری
しこり	بھوگنا
しこり	ڈھیما
しこり	گلٹی
しこり	سوجن.
しこり	بھگتنا.
しこり	سوجنا.
しこり	ڈھیر
しこり	بندھانی.
しこり	بھدّا
しこり	موٹا
しこり	گومڑا
しこり	with
しこり	ڈلا.
しこり	پھولنا
しこり	ڈھیری
しこり	بھوگنا
しこり	ڈھیما
しこり	گلٹی
しこり	سوجن.
しこり	بھگتنا.
しこり	سوجنا.
しこり	ڈھیر
しこり	بندھانی.
しこり	بھدّا
フラフラ	حیران
フラフラ	ڈگمگ
フラフラ	چکرانا
裏地	تہ.
裏地	استر
裏地	تہ.
修理工	مستری
ブリング	دلانا
ブリング	اُگھانا
トガリネズミ	جھگڑالو
背教	انحراف
背教	ارتداد.
ピスタチオ	پستہ.
瑪瑙	یشم
瑪瑙	یشم
瑪瑙	یشب
コピ	جپسم
ずるい	اپج
ずるい	ماہرانہ
ずるい	پُرفن.
ずるい	اچھوتا
ずるい	پُرحکمت
ずるい	ترکیب
ずるい	اختراع.
ずるい	طباعی
ずるい	پُرکشش
ずるい	حکمت
ずるい	چالباز
ピグミー	معمولی
ピグミー	بونا.
ピグミー	قزم
秘教	باطنیت
ランブラー	سیلانی
イオタ	i)
興味津々	نادر.
興味津々	متجسس
興味津々	فحش
興味津々	نادر.
興味津々	انوکھا
興味津々	متجسس
興味津々	فحش
興味津々	عجیب
寮母	بُوا
スペイシー	متروکہ.
スペイシー	وسیع
ワニス	وارنش
ワニス	لکڑی
ワニス	پتھر
ワニス	دھات
だけれども	تاہم
だけれども	گوکہ.
だけれども	اگرچہ
だけれども	تاہم
だけれども	گوکہ.
グリッター	دکھاوا
グリッター	جوت.
グリッター	چمکنا
グリッター	دکھاوا
グリッター	جوت.
グリッター	دمک
凝視	(بعدہ
凝視	تجسّس
凝視	(بعدہ
凝視	تجسّس
凝視	تاکنا
アノマリー	شے
さもなければ	ورنہ
気がかり	مضطرب
ガンボ	بھنڈی.
ダンボ	نافہم
ヘリカル	حلزونی
ヘリカル	بلدار
方解石	قدرتی
方解石	کیلسائٹ.
コリアンダー	کشنیز
コリアンダー	دھنیا
毛穴	منفذ.
眠い	مٹھا
眠い	سست
カプリス	نقاشی
スピネル	یاقوت
スピネル	لال
ウィッシュボーン	زناخ
カリカチュア	خاکہ.
フォルト	نقص
フォルト	لغزش.
フォルト	غلطی
フォルト	خامی
フォルト	خطا
フォルト	نقص
フォルト	لغزش.
フォルト	غلطی
マゾヒスト	مساکیت
拭く	away
拭く	مٹاڈالنا
尊者	روابط
尊者	عمر
尊者	معزز
尊者	(کردار
灌漑	آبپاشی
灌漑	آبپاشی
灌漑	آبیاری
かさぶた	نکّو.
かさぶた	منحرف
フォトジェニック	نورزا
チンキ	لوح
リフレクター	عاکس
幸先	مسعود
幸先	موافق.
幸先	مبارک
斜視	حَوَل.
借主	قرضدار
セタ	خار
セタ	ہلبہ
コーブ	آدمی-
コーブ	نفر
ダイム	حقیر
定性的	صفاتی
サイバネティックス	انضباطیات
結膜	مُلتحمہ.
チュール	ٹول
スリック	صفائی
スリック	تیز
スリック	جمانا.
スリック	خوبی
気まずい	الجھن
気まずい	پھوہڑ.
気まずい	الجھن
気まずい	بھونڈا
気まずい	پھوہڑ.
あらいぐま	کالٹین.
綾織	اُریبی
折り目	چرس
折り目	جُھری.
折り目	bowling-crease)
ウォッシュ	دھلائی
ウォッシュ	تھپیٹرنا.
ウォッシュ	(سمندر
ウォッシュ	out
ウォッシュ	نہانا.
ウォッシュ	ترکرنا
ウォッシュ	بھگونا
ウォッシュ	پھوار
ウォッシュ	دھلاوا
ウォッシュ	لادی.
ウォッシュ	نہلانا-
ウォッシュ	دھلائی
ウォッシュ	تھپیٹرنا.
ウォッシュ	(سمندر
ウォッシュ	دھونا
ウォッシュ	out
ウォッシュ	نہانا.
ウォッシュ	ترکرنا
ウォッシュ	بھگونا
ウォッシュ	پھوار
ウォッシュ	دھلاوا
ウォッシュ	لادی.
ウォッシュ	نہلانا-
レルム	حلقہ.
レルム	دائرہ
レルム	مملکت.
ギャビー	بکواسی
ギャビー	بکّو
ゲヘナ	تپنے
ゲヘナ	جلنے
サグ	قزاق.
サグ	قزاق.
サグ	ٹھگ
忌まわしい	گھناؤنا
忌まわしい	گھناؤنا
忌まわしい	مکروہ
うなじ	گُدّی
レギュレータ	ضابط
ベニバナ	قرطم
ベニバナ	کسم
ディグ	سراہنا
ディグ	چُبھونے
ディグ	سمجھنا
ディグ	سُرنگ
ディグ	سراہنا
ディグ	چُبھونے
ディグ	کھودنا
ディグ	سمجھنا
ディグ	سُرنگ
エルゴ	پس.
エルゴ	لہٰذا
ヘルペス	تبخال.
下剤	مُسہِل.
下剤	مُلیّن.
下剤	جلّاب
ウーズ	دلدل
ウーズ	رسنا
ウーズ	پسیجنا.
ウーズ	ٹپکنا
ウーズ	نقوع
ウーズ	کیچڑ.
ウーズ	گِلابہ
ウーズ	جھیل
ウーズ	نقاعت.
ウーズ	دریا
真皮	ادمہ.
真皮	کھال.
メールボックス	letter-box
ボサボサ	گھنے
ボサボサ	گھنے
ボサボサ	جھبرا
グラビテーション	تجاذب.
フィランソロピー	سخاوت
フィランソロピー	دادودہش.
プロンプト	پھرتیلا
プロンプト	برمحل
プロンプト	ترنت
プロンプト	فوراً
バウンス	ارتجاع
バウンス	جہندگی
バウンス	ہنکارنا
デカダンス	پستی
デカダンス	زوال
デカダンス	خرابی.
スカンジウム	نرم
コンフリクト	آویزش
コンフリクト	کشمکش.
パグ	لومڑی.
アジャイル	پھرتیلا
アジャイル	چست
アジャイル	چاق
アジャイル	مستعد.
ヒルガオ	لبلاب.
バーム	تسکین.
バーム	تشفی
パフィー	موٹا
パフィー	تھپڑیلا.
パフィー	فربہ.
中二階	دوچھتی
リカバリ	بازیابی
ダッチマン	جرمن.
ダッチマン	ولندیزی.
ヤツガシラ	شانہ.
催告	ہنر
催告	مانگنا
催告	مطالبہ
アリクイ	بجرکیٹ
棚卸	فرد
棚卸	سیاہہ.
代書	منشی
代書	کلرک.
鉗子	کلاّب
鉗子	ٹھنگن
壊疽	خورہ
きらびやか	شوخ
きらびやか	بھڑکیلا.
きらびやか	چمکیلا
サイクロイド	مستدیر.
講壇	منبر
ウェルド	جوڑنا
ウェルド	جوڑ
ウェルド	(دلائل
ウェルド	ٹانکا.
トッパー	اوّل
トッパー	بلند
トッパー	بالا
トッパー	فائق.
葡萄園	تاکستان
ハボック	بربادی
ハボック	تباہ
ハボック	تاراج
ハボック	افراتفری.
ハボック	تخریب
哀れみ	ترس
哀れみ	رحم
哀れみ	ترس
ブッシェル	مکئی
浸出	برسانا.
浸出	لنڈھانا
リボフラビン	کلیجی
ブラフマン	برہما
ハンプ	ناراض
定性	وثوق
定性	وضاحت
定性	حتمیت
ソウルメイト	دلی
ザイラー	جہاز
バッファー	تھاپی
アル中	شرابی.
コンバース	برعکس
コンバース	گفتگو.
コンバース	مخالف
コンバース	معکوس.
コンバース	الٹ
エポキシド	اپاکسائڈ.
ブルーマー	غلطی
コホート	ساتھی
コホート	رفیق
やもめ	رنڈوا
タリ	درّاسہ
愚鈍	حماقت
アレゴリー	رمز.
アレゴリー	ڈراما
アレゴリー	علامت
アレゴリー	نظم
アレゴリー	رمز.
アレゴリー	ڈراما
アレゴリー	مجاز
アレゴリー	علامت
アレゴリー	نظم
欲張り	حریص
欲張り	حریص
欲張り	لالچی
天丼	نسیج
グラインダー	ڈاڑھ-
グラインダー	پیسنے
クレート	ڈھوڈا.
クレート	ڈھانچا
引き算	منہائی
引き算	تفریق
引き算	منہائی
無私	مخلص.
クラスト	ٹپنا
クラスト	چھلکا
クラスト	کھرنڈ
クラスト	قشرارض.
クラスト	پپڑی.
クラスト	ڈھکنا
イルミナティ	اِشراقین.
リゾット	چاول
クシャトリヤ	کھتری.
クシャトリヤ	کشتری
いかがわしい	کردار
いかがわしい	نامعتبر
いかがわしい	مشتبہ
ティルト	جھکانا
核果	نوائیہ.
核果	آڑو
消化不良	بدہضمی.
ヴィール	راستہ
ヴィール	رویہ
チューター	ہدایت
回り道	چکر
目眩	حیران
目眩	ڈگمگ
目眩	چکرانا
反撥	کراہت
サフィックス	-ing
サフィックス	-fy
タレット	منارچہ
クラクラ	گھوما
クラクラ	چکرانے
蒸散	اِفشا
スクラップブック	بیاض.
ゲーリック	آئرستان
ひらひら	گڑبڑانا.
ひらひら	ہلچل
ひらひら	منڈلانا.
ひらひら	سنسنی
ひらひら	پھڑپھڑاہٹ.
ひらひら	گھبرانا
ひらひら	ہیجان
ひらひら	گڑبڑانا.
ひらひら	ہلچل
ひらひら	منڈلانا.
ひらひら	سنسنی
ひらひら	پھڑپھڑاہٹ.
ひらひら	گھبرانا
ひらひら	ہیجان
ひらひら	لہرانا
父性	نژاد
父性	پدریت
父性	ابویت
父性	اصلیت.
父性	باپتا.
つるはし	کھودنا.
つるはし	گودنا
ディンギー	سیلانی
ディンギー	بجرا
スコーン	آٹے
グライム	بگاڑنا.
グライム	کالک
シネマトグラフ	متحرّک
ウエハース	ٹکلی.
ウエハース	ہلکا
アキュート	مرحلہ)
アキュート	ہوشیار
アキュート	درّاک
アキュート	ذکی.
アキュート	دقیق
アキュート	توڑپر
アキュート	سخت
アキュート	کوکتی
フラグメンテーション	ٹوٹنے
オクタゴン	مثمن.
減殺	کمی
減殺	تخفیف
減殺	کمی
マトン	بھیڑ
マトン	بھیڑ.
グラインド	پڑھنا
グラインド	گھسائی
グラインド	رگڑائی
グラインド	سحق-
グラインド	ملنا
グラインド	پڑھنا
グラインド	گھسائی
グラインド	رگڑائی
グラインド	سحق-
グラインド	رگڑنا
グラインド	ملنا
パエリア	زعفران
レギュラス	معدنیہ.
グリーヴァス	کھلا
ストーニー	پتھریلا
肉汁	لاون.
肉汁	سالن
酸っぱい	بودار.
酸っぱい	ترش.
酸っぱい	بودار.
酸っぱい	کھٹّا
酸っぱい	ترش.
ソレノイド	پیچاک.
バングル	کڑا
グライド	پھسلتی
グライド	پرندے
グライド	کھسکنا
グライド	ٹھیلنا
グライド	جہاز
グライド	سانپ
リベート	کٹوتی.
気狂い	دیوانہ.
インプ	بُھتنا.
シェケル	نقدی
シェケル	دولت.
フェイカー	مکّار
無欲	ترگ
無欲	تیاگ
