amanda	amanda
auru	dampfbad
auru	wasserdampf
auru	dampf
auru	dämpfe
auru	dämpfen
alto	alto
alto	alt
que	que
houston	houston
kukub	wasserfall
kukub	fällt
kukub	wasserfällen
kukub	sturz
kukub	falls
pannoonia	pannonischen
ibrahim	ibrahim
küpros	zypern
galaktikate	galaxien
pealkirjad	schlagzeile
pealkirjad	überschriften
pealkirjad	schlagzeilen
pealkirjad	titel
illüüria	illyrische
kõrvad	ohren
luisa	luisa
atlantis	atlantis
louisiana	louisiana
fauna	fauna
fauna	tierwelt
fauna	tiere
göteborgis	göteborg
laos	laos
vabrik	werk
vabrik	fabrik
kloostrid	klöster
mathias	mathias
sõiduki	fahrzeug
mehhanismid	mechanismus
mehhanismid	mechanismen
kehti	beantragen
kehti	anwenden
kehti	bewerben
kehti	gelten
paaris	paarweise
paaris	gekoppelt
paaris	gepaart
paaris	paar
paaris	paarweise
paaris	paaren
paaris	paare
ash	asche
ash	asch
ash	ash
mauritiuse	mauritius
raport	bericht
raport	berichte
raport	report
raport	meldung
raport	melden
süüdistatud	beschuldigte
süüdistatud	angeklagt
süüdistatud	angeklagten
süüdistatud	beschuldigt
süüdistatud	angeklagte
pavia	pavia
vie	wetteifern
vie	vie
nõudlus	bedarf
nõudlus	anforderung
nõudlus	nachfrage
nõudlus	forderung
erapooletu	stimmenthaltung
erapooletu	enthaltung
erapooletu	unparteiische
erapooletu	unparteiisch
erapooletu	unparteilichkeit
erapooletu	unvoreingenommene
erapooletu	unparteiisch
erapooletu	leerlauf
erapooletu	neutralen
erapooletu	neutral
erapooletu	neutrale
erapooletu	neutraler
balthasar	balthasar
gotha	gotha
duke	herzog
duke	großherzog
duke	duke
juut	jüdische
juut	jüdischen
juut	jüdisch
juut	juden
juut	jüdischer
juut	jüdin
juut	juden
juut	jude
lahendused	systemlösungen
lahendused	lösungen
laulda	sing
laulda	singt
laulda	singen
laulda	singe
planeerimine	planen
planeerimine	planungen
planeerimine	planung
planeerimine	stadtplanung
võrreldakse	verglichen
võrreldakse	vergleicht
cesare	cesare
ameeriklased	amerikaner
tehnoloogiad	technologien
kohtuda	treffen
kohtuda	kennenlernen
kohtuda	erfüllen
kohtuda	begegnen
diktatuuri	militärdiktatur
diktatuuri	diktatur
diktatuuri	diktaturen
mercia	mercia
okt	oktober
okt	okt
louvre	louvre
kuude	monate
kuude	monaten
ministrid	minister
ministrid	ministerrat
kümned	zehntausende
kümned	ten
kümned	dutzend
kümned	dutzenden
kümned	dutzende
racing	wettrennen
racing	rennen
racing	racing
kent	kent
pöörab	dreht
tudengid	schüler
tudengid	schülerinnen
tudengid	studenten
tudengid	kursteilnehmer
tudengid	studierende
quintus	quintus
karvane	haarige
ülevõtmine	umsetzung
ülevõtmine	übernahmen
ülevõtmine	übernahme
ülevõtmine	machtübernahme
piirkondlikud	regionalen
piirkondlikud	regional
piirkondlikud	regionalentwicklung
piirkondlikud	regionale
kristo	kristo
windsor	windsor
kasvatus	erziehung
kasvatus	erziehen
kasvatus	kindererziehung
kasvatus	eltern
kasvatus	erziehung
ari	ari
hondurase	honduras
sõnastik	glossar
sõnastik	wörterbuch
teravilja	getreidearten
teravilja	müsli
teravilja	getreide
hädavajalik	unentbehrlich
hädavajalik	unabdingbar
hädavajalik	unverzichtbar
hädavajalik	unerlässlich
hädavajalik	wesentliche
hädavajalik	unentbehrlich
hädavajalik	wesentlichen
hädavajalik	wesentlich
kristin	kristin
