kategória	類別
dystrofia	dystrophy
esl	esl
ruleta	輪盤
geographica	geographica
úhrada	償還
úhrada	報銷
uaz	uaz
jai	jai
engelmann	engelmann
hummer	悍馬
nachum	nahum
acr	acr
hanoji	河內
bezohľadný	無情
bezohľadný	輕率
bezohľadný	魯莽
frajer	花花公子
frajer	男朋友
frajer	男友
invitational	邀請賽
krmív	動態
krmív	飼料
howden	howden
východov	出口
jfs	jfs
ilf	ilf
ozon	ozon
naplánovať	計劃
naplánovať	計畫
naplánovať	附表
priadza	紗
vracanie	嘔吐
hager	hager
seamonkey	seamonkey
ammáne	阿曼
ammáne	安曼
bitie	毆打
highlander	高山族
scarpa	scarpa
odmeňovanie	薪酬
odmeňovanie	報酬
rodostrom	世系
rodostrom	血統
preparáty	籌備
emacs	emacs
armas	armas
ets	ets
vestu	馬甲
vestu	背心
physeter	physeter
predkladanie	提交
zos	dec
zos	十二月
zos	逝者
zos	已故
hant	hant
mtx	mtx
audouin	audouin
edta	edta
lucida	lucida
sedaka	sedaka
mamoru	守
sústrasť	慰問
sústrasť	哀悼
sústrasť	慰問
sústrasť	弔唁
lepok	麵筋
ošetriť	對待
ibrd	ibrd
vankúš	枕頭
vankúš	枕
vankúš	墊子
vankúš	墊
vankúš	緩衝
deportáciu	驅逐出境
deportáciu	驅逐
zajko	可愛
netanya	netanya
návnada	誘餌
návnada	魚餌
návnada	餌
návnada	誘餌
konzistentný	始終如一
lemonchiffon	lemonchiffon
cerrito	cerrito
kompostovanie	堆肥
autocad	autocad
jachte	遊艇
thescelosaurus	thescelosaurus
genealogie	genealogie
viaggio	viaggio
bacall	bacall
cuora	cuora
litre	公升
litre	公升
metaphysik	metaphysik
čajok	海鷗
čajok	鷗
ssn	ssn
pokaziť	寵壞
irl	irl
fonograf	留聲機
redgrave	redgrave
espoir	espoir
mužíček	老公
nevyriešené	未解決
impala	impala
krasne	漂亮
krasne	美
krasne	美女
krasne	美麗
thurn	thurn
kontingenty	特遣隊
kod	密碼
kod	編碼
kod	碼
winamp	winamp
quicksort	quicksort
vytknúť	責難
maga	maga
wsop	wsop
fiškálna	財政
širokopásmové	寬頻
šnúrky	花邊
šnúrky	鞋帶
prolín	proline
lamine	lamine
vive	vive
ferries	渡船
ferries	渡輪
hcs	hcs
konár	分行
konár	分支
pgm	pgm
laky	湖泊
makromolekuly	macromolecules
apg	apg
kwon	權
sémantike	語義
jahres	jahres
vyhlasujem	宣告
vyhlasujem	申報
bambino	bambino
greuther	greuther
denken	denken
xpress	xpress
kastanety	響板
diétu	節食
krásavica	火辣
krásavica	華麗
eustache	eustache
plantae	plantae
heribert	heribert
westinghouse	westinghouse
caffe	caffe
occ	occ
zašifrované	加密
xtra	xtra
strašidelný	鬧鬼
vysporiadanie	定居
vysporiadanie	定居點
smutno	悲哀
smutno	悲傷
smutno	傷心
smutno	難過
darstellung	darstellung
požičané	借
mediatek	mediatek
busacca	busacca
ozawa	小澤
vrecúška	包包
vrecúška	袋
grosseteste	grosseteste
dev	dev
zľavu	折扣
zľavu	優惠
alvis	alvis
dunne	dunne
ihrer	ihrer
marienka	gretel
rovnocennosť	等效
rovnocennosť	等值
indet	indet
camaro	camaro
soby	馴鹿
zatriedenie	分類
salamander	鯢
bjarne	bjarne
onerepublic	onerepublic
elon	elon
vniknutie	滲透
haupt	haupt
nerovné	不平等
nocturne	nocturne
itt	itt
joep	joep
nežne	輕聲
nežne	輕輕
bergh	bergh
xxviii	xxviii
aly	aly
blahodárne	振興
civico	civico
yuan	袁
yuan	元
gallas	gallas
maca	mac
ducs	ducs
asv	asv
tholen	tholen
neko	neko
hartwig	hartwig
aquae	aquae
uverejňovanie	出版物
uverejňovanie	出版
uverejňovanie	發表
uverejňovanie	出版物
uverejňovanie	出版
uverejňovanie	張貼
uverejňovanie	發文
cbr	cbr
podplatiť	行賄
podplatiť	賄賂
iwata	iwata
sverige	sverige
vyrážka	疹
vyrážka	皮疹
fantázií	白日夢
smithfield	smithfield
weidenfeld	weidenfeld
carradine	carradine
skz	uka
zbabelosť	怯懦
kamerlingh	kamerlingh
chevron	chevron
pošli	送出
gilotína	斷頭台
mathematik	mathematik
sportsnet	sportsnet
amadou	amadou
sortable	sortable
palacios	palacios
dmc	dmc
nankingu	南京
tol	tol
ruelle	ruelle
etylén	乙烯
lalla	lalla
pustatine	荒原
pustatine	荒地
chutná	美味
frustráciu	沮喪
frustráciu	挫折
frustráciu	挫折感
steinmetz	steinmetz
promócie	畢業
panhard	panhard
transfúzia	輸血
ecma	ecma
šek	支票
hendrick	hendrick
destiláciu	蒸餾
região	região
incest	亂倫
cardona	cardona
doomsday	末日
acacia	合歡
acacia	相思
chow	周
chow	鄒
winkle	winkle
dreamcast	dreamcast
monzún	季風
gilson	gilson
braček	弟弟
braček	哥
braček	師兄
braček	哥哥
braček	兄弟
jian	健
hlavny	主要
mlynárikovité	pieridae
zemeckis	zemeckis
buc	buc
pav	pav
ehime	愛媛
hofstadter	hofstadter
textron	textron
naliehavé	緊急
naliehavé	急
krmivá	動態
krmivá	飼料
inzeráty	廣告
inzeráty	廣告
protilátka	解毒劑
protilátka	解藥
protilátka	抗體
vidličku	叉
vidličku	叉子
tian	田
cosmo	cosmo
edyta	edyta
záškrt	白喉
calpurnius	calpurnius
rudin	rudin
marža	比值
sére	血清
mikroarchitektúra	microarchitecture
conf	conf
trutta	trutta
kúta	角落
kúta	轉角
kúta	角
msa	msa
genitálie	生殖器
nihilizmu	虛無主義
lúčenie	離別
borislav	borislav
obdivujem	欣賞
doručovanie	送貨
doručovanie	投放
doručovanie	交付
doručovanie	交貨
doručovanie	遞送
doručovanie	服務
iae	iae
šunka	火腿
acutus	acutus
kcal	千卡
wau	哇哇
wau	哇
mem	mem
škrupín	貝殼
škrupín	殼
rezerve	準備金
rezerve	儲備
sťatý	斬首
irídium	銥
veritelia	貸方
veritelia	債權人
veritelia	債權國
mcnally	mcnally
gentium	gentium
patricio	patricio
dezert	甜點
maori	毛利
asx	asx
faulk	faulk
šeky	支票
cinemax	cinemax
dusenie	窒息
dusenie	嗆
euronext	euronext
gisele	gisele
vasquez	vasquez
grazioso	grazioso
inno	inno
sentry	崗哨
sentry	哨兵
mccann	mccann
albo	albo
pallens	pallens
hriešnik	罪人
vram	vram
furlan	furlan
kidd	kidd
aurelian	aurelian
lorde	lorde
zmiernenia	減緩
zmiernenia	緩解
zmiernenia	減輕
ullstein	ullstein
elegancia	優雅
elegancia	高雅
beyer	beyer
risi	risi
dbe	dbe
fulvia	fulvia
duccio	duccio
šéfe	boss
šéfe	老大
šéfe	老闆
ambiciózne	野心
ambiciózne	雄心
ambiciózne	雄心勃勃
fss	fss
rebríky	梯子
represívne	鎮壓
qip	qip
sako	夾克
sako	外套
kristy	kristy
tph	tph
jeffreys	jeffreys
tva	tva
hbv	hbv
colonne	colonne
nacho	nacho
preventívny	預防
dwg	dwg
bezstarostný	無憂無慮
spotrebované	消費
hrnček	盃
hrnček	杯
hrnček	杯子
parabellum	parabellum
omeškania	延遲
omeškania	延誤
omeškania	拖延
laurentiis	laurentiis
zoologische	zoologische
sliepok	母雞
gregorius	gregorius
scholl	scholl
výslovné	明示
výslovné	明文
sgs	sgs
konzultácia	咨詢
konzultácia	協商
konzultácia	諮詢
konzultácia	諮詢
fireball	火球
hodná	值得
kicker	kicker
novomanželia	新婚夫婦
bax	bax
telus	telus
cmg	cmg
návnadu	魚餌
návnadu	餌
návnadu	誘餌
dojčatá	嬰兒
krevety	蝦
krevety	蝦
intimity	親密關係
intimity	親暱
albinus	albinus
clodius	clodius
ertl	ertl
cephalopoda	cephalopoda
komáre	蚊子
komáre	蚊蟲
streptopelia	streptopelia
zoskupovanie	群集
zoskupovanie	集群
uviazli	擱淺
iwate	岩手
rukojemníci	人質
decibel	分貝
nedbanlivosti	過失
nedbanlivosti	疏忽
nedbanlivosti	過失
nedbanlivosti	疏忽
katarzia	宣洩
drôtové	有線
aidan	aidan
lastovičky	燕子
dotované	補貼
ručenie	責任
ručenie	負債
zraziť	相撞
zraziť	碰撞
vrabce	麻雀
kremer	kremer
inšpiratívne	鼓舞人心
inšpiratívne	勵志
merced	merced
dittrich	dittrich
rímsu	窗台
štokholmského	斯德哥爾摩
aróma	味
aróma	風味
aróma	香味
aróma	芳香
aróma	香氣
zmiznú	消失
kaku	kaku
kabeláž	電纜
spinosaurus	spinosaurus
glaucidium	glaucidium
diktátorské	獨裁
bunda	夾克
bunda	外套
beckmann	beckmann
netto	淨
netto	net
netto	網
netto	netto
inhibícia	抑制
uskutočniteľné	可行
uskutočniteľné	可行
kúpené	購買
čokoládová	巧克力
lehrbuch	lehrbuch
thepeerage	thepeerage
nezvratné	不可逆
očistca	煉獄
sardegna	sardegna
kryogénne	低溫
zabavené	沒收
universale	universale
telocvični	健身房
telocvični	體育館
ware	窯
skúter	機車
čiapku	帽
čiapku	帽子
libérii	賴比瑞亞
koronárnej	冠狀動脈
cga	cga
dreamweaver	dreamweaver
vyhnancom	流亡
vyhnancom	流放
honegger	honegger
bezdomovec	無家可歸
historische	historische
inkubácie	孵化
tylor	tylor
polyetylénu	聚乙烯
haswell	haswell
slza	眼淚
slza	撕
slza	淚水
slza	淚
slza	催淚
žalobcu	原告
saleh	saleh
philippoussis	philippoussis
talentovaná	才華
servir	servir
aerojet	aerojet
dsn	dsn
augsburger	augsburger
izumi	泉
izumi	和泉
bcg	卡介苗
laktózy	乳糖
skalárneho	標量
arnaldo	arnaldo
mtk	mtk
hainan	海南
ročenku	年鑒
offutt	offutt
wnba	wnba
bowes	bowes
etsi	etsi
manlius	manlius
neresti	惡習
kongresman	議員
kongresman	國會議員
zenon	zenon
podmienenosti	附帶條件
fešáci	帥哥
fešáci	英俊
fešáci	帥
ato	ato
mirepoix	mirepoix
caleb	caleb
izraelčania	以色列人
zlodejka	賊
lds	lds
clk	clk
fosfátu	磷酸鹽
fosfátu	磷酸
bown	bown
fabri	fabri
illa	illa
othniel	othniel
cigary	雪茄
ginn	ginn
mojang	mojang
vob	vob
moo	茂
sakamoto	阪本
carnahan	carnahan
saroyan	saroyan
dowd	dowd
pobeda	pobeda
strigidae	strigidae
ytrium	釔
tetanu	破傷風
kužeľové	圓錐
odpočúvanie	攔截
odpočúvanie	截獲
odpočúvanie	竊聽
odpočúvanie	偷聽
frage	frage
otravné	煩人
jachty	遊艇
kačky	鴨
kačky	鴨子
volatility	波動
volatility	揮發性
lisovanie	緊迫
elc	elc
autodesk	autodesk
prehľadávať	瀏覽
najlepsi	best
najlepsi	最好
shaquille	shaquille
strižných	裝訂
hwang	黃
protiústavné	違憲
groot	groot
ubk	ubk
ism	ism
malloy	malloy
bárnatého	鋇
whois	whois
satis	satis
kampfgruppe	kampfgruppe
gsr	gsc
rafting	泛舟
kul	kul
eriksen	eriksen
ciutat	ciutat
tankerov	油輪
amaro	amaro
acevedo	acevedo
aschaffenburg	aschaffenburg
zadržania	拘留所
zadržania	拘禁
zadržania	拘留
zadržania	拘留
zadržania	羈押
vielle	vielle
vidiny	幻象
vidiny	願景
sdl	sdl
vysídlených	流離失所
emberiza	emberiza
inr	inr
tem	tem
bbm	bbm
onze	onze
maillot	maillot
čítajte	讀
čítajte	讀取
čítajte	閱讀
partita	partita
gamal	gamal
worldfootball	worldfootball
gwendolyn	gwendolyn
catlett	catlett
ucet	帳號
ucet	帳戶
thermae	浴場
plátok	花瓣
plátok	切片
pláňach	平原
kinect	kinect
ebeling	ebeling
nezdravé	不健康
paf	paf
blackett	blackett
kasa	kasa
qadsia	qadsia
bsp	bsp
familjebok	familjebok
elmo	elmo
snehovú	雪球
predvolené	違約
predvolené	預設
asm	asm
hsb	hsb
vyšívané	繡
džbány	罐
džbány	罐子
msh	msh
octopus	章魚
stimuláciu	刺激
stimuláciu	刺激
wonderwall	wonderwall
maloobchodné	零售
unserer	unserer
zneškodnenie	處置
vrásky	皺紋
nezákonný	非法
uncia	uncia
gottes	gottes
bengalensis	bengalensis
scribner	scribner
investujú	投資
pocock	pocock
underwood	underwood
ncc	ncc
nao	奈緒
nao	nao
caj	茶葉
caj	茶
hwan	桓
hwan	煥
hwan	hwan
ortopedické	矯形
animaux	animaux
nylonu	尼龍
gracie	gracie
lakte	肘
lakte	手肘
cattani	cattani
aig	aig
vykoľajil	脫軌
secam	secam
leacock	leacock
cejlónsky	signata
zdvorilosti	禮貌
zdvorilosti	禮遇
hirise	hirise
spúšťač	發射器
spúšťač	扳機
spúšťač	觸發
dôchodcovia	退休
dôchodcovia	退役
dôvtip	機智
shaban	shaban
hibernácie	休眠
hibernácie	冬眠
apoel	apoel
britton	britton
zahynúť	滅亡
arj	arj
rar	rar
kolektivizmu	集體
vdsl	vdsl
ospalosť	困
átriu	atrium
iban	iban
akcionármi	股東
akcionármi	股東
načítať	負載
načítať	裝載
načítať	負荷
decht	焦油
spiace	休眠
aion	aion
vodky	伏特加
swat	swat
swat	特種部隊
saurischia	saurischia
grus	grus
kurča	雞肉
kurča	山雞
kurča	雞
broadbent	broadbent
albertine	albertine
laktácie	哺乳
polytechniky	理工學院
rusty	生鏽
prívesu	預告
prívesu	拖車
prívesu	預告片
nsw	nsw
lojalita	忠心
lojalita	忠誠
klotz	klotz
vagus	vagus
maximinus	maximinus
rufin	rufin
ballade	ballade
ohrievač	加熱器
ohrievač	暖爐
canadair	canadair
úplatky	行賄
úplatky	受賄
úplatky	賄賂
úplatky	賄賂
farah	法拉
farah	farah
strašidelné	可怕
strašidelné	嚇人
dotlač	重印
zatiahnuté	陰
zatiahnuté	陰天
hso	hso
karan	karan
mäta	薄荷
monographie	monographie
morlaix	morlaix
columbiformes	columbiformes
evergreen	常綠
osvedčený	認證
charis	charis
rossum	rossum
cierny	烏木
kulturgeschichte	kulturgeschichte
aust	aust
zarobené	賺取
skola	學校
skola	上學
transparentná	透明
wynn	wynn
vznášať	漂浮
vznášať	浮動
vznášať	浮點
orbigny	orbigny
podvodné	水底
podvodné	水下
podvodné	水中
podvodné	欺詐
hladomory	飢荒
darpa	darpa
reddy	reddy
puddle	水潭
puddle	水坑
glykozidy	glycosides
anestetikum	麻醉
anestetikum	麻醉劑
anestetikum	麻醉藥
anestetikum	麻醉
anestetikum	麻醉藥
propánu	丙烷
marchese	marchese
fdc	fdc
faf	faf
náramky	手鐲
náramky	手鐲
overflow	溢位
roden	roden
gainax	gainax
geniálne	輝煌
geniálne	天才
dividendy	紅利
dividendy	股息
dividendy	紅利
dividendy	分紅
dividendy	股息
bernays	bernays
squeak	squeak
chliev	豬舍
lyžovať	滑雪
lyžovať	滑雪
povodňovej	洪水
povodňovej	水災
tiergarten	tiergarten
melina	melina
balaban	balaban
kowalczyk	kowalczyk
hardt	hardt
youngblood	youngblood
kartičky	卡
kartičky	紙牌
kartičky	卡片
kartičky	牌
waldman	waldman
ventiláciu	通風口
ventiláciu	噴口
prešetrenie	調查
prešetrenie	查詢
schilling	schilling
senátorka	參議員
senátorka	議員
kix	kix
mplayer	mplayer
mtz	mtz
popoluška	灰姑娘
operený	羽毛
kaleidoskop	萬花筒
smc	smc
camelus	camelus
reines	rains
clattenburg	clattenburg
zriedený	稀釋
zriedený	淡化
zriedený	稀釋
zriedený	淡化
transwiki	transwiki
šoféra	司機
šoféra	駕駛
šoféra	司機
šoféra	駕駛員
eisenbahn	eisenbahn
zivot	生命
zivot	人生
zivot	生活
lombarda	lombarda
zmrazené	冷凍
zmrazené	凍結
zmrazené	冰凍
cin	cin
penderecki	penderecki
foch	foch
trojčatá	三胞胎
canning	canning
matrimonio	matrimonio
fanúšika	樊
fanúšika	粉絲
fanúšika	風扇
fanúšika	範
puff	泡芙
potiahnuť	拉
potiahnuť	阻力
potiahnuť	拖曳
potiahnuť	拖
potiahnuť	滑動
goldene	goldene
sylviidae	sylviidae
oph	oph
lia	lia
cartwright	cartwright
kofaktor	cofactor
chilena	chilena
aeroporto	aeroporto
thalys	thalys
gassman	gassman
wikimapia	wikimapia
gsg	gsg
píšťalky	口哨
zatienila	昏暗
zatienila	黯然失色
mga	mga
werden	werden
purus	purus
zbližovanie	收斂
snap	snap
snap	折斷
laaksonen	laaksonen
lesbička	女同志
ronin	浪人
makrá	巨集
makrá	宏
nena	nena
gigolo	牛郎
kyrie	kyrie
renín	renin
abarth	abarth
mando	mando
perdita	perdita
klerik	教士
klerik	神職人員
gambler	賭鬼
gambler	賭徒
miserere	miserere
prager	prager
mcguigan	mcguigan
vykurovacie	暖氣
vykurovacie	供暖
vykurovacie	加熱
hodierna	hodierna
sct	sct
evangelische	evangelische
reb	籃板
linkedin	linkedin
polen	polen
čarodejníci	巫師
čarodejníci	奇才
buchner	buchner
strávené	花費
chai	柴
podnecovať	鼓勵
karotén	胡蘿蔔素
pastore	pastore
merač	公尺
náramok	手鐲
žuvačky	膠
žuvačky	口香糖
crispin	crispin
alesso	alesso
mahagón	紅木
posadnutí	痴迷
posadnutí	迷戀
heerenveen	heerenveen
degenerovaný	退化
degenerovaný	墮落
láskavá	善良
tno	tno
greensboro	greensboro
xing	興
vymáhanie	強制執行
vymáhanie	回收
vymáhanie	恢復
vymáhanie	康復
vymáhanie	復原
vymáhanie	復蘇
zlomilo	搶購
toluénu	甲苯
ratifikácia	批准
podvodníci	欺詐
zabijakov	刺客
acinonyx	acinonyx
wilhelms	wilhelms
cyp	cyp
pôvabné	優雅
tlmočníkov	口譯員
tlmočníkov	口譯
greiner	greiner
hela	hela
thelma	thelma
artillerie	artillerie
protipožiarne	消防
reebok	reebok
stuhy	絲帶
hypotenzia	低血壓
makepeace	makepeace
rodičovský	家長
rodičovský	父母
vicki	vicki
idolov	偶像
štepenie	嫁接
dneska	今日
dneska	今天
uhorky	鹹菜
uhorky	泡菜
uhorky	黃瓜
uhorky	黃瓜
poštovné	郵費
poštovné	運費
poštovné	出貨
poštovné	航運
asistentky	助理
doplnku	補充
doplnku	補
kavčič	kavčič
haan	haan
ascanio	ascanio
reprodukčné	生殖
reprodukčné	複製
reprodukčné	繁殖
lehre	lehre
lace	蕾絲
lace	花邊
lazarsfeld	lazarsfeld
nepretržitá	持續
nepretržitá	連續
saipa	saipa
zetec	zetec
kalu	淤泥
kalu	污泥
baterka	電池
baterka	電量
bypass	繞道
inclusive	包容
inclusive	包容性
svv	jha
svv	ews
sťahujem	下載
devo	devo
gzip	gzip
vyňatie	排除
vyňatie	排斥
zbrojenie	軍備
silt	淤泥
verano	verano
vmro	vmro
ngawang	ngawang
marien	marien
spievaj	唱
spievaj	唱歌
spievaj	歌唱
lunel	lunel
electropop	electropop
animalium	animalium
vhl	vhl
pohľadnicu	明信片
plurality	多元化
plurality	多元
malinowski	malinowski
interlagos	interlagos
goscinny	goscinny
demetrio	demetrio
citrón	檸檬
vesalius	vesalius
pusa	吻
pusa	親
pusa	親親
pusa	kiss
pusa	親吻
jazvu	疤痕
jazvu	傷疤
jazvu	疤
jazvu	刀疤
naftalénu	萘
šliach	筋
gpp	gpp
cyberpunk	cyberpunk
jarabice	鵪鶉
výherca	勝者
výherca	贏家
nori	nori
poole	普爾
čokoládový	巧克力
lxde	lxde
roemer	roemer
mbda	mbda
pensiero	pensiero
patogén	病原體
spaľovne	焚化爐
bcr	bcr
potlač	印刷
potlač	列印
mkb	mkb
xxxv	xxxv
seele	seele
freiwilligen	freiwilligen
mnohostranné	多邊
pratense	pratense
qnx	qnx
objatie	擁抱
objatie	抱抱
objatie	抱
objatie	擁抱
objatie	擁抱
objatie	抱抱
flugzeugwerke	flugzeugwerke
žiarovku	燈泡
litt	litt
ramen	拉麵
lhs	lhs
philippus	philippus
wam	wam
sostenuto	sostenuto
splatné	到期
furukawa	furukawa
rohrer	rohrer
karibu	馴鹿
anke	anke
pozvánky	邀請
pozvánky	邀請
pozvánky	請柬
pozvánky	邀請函
vikend	週末
cai	蔡
luitpold	luitpold
mls	mls
bioplynu	沼氣
načrtnúť	素描
načrtnúť	草圖
opatrovateľka	保姆
opatrovateľka	奶媽
gastritída	胃炎
číha	潛伏
playerhistory	playerhistory
ssri	ssri
ssri	ssris
nast	nast
ziskové	有利可圖
ziskové	盈利
vydaj	嫁
nežné	溫和
nežné	溫柔
maran	maran
braintree	braintree
volej	凌空
rafinérií	煉油廠
trinh	trinh
durchmusterung	durchmusterung
ehrenberg	ehrenberg
špecifickosti	特異性
ots	ots
taxík	計程車
taxík	出租
dedekind	dedekind
nakano	中野
cressida	cressida
rais	rais
muz	人
muz	男人
muz	man
sentimentálny	多愁善感
sentimentálny	感傷
gaby	gabby
gaby	gaby
niklaus	niklaus
galón	加侖
zraniteľnosti	弱點
hodom	筵
bog	沼澤
recitativo	recitativo
vashem	vashem
soundscan	soundscan
nožík	刀
nožík	刀子
nožík	小刀
spolubývajúci	室友
prokurátorov	檢察官
predkolenia	脛骨
nepriestrelné	防彈
borec	拳王
borec	冠軍
ricerche	ricerche
jacquet	jacquet
sombra	sombra
aluviálne	沖積
múdri	明智
múdri	英明
citigroup	花旗
uic	uic
fde	fde
hydrochlorid	鹽酸
telúr	碲
gália	鎵
obleteli	鎮壓
pašovanie	走私
pašovanie	偷渡
heaney	heaney
displayport	displayport
lautaro	lautaro
predlaktie	前臂
comune	comune
goode	goode
sieben	sieben
beštia	野獸
beštia	獸
beštia	怪獸
esquire	esquire
archäologie	archäologie
kes	kes
mili	milli
bojkotovať	抵制
sponzorované	贊助
katarínska	catharina
velka	big
velka	大
autour	autour
pertussis	百日咳
einleitung	einleitung
koren	koren
tatarstan	韃靼
expendables	敢死隊
škrty	削減
oost	oost
lotte	樂天
čalúnenie	室內裝潢
kaiten	回天
pochmúrne	淒涼
pochmúrne	荒涼
pochmúrne	慘淡
pochmúrne	黯淡
pochmúrne	暗淡
koi	戀
koi	戀愛
driscoll	driscoll
prajeme	許願
objasnenia	澄清
konzistentnosť	一致性
konzistentnosť	連貫性
konzistentnosť	一貫性
aqr	aqr
givenchy	givenchy
belowstyle	belowstyle
oldid	oldid
beatport	beatport
pais	pais
huňatý	濃密
díler	莊家
díler	經銷商
recklinghausen	recklinghausen
sebecký	自私
kpd	kpd
coracias	coracias
celia	celia
brugger	brugger
cul	cul
zend	zend
floridsdorf	floridsdorf
wissembourg	wissembourg
szkoła	szkoła
svga	svga
musso	musso
čislo	數字
čislo	數
čislo	號碼
čislo	編號
kontrolujem	檢查
migrovať	遷移
anc	anc
daňovník	納稅人
kodifikáciu	編纂
germánium	鍺
počítam	數
počítam	計數
prieskumníci	探險家
lucasarts	lucasarts
mccollum	mccollum
idm	idm
kompenzačné	補償
spc	spc
pohotovostný	待命
pohotovostný	備用
wyborcza	wyborcza
dimanche	dimanche
taschenbuch	taschenbuch
exomars	exomars
soldat	soldat
jerez	jerez
lala	lala
hina	hina
vallejo	vallejo
trovy	費用
trovy	成本
bogdanovic	bogdanovic
summerhill	summerhill
výdavok	支出
rivest	rivest
allegretto	allegretto
arafat	阿拉法特
pesimistický	悲觀
krug	krug
compiz	compiz
deville	deville
vorlesungen	vorlesungen
zvárané	焊接
jarmo	枷鎖
trícia	氚
fluorescencie	螢光
sif	sif
stužky	絲帶
eskalátor	扶梯
horvath	horvath
vaucouleurs	vaucouleurs
unser	unser
cano	cano
selénu	硒
nsx	nsx
vernalis	vernalis
firemný	公司
hamada	hamada
hamada	濱田
bdsm	bdsm
poesia	poesia
barthold	barthold
rendus	rendus
khaki	卡其
označte	蜱
hap	hap
lowry	lowry
ewe	ewe
templatedata	templatedata
macaire	macaire
odchyt	俘獲
odchyt	誘捕
coda	coda
glc	glc
anstalt	anstalt
vilhelmína	wilhelmine
denkmal	denkmal
šoky	衝擊
cercopithecus	cercopithecus
tmp	tmp
hollis	hollis
rayman	rayman
cscl	cscl
otter	水獺
vaticano	vaticano
mansour	mansour
aliasing	鋸齒
torneo	torneo
skorbut	壞血病
pyrotechnických	煙火
minimax	minimax
nenávidím	憎恨
nenávidím	恨
nenávidím	討厭
nenávidím	仇恨
ipo	ipo
fenikel	茴香
zloduch	反派
aesa	aesa
aimee	aimee
kurtizána	歌妓
lawless	無法無天
strabizmus	斜視
opensolaris	opensolaris
pokušenia	誘惑
pokušenia	引誘
vlajkového	旗幟
vlajkového	國旗
vlajkového	旗
vlajkového	旗子
mariam	mariam
boman	boman
canonici	canonici
periférnej	周邊
periférnej	外圍
dedka	爺爺
splatnosť	成熟
splatnosť	到期
sedatívum	鎮靜劑
hooft	hooft
harmonizáciu	統一
žiarlivý	妒忌
žiarlivý	吃醋
žiarlivý	嫉妒
dmoz	dmoz
neskutočný	虛幻
stockhausen	stockhausen
symbiózu	共生
niemi	niemi
zdravo	健康
uhl	uhl
tesárov	木匠
wtcc	wtcc
cygwin	cygwin
bioplyn	沼氣
volajte	致電
volajte	電話
volajte	打電話
volajte	通話
volajte	呼叫
nájdite	找到
nájdite	尋找
meisner	meisner
jubatus	jubatus
sič	sich
tegmark	tegmark
commonscat	commonscat
presakuje	滲漏
fritsch	fritsch
jagdgeschwader	jagdgeschwader
thouars	thouars
zvaru	焊接
greif	greif
xanadu	xanadu
mensah	mensah
úžasne	驚人
úžasne	神奇
anakonda	蟒蛇
berner	berner
deseo	deseo
traktora	拖拉機
zapp	zapp
rámce	幀
rámce	框架
rámce	框
rámce	框架
nicolo	nicolò
kistler	kistler
helmu	頭盔
helmu	盔
argento	argento
turgot	turgot
nostrand	nostrand
logistickú	後勤
praktickosť	實用
praktickosť	實用性
libanonské	黎巴嫩
iki	壹岐
fansite	fansite
tenisky	球鞋
emac	emac
teroristu	恐怖主義
datei	datei
svietidlo	燈
svietidlo	電燈
pozdravujem	問候
desaťboj	十項全能
lodiar	船東
absorbovaný	吸收
šimpanzy	黑猩猩
šimpanzy	黑猩猩
žandárstvo	憲兵隊
žandárstvo	憲兵
podvádza	作弊
podvádza	欺騙
kuracie	雞肉
kuracie	山雞
kuracie	雞
noiret	noiret
ptc	ptc
dauhe	多哈
noronha	noronha
tkm	tkm
koláča	餡餅
koláča	派
pcp	pcp
záhlavná	枕骨
ooo	ooo
shikari	shikari
andros	andros
teľatá	小腿
ampex	ampex
barbosa	barbosa
bsod	bsod
panzerjäger	panzerjäger
vaterland	vaterland
laffont	laffont
halil	halil
schlosser	schlosser
zúrivosť	怒
zúrivosť	憤怒
zúrivosť	怒火
kamel	kamel
spacefacts	spacefacts
dafydd	dafydd
bacchus	bacchus
mimosa	含羞草
parserfunctions	parserfunctions
legge	legge
seagram	seagram
dvojlom	birefringence
nosidlá	擔架
darkblue	darkblue
ohrievače	加熱器
année	annee
friedrichs	friedrichs
nss	nss
gretsch	gretsch
ferrier	ferrier
yate	yate
deutz	deutz
revell	revell
wgs	wgs
proroctiev	預言
sukňu	裙
sukňu	裙子
zmiznutia	失蹤
ufc	ufc
štastie	幸運
štastie	幸福
štastie	運氣
ramenná	肱骨
tachybaptus	tachybaptus
autorun	autorun
pokút	罰金
pokút	罰款
deen	deen
zadržiavať	扣留
emp	emp
záložne	當鋪
hyman	hyman
popescu	popescu
kunz	kunz
extensa	extensa
arcangelo	arcangelo
lna	lna
kitakjúšú	北九州
hua	華
neplnoletých	未成年
aykroyd	aykroyd
čudný	怪
čudný	怪異
čudný	單數
čudný	怪
poistiť	投保
hlr	hlr
saigone	西貢
sheeran	sheeran
haliaeetus	haliaeetus
aven	aven
závrate	眩暈
závrate	眩暈
závrate	暈
závrate	頭暈
joeyho	joey
snehuliak	雪人
zdvojnásobenie	倍增
xperia	xperia
fxe	fxe
dôveruje	信託
teplomery	溫度計
ihlu	針
zvrátené	扭曲
bina	bina
scheider	scheider
muchmusic	muchmusic
fogel	fogel
basestyle	basestyle
royan	royan
lacrimosa	lacrimosa
bankomaty	atm
kimmel	kimmel
zamestnané	受雇
skyhawk	skyhawk
formatdate	formatdate
odparovania	蒸發
