और	in
गैबॉन	gabon
रेज़र	britev
खालीपन	praznina
खालीपन	praznino
खालीपन	praznine
आरजीबी	rgb
क्रॉप	pridelki
क्रॉप	pridelek
क्रॉप	pridelka
यहूद	bili
चाउ	chow
परिचितों	znanec
अत्र	atra
विल्टशायर	wiltshire
खार्तूम	kartumu
होलोमार्फिक	holomorfna
कारपेट	preproga
कारपेट	preprogo
कान्सास	kansas
वाहिकाशोफ	angioedem
लिप	ustnice
लिप	ustnico
अजन्मे	nerojenega
परिदर्शी	periskop
नयनाभिराम	slikoviti
फैब	fab
मिल्ड्रेड	mildred
अनुज्ञा	dovoljenje
अनुज्ञा	licenca
पासो	paso
पासो	pasa
घसीटा	vlekli
घसीटा	vlekel
मैकलीन	mclean
ईस्टन	easton
गोथम	gotham
यूरेका	eureka
पप्पी	psička
पप्पी	kuža
पप्पी	kužek
अनदेखे	nevidni
अनदेखे	nevidne
अनदेखे	nevidno
सहेल	sahel
क़ातिल	morilec
क्लोरेट	klorat
डीटीडी	dtd
दीवानगी	norosti
दीवानगी	norost
प्यूनिक	punska
क्रमांकन	številčenja
बलाई	bly
तोशियो	toshio
मार्केटप्लेस	tržišče
मार्केटप्लेस	tržnico
मार्केटप्लेस	tržnice
मार्केटप्लेस	tržnica
गुलदस्ता	šopek
मार्टिनी	martini
टाइटस	titus
हीरोइन	junakinja
गैरीसन	garrison
पुलिसवाले	policaji
पुलिसवाले	policisti
चांडलर	chandler
एमएसएन	msn
परिपूर्णता	polnost
नॉर्थम्प्टन	northampton
अग्निशामक	gasilec
ट्रांजेक्शन	transakcije
बहकावे	vplival
ख़ज़ाने	dragocenosti
ख़ज़ाने	zaklade
गंजा	plešast
गंजा	plešasti
गंजा	pleško
लिमिट	omejitve
लिमिट	omeji
लिमिट	meje
फिरौती	odkupnina
फिरौती	odkupnino
शेल्टन	shelton
सिथ	sith
स्टोल	stolle
चियापास	chiapas
ताज्जुब	čudežni
ताज्जुब	čudo
ताज्जुब	čudežna
अंगूरी	grenivke
स्लेटर	slater
तिनके	slamico
तिनके	slame
तिनके	slamo
पैनासोनिक	panasonic
क्रोमेट	kromat
बुशमैन	bušmani
धरण	humusa
आवा	ava
टोप	klobuki
टोप	kape
टोप	klobuke
सेरो	cerro
मज़ाकिया	smešno
मज़ाकिया	hecno
विस्मित	navdušili
क्वाड	quad
मोरनी	pav
ठहरें	pavza
ठहरें	premor
रेयान	rajona
नलबन्दियान	nalbandian
मुर	mur
संघट्टक	trkalnik
फंसने	rivalstvo
दहाड़	rjovenje
सातत्यक	kontinuum
ईजियन	egejskih
बर्टी	bertie
स्पिलबर्ग	spielberg
झलकियां	bežne
झलकियां	utrinki
नायलॉन	najlona
कॉर्नवॉल	cornwall
डिज़्नीलैंड	disneyland
कांग्रेसियों	kongresniki
मांचा	mancha
स्वादानुसार	per
बेलुची	bellucci
बैठो	sedi
अनावृतबीजी	golosemenke
काराबाख़	karabakh
दरबान	hišnik
झींगे	kozice
डायलन	dylan
डेटन	dayton
ओलंपियाड	olimpijada
रॉबिन्स	robbins
रॉबिन्स	robins
वुल्फगांग	wolfgang
छतरियाँ	dežnik
छतरियाँ	obloge
कुतिया	prasica
कुतिया	kurba
बेरिंजिया	beringija
कुनमिंग	kunming
नैंसी	nancy
बहरा	gluhi
बहरा	gluha
बहरा	gluh
मिटिओरा	meteora
मेहराबदार	obokana
एडाप्टर	pretvornika
एडाप्टर	pretvornik
एडाप्टर	nastavek
मर्सर	mercer
अनानास	ananas
क्युकी	ker
कनाल	kanal
लिंगभेद	seksizem
गोर्बाचेव	gorbačov
देई	dei
प्रोटोकाल	protokol
अधीरता	nestrpnost
सादड़ी	sadri
हाइपरलिंक	hiperpovezava
निया	nia
नैट	nate
नैट	nat
दोस्तो	prijateljev
दोस्तो	prijatelji
दोस्तो	friends
दोस्तो	prijatelje
और्ट	oort
मानेट	manet
ब्रैडफोर्ड	bradford
आड़ा	horizontalno
आड़ा	vodoravno
आड़ा	horizontalno
आड़ा	vodoravna
आड़ा	vodoravno
आड़ा	pokrajina
आड़ा	pokrajine
आड़ा	pokrajino
एनकोडिंग	kodiranje
पोस्त	poppy
पोस्त	mak
अन्तोनी	antoni
रिप	opp
रिप	rip
कंडी	kandi
औपचारिकताओं	formalnosti
लड़को	fantje
लड़को	dečki
लड़को	fanta
मैनिंजाइटिस	meningitis
पार्टीशन	pregrada
पार्टीशन	porazdelitveni
छूटी	zgrešili
छूटी	zgrešil
छूटी	zgrešila
छूटी	zamudil
अमीरी	bogastva
अमीरी	bogastvo
बर्नूली	bernoullijev
लैक्टोबैसिलस	lactobacillus
रोड्रिगो	rodrigo
डेरिल	daryl
ब्रेकआउट	izbruh
आपो	apo
कैम्पिंग	taborjenje
कैम्पिंग	kampiranje
डाइन	dyn
राहें	poti
राहें	poteh
पैरामीटर्स	parametre
पैरामीटर्स	parametra
पैरामीटर्स	parametri
रेडॉक्स	redoks
घनास्रता	trombozo
सिमुलेट	simulira
स्कार्फ	šali
हकरा	hakra
कोलोसियम	kolosej
अकल्पनीय	nepredstavljivo
लीनियर	liter
लीनियर	liberiji
लीनियर	liter
लीनियर	linearni
लीनियर	linearno
लीनियर	linearna
लीनियर	gvineji
लीनियर	gvineja
लीनियर	gvinejo
कोस्टर	podstavek
कोस्टर	podlogo
प्लम	plum
काजा	kaja
शोरबा	juho
उत्खनित	izkopan
वीडियोज़	videi
वीडियोज़	videe
शूरवीरों	vitezi
रिटायरमेंट	upokojitev
धतूरा	datura
अर्मेनिया	armenijo
मकड़ियों	pajki
होठ	ustnic
होठ	ustnice
शेल्बी	shelby
प्योंगयांग	pjongjang
फुटवर्क	footwork
बोरियत	dolgčas
रेवेन	krokar
रेवेन	raven
पोर्च	verandi
पोर्च	verando
स्का	ska
स्नोमैन	snežak
बारबेक्यू	žar
बारबेक्यू	piknik
फसाद	vstaja
फसाद	vragolije
लोकसेवक	človekoljub
टोम	tome
विनफ्रे	winfrey
खिडकी	okence
खिडकी	okno
डफरिन	dufferin
एनजीसी	ngc
ज़ाक	jacques
क्रिस्टलकी	kristalografija
जीवनदान	živi
जीवनदान	življenja
ब्रुक्स	brooks
फिलिपिनो	filipinski
कुर्सियां	stoli
कुर्सियां	stolov
कुर्सियां	stole
गुपचुप	skrivnostna
जोडना	spoj
इबुप्रोफेन	ibuprofen
अर्थविज्ञान	semantika
मेट्स	mets
जीवमंडल	biosfero
प्लानर	načrtovalec
बाइसन	bison
उज़्बेक	uzbekistanske
समन	poziv
ऑडिटोरियम	avditorij
स्टोनर	stoner
बालदार	kosmata
बालदार	kosmat
बालदार	kosmate
बालदार	kosmati
फेलिप	felipe
टॉगल	preklopi
राउटर	usmerjevalnik
विलम्बित	zamudo
विलम्बित	zamuja
मैक्केन	mccain
हैमरस्क्जोंल्ड	hammarskjöld
रसूलों	apostolov
रसूलों	sli
थंबनेल	sličice
हीमोफीलिया	hemofilijo
बेमानी	anahronizem
वेल्च	welch
तानिया	tanja
महासंगणक	superračunalnik
संयुति	konformna
कया	kaj
फ़्रॉन्तेरा	frontera
एफआईए	fia
विल्फ्रेड	wilfred
पिरामिडों	piramide
ज़ोंबी	zombi
रोगाणुरोधी	protimikrobne
कैज़ुअल	priložnostni
कैज़ुअल	sproščeno
कैज़ुअल	priložnostno
लाउडस्पीकरों	zvočnikov
किरमानी	karmani
योंग	yong
पेरिन	perrin
मार्कोस	marcos
होल्डन	holden
बेने	bene
शीतनिष्क्रियता	hibernacije
लात्स	lats
पार्टन	parton
जुग	vrč
सुदंर	lepa
गूलागोंग	cawley
निंग	ning
ट्रैक्ट	trakta
हसी	hussey
पेरो	pero
बाहें	roke
बाहें	orožje
बाहें	roki
विनम्रतापूर्वक	ponižno
बताएगा	vračanje
बताएगा	vrne
अगाथा	agatha
जुड़ें	poveži
हिचकी	viki
हिक्की	hickey
गोफर	hrčkov
शंकुक	gnomon
रामनाथन	ramanathan
कोटेड	citiral
डेनिम	denim
ओका	oka
सर्वसत्तावाद	totalitarizem
सर्विसिंग	servisiranje
अलेक्स	alex
अलेक्स	aleš
अलेक्स	aleks
टोटेनहम	hotspur
काफ्का	kafka
क्षमतावान	iznajdljiv
यर्कीज़	yerkes
धुँधली	megleno
वाहिकारोध	embolija
थकाऊ	naporno
जोए	joe
लिफाफा	ovojnice
लिफाफा	ovojnica
रैप्टर	raptor
दासगुप्त	dasgupta
फोल्ड	gube
फाइजर	pfizer
कोफी	kofi
निस्वार्थ	nesebično
नेल्स	nohtov
नेल्स	nohte
नेल्स	žeblji
नेल्स	nohti
हृदयरोग	invazivne
टिल्डेन	tilden
बेचारा	bogi
बेचारा	ubogi
बेचारा	revni
बेचारा	uboga
रड	rudd
फरो	ferskih
समारा	samara
लिपजिग	leipzig
सेण्टीमीटर	centimetrov
बुज़ुर्गों	starešine
हार्टले	hartley
लेनिनग्राड	leningrad
अनछुए	nespremenjeno
अनछुए	nespremenjen
आकाशगंगाएँ	galaksije
आकाशगंगाएँ	galaksij
पिल्सबरी	pillsbury
यूएनईपी	unep
सिम्युलेटर	simulatorju
सिम्युलेटर	simulator
किरिबाती	kiribati
एस्कॉर्बिक	askorbinska
शेवरलेट	chevrolet
अत्तिला	attila
बेहिश्त	prinašalec
कैरो	kairu
बुकमार्क	zaznamek
ब्राज़ीलियाई	brazilski
लोवेल	lowell
लोवेल	lovell
ब्लाउज	bluzo
ब्लाउज	bluza
चूल्हों	pečice
चूल्हों	peči
लडका	poba
लडका	deček
लडका	fant
लडका	fantek
फैंसी	razkošno
फैंसी	nobel
टक	tuck
हुनान	hunan
छक्का	šest
छक्का	six
त्संग	tsang
डाइव	potapljanje
डाइव	potop
स्ट्रेचर	nosila
मार्टिनेज	martinez
अप्रतिबंधित	neomejena
अप्रतिबंधित	neomejen
अप्रतिबंधित	neomejeno
ओट्स	oves
एंज़ो	enzo
एससीआर	scr
ह्वीटस्टोन	wheatstone
घुंघराले	curly
विल्ला	willa
सूक्ष्मदर्शन	mikroskopijo
निंदनीय	podlo
रेंजरों	rangerji
आईरिस	iris
पूर्वनिर्मित	montažne
एसएसपी	esp
तीव्रग्राहिता	anafilaksija
जेनकींस	jenkins
स्क्रैप	odpadni
स्क्रैप	ostanki
इम्तिहान	mika
श्रोडिंगर	schrödinger
नामीब	namib
प्लाज्मिड	plazmid
नारकीय	peklenski
पारसैक	parsek
स्टेसी	stacey
ड्रायर	sušilec
खौलते	vrelo
खौलते	vre
हिदेकी	hideki
निगर	niger
सफलताएँ	uspehe
सफलताएँ	uspehov
सफलताएँ	uspehi
कार्यनीति	strategijo
कार्यनीति	strategija
बोवर	bower
उद्विग्न	rojak
जेनिस	janice
महापुरूष	legende
महापुरूष	legend
सातो	sato
शेरिल	cheryl
ताइक्वांडो	taekwondo
चेवी	chevy
कीटविज्ञान	entomologija
एयरपोर्ट्स	letališča
ओरेसंड	øresund
रोहे	trahom
टिड्डे	kobilica
टिड्डे	kobilice
वाल्डो	waldo
जैकबसन	jacobson
खटमल	stenice
केई	kei
कॅलिक्स्टस	kalist
एन्टेना	antene
अपमार्जक	mrhovinarji
ताबीज	talisman
अज्ञातव्यक्तिभीति	ksenofobije
जिआंगशी	jiangxi
गलफड़ों	škrge
केएफसी	kfc
धड़ल्ले	tekoče
बीज़ान्टिन	bizantinski
प्रेमालाप	dvorjenje
परबत	parbat
डेंट	dent
अल्वारेज़	alvarez
शीले	scheele
लोएब	loeb
वाइरल	virusno
वाइरल	virusne
वाइरल	virusna
कश्ती	kajak
मिच	mitch
मैक्ग्रा	mcgrath
फार्मासिस्ट	farmacevt
फार्मासिस्ट	farmacevta
हंसना	smej
हंसना	smeh
प्रोजेस्टेरोन	progesterona
बसता	biva
यूगोस्लाव	jugoslovanske
यूगोस्लाव	jugoslovanska
यूगोस्लाव	jugoslovansko
यूगोस्लाव	jugoslovanski
टेलीग्राम	telegram
निवेदित	zahtevana
निवेदित	zahtevane
निवेदित	zahtevani
निवेदित	zahtevan
निवेदित	zahtevano
कॉस्टेलो	costello
देमेनतीवा	dementjeva
अनभिज्ञता	nevednost
अनभिज्ञता	nevednosti
बूस्ट	zagon
रिफ	riff
बेयर्ड	baird
वान्केल	wanklov
नाज	naz
लारेंज़	lorentzova
डिंपल	jamice
सर्ज	serge
पर्यवेक्षित	nadzorovano
पर्यवेक्षित	nadzorovana
पर्यवेक्षित	nadzorovan
पर्यवेक्षित	nadzorovani
वार्तालापों	pogovori
सोर	boleče
सोर	vneto
कूलम्ब	coulomb
षड्यंत्रकारी	zarotnik
लबादे	kapuco
मेरिनो	merino
इप्सविच	ipswich
पार्श्ववर्ती	bočni
पार्श्ववर्ती	bočna
पार्श्ववर्ती	bočno
बिंगो	zadetek
तामसिक	maščevalni
कंकर	kamenčkov
काहिल	cahill
बेन्थम	bentham
बगदादी	bagdadi
स्ट्रोन्शियम	stroncijev
मस्ज़िद	mošeje
बाथटब	kad
लिम्फाडेनोपैथी	limfadenopatija
ऊष्माक्षेपी	eksotermna
परपीड़क	sadistični
पिकेट	pickett
विव	viv
तुफान	neurja
तुफान	nevihte
तौलिया	brisačo
इमानदार	iskren
पारभासी	prosojna
स्वेटर	pulover
नोआम	noam
फिक	fick
पिंटर	pinter
कार्मेन	carmen
कार्मेन	karmen
मैकग्रेगर	mcgregor
टेस	tess
बातूनी	zgovoren
जैगर	jaeger
जैगर	jagger
चेनी	cheney
ब्रेवरी	pivovarna
रेक्टर	rektor
मुर्गीपालन	perutnino
मुर्गीपालन	perutnine
मुर्गीपालन	perutnina
टपकती	pušča
डराया	opozoril
डराया	opozorjen
एन्ट्रॉपी	entropija
डिअर	spoštovani
डिअर	ljub
डिअर	draga
डिअर	dragi
डॉयचे	deutsche
टूटू	tutu
यूनीक	unica
काफिला	konvoj
एसक्यूएल	sql
कोडक	kodak
नेवा	neva
विन्निपेग	winnipegu
एकाश्म	megalitskih
थंडरबर्ड	thunderbird
सैंडन	sandon
धोखेबाज	goljuf
मैनी	mani
मैनी	manny
मैकगिल	mcgill
दिनार	dinar
ठगी	goljufija
ठगी	goljufije
रेडियोसक्रिय	radioaktivni
रेडियोसक्रिय	radioaktivnih
रेडियोसक्रिय	radioaktivnega
रेडियोसक्रिय	radioaktivne
रेडियोसक्रिय	radioaktivno
अब्दुस	abdus
फिंक	fink
सटन	sutton
पार्किन्सन	parkinsonovo
अव्यवहारिक	nepraktično
शमशान	krematorij
जियान	gian
बीकर	čašo
पाइरॉक्सीन	piroksen
डफ़	duff
बिल्ले	marquis
एलियास	elias
जाँचें	preuči
जाँचें	preveri
जाँचें	preveriti
जाँचें	preverjanje
जाँचें	preverite
आविला	avila
रोड्रिगेज	rodriguez
बायोडीजल	biodizel
एपर्चर	odprtina
डैची	dechy
एड्रियाना	adriana
न्यूज़वीक	newsweek
एल्टिंग	eltingh
अज़ोरेस	azori
टेम्प्लेट	predloge
टेम्प्लेट	predloge
टेम्प्लेट	predloga
स्ट्रीटकार	tramvaj
स्ट्रीटकार	tramvaja
गोताखोर	potapljači
पत्तो	listje
पत्तो	listi
पत्तो	listov
फेकने	strmoglavljenje
खनिक	rudar
खनिक	rudarji
मैचिंग	ujemanja
मैचिंग	ujemanje
गर्ड	gerd
अरांत्ज़ा	arantxa
नायोबियम	niobij
कर्टिन	curtin
ट्रैविस	travis
ट्रैविस	travisa
इलेक्ट्रोलाइट्स	elektrolitov
उपश्रेणियाँ	podkategorije
कीफर	kiefer
त्रिपदी	tričlensko
हदरामौत	hadramaut
पिंजरों	kletke
फ़ुलहम	fulhamu
पर्लमैन	perlman
हेडमास्टर	ravnatelj
लिम	lim
लुकअप	vpogled
धर्मान्तरण	evangeličanska
चारी	chari
सेलिब्रेशन	slavje
सेलिब्रेशन	praznovanje
इंस्ट्रुमेंटेशन	inštrumenti
इंस्ट्रुमेंटेशन	instrumenti
फिच	fitch
अग्रभूमि	ospredje
सफ़ी	safi
नितम्ब	zadnjica
नितम्ब	zadnjico
सेमा	sema
कॉम्बो	kombinacija
शूमेकर	shoemaker
ओरो	oro
अज़ारेन्का	azarenka
ग्वांगझोउ	guangzhou
बोथा	botha
कुए	que
अन्दाज़	ukrep
अन्दाज़	merilo
रीजियो	regio
माइलेज	prevoženih
तुवालू	tuvalu
नाकेबंदी	blokada
नाकेबंदी	blokado
नाकेबंदी	blokade
शादियां	porok
शादियां	poroke
छूटा	zgrešili
छूटा	zgrešil
छूटा	zgrešila
छूटा	zamudil
नेस्तर	nestor
यूएससी	usc
टर्नओवर	promet
चिड़ी	klubi
चिड़ी	klubov
चिड़ी	klube
चिड़ी	palice
पाल्ट्रो	paltrow
मकादम	makadam
जिरी	jiří
अकल	modrosti
अकल	modrost
रसीले	bujno
बहुलवाद	pluralizem
हेला	hella
झींगुर	črički
लॉट	lot
बाईकार्बोनेट	bikarbonata
इल्ली	gosenica
इल्ली	črv
ऊह	ooh
समाजभाषाविज्ञान	sociolingvistika
हांगझोऊ	hangzhou
न्यूट्रोपेनिया	nevtropenija
पेंचकस	izvijač
अल्टरनेटर	alternator
सेंग	seng
रुकावटें	ovire
एल्कीन	alken
बेरिंट	barentsovega
माइक्रोन	mikronov
अड़	vztrajati
खेतो	kmetije
शिद्दत	obupno
शिद्दत	obupano
किरायेदारों	stanovalci
किरायेदारों	najemniki
क्रिस्टोफ	christoph
भृंग	hrošče
भृंग	hroščev
भृंग	hrošči
भृंग	hrošč
कोलबर्ट	colbert
फेल्प्स	phelps
सजाये	okrasili
क्रासिंग	prečkanje
क्रासिंग	prehod
नियॉन	neon
मिनिक्स	minix
दुलारे	ceni
हेनी	heaney
रोलां	rolland
मैथ	matematiko
मैथ	matematiki
मैथ	matematika
कालिमा	temo
कालिमा	tema
डनलप	dunlap
अहानिकर	neškodljive
जानकारीपूर्ण	informativno
जानकारीपूर्ण	poučno
जानकारीपूर्ण	informativni
अपनापन	afiniteto
शिरीन	širin
मैरून	maroon
स्वत्वाधिकार	avtorske
पीबॉडी	peabody
बॉलर	kegljač
जूडिथ	judith
गैरिंचा	garrincha
नाइल्स	niles
नेपालमे	nepalu
पर्च	ostriž
गाला	gala
आईडिया	idejo
आईडिया	ideja
आईडिया	zamisel
सुझाएँ	priporočamo
सुझाएँ	priporoči
सुझाएँ	priporočam
एरागोन	eragon
कीलिंग	keeling
क्यूरेटर	kurator
कुलिक	kulik
कोरेत्ज़ा	corretja
नासमझ	pepe
हाइकिंग	pohodništvo
वीकेंड	vikenda
वीकेंड	vikend
क्लिफर्ड	lucian
क्लिफर्ड	clifford
ओडोमीटर	števec
टुकड़ो	koščki
टुकड़ो	kosi
पीटीसी	ptc
कफ़न	prt
जिग्मे	jigme
याचक	peticijo
याचक	peticije
चनाब	chenab
परियां	angele
परियां	angelov
परियां	angelčki
परियां	angeli
फकीरों	mistiki
अल्जीयर्स	alžiru
रचेल	rachael
सेंटो	santo
एमएसएनबीसी	msnbc
यूफोरिया	evforija
टीप	opombe
टीप	opombi
टीप	zapiski
स्वाँग	simulacija
स्वाँग	simulacijo
स्वाँग	simulacije
मिक्सर	premeša
मिक्सर	mix
मिक्सर	mešanica
मिक्सर	mešalec
लेगर	leger
परहेज़गारी	pobožnost
म्यान	tulec
मारिनो	marino
राशिफल	horoskop
कनेक्टेड	povezana
कनेक्टेड	povezani
कनेक्टेड	povezano
आस्कर	oskarjev
ऊफ़ा	ufa
डंस्ट	dunst
पाखण्ड	hinavščina
सोक	sok
गंडिका	ganglij
दरख़ान	kanovo
राउंडअप	roundup
सीसीडी	ccd
पृष्ठ}}	stran}}
पाइक	pike
फार्मेट	oblika
फार्मेट	format
भत्तों	nadomestila
स्कली	scully
इथेन	etana
आरईसी	rec
नगा	nga
छोरा	poba
छोरा	deček
छोरा	fant
छोरा	fantek
ज़हरा	zahra
फिरकी	nastop
गेलर	geller
एक्टिविस्ट	forza
एंगेल	engel
क्लेरेंस	clarence
साइटोसिन	citozin
मूरत	murat
वित्रुवियस	vitruvij
संशुद्धि	katarza
अंतोनियो	antonio
कोनर	conner
हैंडबैग	torbico
हैंडबैग	torbica
हैंडबैग	torbice
ग्रोसो	grosso
एमिलिया	emilia
चमचा	žlica
चमचा	žlico
चमचा	žlička
रूखी	grobi
रूखी	groba
रूखी	grobo
वाष्पोत्सर्जन	transpiracija
यारों	fantje
यारों	druščina
ट्वानबी	toynbee
वारी	wari
बिया	biya
ब्रूनर	brunner
चतुर्विम	rotacij
सेगन	sagan
पतझड़ी	listnati
बंजारे	nomad
सीडीएम	cdm
ओटिस	otis
डेनी	denny
ट्यूनिस	tunis
ज़िद	trma
फेस्ट	fest
फेस्ट	festa
ग्राफीन	fulereni
प्रीस्टलि	priestley
बंशी	banshee
एरियाना	ariana
अभिकण	delci
मस्जिदे	mošeji
क्लो	chloe
मैकक्रीडी	mccready
तिलचट्टे	ščurki
पकौड़ी	cmoki
पकौड़ी	cmok
आर्मंड	armand
बड्डी	buddy
लाफ	smej
लाफ	smeh
सतरंगी	mavrica
सतरंगी	mavrico
ऐन्डर्स	anders
तहखानों	kleti
गद्दारी	izdal
गद्दारी	izdan
गद्दारी	izdani
निंदक	cinik
हैड्रियन	hadrian
स्पेरी	sperry
होस्नी	hosnija
फ़ैक्टरी	tovarna
फ़ैक्टरी	tovarno
संघवाद	federalizem
सदभावना	harmonijo
सदभावना	harmoniji
सदभावना	harmonija
सदभावना	harmony
भांजी	nečakinjo
भांजी	nečakinja
एस्थर	ester
एस्थर	esther
टिया	tia
पिंजरा	kletka
पिंजरा	kletke
पिंजरा	kletko
पिंजरा	preproga
पिंजरा	preprogo
लम्हे	trenutki
वाइल्डर	wilder
एसएसएल	ssl
मैगनस	magnus
ब्रॉसनन	brosnan
मिजो	mijo
पामुक	pamuk
डॉल्फ़िन	delfin
डॉल्फ़िन	delfina
डॉल्फ़िन	delfinov
नाम}}	ime}}
ब्लीचिंग	beljenje
डोनेट्स्क	doneck
होस्टल	hostel
एफ्लेक	affleck
अपनेपन	poznavanje
शिराज़ी	shirazi
झोल	bouillon
डूबना	lijak
डूबना	potopi
डूबना	korito
डूबना	umivalnik
टुर	ogledi
टुर	izleti
रादेक	radek
बैंडिट	bandit
बैंडिट	razbojnik
सशुल्क	organsko
सशुल्क	organska
सशुल्क	organski
सशुल्क	ekološko
सशुल्क	plačano
सशुल्क	plačani
सशुल्क	plačan
सशुल्क	plačana
गुनाहगार	grešne
गुनाहगार	grešno
गुनाहगार	kriv
गुनाहगार	kriva
नारकोटिक्स	narkotikov
हास्यप्रद	smešno
लुइज़	luiz
पूर्वजो	predniki
कान्वेंट	samostan
छु	dotika
छु	ganljivo
पोस्टस्क्रिप्ट	postscript
एलेना	elena
एलेना	eleno
एलेना	eleni
एलेना	alena
सुम्मा	summa
सीनेटरों	senatorji
टली	tully
तलाल	talal
एवेरी	avery
चेरिल	cheryl
ओसवाल्ड	oswald
ओंग	ong
छुपाएँ	skrij
एप्रन	predpasnik
शिफ़्ट	izmeno
शिफ़्ट	premik
तापविद्युत	termoelektrični
कूली	cooley
नेटफ्लिक्स	netflix
ब्राडली	bradley
मानचित्रकला	kartografija
एसएनएल	snl
मेलानी	melanie
जीनो	gino
खींचें	vleči
खींचें	žreb
खींचें	narisal
निप्पन	nippon
प्रतीक्षारत	čakanje
प्रतीक्षारत	čakam
परिवर्द्धन	cepitve
इमोशनल	čustvena
इमोशनल	čustveno
इमोशनल	čustveni
इमोशनल	čustvene
बाँझ	pust
शोक्ली	shockley
हैमपडेन	hampden
फ़रिश्तों	angele
फ़रिश्तों	angelov
फ़रिश्तों	angelčki
फ़रिश्तों	angeli
बदचलन	vlačuga
चतुष्फलकी	tetraeder
एम्ब्रोस	ambrose
उँगलियाँ	prste
उँगलियाँ	prstov
उँगलियाँ	prsti
क्रॉलर	plazilec
वेर	wer
तोजो	tojo
आंसर	anser
चिल्लाना	vpitje
चिल्लाना	kričanje
जागे	budna
जागे	buden
जागे	budni
विचारण	sojenje
स्कॉलरशिप	štipendijo
स्कॉलरशिप	štipendija
पार्थेनन	partenona
घोड़ो	konjsko
घोड़ो	konj
घोड़ो	konja
बुनते	tkanje
शॉवर	tuš
शॉवर	prha
शादि	porok
शादि	poroke
इलेक्ट्रोमैग्नेटिक	elektromagnetno
इलेक्ट्रोमैग्नेटिक	elektromagnetne
इलेक्ट्रोमैग्नेटिक	elektromagnetni
इलेक्ट्रोमैग्नेटिक	elektromagnetna
सुकर	olajša
चलाएँ	beži
चलाएँ	zbeži
चलाएँ	teči
चलाएँ	usmrtili
चैडविक	chadwick
स्ट्रैबो	strabo
मतभिन्नता	nesoglasja
एनॉलॉग	analogni
एनॉलॉग	primerljivi
नतालिया	natalija
नतालिया	natalia
टेपों	trakovi
टेपों	kasete
टेपों	trakove
नेताओ	vodje
नेताओ	voditelji
लिटमस	lakmusov
सन्न	pretresljivo
सन्न	šokantno
चिया	chia
प्रतिकृतियां	replike
आंद्रेई	andrej
आंद्रेई	andreja
फैक्ट	dejstvo
वाल्ट्ज	valček
ब्लेन	blaine
चबाना	munch
डिस्पेंसरी	lekarni
अनुलंब	navpična
अनुलंब	vertikalno
अनुलंब	navpični
अनुलंब	navpične
अनुलंब	navpično
पर्माफ़्रोस्ट	permafrost
सेगोविआ	segovia
एसटीएस	sts
अक्ल	modrosti
अक्ल	modrost
केटरिंग	catering
ग्रेवी	omaka
प्रोफाइलिंग	profiliranje
मुर्दाघर	mrtvašnico
ढोरों	govedo
ढोरों	živina
ढोरों	goveda
अराफात	arafat
नाइट्रीकरण	nitrifikacije
शेकर	shaker
रेडिएटर	hladilnik
सुक	suk
ज्वेल	jewel
ज्वेल	dragulj
अधिरचना	nadgradnja
टेंडर्स	medaljoni
पोंग	pong
उत्पीड़क	tirani
आर्सेन	arsène
वेगनर	wagner
एमएसए	msa
दलगत	partizan
कामोद्दीपक	erotike
जगमगाता	sije
छटपटाहट	obup
ग्ली	glee
मोंट	mont
ब्रिजटाउन	bridgetown
छली	šaljivec
छली	izdajalski
छली	zahrbtni
टोपियों	baretke
हारबिन	harbin
बुर्गोस	burgos
रोडियम	rodij
फ़र्टाडो	furtado
गुलदान	vazo
गुलदान	vaza
विज़िट	obisk
विज़िट	obiščite
विज़िट	obiske
विज़िट	obiski
विज़िट	obiskov
टाइट	tesno
टाइट	tesen
टाइट	tesna
कोन्ड्राइट	hondrit
माइक्रोफ़ोन	mikrofon
फ़ोल्डर्स	map
फ़ोल्डर्स	mape
लाइंग	laing
मेलर	mailer
जाक	zak
बिल्स	račune
बिल्स	računi
कोर्दा	korda
अल्पविराम	vejica
अल्पविराम	vejico
होगार्थ	hogarth
पोलोनियम	polonij
लाउड	glasna
लाउड	glasno
लाउड	glasen
लीडिया	lidija
लीडिया	lydia
अध्येतावृत्ति	kirurgi
जुबैर	zubair
ज़िमर	zimmer
नॉर्थम्बरलैंड	northumberland
डेबियन	debian
लैंडफिल	odlagališče
आगरी	kmetijsko
एश्टन	ashton
पर्वतन	orogeneza
परहेज़गारों	pobožna
चिल	chill
पिकरिंग	pickering
गूसबम्प्स	kurjo
डिकैप्रियो	dicaprio
आईये	pridi
रोडियो	rodeo
अनुकूलनीय	prilagodljivi
बड़ो	starešine
हीथर	heather
क्लासिको	klasike
हिजड़े	evnuhi
रुडॉल्फ	rudolf
कसीदे	zavidljivo
ट्रोजन्स	trojanci
रिफ्रेश	osveži
रिफ्रेश	osvežitev
तौलिये	brisače
औकात	status
औकात	stanje
हमदर्दी	sočutje
एक्सेटर	exeter
मोमबत्तियाँ	svečke
मोमबत्तियाँ	sveče
चोई	choi
भांजा	nečak
भांजा	nečaka
अलोपेसिया	alopecija
शर्लक	sherlock
फ्लिकर	flickr
शिनकानसेन	shinkansen
हेक्केल	haeckel
खोमैनी	homeini
स्मोक्ड	kadil
बोको	boko
