から	no
アルベルト	albert
アルベルト	alberto
氏族	klans
氏族	clans
勢い	impulss
勢い	impulsu
パブリック	publiski
パブリック	publiskais
パブリック	publiska
手順	pakāpieni
手順	soļi
手順	posmi
手順	procedūras
手順	tiesvedība
手順	procedūru
手順	procedūra
手順	instrukcija
手順	instrukcijas
手順	norādījumi
エージェント	aģenti
エージェント	aģents
エージェント	aģente
強盗	aplaupītājs
強盗	laupīšana
強盗	laupīšanas
ケンブリッジ	kembridžas
最速	ātrākais
ミルク	piens
最短	īsāko
パブ	krogi
パブ	krogs
イーグル	ērglis
キミ	kimi
マルク	marks
マルク	atzīmēt
マルク	zīme
マルク	marks
処女	jaunava
処女	jaunavas
晴れ	saulainas
晴れ	saulains
晴れ	saulainā
晴れ	saulaina
司祭	mācītājs
司祭	garīdzniecība
司祭	mācītājiem
ひまわり	saulgriežu
ひまわり	saulespuķu
カプセル	kapsulas
カプセル	kapsulu
カプセル	kapsula
カプセル	kapsulas
クリーム	krējums
微分	diferenciāciju
微分	diferenciācijas
微分	diferenciācija
微分	atvasinājumu
微分	atvasinājums
微分	starpība
ボスニア	bosnija
失踪	pazuduši
失踪	pazuda
失踪	izzušana
失踪	pazušanu
失踪	pazušanas
革新	inovatīvu
革新	inovatīva
革新	inovatīvi
革新	novatoriska
革新	reformu
革新	reforma
革新	inovāciju
革新	jauninājumi
革新	inovācija
革新	inovācijas
宇野	uno
ランナー	stīgas
可変	mainīgā
可変	mainīgais
可変	mainīgs
可変	mainīgo
可変	mainīga
担保	garantija
担保	garantijas
担保	nodrošinājums
担保	ķīla
インストール	iekārtas
インストール	instalācijas
インストール	uzstādīšana
インストール	instalācija
インストール	iekārta
インストール	instalēt
インストール	uzstādīt
ナイフ	naži
ナイフ	nazi
ナイフ	nazis
アロー	bultu
アロー	bulta
中国人	ķīnas
中国人	ķīnieši
中国人	ķīnietis
中国人	ķīniešu
デビッド	deivids
デビッド	dāvids
デビッド	david
サックス	maisi
サックス	maisos
サックス	maisiņi
サックス	saksofons
星座	zvaigznājs
星座	zvaigznājus
パイオニア	pioneer
流入	pieplūdums
流入	pieplūdumu
金星	venus
灰色	pelēks
灰色	pelēkā
灰色	pelēks
灰色	pelēkas
灰色	pelēkais
灰色	pelēkās
有田	arita
オールスターズ	allstars
ウォルター	valters
オレゴン	oregona
侯爵	marquess
侯爵	marquis
ネルソン	nelsons
コンゴ	congo
コンゴ	kongo
除外	neietilpst
除外	neietver
除外	izslēdz
除外	izslēgšana
除外	izņemot
除外	izslēgtas
除外	izslēgti
除外	izslēgts
除外	izslēgt
除外	izņēmumi
アンソニー	anthony
黒木	kuroki
ハッチ	lūku
ハッチ	lūkas
カエル	vardes
カエル	vardi
カエル	vardes
カエル	varde
孤立	izolācija
孤立	izolācijas
孤立	izolēšana
コーラ	koksa
コーラ	kokss
コーラ	kora
コーラ	cola
巡査	amatpersona
巡査	virsnieks
巡査	virsnieka
休暇	brīvdienas
休暇	atvaļinājums
キャロル	kerolu
ネズミ	žurkas
ネズミ	žurka
ネズミ	žurkām
ネズミ	žurkas
紙幣	banknotes
紙幣	rēķini
紙幣	rēķinus
紙幣	vekseļi
紙幣	banknote
青色	zilais
青色	zils
青色	zila
青色	zilā
想像	iztēle
想像	iedomāties
現金	nauda
暴行	uzbrukums
ゴードン	gordon
詐欺	krāpšana
詐欺	krāpšanu
詐欺	krāpšanas
シチリア	sicīlijas
オーク	ozolkoka
オーク	ozola
金銭	naudu
金銭	nauda
金銭	naudas
尊敬	sakarā
尊敬	cieņā
尊敬	cieņa
カップル	pāru
カップル	pāriem
カップル	pāris
カップル	pāra
ブロードウェイ	brodvejas
拉致	nolaupīti
拉致	nolaupīšana
拉致	nolaupīšanu
拉致	nolaupīšanas
拉致	nolaupīt
拉致	nolaupītāji
知り合い	paziņa
知り合い	paziņas
ゲオルク	georgs
スティーブ	stīvs
カウンター	skaitītājs
カウンター	skaitītāja
カウンター	skaitītāji
カウンター	mērītāji
カウンター	letes
サラブレッド	tīrasiņu
両手	rokām
両手	rokas
ルネサンス	renesanses
センサー	sensori
センサー	devēji
センサー	sensora
センサー	sensors
センサー	sensoru
センサー	devējs
クラリネット	klarnete
ジェームス	džeimss
ジェームス	džeims
勝者	ieguvējs
勝者	uzvarētājs
勝者	uzvarētāja
勝者	ieguvēji
勝者	uzvarētājus
勝者	uzvarētāji
原稿	manuskriptu
エチオピア	etiopija
エチオピア	etiopijas
ギャング	gangsteris
ギャング	banda
ギャング	bandas
ギャング	bandas
デリー	deli
レバー	sviru
レバー	svira
レバー	aknu
レバー	aknas
自信	pārliecināti
自信	pārliecināta
自信	uzticību
自信	pārliecība
自信	uzticība
自信	uzticēšanās
ラッキー	laimīgā
ラッキー	laimīgais
ユキ	juki
マーチ	marta
マーチ	martā
マーチ	marts
グスタフ	gustavs
レイアウト	izvietojums
レイアウト	izkārtojums
歓迎	welcome
屋外	āra
屋外	sportot
仮説	hipotēzes
仮説	hipotēzi
仮説	hipotēze
孤独	vientuļš
孤独	vientuļa
孤独	vientuļi
孤独	vientulībā
孤独	vientulība
バラード	balāde
押す	push
ニックネーム	iesauka
ハイウェイ	šosejas
ハイウェイ	šoseja
等しい	vienlīdzīga
等しい	vienlīdzīgi
等しい	līdzvērtīgs
等しい	vienāda
等しい	vienāds
等しい	vienāda
等しい	vienāds
パーフェクト	perfekta
パーフェクト	ideāli
パーフェクト	perfekti
パーフェクト	ideāla
パーフェクト	perfekts
アイスランド	islandē
アイスランド	īslande
アイスランド	islande
クン	kung
カスタム	pielāgota
カスタム	pielāgots
土井	doi
アーチ	arkām
アーチ	arkas
アルバート	alberts
アルバート	albert
容器	tvertne
容器	konteiners
容器	konteinera
容器	trauki
容器	tvertnes
容器	konteineri
容器	konteineriem
アンソロジー	anthology
ケルン	ķelnē
ケルン	ķelni
ケルン	ķelnes
ケルン	köln
青島	cjindao
コリン	colin
告発	apsūdzību
告発	apsūdzība
告発	apvainojumi
告発	apsūdzības
屋上	jumts
バックス	zaļos
カウ	govs
墓所	kapu
墓所	kapa
墓所	kapsētu
キングス	karaļi
ラボ	laboratorijā
ラボ	laboratorija
ラボ	lab
フィクション	fantastikas
今夜	šonakt
今夜	šovakar
リアルタイム	reāllaika
ミラクル	brīnums
バク	tapirs
選択肢	izvēles
自伝	autobiogrāfija
ウォーク	staigāt
ウォーク	iet
ウォーク	pastaiga
ウォーク	staigā
アピール	apelāciju
悲しみ	bēdas
悲しみ	skumjas
悲しみ	skumjas
悲しみ	bēdas
悲しみ	skumst
プロセッサ	procesora
プロセッサ	procesors
ポプラ	papeles
スターリン	staļins
武道	budo
コカ	coca
十八	astoņpadsmit
遠い	tālu
遠い	tālā
運転手	vadītājs
運転手	autovadītājs
運転手	vadītāja
運転手	šoferis
パレスチナ	palestīnas
パレスチナ	palestīnā
パレスチナ	palestīniešu
パレスチナ	palestīnas
パレスチナ	palestīnieši
正直	godīgi
正直	godīgumu
正直	godīgums
正直	godīgs
正直	godīgi
レジャー	atpūtā
レジャー	atpūta
スマイル	smaidi
スマイル	smaids
暴動	dumpjiem
暴動	nemieri
ゴシック	gotiskais
サイレント	kluss
サイレント	klusē
調節	pielāgojums
調節	regulēšana
調節	korekcija
調節	koriģēšana
調節	pielāgošana
コロン	resnās
内装	interjera
内装	iekšlietu
内装	iekšējais
内装	iekšējie
ムスリム	musulmaņi
ムスリム	musulmaņu
ムスリム	musulmaņi
ムスリム	musulmaņiem
アサ	kaņepes
アサ	kaņepju
プラスチック	plastmasa
プラスチック	plastmasas
プラスチック	plastmasa
プラスチック	plastmasas
サイモン	simons
コパ	copa
ベートーヴェン	bēthovens
ウラ	ulla
引数	argumentus
引数	argumenti
エビ	garneles
エビ	garneļu
土壌	augsne
土壌	augsnes
間接	netiešs
間接	netiešas
間接	netiešā
間接	netieša
間接	netieši
間接	netiešie
感動	sajūsmā
折り返し	wrap
リム	loks
リム	loka
パラメータ	parametru
パラメータ	parametrs
パラメータ	parametri
パラメータ	raksturlielums
パラメータ	parametri
高地	augstiene
高地	augstienes
高地	augstienes
ピッツバーグ	pitsburgā
ピッツバーグ	pitsburgas
ウェイン	veins
ウェイン	veina
ドック	doku
バーチャル	virtuālā
バーチャル	virtuālo
賠償	kontribūciju
賠償	kompensācijas
賠償	kompensācija
テラ	tera
テラ	terra
飲食店	restorāns
システムズ	sistēmas
セクション	iedaļa
セクション	sadaļa
セクション	sekcija
セクション	iedaļas
セクション	nodaļas
セクション	sekcijas
セクション	sadaļas
補償	kompensācijas
補償	kompensācija
ティム	tims
パナマ	panamas
パナマ	panama
レッスン	nodarbības
レッスン	mācība
レッスン	nodarbība
ウラン	urāna
ウラン	urāns
摂取	uzņemšana
摂取	ieplūdes
シール	uzlīmes
シール	zīmogs
シール	ronis
シール	roņu
アルミニウム	alumīnija
アルミニウム	alumīnijs
アルミニウム	alumīnija
アルミニウム	alumīnijs
先駆け	pioniera
タラ	tara
タラ	mencu
タラ	menca
タラ	mencas
タラ	cod
ねこ	kaķi
ねこ	kaķis
氷河	glečers
メンテナンス	uzturēšanas
メンテナンス	uzturēšana
メンテナンス	apkope
だって	jo
プロペラ	dzenskrūves
マドンナ	madonna
モーリス	morris
モーリス	moriss
重い	smags
重い	smagas
重い	smaga
重い	smagais
重い	smagi
重い	smago
鳥栖	tosu
ミリオン	miljons
ミリオン	miljoni
愛子	aiko
木製	koksne
木製	koks
木製	koka
木製	kokmateriāli
ネパール	nepālas
ネパール	nepālā
川端	kavabata
喫煙	smēķēšana
タバコ	cigarešu
タバコ	tabaku
タバコ	tabaka
タバコ	cigaretes
主権	suverenitāte
主権	suverēna
主権	suverēnas
寿司	suši
寿司	sushi
取り消し	atsaukt
取り消し	atcelt
取り消し	anulēt
推力	vilces
みか	cekulainais
宣教師	misionāri
宣教師	misionāru
頂上	samitā
頂上	samits
直ちに	tūlīt
直ちに	nekavējoties
直ちに	uzreiz
判例	precedents
通話	saukt
通話	zvaniem
ベネズエラ	venecuēlas
ベネズエラ	venecuēlas
ベネズエラ	venecuēla
ダラス	dalasas
ハードウェア	aparatūras
ハードウェア	aparatūra
指標	metrika
差異	atšķirības
差異	starpība
差異	atšķirība
レモン	citronu
服装	ekipējums
服装	tērps
工廠	arsenāls
ヒント	uzgaļi
ヒント	padomi
ヒント	ieteikumi
ヒント	tip
ヒント	padoms
ヒント	gals
ヒント	padoms
ヒント	ieteikums
ヒント	ieteikuma
ニコラ	nicola
アラスカ	aļaskas
デニス	deniss
モノレール	viensliežu
入り口	ieeja
硬貨	monētas
硬貨	monētas
硬貨	monēta
硬貨	monētu
時々	dažkārt
時々	reizēm
時々	dažreiz
ワルシャワ	varšavas
ワルシャワ	varšavā
歩道	ietves
僧侶	mūki
静か	kluss
静か	klusa
静か	klusi
マイナス	negatīvā
マイナス	negatīvs
マイナス	negatīvi
マイナス	negatīvas
マイナス	negatīva
マイナス	atskaitot
マイナス	mīnuss
マイナス	mīnus
急性	akūts
急性	akūti
急性	akūta
急性	akūtas
急性	akūtu
ジェーン	džeina
バンクーバー	vankūveras
新羅	silla
カレン	kārena
種子	sēklu
種子	sēklas
種子	sēklas
劇作家	dramaturgs
乗り換え	pārvietošana
乗り換え	nodošana
乗り換え	nodošanas
乗り換え	pārsūtīšana
コンプレックス	komplekss
コンプレックス	sarežģīts
コンプレックス	kompleksā
コンプレックス	sarežģīti
コンプレックス	sarežģīta
ホルン	rags
ホルン	ragu
キーワード	atslēgvārds
フェルナンド	fernando
シンプル	vienkārši
シンプル	vienkāršs
シンプル	vienkārša
シンプル	vienkāršas
シンプル	vienkāršā
シンプル	vienkāršības
宗派	sektas
サポーター	atbalstītājiem
サポーター	atbalstītāji
サポーター	atbalstītājs
サポーター	atbalstītāja
ビー	bite
ビー	bišu
アイオワ	aiovas
サーカス	cirks
サーカス	cirka
クマ	lāči
クマ	lāčiem
クマ	lācis
クマ	lāča
クマ	lāci
クライマックス	kulminācijas
報復	atriebība
準拠	atbilstošs
巡礼	svētceļojums
セミナー	seminārus
セミナー	semināri
セミナー	seminārs
最悪	sliktākajā
最悪	sliktākā
最悪	sliktākais
キューブ	kubs
キューブ	kuba
キューブ	kubi
エリート	elite
エリート	elites
エリート	elite
エリート	elites
アルフレッド	alfrēds
棄権	atturēšanos
棄権	atturēšanās
オールド	vecā
オールド	veca
オールド	veci
オールド	vecs
一夫	kadzuo
ストライク	streiks
ガラ	zīlīte
スティーヴ	stīvs
クリック	spied
クリック	nospiest
クリック	klikšķis
クリック	klikšķi
バーナー	degļa
カーン	khan
積分	neatņemama
有罪	vainīgs
有罪	vainīgi
有罪	vainīga
初心者	iesācējiem
初心者	iesācēja
グレゴリオ	gregorio
交互	mainīgas
交互	pārmaiņus
交互	mainīgs
交互	aizvietotājs
交互	aizstājējs
交互	vietnieks
交互	pārmaiņus
トリック	triks
トリック	trikus
物流	loģistika
アンケート	anketa
アンケート	anketu
アンケート	aptauja
アンケート	apskate
アンケート	aptauja
アンケート	aptaujas
アンケート	aptaujas
玄関	ieeja
サハ	saha
随筆	eseju
随筆	eseju
許容	iecietība
許容	pielaide
許容	tolerance
許容	pielaidi
ハンマー	āmurs
調印	parakstīšana
調印	parakstīšanas
布告	proklamēšanas
布告	pasludināšana
布告	dekrētu
布告	dekrēts
布告	deklarāciju
布告	deklarācija
キャンディ	konfektes
キャンディ	saldumu
栄え	uzplaukusi
栄え	pārtikusi
栄え	turīga
フライト	lidojumiem
フライト	lidojumi
フライト	lidojuma
フライト	lidojums
エディ	edijs
ビルマ	birmu
ビルマ	birmā
ビルマ	birma
テンポ	temps
テンポ	tempu
キャサリン	katrīna
ウド	udo
フック	āķis
フック	āķi
フック	āķa
フック	āķi
置換	nomainot
置換	nomaiņa
置換	aizvietošana
置換	aizstāšana
置換	aizvietošana
置換	aizstāšana
置換	nomainīt
置換	aizvietot
置換	aizstāt
マクドナルド	mcdonald
実体	vienība
実体	subjekts
アーキテクチャ	arhitektūra
アーキテクチャ	arhitektūras
エルサ	elza
ローリング	rites
チーズ	siers
チーズ	sieri
チーズ	siers
チーズ	sieri
伴奏	pavadījums
同窓会	absolventi
同窓会	atkalapvienošanās
同窓会	salidojuma
リフト	pacelt
リフト	lifts
窒素	slāpekli
窒素	slāpekļa
窒素	slāpeklis
ホーン	rags
ホーン	ragu
プラチナ	platīna
愛情	pieķeršanās
クロード	claude
クロード	klods
アウグスト	augusts
アウグスト	augustā
きみ	kimi
ゴッド	dievs
メロディー	melodija
収束	konverģences
収束	konverģence
バート	bart
スペクトル	spektrs
スペクトル	spektra
代謝	metabolismu
代謝	metabolisms
代謝	metabolisma
切手	zīmogs
賃金	alga
賃金	algu
賃金	algas
賃金	alga
大砲	lielgabalu
大砲	artilērijas
話者	runātāja
タール	darvas
タール	darva
ライブラリ	bibliotēkas
ライブラリ	bibliotēka
ライブラリ	bibliotēkā
ライブラリ	bibliotēku
ライブラリ	bibliotēkas
スーパーマーケット	lielveikalos
スーパーマーケット	lielveikali
スーパーマーケット	lielveikalu
弾圧	apspiešanu
弾圧	apspiešana
弾圧	apspiesti
弾圧	apspiest
弾圧	apspiež
転生	reinkarnāciju
シャイ	kautrīgs
コメンテーター	komentētāji
招聘	ielūgums
招聘	uzaicinājums
転写	transkripcijas
智子	tomoko
円盤	diska
円盤	disks
円盤	disku
真夏	jāņu
ウェブ	web
ウェブ	tīmekļa
激怒	dusmām
激怒	nikns
激怒	sašutuši
寸法	dimensija
寸法	dimensijas
寸法	izmēri
寸法	gabarīti
テナント	tenants
申し出	piedāvājums
きちんと	kārtīgs
リットル	litru
リットル	litrs
リットル	litru
リットル	litri
お金	naudu
お金	nauda
お金	naudas
バレンシア	valensijas
条項	noteikums
食べ物	pārtika
食べ物	ēdiens
ログイン	pieteikšanās
ログイン	pieteikties
習慣	paradumus
習慣	paradumi
習慣	ieradumi
習慣	ieradumu
習慣	ieradums
ズーム	mērogs
ズーム	zoom
プラント	rūpnīca
プラント	iekārta
プラント	augs
プラント	augu
サリー	sallija
書物	grāmatas
書物	grāmata
書物	grāmatiņa
書物	grāmatu
甘い	saldais
甘い	salds
甘い	saldā
メルセデス	mercedes
スロベニア	slovēnija
スロベニア	slovēnijā
スロベニア	slovēņu
サミット	samitā
サミット	samits
理恵	lie
仲介	starpniecību
レシピ	receptes
レシピ	recepte
決闘	duelis
オスカー	oskars
バグ	kļūdu
ロビンソン	robinsons
つながり	savienojumi
つながり	pieslēgums
つながり	savienojums
分ける	dalīt
分ける	dalījums
分ける	sadalīt
分ける	šķir
徴収	vāc
徴収	savākt
徴収	vākt
徴収	savāc
商用	komerciāls
商用	komerciālais
商用	komerciālie
商用	komerciālā
商用	komerciāli
ひかる	hikaru
スケジュール	plānošanas
スケジュール	grafiki
スケジュール	grafiks
レナ	lena
レナ	lēna
シンデレラ	pelnrušķīte
フレーズ	frāze
フレーズ	frāzes
集まる	salikt
弱点	trūkumi
弱点	nepilnības
キリン	žirafe
メガネ	brilles
メガネ	stikli
メガネ	glāzes
呼吸	elpo
呼吸	elpot
呼吸	elpošana
貸切	harta
貸切	hartu
貸切	hartas
斜面	nogāzes
斜面	slīpums
慢性	hroniska
慢性	hronisks
メリーランド	maryland
インパクト	trieciens
インパクト	ietekme
先祖	priekštecis
先祖	senči
収穫	raža
収穫	ieguve
収穫	novākšanas
量子	kvantu
追認	ratifikācija
トリプル	trīskāršā
ヒューマン	cilvēks
ヒューマン	cilvēka
ヒューマン	cilvēku
ナッシュ	nash
レスラー	cīkstonis
ルイジアナ	luiziāna
オーダー	pasūtījums
オーダー	kārtība
オーダー	pasūtīt
オーダー	rīkojums
オーダー	secība
オーダー	rīkojumi
オーダー	pasūtījumu
オーダー	pavēle
オーダー	pasūtījumi
オーダー	pasūtījumus
ツリー	koku
ツリー	koks
ツリー	kokā
使徒	matejs
使徒	apustuļiem
小銃	šautenes
小銃	šautene
虐待	ļaunprātīgas
ブース	būts
長老	vecākais
長老	vecākie
集計	apkopošana
集計	apvienošana
集計	apkopojums
集計	apkopotā
貯金	ietaupījumus
貯金	uzkrājumi
貯金	ietaupījums
プロトコル	protokolā
プロトコル	protokols
プロトコル	protokoliem
プロトコル	protokoli
家畜	lopkopības
家畜	lopi
応答	reakcija
応答	atbilde
洗礼	kristības
クリーク	upīte
振る	spiest
ハーツ	sirdis
ハーツ	sirdīs
ウマ	zirgi
ウマ	zirgus
ウマ	zirgs
ウマ	zirga
ウマ	zirgu
ウマ	zirgam
スル	sul
固体	cietais
固体	cietā
固体	cieta
固体	ciets
秀雄	hideo
コンサルタント	konsultants
コンサルタント	konsultācijas
コンサルタント	konsultāciju
コンサルタント	konsultanti
シャッター	slēģi
ボビー	bobijs
集約	apkopošana
集約	apvienošana
集約	apkopojums
ブルックリン	bruklinas
美容	skaistule
美容	skaistums
カレンダー	kalendārs
カレンダー	kalendāra
カレンダー	kalendārā
カレンダー	kalendāri
傭兵	algotnis
傭兵	algotņi
補正	korekcijas
補正	labojumi
補正	kompensēt
補正	korekcija
補正	koriģēšana
補正	labojumi
補正	labojums
補正	korekcijas
補正	pielāgojumi
補正	pielāgojumus
遅い	vēlu
遅い	novēloti
遅い	lēni
遅い	lēna
遅い	lēns
テクニック	tehnika
テクニック	paņēmiens
テクニック	paņēmieni
拒絶	atteikums
拒絶	noraidījums
拒絶	noraidīšanu
土器	fajansa
直子	naoko
本州	honsju
マニラ	manilas
続行	turpinājums
続行	turpināšana
続行	turpina
続行	turpināt
続行	turpināt
勝つ	win
勝つ	laimē
勝つ	uzvarēt
江南	gangnam
中毒	atkarīgi
丹後	tango
あすか	asuka
アドバイス	konsultācijas
アドバイス	padoms
アドバイス	ieteikumi
留置	aizturēšanas
留置	aizturēšana
ボイラー	katlu
ボイラー	katls
ボイラー	katli
水木	midzuki
遺言	būs
ウォーカー	vokers
シェイクスピア	šekspīra
メリット	merita
メリット	nopelni
メリット	nopelniem
ハット	cepure
ハット	cepuri
尊重	sakarā
尊重	cieņā
尊重	cieņa
エンジニアリング	inženierijas
カメラマン	fotogrāfi
半導体	pusvadītāju
半導体	pusvadītāju
ギニア	gvineja
ギニア	gvinejas
ギニア	gvinejas
ウラジーミル	vladimirs
ウラジーミル	vladimir
絶対に	absolūti
絶対に	pilnīgi
リサ	lisa
ライス	rīsi
互換性	savienojamība
互換性	savietojamība
カーニバル	karnevāla
アフター	pēc
拡散	difūzijas
拡散	izplatību
拡散	izplatīties
拡散	izplatīšanās
メモ	piezīme
メモ	piezīmes
メモ	atzīmē
モダン	mūsdienu
モダン	modernā
モダン	moderni
モダン	moderns
モダン	moderna
免除	izņēmums
コスモス	cosmos
お知らせ	paziņojumi
お知らせ	paziņojumus
お知らせ	atgādinājums
お知らせ	paziņojums
お知らせ	paziņošana
お知らせ	paziņojumu
お知らせ	paziņojums
異議	iebildumu
異議	iebildumi
異議	iebildums
カルロ	carlo
木星	jupiters
規約	apzīmējumi
規約	termini
奉納	veltījums
椅子	priekšsēdētāji
椅子	krēsli
椅子	krēslu
椅子	krēsls
椅子	krēsla
鳩山	hatojama
車掌	diriģents
リール	ruļļa
リール	spoles
宰相	kanclere
ダスト	putekļu
ダスト	putekļi
ダスト	putekļiem
喜び	prieku
喜び	prieks
喜び	prieka
喜び	priekus
喜び	baudu
喜び	prieks
スライド	slaidu
歌曲	dziesma
シュミット	schmidt
シュミット	schmitt
ノーフォーク	norfolk
補充	atjaunotu
摂政	regency
摂政	reģenta
ストレス	stress
ストレス	uzsvēra
カクテル	kokteilis
ケベック	kvebekā
遅延	kavēšanās
遅延	aizkavēšanās
遅延	aizture
遅延	aizkavēta
遅延	kavēta
遅延	kavējas
遅延	atliktā
講堂	auditorijā
褐色	brauns
褐色	brūnais
褐色	brūna
褐色	brūns
モザイク	mozaīkas
非公式	neoficiālā
非公式	neoficiāla
非公式	neoficiāls
非公式	neformālās
非公式	neoficiāls
非公式	neoficiāli
非公式	neformāla
非公式	neformālā
アトラス	atlas
アトラス	atlants
店長	pārvaldnieks
店長	vadītājs
スープ	zupas
スープ	zupa
スープ	zupas
モナコ	monako
便利	izdevīgi
便利	ērts
便利	ērti
便利	ērta
便利	ērtības
腫瘍	audzēja
腫瘍	audzēju
腫瘍	audzējs
腫瘍	audzēja
ヒルズ	pakalni
アリア	ārija
ハリケーン	orkāna
ハリケーン	viesuļvētra
創始者	dibinātāja
創始者	dibinātājs
二度	divreiz
ティッシュ	audus
ティッシュ	audiem
ティッシュ	audi
ティッシュ	audus
ティッシュ	audu
ティッシュ	audos
ティッシュ	audi
アリー	ali
アリー	sabiedrotais
泥棒	zaglis
カセット	kasešu
ブドウ	vīnogu
ブドウ	vīnogas
マスコット	talismans
ポルシェ	porsche
放浪	klīst
フレンド	draugs
デュエット	duet
支払う	maksāt
支払う	atalgojums
支払う	maksā
支払う	samaksa
支払う	samaksāt
支払う	atmaksāt
オクラホマ	oklahoma
相互作用	mijiedarbība
相互作用	mijiedarbības
相互作用	mijiedarbība
相互作用	mijiedarbības
フレッド	fred
フレッド	freds
エリー	elija
承継	mantošanas
フィッシャー	fišers
フィッシャー	fischer
集積	uzkrāšanas
集積	uzkrāšanās
集積	uzkrāšana
ペーパー	papīrs
ペーパー	papīra
カニ	krabji
カニ	krabju
漏れ	noplūdes
漏れ	noplūde
狩猟	medību
狩猟	medībās
狩猟	medības
ミール	mir
家具	mēbeles
ジャム	konservi
ジャム	jam
ボルチモア	baltimoras
チャック	čaks
チャック	čaka
モリス	morris
伸びる	stiepjas
モロッコ	maroka
モロッコ	marokas
モロッコ	maroka
フレッシュ	svaiga
フレッシュ	svaigas
フレッシュ	svaigs
フレッシュ	svaigi
パット	pat
ふた	vāks
ふた	vāku
自由主義	liberālisms
まあ	labi
まあ	nu
メルボルン	melburnas
完璧	perfekta
完璧	ideāli
完璧	perfekti
完璧	ideāla
完璧	perfekts
完璧	pilnība
コスタ	costa
アイスホッケー	hokejs
アイスホッケー	hokeja
五月	var
五月	drīkst
五月	maijs
サンシャイン	saule
サンシャイン	saulīte
セメント	cements
セメント	cementa
ミカ	mika
クラスメイト	biedrs
ウサギ	truši
ウサギ	trušiem
ウサギ	truši
ウサギ	trušu
クリップ	klipu
クリップ	klips
ダニー	denijs
補完	pabeigšana
補完	pabeigšanas
常時	pastāvīgi
常時	nepārtraukti
クック	gatavot
クック	pavārs
娯楽	izklaide
娯楽	izklaide
娯楽	izklaides
ローザ	rosa
ローザ	roza
レディース	dāmas
レディース	dāmām
ローリー	rorijs
サムライ	samuraju
素晴らしい	apbrīnojami
素晴らしい	amazing
素晴らしい	brīnišķīgs
素晴らしい	brīnišķīga
素晴らしい	brīnišķīgi
素晴らしい	brīnišķīgā
素晴らしい	brīnišķīgas
エラ	ella
砂糖	cukura
砂糖	cukurs
砂糖	cukuru
舗装	seguma
ケーキ	kūka
ケーキ	tortes
ケーキ	torte
ケーキ	tortes
ケーキ	kūkas
ベール	plīvuru
レーシング	sacīkšu
レーシング	racing
レーシング	sacīkstes
センス	jēga
センス	saprāts
チェリー	ķiršu
チェリー	ķirši
魚類	zivīm
魚類	zivs
魚類	zivis
知恵	gudrību
知恵	gudrība
知恵	gudrības
警報	brīdinājums
炎上	liesmas
ロビー	robijs
ジョルジュ	žoržs
フォース	piespiest
フォース	spēkā
フォース	spēka
フォース	spēks
知能	izlūkošanas
知能	viedo
知能	intelekts
リヨン	lyon
オンタリオ	ontario
通訳	tulku
通訳	interpretācijas
通訳	interpretāciju
通訳	interpretācijā
通訳	interpretēt
通訳	interpretācija
通訳	interpretējot
通訳	interpretēt
弾丸	lodes
弾丸	lodēm
弾丸	lode
クロック	pulkstenis
クロック	pulksteni
ドロップ	metot
ドロップ	piliens
ドロップ	nomest
ドロップ	pilieni
ドロップ	lāses
カーター	kārters
サンプル	izlase
サンプル	paraugs
サンプル	paraugi
サンプル	paraugus
配達	piegāde
配達	piegādes
婚姻	laulība
婚姻	laulībā
婚姻	laulību
婚姻	laulības
レバノン	libānas
レバノン	libānas
レバノン	libāna
樹木	kokiem
樹木	kokus
樹木	koki
ジョナサン	jonathan
コードネーム	kodētais
のぞみ	nozomi
シカ	dzeltenbrūns
シカ	briedis
ハンブルク	hamburgas
ハンブルク	hamburg
ハンブルク	hamburgā
デイヴィス	davis
ケープ	renāra
ガルシア	garsija
ガルシア	garcía
エストニア	igaunija
エストニア	igaunijā
サブタイトル	subtitriem
特権	privilēģiju
特権	privilēģija
特権	tiesības
特権	privilēģijas
メリー	priecīgus
脅迫	draudēt
脅迫	apdraudējumi
脅迫	draudi
ジオン	diona
オファー	piedāvājums
トランスフォーマー	transformatori
線形	lineāro
線形	lineārās
線形	lineāri
線形	lineārā
線形	lineāra
線形	lineārs
リプレイ	atkārtot
コンチネンタル	kontinentālā
コンチネンタル	kontinentālās
ウズベキスタン	uzbekistānu
ウズベキスタン	uzbekistāna
釈放	atlaist
釈放	atbrīvot
釈放	izlaišana
釈放	atbrīvošana
エッジ	malas
エッジ	malu
エッジ	mala
エッジ	malām
エッジ	malas
メイ	var
メイ	drīkst
メイ	maijs
高額	dārga
高額	dārgi
高額	dārgas
高額	dārgs
ディビジョン	divīzija
ディビジョン	rajons
ディビジョン	dalīšana
骨格	skeleta
骨格	skeletu
骨格	skeleti
安部	abe
王族	honorāru
不当	netaisnīgi
非公開	privāti
非公開	privāta
非公開	privātie
非公開	private
非公開	privātais
非公開	privāts
非公開	privāti
水族館	akvārijs
ロスト	zaudēti
ロスト	pazaudēts
ロスト	zaudēja
ロスト	pazudis
ロスト	zaudēts
大通り	boulevard
フライング	peld
フライング	lido
平等	līdztiesība
平等	vienlīdzība
混雑	sastrēgumi
混雑	sastrēgumu
ブラウザ	pārlūka
うさぎ	zaķis
うさぎ	truši
うさぎ	trušu
仕上げ	apdares
