और	ja
दीर्घा	gallerian
दीर्घा	galleria
शॉट	laukaus
शॉट	ammuttu
शॉट	ampui
शॉट	laukausta
शॉट	laukaukset
शॉट	laukauksia
थाई	thaimaan
थाई	thai
कोर्स	kurssi
चिकित्सकों	terapiaa
चिकित्सकों	hoidon
चिकित्सकों	terapia
चिकित्सकों	lääkäreitä
चिकित्सकों	lääkärit
चिकित्सकों	tohtorit
वॉशिंगटन	washingtonissa
वॉशिंगटन	washingtonin
वॉशिंगटन	washington
वस्तुएं	erät
वस्तुएं	kohdat
वस्तुएं	kohteita
वस्तुएं	kohteet
फैसले	päätöksiä
फैसले	päätökset
परिधि	ympärysmitta
परिधि	kehä
प्रसव	synnytys
प्रसव	synnytyksen
प्रसव	synnytykseen
उपेक्षा	laiminlyönnin
उपेक्षा	laiminlyönti
कराते	karate
कराते	karatea
उत्तेजित	hyper
उत्तेजित	jännittää
उत्तेजित	innoissaan
उत्तेजित	innostunut
अनावश्यक	tarpeetonta
अनावश्यक	tarpeettomat
अनावश्यक	tarpeeton
अनावश्यक	turhaa
अनावश्यक	tarpeetonta
क्षतिग्रस्त	vaurioitunut
क्षतिग्रस्त	vahingoittunut
सेवक	palvelija
नाव	vene
नाव	laiva
नाव	veneen
नाव	venettä
फिल्मी	elokuva
फिल्मी	kalvo
फिल्मी	filmi
शर्करा	hiilihydraatteja
बोला	bola
बोला	puhuttu
बोला	puhunut
विघटन	liuennut
विघटन	purkaminen
विघटन	hajoaminen
अनौपचारिक	epävirallisessa
अनौपचारिक	epävirallinen
अनौपचारिक	epävirallista
अनौपचारिक	epävirallisia
साम्यवादी	kommunismin
साम्यवादी	kommunismi
क्षमताओं	valmiudet
क्षमताओं	kyvyt
क्षमताओं	valmiuksia
प्रासंगिक	merkitys
प्रासंगिक	tärkeys
प्रासंगिक	merkitystä
प्रासंगिक	merkityksellinen
प्रासंगिक	merkityksellinen
लहर	aallon
लहर	aalto
सल्फेट	sulfaatti
कूद	hyppy
कूद	hypätä
कूद	hyppää
कूद	hyppäsi
कूद	hypännyt
कूद	hyppii
कूद	hyppy
परंपराओं	perinteet
परंपराओं	perinteitä
ऊन	talja
ऊन	villa
ऊन	villaa
ब्रह्मांड	maailmankaikkeus
ब्रह्मांड	universumi
ब्रह्मांड	kosmos
हीरो	sankari
विराम	pilkku
रियो	rio
रियो	riossa
रियो	rion
पंचम	viidenneksi
पंचम	viides
विकृत	rappeutunut
विकृत	vääristää
सांख्यिकीय	tilastollinen
सांख्यिकीय	tilasto
सैम	samuli
सैम	sam
सैम	samin
एयरपोर्ट	lentokenttä
एयरपोर्ट	lentokentälle
एयरपोर्ट	lentoasema
एयरपोर्ट	lentoasemat
एयरपोर्ट	lentoasemien
एयरपोर्ट	lentokentät
सुलभ	kertakäyttöinen
सुलभ	kätevä
सुलभ	kätevää
रिक्त	null
रिक्त	tyhjennä
रिक्त	tyhjä
रिक्त	tyhjä
बडी	kaveri
बडी	kamu
वादक	rumpali
अनुभवों	kokemusten
अनुभवों	kokemuksia
अनुभवों	kokemukset
गामा	kilogrammaa
गामा	grammaa
गामा	gamma
नियंत्रक	ohjain
नियंत्रक	tarkastukset
नियंत्रक	valvontaa
नियंत्रक	ohjaimet
पाचन	ruoansulatusta
मोर	mor
मोर	riikinkukko
बाइबिल	raamattua
बाइबिल	raamattu
बाइबिल	raamatun
स्थाई	pysyvää
स्थाई	vakituinen
स्थाई	pysyvä
ढाल	rinne
ढाल	kaltevuus
ढाल	ramppi
अभिन्न	olennainen
अभिन्न	erottamaton
अभिन्न	erottamattomat
फेफड़े	keuhkot
अभिषेक	abhishek
दोस्तों	äijät
दोस्तों	jätkät
दोस्तों	kaverit
दोस्तों	ystävät
दोस्तों	ystäviä
दोस्तों	kavereita
दोस्तों	kaverit
वोल्टेज	jännitettä
वोल्टेज	jännite
रोज	ruusun
रोज	rose
रोज	ruusu
रोज	jokapäiväistä
रोज	arki
रोज	jokapäiväinen
रोज	päivittäistä
रोज	päivittäin
रोज	päivittäiset
रोज	päivittäinen
खोलने	avaus
खोलने	avajaiset
खोलने	avaaminen
खोलने	avataan
खुलासा	paljasta
खुलासा	paljastaa
तोड़ने	rikkoo
मान्यताओं	uskomuksia
जरूर	täytyy
प्रशासक	ylläpitäjät
प्रशासक	ylläpitäjä
प्रशासक	valvojan
नकल	jäljitelmä
नकल	kopioida
नकल	kopio
बलिदान	uhrauksia
बलिदान	uhraa
बलिदान	uhraus
बलिदान	uhrata
सर्प	snake
सर्प	käärme
स्ट्रोक	aivohalvaus
बैटमैन	batman
बैटमैन	batmanin
नाटककार	näytelmäkirjailija
गुड	hyvää
गुड	hyvä
धनुष	keula
धनुष	kumartaa
धनुष	jousi
एप्पल	applen
एप्पल	omenaa
एप्पल	apple
एप्पल	omenan
एप्पल	omena
मधु	kulta
मधु	hunajaa
मधु	hunaja
परिदृश्य	palestiinan
परिदृश्य	palestiinassa
परिदृश्य	panorama
परिदृश्य	maiseman
परिदृश्य	maisema
परिदृश्य	maisemat
परिदृश्य	maisemaa
परिदृश्य	skenaario
परिदृश्य	näkökulma
मछलियों	kalojen
अनुपस्थिति	poissaolo
अनुपस्थिति	puuttuminen
हार्वर्ड	harvardin
हार्वर्ड	harvard
हार्वर्ड	harvardiin
हार्वर्ड	harvardissa
मार्क्स	marxismi
मार्क्स	marx
वॉन	von
सराय	majatalo
कट	leikkaa
कट	leikata
भयानक	kamalaa
भयानक	kamala
भयानक	kauhea
भयानक	kamalaa
भयानक	kamala
भयानक	kauhea
पुरस्कृत	palkitaan
पुरस्कृत	palkittiin
केविन	kevin
कर्ता	näyttelijä
साबुन	saippuaa
साबुन	saippua
मिलन	milanossa
मिलन	milano
मिलन	milanon
हिंसक	väkivaltaista
हिंसक	väkivaltainen
उत्थान	tankkauksen
सेवाएँ	palvelujen
सेवाएँ	palvelut
सेवाएँ	palveluja
तलाक	avioero
तलाक	eroa
तलाक	avioeron
तलाक	eronnut
तलाक	erosi
तलाक	eronneet
आक्सीजन	hapen
आक्सीजन	happea
आक्सीजन	happi
राजनयिक	diplomaatti
राजनयिक	diplomaattinen
राजनयिक	diplomaattiset
राजनयिक	diplomaatti
एजेंसियों	toimistot
एजेंसियों	virastot
एजेंसियों	virastojen
ब्रूस	bruce
कवच	amuletti
कवच	haarniska
ड्यूक	herttua
ड्यूक	duke
दूत	suurlähettiläs
दूत	lähettiläs
अनुष्ठान	rituaali
राष्ट्रमंडल	yhteisö
तार्किक	loogista
तार्किक	looginen
तार्किक	loogisesti
महामारी	epidemioita
महामारी	epidemian
महामारी	epidemia
मीर	mir
पिक्चर्स	kuvia
पिक्चर्स	kuvat
पिक्चर्स	valokuvia
पिक्चर्स	pixar
साइकिल	polkupyörien
साइकिल	polkupyörä
साइकिल	polkupyörän
कामयाब	menestys
कामयाब	onnistui
कामयाब	menestynyt
कामयाब	onnistunut
कामयाब	hallittu
कामयाब	onnistui
विजयी	voittoisa
क्वांटम	quantum
साहस	rohkeus
साहस	rohkeutta
व्याप्त	hajanaista
सुसज्जित	varustettua
ओल्ड	vanhat
ओल्ड	vanhoja
ओल्ड	vanha
ओल्ड	vanhaa
ज़रा	zara
निंदा	tuomita
थकान	väsymystä
थकान	väsymys
थकान	väsymystä
थकान	väsymys
थकान	väsynyt
थकान	väsyttää
थकान	väsy
कोट	lainaus
कोट	lainata
कोट	takki
कोट	takin
अपमान	nöyryytys
अपमान	loukkaa
अपमान	loukata
अपमान	loukkaus
घोर	räikeä
मूवी	elokuvan
मूवी	elokuva
मूवी	leffa
मूवी	elokuvista
मूवी	elokuvat
मूवी	elokuvissa
मूवी	elokuvia
मेटल	metalli
मेटल	metal
मेटल	metallia
मेटल	metallinen
प्रोफाइल	profiilia
प्रोफाइल	profiilin
प्रोफाइल	profiili
प्रोफाइल	profiilit
ब्रिज	sillat
ब्रिज	siltoja
ब्रिज	siltojen
ब्रिज	bridge
ब्रिज	komentosilta
ब्रिज	sillan
ब्रिज	silta
ताज	kruunua
ताज	crown
ताज	kruunu
ताज	kruunun
ताज	taj
व्याख्यान	luentoja
व्याख्यान	luento
व्याख्यान	luennon
परजीवी	loisia
परजीवी	loinen
चिकित्सीय	lääketieteelliset
चिकित्सीय	lääketieteellinen
चिकित्सीय	lääketieteen
रोबोट	robotti
रोबोट	robotin
छोड़ा	keskeytettiin
छोड़ा	keskeytetty
व्हिस्की	viskiä
व्हिस्की	viskin
व्हिस्की	viski
ज़्यादातर	lähinnä
ज़्यादातर	enimmäkseen
ज़्यादातर	useimmiten
ज़्यादातर	pääosin
ज़्यादातर	pääasiassa
नागरिकता	kansalaisuus
समृद्धि	vauraus
समृद्धि	hyvinvointia
समृद्धि	vaurautta
समृद्धि	hyvinvointi
अक्तूबर	lokakuussa
अक्तूबर	lokakuun
अक्तूबर	lokakuu
अक्तूबर	mma
अक्तूबर	lokakuu
एक्ट	näytös
एक्ट	säädös
एक्ट	act
एक्ट	toimi
जोकर	jokeri
जोकर	jaakko
जोकर	klovni
जोकर	pelle
मित्रों	ystävät
मित्रों	ystäviä
मित्रों	kavereita
मित्रों	kaverit
निमित्त	syy
निमित्त	aiheuttaa
निमित्त	koska
निमित्त	aatteen
भवनों	rakennusten
भवनों	kiinteistöt
भवनों	rakennukset
भवनों	rakennuksia
आज़ाद	esteettömän
आज़ाद	esteetön
छठे	kuudennen
छठे	kuudes
कोयले	hiilen
कोयले	hiili
कोयले	kivihiili
विचारक	ajattelija
वीज़ा	viisumin
वीज़ा	visa
वीज़ा	viisumi
वीज़ा	viisumia
कास्त्रो	castron
कास्त्रो	castro
आकाशगंगा	galaksia
आकाशगंगा	galaxy
टक्कर	törmäys
टक्कर	törmäyksen
टक्कर	kolari
गुणा	kertolasku
समायोजन	säätö
समायोजन	oikaisu
समायोजन	säätää
समायोजन	mukauttaa
प्रायोजित	tuettu
प्रायोजित	sponsoroi
विषम	outoa
विषम	outo
बाली	balin
नवजात	vastasyntyneen
संदिग्ध	epäilyttävä
संदिग्ध	epäilyttävää
संदिग्ध	epäluuloinen
संदिग्ध	epäilyttävä
संदिग्ध	kyseenalainen
हां	jep
हां	kyllä
राह	tapa
राह	keino
राह	way
कंक्रीट	konkreettinen
कंक्रीट	konkreettista
कंक्रीट	konkreettisia
कंक्रीट	konkreettiset
कंक्रीट	betonia
जिंदगी	life
जिंदगी	elämää
जिंदगी	elämän
जिंदगी	elämä
शिया	xia
शिया	shia
अकेला	yksistään
अकेला	yksin
अकेला	yksinään
अकेला	eristykseen
अकेला	naimaton
अकेला	single
अकेला	sinkku
अकेला	yksittäinen
अकेला	yksinäistä
अकेला	yksinäiseksi
अकेला	yksinäinen
प्रांतों	maakunta
प्रांतों	maakunnat
डाटाबेस	tietokannat
डाटाबेस	tietokanta
डाटाबेस	tietokannan
ह्रदय	heart
ह्रदय	sydäntä
ह्रदय	sydän
ह्रदय	sydämen
मॉडलिंग	mallina
मॉडलिंग	mallintaminen
चाप	arc
चाप	kaari
चाप	arch
चाप	kaari
पन्ना	emerald
मरीजों	potilaat
मरीजों	potilaiden
खुश	hyvää
खुश	onnellinen
खुश	tyytyväinen
खुश	iloinen
दरों	kurssit
हंस	goose
हंस	hanhi
फायदा	etuus
फायदा	hyötyä
फायदा	hyöty
फायदा	hyödyt
फायदा	etuna
फायदा	etu
भरोसा	luottaa
भरोसा	luottamusta
भरोसा	luottamus
भरोसा	luota
क्रय	osto
क्रय	ostamassa
क्रय	ostoa
क्रय	ostaminen
क्रय	ostaa
खारिज	hylkäsi
फेफड़ों	keuhkot
फेफड़ों	keuhko
फेफड़ों	keuhkot
एनरॉन	enronin
झुकाव	taivutus
झुकाव	deklinaatio
पं	tassu
बाजारों	markkinoiden
बाजारों	markkinat
लीप	harppaus
अपहरण	kidnappaus
अपहरण	sieppaus
भाषाविज्ञान	kielitiede
धमकी	kiusaaminen
मेहनत	kova
मेहनत	kovaa
मेहनत	rankkaa
थाईलैंड	thaimaahan
थाईलैंड	thaimaan
थाईलैंड	thaimaa
थाईलैंड	thaimaassa
पर्याय	synonyymi
बहुतायत	runsaasti
सार्थक	merkityksellistä
सार्थक	merkityksellinen
सार्थक	mielekästä
चाँदी	hopea
चाँदी	hopeaa
चाँदी	hopeinen
चाँदी	silver
वर्णक्रम	taajuuksien
वर्णक्रम	kirjo
प्रायोगिक	kokeellinen
राक्षस	paholainen
राक्षस	demoni
राक्षस	demonin
राक्षस	hirviö
राक्षस	hirviöitä
राक्षस	hirviöt
ग्रे	gray
ग्रे	harmaata
ग्रे	harmaa
ग्रे	harmaita
ग्रे	harmaata
ग्रे	harmaa
ग्रे	grey
शाकाहारी	kasvissyöjä
शाकाहारी	vegaani
श्वास	hengitys
श्वास	hengittää
पोल	kyselyn
पोल	kysely
पोल	kyselyt
गारंटी	taattu
गारंटी	taataan
गारंटी	takuu
गारंटी	vakuus
गारंटी	takuun
गारंटी	takuu
गारंटी	takaus
गारंटी	taata
निर्भरता	riippuvuus
निर्भरता	riippuvuuden
निर्भरता	riippuvuutta
तंग	tang
तंग	tiukat
तंग	tiukkaa
तंग	tiukka
तंग	tiukasti
तंग	rajaa
तंग	ahdas
तंग	kapea
तंग	suppea
प्रतिरूप	jäljennös
प्रतिरूप	kopio
चीजें	asioita
चीजें	asiat
योनि	mirri
योनि	pillu
योनि	vagina
कांच	lasi
कांच	lasia
कांच	lasin
कांच	lasista
कांच	lasinen
कराची	karachi
शस्त्र	aseita
शस्त्र	aseet
शस्त्र	ase
शस्त्र	käsivarret
शस्त्र	aseiden
शस्त्र	kädet
शस्त्र	aseet
राजू	raju
गुलाबी	pink
गुलाबी	pinkki
गुलाबी	vaaleanpunainen
इलेक्ट्रॉनिक्स	elektroniikka
ब्राउज़र	selaimen
ब्राउज़र	selain
बियर	olut
बियर	kaljaa
बियर	olutta
बियर	kalja
गान	hymni
सातवीं	seitsemäs
एनबीसी	nbc
पुरूष	mies
पुरूष	uros
सिंधु	indus
लाइट	kevyt
लाइट	valoa
लाइट	valo
लाइट	light
अभिव्यक्त	ilmaista
अभिव्यक्त	express
ऑस्कर	oscar
ऑस्कर	oscarin
टॉस	heitto
बाएँ	vasemmalle
बाएँ	vasen
बाएँ	vasemmalla
राष्ट्रवादी	kansallismieliset
इंजनों	veturit
स्टीफन	stephen
स्टीफन	tapani
ब्लूज़	blues
रूपांतरित	muuntaa
रूपांतरित	muunnettu
कांस्य	pronssia
दिलचस्पी	kiinnostuneita
दिलचस्पी	kiinnostunut
दिलचस्पी	kiinnostaa
दिलचस्पी	kiinnostuneet
अलौकिक	eteerinen
वृत्ति	ammatti
महिलाएँ	naiset
महिलाएँ	naisten
महिलाएँ	naiset
महिलाएँ	naisia
व्यंजनों	reseptejä
आचार	etiikkaa
आचार	eettinen
मापदंड	perusteet
मापदंड	kriteerit
एडिनबर्ग	edinburghissa
एडिनबर्ग	edinburghin
काच	lasi
काच	lasia
काच	lasin
काच	lasista
काच	lasinen
युवाओं	nuoret
युवाओं	nuorisoa
युवाओं	nuoriso
युवाओं	nuoruus
ट्रेड	kauppoja
सोलह	kuusitoista
सोलह	sixteen
मलय	malesiassa
मलय	malesian
मलय	malaiji
सीमेंट	sementtiä
डिज़्नी	disney
गोलाकार	pallomaisia
गोलाकार	erä
गोलाकार	kierros
गोलाकार	pyöreä
गोलाकार	pyöreä
आक्साइड	oksidien
सिकंदर	aleksanteri
सिकंदर	alexander
टोक्यो	tokioon
टोक्यो	tokion
विशुद्ध	puhtain
भाग्य	omaisuuden
भाग्य	kohtalon
भाग्य	kohtalo
भाग्य	destiny
भाग्य	kohtalon
भाग्य	kohtalo
भाग्य	kohtaloa
भाग्य	onni
भाग्य	onnea
बैल	härkä
बैल	bull
सावधानी	varovaisuutta
पैनल	paneeli
पैनल	paneelin
मारिया	mariaa
मारिया	maria
स्वीकार्य	swat
स्वीकार्य	hyväksyttävät
स्वीकार्य	hyväksyttävä
एनिमेटेड	animoitu
कीबोर्ड	näppäimistön
एंटीबायोटिक	antibiootit
एंटीबायोटिक	antibiootteja
दिनांक	päivämäärä
दिनांक	päiväys
दिनांक	treffit
योगी	yogi
गुट	ryhmittymä
गुट	klikki
प्रतिस्थापन	korvaaminen
प्रतिस्थापन	korvaamista
प्रतिस्थापन	korvaava
प्रतिस्थापन	korvaaminen
रोज़	ruusun
रोज़	rose
रोज़	ruusu
रोज़	päivittäistä
रोज़	päivittäin
रोज़	päivittäiset
रोज़	päivittäinen
आर्मी	armeija
आर्मी	armeijan
ब्लेक	blues
ब्लेक	blake
गर्भवती	raskaana
गंभीरता	vakavuus
गंभीरता	vakavuus
सोशल	sosiaaliset
सोशल	sosiaalisen
सोशल	sosiaalinen
सोशल	yhteiskunnallinen
खरीदा	hankittu
खरीदा	osti
खरीदा	ostettu
खरीदा	osti
खरीदा	ostettu
विवादों	riidat
लीड्स	leeds
सिगरेट	tupakka
सिगरेट	savuke
सिगरेट	savukkeet
सिगरेट	tupakka
सिगरेट	savukkeita
सिगरेट	tupakkaa
मुद्रण	tulostaa
मुद्रण	painatus
मिलना	seurustella
सूट	puvun
सूट	puku
सूट	puvut
सूट	pukuja
हिंद	hind
सैयद	syed
शान	shan
प्रविष्ट	keskeyttää
वुड्स	metsää
वुड्स	metsään
वुड्स	metsä
वुड्स	woods
वुड्स	metsät
बर्फ़	lumisade
बर्फ़	lunta
बर्फ़	lumi
बर्फ़	jää
बर्फ़	jäitä
बर्फ़	jäät
बर्फ़	jäätä
मरुस्थल	aavikkoa
मरुस्थल	aavikon
मरुस्थल	desert
विवादित	kiistanalainen
विवादित	kiistanalainen
विवादित	ristiriitainen
विवादित	kiistanalaista
बताई	kerrottu
बताई	kertoi
बताई	kertonut
बिल्डिंग	rakennuksessa
बिल्डिंग	rakentaminen
बिल्डिंग	rakennus
बिल्डिंग	rakennuksen
क्रमिक	asteittain
क्रमिक	vähitellen
क्रमिक	asteittainen
अल्पसंख्यक	vähemmistöjen
अल्पसंख्यक	vähemmistö
अल्पसंख्यक	vähemmistöt
अल्पसंख्यक	vähemmistöjen
अल्पसंख्यक	vähemmistöjä
बर्मी	burman
अपर्याप्त	puutteellinen
अपर्याप्त	riittämättömät
अपर्याप्त	riittämätön
अपर्याप्त	riittämättömät
अपर्याप्त	riittämätön
ट्रक	rekka
डीन	dean
डीन	dekaani
कब्र	hautaa
कब्र	hauta
फर्श	kerros
फर्श	lattia
ग्राउंड	maahan
पैकेज	paketit
पैकेज	paketteja
पैकेज	pakkaukset
पैकेज	paketti
पैकेज	pakkaus
पैकेज	paketin
प्रतियोगी	kilpailija
प्रतियोगी	kilpailijat
मोती	perl
मोती	helmi
मोती	pearl
मोती	helmet
मोती	helmiä
पादरी	kirkkoherra
पादरी	pastorin
पादरी	pastori
पादरी	papiston
यूरो	euron
यूरो	euroa
यूरो	euro
प्रतिरोधी	antagonisti
लिटिल	pieni
लिटिल	pikku
लिटिल	vähä
तम्बाकू	tupakka
तम्बाकू	tupakan
तम्बाकू	tupakkaa
परिपक्व	kypsä
परिपक्व	kypsää
उष्ण	trooppinen
उष्ण	trooppisten
हरित	vihreä
हरित	vihreät
हरित	vihreää
लेडी	neito
लेडी	lady
कॉर्पोरेशन	corporation
दया	sääli
दया	harmi
दया	armo
दया	armoa
दया	ystävällisyyttä
टेक्स्ट	teksti
टेक्स्ट	tekstiä
टेक्स्ट	tekstin
इंद्र	indra
कांगो	kongon
इरादा	aikomus
आशीर्वाद	siunaus
आशीर्वाद	siunausta
आशीर्वाद	siunausta
ओजोन	otsonin
ग्रिड	verkkoon
सुप्रीम	korkein
अनन्त	ääretön
अनन्त	loputon
अनन्त	ikuinen
अनन्त	ikuista
अनन्त	ikuisen
मॉल	ostoskeskus
मॉल	ostoskeskukset
यूनेस्को	unescon
सामरिक	strateginen
सामरिक	strategiset
लास	las
आस्ट्रिया	itävaltalainen
आस्ट्रिया	itävalta
आस्ट्रिया	itävallan
आस्ट्रिया	itävalta
आस्ट्रिया	itävallassa
आस्ट्रिया	itävallan
निर्वाण	nirvana
रिपब्लिकन	republikaani
बगैर	ilman
सपना	unta
सपना	uni
सपना	haaveilla
सपना	dream
सपना	unelma
वेन	wayne
उत्तराधिकार	perintö
उत्तराधिकार	perinnön
कारावास	vankeutta
कारावास	vankeus
कारावास	vankeuteen
कारावास	vankila
कारावास	vankilaan
आयुक्त	komissaari
उत्तरदायित्व	velvollisuus
उत्तरदायित्व	vastuu
उत्तरदायित्व	vastuun
उत्तरदायित्व	vastuuta
विचित्र	omituinen
विद्रोही	kapinallisten
विद्रोही	kapinallinen
बैठा	istuva
बैठा	istunto
बैठा	istunnon
बैठा	istuu
बैठा	istui
बैठा	istuin
परमेश्वर	jumala
स्टर्लिंग	sterling
स्टर्लिंग	stirling
फीफा	fifa
इंजेक्शन	injektio
दूतावास	lähetystö
दूतावास	lähetystön
दूतावास	suurlähetystö
चुनी	valittu
चुनी	valitut
प्राइवेट	yksityisiä
प्राइवेट	yksityiset
प्राइवेट	sotamies
प्राइवेट	yksityisen
प्राइवेट	yksityinen
चित्रकारी	maalaus
चित्रकारी	maalausta
चित्रकारी	taulua
चित्रकारी	taulu
बेसबॉल	baseballia
बेसबॉल	baseballin
बेसबॉल	baseball
निकटवर्ती	lähistöllä
निकटवर्ती	lähellä
उदर	vatsa
उदर	vatsan
झीलों	järvien
झीलों	järvet
लय	rytmit
लय	rytmiä
लय	rytmi
फायर	tuli
फायर	tulipalo
हैमिल्टन	hamilton
ऑर्डर	tilata
ऑर्डर	tilaus
ऑर्डर	järjestys
ऑर्डर	tilaa
ऑर्डर	käsky
ऑर्डर	määräys
ऑर्डर	tilaukset
ऑर्डर	määräykset
ऑर्डर	käskyjä
ऑर्डर	tilauksia
किलोग्राम	kilogrammaa
किलोग्राम	kilogrammaa
स्त्रोत	lähde
स्त्रोत	lähteet
टेप	nauha
टेप	kasetti
भूविज्ञान	geologia
वाइरस	virukset
वाइरस	virus
वाइरस	viruksen
वाइरस	virusta
वाइरस	viruksia
वाइरस	virukset
वाइरस	virusten
समायोजित	mukautettu
समायोजित	oikaistu
रबर	kumia
रबर	kumin
रबर	kumi
सिग्नल	signaalit
सिग्नल	signaaleja
सिग्नल	signaalin
सिग्नल	signaali
गाथा	saga
सूक्ष्मदर्शी	mikroskoopin
सुंदरता	kaunotar
सुंदरता	ihanuus
सुंदरता	kauneutta
सुंदरता	kauneus
यहूदियों	juutalaiset
यहूदियों	juutalaisia
फाइल	tiedostoa
फाइल	tiedosto
फाइल	tiedoston
फाइल	kansio
निकोलस	nicolas
निकोलस	nicholas
आठवीं	kahdeksas
मूर्तियाँ	patsaita
मिसाइल	ohjuksia
मिसाइल	ohjukset
मिसाइल	ohjus
अर्थशास्त्री	taloustieteilijä
उद्यमी	yrittäjiä
उद्यमी	yrittäjien
उद्यमी	yrittäjät
उद्यमी	yrittäjä
जोड़ों	parit
परिपूर्ण	täydelliset
परिपूर्ण	täydellistä
परिपूर्ण	täydellinen
परिपूर्ण	tyhjentävä
सन्त	sant
कवरेज	kattavuutta
कवरेज	kattavuus
कवरेज	kattavuuden
उपग्रहों	satelliitti
नम	kosteaa
नम	kostea
नम	kostea
नम	kosteaa
नम	kostea
परमात्मा	jumalainen
परमात्मा	jumalallinen
वाक्यांश	lauseita
वाक्यांश	naru
वाक्यांश	narua
वाक्यांश	string
मकबरा	hauta
मकबरा	monumentti
मकबरा	muistomerkki
मकबरा	mausoleumi
विशेषण	adjektiivi
सराहना	arvostusta
सराहना	arvostus
सराहना	arvostuksen
सराहना	arvostaa
सराहना	arvostettu
सराहना	arvostaa
सराहना	arvostetaan
मार्केट	markkina
मार्केट	markkinoiden
मार्केट	markkinat
मंगलवार	tiistai
मंगलवार	tiistaina
मंगलवार	tiistaisin
जाहिर	nähtävästi
जाहिर	ilmeisesti
किताबें	kirjat
किताबें	kirjoja
हिटलर	hitlerin
हिटलर	hitler
हिटलर	hitleriä
सीख	oppiminen
सीख	oppimista
सीख	oppia
सीख	opiskelu
सीख	oppimisen
सीख	oppia
सीख	opi
कैबिनेट	hallitus
कैबिनेट	kaappi
वैन	pakettiautot
वैन	van
वैन	pakettiauto
सीईओ	toimitusjohtaja
सीईओ	pääjohtaja
सीईओ	toimitusjohtajan
विस्फोटक	räjähdys
विस्फोटक	räjähdyksen
विस्फोटक	räjähtävät
विस्फोटक	räjähde
विस्फोटक	räjähteet
विस्फोटक	räjähteitä
विस्फोटक	räjähteiden
विस्फोटक	räjähde
विस्फोटक	räjähteet
जीवविज्ञान	biologian
वृत्तचित्र	dokumenttia
वृत्तचित्र	dokumentin
वृत्तचित्र	dokumentti
आपातकालीन	hätä
आपातकालीन	hätätila
सनातन	ikuinen
सनातन	ikuista
सनातन	ikuisen
तुर्क	kalkkuna
तुर्क	kalkkunaa
तुर्क	turkin
तुर्क	turkki
तुर्क	turkkilainen
तुर्क	turk
संकर	hybridi
प्रो	pro
प्रो	ammattilainen
बोस्टन	bostonista
बोस्टन	boston
बोस्टन	bostonin
बोस्टन	bostoniin
बोस्टन	bostonissa
स्तन	rintoja
स्तन	rinnat
स्तन	rintojen
स्तन	rinta
स्तन	rinnat
स्तन	rintojen
आदिम	alkukantainen
लिखकर	kirjoittaminen
लिखकर	kirjoitus
लिखकर	kirjoittaa
लिखकर	kirjoitusta
पेपर	paperi
पेपर	paperia
वाटर	vettä
वाटर	vesi
सूरी	suri
प्रथाओं	sopimukset
नाईट	ratsu
नाईट	knight
नाईट	ritari
रॉ	raakana
रॉ	raaka
रॉ	raa
औरत	nainen
चाँद	kuuta
चाँद	kuu
चाँद	kuun
चाँद	moon
निकासी	evakuointi
भूटान	bhutanin
जॉनसन	johnson
त्रिकोण	kolmion
त्रिकोण	kolmio
त्रिकोण	kolmioita
त्रिकोण	kolmio
साइबेरिया	siperian
जीवनकाल	elinikä
हिंदुओं	hindut
सारांश	katsaus
सारांश	tiivistelmä
सारांश	yhteenveto
नियामक	sääntely
संवेदनशीलता	herkkyys
सुगंधित	tuoksuva
एहसास	tajusi
दूरस्थ	etäinen
दूरस्थ	kauko
करेगी	will
करेगी	tahto
अपराधों	rikokset
अपराधों	rikoksia
अपराधों	rikos
अपराधों	rikokset
अपराधों	rikollisuus
अपराधों	rikoksen
अपराधों	rikollisuuden
लौकिक	kosminen
शिक्षकों	opettajat
शिक्षकों	opettajille
शिक्षकों	opettajia
चिड़ियाघर	eläintarha
मेजबान	juontaja
मेजबान	isäntä
मेजबान	järjestäjä
संतुष्ट	tyytyväinen
संतुष्ट	tyytyväisiä
बालू	hiekkaa
बालू	hiekan
बालू	hiekka
चार्ज	lataus
चार्ज	syyte
चार्ज	ladattu
चार्ज	veloitetaan
लोड	kuorma
लोड	lataa
लोड	kuormitus
सूरत	surat
मणि	mani
उद्धरण	lainaus
उद्धरण	lainata
मार्क्सवादी	marxilainen
नकली	väärennettyjen
नकली	väärennös
नकली	väärennetty
नकली	väärennös
नकली	teko
नकली	väärennetty
नकली	tekaistu
पूर्वानुमान	ennusteita
पूर्वानुमान	ennusteet
पूर्वानुमान	ennuste
पूर्वानुमान	ennusteen
पूर्वानुमान	ennustus
पूर्वानुमान	ennustettu
पूर्वानुमान	ennuste
पूर्वानुमान	ennusteen
पूर्वानुमान	ennusteet
सुदृढ़	vankka
समझे	ymmärrä
समझे	ymmärtää
वक्ता	kaiutin
वक्ता	puhuja
वक्ता	puhemies
स्वयंसेवक	vapaaehtoisia
स्वयंसेवक	vapaaehtoiset
स्वयंसेवक	vapaaehtoistyö
स्वयंसेवक	vapaaehtoista
स्वयंसेवक	vapaaehtoiset
स्वयंसेवक	vapaaehtoinen
ईंट	brick
ईंट	timantteja
ईंट	timantit
दस्तावेज़	dokumentit
दस्तावेज़	asiakirjan
दस्तावेज़	dokumentti
