for	for
dame	レディ
portrett	肖像
portrett	ポートレート
portrett	縦長
alfabetet	アルファベット
hest	ウマ
carter	カーター
skjult	隠し
mountain	マウンテン
dybde	深度
dybde	奥行き
inspirasjon	インスピレーション
inspirasjon	インスパイア
hester	ウマ
tynne	薄い
tynne	細い
erstatning	ダメージ
erstatning	損害賠償
erstatning	置換
motstander	相手
motstander	相手方
oppdatering	アップデート
oppdatering	更新
borgere	市民
bosetning	決済
bosetning	和解
bosetning	集落
andy	アンディ
cæsar	シーザー
vellykket	成功
vellykket	サクセス
vellykket	成功
oppløsning	解散
oppløsning	解像度
morgen	モーニング
seksjon	セクション
seksjon	セクション
demning	ダム
official	公式
official	職員
sex	性別
sex	セックス
musikalsk	ミュージカル
angitt	集合
angitt	セット
angitt	特定
angitt	指定された
programvare	ソフトウエア
programvare	ソフトウェア
else	else
ideer	アイデア
ideer	アイディア
nasa	nasa
klubbene	クラブ
alexandria	アレクサンドリア
hurtig	速い
hurtig	高速
brukerne	ユーザー
brukerne	ユーザ
moon	ムーン
oppføring	エントリー
oppføring	エントリ
oppføring	出品
koden	コード
koden	符号
persiske	ペルシャ
fødsel	分娩
fødsel	出産
fødsel	誕生
plata	plata
papir	用紙
papir	ペーパー
diskutere	話し合う
diskutere	ディスカッション
studie	勉強
see	見る
meyer	マイヤー
meyer	メイヤー
opptreden	パフォーマンス
opptreden	性能
opptreden	興行
påvirkning	影響力
påvirkning	影響
kreve	require
kelly	ケリー
snø	スノー
snø	snow
forandret	変更された
philadelphia	フィラデルフィア
philadelphia	フィラデルフィア
missouri	ミズーリ
observatory	天文台
newcastle	ニューカッスル
skala	スケール
skala	縮尺
skala	目盛
gram	グラム
tennessee	テネシー
frp	frp
wolf	ウルフ
wolf	オオカミ
emery	エメリー
illustratør	イラストレーター
ruten	経路
ruten	ルート
drikke	飲む
drikke	飲み物
drikke	ドリンク
drikke	飲む
fifa	fifa
akademisk	アカデミック
boliger	住居
boliger	邸宅
boliger	住居
boliger	住宅
øyeblikket	moment
øyeblikket	瞬間
øyeblikket	モーメント
metall	メタル
metall	金属
andrea	アンドレア
fantasy	ファンタジー
forskjeller	差異
forskjeller	違い
forskjeller	差分
kandidater	候補者
tanzania	タンザニア
thompson	トンプソン
bmw	bmw
bøndene	百姓
bøndene	農民
solo	ソロ
frederick	フレデリック
frederick	フリードリヒ
lavt	低い
farlig	危険
oppfatning	意見
skjold	シールド
verksted	ワークショップ
verksted	作業場
løs	ゆるい
løs	ルース
svak	弱い
site	サイト
site	敷地
posten	郵便
posten	メール
review	レビュー
review	審査
korps	軍団
sound	サウンド
vedlikehold	メンテナンス
vedlikehold	整備
butler	バトラー
menneskelig	ヒト
menneskelig	ヒューマン
menneskelig	人間
tower	タワー
valle	バジェ
valle	ヴァッレ
flott	グレート
biblioteket	図書館
biblioteket	ライブラリ
glasgow	グラスゴー
tibet	チベット
avsnittet	段落
eiendommer	プロパティ
eiendommer	属性
opprettholde	サステイン
identitet	アイデンティティー
identitet	アイデンティティ
fremover	進む
fremover	フォワード
fremover	転送
grep	グリップ
field	フィールド
julie	ジュリー
fungerende	演技
gwh	gwh
neil	ニール
demokrati	民主主義
betong	コンクリート
prestegjeld	教区
sarah	サラ
ødelegge	破壊
ødelegge	廃墟
nhl	nhl
steven	スティーヴン
allianse	アライアンス
omstridt	申し立て
materialer	材料
materialer	素材
moritz	モーリッツ
kopi	コピー
kopi	レプリカ
sammensatt	コンポジット
sammensatt	複合
slovenia	スロベニア
doctor	医師
doctor	ドクター
doctor	先生
doctor	医者
jeff	ジェフ
ida	アイダ
ida	イダ
myndighet	権威
myndighet	権限
myndighet	職権
popularitet	人気
utsikt	表示
utsikt	見る
utsikt	ビュー
euro	ユーロ
maurice	モーリス
katalog	ディレクトリ
katalog	カタログ
teolog	神学
effektivt	効率
effektivt	実効
utøver	エクササイズ
idrett	スポーツ
idrett	スポーツ
mongolia	モンゴル
forhandlinger	交渉
forhandlinger	ネゴシエーション
forhandlinger	交渉
forhandlinger	交渉
champions	チャンピオンズ
champions	チャンピオン
tømmer	材木
tømmer	木材
avanserte	上級
skåne	スペア
skåne	スコーネ
mississippi	ミシシッピ
samarbeide	協働
tennis	テニス
movie	映画
movie	ムービー
från	från
got	got
schmidt	シュミット
kontrollere	コントローラ
kontrollere	コントローラー
kontrollere	コントロール
kompani	会社
klaus	クラウス
murray	マレー
dronningen	女王
dronningen	クイーン
utbrudd	アウトブレイク
hoppet	スキップ
spise	食べる
spise	eat
forlenget	拡張
forlenget	延長
dagene	日数
femten	fifteen
femten	十五
kommersiell	コマーシャル
kommersiell	商用
kommersiell	商業
studios	スタジオ
uken	週間
chelsea	チェルシー
enheten	デバイス
enheten	機器
rikt	金持ち
rikt	リッチ
ulovlig	違法
synlige	可視
oldtidens	古代
idé	アイデア
idé	観念
idé	アイディア
hope	ホープ
hope	希望
entertainment	エンターテイメント
entertainment	娯楽
entertainment	エンターテインメント
frykt	恐怖
frykt	恐れ
eie	own
null	ゼロ
collins	コリンズ
non	non
lukket	閉店
overlevende	サバイバー
take	take
palasset	宮殿
venus	ウェヌス
venus	金星
venus	ヴィーナス
apple	リンゴ
apple	りんご
apple	アップル
apple	林檎
act	アクト
act	act
ektemann	ダンナ
ektemann	主人
ektemann	旦那
skatt	ハニー
skatt	はちみつ
skatt	蜂蜜
skatt	租税
skatt	税金
skatt	税金
bolivia	ボリビア
kveld	夕方
kveld	ナイト
sri	sri
omgjort	改宗
kontorer	オフィス
maritime	海事
nigeria	ナイジェリア
nigeria	ナイジェリア
element	アイテム
element	品物
element	要素
element	元素
element	エレメント
dylan	ディラン
passet	パスポート
passet	旅券
graver	掘る
bevisst	故意
bevisst	意識
malta	マルタ
antakelig	おそらく
bit	噛む
bit	ピース
kallenavn	愛称
kallenavn	ニックネーム
kallenavn	愛称
kallenavn	ニックネーム
meninger	意見
spenning	興奮
spenning	緊張
spenning	テンション
christine	クリスティン
facebook	facebook
normandie	ノルマンディー
early	アーリー
early	早い
lærere	教員
lærere	教師
metro	地下鉄
metro	メトロ
hospital	病院
diego	ディエゴ
ytelse	パフォーマンス
ytelse	性能
ytelse	興行
løytnant	警部補
løytnant	中尉
test	テスト
test	テスト
smak	味見
smak	味覚
hei	ヘイ
krf	krf
network	ネットワーク
rettighetene	権利
monark	君主
monark	モナーク
kjernen	コア
kjernen	core
edgar	エドガー
danser	ダンサー
danser	ダンス
danser	ダンシング
danser	踊り
danser	踊る
flertallet	過半数
aleksandr	アレクサンドル
krets	サーキット
krets	回路
gult	イエロー
gult	黄色
grønt	グリーン
grønt	緑色
marx	マルクス
elsker	ラヴ
elsker	ラブ
smal	狭い
påstander	債権
vera	ヴェラ
korn	korn
korn	穀物
turister	ツーリスト
walk	歩き
walk	ウォーク
walk	歩行
walk	歩く
walk	徒歩
dokumentasjon	ドキュメント
dokumentasjon	ドキュメンテーション
redigeringer	編集
raskeste	最速
armenia	アルメニア
komplisert	複雑
konseptet	概念
konseptet	コンセプト
latinsk	ラテン語
latinsk	ラテン
helena	ヘレナ
nikolaj	ニコライ
talent	タレント
mercedes	メルセデス
demokratisk	民主主義
definerer	定義
definerer	define
budsjett	予算
mottar	受け取る
mottar	受信
mottar	受信
lyon	リヨン
alkohol	アルコール
str	str
hockey	ホッケー
hockey	アイスホッケー
songs	ソング
gave	ギフト
gave	贈り物
jupiter	ジュピター
jupiter	木星
kjøretøy	乗り物
kjøretøy	車両
kjøretøy	車両
kjøretøy	乗り物
emma	エマ
regulert	規制
montréal	モントリオール
she	彼女
historikk	履歴
historikk	由緒
historikk	歴史
historikk	沿革
respekt	尊敬
respekt	尊重
respekt	リスペクト
respekt	敬意
matthew	マシュー
pianist	ピアニスト
abu	アブー
menighet	会衆
nissen	サンタ
tjener	召使
angriper	攻撃
angriper	攻撃
angriper	進撃
wisconsin	ウィスコンシン
kontinuerlig	連続
reaksjon	反応
reaksjon	リアクション
edwards	エドワーズ
kunstig	人工
bobby	ボビー
argument	論証
laura	ローラ
avvist	却下
avvist	辞退
avvist	不参加
listet	上場
forsvinner	消える
forsvinner	消える
robinson	ロビンソン
muslimer	イスラム教
muslimer	ムスリム
fischer	フィッシャー
tungt	重い
tungt	ヘビー
akustisk	アコースティック
dream	ドリーム
dream	dream
angående	に関して
angående	について
negativ	ネガティブ
negativ	マイナス
negativ	ネガ
dennis	デニス
instituttet	研究所
algerie	アルジェリア
okkupert	占領
dale	デイル
dale	デール
følelser	感情
følelser	感情
følelser	気持ち
følelser	感情
forkortelse	略語
forkortelse	略記
forkortelse	略称
hat	憎悪
hat	憎悪
hat	嫌い
hat	憎しみ
ronald	ロナルド
gater	ストリート
rekkefølge	オーダー
rekkefølge	注文
relaterte	関連
produkt	製品
produkt	プロダクト
magasin	マガジン
magasin	雑誌
pan	パン
økning	増加
økning	増額
økning	増やす
rytter	ライダー
utstillingen	展示
utstillingen	展示
redigere	編集
redigere	編集
mannskap	クルー
brothers	兄弟
brothers	ブラザーズ
trio	トリオ
medal	メダル
gjentatte	繰り返し
hviterussland	ベラルーシ
office	事務局
office	事務所
office	オフィス
luther	ルター
foten	フィート
straff	ペナルティ
straff	処罰
hessen	ヘッセン
hessen	ヘッセ
publikasjoner	出版物
punkter	ポイント
fordeler	利点
fordeler	長所
fordeler	福利
earth	地球
earth	アース
ralph	ラルフ
pluss	プラス
hjertet	心臓
hjertet	ハート
argumenter	論証
argumenter	引数
mynter	硬貨
mynter	コイン
lyden	サウンド
worms	ミミズ
mister	ミスター
lesere	読者
lesere	リーダー
nicolai	ニコライ
turnering	トーナメント
detaljert	詳細
hawaii	ハワイ
hannover	ハノーバー
hannover	ハノーファー
hannover	ハノーファー
akademi	アカデミー
formelle	フォーマル
willy	ウィリー
arrangementer	イベント
arrangementer	行事
summer	summer
summer	サマー
kings	キングス
sammenslåing	マージ
sammenslåing	統合
sammenslåing	マージ
fase	フェーズ
fase	位相
framover	進む
framover	フォワード
framover	転送
framover	進む
admin	管理者
admin	管理人
skjønner	見る
jørn	ヨルン
reformer	改革
arv	遺産
arv	相続
arv	継承
flyktninger	難民
statue	彫像
hugh	ヒュー
utforming	レイアウト
filmografi	filmography
lyder	サウンド
komiker	コメディアン
catalogus	catalogus
giuseppe	ジュゼッペ
høst	落ちる
høst	落下
kiev	キエフ
tenkte	思考
sofia	ソフィア
fjernsyn	テレビ
rev	rev
make	メイク
make	make
make	マテ
make	メイト
personell	人材
personell	職員
kaste	投げる
kaste	カースト
keith	キース
sen	遅い
sen	セン
emne	話題
emne	トピック
emne	主体
emne	件名
tegning	図面
tegning	描画
tegning	ドローイング
sts	sts
salvador	サルバドール
race	人種
race	競走
race	レース
krone	クラウン
palace	宮殿
sibir	シベリア
voksen	成人
voksen	大人
middels	ミディアム
middels	メディア
forest	フォレスト
forest	森林
integrert	統合
detroit	デトロイト
buss	バス
four	four
four	フォー
tina	ティナ
madagaskar	マダガスカル
firma	会社
firma	会社
maskiner	機械
nevne	言及
kasakhstan	カザフスタン
atmosfæren	大気
atmosfæren	大気圏
atmosfæren	雰囲気
runden	ラウンド
runden	round
runden	丸い
karakteristisk	特徴
karakteristisk	特性
self	セルフ
self	自己
carlo	カルロ
senator	議員
ernest	アーネスト
days	日数
forsterket	強化された
inntekter	収益
inntekter	収益
inntekter	収入
inntekter	歳入
kategoriene	カテゴリー
kategoriene	カテゴリ
kategoriene	分類
linda	linda
linda	リンダ
viktor	ヴィクター
viktor	ビクター
viktor	ビクトル
nedbør	降雨量
nedbør	降雨
nedbør	降水
nedbør	沈殿
silver	シルバー
kanaler	チャネル
kanaler	チャンネル
kanaler	運河
spre	拡散
spre	スプレッド
alvor	深刻
utvalget	選考
utvalget	セレクション
utvalget	選択
spring	スプリング
scener	シーン
scener	場面
tempel	テンプル
tempel	寺院
tempel	神殿
hills	ヒルズ
kjennes	感じ
second	番目
second	セカンド
tropisk	トロピカル
tropisk	熱帯
rygg	戻る
rygg	後ろ
rygg	背中
rygg	裏側
voksende	栽培
voksende	成長
variert	折衷
vitner	証人
glenn	グレン
glenn	グレン
deep	ディープ
deep	深い
globe	グローブ
ontario	オンタリオ
birmingham	バーミンガム
århundrer	世紀
universal	ユニバーサル
tilby	オファー
tilby	申し出
tilby	クーポン
gjenstand	アイテム
gjenstand	品物
gjenstand	オブジェクト
ball	ボール
vesten	ウエスト
vesten	西部
vesten	ウェスト
dramatisk	ドラマチック
markerer	マーキング
markerer	マークス
after	アフター
bakover	後ろ向き
bakover	後方
augustus	オーガスタス
augustus	アウグストゥス
kommandoen	指揮
kommandoen	コマンド
sosialt	ソーシャル
ambassade	大使館
frukt	フルーツ
frukt	果実
frukt	果物
frukt	フルーツ
frukt	果実
frukt	果物
danny	ダニー
leir	camp
leir	キャンプ
anita	アニタ
eddie	エディー
eddie	エディ
selger	販売
selger	売主
head	head
head	ヘッド
head	頭部
uttales	発音
oklahoma	オクラホマ
barnebarn	孫娘
milan	ミラノ
kjøpmann	マーチャント
kjøpmann	商人
besøker	訪問
kjøtt	食肉
kjøtt	肉体
bunn	ボトム
agent	エージェント
agent	代理人
lloyd	ロイド
colin	コリン
set	集合
set	セット
selges	落札
dyktig	良い
dyktig	グッド
demo	デモ
curling	カーリング
ecuador	エクアドル
flytter	引越し
flytter	移動
hjemlandet	家路
katarina	キャサリン
katarina	カタリナ
sullivan	サリバン
sullivan	サリヴァン
larry	ラリー
austin	オースチン
abbey	修道院
avhandling	テーゼ
avhandling	論文
inklusive	含む
oransje	orange
oransje	オレンジ
monroe	モンロー
deltagelse	関与
deltagelse	参加
konstruksjon	建設
antoine	アントワーヌ
fartøy	船舶
fartøy	工芸
fartøy	クラフト
persisk	ペルシャ
dramatiker	劇作家
skribent	作家
skribent	ライター
redigering	編集
redigering	編集
imperiet	帝国
imperiet	帝政
imperiet	エンパイア
betalte	有料
athletic	アスレチック
abc	abc
nilsson	ニルソン
virkning	エフェクト
virkning	効果
redd	怖がる
redd	怖い
glede	楽しみ
glede	快感
glede	喜び
glede	快楽
glede	joy
glede	ジョイ
glede	喜び
felix	フェリックス
skolene	学校
skolene	流派
bodd	リビング
bodd	living
bodd	ライブ
bodd	生きる
elvis	エルヴィス
elvis	エルビス
shakespeare	シェイクスピア
shakespeare	シェークスピア
serbisk	セルビア
lønn	給料
lønn	俸給
lønn	給与
lønn	賃金
jamaica	ジャマイカ
fenomen	現象
fenomen	現象
nordic	ノルディック
legg	put
perspektiv	遠近
perspektiv	遠近法
perspektiv	視点
helen	エレーヌ
helen	ヘレン
tung	重い
tung	ヘビー
tynn	スキニー
tynn	薄い
tynn	細い
sjakk	チェス
seter	座席
kopier	コピー
dreper	kill
dreper	キリング
dype	ディープ
dype	深い
autoritet	権威
autoritet	権限
autoritet	職権
leonard	レナード
dos	ドス
dos	dos
kvaliteten	品質
kvaliteten	クオリティ
kvaliteten	画質
kvaliteten	quality
mellomrom	スペース
mellomrom	間隔
bringe	持ち込み
bringe	ブリング
ikkje	not
lurer	ワンダー
grunnleggeren	創始者
grunnleggeren	開祖
prosesser	プロセス
asa	asa
sjekke	チェック
orientering	オリエンテーリング
orientering	方向
orientering	向き
orientering	オリエンテーション
graven	墓所
graven	墓穴
sierra	シエラ
landbruk	農業
landbruk	農業
regiment	連隊
kritikere	評論家
lykke	ハピネス
lykke	幸福
lykke	幸せ
angel	エンジェル
angel	天使
parameter	パラメータ
standarden	基準
standarden	規格
flukt	エスケープ
flukt	脱出
russlands	ロシア
santiago	サンティアゴ
monte	モンテ
kentucky	ケンタッキー
miguel	ミゲル
wayne	ウェイン
racing	競走
racing	レース
racing	レーシング
mobile	モバイル
utdelingen	受賞
utdelingen	表彰
oppfyller	充実
broadway	ブロードウェイ
svake	弱い
est	est
fellesskap	コミュニティ
fellesskap	コミュニティー
zürich	チューリッヒ
zürich	チューリッヒ
blokker	ブロック
soul	ソウル
soul	霊魂
urbane	アーバン
bedrift	会社
bedrift	営業
bedrift	事業
bedrift	ビジネス
holdning	姿勢
holdning	態度
holdning	スタンス
adgang	アクセス
gjennomgår	復習
koordinater	座標
turen	旅行
turen	トリップ
omsetning	収益
omsetning	収入
omsetning	歳入
uteksaminert	卒業
uteksaminert	卒業
endringene	変更
cooper	クーパー
stopper	停車駅
kanon	大砲
kanon	カノン
samler	徴収
samler	集める
samler	収集
samler	コレクター
foredrag	レクチャー
foredrag	講義
foredrag	講演
parlament	議会
parlament	国会
pattedyr	哺乳類
pattedyr	哺乳類
pattedyr	哺乳動物
nicholas	ニコラス
posisjoner	ポジション
posisjoner	所在地
jente	ガール
jente	少女
jente	女の子
motta	受け取る
motta	受信
erobre	征服
generasjoner	世代
generasjoner	generations
ringer	リング
ringer	指輪
ringer	コーリング
hanner	オス
hjernen	脳みそ
oversettelsen	翻訳
tilhenger	フォロワー
tilhenger	ファン
tilhenger	サポーター
overflate	表面
overflate	曲面
velstående	栄え
inngangen	入学
inngangen	玄関
inngangen	入口
inngangen	入り口
kate	kate
kate	ケイト
busker	低木
forhandlingene	交渉
leger	医師
leger	医師
leger	医者
hjemmet	自宅
hjemmet	ホーム
hjemmet	帰宅
julia	ジュリア
julia	ユリア
måneden	月間
sanskrit	サンスクリット
biografier	伝記
ørn	ワシ
ørn	イーグル
fenomenet	現象
studentene	生徒
studentene	学生
secret	秘密
hammer	ハンマー
hammer	ハマー
kant	エッジ
kant	edge
rikard	リチャード
rikard	リヒャルト
tjene	獲得
tjene	稼ぐ
tjene	サーブ
alabama	アラバマ
restaurant	レストラン
restaurant	飲食店
huden	スキン
huden	皮膚
sjeldent	レア
bundet	束縛
bundet	バウンド
avgjørelse	決断
avgjørelse	決定
åpning	開く
åpning	オープニング
situasjoner	状況
situasjoner	情勢
five	ファイブ
five	五つ
five	five
turisme	観光
uenighet	不一致
classic	クラシック
classic	古典
classic	classic
halvøy	半島
lightgrey	lightgrey
palestina	パレスチナ
ånd	精神
ånd	スピリット
istanbul	イスタンブール
caroline	キャロライン
sultan	スルタン
sultan	スルターン
sone	ゾーン
sone	zone
sterkeste	最強
diamond	ダイヤモンド
diamond	ダイアモンド
blood	血液
blood	ブラッド
minimum	最低限
minimum	最低
minimum	最小
sara	sara
warner	ワーナー
merker	ブランド
merker	バナー
merker	バッジ
bildetekst	キャプション
risiko	リスク
risiko	リスク
marked	市場
marked	マーケット
indirekte	間接
kongedømme	王国
wallace	ウォレス
skjebne	運命
skjebne	運命
krim	クリミア半島
eiere	オーナー
eiere	所有者
hevn	復讐
hevn	報復
hevn	復讐
hevn	リベンジ
christmas	クリスマス
uss	uss
arizona	アリゾナ
pass	パスポート
pass	パスポート
pass	旅券
holt	ホルト
svakt	気絶
svakt	弱い
panama	パナマ
express	エクスプレス
express	急行
marc	マルク
marc	marc
trussel	脅威
trussel	威嚇
trussel	脅迫
trussel	威嚇
trussel	脅威
psykisk	メンタル
illustrasjoner	挿絵
illustrasjoner	イラスト
spør	ask
spør	尋ねる
symptomer	症状
symptomer	徴候
arrangementet	イベント
arrangementet	行事
drap	殺人
qing	清国
enke	未亡人
enke	死別
enke	未亡人
talte	スポーク
rita	リタ
tynt	薄い
tynt	細い
fernando	フェルナンド
revidert	改訂
melodien	メロディ
melodien	チューン
nivåer	レベル
nettsteder	サイト
nettsteder	ウェブサイト
pause	休憩
pause	ブレーク
pause	区切り
pause	休会
pause	休止
fetter	従姉妹
fetter	従兄弟
fetter	いとこ
faktorer	要因
rugby	ラグビー
operaen	opera
operaen	オペラ
forvandling	変換
dialekter	方言
hesten	ウマ
mini	ミニ
susan	スーザン
gutten	男の子
gutten	少年
gutten	ボーイ
management	経営
management	マネジメント
management	マネージメント
management	管理
brandenburg	ブランデンブルク
avskaffet	廃止
too	too
marco	マルコ
anslått	推定
innføring	紹介
innføring	導入
fremmede	よそ者
bibliografi	参考文献
biologisk	生物
natural	自然
natural	ナチュラル
jay	ジェイ
jay	カケス
mur	ウォール
channel	チャネル
channel	チャンネル
channel	海峡
retninger	方向
retninger	道順
pacific	パシフィック
aktører	俳優
italias	イタリア
statssekretær	次官
grave	ディグ
grave	掘る
grave	掘る
tabell	テーブル
bokser	ボックス
bokser	ボクサー
moderat	中道
guatemala	グアテマラ
guatemala	グアテマラ
valuta	通貨
valuta	通貨
skyte	シュート
symboler	シンボル
symboler	記号
skriftlige	筆記
tilnærmet	おおよそ
genève	ジュネーブ
genève	ジュネーヴ
lane	レーン
lane	車線
tapet	壁紙
peer	ピア
libya	リビア
grafisk	グラフィック
hovedpersonen	主人公
miss	ミス
theater	劇場
theater	シアター
theater	演劇
lagd	made
objekt	オブジェクト
spesifikke	特定
arkivet	書庫
arkivet	アーカイブ
hercegovina	ヘルツェゴヴィナ
organist	オルガニスト
rené	ルネ
rené	ルネ
treet	ツリー
joan	ジョーン
innsatt	受刑者
innsatt	囚人
kilo	ポンド
kilo	キロ
suksessen	サクセス
suksessen	成功
hage	庭園
alfa	alpha
alfa	アルファ
playstation	playstation
ramme	フレーム
erfaringer	エクスペリエンス
myers	マイヤーズ
ask	ask
ask	尋ねる
its	its
forlater	去る
trent	トレント
barnehage	幼稚園
pete	ピート
turné	ツアー
revisjon	監査
revisjon	改正
revisjon	改定
paulus	パウルス
paulus	ポール
paulus	パウル
løfte	エレベーター
løfte	リフト
lucas	ルーカス
short	短い
short	ショート
bud	入札
bud	バド
syke	病気
mikael	ミヒャエル
mikael	マイケル
ombygd	改宗
nintendo	任天堂
sergej	セルゲイ
anvendt	応用
raske	速い
raske	高速
setning	宣告
setning	センテンス
setning	文章
grunnlov	体質
grunnlov	憲法
volum	音量
volum	ボリューム
volum	体積
hammerfest	hammerfest
miles	マイル
toten	滔天
slektninger	親族
slektninger	親戚
måle	計測
måle	測定
cruz	クルス
renault	ルノー
dir	dir
effekter	エフェクト
effekter	効果
vektløfting	重量挙げ
seksjonen	セクション
mix	mix
mix	ミックス
mix	混ぜる
louisiana	ルイジアナ
prinsipper	原則
prinsipper	原理
resolusjon	解像度
fortid	過去
urban	アーバン
oksygen	酸素
memorial	追悼
memorial	記念碑
bremen	ブレーメン
observasjoner	観測
allan	アラン
ron	ロン
gren	支店
gren	支社
gren	ブランチ
gren	支部
monaco	モナコ
måler	測定
alliansen	アライアンス
jus	法律
jus	法学
tilstede	現在
tilstede	present
tilstede	プレゼント
koch	コッホ
mission	ミッション
sesongene	季節
sesongene	シーズン
reserve	リザーブ
holst	ホルスト
judo	柔道
unike	ユニーク
unike	独特
rifle	小銃
rifle	ライフル
catherine	キャサリン
produsenter	プロデューサー
produsenter	製造業者
mørkt	ダーク
mørkt	暗い
lysere	ライター
nøytral	中性
nøytral	ニュートラル
kritiske	クリティカル
trafikken	トラフィック
trafikken	交通
dramatiske	ドラマチック
rykte	評判
cook	コック
cook	クック
spencer	スペンサー
newton	ニュートン
leverer	届け
falle	落ちる
falle	落下
chr	chr
langvarig	長文
alger	アルジェ
alger	藻類
abel	アーベル
abel	アベル
dallas	ダラス
wagner	ワーグナー
wagner	ワグナー
universet	宇宙
aus	aus
voice	ボイス
voice	音声
want	欲しい
regelen	ルール
tendens	傾向
kjennetegn	特性
kjennetegn	特色
kjennetegn	特徴
iowa	アイオワ
santos	サントス
jordskjelv	地震
jordskjelv	地震
flekk	しみ
flekk	シミ
flekk	スポット
mari	マリ
vesen	生き物
behandles	処理
behandles	加工
engasjerte	婚約
calgary	カルガリー
misjonærer	宣教師
oversette	翻訳
oversette	翻訳
saksofon	サックス
alma	アルマ
sitte	座る
sitte	sit
akseptere	受け入れ
akseptere	受け入れる
akseptere	承認
hendelse	記事
hendelse	ストーリー
hendelse	物語
hendelse	イベント
hendelse	行事
militæret	軍事
militæret	軍隊
reisende	トラベラー
haug	パイル
dean	ディーン
knop	ノット
knop	結び目
stråling	放射線
stråling	放射
fremstilt	製造
gjester	ゲスト
identisk	同一
woman	女性
liberal	リベラル
essay	随筆
essay	エッセイ
essay	随筆
essay	エッセイ
essay	エセー
fjorten	fourteen
hudson	ハドソン
diskografi	作品
diskografi	ディスコグラフィ
dokument	ドキュメント
dokument	書類
dokument	文書
sammenligning	比較
spennende	わくわく
spennende	ドキドキ
spennende	エキサイティング
været	天候
været	天気
været	気象
retningen	方向
konkret	コンクリート
mona	モナ
adelen	貴族
alliert	アライ
alliert	アリー
plante	プラント
plante	植物
stars	stars
stars	スターズ
virksomheter	ビジネス
industrielle	工業
reaksjoner	リアクション
reaksjoner	レスポンス
reaksjoner	回答
beliggenhet	所在地
beliggenhet	ロケーション
beliggenhet	場所
utsagn	ステートメント
utsagn	ステートメント
utsagn	声明
individuell	個人
individuell	個別
fylle	埋める
burma	ビルマ
tillit	自信
tillit	信頼
tillit	トラスト
tillit	trust
tillit	信頼
call	通話
call	コール
hemmelighet	秘密
gregor	グレゴール
gregor	グレゴリー
rekkevidde	範囲
rekkevidde	レンジ
rekkevidde	リーチ
snakkes	トーク
farvann	ウォーターズ
gallery	ギャラリー
late	だらだら
late	怠け者
beskytter	パトロン
beskytter	保護
beskytter	プロテクター
vert	ホスト
vert	主催
vert	ホスティング
vert	主催
ufullstendig	未完成
gilbert	ギルバート
date	デート
date	日付
diskvalifisert	欠格
veg	ウェイ
melding	勧告
melding	メッセージ
melding	伝言
delstater	都道府県
delstater	状態
peace	ピース
peace	平和
levetid	生涯
levetid	通算
sekund	番目
sekund	セカンド
statsborgerskap	市民
datamaskiner	コンピューター
datamaskiner	コンピュータ
identifisere	識別
fair	フェア
dialekt	方言
marshall	マーシャル
sivil	文官
bond	結合
bond	ボンド
avslørt	啓示
avslørt	露出
reed	リード
larsson	ラーション
hevde	assert
bin	bin
minnet	メモリ
minnet	メモリー
minnet	記憶
vedrørende	に関して
monica	モニカ
nederlaget	敗北
oppfølger	続編
morris	モーリス
morris	モリス
avstemning	投票
evig	フォーエバー
bulgarsk	ブルガリア
mord	殺人
maksimal	最大
maksimal	maximum
grovt	ラフ
grovt	乱暴
dødsfall	訃報
number	番号
number	数値
number	ナンバー
synge	歌う
synge	sing
bestå	パス
girls	ガールズ
skule	学校
skule	スクール
sas	sas
hjørnet	コーナー
cia	cia
armstrong	アームストロング
terry	テリー
hyppig	頻繁
mig	mig
elias	エリアス
elias	イライアス
stalin	スターリン
mathias	マティアス
mathias	マチアス
bye	バイ
halen	尾翼
halen	しっぽ
halen	ヘイレン
fyrste	プリンス
avtaler	クーポン
produktet	製品
produktet	プロダクト
afrikansk	アフリカ
tolkning	解釈
tolkning	通訳
distanse	距離
pink	ピンク
pink	ナデシコ
journalister	ジャーナリスト
journalister	リポーター
regent	摂政
grace	恩寵
grace	グレース
grace	グレイス
lisboa	リスボン
venter	待ち
huske	remember
walisisk	ウェルシュ
netto	net
netto	ネット
railway	鉄道
formell	フォーマル
stiftelse	財団
stiftelse	ファンデーション
stiftelse	ファウンデーション
through	through
through	スルー
interessante	興味深い
interessante	おもしろい
interessante	面白い
argentinsk	アルゼンチン
argentinsk	アルゼンチン
fest	パーティ
fest	パーティー
forsvunnet	失踪
dyret	アニマル
dyret	動物
håndtere	ハンドル
kirkegården	墓地
middle	真ん中
middle	ミドル
bille	ビートル
beograd	ベオグラード
sammensetning	合成
sammensetning	構成
tråden	スレッド
sluttspillet	プレーオフ
sluttspillet	プレイオフ
orange	orange
orange	オレンジ
utdødd	絶滅
melk	牛乳
melk	ミルク
humor	ユーモア
humor	ユーモア
strøket	近所
strøket	近隣
police	警察官
police	ポリス
police	警察
museer	美術館
museer	博物館
konsul	領事
konsul	執政官
eksistens	存在
department	部署
department	学科
department	部門
stridsvogner	戦車
skulptur	彫刻
dana	ダナ
streng	厳重
streng	ストリング
pietro	ピエトロ
aktuell	タイムリー
velkommen	ようこそ
velkommen	歓迎
krigsskip	軍艦
krigsskip	軍艦
berkeley	バークリー
sanne	トゥルー
sanne	true
