panel	چھاج.
wstępny	تمہیدی
wstępny	ابتدائی.
wstępny	پیشتر.
niepokój	تشویش.
niepokój	فکر
przekraczającej	ممتاز.
przekraczającej	برتر.
harmonia	اتفاق.
harmonia	آہنگ
harmonia	اتفاق.
interesujący	دلچسپ
interesujący	دلپسند
duff	کھوٹا.
duff	نقلی
duff	شکستہ-
manipulacji	کارستانی
ciasta	انڈا
ciasta	مکھن
ciasta	نقدی.
groove	کھانچا
przestrzeganie	تعظیم.
przestrzeganie	روایت.
przestrzeganie	تعمیل
przestrzeganie	قانون
przestrzeganie	فرض
przestrzeganie	حکم
chłop	کسان
chłop	گنوار
chłop	کاشتکار
narracji	حکایت
cienka	چھانٹنا
cienka	کمزور
cienka	thinly
cienka	شاخوں
cienka	ہلکے
cienka	گھٹانا.
cienka	چھانٹنا
cienka	کمزور
cienka	دُبلا
cienka	thinly
cienka	شاخوں
cienka	رقیق
cienka	ہلکے
cienka	گھٹانا.
cienka	نحیف
cienka	لطیف
cienka	پتلا
sunset	بڑھاپا.
kozy	احمق.
separacji	جدائی
separacji	افتراق.
elf	پری
elf	چھلاوا
unikanie	پرہیز
unikanie	گریز
unikanie	احتراز
komunalnych	بلدیاتی
przeciwdziałania	خطرے
nastroje	امر
nastroje	بدمزاجی.
nastroje	بیزاری
apteka	دواخانہ
zimne	جوش
zimne	بالکل
zimne	جذبہ
zimne	مہر
zimne	زکام
zimne	مدّھم
zimne	یکلخت
zimne	شیتل
zimne	جوش
zimne	سرد
zimne	بالکل
zimne	جذبہ
zimne	بارِد
zimne	نزلہ
zimne	مہر
zimne	زکام
zimne	مدّھم
zimne	یکلخت
zimne	شیتل
nieregularne	اصول
nieregularne	مستقل
nieregularne	استثنائی
gorący	مشتاقانہ.
gorący	برانگیختہ
gorący	ُپرجوش
gorący	ضرب
gorący	جذباتی.
gorący	سرگرم
gorący	درشتی
gorący	گرمانا.
gorący	سختی
kosz	حرامی
bliskości	قربت
bliskości	نزدیکی
ucho	سماعت
ucho	اذن
ucho	توجہ.
krajobrazy	منظر
krajobrazy	پھیلواں
shepherd	راعی.
shepherd	چرواہا
shepherd	گڈریا
shepherd	راعی.
domku	(cabined
domku	ٹھونسنا.
celowe	عمداً.
celowe	دانستہ
celowe	بالارادہ
celowe	محتاط
celowe	غوروتأمل
przydatna	مفید
okrągła	اسطوانی
okrągła	حدود
okrągła	وسعت.
okrągła	محکم.
okrągła	(بعدہ
okrągła	ابھرواں
okrągła	مدوّر
okrągła	گول
okrągła	اسطوانی
okrągła	حدود
okrągła	وسعت.
okrągła	محکم.
okrągła	(بعدہ
okrągła	ابھرواں
okrągła	مدوّر
cisza	خاموشی
cisza	متین.
cisza	سادہ
cisza	سکون
cisza	ساکن
cisza	ٹھہراؤ.
cisza	خاموش
cisza	خاموشی
cisza	متین.
cisza	سادہ
cisza	سکون
cisza	ساکن
cisza	ٹھہراؤ.
cisza	رازداری
cisza	بھول.
cisza	نسیان
cisza	سنّاٹا.
cisza	رازداری
cisza	بھول.
cisza	خاموشی
cisza	نسیان
cisza	سنّاٹا.
marsie	مریخ
wodór	ہائڈروجن
niekorzystne	دشمنانہ.
niekorzystne	مخاصمانہ
niekorzystne	مخالفانہ.
niekorzystne	ناموافق
umieszczanie	مرتبہ.
umieszczanie	درجہ
skarbiec	چھلانگ.
skarbiec	جست
skarbiec	ریاست
trzciny	گنا
autonomiczne	قسری.
prezentacje	ڈراما
prezentacje	خطاب.
prezentacje	کھیل.
prezentacje	دینے
prezentacje	تماشا
prezentacje	اشیا
prezentacje	احضار
prezentacje	اطلاعات
licencje	اسلحہ
licencje	اجازت
licencje	اجازہ
licencje	اشاعت
licencje	رخصت
licencje	صداقت.
licencje	رضا
licencje	سند
robienie	ڈانٹ
robienie	جہد
robienie	کام
robienie	مار.
robienie	یافت
kern	کسان
kern	کرن.
kern	دیہاتی
kern	گنوار.
wypełnić	کافی
wypełnić	بھرنا
wypełnić	کافی
przywództwo	پہل
przywództwo	قیادت
erozji	گھسنے
erozji	فرسودگی.
uzależnienia	علّت.
uzależnienia	لت
uzależnienia	علّت.
amunicja	شیل
kitty	بلوٹا
kitty	بلونگڑا
nieskończenie	لاتعداد.
nieskończenie	کامل.
nieskończenie	زبردست
nieskończenie	عظیم
nieskończenie	لامحدود
nieskończenie	لاتعداد.
nieskończenie	کامل.
nieskończenie	زبردست
nieskończenie	عظیم
kaczki	دُبکنا
kaczki	بچنا
kaczki	پیارے
gleba	داغ
gleba	دھبّا
gleba	فضلہ
gleba	آلودگی.
gleba	گندگی
fajne	پُرلطف
fajne	تفریح
fajne	پُرلطف
fajne	بھدّا.
fajne	مشفق
fajne	برا
fajne	پسندیدہ
fajne	حسّاس
fajne	بااصول.
fajne	لطیف
fajne	باضابطہ
fajne	بھونڈا
fajne	مہربان
fajne	تحمل
fajne	پُرسکون
fajne	بردباری
fajne	ڈھیٹ
fajne	ٹھنڈک
fajne	بیگانہ
fajne	خنکی.
fajne	نامانوس
fajne	عوام
kieszeni	منّا
bzdury	کچرا.
bzdury	فضول
bzdury	بکواس
beau	سہیلا
beau	آشنا.
psi	ψ)
psi	بھیڑیے
psi	سگانہ.
psi	کلبی
straszny	ڈرائونا.
straszny	مہیب
straszny	شرمندہ.
straszny	نہایت.
straszny	بہت
straszny	جھرجھری
dotyk	بگاڑنا
dotyk	امتیاز
dotyk	جانچ
dotyk	مشق
dotyk	پرکھ
dotyk	امتحان
dotyk	ذرا
dotyk	ٹکرانا
dotyk	پھٹکی
dotyk	چٹکی
dotyk	بگاڑنا
dotyk	امتیاز
dotyk	لمس
dotyk	جانچ
dotyk	مشق
dotyk	پرکھ
dotyk	امتحان
dotyk	ذرا
dotyk	ٹکرانا
dotyk	پھٹکی
dotyk	چٹکی
przeglądarka	بینندہ.
przeglądarka	ناظر
rządowy	حکومت
rządowy	حکمرانی.
rządowy	حاکمی
tętnica	شریان
genetyki	کونیات
strzelać	تیزی
strzelać	دھکیلنا
strzelać	جیتنا.
strzelać	شاخ.
strzelać	چادر.
strzelać	ہلہّ
strzelać	گولف
strzelać	وار
strzelać	چمکنا.
strzelać	زد.
strzelać	along
strzelać	غلّہ
strzelać	غلیل
strzelać	گولی
strzelać	استعمال
mystic	علامتی.
mystic	مخفی.
mystic	باطنی
mystic	مراقبہ
mystic	عارفانہ
mystic	روحانی.
mystic	صوفی
mystic	رمزیہ
mystic	صوفیانہ
mystic	عارف
mystic	سالک
mystic	سرّی
pożyczki	دَین
pożyczki	قرضہ
pożyczki	گلی.
pożyczki	دین
pożyczki	قرضداری.
pożyczki	گلی.
pożyczki	قرض
pożyczki	دین
pożyczki	قرضداری.
stojąc	مرتبہ
stojąc	ممتاز
stojąc	عرصہ.
stojąc	حیثیت
stojąc	رکنیت
stojąc	بند
stojąc	مدّت
stojąc	استادہ.
stojąc	مقام
trafienie	سوجھنا
trafienie	چوٹ
trafienie	against
trafienie	فقرہ.
przypadkowe	غیرمتوقع.
przypadkowe	حادثاتی
przypadkowe	عارضی
przypadkowe	غیرارادی
przypadkowe	اتفاقی
odrębności	امتیاز
stawka	سمجھنا
stawka	مقام-
stawka	(بعدہ
stawka	درجہ
stawka	شرح
stawka	سمجھنا
stawka	مقام-
stawka	(بعدہ
stawka	درجہ
słabości	نقص.
słabości	ضعف.
słabości	(بعدہ
słabości	ہوکا-
słabości	لاغری
słabości	نقص.
słabości	ضعف.
słabości	ناتوانی
słabości	(بعدہ
słabości	ہوکا-
żebra	لگانا.
żebra	ستانا
żebra	پسلی.
żebra	جڑنا
żebra	چانپ.
żebra	لوہے
latające	اَدھر.
latające	مختصر
latające	معلق
latające	پُراں
latające	مستعجل
kaczka	دُبکنا
kaczka	بچنا
kaczka	پیارے
stracić	کھیل
stracić	دوڑ
stracić	ہارنا
stracić	وقت
motyla	اڑانے
niewolnictwa	بندگی.
niewolnictwa	غلامی
sigma	c.
sigma	σ
przychody	کمائی.
przychody	یافت
przychody	آمدنی
przychody	آمد
przychody	کمائی.
rezygnacja	استعفا
ruchomy	جَنگم.
surowy	کچا
surowy	ناشائستہ
surowy	بونگا
surowy	بھّدا
surowy	اصلی
surowy	سرد
surowy	خالص
surowy	نفاست
surowy	کچّا
surowy	بھّدا
surowy	اصلی
surowy	سرد
surowy	خالص
surowy	نفاست
surowy	کامل-
ząb	اثر
ząb	سن
ząb	دنداں
ząb	اثر
ząb	سن
ząb	دنداں
ząb	دانت
hodowlanych	تولید
hodowlanych	چلن
hodowlanych	(حیوانات
hodowlanych	رویہ
kabriolet	(الفاظ
direct	to
direct	اصلی
direct	مستقیم
direct	اشارے
direct	انتظام
direct	واضح
direct	انصرام
chmura	ابہام
chmura	تاریکی.
chmura	غول.
chmura	دُھندلانا
chmura	سایہ.
chmura	ابہام
chmura	ابر
chmura	تاریکی.
chmura	غول.
chmura	بادل
chmura	دُھندلانا
chmura	سایہ.
dojrzałe	(اکثربعدہ
dojrzałe	سرخ
dojrzałe	پکّی
dojrzałe	بالغ
dojrzałe	پھل
dojrzałe	مطالبہ)
dojrzałe	پختہ
dojrzałe	فہمیدہ
dojrzałe	رسیدہ
dojrzałe	سنجیدہ
dojrzałe	رسیدہ.
dojrzałe	مطالبہ)
dojrzałe	پختہ
dojrzałe	فہمیدہ
dojrzałe	رسیدہ
dojrzałe	سنجیدہ
dojrzałe	بالغ
dojrzałe	رسیدہ.
twarda	بمشکل
twarda	ظالم
twarda	لگاتار
twarda	مضبوط
twarda	ثابت
twarda	خ
twarda	بمشکل
twarda	ظالم
twarda	لگاتار
twarda	مضبوط
twarda	ثابت
twarda	سخت
twarda	کڑا
twarda	خ
twarda	سنگین
twarda	ہٹیلا
twarda	اکھڑ
twarda	اڑیل
wartościowy	قیمتی
systematyczne	عادی
systematyczne	باقاعدہ
federalna	وفاق
optyczny	بصری.
pomarańczowe	صبغہ
stado	in
stado	جماعت
stado	اون
stado	out
stado	گڈریا.
stado	گروہ
stado	ٹکڑی.
stado	نگہبانی
stado	گڈریا.
stado	گروہ
stado	غول
stado	ٹکڑی.
stado	نگہبانی
szklana	سوڈے
szklana	لگانا.
hałasu	ناگوار.
hałasu	اونچی
hałasu	اُچھالنا
hałasu	صوت
hałasu	غوغا.
hałasu	ناگوار.
hałasu	اونچی
hałasu	اُچھالنا
hałasu	آواز
hałasu	صوت
hałasu	غوغا.
hałasu	شور
przestarzałe	پرانا
przestarzałe	متروک.
przestarzałe	فرسودہ
przestarzałe	قدیم.
przestarzałe	منسوخ
przestarzałe	ابتدائی
przestarzałe	پسماندہ
przestarzałe	قدیم.
przestarzałe	منسوخ
przestarzałe	ابتدائی
przestarzałe	متروک
przestarzałe	پسماندہ
bum	گہری
okrąg	مدّت
okrąg	عرصہ
okrąg	ہاکی
okrąg	مدّت
okrąg	حلقہ
okrąg	عرصہ
okrąg	ہاکی
perła	مروارید
okulary	چشمہ.
bity	(سونا
bity	ہرایا
deszczowe	دن
walca	out
nienawiść	بیزاری
nienawiść	بغض.
nienawiść	نفرت
nienawiść	بیزاری
nienawiść	بغض.
nienawiść	بیزاری.
nienawiść	نفرت
nienawiść	بیزاری.
siedemnaście	17
siedemnaście	xvii
siedemnaście	xvii)
dziewiąta	نواں.
cyfra	عدد
latać	کتا.
latać	پرواز
latać	گھڑی
latać	سیانا
latać	ہشیار
latać	اڑنا
latać	لانگنا.
latać	مکھی
latać	طیران
latać	کتا.
latać	مگس
latać	پرواز
latać	گھڑی
latać	سیانا
latać	ہشیار
latać	اڑنا
latać	لانگنا.
latać	مکھی
latać	طیران
lekcja	ڈانٹنا.
lekcja	آموختہ.
zachęta	ترغیب
zachęta	مدّعا
zakładać	سنبھالنا
zakładać	ہتھیانا
kolonialnej	مستعمراتی
kelner	بیرا.
kelner	سینی
kozioł	احمق.
jastrząb	شکرا
jastrząb	لٹیرا
jastrząb	جنگجو
rozbite	شکستہ
rozbite	خراب-
rozbite	ناہموار
rozbite	ٹوٹی
filtry	روشنی
użyteczne	بکارآمد.
rude	رکیک
rude	بھرپور
rude	چالو
rude	اچانک
rude	بھولا
rude	گستاخ
rude	نفاست
zbadać	تلاش
zbadać	جانچنا.
księżycowy	(روشنی
księżycowy	رونق
księżycowy	مدّھم.
księżycowy	قمری.
potomkiem	جانشین
potomkiem	اولاد
łącznika	مواصلت
łącznika	تعاون
łącznika	آشنائی.
sankcji	فرمان
sankcji	حِلّت.
sankcji	روایت
sankcji	تحریم
sankcji	اجازت
sankcji	جواز
sankcji	ضابطہ
sankcji	تصدیق
sankcji	فرمان
sankcji	منظوری
sankcji	حِلّت.
sankcji	روایت
sankcji	تحریم
sankcji	اجازت
sankcji	جواز
sankcji	ضابطہ
sankcji	تصدیق
uśmiech	روشن
uśmiech	مسکرانا
uśmiech	بہلانا.
uśmiech	out
uśmiech	تبسّم
uśmiech	مسکراہٹ
uśmiech	ہنسی.
uśmiech	خوشنودی
odczyt	(ڈرامے
rurki	نلکی
rurki	نلکی
rurki	نالی
psychologiczny	نفس
psychologiczny	نفسیاتی.
psychologiczny	ذہنی
jadalne	خوراک.
jadalne	خوردنی
cierpienie	ابتلا
cierpienie	مصیبت
cierpienie	چوٹ
cierpienie	کرب
cierpienie	کوشش
cierpienie	اندوہ.
dziwna	جادوئی
dziwna	نصیب.
dziwna	طلسماتی
dziwna	نرالا
dziwna	جادوئی
dziwna	نصیب.
dziwna	طلسماتی
dziwna	نرالا
dziwna	عجیب
dziwna	غیر
dziwna	کسمساتا-
dziwna	نرالا
dziwna	نامانوس
dziwna	انجانا.
dziwna	غیر
dziwna	کسمساتا-
dziwna	نرالا
dziwna	نامانوس
dziwna	انجانا.
dziwna	عجیب
dziwna	ضمنی
dziwna	فاضل-
dziwna	ہنگامی
dziwna	انوکھا
dziwna	نرالا
dziwna	رقم
dziwna	زائد
dziwna	اتفاقی
dziwna	ضمنی
dziwna	فاضل-
dziwna	ہنگامی
dziwna	انوکھا
dziwna	نرالا
dziwna	رقم
dziwna	زائد
dziwna	اتفاقی
dziwna	عجیب
przynieść	دلانا
przynieść	اُگھانا
ostrzeżenia	انتباہ
ostrzeżenia	انتباہی
ostrzeżenia	تنبیہہ.
stawie	جوہڑ
oblubieńca	نوشہ
oblubieńca	دولھا
oblubieńca	نوشہ
oblubieńca	عریس
oblubieńca	دولھا
wiernie	وفادارانہ.
superior	بہتر
superior	رتبے
mak	گروہ
mak	لالہ
mak	گروہ
mak	لالہ
mak	کُوکنار
widzenie	بینائی
widzenie	بینائی
widzenie	نظر
widzenie	چونکہ
eksterminacji	استیصال
intensywności	چمک
intensywności	شدّت
intensywności	زیادتی.
oriental	سچا.
stack	پولا.
stack	انبار.
stack	خرمن
stack	گٹھا
grzebień	اون
grzebień	کنگھی
grzebień	شانہ
grzebień	کنگھا
grzebień	اون
grzebień	کنگھی
jelenie	آہو
jelenie	ہرن
jelenie	چکارا
groźby	دھمکی
transformacja	تحوّل
transformacja	تقلیب.
stopę	پا
cewki	مروڑنا
cewki	کنڈل
cewki	تار
cewki	مرغولہ
cewki	کنڈلی
cewki	لچّھا
nan	نان
rosy	شادابی
rosy	تازگی
rosy	شبنم
rosy	اوس
rosy	شادابی
rosy	تازگی
sans	بغیر
sans	بدون.
sans	بلا
wrogie	ناموافق.
talentu	فطانت
talentu	فطین
talentu	ذہانت.
soczewki	تال
soczewki	روشنی
soczewki	عدسہ
soczewki	تال
soczewki	روشنی
stylistyczne	اسلوب
stylistyczne	انداز
niewystarczające	نارسا
niewystarczające	کمتر.
niewystarczające	ناکافی
niewystarczające	نارسا
niewystarczające	کمتر.
popyt	ہنر
popyt	مانگنا
popyt	مطالبہ
jasper	یشب.
jasper	یشم
jajo	اکسانا
faktyczny	واقعی
faktyczny	صحیح
faktyczny	درست.
faktyczny	موجود
faktyczny	اصلی
faktyczny	حاضر
faktyczny	موجود
faktyczny	حقیقی
faktyczny	اصلی
faktyczny	حاضر
czasowa	دنیوی
czasowa	شقیقی.
czasowa	ارضی.
intensywność	چمک
intensywność	شدّت
intensywność	زیادتی.
edukacyjny	تعلیمی
edukacyjny	تعلیماتی
obwody	آنا
moody	اُداس
moody	برہمی
moody	بیزاری.
tanga	نارنجی.
zważywszy	بصورت
zważywszy	بلحاظ
spokojne	شانت
spokojne	ساکت
spokojne	پُرسکون.
posłuszeństwa	اطاعت.
liberalne	فیاضانہ
liberalne	وافر.
liberalne	بھرپور
liberalne	آزادخیال
liberalne	تعبیر)
liberalne	تشریح
kompromisu	تصفیہ
kompromisu	سمجھوتا
prekursor	نقیب
sekret	خفیہ
sekret	خفیہ
sekret	پوشیدہ
sekret	راز
syberyjski	سائبیریائی.
dostosować	سنوارنا
dostosować	موافقت
dostosować	میل
acz	تاحال.
acz	پھر
acz	تاحال.
acz	تاہم
acz	پھر
postrzelony	توپ
postrzelony	ہموار.
chandler	پنساری
chandler	صابن
chandler	تیل
upadła	پہاڑی
shell	سیپ
shell	صدف
shell	کوڑی
shell	خول
shell	سیپ
shell	صدف
shell	کوڑی
shell	قشر
marzenie	واہمہ
marzenie	غفلت
marzenie	آدرش
marzenie	سرخوشی
violet	بنفشیٔ.
target	مدّعا-
target	نشانہ
target	مقصود
target	مدّعا-
target	ہدف
target	نشانہ
target	مقصود
przekraczać	بیش
przekraczać	تجاوز
przekraczać	افزوں
humor	امر
humor	بدمزاجی.
humor	بیزاری
humor	سودا
humor	جھکائو
humor	پتیانا
humor	لگائو
obudowy	گھیرا
obudowy	جنگلہ
dostosowanie	موافقت.
dostosowanie	موافق
czystki	جلّاب.
czystki	تزکیے
czystki	مٹانا.
stożek	مخروط.
obiektyw	تال
obiektyw	روشنی
obiektyw	عدسہ
obiektyw	تال
obiektyw	روشنی
złożoność	الجھائو
złożoność	الجھن
złożoność	پیچیدگی
złożoność	الجھائو
złożoność	الجھن
złożoność	الجھائو
złożoność	الجھن
złożoność	پیچیدگی
tau	)
manhattanie	ورمتھ
zaraza	بلا
zaraza	آفت.
zaraza	کوسنا
zaraza	بلا
zaraza	آفت.
zaraza	کوسنا
zaraza	وبال
kochać	گرویدہ.
kochać	محبت
kochać	فریفتگی
kochać	شفقت.
kochać	بامحبت
symulacji	نقل
demona	دیو.
demona	ظالم
demona	شیطان
snoop	مفتش.
snoop	مخبر
snoop	ٹوہ.
potwierdzające	توثیقی
zdolna	قابل
zdolna	ہنرمند.
zdolna	فاضل
zdolna	قابل
zdolna	لائق
zdolna	ہنرمند.
zdolna	فاضل
zdolna	فطین
zdolna	لئیق
zdolna	اہل
zdolna	سازگار
zdolna	باصلاحیت.
zdolna	اہل
zdolna	لائق
zdolna	سازگار
zdolna	باصلاحیت.
met	موسمیاتی.
udo	ران.
tajemnicza	سرّی.
tajemnicza	مخفی
tajemnicza	رازداری
tajemnicza	خفیہ
tajemnicza	پوشیدہ
tajemnicza	نامعلوم
tajemnicza	رمزیت
tajemnicza	رازداری
tajemnicza	خفیہ
tajemnicza	پوشیدہ
tajemnicza	راز
tajemnicza	نامعلوم
tajemnicza	رمزیت
tajemnicza	بھید
fosy	کھائی.
wyświetlacz	نظرفریبی.
wyświetlacz	مظاہرہ.
wyświetlacz	تماشا.
wyświetlacz	نمائش
wyświetlacz	دکھاوا
zaprzestanie	وقفہ
zaprzestanie	روکنا
zaprzestanie	ترک
zaprzestanie	بند
zaprzestanie	ترک
zaprzestanie	موقوفی
zaprzestanie	اختتام
zaprzestanie	انقطاع
meteor	شہابیہ
oskarżenie	اتہام.
oskarżenie	الزام
oskarżenie	مواخذہ
oskarżenie	کارروائی
psie	پکڑ
psie	کتا.
psie	کتا
psie	گھٹیا
psie	گرفت
wiążące	عائد.
wiążące	لازمی
wiążące	ناگزیر
zwycięski	مظفر
zwycięski	فاتح
zwycięski	منصور.
rowu	نالہ
rowu	ہرانا
rowu	نکاس
rowu	نالی
rowu	خندق
rowu	نالہ
rowu	ہرانا
rowu	کھائی
rowu	نکاس
rowu	نالی
mieszanina	تخلیط
mieszanina	ملانے
mieszanina	مرکب.
mieszanina	تخلیط
mieszanina	ملانے
mieszanina	مرکب.
mieszanina	آمیزہ
odnowienia	اعادہ
odnowienia	تجدید
odnowienia	اعادہ
łonie	رحم
łonie	کوکھ.-
łonie	منبع
łonie	رحم
łonie	کوکھ.-
łonie	دھرن
łonie	منبع
rozmnażania	توسیع
rozmnażania	پھیلاؤ
cache	دولت
ciepły	(رنگ
ciepły	تاؤ
ciepły	مخلصانہ-
ciepły	عاشقانہ
ciepły	ادماتا.
ciepły	گلابی
ciepły	عمل
ciepły	سخت-
ciepły	دوستانہ
ciepły	دشوار
ciepły	گرم
ciepły	(رنگ
ciepły	تاؤ
ciepły	مخلصانہ-
ciepły	عاشقانہ
ciepły	ادماتا.
ciepły	گلابی
ciepły	عمل
ciepły	سخت-
ciepły	دوستانہ
ciepły	دشوار
przybrzeżne	ساحلی
kropka	بندی
kropka	بُندکی
kropka	مارنا
bezdomnych	نگھرا
szermierka	احاطہ
szermierka	تلوارچلانا
arki	پیٹی.
arki	صندوق
horyzont	تجربے
ogrodzenia	احاطہ
ogrodzenia	تلوارچلانا
ogrodzenia	ٹالنا
ogrodzenia	گھیرنا
ogrodzenia	جنگلہ
ogrodzenia	ٹالنا
ogrodzenia	گھیرنا
ogrodzenia	جنگلہ
ogrodzenia	باڑ
palenie	دھواں
palenie	کھلا
palenie	شدید
palenie	نہایت
palenie	ظاہر
skrzynka	ڈھوڈا.
skrzynka	ڈھانچا
wejściowe	انداختہ.
rekreacyjne	تفریحی
rosnąć	قد
rosnąć	مرتبے
rosnąć	پختہ
rosnąć	بونا
rosnąć	اُگنا
rosnąć	ہویدا
rosnąć	فزوں
rosnąć	اپجنا.
rosnąć	نمو
rosnąć	بالغ.
rosnąć	پھل
rosnąć	گدرایا
rosnąć	پیدا
rosnąć	حجم
rosnąć	قد
rosnąć	مرتبے
rosnąć	بڑھنا
rosnąć	پختہ
rosnąć	بونا
rosnąć	اُگنا
rosnąć	ہویدا
rosnąć	فزوں
rosnąć	اپجنا.
rosnąć	نمو
rosnąć	بالغ.
rosnąć	پھل
rosnąć	گدرایا
rosnąć	پیدا
rosnąć	حجم
pik	قدر
pik	پھننگ
pik	قیمت
pik	شرح
pik	مرگھلّا.
pik	تعّدد
pik	خوبی
pik	قسم
pik	تیشہ
pik	پھاوڑا.
właściwość	عملداری.
właściwość	دادگستری.
właściwość	وصف
właściwość	خصوصیت
właściwość	مکان
właściwość	خاصیت.
właściwość	ملکیت
grad	پتھروں
grad	اولے
grad	تسلیم
grad	برسنا.
grad	حملہ
grad	تحسین
grad	ژالہ.
grad	کورنش.
grad	سلام
ważność	برجا
ważność	جائز
ważność	(دلیل
ważność	معقولیت
poprawka	ترمیم
poprawka	تعزیر
poprawka	اصلاح
poprawka	سزا
suszy	تشنگی
suszy	خشکی.
suszy	سوکھا.
suszy	یبوست
dążyć	(بعدہ
matta	ماند
matta	مدّھم
ewolucję	گیس
ewolucję	کشادگی.
ewolucję	واقعات
wojownika	جنگی
mgławicy	سدیم
fontanny	soda-fountain
fontanny	تیل
fontanny	منبع
fontanny	soda-fountain
fontanny	تیل
dolly	dolly-bird
ergo	پس.
ergo	لہٰذا
przeżycie	شے
przeżycie	عمل
gruszka	ناشپاتی
kucharz	بگاڑنا
kucharz	طباخ
kucharz	بگاڑنا
kucharz	باورچی
kucharz	طباخ
kucharz	باورچی
szaniec	روک
szaniec	پشتہ
wyjątkowych	استثنائی.
wyjątkowych	نمایاں.
zimno	جوش
zimno	بالکل
zimno	جذبہ
zimno	مہر
zimno	زکام
zimno	مدّھم
zimno	یکلخت
zimno	شیتل
zimno	جوش
zimno	سرد
zimno	بالکل
zimno	جذبہ
zimno	بارِد
zimno	نزلہ
zimno	مہر
zimno	زکام
zimno	مدّھم
zimno	یکلخت
zimno	شیتل
wydzielania	ریزش.
wydzielania	اخفا
wydzielania	پوشیدگی
drapieżne	ظالم
radykalnie	بڑھیا
radykalnie	اساس
radykalnie	اساسی-
radykalnie	جڑ
radykalnie	عمیق
obliczania	کائیاں.
obliczania	چالاک
obliczania	کائیاں.
pieniężnej	زری
piorun	گرجنا
piorun	گرج
piorun	رعد
piorun	چٹخنی
piorun	فرار
piorun	چُننا.
piorun	سٹکنا.
piorun	بیننا
guzik	ٹانکنا-
guzik	تکمہ
guzik	شمشیرزنی
guzik	ٹانکنا-
guzik	تکمہ
guzik	بٹن
guzik	شمشیرزنی
obróbka	برتاؤ
obróbka	علاج.
obróbka	سلوک
debata	بحث
skarga	نالش
skarga	فریاد.
skarga	شکایت
skarga	شکوہ
skarga	تکلیف
skarga	مرض.
nomenklatury	اصولی
nomenklatury	فہرست
widowisko	تماشا
onkologii	سلعیات
moralność	کہاوت
moralność	مقولہ
moralność	اخلاق
państwowości	باقاعدہ
pragnąc	خواہشمند
pragnąc	متمنی
crimson	سرخ
witaj	سلامت
witaj	مبارک
witaj	(بعدہ
noga	پائینچہ.
bicie	شکست.
współpracują	غداری
nastroju	امر
nastroju	بدمزاجی.
nastroju	بیزاری
bezpośrednia	to
bezpośrednia	اصلی
bezpośrednia	مستقیم
bezpośrednia	اشارے
bezpośrednia	انتظام
bezpośrednia	واضح
bezpośrednia	انصرام
skończyć	مکمل
skończyć	لکڑی
skończyć	تہذیب
taktyka	تعیناتی
taktyka	پینترا.
taktyka	تدبیر
taktyka	چال
dzwonek	اکمامہ.
dzwonek	(بعدہ
dzwonek	موڑنا.
głosujemy	ووٹ-
głosujemy	against
głosujemy	رائے
głosujemy	ووٹ-
głosujemy	against
cedar	چیڑ
cedar	پھیلتا
maści	بلسان.
maści	بلسان.
maści	مرہم
pace	دھیمی
pace	دھیمی
pace	گت
creed	مسلک
creed	معتقدات
stabilna	اصطبل.
stabilna	چوٹ
stabilna	مستحکم
stabilna	استوار
stabilna	پکاّ
stabilna	فہمیدہ.
stabilna	مضبوط
yard	باڑا
yard	گز
yard	احاطہ
imigranci	مہاجر
imigranci	ہجرتی.
branch	دریا
świetne	مقدار
świetne	اہم
świetne	شوقین
świetne	ممتاز
świetne	شاندار
świetne	وسیع
świetne	برتر
świetne	وسعت
świetne	پُرشکوہ
świetne	فاضل.
świetne	اکبر
świetne	ماہر
świetne	نمایاں
świetne	مقدار
świetne	اہم
świetne	شوقین
świetne	ممتاز
świetne	شاندار
świetne	وسیع
świetne	برتر
świetne	وسعت
świetne	پُرشکوہ
świetne	فاضل.
świetne	اکبر
świetne	ماہر
świetne	عظیم
świetne	نمایاں
zdobycz	صید.
zdobycz	(مرض
dziewica	کورا/کوری
dziewica	راہبہ
dziewica	اچھوتی.
dziewica	ناری
dziewica	کنواری.
dziewica	بھولا
dziewica	باکرہ
dziewica	انیلی-
dziewica	کورا/کوری
dziewica	راہبہ
dziewica	اچھوتی.
dziewica	ناری
dziewica	کنواری.
dziewica	بھولا
dziewica	باکرہ
dziewica	انیلی-
dziewica	دوشیزہ
wylot	آزمائش
wylot	روانگی
wylot	آزمائش
dożywocie	زندگی
dożywocie	اصلی
dożywocie	موقع
dożywocie	اضطرار
dożywocie	اتفاق
dożywocie	باری
dożywocie	اعمال
dożywocie	حقیقی
dożywocie	چونچالی
dożywocie	زندگی
dożywocie	اصلی
dożywocie	موقع
dożywocie	جان
dożywocie	اضطرار
dożywocie	اتفاق
dożywocie	باری
dożywocie	اعمال
dożywocie	حیات
dożywocie	حقیقی
dożywocie	چونچالی
kampus	یونیورسٹی.
gęsi	بدّھو
sympatii	شرکت
sympatii	اکثربعدہ
sympatii	ہمدردی.
sympatii	تعزیت.
kryminalne	قبیح.
kryminalne	مذموم
kryminalne	مجرم
pryzmat	مستوی
pryzmat	مخروط
pryzmat	مستوی
pryzmat	منشور
pryzmat	مخروط
sprawdzanie	تنقیہ
sprawdzanie	اقرار
sprawdzanie	تھامنا
