magnolia	magnolia
grey	grau
como	como
como	comer
cartiere	nachbarschaften
cartiere	viertel
cartiere	stadtteile
cartiere	stadtviertel
cartiere	ortsteile
cartiere	stadtviertel
cartiere	ortsteile
cartiere	landkreise
cartiere	bezirke
cartiere	distrikte
cartiere	stadtviertel
stand	messestand
stand	ständer
stand	stehen
stand	stand
stand	sitzt
stand	sitzung
stand	sitzend
stand	sitze
stand	sitzen
sanse	chancen
sanse	chance
sanse	gelegenheit
sanse	zufall
sanse	chancen
sanse	chance
sanse	gelegenheit
sanse	zufall
sanse	quoten
sanse	chancen
sanse	wahrscheinlichkeiten
sanse	quote
guvernele	regierungen
confederatia	eidgenossenschaft
confederatia	konföderation
confederatia	bund
confederatia	eidgenossenschaft
confederatia	dachverband
confederatia	konföderation
ward	ward
localnicilor	anwohner
localnicilor	einheimische
localnicilor	einheimischen
organisme	lebewesen
organisme	organismus
organisme	erreger
organisme	organismen
organisme	karosserien
organisme	gremien
organisme	körper
organisme	körperschaften
consul	konsul
deciziile	entscheidungen
deciziile	beschlüsse
nevada	nevada
iarba	gras
iarba	grass
iarba	rasen
iarba	unkraut
iarba	gras
iarba	gras
iarba	grass
iarba	rasen
iarba	unkraut
iarba	gras
completat	abgeschlossen
completat	fertiggestellt
completat	beendet
comitet	ausschuss
comitet	ausschüsse
comitet	ausschuß
comitet	komitee
capabila	fähige
capabila	fähig
capabila	fähiger
capabila	fähige
capabila	fähig
capabila	fähiger
masiva	massiven
masiva	gewaltig
masiva	massiv
masiva	massiver
masiva	massive
saga	saga
saga	sage
natalia	natalja
natalia	natalja
natalia	natalia
anexate	beigefügten
anexate	beigefügt
celtic	celtic
celtic	keltische
celtic	keltischen
arestarea	verhaften
arestarea	festnehmen
arestarea	verhaften
arestarea	festnahme
arestarea	verhaftung
arestarea	festnehmen
hart	hart
vanzarea	verkauf
vanzarea	sale
bella	bella
daily	täglich
daily	tägliche
daily	tägliches
daily	daily
volinskii	wolynskyj
rit	ritual
rit	ritus
sectie	revier
chitarist	gitarrist
chitarist	gitarristen
memoriam	memoriam
sociologie	soziologie
sociologie	sozialwissenschaften
variabila	variable
variabila	variabler
variabila	unterschiedlich
variabila	variabel
variabila	variablen
variabila	variable
variabila	variabler
variabila	unterschiedlich
variabila	variabel
variabila	variablen
antrenat	trainiert
antrenat	ausgebildet
antrenat	geschult
divine	göttlichen
divine	göttlich
divine	göttliche
divine	himmlisch
grecesc	griechischen
grecesc	griechen
grecesc	grieche
grecesc	griechisch
grecesc	griechische
sabia	degen
sabia	schwert
proiectarea	entwurf
proiectarea	gestaltung
proiectarea	konstruktion
proiectarea	design
proiectarea	planung
existent	vorhandenen
existent	bestehenden
existent	vorhandene
existent	bestehende
instalarea	einbau
instalarea	installation
instalarea	installieren
instalarea	anlage
instalarea	installation
instalarea	installieren
afectata	betroffene
afectata	beeinträchtigt
afectata	betroffenen
afectata	betroffen
afectata	betroffene
afectata	beeinträchtigt
afectata	betroffenen
afectata	betroffen
franci	franc
franci	franken
franci	francs
franci	franks
franci	franken
tropicale	tropen
tropicale	tropical
tropicale	tropische
tropicale	tropischen
tropicale	tropisches
kane	kane
puerto	puerto
cheltuielile	ausgaben
cheltuielile	aufwendungen
cheltuielile	ausgaben
cheltuielile	kosten
cheltuielile	spesen
cheltuielile	unkosten
cheltuielile	aufwendungen
costurile	kosten
tehnologic	technologisches
tehnologic	technologische
semnate	signiert
semnate	unterzeichnete
semnate	unterzeichnet
semnate	unterschrieben
vai	tälern
vai	täler
opereaza	operieren
opereaza	betreiben
opereaza	betreibt
opereaza	operiert
dallas	dallas
opune	widersetzen
opune	gegen
retezat	abgetrennt
retezat	abgetrennten
atingand	abhören
atingand	klopfen
atingand	tippen
geometrie	geometrie
notele	qualitäten
notele	besoldungsgruppen
notele	sorten
notele	noten
calde	warmen
calde	wärme
calde	warm
calde	warme
clienti	kunden
clienti	abnehmer
clienti	kundschaft
clienti	kunden
clienti	abnehmer
clienti	kundschaft
clienti	klienten
clienti	kunden
clienti	mandanten
clienti	kundschaft
clienti	auftraggeber
calul	pferde
calul	reiten
calul	pferd
abuz	misshandlungen
abuz	misshandlung
abuz	missbrauch
abuz	mißbrauch
abuz	missbrauchs
unghi	blickwinkel
unghi	winkel
piacenza	piacenza
madagascar	madagaskar
madagascar	kapverden
relativa	relative
relativa	relativ
relativa	relativer
relativa	verwandte
interventii	eingriffe
interventii	interventionen
interventii	eingriffe
interventii	interventionen
examenul	examen
examenul	prüfung
examenul	aufnahmeprüfung
operatie	betrieb
operatie	arbeitsweise
operatie	operation
operatie	operationen
operatie	operation
operatie	chirurgie
operatie	op
voivodina	vojvodina
peisajul	landschaft
peisajul	naturlandschaft
peisajul	landschaften
copaci	bäumen
copaci	bäume
urs	bären
urs	tragen
urs	bear
urs	bär
nina	nina
stalpi	säulen
stalpi	pfeiler
stalpi	grundpfeiler
stalpi	säule
stalpi	stützen
divortat	geschieden
divortat	scheidung
divortat	geschiedene
divortat	geschieden
divortat	scheidung
divortat	geschiedene
stratul	ebene
stratul	schicht
stratul	layer
plantele	anlagen
plantele	pflanzen
plantele	pflanze
orientala	oriental
orientala	orientalischen
orientala	orientalische
rick	rick
politist	polizist
politist	cop
politist	bulle
politist	polizist
politist	polizisten
politist	polizist
politist	cop
politist	bulle
politist	polizist
politist	polizisten
jeremy	jeremy
locuitor	resident
locuitor	ansässig
locuitor	wohnsitz
locuitor	wohnhaft
locuitor	einwohner
ueda	ueda
cafea	kaffee
cafea	kaffeemaschine
cafea	kaffe
cafea	kaffees
profesional	fachmann
profesional	professionellen
profesional	professionell
profesional	profi
profesional	professionelle
profesional	professionell
profesional	beruflich
aziz	aziz
weber	weber
guvernarea	regierungsführung
guvernarea	unternehmensführung
guvernarea	governance
guvernarea	steuerung
ascensiunea	himmelfahrt
ascensiunea	auffahrt
ascensiunea	auferstehung
ascensiunea	aufstieg
ofiterii	beamte
ofiterii	amtsträger
ofiterii	offiziere
ofiterii	polizisten
straturi	schichten
straturi	lagen
straturi	layer
straturi	ebenen
ferma	hof
ferma	farm
ferma	landgut
ferma	bauernhof
ferma	bauernhaus
ferma	hof
ferma	farm
ferma	landgut
ferma	bauernhof
ferma	bauernhaus
teoretice	theoretischen
teoretice	theoretisches
teoretice	theoretischer
teoretice	theoretische
teoretice	theoretisch
urmate	gefolgt
urmate	folgten
urmate	abonniert
urmate	folgte
nacional	nacional
munchen	münchen
ivanovici	iwanowitsch
urmarirea	verfolgen
urmarirea	tracking
urmarirea	verfolgung
groza	groza
echipaj	besatzung
echipaj	besatzungsmitglieder
echipaj	mannschaft
echipaj	crew
rachel	rachel
vecini	nachbarschaft
vecini	nachbarn
vecini	nachbar
vecini	nachbarschaft
vecini	nachbarländer
vecini	nachbarn
vecini	nachbar
vecini	nachbarstaaten
patron	patron
dosarul	verzeichnis
dosarul	ordner
dosarul	heft
dosarul	mappe
click	klickt
click	klicke
click	anklicken
click	klick
click	klicken
iris	iris
rama	rahmen
rama	frame
rama	gestell
rama	rahmens
rama	rama
rama	rahmen
rama	frame
rama	gestell
rama	rahmens
afganistan	afghanistan
interzise	verbotene
interzise	untersagt
interzise	verbotenen
interzise	unzulässig
interzise	verboten
interzise	verbotene
interzise	untersagt
interzise	verbot
interzise	unzulässig
interzise	verboten
miles	meilen
miles	miles
miles	kilometer
sfinte	heilig
sfinte	heilige
sfinte	heiligen
sfinte	holy
sfinte	heiliger
tolstoi	tolstoi
impactul	impact
impactul	auswirkung
impactul	wirkung
impactul	auswirkungen
impactul	einfluss
impactul	reichweite
impactul	erreiche
impactul	reach
impactul	erreichen
trentino	trentino
ouest	ouest
abilitatea	fähigkeit
abilitatea	befähigung
abilitatea	fähigkeiten
tango	tango
designer	konstrukteur
designer	designer
southern	süden
southern	süd
southern	southern
southern	südliches
southern	südlichen
southern	südliche
cultivarea	anbau
politicieni	politikern
politicieni	politiker
demografice	bevölkerung
demografice	demographie
demografice	einwohnerzahl
demografice	demografische
demografice	demografie
demografice	demographischen
demografice	demographische
demografice	bevölkerungs
demografice	demografie
inlocui	ersetzt
inlocui	ersetzung
inlocui	ersatz
inlocui	ersetzen
inlocui	austauschen
botezat	getauft
botezat	getauft
botezat	taufen
botezat	getauft
teoriile	theorien
teoriile	theorie
adeseori	häufig
adeseori	oft
adeseori	oftmals
living	lebendigen
living	leben
living	lebende
living	wohnen
living	living
orientarea	ausrichtung
orientarea	orientierung
metz	metz
stefano	stefano
modificate	modifizierte
modificate	abgeändert
modificate	modifiziert
modificate	geändert
modificate	verändert
difuzate	verbreiteten
difuzate	verbreitete
difuzate	verbreitet
candidati	kandidaten
candidati	bewerber
candidati	beitrittskandidaten
candidati	anwärter
candidati	kandidaten
candidati	bewerber
candidati	beitrittskandidaten
candidati	anwärter
remarcabila	bemerkenswerten
remarcabila	bemerkenswerte
remarcabila	bemerkenswert
remarcabila	bemerkenswertes
remarcabila	auffallend
remarcabila	bemerkenswerten
remarcabila	bemerkenswerte
remarcabila	bemerkenswert
remarcabila	bemerkenswertes
remarcabila	auffallend
incetarea	beendigung
incetarea	kündigung
incetarea	auflösung
variantele	varianten
vorbim	vortrag
vorbim	gespräch
vorbim	reden
vorbim	talk
intarit	verstärkte
intarit	gestärkt
intarit	verstärkt
intarit	verstärkte
intarit	gestärkt
intarit	verstärkt
intarit	verstärkung
intarit	verstärkter
experimente	experimenten
experimente	versuche
experimente	experimentiert
experimente	experimente
divizata	geteilte
divizata	aufgeteilt
divizata	geteilt
divizata	gespalten
princeton	princeton
presedintia	vorsitz
presedintia	präsidium
presedintia	ratspräsidentschaft
presedintia	vorsitz
presedintia	präsidentschaft
navigatie	schiffahrt
navigatie	navigieren
navigatie	navigation
navigatie	schifffahrt
navigatie	navigationssystem
navigatie	schiffahrt
navigatie	navigieren
navigatie	navigation
navigatie	schifffahrt
navigatie	navigationssystem
navigatie	segeln
navigatie	segelboot
bratul	arm
aurul	gold
aurul	goldene
litera	schreiben
litera	buchstaben
litera	brief
litera	buchstabe
participant	teilnehmers
participant	teilnehmer
australiei	australien
violent	gewalttätigen
violent	gewalt
violent	gewalttätig
violent	gewalttätige
violent	gewaltsam
violent	heftig
joyce	joyce
delle	delle
regiunilor	regionen
avantaj	vorteil
acceptate	angenommen
acceptate	akzeptierten
acceptate	akzeptierte
acceptate	akzeptiert
genetica	genetische
genetica	genetisch
genetica	genetischen
genetica	gentechnik
genetica	genetik
genetica	gentechnik
genetica	genetik
genetica	gentechnik
brunswick	brunswick
brunswick	braunschweig
colegiu	kollegium
colegiu	hochschule
colegiu	college
nucleu	kern
nucleu	core
nucleu	kernkompetenzen
nucleu	herzstück
nucleu	kernel
nucleu	kernels
nopti	nächte
nopti	übernachtungen
nopti	nachts
nopti	nächte
nopti	übernachtungen
nopti	nachts
amiralul	admiral
konrad	konrad
rezerve	naturschutzgebiete
rezerve	rücklagen
rezerve	währungsreserven
rezerve	reserven
rezerve	rückstellungen
increderea	selbstvertrauen
increderea	vertrauen
increderea	zuversicht
niger	niger
tiparite	bedruckt
tiparite	gedruckte
tiparite	gedruckt
villeneuve	villeneuve
tommy	tommy
proiectata	gestaltet
proiectata	entworfen
proiectata	entwarf
proiectata	konzipiert
proiectata	projiziert
proiectata	prognostizierte
supraveghere	betreuung
supraveghere	überwachung
supraveghere	aufsicht
supraveghere	beaufsichtigung
supraveghere	kontrolle
supraveghere	überwachung
supraveghere	videoüberwachung
supraveghere	bewachung
rap	rap
popularitatea	beliebtheit
popularitatea	populär
popularitatea	popularität
decan	dekan
decan	dean
brest	brest
française	française
surorile	sisters
surorile	schwestern
nepot	neffen
nepot	neffe
nepot	enkel
extindere	erweiterung
extindere	osterweiterung
extindere	ausweitung
extindere	expansion
extindere	ausdehnung
extindere	ausbau
extindere	erweiterung
extindere	ausweitung
extindere	verlängerung
extindere	ausdehnung
extindere	ausbau
extindere	erweiterung
dune	dünen
dune	dune
fundamental	grundsätzlich
fundamental	grundlegend
fundamental	fundamental
fundamental	grundlegenden
fundamental	grundlegende
fundamental	grundlegendes
fundamental	grundlegend
fundamental	grundrechte
doamne	god
doamne	allah
doamne	gottes
doamne	gott
indirect	mittelbar
indirect	indirekt
indirect	indirekte
indirect	indirekter
indirect	indirekten
indirect	indirekt
indirect	mittelbar
pure	pur
pure	reine
pure	rein
pure	pure
episoadele	folgen
episoadele	episoden
