और	and
घंटा	hours
घंटा	hour
मुखिया	chief
मानवता	humanity
मानवता	humanities
सहकारी	cooperative
दुश्मन	enemy
दुश्मन	foe
लीटर	litres
लीटर	litre
गुर्दे	kidneys
मीनार	tower
मीनार	minaret
द्वितीयक	secondary
वक़्त	time
आस्ट्रेलिया	australia
कॉफी	coffee
विशेषज्ञता	concentration
विशेषज्ञता	expertise
विनिर्माण	manufacturing
फाइबर	fiber
परेशानी	difficulty
परेशानी	trouble
संतुलित	balanced
जंग	jung
संक्रामक	infectious
संक्रामक	contagious
दिमाग	brain
दिमाग	mind
दिमाग	brains
इंटर	inter
वयस्कों	adults
हवेली	haveli
सहन	endure
बरकरार	intact
टेबल	table
टेबल	tables
स्कॉट	scott
मैड्रिड	madrid
गढ़	bastion
जागरूकता	awareness
माधव	madhava
अस्थि	bone
सीबीएस	cbs
कुंजी	keys
कुंजी	key
रोटी	roti
रोटी	bread
स्क्वायर	square
स्क्वायर	skype
मंदी	recession
निर्देशांक	coordinate
निर्देशांक	coordinates
मिमी	mimi
जरुरत	requirement
इराक	iraq
प्रशंसक	fans
प्रशंसक	fan
निवेशकों	investor
निवेशकों	investors
सेठ	seth
आँकड़े	statistics
आँकड़े	stats
औजार	tool
प्रसंस्करण	processing
मन्त्र	mantra
मन्त्र	mantras
उदार	generous
उदार	liberal
मूर्तियों	idols
मुद्दा	issue
स्वाधीनता	liberty
भाषाएं	languages
एयरलाइन	airbus
एयरलाइन	airline
एयरलाइन	airlines
तस्वीरें	pictures
तस्वीरें	photos
ग्रेड	grade
ग्रेड	grades
सब्जी	vegetable
बोइंग	boeing
आत्मकथा	autobiography
सवारी	riding
सवारी	ride
कपड़ा	textile
कपड़ा	fabric
कपड़ा	textiles
झा	jha
प्लस	plus
विक्रमादित्य	vikramaditya
गंध	odor
गंध	smell
अंटार्कटिका	antarctica
गोद	laps
गोद	lap
छुट्टी	vacation
छुट्टी	holiday
यंग	young
अल्लाह	god
अल्लाह	allah
राइट	wright
सम्पत्ति	property
नित्य	daily
पेट्रोलियम	petroleum
दक्ष	nimble
प्रस्थान	departure
दहन	combustion
आंख	eye
पालतू	pet
पालतू	pets
संचित	accumulated
संचित	consolidated
लाला	lala
उधार	borrowed
उधार	borrowing
अनुभवी	experienced
टोनी	tony
सजीव	living
सजीव	live
सजीव	organism
यूनिट	units
यूनिट	unit
स्टेट्स	states
शायर	shire
कविताएँ	poems
दीर्घा	gallery
शॉट	shot
शॉट	shots
मिस्टर	mister
थाई	thai
कोर्स	course
चिकित्सकों	therapy
चिकित्सकों	doctors
वॉशिंगटन	washington
वस्तुएं	items
फैसले	decisions
भोज	banquet
परिधि	circumference
प्रसव	childbirth
मानस	manas
उपेक्षा	neglect
कराते	karate
उत्तेजित	tumultuous
उत्तेजित	hyper
उत्तेजित	excited
उत्तेजित	pumped
अनावश्यक	unwanted
अनावश्यक	unnecessary
अनावश्यक	redundant
क्षतिग्रस्त	damaged
वाई	vai
सेवक	servant
नाव	boat
फिल्मी	film
शर्करा	carbohydrate
पंच	punch
बोला	spoken
विघटन	dissolution
विघटन	disintegration
अनौपचारिक	informal
स्तूप	stupa
साम्यवादी	communism
अरुणाचल	arunachal
क्षमताओं	capabilities
प्रासंगिक	relevance
प्रासंगिक	relevant
लहर	wave
सल्फेट	sulfate
कूद	jump
कूद	jumped
कूद	jumping
प्रत्यय	suffix
प्रत्यय	suffixes
रावत	rawat
परंपराओं	traditions
ऊन	fleece
ऊन	wool
नासा	nasa
ब्रह्मांड	universe
ब्रह्मांड	cosmos
हीरो	hero
विराम	comma
रियो	rio
पंचम	fifth
विकृत	degenerate
विकृत	distort
सांख्यिकीय	statistical
सैम	sam
एयरपोर्ट	airport
एयरपोर्ट	airports
सुलभ	disposable
सुलभ	handy
हू	hoo
रिक्त	null
रिक्त	empty
रिक्त	blank
बडी	buddy
वादक	drummer
रैंकिंग	ranking
संवर्धन	enrichment
अनुभवों	experiences
गामा	kilograms
गामा	grams
गामा	gamma
नियंत्रक	controller
नियंत्रक	controls
अनु	anu
पाचन	digestion
मोर	mor
मोर	peacock
बाइबिल	bible
स्थाई	permanent
ढाल	slope
ढाल	gradient
ढाल	ramp
अभिन्न	integral
अभिन्न	inseparable
फेफड़े	lungs
दोस्तों	guys
दोस्तों	friends
वोल्टेज	voltage
दरअसल	actually
रोज	rose
रोज	daily
खोलने	opening
खुलासा	reveal
तोड़ने	breaking
मान्यताओं	beliefs
जरूर	must
प्रशासक	admins
प्रशासक	administrator
नकल	imitation
नकल	duplicate
बलिदान	sacrifices
बलिदान	sacrifice
सर्प	snake
टुकड़ों	crumbs
स्ट्रोक	stroke
बैटमैन	batman
नाटककार	playwright
नाटककार	dramatist
गुड	good
धनुष	bow
एप्पल	apple
असंख्य	myriad
मधु	honey
मधु	madhu
परिदृश्य	palestine
परिदृश्य	panorama
परिदृश्य	landscape
परिदृश्य	scenario
परिदृश्य	perspective
पालि	lobe
मछलियों	fishes
अनुपस्थिति	absence
हार्वर्ड	harvard
गुवाहाटी	guwahati
मार्क्स	marxism
मार्क्स	marx
वॉन	von
सराय	sarai
सराय	inn
कट	cut
भयानक	terrible
भयानक	horrible
पुरस्कृत	rewarded
केविन	kevin
कर्ता	actor
शिक्षित	educated
साबुन	soap
मिलन	milan
हिंसक	violent
गेंदबाजी	bowling
ढाका	dhaka
उत्थान	uplift
सेवाएँ	services
तलाक	divorce
तलाक	divorced
आक्सीजन	oxygen
राजनयिक	diplomat
राजनयिक	diplomatic
एजेंसियों	agencies
ब्रूस	bruce
बैठने	sit
कवच	amulet
कवच	armor
ड्यूक	duke
तैनात	deployed
तैनात	deploy
दूत	ambassador
अनुष्ठान	ritual
राष्ट्रमंडल	commonwealth
तार्किक	logical
महामारी	epidemics
महामारी	epidemic
मीर	mir
पिक्चर्स	pictures
पिक्चर्स	pixar
साइकिल	bicycles
साइकिल	bicycle
कामयाब	successful
कामयाब	managed
विजयी	victorious
क्वांटम	quantum
साहस	courage
व्याप्त	diffuse
सुसज्जित	furnished
ओल्ड	old
ज़रा	zara
निंदा	condemn
थकान	fatigue
थकान	tiredness
थकान	weariness
थकान	tired
कोट	quote
कोट	coat
अपमान	humiliation
अपमान	insult
घोर	macabre
घोर	blatant
मूवी	movie
मूवी	movies
मेटल	metal
प्रोफाइल	profile
प्रोफाइल	profiles
ब्रिज	bridges
ब्रिज	bridge
पाणिनि	panini
ताज	crown
ताज	taj
व्याख्यान	lectures
व्याख्यान	lecture
परजीवी	parasites
परजीवी	parasite
चिकित्सीय	medical
रोबोट	robot
छोड़ा	skipped
छोड़ा	aborted
व्हिस्की	whisky
ज़्यादातर	mostly
दम	dum
नागरिकता	citizenship
समृद्धि	prosperity
अक्तूबर	october
अक्तूबर	oct
एक्ट	act
जोकर	joker
जोकर	jack
जोकर	clown
मित्रों	friends
निमित्त	cause
भवनों	buildings
आज़ाद	azad
छठे	sixth
पठन	recitation
कोयले	coal
करण	karan
विचारक	thinker
वीज़ा	visa
कास्त्रो	castro
आकाशगंगा	galaxy
टक्कर	collision
गुणा	multiplication
गुणा	multiply
समायोजन	adjustment
समायोजन	adjust
समायोजन	adjustments
प्रायोजित	sponsored
मनमोहन	manmohan
विषम	odd
बाली	bali
संदिग्ध	suspicious
संदिग्ध	dubious
हां	yep
हां	yes
राह	way
कंक्रीट	concrete
जिंदगी	life
शिया	shiite
शिया	xia
शिया	shia
अकेला	alone
अकेला	solitary
अकेला	single
अकेला	lonely
उपनगरीय	suburb
बाबर	babur
प्रांतों	province
प्रांतों	provinces
ह्रदय	heart
मॉडलिंग	modeling
मॉडलिंग	modelling
चाप	arc
चाप	arch
चोल	chola
पन्ना	panna
पन्ना	emerald
मरीजों	patients
खुश	amused
खुश	happy
दरों	rates
हंस	goose
फायदा	benefit
फायदा	advantage
भरोसा	trust
क्रय	buying
खारिज	dismissed
फेफड़ों	lung
फेफड़ों	lungs
एनरॉन	enron
झुकाव	bending
झुकाव	tilt
झुकाव	penchant
उग्र	tumultuous
उग्र	rabid
पं	paw
जबलपुर	jabalpur
बाजारों	markets
लीप	leap
अपहरण	kidnapping
भाषाविज्ञान	linguistics
भीषण	macabre
कैलाश	kailash
धमकी	bullying
मेहनत	hard
मेहनत	grind
थाईलैंड	thailand
पर्याय	synonym
बहुतायत	abundance
बहुतायत	galore
सार्थक	meaningful
चाँदी	silver
वर्णक्रम	spectrum
प्रायोगिक	experimental
राक्षस	demon
राक्षस	monster
राक्षस	monsters
एलिस	elis
अलंकृत	elaborate
ग्रे	gray
ग्रे	grey
शाकाहारी	vegetarian
शाकाहारी	vegan
श्वास	breathing
पोल	poll
पोल	polls
गारंटी	guaranteed
गारंटी	guarantee
निर्भरता	dependency
तंग	tang
तंग	tight
तंग	narrow
प्रतिरूप	replica
प्रतिरूप	resemblance
चीजें	things
योनि	pussy
योनि	vagina
कांच	glass
कराची	karachi
शस्त्र	weapons
शस्त्र	weapon
शस्त्र	arms
राजू	raju
गुलाबी	pink
गुलाबी	rosy
इलेक्ट्रॉनिक्स	electronics
ब्राउज़र	browser
बियर	beer
गान	anthem
सातवीं	seventh
एनबीसी	nbc
पुरूष	male
सिंधु	indus
सिंधु	sindhu
सिंधु	sindh
लाइट	light
अभिव्यक्त	express
हिस्सेदारी	stake
महा	maha
ऑस्कर	oscar
ऑस्कर	oscars
बाएँ	left
गौर	gaur
राष्ट्रवादी	nationalist
इंजनों	locomotives
स्टीफन	stephen
उपजाऊ	exuberant
ब्लूज़	blues
रूपांतरित	convert
रूपांतरित	converted
रूपांतरित	transformed
कांस्य	bronze
दिलचस्पी	interested
अलौकिक	supernatural
अलौकिक	ethereal
देशांतर	longitude
वृत्ति	profession
महिलाएँ	ladies
महिलाएँ	females
महिलाएँ	women
व्यंजनों	recipes
आचार	ethics
मापदंड	criteria
एडिनबर्ग	edinburgh
काच	glass
युवाओं	youth
ट्रेड	trades
सोलह	sixteen
मलय	malaysia
मलय	malay
सीमेंट	cement
डिज़्नी	disney
गोलाकार	spherical
गोलाकार	round
गोलाकार	circular
आक्साइड	oxides
सिकंदर	alexander
टोक्यो	tokyo
भाग्य	fortune
भाग्य	destiny
भाग्य	fate
भाग्य	luck
बैल	bull
सावधानी	caution
पैनल	panel
नर्मदा	narmada
मारिया	maria
स्वीकार्य	swat
स्वीकार्य	acceptable
एनिमेटेड	animated
कीबोर्ड	keyboard
एंटीबायोटिक	antibiotics
दिनांक	date
तेलंगाना	telangana
योगी	yogi
गुट	faction
गुट	clique
प्रतिस्थापन	substitution
प्रतिस्थापन	substitutes
प्रतिस्थापन	replacement
रोज़	rose
रोज़	daily
आर्मी	army
ब्लेक	blues
ब्लेक	blake
गर्भवती	pregnant
गंभीरता	seriousness
गंभीरता	severity
सोशल	social
खरीदा	purchased
खरीदा	bought
विवादों	disputes
लीड्स	leeds
सिगरेट	cigarette
सिगरेट	cigarettes
मुद्रण	printing
मिलना	mingle
शास्त्रों	scriptures
सूट	suit
सूट	suits
हिंद	hind
सैयद	syed
शान	shan
प्रविष्ट	interrupt
प्रविष्ट	insert
प्रविष्ट	insertion
वुड्स	woods
बर्फ़	snow
बर्फ़	ice
मरुस्थल	desert
विवादित	disputed
विवादित	controversial
बताई	told
बिल्डिंग	building
क्रमिक	gradual
अल्पसंख्यक	minority
अल्पसंख्यक	minorities
बर्मी	burmese
अपर्याप्त	inadequate
अपर्याप्त	insufficient
ट्रक	truck
ट्रक	trucks
डीन	dean
कब्र	grave
फर्श	floor
ग्राउंड	ground
पैकेज	packages
पैकेज	package
प्रतियोगी	contestant
प्रतियोगी	contestants
मोती	moti
मोती	perl
मोती	pearl
मोती	pearls
पादरी	pastor
पादरी	clergy
यूरो	euro
प्रतिरोधी	antagonist
लिटिल	little
तम्बाकू	tobacco
परिपक्व	mature
उष्ण	tropical
हरित	green
लेडी	lady
कॉर्पोरेशन	corporation
दया	pity
दया	mercy
दया	clemency
दया	kindness
टेक्स्ट	text
इंद्र	indra
कांगो	congo
इरादा	intention
आशीर्वाद	blessing
आशीर्वाद	blessings
अहिंसा	ahimsa
अवतरण	landings
ओजोन	ozone
ग्रिड	grid
ग्रिड	grids
सुप्रीम	supreme
अनन्त	infinite
अनन्त	eternal
मॉल	mall
यूनेस्को	unesco
सामरिक	strategic
लास	las
त्रिपुरा	tripura
आस्ट्रिया	austrian
आस्ट्रिया	austria
निर्वाण	nirvana
रिपब्लिकन	republican
बगैर	without
सपना	dream
वेन	wayne
उत्तराधिकार	succession
उत्तराधिकार	inheritance
कारावास	confinement
कारावास	imprisonment
कारावास	jail
आयुक्त	commissioner
उत्तरदायित्व	responsibility
उत्तरदायित्व	accountability
विचित्र	quaint
विचित्र	bizarre
विद्रोही	rebel
नायर	nair
बैठा	sitting
बैठा	sat
चन्द्रगुप्त	chandragupta
परमेश्वर	god
स्टर्लिंग	sterling
स्टर्लिंग	stirling
निपटने	tackle
फीफा	fifa
इंजेक्शन	injection
दूतावास	embassy
चुनी	chosen
चुनी	elected
प्राइवेट	private
चित्रकारी	painting
बेसबॉल	baseball
निकटवर्ती	nearby
उदर	abdomen
झीलों	lakes
लय	rhythms
लय	rhythm
लय	laya
फायर	fire
हैमिल्टन	hamilton
ऑर्डर	order
ऑर्डर	orders
किलोग्राम	kilograms
किलोग्राम	kilogram
स्त्रोत	source
स्त्रोत	sources
टेप	tape
भूविज्ञान	geology
खैर	well
वाइरस	virus
वाइरस	viruses
समायोजित	adjusted
कोहली	kohli
रबर	rubber
रबर	eraser
सिग्नल	signals
सिग्नल	signal
हज़रत	hazrat
गाथा	saga
सूक्ष्मदर्शी	microscope
सूक्ष्मदर्शी	microscopy
सुंदरता	beauty
यहूदियों	jews
फाइल	file
निकोलस	nicolas
निकोलस	nicholas
आठवीं	eighth
मूर्तियाँ	statues
मिसाइल	missiles
मिसाइल	missile
अर्थशास्त्री	economist
उद्यमी	entrepreneurs
उद्यमी	entrepreneur
जोड़ों	couples
परिपूर्ण	perfect
परिपूर्ण	exhaustive
सन्त	sant
डेबिट	debit
कवरेज	coverage
उपग्रहों	satellite
नम	moist
नम	humid
परमात्मा	divine
वाक्यांश	phrases
वाक्यांश	string
मकबरा	tomb
मकबरा	monument
मकबरा	mausoleum
विशेषण	adjective
शशि	shashi
सराहना	appreciation
सराहना	appreciate
सराहना	appreciated
मार्केट	market
मंगलवार	tuesday
मंगलवार	tuesdays
जाहिर	apparently
किताबें	books
हिटलर	hitler
सीख	learning
सीख	learn
कैबिनेट	cabinet
वैन	vans
वैन	van
सीईओ	ceo
विस्फोटक	explosion
विस्फोटक	explosive
विस्फोटक	explosives
जीवविज्ञान	biology
वृत्तचित्र	documentary
आपातकालीन	emergency
सनातन	eternal
तुर्क	turkey
तुर्क	turk
संकर	hybrid
प्रो	prof
प्रो	pro
बोस्टन	boston
स्तन	boobs
स्तन	breasts
स्तन	tits
स्तन	breast
आदिम	primitive
लिखकर	writing
असमिया	assamese
पेपर	paper
सल्तनत	sultanate
वाटर	water
सूरी	suri
प्रथाओं	conventions
नाईट	knight
रॉ	raw
औरत	woman
यश	yash
चाँद	moon
निकासी	clearance
निकासी	evacuation
भूटान	bhutan
जॉनसन	johnson
त्रिकोण	triangle
त्रिकोण	triangles
साइबेरिया	siberia
विकृति	warp
हिंदुओं	hindus
सारांश	synopsis
सारांश	summary
नियामक	regulator
नियामक	regulatory
संवेदनशीलता	sensitivity
सुगंधित	fragrant
दूरस्थ	remote
करेगी	will
अपराधों	crimes
अपराधों	crime
लौकिक	cosmic
शिक्षकों	teachers
चिड़ियाघर	zoo
मेजबान	host
सतीश	satish
संतुष्ट	satisfied
दूरबीन	binoculars
बालू	sand
चार्ज	charge
चार्ज	charged
इक्विटी	equity
लोड	load
सूरत	surat
मणि	mani
उद्धरण	quotes
उद्धरण	quote
मार्क्सवादी	marxist
नकली	counterfeit
नकली	fake
पूर्वानुमान	predictions
पूर्वानुमान	prediction
पूर्वानुमान	forecast
सुदृढ़	robust
समझे	understand
वक्ता	speaker
स्वयंसेवक	volunteers
स्वयंसेवक	volunteer
ईंट	brick
ईंट	diamonds
दस्तावेज़	docs
दस्तावेज़	document
दस्तावेज़	documents
दस्तावेज़	doc
पासवर्ड	password
पासवर्ड	passwords
परिश्रम	diligence
ड्रैगन	dragon
रोजर	roger
स्कैन	scan
जिक्र	mention
हान	han
पेट्रोल	petrol
पेट्रोल	gasoline
इंटरफेस	interface
इंटरफेस	interpreter
इंटरफेस	intercept
इंटरफेस	interference
नायिका	hero
नायिका	heroine
फॉक्स	fox
हड़ताल	strike
यमन	yemen
आबाद	populate
आश्रित	dependent
स्टैनफोर्ड	stanford
चार्ली	charlie
पेशी	muscle
मीरा	meera
स्टोरी	story
सिपाही	soldier
कमांडर	commander
फ्लैश	float
फ्लैश	flash
निरन्तर	continuous
दीन	deen
दीन	din
संग	sang
जिमी	jimmy
मुलायम	soft
मुलायम	soften
दही	yogurt
दही	curd
टर्मिनस	terminus
चटर्जी	chatterjee
अमीरात	emirate
अमीरात	emirates
एंटी	anti
सहयोगियों	colleagues
महिमा	glory
शेक्सपियर	shakespeare
अवशोषित	absorb
अवशोषित	absorbed
दर्शाती	exhibits
मिथुन	gemini
रूट	routes
रूट	route
रूट	root
रामकृष्ण	ramakrishna
आकस्मिक	accidental
फिलिप्स	philips
समझाने	explain
सार्वभौमिक	universal
डाक्टर	doctor
व्यर्थ	vain
व्यर्थ	futile
व्यर्थ	useless
महाद्वीपीय	continental
इस्तीफा	resignation
इस्तीफा	resign
गिरा	fall
ध्येय	goal
ध्येय	cause
ध्येय	causes
ताइवान	taiwan
ताइवान	taipei
पल	moments
पल	moment
पहुँचे	reached
डाले	daley
कलाम	kalam
उच्चतर	higher
अयस्क	ore
अभिनेताओं	actors
अत्याचार	enormity
अत्याचार	atrocities
हि	hehe
बहाव	drift
बहाव	drifting
ट्यूमर	tumor
दाँत	tooth
हिन्दुस्तानी	hindustani
एबरडीन	aberdeen
इंकार	refuse
गोविंद	govind
गोपनीयता	secrecy
गोपनीयता	confidentiality
गोपनीयता	secrete
गोपनीयता	privacy
वार्ड	ward
क्लार्क	clarke
क्लार्क	clark
मास्को	moscow
रकम	sums
चूना	limestone
आपत्ति	objection
आपत्ति	objections
आपत्ति	protester
विपक्ष	opposition
धार	dhar
द्रौपदी	draupadi
दीवान	diwan
डब	dub
मतदाता	voters
प्रवर्तक	promoter
सूखी	dry
सूखी	dried
बॉट	bots
चेहरा	face
भूकम्प	earthquake
प्रधानता	priority
पिशाच	vampire
जला	burn
शिष्यों	disciples
पूर्वजों	ancestors
वाल्व	valve
भाषाई	linguistic
धोखा	cheat
धोखा	cheats
धोखा	cheating
धोखा	cheated
दाता	donor
दाता	giver
किंग्स	kings
मुख्यधारा	mainstream
नेटवर्किंग	networking
हटाना	deleting
हटाना	deletion
हटाना	removal
अर्जेंटीना	argentina
परिप्रेक्ष्य	perspective
इंसान	human
सूडान	sudan
अलगाव	isolation
स्पर्धा	competing
वादा	promise
चालीस	forty
उपवास	fasting
अप्रत्यक्ष	indirect
अप्रत्यक्ष	implicit
अप्रत्यक्ष	oblique
मंत्रियों	ministers
एयरलाइन्स	airbus
दंत	dental
सौदा	deal
भजन	bhajan
सुनवाई	hearing
विजेताओं	winners
देसाई	desai
बुधवार	wednesday
बुधवार	wednesdays
पीस	grinding
पीस	piece
प्रतियां	compile
प्रतियां	copies
कार्यकर्ताओं	workers
कार्यकर्ताओं	activists
प्रदत्त	conferred
सीमाएँ	ranges
सीमाएँ	boundaries
सीमाएँ	limits
समाजों	societies
इथियोपिया	ethiopia
मालिकों	promoters
मालिकों	owners
स्थानिक	spatial
अधिकांशतः	mostly
हीरा	diamond
किनारों	edges
डॉट	dot
संध्या	eve
संध्या	evening
संध्या	dusk
बेकार	sucks
बेकार	useless
मिशेल	michelle
मिशेल	michele
मिशेल	mitchell
अनिश्चित	unsure
अनिश्चित	uncertain
मोटा	thick
मोटा	fat
अंकन	marking
वरदान	blessing
वरदान	boon
सलमान	salman
दुख	misery
आर्यों	aryan
फ्रेडरिक	friedrich
फ्रेडरिक	frederick
प्लग	plug
मानद	honorary
नमी	moisture
संग्रहण	collections
संग्रहण	storage
संग्रहण	collection
अंतर्निहित	inherent
राष्ट्रवाद	nationalism
समर्पण	dedication
आर्कटिक	arctic
काबुल	kabul
फिलहाल	currently
आलोचनात्मक	critical
प्रतिस्पर्धी	competitors
प्रतिस्पर्धी	competitor
प्रतिस्पर्धी	competitive
आयरन	iron
कार्यालयों	offices
स्टाफ	staff
फिल्टर	filter
डाई	dye
आंदोलनों	movements
जटिलता	complexity
देखिये	watch
स्विस	swiss
कटाई	harvest
कटाई	felling
कटाई	harvesting
रूढ़िवादी	conservative
फोर्ट	fort
चमड़े	leather
अनुपालन	compliance
हफ्ते	week
हफ्ते	weeks
प्रतिज्ञा	pledge
चैंपियंस	champions
मुद्रित	printed
बेदी	bedi
वास्तुकार	architect
अभिनव	innovative
चयापचय	metabolism
कनेक्शन	connections
कनेक्शन	connection
कनेक्शन	conjunction
अरस्तू	aristotle
बिली	billy
बिली	billie
अरविन्द	aurobindo
अर्द्ध	semi
खाया	ate
खाया	eaten
बार्सिलोना	barcelona
प्रवक्ता	spokesperson
प्रवक्ता	spokesman
अग्रिम	advance
अग्रिम	frontline
अग्रिम	advances
अस्त्र	astra
विकिमीडिया	wikimedia
माइक्रोफोन	microphone
अब्राहम	abraham
जुड़वां	twin
जुड़वां	twins
प्रिक्स	prix
गोल्फ	golf
विडियो	video
गोले	shots
गोले	shells
हज़ारों	thousands
बाधित	interrupted
मुकेश	mukesh
हिप	hip
क्षीण	slight
मंजिल	floor
मूर्तियां	idols
कीमतों	prices
विलक्षण	quaint
ट्रॉफी	trophy
दुरुपयोग	abuse
पुनर्जागरण	renaissance
परमाणुओं	rudimentary
शेट्टी	shetty
लेक	lek
लेक	lech
मिल्वौकी	milwaukee
कंधे	shoulder
मज़बूत	strong
कंट्रोल	control
कंट्रोल	ctrl
थीम	themes
थीम	theme
पाउडर	powder
समाजवाद	socialism
समाजवाद	sociology
संगमरमर	marble
संगमरमर	milestone
सेक्स	sex
शेखर	shekhar
वीरता	heroism
वीरता	bravery
वीरता	valor
कीर्ति	fame
मिलाने	milan
जेन	jane
जेन	jen
अरबों	billions
गतिशीलता	mobility
कहां	where
आतंरिक	internal
कैथरीन	katherine
कैथरीन	catherine
करन	karan
पत्ती	leaf
पत्ती	patti
कुंडली	coil
हिम	snow
कब्ज़ा	possession
कब्ज़ा	takeover
हस्तांतरण	transmission
हस्तांतरण	transfer
हस्तांतरण	transport
हस्तांतरण	transfers
लॉजिक	logic
कुरुक्षेत्र	kurukshetra
टकराव	collision
टकराव	clash
लिनक्स	linux
धुरी	pivot
धुरी	axle
धुरी	axis
निकाली	extracted
आभास	perceived
घोड़ा	horse
ख़राब	bad
प्रतिबिंबित	reflect
एकाधिक	multiplayer
वीर्य	semen
कार्बोहाइड्रेट	carbohydrates
पतले	skinny
विशिष्टता	spec
दर्रा	pass
गैलेक्सी	galaxy
वरीयता	preferred
वरीयता	preference
गुहा	cavity
आगम	agama
पहलवान	wrestlers
पहलवान	wrestler
रैंक	rank
अपूर्ण	imperfect
अपूर्ण	incomplete
डेल	dale
डेल	del
डेल	dell
दूरदर्शी	visionary
दूरदर्शी	telescope
दूरदर्शी	prudent
शुक्राणु	sperm
लीवर	lever
वज़न	weight
तटस्थ	impartial
तटस्थ	neutral
उन्मुख	oriented
अनुकूलित	customize
अनुकूलित	optimized
अनुकूलित	custom
भेड़	sheep
रैखिक	linear
इकाइयाँ	units
सत्याग्रह	satyagraha
फांसी	gallows
फांसी	hanging
सस्ते	cheap
सक्रियता	activism
सक्रियता	activity
प्रयोगात्मक	experimental
निवेशक	investor
विनियमन	regulation
कब्जे	possession
ऐनी	anne
बेला	bella
रॉकेट	rocket
निकालना	removing
निकालना	extraction
फेंक	retort
नॉर्वे	norway
सालाना	annual
कलम	pen
कलम	grafting
चूर्ण	slag
चूर्ण	powder
बॉस	boss
टोरंटो	toronto
जॉर्जिया	georgia
बसें	buses
कोल	cole
मरे	murray
खुफिया	intelligence
अपलोड	uploaded
अपलोड	uploads
अपलोड	upload
नलिका	tube
अजीब	weird
अजीब	strange
अजीब	awkward
बोलियों	bids
ओबामा	obama
शॉन	shaun
शॉन	sean
अल्बर्ट	albert
ख़ैबर	khyber
बेगम	begum
आन्तरिक	internal
वेगास	vegas
सघन	compact
सघन	condensed
सघन	dense
चौदह	fourteen
प्लाज्मा	plasma
छपाई	print
छपाई	printing
सर्दी	cold
सर्दी	winter
गिलगित	gilgit
खेर	kher
घना	dense
मीठा	sweet
सच्चाई	truths
सच्चाई	truth
व्यवसायों	professions
व्यवसायों	businesses
आदत	habit
आज़ादी	freedom
लड़कों	boys
पुण्य	virtue
स्विच	switch
पैन	pan
प्राध्यापक	professor
वोटों	votes
ताजा	fresh
झरने	waterfall
भिक्षु	monk
यजुर्वेद	yajurveda
बलूचिस्तान	balochistan
नेपोलियन	napoleon
प्रतिभागी	participants
मिलाया	merged
बोझ	burdens
बोझ	burden
आधिपत्य	hegemony
अंडरटेकर	undertaker
पूंछ	tail
मंडी	mandi
मेमोरियल	memorial
रीढ़	backbone
सेवानिवृत्त	retired
क्रूज़	cruz
क्रूज़	cruises
धनात्मक	positive
तुम्हारी	yours
आइस	ice
कमज़ोर	weak
कमज़ोर	impotent
कमज़ोर	lame
आयुर्विज्ञान	medicine
आयुर्विज्ञान	ayurveda
सऊदी	saudi
अनुमोदन	approval
भरतपुर	bharatpur
मोम	wax
सूअर	pigs
सूअर	pig
पोत	vessel
सौदे	deals
सौदे	deal
मोटाई	thickness
पलायन	getaway
वर्जीनिया	virginia
दृढ़ता	perseverance
संतों	saints
घूम	spinning
बीजगणित	algebra
मानसून	monsoon
हेक्टेयर	hectare
हेक्टेयर	hectares
केंद्रों	centres
कार्यात्मक	functional
उत्सर्जित	emitted
रचनाएं	creations
रचनाएं	compositions
बुश	bush
सपने	dream
सपने	dreams
आश्चर्यजनक	surprising
बसु	basu
छाती	chest
घोड़ों	horses
वॉल	wall
यम	yam
यम	yum
यम	pluto
हड्डियों	bones
महत्ता	importance
फ्रांसिस	francis
महानगर	metropolitan
मैनेजर	manager
कार्निवल	carnival
खिलाडी	players
नक्शे	maps
पाइप	pipe
पाइप	pipes
त्रिभुज	eagle
त्रिभुज	triangle
खलनायक	villain
खलनायक	villains
ईस्टवुड	eastwood
रूम	rooms
रूम	room
मैक्सिको	mexico
जज	judge
नरसिंह	narasimha
पुरातन	antique
व्यवसायिक	profession
अल्फा	alpha
अल्फा	alfa
डालर	dollar
छद्म	pseudo
निशाना	target
ईस्टर	easter
ऑटोमोबाइल	automobiles
ऑटोमोबाइल	automobile
राउंड	round
बेरी	berry
नरम	soft
नरम	soften
रोमांटिक	romantic
गेंदबाज	bowler
जन्मदिन	birthdays
जन्मदिन	birthday
काँच	glass
सूप	soup
नेट	net
नेट	nets
जेरिको	jericho
तेरे	tere
टैगोर	tagore
हॉप	hop
उठता	arise
उत्परिवर्तन	mutation
गेज	gauge
ओपेरा	opera
मैट्रिक्स	matrix
जार्ज	george
कौर	kaur
बिल्ली	cat
क्षुद्रग्रह	asteroids
क्षुद्रग्रह	asteroid
आसमान	sky
आसमान	skies
मिनी	mini
क्रियाएँ	activities
क्रियाएँ	verbs
क्रियाएँ	actions
क्रियाएँ	activity
वैली	wally
याचिका	petition
सुविधाजनक	convenient
स्नेह	affection
फेसबुक	facebook
जैक्सन	jackson
चोर	chor
चोर	thieves
चोर	thief
कॉपी	copied
कॉपी	copy
कॉपी	copies
डाइऑक्साइड	dioxide
केप	cape
मौसमी	seasonal
भेजी	sent
कमेटी	committee
मौजूदगी	presence
