மற்றும்	та
பதிப்பைப்	видання
அசூர்	azure
பஸ்டர்	бастер
செவீயா	севільї
யம்	ммм
பவளத்தீவு	атол
லாக்ராஞ்சி	лагранж
பபிலோனிய	вавилонський
யந்திரம்	техніка
ஸ்டால்மன்	столмен
ஃபே	фей
ஃபே	фе
அறிக	огляд
அறிக	дослідити
அறிக	дізнатися
அறிக	вчити
அறிக	вчитись
அறிக	навчитися
மலேஷியா	малайзії
அடைந்தவன்	проклятий
குயிங்	цін
ஆம்ஸ்ட்ராங்	армстронг
தூக்கான்	тукан
இறப்பது	помирають
இறப்பது	вмирають
ஸ்லோவேனியா	словенії
ஸ்லோவேனியா	словенія
பலனும்	користь
ரகசியங்கள்	секрети
ரகசியங்கள்	секретів
ரகசியங்கள்	таємниці
நலிந்த	декаданс
ஊதியங்கள்	оглянути
ஊதியங்கள்	ознайомитись
கைகோர்த்து	кисть
கைகோர்த்து	хенд
கைகோர்த்து	правиця
கைகோர்த்து	рука
கைகோர்த்து	руку
வருத்தத்தை	горя
வருத்தத்தை	горе
கெய்	kei
ஓவியங்களுக்கு	неперервність
உள்ளூர்வாசிகள்	місцеві
உள்ளூர்வாசிகள்	жителів
ஒன்சூ	хонсю
கேஷ்	грошовий
கேஷ்	готівки
சேமிப்புகள்	зберігає
சேமிப்புகள்	врятовані
சேமிப்புகள்	збереже
சேமிப்புகள்	рятує
இப்போ	тепер
இப்போ	зараз
தோம்	блаженний
கவர்ச்சியாக	сексі
மறைவை	шафи
மறைவை	шафа
ஆண்டுவிழா	річниця
ஆண்டுவிழா	ювілей
அலெக்சிஸ்	алексіс
அலெக்சிஸ்	алена
வாங்சுக்	вангчук
காவலாளி	водоспади
பெக்கெட்	бекет
முகமூடிகள்	масками
முகமூடிகள்	маски
முகமூடிகள்	масок
முகமூடிகள்	масках
செல்கிறேன்	їду
செல்கிறேன்	йдемо
#இந்த	#це
பீரோ	бюро
மிட்வே	мідвей
சீடன்	disciple
கிராவ்	крав
அலெக்ரி	алегрі
ரட்	радд
பேனர்	стяг
பேனர்	банер
கம்யூனிசம்	комунізм
கம்யூனிசம்	комуністів
கொன்ராட்	конрад
நிஜம்	реал
நிஜம்	справжня
நிஜம்	справжні
நிஜம்	реальний
நிஜம்	справжній
நிஜம்	реалізм
மேக்ஸ்வெல்	максвелл
ஆர்வமுள்ளவர்கள்	цікавиться
ஆர்வமுள்ளவர்கள்	зацікавлений
ஆர்வமுள்ளவர்கள்	зацікавило
ஆர்வமுள்ளவர்கள்	цікаво
ஆர்வமுள்ளவர்கள்	цікавить
ஆர்வமுள்ளவர்கள்	цікавляться
இத்தோடு	вздовж
இத்தோடு	уздовж
இமேஜிங்	візуалізація
இமேஜிங்	imaging
ஆல்க்கேன்	алкани
சுல்தானா	султан
இருதயம்	серця
இருதயம்	сердець
தொழில்முறையில்	професійно
தலைமுடியை	шерсть
தலைமுடியை	волосся
நியூஸ்வீக்	newsweek
கலவியற்ற	безстатеве
முக்காடு	вуаль
முக்காடு	завісу
உரோச்சட்டர்	рочестер
ஆல்பத்தைப்	альбому
ஆல்பத்தைப்	альбом
மார்டி	марті
சொடுக்கு	клацання
சொடுக்கு	натисніть
சொடுக்கு	клік
எனிக்மா	enigma
ஹேய்ஸ்	гейз
விபச்சாரம்	проституція
மெத்தியோனின்	метіонін
சீரிசை	художньої
பந்தா	банда
கொரியர்	courier
விநியோகஸ்தர்கள்	дистриб
பெல்லோ	белло
ட்ரேசி	трасі
ட்ரேசி	трейсі
நர்சரி	ясла
வேலைக்காரன்	слуга
எலுமிச்சம்	лимони
பெலிக்ஸ்	фелікс
தன்னியக்கம்	автоматичні
தன்னியக்கம்	автоматичний
தன்னியக்கம்	авто
தன்னியக்கம்	автоматично
தன்னியக்கம்	автоматична
தன்னியக்கம்	автоматичний
தன்னியக்கம்	автоматичне
தன்னியக்கம்	автоматичні
வெய்யில்	вей
வெய்யில்	сонячний
வெய்யில்	сонячно
திம்பு	тхімпху
பூசிக்	потопити
மிரா	міра
தோற்றவமைப்பு	фенотип
நேபால்	непал
இருபாலருக்கும்	загальні
போதிக்கிறது	навчає
போதிக்கிறது	викладає
சேகன்	саган
மேம்பட	покращити
பிலானி	белліні
மைக்ரோசிஸ்டம்ஸ்	microsystems
அடிமையாகி	addicted
மார்வின்	марвін
அதிர்வின்	легкість
பகிரவும்	акція
பகிரவும்	поширити
பகிரவும்	поділитися
பகிரவும்	поширення
பகிரவும்	поділитись
மறிமான்	антилопа
கிளிப்	кліп
பாடத்திட்டத்தை	curriculum
நிறுவுகிறது	встановлення
உட்சுரப்பியல்	ендокринологія
நடத்துனர்	диригент
நடத்துனர்	провідник
டேவிசன்	девісон
ஜேக்கப்ஸ்	jacobs
மெண்டெலீவ்	менделєєва
அக்ரா	аккра
அலெக்சா	alexa
அலெக்சா	алекса
சுத்ரூவ	струве
சோம்	сом
லினோலெயிக்	лінолева
பாறைமுயல்	піка
தவிர்	пропустити
திருப்பங்கள்	повороти
சத்தமாக	гучний
சத்தமாக	голосно
சத்தமாக	гучно
சத்தமாக	яскрава
ஆணுறை	презерватив
ஹேக்கிங்	атак
டிஜெனிரெஸ்	дедженерес
விரல்களால்	пальцями
விரல்களால்	пальці
கவனித்தேன்	помітив
கவனித்தேன்	помітила
கவனித்தேன்	помітили
அவ்வமைப்பு	форуми
அவ்வமைப்பு	форумів
அவ்வமைப்பு	форумах
குறிப்பைக்	зауваження
குறிப்பைக்	примітки
குறிப்பைக்	зауважте
குறிப்பைக்	примітка
குறிப்பைக்	нота
நிரூபிக்கப்பட்ட	доведено
அனுதாபம்	симпатії
அனுதாபம்	співчуття
அனுதாபம்	симпатія
கார்டிஃப்	кардіфф
ஜீயஸ்	зевс
ஒடாகோ	отаго
டானா	дана
முறைகேடான	образливий
ஜென்சன்	дженсен
தெய்வீகம்	божественна
தெய்வீகம்	служба
சில்வியோ	сільвіо
ஜிக்மே	джігме
ஜூலியோ	хуліо
உறவுமுறைகள்	взаємини
எல்லன்	еллен
எல்லன்	елен
அரராத்	арарат
ஆத்திரமடைந்த	незадоволений
ஜாதக	функціональності
ஜாதக	функціональність
அறைந்து	дала
பலூன்கள்	кульки
பிளிட்ஸ்	бліц
வாங்கு	купити
வாங்கு	придбати
வாங்கு	покупка
வாங்கு	придбання
வாங்கு	покупку
வாங்கு	купити
வாங்கு	придбати
மரபணுவமைப்பு	генотип
எடுவர்டு	едуард
இன்செப்சன்	початку
அஷ்ரப்	ашраф
கஃபே	кафе
கஃபே	cafe
கண்டுபிடி	знайдіть
கண்டுபிடி	пошук
கண்டுபிடி	знайти
கண்டுபிடி	знайдіть
கண்டுபிடி	find
திமிங்கலங்கள்	кити
ஏற்றப்பட்டது	завантажені
ஏற்றப்பட்டது	завантажено
அசுட்டெக்	ацтеків
சேவகன்	сервер
சேவகன்	сервера
மாயோ	майо
ஆலந்து	аландські
சிறுநீர்ப்பை	міхур
கிப்	кіп
மளிகை	продуктовий
மளிகை	продукти
பணிவு	покора
ஸ்ட்ரீப்	стріп
கீறல்கள்	подряпин
கீறல்கள்	подряпини
ஜென்டில்மேன்	джентльмен
அறிவுள்ள	знанням
செராமிக்	керамічний
செராமிக்	кераміка
புறக்கணிக்கும்	віддається
வெள்ளத்தை	плями
வெள்ளத்தை	плям
கொந்தளிப்பான	вітряну
தெளித்தல்	напилення
நீக்ரோ	негр
நிக்கோலோ	нікколо
பேக்கர்ட்	packard
டெயிட்	тейде
இஸ்லாத்தில்	into
குவார்ட்ஸ்	кварц
நேற்றைய	вчора
நேற்றைய	учора
இடிக்க	рука
லூகா	лука
பெத்	бет
தேசபக்தி	патріотизм
எமி	emi
பிஸ்	пік
அவ்ரோ	avro
டயட்	дієта
தடுக்கப்பட்டு	заборона
தடுக்கப்பட்டு	заборонено
தடுக்கப்பட்டு	заборонене
தடுக்கப்பட்டு	заборонений
தடுக்கப்பட்டு	заборонені
கெய்கர்	гейгера
சோத்தோ	сото
டைனோசர்	динозавр
சால்மன்	лосось
டோர்வால்டுசு	торвальдс
சுறுசுறுப்பு	спритність
ஐஃபோன்	iphone
கறவை	регулює
ஊடுருவிய	зараженням
நிறுத்து	перервати
நிறுத்து	стоп
நிறுத்து	припинити
நிறுத்து	зупинки
நிறுத்து	зупинити
நிறுத்து	зупинка
நிறுத்து	зупинитись
வெறுமை	plain
வெறுமை	простий
வெறுமை	скромні
வெறுமை	рівнина
வெறுமை	звичайний
வெறுமை	raw
அறுந்து	ті
கேபிள்கள்	кабелі
சோமா	сома
சேமி	зберегти
பளபளக்கும்	красунчик
காங்ரி	кангрі
தொகுப்பான்	редактор
தொகுப்பான்	компілятор
கோவே	кові
பரவளையம்	парабола
லேப்	lab
லேப்	лабораторії
அசிரியா	ассирія
வலைமனை	url
நாய்க்குட்டி	цуцик
நாய்க்குட்டி	песик
தாமதங்கள்	затримок
வெள்ளரிக்காய்	огірок
ராக்ஸ்	камені
ராக்ஸ்	скелі
ராக்ஸ்	астероїди
ராக்ஸ்	каміння
ராக்ஸ்	скелях
நியதி	конвенції
செவிலியர்கள்	медсестри
மெனு	меню
போர்டல்	портал
ஃபோன்கள்	телефони
நரம்பணு	нейрони
ஷிஃப்ட்	shift
ஷிஃப்ட்	зсув
ரோண்ட்கன்	рентген
லீக்டன்ஸ்டைன்	ліхтенштейн
யாய்	ура
சாக்கிரட்டீசு	сократ
பெடரர்	федерер
பெசோ	песо
தீர்ந்த	скінченна
ஆபத்தாக	критична
சோஷியல்	соціальне
சோஷியல்	соціальні
சோஷியல்	соціальна
சோஷியல்	соціальний
எடு	намалювати
எடு	малювати
எடு	роздати
எடு	нічия
எடு	обираємо
எடு	візьму
எடு	бери
எடு	візьми
எடு	взяти
எடு	корму
எடு	колоди
எடு	колоду
ஸ்ட்ரீமிங்	streaming
கிளர்ச்சியாளர்களின்	повстанська
ஊர	ділення
ஊர	поділити
காற்றழுத்தமானி	барометр
கியூப்	кубик
கியூப்	куб
டாப்சன்	добсон
சுசுமு	сусуму
சுழிகள்	шифри
பயங்கரம்	чудово
பயங்கரம்	прекрасно
மார்க்கஸ்	маркус
இக்கோல்	еколь
ப்ளூடூத்	bluetooth
உருவாக்கு	створення
உருவாக்கு	створити
விலைமதிப்பற்ற	дорогоцінний
விலைமதிப்பற்ற	дорогоцінні
புரொப்பேன்	пропан
ஃபுல்லர்	фуллер
முட்டாள்தனமான	сенсу
ஏற்கவும்	прийняти
ஏற்கவும்	прийміть
ஏற்கவும்	приймаємо
ஏற்கவும்	погодитися
ஏற்கவும்	приймаю
நினை	думаю
நினை	think
நினை	думайте
நினை	згадай
நினை	подумайте
ரஹ்மத்	мерсі
ரஹ்மத்	милосердя
மரியான்	маріан
சந்தாதாரர்கள்	відвідувачам
சந்தாதாரர்கள்	читачі
சந்தாதாரர்கள்	підписників
காட்டுமிராண்டி	дикун
காட்டுமிராண்டி	варвар
நானு	нану
கோலான்	голан
எவர்டன்	евертон
கிரா	кіра
மாண்டினீக்ரோ	чорногорія
மாண்டினீக்ரோ	чорногорії
பயன்படுத்துபவர்	користувачі
பயன்படுத்துபவர்	користувачів
அண்ணம்	піднебіння
செண்டு	копійок
டிரெய்லர்	трейлер
சிமா	сима
சிமா	сіма
கனவுகளை	сни
கனவுகளை	снів
கனவுகளை	мрій
கனவுகளை	мрії
கனவுகளை	dreams
கார்ட்ரைட்	картрайт
வினிகர்	оцет
திறத்தல்	розблокувати
திறத்தல்	відчинити
சாண்டர்ஸ்	сандерс
பர்தா	барта
வரைவுகள்	чернетки
மோனெ	моне
கட்டுக்கதைகள்	міфи
கட்டுக்கதைகள்	міфів
ஸ்டேர்லிங்	стерлінг
உலாவுதல்	навігація
உலாவுதல்	перегляд
உலாவுதல்	переглянути
உலாவுதல்	пошукати
உலாவுதல்	серфінг
உலாவுதல்	навігація
உலாவுதல்	навігацію
உலாவுதல்	перегляду
டோஸ்	доза
டீச்சர்	викладач
டீச்சர்	вчителю
டீச்சர்	вчитель
டீச்சர்	учитель
டீச்சர்	вчителька
ஜொஹான்	йоган
பொன்னிற	блондинка
பொன்னிற	білявка
பால்க்கன்	балканський
ரின்	рін
கர்ப்பிணி	вагітна
கர்ப்பிணி	вагітності
கர்ப்பிணி	вагітною
கர்ப்பிணி	вагітні
சிரியஸ்	sirius
பதிலில்	відповідь
காந்தங்கள்	магніти
மெலிசா	меліса
நரிமன்	наріман
காத்திரு	чекайте
காத்திரு	почекайте
காத்திரு	чекати
காத்திரு	почекати
பீட்சா	піца
குறும்பொருளியல்	мікроекономіка
பூசணிக்காய்	гарбуз
கிரீன்வூட்	грінвуд
பொக்கிஷம்	скарб
வேர்ண்	верн
கரியன்	падло
ஹேலி	хейлі
ஹாலோவீன்	хелловін
நொரடோம்	нородом
சுண்டல்	віддзеркалення
உரையாடலும்	гомін
காலாவதியான	застарілий
தியூட்டிரியம்	дейтерій
லின்ட்சே	ліндсі
பிஸ்கட்	печива
பிஸ்கட்	печиво
கிவி	ківі
சலிப்பு	нудьга
துணைக்கருவிகள்	аксесуари
டிராவிஸ்	тревіс
பிரீமியம்	високоякісний
பிரீமியம்	преміум
பிரீமியம்	premium
வில்பிரட்	вілфред
ஸ்கோர்செசி	скорсезе
அருளப்பட்ட	задумався
தைரியமாக	хоробрим
தைரியமாக	сміливі
தைரியமாக	сміливий
தைரியமாக	мужній
தைரியமாக	хоробрі
போரிக்	борна
நினைவூட்டல்	нагадування
நினைவூட்டல்	тривога
நினைவூட்டல்	попередження
நினைவூட்டல்	попередити
அனுப்புனர்	відправлено
ஹிஸ்புல்லா	хізбалла
டக்ஸ்	качки
டக்ஸ்	качок
நீந்த	плавати
அழிக்கிறது	нищить
அழிக்கிறது	знищує
ஜோக்கிம்	йоахім
குராசோ	кюрасао
டோக்கெலாவ்	токелау
லுவாண்டா	луанда
யுனான்	юньнань
நடுத்தரம்	середній
நடுத்தரம்	носій
நடுத்தரம்	середня
நடுத்தரம்	середні
காம்பேக்ட்	компактний
காம்பேக்ட்	стислий
கெம்பெ	кемпе
குருட்டு	blind
குருட்டு	осліп
குருட்டு	сліпий
குருட்டு	сліпих
குருட்டு	сліпим
குதிகால்	heel
வலிமையானது	сильним
வலிமையானது	сильні
வலிமையானது	сильною
வலிமையானது	сильний
வலிமையானது	сильна
ராம்போ	рембо
ஆர்பிஜி	рпг
கைமுறை	підручник
கைமுறை	ручний
கைமுறை	ручна
கைமுறை	ручне
கைமுறை	вручну
கைமுறை	довідок
மதமாகும்	плюралізм
ஆழமானது	глибока
ஆழமானது	deep
ஆழமானது	глибоко
ஆழமானது	глибокий
மெரிட்	заслуги
ரோலர்	американські
ஏணிகள்	драбини
அப்பாவும்	тато
ஹனிவெல்	honeywell
மத்தியதரைக்கடல்	середземне
கேரியர்கள்	голубів
டீட்ரிக்	дітріх
ஓட்	отт
பெல்கிரேட்	белграда
பல்சர்	пульсар
பிளம்பிங்	санітарна
திறக்கவும்	відкрити
திறக்கவும்	відкрита
திறக்கவும்	відкрито
திறக்கவும்	відкриті
திறக்கவும்	відкритий
மூத்தோர்	старший
மூத்தோர்	сеньйор
பீவர்	бобер
பிராட்பரி	бредбері
வரலாற்றாளரான	історик
வான்ஸ்	венс
சுழற்று	обертання
சுழற்று	обертати
சுழற்று	обернути
சுழற்று	повернути
சாலா	сала
உஸ்பெக்கிஸ்தான்	узбекистан
உஸ்பெக்கிஸ்தான்	узбекистану
சான்டியாகோ	сантьяго
ஜிப்	zip
பெரைரா	перейра
கழுவ	миття
எடோ	едо
காம்ப்பெல்	кемпбелл
பாத்திம	фатімідський
பழமைவாதிகள்	консерваторів
ஏமாற்றுதல்	шахрайство
சகாராவிய	сахарська
ராஜதந்திர	дипломатичних
தூங்கி	забуте
தூங்கி	спить
கையா	гайя
கையா	гая
டெபாய்	дебай
பாட்ரிசியா	патриція
அர்னால்டு	арнольд
பொறுத்துக்கொள்ள	терплять
பீத்தோவன்	бетховен
ரப்பானி	раббані
பரவலாக்கம்	децентралізація
டியாஸ்	діаз
டியாஸ்	діас
நினா	ніна
டிரைட்டன்	тритон
உஸ்பெக்	узбецька
மார்சியா	марція
அலமாரி	гардероб
ஆச்சரியமான	дивуватися
செர்ஜியோ	серхіо
கூடுமானவரை	сподіваюсь
கூடுமானவரை	сподіваємося
கூடுமானவரை	напевне
கூடுமானவரை	сподіваємось
பாட்டா	бата
பக்கவாத்தியம்	наставництво
குரோமைட்டு	хроміт
ராலே	raleigh
வெட்டுக்கிளி	коник
பொட்டலங்கள்	пакети
பொட்டலங்கள்	пакетів
விசுவாசமான	вірний
பைப்	трубу
பைப்	труба
பைப்	люльку
பைப்	каналом
பார்சன்ஸ்	парсонс
ஜோக்	жарт
சுயம்	власна
சுயம்	власний
எருமைகள்	буйволи
பிளாஸ்டர்	blaster
பிளாஸ்டர்	винищувач
தாராளவாத	ліберальна
பிட்ச்	pitch
பிட்ச்	тону
காத்திருக்கிறேன்	очікування
காத்திருக்கிறேன்	чекаю
பிராந்தி	бренді
காதணி	сережки
கொண்டலாத்தி	одуд
அல்மெய்டா	алмейда
அநாதை	сирота
கிர்க்காஃப்	кірхгоф
காலகட்டங்கள்	строк
காலகட்டங்கள்	строків
சாப்பாட்டு	задача
பெண்களாக	жінок
பெண்களாக	жінки
காலஅளவு	тривалість
விண்வீழ்கல்	метеорит
உரையாடிக்	взаємодія
கட்டுரைகள்}}	статей}}
கட்டுரைகள்}}	статті}}
எம்எல்ஏ	mla
பிராண்டன்	брендон
சென்சூ	шеньчжоу
மறையாக்கம்	шифрування
மறையாக்கம்	шифрування
மறையாக்கம்	шифрування
பேரரசுவாதம்	імперіалізм
உபயோகமான	продуктивного
ரசீட்	рашид
தேடுக	шукати
தேடுக	пошук
நதானியேல்	горем
எல்ல	елла
எல்ல	ella
பிரகடன	декларацію
மேனார்ட்	мейнард
பேரழகி	імператриця
பறந்தன	прилетіли
பறந்தன	пролетів
பறந்தன	полетіли
பறந்தன	летів
பறந்தன	прилетіла
ஓரச்சு	коаксіальний
மனச்சிதைவு	шизофренія
ஸ்பேம்	спам
ஸ்பேம்	спаму
கிரிஃபித்	гріффіт
தொலெமி	птолемей
உணர்ந்தால்	feel
உணர்ந்தால்	відчуваю
உணர்ந்தால்	відчути
பிரிவினால்	пророцтва
கார்ட்டூம்	хартум
வார்டன்	ворден
சாமந்தி	анемона
பளபளப்பு	блиску
அத்தாதுர்க்	ататюрк
குப்ரின்	купрін
குப்ரின்	повість
வில்லோ	верба
ஆவலாக	складні
நோயுற்று	припинити
அறிவுறுத்தல்கள்	сповіщень
அறிவுறுத்தல்கள்	сповіщення
பணக்காரன்	багаті
பணக்காரன்	багатий
பணக்காரன்	rich
வாழைப்பழங்கள்	банани
உடன்பிறப்புகள்	родичі
கம்பியை	род
இகோர்	ігор
இகோர்	ігоре
காலுறை	дівчинку
காலுறை	шкарпетки
கொம்புள்ள	рогатий
தடு	блокувати
தடு	блок
தடு	заблокувати
உலைக்களம்	піч
திரொட்ஸ்கி	троцького
சம்பளமாக	буг
பாராசூட்	парашут
ஏற்படுத்துவதில்	знижок
போவா	удав
தெரியாதவர்	невідомий
தெரியாதவர்	невідомо
தெரியாதவர்	невідома
தெரியாதவர்	невідомі
தெரியாதவர்	невідоме
மறக்கமுடியாத	незабутні
மறக்கமுடியாத	незабутній
ஏக்தா	екта
ராப்பா	rapa
ஹெமிங்வே	хемінгуей
முடக்கப்பட்டது	вимкнено
கேள்விக்குப்	запитання
கேள்விக்குப்	питання
குவாண்டானமோ	гуантанамо
பிசாரோ	пісарро
ரொக்கம்	грошовий
ரொக்கம்	готівки
ரொசாரியோ	росаріо
ட்ரக்	вантажівка
துணையலகு	аргументом
துணையலகு	аргумент
திட்டமிடப்படாத	несподівані
இனச்சேர்க்கை	парування
ஜெரெமி	джеремі
நாபா	напа
ஜென்கின்ஸ்	дженкінс
கோர்பெட்	корбетт
ஹொக்கைடோ	хоккайдо
தயாரிப்பாளர்களின்	ковальська
டிக்கின்ஸ்	діккенс
லேபிள்	надпис
லேபிள்	мітку
லேபிள்	напис
லேபிள்	мітка
முன்னொட்டாக	префіксом
பயனர்பெயர்	гасла
பயனர்பெயர்	користувача
பயனர்பெயர்	користувач
நடந்தார்	йшли
நடந்தார்	йшов
நன்றியுடன்	вдячність
நன்றியுடன்	вдячна
நன்றியுடன்	вдячний
உற்சாக	почуття
உற்சாக	відчуття
உற்சாக	передчуття
அபாயகரமானது	небезпечні
அபாயகரமானது	небезпечна
அபாயகரமானது	небезпечний
அபாயகரமானது	небезпечно
காட்சியமைப்பு	краєвид
பிரீசிட்லி	прістлі
டயலாக்	діалог
திருடப்பட்டது	вкрадено
திருடப்பட்டது	вкрадені
திருடப்பட்டது	вкрали
லியோனிட்	леонід
பிரசியோடைமியம்	празеодим
ஆபிசு	гоббс
நிராகரிப்பு	запереченням
ஜெல்	гелі
கிளையன்ட்	клієнта
கிளையன்ட்	клієнт
கற்குழம்பு	магма
இழுப்பது	wiz
ஹிட்டாச்சி	hitachi
கேமிங்	ігри
தொழுவம்	бартон
வெஸ்டன்	weston
பிரன்சுவிக்	brunswick
கச்சிதமாக	ідеально
பைத்தியக்காரன்	божевільного
நிதானமான	тверезий
உமிழ்ந்து	миттю
நவோமி	наомі
மெக்கானிக்கல்	механічна
மெக்கானிக்கல்	механічний
வரவுகள்	прибуття
படைப்பிரிவில்	полк
மார்ஸ்டன்	марсден
இரகசியங்கள்	секрети
இரகசியங்கள்	секретів
இரகசியங்கள்	таємниці
பாகோ	паго
தாராளமான	щедрим
தாராளமான	щедра
தாராளமான	щедрий
செர்ஜி	сергій
செர்ஜி	сержі
கட்ஸ்	кац
முடிவில்லா	нескінченно
திமித்ரி	дмитро
வால்ஷ்	волш
உட்பொதிந்த	вбудований
உட்பொதிந்த	вбудована
உட்பொதிந்த	вбудованим
உட்பொதிந்த	вбудовані
ஆடம்பரம்	розкішний
ஆடம்பரம்	розкішні
ஆடம்பரம்	розкіш
ஆடம்பரம்	luxury
ரிகா	рига
ரிகா	риги
ரிகா	рики
பீகிள்	beagle
ஜிமி	джимі
ஜிமி	jimi
பவுடர்	порошку
பவுடர்	опіків
கருத்தோட்டம்	парадигма
காங்க்	побачиш
காங்க்	кан
டிவிஎஸ்	роздають
பணியமர்த்தல்	вооз
சுரினாம்	суринаму
எமிலியா	емілія
சூரை	тунець
மிதுனம்	gemini
வீச்சுப்	амплітуда
சிதைப்பு	обрізання
அருவ	політеїзм
ஏலியன்	чужий
ஏலியன்	прибульці
திராசு	треш
துலாம்	терези
மேப்பிள்	закінчуючи
சிறப்பானவை	обрані
காரியத்தை	справі
மொன்டேகு	монтеккі
லீப்சிக்	лейпциг
சாதா	plain
சாதா	простий
சாதா	скромні
சாதா	рівнина
சாதா	звичайний
ஆரம்பித்தால்	впорядковано
கைலா	кайла
திமிங்கலம்	кит
திமிங்கலம்	кити
போதையில்	залежність
ரீல்	стрічка
ரீல்	плівка
வேன்டும்	перевтілення
மூலைகள்	кути
சந்தோஷமாக	захваті
சந்தோஷமாக	щаслива
சந்தோஷமாக	щасливі
சந்தோஷமாக	щасливе
சந்தோஷமாக	щасливий
சந்தோஷமாக	щасливим
டேப்லெட்	таблички
டேப்லெட்	планшет
பிடித்தவர்கள்	улюблені
பிடித்தவர்கள்	улюблене
பிடித்தவர்கள்	вибрані
பிடித்தவர்கள்	вибране
பிடித்தவர்கள்	обране
செர்	шер
வெல்க	win
வெல்க	переможе
முன்னேற்பாடு	приготування
சிப்பாங்	сепанг
சாக்லெட்	шоколад
ஒஸ்மான்	осман
பேசுங்கள்	розмовляють
பேசுங்கள்	говоріть
பேசுங்கள்	вимовляти
பேசுங்கள்	говорити
பேசுங்கள்	speak
அளவில்லா	безмежна
அளவில்லா	безмежного
டிரிழ்ச்லெட்	діріхле
மார்செலோ	марсело
சந்தித்தேன்	зустрілись
சந்தித்தேன்	зустрілися
சந்தித்தேன்	зустріли
ஜெட்கின்	цеткін
சார்லோட்	шарлотта
ஸ்டேதம்	стейтем
சாவடிகள்	стенди
ஜுலியன்	жульєн
டிராவல்ஸ்	подорожі
டிராவல்ஸ்	подорожуючи
டிராவல்ஸ்	подорожей
நனை	залози
டட்டன்	dutton
வாவ்	вау
வாவ்	вав
வாவ்	ого
புஷ்கின்	пушкіна
நெகேவ்	негев
பாராட்டுகிறேன்	цінувати
பாராட்டுகிறேன்	ціную
நாக்ஸ்	нокс
ஸ்கார்ப்பியன்ஸ்	scorpions
ஆரிப்	аріф
பங்கேற்பாளர்	учасник
பமீலா	памела
ஜிம்பாப்வே	зімбабве
கெற்பு	детонатор
சரிபார்	перевірити
சரிபார்	підтвердити
சரிபார்	перевірити
சரிபார்	отримання
சரிபார்	перевірити
சரிபார்	перевірте
லாட்ஜ்	ложа
சாகுபடிக்கு	вирощування
காப்ரால்	кабрал
வெயிலின்	теплом
வெயிலின்	спека
கோனி	конні
அத்லோன்	athlon
பிப்	піп
பிப்	лютого
தீர்க்கதரிசனம்	пророцтво
ஸ்தலங்கள்	закликає
ஸ்தலங்கள்	закликав
சமர்ப்பிக்கப்பட்டது	наданий
சமர்ப்பிக்கப்பட்டது	надіслано
சமர்ப்பிக்கப்பட்டது	подання
பீபீ	бібі
கவரேஜ்	покриття
ஹிரூ	онода
மிசா	міса
#ஆதரவு	#підтримую
கென்னி	кенні
ஆன்ட்ரூஸ்	ендрюс
டோவ்	тов
பரேட்டோ	парето
தவிர்த்தது	пропущених
தவிர்த்தது	пропущено
டெக்னிக்	техніка
டெக்னிக்	методика
சோலி	хлоя
ஜேஸ்	джаз
ஜேஸ்	jazz
ஜேஸ்	джазу
மெக்கெல்லன்	маккеллен
கிரிஸ்டி	крісті
அன்னாசி	ананас
குழுவைப்	група
குழுவைப்	групова
குழுவைப்	груповий
குழுவைப்	групу
குழுவைப்	спільнота
பரன்	баран
உள்ளிடவும்	ввести
உள்ளிடவும்	увійти
உள்ளிடவும்	введіть
உள்ளிடவும்	enter
கலாத்தியர்	галатів
இடுகையில்	дописі
இடுகையில்	опублікувати
இடுகையில்	допис
இடுகையில்	допису
சீமென்ஸ்	siemens
புன்	каламбур
அசைகள்	склади
அசைகள்	складів
தொலைபேசியை	телефон
நகோயா	наґоя
ஹியர்ன்	герн
ஹாரோ	аро
இயல்பிருப்பு	типові
இயல்பிருப்பு	типова
இயல்பிருப்பு	типовий
ராக்ஃபெல்லர்	рокфеллер
ஆக்டேவியா	octavia
இறக்கையை	крилаті
லுத்தரன்	лютеранська
டெமோ	демонстрація
டெமோ	демо
ஒஸ்வால்ட்	освальд
பாரெட்	barrett
கையாடல்	привласнення
கிராஃபிக்	графіку
கிராஃபிக்	графічні
நினைவுகளில்	спогади
ராப்டர்ஸ்	репторз
ஈரமாக	мокра
ஈரமாக	мокрий
கசிந்தது	спецпідрозділів
வங்கியாளர்	банкір
பாரபட்சம்	упередження
கத்தரிக்கோல்	ножиці
மிஸ்டிக்	mystic
குஞ்சம்	китицями
மோலினா	моліна
அஞ்சலை	мейл
அஞ்சலை	пошта
அஞ்சலை	поштою
கைட்டின்	хітин
ருஷ்டி	рушді
பைபர்	piper
காரிக்	каррік
சிலநேரம்	інколи
சிலநேரம்	деколи
சிலநேரம்	іноді
மில்வாகி	мілуокі
ஃபுல்டன்	фултон
சாதாரணம்	просту
சாதாரணம்	простий
சாதாரணம்	проста
சாதாரணம்	прості
சாதாரணம்	просте
சாதாரணம்	звичайна
சாதாரணம்	нормальний
சாதாரணம்	нормальні
சாதாரணம்	звичайний
சாதாரணம்	звичайне
கொண்மம்	ємність
மோலி	моллі
வரவேற்பறை	вестибюлі
லேசா	леза
தகுதியானவர்	заслуговує
தகுதியானவர்	заслужила
சோபி	софі
சோபி	софія
பதியம்	зубів
