から	از
アルフィー	آلفی
アルフィー	الفی
多角形	چندضلعی
多角形	چندضلعی
サーチライト	سرچلایت
サーチライト	نورافکن
ドノヴァン	داناوان
ブロワ	بلوآ
ニザーム	نظام
マラケシュ	مراکش
デッサウ	دسائو
ルーゴ	لوگو
ボディビル	بدنسازی
アンティグア	آنتیگوا
黒鉛	گرافیت
カルメル	کارمل
にんじん	هویج
にんじん	هویج
ベンチマーク	benchmark
ベンチマーク	محک
マーシャ	مارشا
亜硫酸	سولفیت
デュースブルク	دویسبورگ
ソファ	مبل
ソファ	کاناپه
ソファ	مبل
ソファ	کاناپه
タルサ	تالسا
ヴァーノン	ورنن
ヴァーノン	ورنون
深み	اعماق
ブルーベリー	بلوبری
モンパルナス	مونپارناس
作業場	کارگاه
レーマン	لمان
デレック	درک
邯鄲	هاندان
エスキモー	اسکیمو
ブラジャー	سوتین
ブラジャー	bra
ブラジャー	سوتین
ブラジャー	برا
カッシーニ	کاسینی
メイト	میت
メイト	ماته
ポメラニア	پومرانی
インフィニット	نامتناهی
インフィニット	بینهایت
インフィニット	نامحدود
インフィニット	بیکران
ロキシー	راکسی
放物線	سهمی
メドヴェージェフ	مدودف
ルチア	لوسیا
チェゼーナ	چزنا
コンパートメント	کوپه
シェイプ	شکلها
シェイプ	شکل
マリアーノ	ماریانو
カポネ	کاپون
泥炭	تورب
ピノ	پینو
ケーン	کین
スタンディング	قیام
スタンディング	ایستاده
スタンディング	ایستادن
ポピー	خشخاش
ポピー	کوکنار
ポピー	پاپی
鈍い	راکد
フレキシブル	انعطاف
パンプキン	کدو
テオドシウス	تئودوسیوس
ツバル	تووالو
アドリアーノ	آدریانو
ウッチ	لودز
ハノーバー	هانوفر
エスプリ	esprit
ヴェイユ	weil
パパイヤ	پاپایا
トレモロ	ترمولو
除算	تفرقه
除算	تقسیم
トトロ	توتورو
ハタ	هامور
船室	اتاقک
船室	کابین
船室	کلبه
ジェロニモ	جرونیمو
花瓶	گلدان
花瓶	vase
花瓶	گلدون
スズメバチ	هورنت
無気力	بیحالی
アディダス	adidas
アディダス	آدیداس
スモーク	دودی
スモーク	دود
スモーク	دوده
シンターゼ	سنتاز
馬具	افسار
カガン	خاقان
明け方	داون
明け方	طلوع
明け方	سحرگاه
明け方	سپیده
ミトリダテス	مهرداد
ウッドロウ	وودرو
ホバート	هوبرت
ラマー	لامار
ジャブ	جب
カマキリ	آخوندک
グティエレス	گوتیرز
グティエレス	گوتیرز
クリーナー	نظافتچی
ハウエル	هوول
コーチング	مربیگری
コーチング	coach
コーチング	دلیجان
コーチング	مربیگری
コーチング	مربی
アセチレン	استیلن
フィリス	فیلیس
アネット	انت
アネット	آنت
スヌーピー	اسنوپی
クーネオ	کونیو
ブッチ	بوچ
アサルト	تهاجم
アサルト	حمله
アサルト	تجاوز
アサルト	یورش
重罪	جرم
フィンチ	سهره
フィンチ	فینچ
フィンチ	فنچ
ハピネス	خوشبختی
ハピネス	شادی
ハピネス	خوشی
竹刀	شینای
カミング	میاد
カミング	آمدن
オッフェンバッハ	افنباخ
縫製	خیاطی
縫製	خیاط
裁断	بریدن
マンフレート	مانفرد
マンフレート	منفرد
ブレスレット	دستبند
ジークムント	زیگموند
ヴィッキー	ویکی
ポップアップ	بالاپر
キキ	کیکی
アスラ	اسوراها
ソドム	سدوم
サイエントロジー	ساینتولوژی
ディアブロ	دیابلو
脳炎	آنسفالیت
バルデス	والدز
エンドウ	نخود
ピラニア	پیرانا
トゥーン	thun
阿野	ano
レソト	لسوتو
テキーラ	تکیلا
メルヴィン	ملوین
蝋燭	شمع
蝋燭	شمع
パプア	پاپوآ
成都市	چنگدو
プラ	پلا
太もも	ران
ウィーラー	ویلر
マンス	منک
マンス	منس
スパゲッティ	اسپاگتی
ユマ	یوما
ビビ	بیبی
ビビ	ویوی
バギー	درشکه
ミーム	میم
キーロフ	کیروف
チェイニー	چنی
ヴィヴァルディ	ویوالدی
ムラト	مراد
マックスウェル	مکسول
マックスウェル	ماکسول
隠者	زاهد
ストロンチウム	استرانسیم
分母	مخرج
関節炎	آرتروز
関節炎	مفصلی
球根	لامپ
忍耐	صبور
忍耐	شکیبایی
忍耐	صبر
カルフーン	کلهون
フェリーニ	فلینی
リヴ	لیو
リプリー	ریپلی
カンポス	کامپوس
カンポス	کامپس
ルブリン	لوبلین
パディントン	پدینگتون
剥製	پرشده
セウェルス	سوروس
イジー	جیری
ミッテラン	میتران
肝硬変	سیروز
ペニス	آلت
ペック	پک
コンタックス	کانتاکس
ラホール	لاهور
口紅	ماتیک
不均衡	ناهماهنگی
くしゃみ	عطسه
プーケット	پوکت
切り離す	جداسازی
かかし	مترسک
時給	ساعتی
ブラフ	بلوف
華氏	فارنهایت
ボル	بور
ドーラ	دورا
プルースト	پروست
エレバン	ایروان
グリーンバーグ	گرینبرگ
ヒルマン	هیلمن
ショウガ	زنجبیل
オグデン	اوگدن
ゲルニカ	گرنیکا
治る	شفا
治る	التیام
ポーチ	کیسه
アシュレイ	اشلی
アトス	آتوس
陽電子	پوزیترون
パリティ	توازن
聴力	شنوایی
ヴィッラ	ویا
ヴィッラ	ویلایی
ヴィッラ	ویلا
ヴィッラ	ویلای
阿智	اشی
イプシロン	اپسیلون
アントニア	آنتونیا
グリセリン	گلیسرول
リャン	لیانگ
ティエリー	تیری
サーボ	سروو
カレラ	کاررا
忠吉	تادایوشی
ヨード	ید
セルバンテス	سروانتس
ファクシミリ	دورنگار
ファクシミリ	فکس
ピム	پیم
コンブ	جلبک
キューピッド	کوپید
ヴァンス	ونس
イェーナ	ینا
ヨアキム	یواخیم
マールボロ	marlboro
シムズ	سیمز
ゴールドバーグ	گلدبرگ
瀋陽市	شنیانگ
ディノ	دینو
重水素	دوتریوم
ハルトマン	هارتمن
博信	هیرونوبو
ディケーター	دکاتور
オイスター	صدف
クズネツォフ	کوزنتسوف
梅毒	سفلیس
梅毒	سیفلیس
安静	آرامش
安静	الباقی
安静	استراحت
アバンギャルド	آوانگارد
脳症	انسفالوپاتی
ミハル	میخال
ドローイング	ترسیم
ドローイング	نقاشی
ドローイング	کشیدن
マスカラ	ریمل
ラムゼイ	رمزی
オーエン	آون
オーエン	اوون
マスタード	خردل
マスタード	خردلی
マリファナ	ماریجوانا
ルッツ	لوتس
ダフネ	دافنه
バイス	وایس
バイス	معاون
アイロン	آهن
鼻炎	رینیت
ジェラード	جرارد
バウティスタ	باتیستا
ディスカッション	بحثهای
ディスカッション	بحثش
ディスカッション	بحث
パセリ	جعفری
ヘイゼル	هزل
モーテル	متل
モーテル	مسافرخانه
デコレーション	تزئین
デコレーション	تزئین
デコレーション	تزئینات
ゲーマー	gamer
プリシラ	پریسیلا
グリーンズボロ	گرینزبورو
おしゃぶり	پستانک
グリエルモ	گولیلمو
地政学	ژئوپلیتیک
肉腫	سارکوم
ラピュタ	لاپوتا
横断幕	بنر
横断幕	بیرق
査証	روادید
査証	ویزا
査証	ویزای
クレモナ	کرمونا
冒涜	کفر
ラダー	نردبان
ラダー	نردبانی
雑木林	بیشه
ノルテ	نورت
マーストリヒト	ماستریخت
キツツキ	دارکوب
エスプレッソ	اسپرسو
穢れ	ناخالصی
穢れ	ناخالصیهای
セルマ	سلما
かかと	پاشنه
かかと	پاشنه
ガルダ	گارودا
ガルダ	گاردا
胡椒	فلفل
胡椒	پپر
ヘラート	هرات
サフラン	زعفران
縫合	بخیه
リズ	لیز
パッシブ	غیرفعال
パッシブ	منفعل
ヴィエンチャン	وینتیان
ガーナー	گارنر
アルメイダ	آلمیدا
スタニスラフ	استانیسلاو
ブレッド	نان
ブレッド	نون
マドラス	مدرس
オルランド	اورلاندو
直腸	مقعد
直腸	افتادگی
スカイラー	شویلر
スカイラー	اسکایلر
クリッパー	کلیپر
リライト	بازنویسی
ウワサ	شایع
ヘリックス	مارپیچ
ヘリックス	پیچه
ギザ	جیزه
ファウラー	فولر
ファウラー	فاولر
イーライ	الای
イーライ	eli
イーライ	ایلای
シオニズム	صهیونیسم
シャンデリア	لوستر
サンプソン	سمپسون
オルティス	اورتیز
ヤルタ	یالتا
トゥーレ	ثول
トゥーレ	توره
減算	تفریق
サイレンス	سکوت
グリシン	گلیسین
パンチョ	پانچو
デニム	دنیم
プラド	پرادو
アーデン	آردن
ブロッホ	بلوخ
ウォリス	والیس
カサンドラ	کاساندرا
ヴァレーゼ	وارزه
ガチョウ	غاز
ガチョウ	گوس
ガチョウ	غاز
便秘	یبوست
はぁ	ها
新生代	نوزیستی
キリバス	کیریباتی
ギリアム	گیلیام
ゾーイ	زو
ゾーイ	زویی
ゾーイ	زوئی
前腕	ساعد
スキャナ	اسکنر
ずさん	شلخته
ウーディネ	اودینه
マリック	مالک
デフ	دف
ハマド	حمد
マルティニーク	مارتینیک
ゴミ箱	زباله
モブ	mob
モブ	اوباش
アタテュルク	آتاترک
トッピング	بویی
ネーション	ملت
ネーション	ملتی
ベルタ	برتا
スカッシュ	کدو
グレンデール	گلندیل
ヒポクラテス	بقراط
プル	pull
十二指腸	دوازدهه
ペーザロ	پزارو
ティラナ	تیرانا
屠殺	اسلاتر
屠殺	کشتار
屠殺	سلاخی
レオノール	لئونور
布地	پارچه
コンポステーラ	کامپوستلا
エセル	اتل
マカロフ	ماکاروف
スキナー	اسکینر
ジローナ	خرنا
リボソーム	ریبوزومی
切り分け	حکاکی
苦味	تلخی
ドレッシング	پانسمان
バンプ	ضربه
カウル	cowl
天頂	اوج
シェルブール	شربورگ
ドッド	داد
ベロニカ	ورونیکا
シーケンシャル	ترتیبی
ジャイルズ	گیلز
ボーフム	بوخوم
バンドン	باندونگ
ウィット	بذله
キリマンジャロ	کلیمانجارو
アーチー	آرچی
リブ	لیو
リブ	دنده
レント	اجاره
レント	کرایه
ブラウニング	برونینگ
ロカルノ	لوکارنو
叫び声	فریادها
叫び声	جیغ
ドーセット	دورست
縫う	دوختن
オートメーション	خودکارسازی
パーラー	نشیمن
プリモ	پریمو
嚢胞	کیست
マカッサル	ماکاسار
フィオナ	فیونا
タンガニーカ	تانگانیکا
ビスマス	بیسموت
スタウト	استوت
ウェイター	گارسون
ウェイター	والترز
ヒマラヤ山脈	هیمالیا
トラファルガー	ترافالگار
針金	سیم
針金	کابل
針金	وایر
バジル	ریحان
事跡	دستاوردهای
キャッチボール	گرفتن
キャッチボール	بگیرن
キャッチボール	کچ
シンドラー	شیندلر
ロア	لوا
ロア	رئا
観念論	آرمانگرایی
ヌール	nur
ヌール	نور
ヌール	نور
リーゼ	لیزه
トリミング	cropping
トリミング	برش
トリミング	کاه
ヌクレオチド	نوکلئوتید
深セン	شنژن
ディテール	جزئیات
ディテール	جزییات
噛む	گاز
ランダー	کاوشگر
毛糸	نخی
毛糸	نخ
オープンカー	کروکی
エクササイズ	مشق
エクササイズ	ورزش
エクササイズ	تمرین
ハーラル	هارالد
ウィッシュ	آرزو
ウィッシュ	کاش
ウィッシュ	ارزو
ウィッシュ	ارزوی
タラワ	تاراوا
フェルプス	فلپس
瞳孔	مردمک
瞳孔	مردمک
瞳孔	شاگردان
プロパティ	ویژگی
プロパティ	دارایی
プロパティ	ملک
プロパティ	اموال
プロパティ	مالکیت
プロパティ	ویژگیها
プロパティ	ویژگیهای
無神論	بیخدایی
無神論	آتئیست
ヨセミテ	یوسیمیتی
インサイダー	نفوذی
アビラ	آبیلا
ネイル	nail
ネイル	ناخن
ネイル	میخ
ネイル	ناخن
ネイル	میخ
形態素	تکواژ
シルヴィオ	سیلویو
ウィルコックス	ویلکاکس
アライグマ	راکون
ゴス	goth
ジルベルト	گیلبرتو
ヴァッレ	بایه
ヴァッレ	واله
ウォルターズ	والترز
アクティビティ	فعالیتها
アクティビティ	فعالیتها
アクティビティ	فعالیت
曲げる	خم
曲げる	بند
ステイ	بمان
ステイ	بمانی
ステイ	ماندن
ステイ	بمانم
ステイ	بمانید
ジェントルマン	آقایی
ジェントルマン	جنتلمن
ブラウス	بلوز
ブラウス	پیراهن
エミル	امیل
ニコシア	نیکوزیا
ヴィシュヌ	ویشنو
キンシャサ	kinshasa
アンブローズ	ambrose
全能	توانا
全能	قهار
ニンフ	نیمف
フルクトース	فروکتوز
ホーナー	هورنر
アスティ	asti
コショウ	فلفل
コショウ	پپر
クジャク	طاووس
ペレストロイカ	پرسترویکا
寝たきり	بستری
トパーズ	توپاز
ヌル	پوچ
キルト	لحاف
プネー	پون
ディレイ	تأخیر
ディレイ	تاخیر
ディレイ	تأخیری
メート	سولفونات
マグワイア	مگوایر
マグワイア	مگوایر
メッシ	مسی
クルディスタン	کردستان
クルディスタン	kurdistan
プルタルコス	پلوتارک
ティーンエイジャー	نوجوان
ヘイワード	هیوارد
クレープ	کرپ
グレゴール	گرگور
ブルームバーグ	بلومبرگ
ウコン	زردچوبه
キノピオ	وزغ
スキャナー	اسکنر
スコセッシ	اسکورسیزی
クラスノヤルスク	کراسنویارسک
エンデバー	کوشش
ピレウス	پیره
無地	ساده
漏斗	قیف
コンドーム	کاندوم
コンドーム	کاندوم
ベガス	وگاس
不眠症	بیخوابی
砂塵	غبار
砂塵	خاک
砂塵	شن
砂塵	سند
砂塵	ماسه
砂塵	شنی
トマーシュ	توماش
ボーンマス	بورنموث
ニルソン	نیلسون
渇き	تشنه
渇き	عطش
渇き	تشنگی
ギデオン	گیدئون
オウレンセ	اورنسه
発疹	خارش
発疹	جوش
発疹	عجول
イダルゴ	هیدالگو
フォボス	فوبوس
レイキャヴィーク	ریکیاویک
デルガド	دلگادو
ダウニー	داونی
ヌンチャク	نانچیکو
アクセサリ	لوازم
ショーケース	ویترین
涼しい	خونسرد
涼しい	خنک
涼しい	cool
ステートメント	اظهارات
ステートメント	بیانیه
ステートメント	اظهارات
ビヨンセ	بیانسه
オニオン	پیاز
マッシュルーム	قارچها
マッシュルーム	قارچ
マッシュルーム	قارچ
ベルルスコーニ	برلوسکونی
ヒエロニムス	جروم
やわらかい	ملایم
やわらかい	نرمه
やわらかい	نرمی
やわらかい	سافت
やわらかい	نرم
アンペア	آمپر
すすめる	تشویق
すすめる	توصیه
葉っぱ	برگها
葉っぱ	برگ
葉っぱ	برگی
葉っぱ	برگ
イヤリング	گوشواره
イヤリング	گوشواره
タラス	تاراس
スウィーニー	سوینی
スーツケース	چمدان
スーツケース	چمدان
ゴダード	گدارد
献立	رژیم
献立	رژیمی
スモーキー	اسموکی
シャリ	شاری
パピヨン	پاپیون
インパール	ایمفال
ルガー	لوگر
ムジカ	musica
吐き気	تهوع
ルビオ	روبیو
肉屋	قصاب
肉屋	قصابی
バウンティ	فضل
デッカー	دکر
マッターホルン	ماترهورن
ジョサイア	جوسایا
ケロッグ	کلاگ
プラカード	پلاکارد
ポンテベドラ	پنتبدرا
至福	سعادت
至福	سعادتی
至福	ناز
至福	بلیس
オランウータン	اورانگوتان
ドルチェ	dolce
ベルトルト	برتولد
プリーストリー	پریستلی
フォンダ	فوندا
セーリング	قایقرانی
セーリング	دریانوردی
異状	غیرطبیعی
ソファー	مبل
ソファー	کاناپه
マグノリア	مگنولیا
バンディ	باندی
パンケーキ	کوفته
エルドラド	الدورادو
アラス	اراس
シテ	گهی
ダルース	دلوت
ウルム	اولم
モルタル	خمپاره
イボ	زگیل
ピクシー	پیکسی
アイデンティティー	همانی
アイデンティティー	هویت
杭州市	هانگژو
モデスト	مودستو
心電図	ecg
プディング	پودینگ
アクアリウム	آکواریوم
コオロギ	کریکت
入れ墨	خالکوبی
入れ墨	تاتو
入れ墨	خالکوبی
仏塔	پاگودا
裏通り	کوچه
ドルフ	دولف
けん引	تاو
けん引	یدک
今晩	امشب
トート	تحوت
サベージ	وحشی
キャシディ	کسیدی
カタロニア	کاتالونیا
エイヴォン	آون
孟子	منسیوس
ラングーン	رانگون
ギブズ	گیبس
ギブズ	گیبز
レセプション	دریافت
レセプション	پذیرش
レセプション	پذیرایی
ポドゴリツァ	پودگوریتسا
冠詞	مطلب
冠詞	مقالۀ
冠詞	مقاله
冠詞	مقالات
冠詞	مقاله
ビュッフェ	بوفه
ハーネス	افسار
クエーサー	اختروش
ディキンソン	دیکنسون
播種	کاشتن
播種	کاشت
播種	جاسازی
播種	بلغزد
播種	کاشته
ハイエナ	کفتار
しびれ	بیحسی
傷口	جراحت
傷口	زخم
ウェルシュ	ولش
ウェルシュ	ولز
ラーセン	لارسن
アオスタ	ائوستا
マーロウ	مارلو
ウェズリー	وسلی
ヤロスラヴリ	یاروسلاول
ニールス	نیلز
サンドウィッチ	ساندویچ
ヘアー	موی
ヘアー	مو
ヘアー	موها
エリコ	جریکو
滑石	طلق
リアーゼ	لیاز
レーヨン	ریان
ヒキガエル	وزغ
ザクロ	انار
恩寵	فضل
恩寵	گریس
羅山	رزن
キャメロット	کملوت
クリスティアーノ	کریستیانو
コンテキスト	متن
アポトーシス	آپوپتوز
ペンシル	مداد
ペンシル	مدادی
トッカータ	توکاتا
ナックルズ	ناکلز
泰雄	یاسو
オーディエンス	حضار
オーディエンス	مخاطب
オーディエンス	تماشاگران
オーディエンス	مخاطبین
差動	دیفرانسیل
ハミルトニアン	هامیلتونی
タラゴナ	تاراگونا
ヴィニー	وینی
ヴィニー	وینی
パーシング	پرشینگ
アンジー	آنجی
アンジー	انجی
アトミック	اتمی
ラグ	یائسه
ラグ	ژنده
ラグ	lag
ラグ	قالی
ラグ	فرش
ラグ	قالی
ラグ	قالیچه
コンディショナー	مطبوع
バービー	باربی
フォワ	فوی
アゴラ	agora
アナキズム	آنارشیست
アナキズム	آنارشیسم
ユーカリ	اکالیپتوس
アグリッパ	آگریپا
パコ	پاکو
植芝	اوشیبا
遠回り	فلکه
マーカム	مارکهام
タレス	تالس
キュレーター	متصدی
キュレーター	کتابدار
受入れ	پذیرفتن
受入れ	پذیرش
受入れ	قبولی
切望	اشتیاقی
アッシジ	آسیزی
グラデーション	گرادیان
ボスコ	بوسکو
ルガーノ	لوگانو
無菌	عقیم
無菌	استریل
タタ	تاتا
安子	آنشی
ジェナ	جینا
ジェナ	جنا
スワジランド	سوازیلند
ジッダ	جده
ゲオルゲ	گئورگه
ラジウム	رادیوم
ムーサ	الهه
胡麻	کنجد
お花	گل
お花	گلها
幻滅	جوجوتسو
チュメニ	تیومن
ガルボ	گاربو
栄養失調	سوءتغذیه
フレモント	فرمونت
供物	پیشکش
供物	تعارف
供物	پیشنهاد
アルガルヴェ	الگاروه
コミット	مرتکب
コミット	متعهد
ラドクリフ	رادکلیف
デンプシー	دمپسی
幸広	یوکیهیرو
ロムニー	رامنی
ウェンデル	وندل
エレオノーラ	الئونورا
サウル	ساول
ツンドラ	توندرا
イリ	ili
メロドラマ	ملودرام
ジャコブ	یعقوب
ジャコブ	جیکوب
ジャコブ	یاکوب
ジャコブ	جاکوب
あくび	خمیازه
あくび	خمیازه
マッテオ	متئو
タルト	تارت
アレッサンドリア	آلساندریا
アトキンス	اتکینز
リンス	مطبوع
ダリウス	داریوش
タトラ	تاترا
ファスナー	چفت
テート	تیت
グスタボ	گوستاوو
クーリッジ	کولیج
グアラニー	گوارانی
ドゥーム	doom
ドゥーム	عذاب
ジョヴァンナ	جیوانا
愛撫	نوازش
腫れ	تورم
腫れ	متورم
腫れ	ورم
腫れ	ورم
ニシキヘビ	پایتون
ニシキヘビ	پیتون
インディラ	ایندیرا
マルティーニ	مارتینی
シトラス	مرکبات
汚泥	لجن
オリンポス	الیمپوس
トラッカー	ردیاب
トラッカー	ردیابی
アモーレ	amore
オラン	اوران
クルーニー	کلونی
ゴリツィア	گوریتزیا
アンビエント	امبینت
かわいそう	فقیران
かわいそう	فقیر
かわいそう	فقیری
かわいそう	بیچاره
チェリャビンスク	چلیابینسک
ダイアグラム	نمودار
ダイアグラム	نمودارهای
イチジク	انجیر
非同期	ناهمگام
ファンデーション	پایه
ファンデーション	بنیاد
コンセプシオン	کنسپسیون
カメハメハ	کامه
マーラ	مارا
ヘイグ	هیگ
メイス	میس
旋盤	تراش
ラーション	لارسون
ナルヴィク	نارویک
アニス	انیسون
ミンク	مینک
ダイアー	دایر
マグダレーナ	مگدالن
マグダレーナ	ماگدالنا
フロリアン	فلوریان
再訪	revisited
狭心症	گلودرد
狭心症	آنژین
アルマジロ	آرمادیلو
シルヴィ	سیلوی
腹筋	abs
ダス	داس
ダス	das
ひび割れ	بشکن
ひび割れ	کراک
ひび割れ	شکاف
サンサ	سانسا
ファイフ	فایف
ヘイスティングス	هستینگز
ヘイスティングス	هیستینگز
レゴ	لگو
オルフェウス	اورفئوس
ムルマンスク	مورمانسک
グルタチオン	گلوتاتیون
ウェントワース	ونتورت
モーティマー	مورتیمر
フルール	فلور
シロアリ	موریانه
シロアリ	موریانه
窮状	مخمصه
ガンジー	گاندی
イマジネーション	تخیلات
イマジネーション	تخیل
イマジネーション	تصورات
シヴァージー	شیواجی
グアダルーペ	گوادالوپ
イグレシアス	ایگلسیاس
ピュイ	پوی
嵐が丘	بلندیهای
ブランケット	روکش
ブランケット	پتوی
ブランケット	پتو
スコフィールド	اسکوفیلد
スコフィールド	اسکافیلد
滑車	قرقره
アッティラ	آتیلا
アジャ	آجا
チップス	چیپس
エイムズ	امس
エイムズ	ایمز
グラフトン	گرافتن
モネ	مونه
トリーア	تریر
ヴャチェスラフ	ویاچسلاو
メルビン	ملوین
セラピスト	روانشناس
セラピスト	درمانگر
フランジ	فلنج
アニリン	آنیلین
インテグレーション	یکپارچگی
オデオン	odeon
エウロパ	اروپا
ナバホ	ناواجو
ボヘミアン	بوهمی
家路	میهن
アルマゲドン	آرماگدون
ホルムアルデヒド	فرمالدئید
ミトラ	میترا
暖炉	شومینه
ヴォルデモート	ولدمورت
グウェン	گوئن
カリグラ	کالیگولا
トーラー	تورات
シャルトル	شارتر
ウェッジ	وج
黄疸	زردی
フジモリ	فوجیموری
エプスタイン	اپستاین
パラディン	پالادین
プロテアーゼ	پروتئاز
トラッキング	ردگیری
トラッキング	ردیابی
トラッキング	پیگیر
フィフス	پنجم
フィフス	پنجمی
フィフス	پنجمین
ブレナン	برنن
遠近法	منظر
ヘッダー	سرآیند
カブール	کابل
スレンダー	قلمی
キアラ	چیرا
ケンタウロス	سنتور
スリッパ	دمپایی
ダルフール	دارفور
優柔不断	دودل
優柔不断	تامل
リュシアン	لوسین
ギグ	گیگ
バルトロメオ	بارتولومئو
ロベスピエール	روبسپیر
シューメーカー	کفاش
コーリング	فراخوانی
麻疹	سرخک
フェルドマン	فلدمن
メキシカン	مکزیک
メキシカン	مکزیکی
バスラ	بصره
イットリウム	ایتریم
ブガッティ	بوگاتی
マーシア	مرسیا
オライオン	اوریون
尿道	میزراه
ネイバー	naver
ブダ	بودا
ウォルコット	والکوت
ウォルコット	ولکات
フメリニツキー	خملنیتسکی
ヌーシャテル	نوشاتل
スーフィー	صوفی
スポール	اسپال
毛細血管	مویرگ
ウィルフレッド	ویلفرد
ベンチュラ	ونتورا
フリーダ	فریدا
ハマースミス	hammersmith
レーズン	کشمش
レーズン	کشمش
イリジウム	ایریدیم
アバ	عبا
アバ	آبا
アバ	ابا
アバ	آبا
ふぶき	فوبوکی
コニカ	کونیکا
シェークスピア	شکسپیر
いいわけ	عذرخواهی
いいわけ	پوزش
乾燥機	درایر
モガディシュ	موگادیشو
カルヴィン	کالوین
ボイシ	بویزی
ウィルキンス	ویلکینز
コシツェ	کوشیتسه
ワトキンス	واتکینز
アニマ	anima
ぼかし	لکه
ぼかし	محو
ぼかし	تیرگی
聖天	شوتن
シーツ	ملافه
アセンション	عروج
アセンション	صعود
口髭	سیبیل
口髭	سبیل
口髭	سبیل
スウォンジー	سوانسی
プーマ	پوما
プーマ	یوزپلنگ
タイタス	تایتوس
カモフラージュ	استتار
ルアンダ	لوآندا
ギレルモ	گیلرمو
ポアソン	پواسون
玉ねぎ	پیاز
玉ねぎ	پیاز
シーソー	الاکلنگ
オデュッセウス	اودیسه
ヘルム	هلم
ヘルム	سکان
プレトリア	پرتوریا
オッペンハイマー	اوپنهایمر
ガゼル	آهو
ガゼル	غزال
エネルギア	energiya
オストラヴァ	استراوا
デュバル	دووال
アストラハン	آستراخان
エレイン	ایلین
エレイン	الین
ポラック	پولاک
ニャ	نها
チャウ	چاو
アムル	عمرو
ローディング	بارگیری
ローディング	بارگذاری
ヴァールブルク	واربرگ
牧羊	رقبایش
牧羊	سوق
買い手	خریدار
ケムニッツ	کمنیتز
ブルドーザー	بولدوزر
ジェネリック	عمومی
ジェネリック	عام
禁輸	ممنوعیت
禁輸	تحریم
センセーショナル	شورانگیز
ゴンサロ	گونزالو
ヴラド	ولد
インジェクション	آمپول
インジェクション	تزریق
パンパ	پامپا
フィールディング	فیلدینگ
縁結び	همسریابی
ピカピカ	براق
シュルーズベリー	شروزبری
ジャクリーヌ	ژاکلین
パラッツォ	کاخ
ユーティリティー	تسهیلات
ユーティリティー	سودمندی
シマウマ	گورخر
タクシン	تاکسین
ハルツーム	خرطوم
ドゥアルテ	دوراتی
ディッキー	دیکی
ディッキー	دیکی
長春市	چانگچون
やけど	برنز
やけど	سوختگی
やけど	سوخت
やけど	سوختگی
やけど	سوختن
やけど	سوزاندن
座主	زیسو
ジュリアナ	جولیانا
ガーデニング	باغبانی
洋二郎	تاکیتا
生姜	زنجبیل
ラハティ	لاختی
シェード	سایه
キウイ	کیوی
ロドルフォ	رودولفو
バージー	باجی
ウロコ	ترازوی
燻製	شفا
コンコルディア	کنکوردیا
睾丸	خایه
睾丸	بیضه
クルガン	کورگان
アマルフィ	آمالفی
ファルコ	فالکو
仏山	فوشان
リロイ	لیروی
ティリオン	تیریون
フローティング	شناور
ウィーナー	وینر
ドーキンス	داوکینز
バーティ	برتی
愚か者	ابلهان
セイウチ	والراس
セイウチ	گراز
金剛力士	nio
エレガンス	ظرافت
エレガンス	لطافت
イチイ	سرخدار
クロロフィル	سبزینه
シャイア	شایر
オロモウツ	اولوموتس
ミクロン	میکلون
ビギナー	مبتدی
エストラーダ	استرادا
ヘニング	هنینگ
ネフスキー	نوسکی
セゴビア	سگوبیا
ペパーミント	نعنا
ハンツビル	هانتسویل
ハーマイオニー	هرمیون
オルト	اورتو
おむつ	پوشک
おむつ	پوشک
アブラムシ	شته
マンデル	مندل
オンブズマン	دادآور
目盛	مقیاس
カワウソ	سمور
カワウソ	شنگ
カワウソ	اوتر
がっかり	ناامید
がっかり	ناکام
アヴェッリーノ	آولینو
ロザリー	روزالی
マヌ	مانو
ボロディン	برودین
官衙	کانگو
ファイエット	فایت
ドライヤー	درایر
滑り台	اسلاید
バッシュ	bash
バッシュ	بش
イナゴ	ملخ
リュドミラ	لودمیلا
リュドミラ	لیودمیلا
スティンガー	استینگر
ロックス	سنگها
フォールト	عیب
フォールト	گناهان
フォールト	خطاهای
アビジャン	آبیجان
ファック	فاک
アマリロ	آماریلو
ジャヤ	جایا
エメット	امت
申請者	متقاضی
リベレツ	لیبرتس
キャディ	کدی
キャディ	کادیلاک
ホーキング	هاوکینگ
トリプトファン	تریپتوفان
やかん	کتل
やかん	کتری
弱める	سست
たんぱく質	پروتئین
たんぱく質	پروتئینی
たんぱく質	پروتئینهای
ハウル	زوزه
ヤナ	یانا
ルドヴィーコ	لودویکو
マージン	حاشیه
蝶番	منوط
蝶番	لولا
哺乳動物	ممل
哺乳動物	پستانداران
哺乳動物	پستاندار
オリエンテーション	جهت
アセット	دارائی
アセット	دارایی
アセット	داراییها
アセット	داراییهای
アセット	دارائی
アセット	دارایی
ワーウィック	وارویک
カーヴァー	کارور
むちゃ	تفریحی
ミンコフスキー	مینکوفسکی
フアレス	خوارز
シュペーア	اشپر
シュペーア	اسپیر
ライアー	دروغگو
ライアー	دروغگوی
キャセイ	کاتای
イサキ	گرانت
フィップス	فیپس
オルコット	الکات
インセンティブ	مشوق
アモン	آمون
クヌート	کنوت
