और	in
बोझ	bremena
बोझ	breme
बोझ	bremena
पूंछ	rep
पूंछ	tail
मेमोरियल	memorial
रीढ़	hrbtenica
सेवानिवृत्त	upokojeni
सेवानिवृत्त	upokojen
ज्येष्ठ	najstarejša
ज्येष्ठ	najstarejši
क्रूज़	cruz
क्रूज़	križarjenja
धनात्मक	pozitiven
धनात्मक	pozitivni
धनात्मक	pozitivna
धनात्मक	pozitivno
धनात्मक	pozitivne
तुम्हारी	tvojo
तुम्हारी	tvoje
तुम्हारी	tvoj
तुम्हारी	tvoji
तुम्हारी	tvoja
आइस	led
आइस	ice
आइस	ledom
कमज़ोर	šibki
कमज़ोर	šibak
कमज़ोर	šibek
कमज़ोर	šibka
कमज़ोर	šibko
कमज़ोर	bedno
कमज़ोर	brezveze
आयुर्विज्ञान	zdravilo
आयुर्विज्ञान	medicino
आयुर्विज्ञान	medicina
आयुर्विज्ञान	ajurveda
सऊदी	saudova
अनुमोदन	odobritve
अनुमोदन	odobritev
मोम	vosek
सूअर	prašiči
सूअर	pujs
सूअर	prašič
पोत	plovilo
पोत	posoda
सौदे	dogovor
मोटाई	debeline
मोटाई	debelino
मोटाई	debelina
पलायन	pobeg
वर्जीनिया	virginija
वर्जीनिया	virginia
दृढ़ता	vztrajnost
दृढ़ता	vztrajnosti
संतों	svetniki
घूम	predenje
घूम	vrtenje
बीजगणित	algebra
मानसून	monsun
हेक्टेयर	hektar
हेक्टेयर	hektarov
हेक्टेयर	hektarjev
केंद्रों	središča
केंद्रों	centrov
केंद्रों	centri
केंद्रों	centre
कार्यात्मक	funkcionalne
कार्यात्मक	funkcionalno
कार्यात्मक	funkcionalna
कार्यात्मक	funkcionalni
उत्सर्जित	oddane
रचनाएं	stvaritve
रचनाएं	stvaritev
बुश	bush
बुश	grmovje
बुश	grm
सपने	sanje
सपने	dream
सपने	sanjsko
सपने	sanje
सपने	sanj
आश्चर्यजनक	presenetljivo
छाती	prsi
छाती	skrinja
घोड़ों	konje
घोड़ों	konjev
घोड़ों	konji
वॉल	obzidje
वॉल	zid
वॉल	stena
वॉल	steno
यम	yam
यम	pluton
हड्डियों	bones
हड्डियों	kosti
हड्डियों	kosteh
महत्ता	pomembnost
फ्रांसिस	franc
फ्रांसिस	francis
महानगर	metropolitan
मैनेजर	upravnik
मैनेजर	upravitelj
मैनेजर	upravljalnik
मैनेजर	menedžer
कार्निवल	karneval
खिलाडी	igralci
खिलाडी	igralca
खिलाडी	igralce
खिलाडी	akterji
नक्शे	zemljevidi
नक्शे	zemljevide
पाइप	cev
पाइप	cevi
पाइप	pipa
पाइप	cevi
त्रिभुज	orel
त्रिभुज	eagle
त्रिभुज	orla
त्रिभुज	trikotnik
त्रिभुज	trikotnika
ईस्टवुड	eastwood
रूम	sobe
रूम	sob
रूम	sobo
रूम	soba
रूम	sobi
मैक्सिको	mehika
जज	judge
जज	sodnik
जज	sodnica
नरसिंह	narasimha
पुरातन	starina
पुरातन	starinski
व्यवसायिक	poklic
अल्फा	alpha
अल्फा	alfa
अल्फा	alfa
डालर	dolarja
डालर	dolar
छद्म	psevdo
निशाना	tarča
निशाना	ciljna
ईस्टर	velikonočni
ऑटोमोबाइल	avtomobili
ऑटोमोबाइल	avtomobil
राउंड	krog
राउंड	okrogla
राउंड	okrogle
राउंड	rundo
राउंड	okrogel
राउंड	okroglo
बेरी	jagoda
बेरी	berry
नरम	mehko
नरम	mehka
नरम	mehke
नरम	mehak
नरम	omehča
रोमांटिक	romantično
रोमांटिक	romantičen
रोमांटिक	romantična
गेंदबाज	kegljač
काँच	steklo
काँच	stekla
काँच	kozarec
काँच	steklena
सूप	juho
सूप	juhe
सूप	juha
नेट	neto
नेट	net
नेट	mreže
नेट	mrež
जेरिको	jericho
टैगोर	tagore
हॉप	hop
उत्परिवर्तन	mutacija
उत्परिवर्तन	mutacije
उत्परिवर्तन	mutacijo
गेज	profil
गेज	merilec
गेज	merilnik
ओपेरा	opera
ओपेरा	operi
ओपेरा	opere
ओपेरा	opero
मैट्रिक्स	matrico
मैट्रिक्स	matrica
मैट्रिक्स	matrika
जार्ज	george
बिल्ली	mačji
बिल्ली	muca
बिल्ली	maček
बिल्ली	mačka
बिल्ली	cat
क्षुद्रग्रह	asteroidi
क्षुद्रग्रह	asteroid
आसमान	sky
आसमान	nebo
आसमान	nebo
मिनी	mini
क्रियाएँ	dejavnosti
क्रियाएँ	aktivnosti
क्रियाएँ	glagoli
क्रियाएँ	dejanja
क्रियाएँ	ukrepi
क्रियाएँ	dejavnost
क्रियाएँ	dejavnosti
क्रियाएँ	aktivnost
क्रियाएँ	aktivnosti
वैली	wally
याचिका	peticijo
याचिका	peticije
सुविधाजनक	priročno
सुविधाजनक	priročna
स्नेह	naklonjenost
फेसबुक	facebook
जैक्सन	jackson
चोर	chor
चोर	tatove
चोर	lopovi
चोर	tatovi
चोर	tatov
चोर	tat
चोर	lopov
कॉपी	kopiral
कॉपी	kopiranje
कॉपी	kopiraj
कॉपी	kopijo
कॉपी	kopij
कॉपी	kopije
डाइऑक्साइड	dioksid
केप	ogrinjalo
केप	rt
केप	cape
मौसमी	sezonski
मौसमी	sezonsko
भेजी	poslan
भेजी	poslana
भेजी	poslani
भेजी	poslano
भेजी	poslane
कमेटी	komite
कमेटी	odbor
मौजूदगी	prisotnost
मौजूदगी	prisotnosti
मौजूदगी	navzočnost
दोस्ती	prijateljstvo
दोस्ती	prijateljstva
बम्बई	bombay
प्रेरक	motivacijski
पंप	črpalko
पंप	črpalka
दाने	zrna
दाने	zrnje
एयरबस	airbus
सील	pečat
आभासी	virtualno
आभासी	navidezni
आभासी	navidezno
आभासी	navidezna
आभासी	virtualni
सलीम	salim
नक्काशी	graviranje
नक्काशी	rezbarski
विचलन	odstopanje
विचलन	odklon
विचलन	odmik
डेविस	davis
डेविस	davisa
होस्ट	gostitelja
होस्ट	gostitelj
होस्ट	gostitelji
ऋणात्मक	negativen
ऋणात्मक	negativna
ऋणात्मक	negativno
ऋणात्मक	negativni
जवान	mladi
जवान	mlad
जवान	mlada
जवान	young
जवान	mlado
सूफी	sufi
डॉग	dog
डॉग	pasja
डॉग	kuža
डॉग	pasji
डॉग	pes
टूल	orodja
टूल	orodje
टैक्सी	taxi
टैक्सी	taksi
टैक्सी	taksi
टैक्सी	kabina
टैक्सी	taksiji
सूरा	poglavje
सूरा	sura
पेरू	peruja
पेरू	peru
पेरू	peruju
भूरा	rjavo
भूरा	rjavi
भूरा	rjave
भूरा	rjava
यूनिक्स	unix
गार्ड	straža
गार्ड	čuvaji
गार्ड	pazniki
गार्ड	stražarji
गार्ड	stražar
गार्ड	straža
गार्ड	čuvaj
गार्ड	garda
गिना	štel
गिना	štelo
रेलमार्ग	železnico
रेलमार्ग	železnice
रेलमार्ग	železnica
गेहूं	pšenični
गेहूं	pšenica
गेहूं	pšenico
गेहूं	pšenice
ब्राह्मी	brahmi
बेसिक	osnovno
बेसिक	osnovni
फेडरेशन	federacija
फेडरेशन	federacije
रस्सी	vrv
रस्सी	vrvi
क्रीम	smetana
क्रीम	kremo
क्रीम	smetane
क्रीम	smetano
क्रीम	krema
परेड	parada
परेड	parade
परेड	parado
अलास्का	aljaske
अलास्का	aljasko
अलास्का	aljaski
शुद्धता	deviški
शुद्धता	točnost
शुद्धता	natančnost
रचनाकार	pisec
रचनाकार	pisateljica
रचनाकार	pisatelj
शिशुओं	dojenčki
अंगूर	grozdje
अंगूर	grozdja
अंगूर	grozdje
विश्वव्यापी	svetovna
विश्वव्यापी	svetovno
लेनी	leni
देह	truplo
देह	body
देह	telesa
देह	telo
जौ	ječmen
जौ	ječmena
खाई	rov
खाई	jarek
युवावस्था	mladosti
युवावस्था	mladina
युवावस्था	mladost
स्टाइल	stil
स्टाइल	slog
रेड्डी	reddy
गुरुकुल	semenišču
लौटे	vrnjeno
लौटे	vrnjena
लौटे	vrnjen
कारखानों	tovarn
कारखानों	tovarne
ढांचा	okviri
ढांचा	okvirji
ढांचा	okvir
ढांचा	okvirja
ढांचा	ogrodje
ढांचा	strukturo
ढांचा	zgradba
ढांचा	struktura
ढांचा	konstrukcija
मजदूरी	plač
मजदूरी	plače
विस्थापन	premik
कठिनाइयों	težave
चैन	chan
चैन	verigo
चैन	verige
चैन	veriga
क्लान	klan
प्रतीकों	simboli
प्रतीकों	simbole
भ्रष्ट	pokvarjen
भ्रष्ट	pokvarjeni
भ्रष्ट	pokvarjeno
भ्रष्ट	pokvarjene
भ्रष्ट	pokvaril
अभियान्त्रिकी	inženiring
अभियान्त्रिकी	inženiringa
सामंजस्य	harmonijo
सामंजस्य	harmoniji
सामंजस्य	harmonija
सामंजस्य	harmony
पैक	pakiranje
पैक	trop
पैक	pakiranja
पैक	krdelo
छाल	lubja
पिक्चर	sliko
पिक्चर	slika
इराक़	irak
इराक़	iraku
वाइन	vina
वाइन	vino
फारस	perzije
शतरंज	šah
शतरंज	šaha
गर्भपात	splav
प्रकोप	ogorčenje
प्रकोप	srd
ग्रीष्म	summers
ग्रीष्म	poletja
ग्रीष्म	summer
ग्रीष्म	poletna
ग्रीष्म	poletni
ग्रीष्म	poletno
ग्रीष्म	poleti
ग्रीष्म	poletje
बेल्ट	pasove
बेल्ट	pasovi
बेल्ट	pasu
बेल्ट	pas
बेल्ट	pasom
पुजारी	svečenik
पुजारी	župnik
पुजारी	duhovnik
प्लेस	plac
प्लेस	kraj
खां	khan
खां	kan
मीना	mina
एनीमेशन	animacija
एनीमेशन	optimizacija
एनीमेशन	animacije
ज्वार	sirek
नॉन	non
समस्याएँ	problemi
समस्याएँ	težave
समस्याएँ	izdaj
समस्याएँ	vprašanja
एलिजाबेथ	elizabeta
एलिजाबेथ	elizabeth
डिएगो	diego
पैट्रिक	patrick
पैट्रिक	patrik
विक्टर	viktor
विक्टर	victor
मित्रता	prijateljstvu
मित्रता	prijateljstvo
मित्रता	prijateljstva
विश्वसनीयता	verodostojnost
विश्वसनीयता	zanesljivost
यूरेनियम	uran
श्रद्धांजलि	poklon
स्तुति	pohvala
स्तुति	pohvale
ड्रीम	sanje
ड्रीम	dream
ड्रीम	sanjsko
कैप्टन	stotnik
कैप्टन	kapitan
वेधशाला	observatorij
कुत्ता	dog
कुत्ता	pasja
कुत्ता	kuža
कुत्ता	pasji
कुत्ता	pes
तुरन्त	nemudoma
तुरन्त	takoj
क्लबों	klub
क्लबों	club
छीन	ugrabljena
जड़ें	korenine
सरसों	gorčica
सरसों	gorčice
इमाम	imama
वार्नर	warner
सिस्टम्स	sistemi
चलना	hojo
चलना	hoja
चलना	hoje
चलना	hodi
चलना	peš
चलना	sprehod
चलना	hoja
चलना	sprehodi
चलना	peš
चलना	hodi
धुन	melodija
धुन	melodijo
समितियों	odbori
मसाले	začimbe
लेबनान	libanon
औचित्य	obrazložitev
औचित्य	utemeljitev
रूपक	metafora
नौका	jahte
नौका	jahto
नौका	jadrnica
नौका	ladja
नौका	čoln
शैवाल	alg
शैवाल	alge
निपटान	odlaganje
निपटान	odstranjevanje
निपटान	poravnave
निपटान	poravnava
स्वीडिश	švedska
स्वीडिश	švedsko
स्वीडिश	švedski
स्वीडिश	švedska
एडम्स	adams
अभिगम	dostop
मंत्रिमंडल	ministrstva
मंत्रिमंडल	omarica
मंत्रिमंडल	omara
मंत्रिमंडल	kabinet
पहना	nosil
पहना	nosila
सिखों	sikhi
पैतृक	starševski
पैतृक	očetovski
लेट	zamuja
लेट	pozno
लेट	pozen
लेट	pozni
लेट	pozna
तिल	sezamovo
ट्विटर	twitter
ट्विटर	twitterju
जेरी	jere
जेरी	jerry
पतला	suha
पतला	suhi
पतला	suh
पतला	vitka
पतला	slim
पतला	tanke
पतला	tanka
पतला	tanko
पतला	tanek
पतला	rahle
पतला	rahlo
पतला	rahla
पतला	rahel
न्यूज	novica
न्यूज	novice
आइलैंड	island
आइलैंड	otok
आइलैंड	otoku
रिलायंस	zanašanje
कमर	pasu
कमर	pas
कमर	pasom
फौज	armada
फौज	vojska
फौज	vojsko
कैमरे	kamere
कमाल	noro
कमाल	super
निकास	izhod
निकास	izstop
मालिश	masaže
मालिश	masažo
मालिश	masaže
मालिश	masaža
कॉमिक	komik
कॉमिक	strip
आसवन	destilacijo
क्वार्टर	četrt
क्वार्टर	četrtina
मॉनमाउथ	monmouth
लाइनों	črte
लाइनों	vrstice
लाइनों	proge
लाइनों	vrstic
पाषाण	kamnolom
कवक	glivice
क्षतिपूर्ति	nadomestilo
क्षतिपूर्ति	odškodnina
क्षतिपूर्ति	odškodnine
क्षतिपूर्ति	nadomestila
क्षतिपूर्ति	odškodnina
क्षतिपूर्ति	odškodnine
सूखा	suha
सूखा	suhi
सूखा	suhe
सूखा	posuši
सूखा	suho
सूखा	suša
सूखा	sušo
सूखा	suše
रहस्यमय	skrivnostna
रहस्यमय	skrivnosten
रहस्यमय	skrivnostni
रहस्यमय	skrivnostno
इस्लामिक	islamske
इस्लामिक	islamski
रजिस्टर	registri
रजिस्टर	evidence
रजिस्टर	registrira
रजिस्टर	register
रजिस्टर	evidenca
सिंगल	enotnega
सिंगल	single
सिंगल	samski
सिंगल	samska
सन्धि	pogodba
चमत्कार	čudežev
चमत्कार	čudeži
चमत्कार	čudeže
चमत्कार	čudež
चमत्कार	čudes
चमत्कार	čudeže
चमत्कार	čudeži
गोला	krogla
उत्तेजना	razburjenje
उत्तेजना	vznemirjenje
उत्तेजना	navdušenje
गेट्स	gates
विमानन	letalsko
विमानन	letalstvo
विमानन	aviation
विमानन	letalski
संचय	predpomnilnik
डैनियल	danijel
डैनियल	daniela
डैनियल	daniel
वायरलेस	brezžični
वायरलेस	brezžično
फिलाडेल्फिया	filadelfiji
टुकड़ा	delec
टुकड़ा	drobec
टुकड़ा	kos
टुकड़ा	delček
टुकड़ा	košček
टुकड़ा	kosa
टुकड़ा	rezino
टुकड़ा	kos
लेफ्टिनेंट	poročnik
स्पैनिश	špansko
स्पैनिश	španščina
स्पैनिश	španski
स्पैनिश	španska
अपोलो	apollo
गोरखा	gurke
एफबीआई	fbi
कैमरून	kamerun
हाइब्रिड	hibridi
हाइब्रिड	hibridni
हाइब्रिड	križanec
हाइब्रिड	hibrid
बलात्कार	posilstva
बलात्कार	posilstvo
संतोष	zadoščenje
संतोष	zadovoljstvo
कथाएं	zgodbe
कथाएं	pravljice
रोलिंग	rolling
रोलिंग	valjanje
रोलिंग	rowling
सजावट	okras
सजावट	okraski
सजावट	okraske
सजावट	okraski
टेरी	terry
हिमनद	ledenik
कैफीन	kofeina
कैफीन	kofein
अस्थिर	muhasto
अस्थिर	nestabilne
अस्थिर	nestabilno
अस्थिर	nestabilna
अस्थिर	nestabilen
राख	pepel
राख	pepel
राख	ash
संकुचन	stiskanje
संकुचन	kompresijski
संकुचन	krčenje
पार्टियों	pogodbenice
पार्टियों	zabave
पार्टियों	stranke
इन्टरनेट	internetni
इन्टरनेट	internetno
इन्टरनेट	internet
जीवंत	živahen
जीवंत	živahno
जीवंत	živahna
जीवंत	živahen
जीवंत	živahno
उर्वरक	gnojila
उर्वरक	gnojilo
अनुवादक	prevajalec
अनुवादक	translators
शोक	žalovanje
शोक	žalovanja
आरोपों	obtožbe
उपसर्ग	predpona
दिलचस्प	zanimiv
दिलचस्प	zanimivo
दिलचस्प	zanimiva
आँखें	oci
आँखें	oči
कच्चा	surove
कच्चा	surova
कच्चा	surovo
कच्चा	surovi
कच्चा	surov
पुनर्गठन	reorganizacijo
शाप	prekletstvo
कैपिटल	prestolnicah
कैपिटल	capitol
बास	bas
बास	bass
घुटने	koleno
घुटने	kolena
कम्प्यूटिंग	računalništvo
अपराधियों	krivce
अपराधियों	prestopniki
अपराधियों	zločinci
अपराधियों	kriminalci
डेस्कटॉप	namizno
डेस्कटॉप	namizje
जीती	zmagali
जीती	zmagala
जीती	zmagal
जादुई	čarobna
जादुई	magično
जादुई	čaroben
जादुई	čarobno
पोर्टलैंड	portland
पोर्टलैंड	portlandu
सितारे	zvezde
सितारे	zvezdice
सितारे	zvezd
डीजल	dizel
तेरह	thirteen
तेरह	trinajst
स्पिन	zavrti
फ्रैंकफर्ट	frankfurtu
फ्रैंकफर्ट	frankfurt
गिने	šteti
गिने	štel
गिने	štelo
स्टेज	faze
स्टेज	stopnje
स्टेज	fazah
स्टेज	faza
स्टेज	oder
निष्ठा	predanost
निष्ठा	posvetilo
निष्ठा	iskreno
निष्ठा	predanost
निष्ठा	vdanost
अंतरण	razmik
इंटरफ़ेस	vmesnik
ऑप्टिकल	optično
ऑप्टिकल	optični
ऑप्टिकल	optična
साँस	dih
साँस	vdih
साँस	sapa
साँस	dihanje
स्विट्ज़रलैंड	švico
स्विट्ज़रलैंड	švici
स्विट्ज़रलैंड	švice
स्विट्ज़रलैंड	švica
कैल्सियम	kalcij
कैल्सियम	kalcijev
कैल्सियम	kalcija
कथाकार	pripovedovalec
दीप	globoka
दीप	globoko
दीप	globok
ग़लत	narobe
ग़लत	napačno
ग़लत	napačen
निकालकर	odstranjevanje
बंधक	talec
बंधक	talci
बंधक	hipoteke
एंटीबॉडी	protitelesa
एंटीबॉडी	protiteles
एंटीबॉडी	protitelo
पटल	plošča
पटल	pult
पटल	ploščo
पटल	ploskev
प्रत्यारोपण	vsadek
प्रत्यारोपण	presaditev
प्रत्यारोपण	presaditev
कर्मियों	osebje
साठ	šestdeset
लैंड	zemljišča
लैंड	dežela
लैंड	kopno
लैंड	zemljišče
लैंड	zemljo
वियना	dunaj
वियना	dunajski
नाइट्रेट	nitrat
नाइट्रेट	nitratov
नाइट्रेट	nitrata
कॉमन्स	commons
व्यवसायी	poslovnež
उपनिषद्	upanišad
सीनियर	letniki
नकद	gotovino
नकद	gotovina
आभूषण	nakit
आभूषण	nakit
लड़ाकू	borka
लड़ाकू	borca
लड़ाकू	borec
चार्टर	listina
चार्टर	listine
उत्प्रेरक	katalizatorja
उत्प्रेरक	katalizator
हर्ष	grobo
कठोरता	togost
कठोरता	trdoto
कठोरता	trdnost
तीर	puščic
तीर	puščice
तीर	puščica
तीर	puščico
फिनलैंड	finska
स्टेम	steblo
स्टेम	izvornih
स्टेम	stebla
पोलिश	poljsko
पोलिश	poljskega
पोलिश	poljski
रोकता	preprečuje
रोकता	prepreči
जनजातियों	plemen
जनजातियों	plemena
डेक	krov
डेक	palubi
निर्वात	vakuumske
आपातकाल	nujno
टिम	tim
खानों	mine
ओवेन	owen
प्रागैतिहासिक	prazgodovinski
इरादे	namera
लेग	nogo
लेग	noga
लेग	nogi
कालक्रम	kronologija
अवधारणाओं	pojmi
अवधारणाओं	koncepti
प्रोफ़ाइल	profil
प्रोफ़ाइल	profile
प्रोफ़ाइल	profilov
प्रोफ़ाइल	profili
घृणा	sovraštvo
घृणा	sovraštvo
घृणा	sovražim
घृणा	prezir
एंड्रयू	andrej
एंड्रयू	andreja
एंड्रयू	andrew
मसाला	začimbe
मसाला	spice
मल्होत्रा	malhotra
मूल्यवान	dragoceno
मूल्यवान	dragocene
मूल्यवान	dragocen
मूल्यवान	dragocena
चिकन	piščanci
चिकन	piščanca
चिकन	piščanec
चिकन	piščančji
कुवैत	kuvajt
बर्बरता	barbarstvo
बर्बरता	vandalizem
विकलांग	invalidne
विकलांग	onemogočen
विकलांग	onemogočeno
संकीर्ण	ozko
संकीर्ण	ozki
संकीर्ण	ozka
संकीर्ण	ozke
संकीर्ण	ozek
विशेषाधिकार	privilegij
विशेषाधिकार	privilegiran
रोमांस	romantike
रोमांस	romantika
रोमांस	romantiko
रोमांस	romance
रोमांस	romanca
सामयिक	pravočasno
सामयिक	pravočasen
विनय	vinay
कार्यक्षमता	funkcionalnost
मानों	vrednosti
मानों	vrednote
सामर्थ्य	jakost
सामर्थ्य	trdnost
सामर्थ्य	moč
सामर्थ्य	potencialno
सामर्थ्य	potencial
सामर्थ्य	zmožnosti
सामर्थ्य	zmogljivosti
स्वच्छता	čistočo
स्वच्छता	sanitarije
आखिरकार	sčasoma
आखिरकार	končno
लिवरपूल	liverpool
ऐन	ann
अदृश्य	nevidni
अदृश्य	nevidna
अदृश्य	neviden
अदृश्य	nevidno
अदृश्य	latentno
अंगूठी	prstan
अंगूठी	ring
अंगूठी	obroč
पंचांग	koledar
पंचांग	koledarje
प्रोफ़ेसर	profesorica
प्रोफ़ेसर	profesor
प्रोफ़ेसर	profesorja
नमूनों	primerki
नमूनों	osebkov
नमूनों	osebki
मकर	kozorog
एंडी	andy
परतों	plasti
अटल	nepreklicno
पेंगुइन	pingvin
पेंगुइन	pingvini
ग्राफ	graf
कुरान	koran
कुरान	koranu
कुरान	koran
शेफ़ील्ड	sheffield
सुर	sur
दुष्ट	rogue
दुष्ट	zlobna
दुष्ट	zlo
दुष्ट	hudoben
दुष्ट	zloben
दुष्ट	zlobno
दुष्ट	zlobna
दुष्ट	hudobna
वैभव	veličini
निष्पक्ष	nepristranski
निष्पक्ष	nepristransko
निष्पक्ष	pravična
निष्पक्ष	nevtralno
निष्पक्ष	nevtralni
निष्पक्ष	nevtralen
संयोजित	kombinirano
संयोजित	kombinirana
वर्जित	prepovedano
वर्जित	prepovedan
वर्जित	prepovedani
वर्जित	prepovedana
बैकअप	okrepitev
बैकअप	okrepitve
अमीनो	amino
प्रविष्टि	vstop
प्रविष्टि	vnos
निमंत्रण	povabila
निमंत्रण	vabila
निमंत्रण	povabilo
निमंत्रण	vabilo
पाटिल	patil
नकदी	gotovino
नकदी	gotovina
ज्यामितीय	geometrijske
ज्यामितीय	geometrija
अरुणा	aruna
निराशा	razočaranja
निराशा	razočaranje
दरवाजा	vrata
शॉपिंग	nakupovanje
फिल्मांकन	snemanje
स्तंभों	stebri
अम्बेडकर	ambedkar
सितारों	zvezde
सितारों	zvezdice
सितारों	zvezd
धोखाधड़ी	goljufija
धोखाधड़ी	goljufije
प्रिंट	odtis
गली	ulico
गली	street
गली	ulica
गिरफ्तारी	aretacije
गिरफ्तारी	aretacija
गिरफ्तारी	aretiran
गिरफ्तारी	prijetje
आणविक	molekularni
आणविक	molekularno
वेदांत	vedanta
दबाने	zatreti
दबाने	stiskanjem
दबाने	stiskanje
हिल्स	hribi
हिल्स	hills
मैट	matt
मैट	mat
बंदर	opica
जरुरी	potrebno
सोनिया	sonia
रोमानिया	romunija
वायुमंडलीय	atmosferski
ग्रोवर	grover
जोड़ना	dodajanje
रास	raas
रास	ras
रास	podlasica
घात	zasede
घात	zasedo
घात	zaseda
इवान	ivan
इवान	ivana
नेल्सन	nelson
सतही	površinske
अक्षम	invalidne
अक्षम	onemogočen
अक्षम	onemogočeno
अक्षम	obubožan
सीनेट	senat
पारदर्शी	pregledno
पारदर्शी	pregledna
पारदर्शी	pregleden
पारदर्शी	prozorna
पारदर्शी	prosojna
रेशे	vlakna
रेशे	svile
रेशे	svila
रेशे	vlakna
खिड़की	okence
खिड़की	okno
विरोधियों	tekmeci
विरोधियों	nasprotniki
विरोधियों	nasprotnike
विरोधियों	nasprotnikov
लुइस	luis
क्लैप्टन	clapton
आतंक	groza
आतंक	teror
आतंक	groze
आतंक	terorizem
नर्तकी	balerina
नर्तकी	plesalka
नर्तकी	plesalec
डगलस	douglas
एलेक्स	alex
एलेक्स	aleš
एलेक्स	aleks
पढ़े	branje
पढ़े	preberite
पढ़े	preberi
पढ़े	bere
पढ़े	prebere
मोटर्स	motorji
मेनन	menon
पियानो	klavir
नियोजित	načrtovan
नियोजित	načrtovani
नियोजित	načrtovana
नियोजित	načrtovano
नियोजित	načrtovane
अप्रत्याशित	nepričakovan
अप्रत्याशित	nepričakovana
अप्रत्याशित	nepričakovano
अप्रत्याशित	nepričakovane
यूनिवर्सल	univerzalno
यूनिवर्सल	univerzalnih
यूनिवर्सल	univerzalni
यूनिवर्सल	univerzalne
यूनिवर्सल	univerzalna
विधवा	vdovo
विधवा	vdove
विधवा	vdova
असफलता	neuspeh
असफलता	izpad
फॉर्म	oblika
फॉर्म	obrazec
फॉर्म	obliko
पंखों	krila
पंखों	kril
पंखों	krilca
पंखों	krili
मुद्रास्फीति	inflacija
मुद्रास्फीति	inflacijo
मुद्रास्फीति	inflacije
गज	ladjedelnice
गज	jardov
दुर्बल	šibki
दुर्बल	šibak
दुर्बल	šibek
दुर्बल	šibka
दुर्बल	šibko
स्थूल	debel
स्थूल	maščob
स्थूल	maščobe
स्थूल	debela
स्थूल	maščoba
स्थूल	debeli
दोषों	pomanjkljivosti
दोषों	napake
कमजोरी	slabost
कमजोरी	šibkost
वैचारिक	ideoloških
सर्जन	kirurg
सर्जन	kirurginja
क्षारीय	alkalnih
क्षारीय	alkalne
क्षारीय	uskladiti
टीके	cepiva
गोलार्ध	polobli
अल्जीरिया	alžirija
रोमांचक	zanimivo
रोमांचक	razburljivo
रोमांचक	razburljivo
बढ़त	stopnjevanje
हीमोग्लोबिन	hemoglobin
गोबर	gnoj
उत्पादकता	produktivnost
कागज़	papirja
कागज़	papir
सांप	kača
सांप	kačo
सांप	kače
सांप	kač
सांप	kače
गंतव्य	destinacija
गंतव्य	destinacije
संभाल	ročaj
संभाल	uredil
गन	pištola
गन	pištolo
उल्टी	bruhanje
उल्टी	bruhanje
रेलगाड़ी	vlak
सावित्री	savitri
यादृच्छिक	naključna
यादृच्छिक	naključno
यादृच्छिक	naključni
यादृच्छिक	naključen
क्रिस्टोफर	christopher
सचमुच	dobesedno
सचमुच	res
सचमुच	resnično
सचमुच	zares
किरन	kiran
मॉरिसन	morrison
घाटियों	dolin
घाटियों	doline
साँप	kača
साँप	kačo
साँप	kače
लड़ा	boril
चिप	čip
चिप	chip
सचिवालय	sekretariat
इंसुलिन	inzulin
इंसुलिन	insulin
इंसुलिन	insulina
सींग	roga
सींग	rog
सींग	horn
डूब	utopitev
जन्मजात	prirojeno
पिरामिड	piramide
पिरामिड	piramido
पिरामिड	piramida
खोजा	odkrila
खोजा	odkril
खोजा	odkrite
खोजा	odkrita
खोजा	odkrili
खोजा	odkrit
खोजा	preiskala
खोजा	preiskali
जोली	jolie
शेयरधारकों	delničarji
ऑयल	olje
ऑयल	olja
ऑयल	nafta
गेंदों	žoge
गेंदों	žogice
गेंदों	kroglice
गेंदों	jajca
पिच	met
पिच	smola
झरना	slap
झरना	slapovi
झरना	falls
झरना	pade
झरना	padci
झरना	slapovi
अनुमोदित	odobrena
अनुमोदित	odobrene
अनुमोदित	odobreni
अनुमोदित	odobreno
अनुमोदित	odobren
सीमांत	meja
सीमांत	mejo
सीमांत	meje
सीमांत	meji
गुणांक	koeficient
जीभ	jezik
स्विट्जरलैंड	švico
स्विट्जरलैंड	švici
स्विट्जरलैंड	švice
स्विट्जरलैंड	švica
लॉग	dnevniki
लॉग	hlode
लॉग	dnevnik
लॉग	log
लॉग	deblo
पागल	nora
पागल	noro
पागल	nori
सिलिकॉन	silicijev
सिलिकॉन	silicij
सिलिकॉन	silicija
बेंजामिन	benjamin
मानदंड	merilo
मानदंड	kriterij
समझाया	pojasnil
होनेवाली	minljivo
सॉसेज	klobase
सॉसेज	klobasa
सहानुभूति	sočutje
सहानुभूति	sočutja
सहानुभूति	sočutje
सहानुभूति	empatije
न्यायपालिका	sodstvo
न्यायपालिका	sodstva
न्यायपालिका	pravosodje
एंडरसन	anderson
मुकुट	krona
मुकुट	krono
यादगार	nepozabno
करों	davke
करों	davki
भुजा	roka
गिल	gill
कक्षाओं	razredih
मजबूती	jakost
मजबूती	trdnost
मजबूती	moč
भण्डार	stalež
भण्डार	zaloge
भण्डार	zaloga
ड्रग	zdravilo
ड्रग	droga
बॉम्बे	bombay
कॉलेजों	fakultete
कॉलेजों	kolegijev
कंपनियाँ	podjetja
कंपनियाँ	družbe
मिशिगन	michigan
डकोटा	dakoti
भूवैज्ञानिक	geolog
जोश	vnemo
जोश	josh
सेंटीमीटर	centimetrov
