மற்றும்	और
ஜிசாட்	जीसैट
யாப்	yap
பற்றவைப்பு	प्रज्वलन
தர்மா	धर्म
தர்மா	धर्मं
கேபிடல்	कैपिटल
குரோன்	क्रोन
பிளாஷ்	फ़्लैश
பிளாஷ்	फ्लैश
ஆட்டி	एट्टी
குணமாக்கும்	चंगा
வோல்கா	वोल्गा
ஹவேலி	haveli
ஹவேலி	हवेली
அட்ரியன்	एड्रियन
துளசிதாசர்	तुलसीदास
எலக்ட்ரானிக்ஸ்	इलेक्ट्रॉनिक्स
சுமத்ரா	सुमात्रा
கண்டுபிடிக்கவும்	खोज
கண்டுபிடிக்கவும்	discover
ரோலண்ட்	रोलां
மாலா	माला
கதைக்கரு	कथानक
லிவ்	लिव
வெற்றிபெறும்	जीतना
கமிசன்	कमीशन
கமிசன்	आयोग
போஸ்கோ	बोस्को
குறுவட்டு	सघन
குறுவட்டு	कॉम्पैक्ट
சத்குரு	सद्गुरु
சத்குரு	सत्गुरु
சத்குரு	सतगुरु
மூடப்பட்டுள்ளது	बन्द
மூடப்பட்டுள்ளது	बंद
நிர்வாணமாக	नंगे
நிர்வாணமாக	नंगा
நிர்வாணமாக	नग्न
நிர்வாணமாக	नंगा
நிர்வாணமாக	नग्न
சுற்றுக்கள்	गोद
சில்வெஸ்டர்	सिलवेस्टर
வாடியா	वाडिया
நட	सैर
நட	चलना
முறிந்த	टूटी
முறிந்த	टूटा
பெண்ணே	लडकी
பெண்ணே	लड़की
வாலஸ்	वालेस
புல்லட்	बुलेट
புல்லட்	गोली
தார்மீக	नैतिक
தார்மீக	moral
நல்லிணக்கம்	सद्भाव
நல்லிணக்கம்	समरसता
நல்லிணக்கம்	सदभावना
நல்லிணக்கம்	सामंजस्य
ஏறுதல்	चढ़ाई
மாலத்தீவு	माला
மாலத்தீவு	माले
மாலத்தீவு	माली
மாலத்தீவு	मालदीव
க்ரூப்	क्रुप
பித்தாகரஸ்	पाइथागोरस
பிருந்தாவனம்	वृन्दावन
பிருந்தாவனம்	वृंदावन
உண்	खाओ
உண்	खा
தெரிவுகள்	फंक्शन्स
தெரிவுகள்	विकल्प
தெரிவுகள்	चुनाव
அழுகல்	दुर्गन्ध
பெற்றோரும்	अभिभावक
டெபாசிட்	जमा
பாண்டா	panda
பாண்டா	पांडा
ஜாட்	जाट
பதிவுசெய்தல்	रजिस्ट्रेशन
பதிவுசெய்தல்	पंजीकरण
ரியாஸ்	रियाज़
வெளிப்படையாகவே	जाहिर
ரீட்டா	रीता
ரூபன்	रूबेन
சிக்கனம்	कुशल
ரூமி	रूमी
டிக்சன்	डिक्सन
எழுத்துப்பிழை	वर्तनी
எழுத்துப்பிழை	स्पेलिंग
ககாரின்	गगारिन
பங்காரு	बंगारू
ஜெயந்த்	जयंत
ஹர	हर
வைசியர்	वैश्य
மதுபானங்கள்	स्पिरिट
மதுபானங்கள்	आत्माओं
பதுங்கு	बंकर
சாண்டோ	सेंटो
கணக்காளர்	लेखाकार
வார்ட்	वार्ड
முல்தான்	मुल्तान
சித்	sid
சித்	सिड
குரோசாவா	कुरोसावा
நிறுவல்கள்	स्थापनाएँ
நிறுவல்கள்	इंस्टॉल
நிறுவல்கள்	स्थापना
நிறுவல்கள்	संस्थापना
நெவில்	नेविली
மேன்மையை	महानता
மேன்மையை	विशालता
ஸ்டான்	स्टेन
குற்றச்சாட்டை	लटके
நாட்டாரியல்	लोकगीत
டுவிட்டர்	ट्वीटर
டுவிட்டர்	twitter
டுவிட்டர்	ट्विटर
ஆல்டிகைடு	सुव्युद
ஓபரா	ओपेरा
அன்னபூர்ணா	अन्नपूर्णा
பெயரடை	विशेषण
பெயரடை	सक्रिय
பெயரடை	क्रियाशील
படா	bada
கரோட்டின்	केरोटीन
தூங்க	सम्मोहक
காயத்தை	जख्म
காயத்தை	घाव
ஸ்குவாஷ்	स्क्वैश
பதிவேற்று	अपलोड
சூப்	सूप
லீட்	लीड
லீட்	सीसा
லீட்	सीसे
பயன்பாட்டைப்	ऐप
பயன்பாட்டைப்	एप्लिकेशन
பயன்பாட்டைப்	app
ரமண	रमण
போனஸ்	बोनस
போனஸ்	बोनस
மகரம்	मकर
சுற்றோட்டத்	परिसंचरण
உதய்	उदय
பிரசவம்	मातृत्व
சுவாகிலி	स्वाहिली
ரயிலில்	ट्रेन
ரயிலில்	रेलगाड़ी
ரயிலில்	ट्रैन
முரட்டு	बदमाश
முரட்டு	दुष्ट
டல்லாஸ்	डलास
சல்லிவன்	सुलीवान
பயணங்களில்	यात्राएं
ரிச்சர்ட்சன்	रिचर्डसन
துளுவ	तुलुव
பாகீரதி	भागीरथी
மேக்னா	मेघना
தோட்டா	बुलेट
தோட்டா	गोली
வழிகாட்டுதல்கள்	दिशानिर्देशों
வழிகாட்டுதல்கள்	दिशानिर्देश
லூபஸ்	lupus
சேவையகங்கள்	सर्वर्स
சேவையகங்கள்	सर्वर
காற்றோட்ட	वेंटिलेशन
செனாப்	चनाब
முள்ளங்கி	मूली
வாகனக்	ऑटोमोबाइल
அணையை	कभी
கிரான்	ग्रान
தச்சு	बढ़ईगीरी
தச்சு	बढ़ई
ஜூட்	जूड
ஜூட்	jude
அர்த்தமுள்ள	सार्थक
ஹாதவே	हैथवे
ஓரியண்டல்	प्राच्य
பயன்படுத்தப்படாத	अनुपयुक्त
பயன்படுத்தப்படாத	अप्रयुक्त
தீர்க்கதரிசி	पैगंबर
தீர்க்கதரிசி	पैगम्बर
தீர்க்கதரிசி	नबी
தேஜா	तेजा
சுண்ணக்கல்	चूना
பேட்டரி	बैटरी
ராதை	राधा
குறும்பு	शरारती
குறும்பு	नटखट
பிழைப்பு	अस्तित्व
சோனம்	सोनम
பொன்னான	अनमोल
டால்டன்	डाल्टन
மீனம்	मीन
முன்ஷி	मुंशी
லோக	लोक
பட்நாகர்	भटनागर
பெருங்கடல்கள்	महासागर
பூசிய	गेज
பாப்டிஸ்ட்	बैपटिस्ट
பாப்டிஸ்ட்	बैप्टिस्ट
அகழ்வாராய்ச்சி	उत्खनन
அகழ்வாராய்ச்சி	खुदाई
கர்னாட்	कर्नाड
வழுக்கும்	फिसल
பெக்கான்	बीकन
சைப்ரஸ்	साइप्रस
செல்வமும்	दौलत
செல்வமும்	माल
செல்வமும்	अमीरी
நாயகர்கள்	वीरों
நாயகர்கள்	नायक
ஸ்வீடிஷ்	स्वीडिश
உலகமே	दुनिया
உலகமே	विश्व
உலகமே	जग
உலகமே	संसार
பதட்டம்	चिंता
ராபி	रोबी
ஆரி	अरी
மன்றோ	मुनरो
பிதா	चचा
பிதா	बाप
பிதா	father
பிதா	पिता
தடங்களை	ट्रैक
தடங்களை	ट्रैक्स
கிறிஸ்டினா	क्रिस्टीना
கிறிஸ்டினா	क्रिस्टीना
சுதர்சன்	सुदर्शन
மேகி	मैगी
மேகி	मैगी
ஆன்மாவை	आत्मा
சூரிச்	ज्यूरिख
வெடிகுண்டுகள்	बम
அடியெடுத்து	चरण
அடியெடுத்து	स्टेप
அடியெடுத்து	कदम
தரநிலைகளை	मानकों
பிஹாரி	बिहारी
பேயர்ன்	bayern
தத்தல்	टैग
தத்தல்	टैब
தத்தல்	tab
பிராட்பேண்ட்	ब्रॉडबैंड
ஆஷ்	ash
ஆஷ்	ऐश
ஆஷ்	राख
வளர்த்தது	उठी
வளர்த்தது	अर्जित
வளர்த்தது	उठाया
வெட்டிய	कटा
அல்சைமர்	अल्जाइमर
சிக்கன்	मुर्गी
சிக்கன்	चिकन
சிக்கன்	मुर्गा
டெரன்ஸ்	टेरेंस
ஊடாடும்	इंटरएक्टिव
ஊடாடும்	इंटरेक्टिव
ஊடாடும்	इंटरैक्टिव
எஸ்கேப்	esc
எஸ்கேப்	एस्केप
எஸ்கேப்	एस्केप
வகுப்புத்	सहपाठी
டியாகோ	डिएगो
ஆச்சரியம்	सरप्राइज़
ஆச்சரியம்	आश्चर्य
குஷ்	कुश
ஜெயில்	जेल
ஜெயில்	कारावास
எதிர்பார்ப்புகள்	उम्मीदों
எதிர்பார்ப்புகள்	उम्मीदें
முசாபர்பூர்	मुजफ्फर
முசாபர்பூர்	मुजफ्फरपुर
மரகத	पन्ना
ஈபெல்	एफिल
நாந்தேடு	नांदेड़
கிரிமினல்	आपराधिक
கிரிமினல்	अपराधी
கிரிமினல்	क्रिमिनल
கிரிமினல்	मुजरिम
கிரிமினல்	दण्ड
விரும்பத்தக்கது	अस्तबलों
பஷீர்	बशीर
ஆஸ்திரோனீசிய	ऑस्ट्रोनीशियाई
நைனிடால்	नैनीताल
நைனிடால்	nainital
காட்டேரி	पिशाच
அத்திரி	अत्रि
நெட்வொர்க்கிங்	नेटवर्किंग
நாளமில்லாச்	अंतःस्रावी
பணியிடம்	कार्यक्षेत्र
பணியிடம்	workplace
பணியிடம்	कार्यस्थल
கடகம்	कर्क
கடகம்	कैंसर
கடகம்	कर्कट
எண்ணிலடங்கா	अनलिमिटेड
எண்ணிலடங்கா	असीमित
சிம்பொனி	सिंफनी
நிறுவனர்கள்	संस्थापकों
ஓரங்கள்	हाशिया
ஓரங்கள்	हाशिए
ஓரங்கள்	मार्जिन
ஓரங்கள்	किनारा
ஓரங்கள்	सीमायें
மர்பி	मर्फी
பிரியன்	ब्रायन
பூந்துணர்	inflorescence
பறந்தது	उड़ाया
அகோலா	अकोला
விருப்பமில்லை	असंभावित
விருப்பமில்லை	नापसंद
உயிர்க்கோளம்	जीवमंडल
நெகிழ்வான	लचीले
நெகிழ்வான	लचीला
நெகிழ்வான	लचीली
ஒழுங்கமைவு	मध्यस्थता
பாகல்பூர்	भागलपुर
கீச்சான்	श्राइक
முஜாகிதீன்	मुजाहिदीन
டஜன்	दर्जनों
டஜன்	दर्जन
ஜோய்	जॉय
லக்கி	लकी
லக்கி	lucky
லக்கி	भाग्यशाली
நந்திதா	नंदिता
மனநிலையை	मिजाज़
மனநிலையை	मिज़ाज
மனநிலையை	मूड
மனநிலையை	mood
மனநிலையை	मनोदशा
அடித்தளங்கள்	मूलाधार
தோள்பட்டை	कंधा
தோள்பட்டை	कंधे
பேஷன்	फैशन
பேஷன்	फ़ैशन
ரபி	रबी
ரபி	रफी
ரபி	रफ़ी
வகுப்பறைகள்	कक्षाओं
கோத்ரா	गोधरा
தோரணம்	प्रतिकृति
தோரணம்	प्रतिमान
தோரணம்	पैटर्न
ஷீன்	शीन
சிலிகுரி	सिलीगुड़ी
சாண்டி	सैंडी
சாண்டி	sandy
சனம்	सनम
ஸ்கார்லெட்	स्कारलेट
வினோபா	विनोबा
ஜெசிகா	जेसिका
டோரா	डोरा
பாடத்தை	सबक
அலட்சியம்	उदासीनता
அலட்சியம்	वरीयताएँ
அலட்சியம்	लापरवाही
சுப்பர்	सूपर
சுப்பர்	super
சுப்பர்	सुपर
பார்பர்	नाई
ஜயசூரிய	जयसूर्या
ஷோபா	शोभा
வால்டன்	वाल्टन
கானும்	ख़ान
கானும்	khan
கானும்	खां
கானும்	खान
வர்ம	वर्मा
வர்ம	वर्ण
ரன்பீர்	रणबीर
வந்தடைந்தனர்	आगमन
சாள்ஸ்	चार्ल्स
இஞ்சின்	एंडगेम
லான்	lan
எழுதுகோல்	पेन
எழுதுகோல்	लेखनी
எழுதுகோல்	कलम
வியட்	viet
மிர்சாபூர்	मिर्ज़ापुर
மிர்சாபூர்	मिर्जापुर
மிர்சாபூர்	मिर्ज़ा
இட்டெர்பியம்	इटरबियम
அட்லாண்டிஸ்	अटलांटिस
சுலபமான	सिंपल
சுலபமான	साधारण
சுலபமான	सरल
குஸ்டாவ்	गुस्ताव
மலட்டுத்தன்மை	बांझपन
இலட்சத்தீவுகள்	लक्षद्वीप
ஷாட்	गोली
ஷாட்	शॉट
பீஷ்ம	भीष्म
தசைநாண்	tendon
ஜெகன்	जगन
காப்போம்	गोपनीयता
இடைவேளை	ब्रेक
நூருல்	नुरुल
ஜக்	जग
ஜக்	jag
ஜக்	जुग
ரீமிக்ஸ்	रीमिक्स
ரீமிக்ஸ்	रिमिक्स
அகராதியை	शब्दकोश
அகராதியை	शब्दकोष
கண்ணாடியை	चश्मा
கண்ணாடியை	चश्मे
கண்ணாடியை	ऐनक
மேன்சன்	मैनसन
தவிக்கும்	छुटकारा
மியான்	मियां
மியான்	मियाँ
சிட்	चिट
அருண்டேல்	अरुंडेल
பிஜேபி	बीजेपी
பிஜேபி	भाजपा
பிஜேபி	bjp
நாள்காட்டி	कैलेंडर
நாள்காட்டி	पंचांग
தோல்விக்கு	हार
தோல்விக்கு	शिकस्त
தணிக்கையாளர்	महालेखापरीक्षक
மேல்புறம்	ऊपरी
மேல்புறம்	upper
மேல்புறம்	अपर
துணைவர்	साथी
துணைவர்	पार्टनर
துணைவர்	साझेदार
துணைவர்	संगी
துணைவர்	जीवनसाथी
லஞ்சம்	घूसखोरी
லஞ்சம்	घूस
ரஷியன்	रूसी
நுரை	फोम
நுரை	झाग
குமிழிகள்	रबड़
குமிழிகள்	बुलबुले
குமிழிகள்	रबर
குமிழிகள்	बुलबुले
நடால்	नडाल
முயல்கள்	खरगोश
கத்தரி	बैंगन
கத்தரி	बैंगनी
சுவாரஸ்யமான	रोचक
சுவாரஸ்யமான	दिलचस्प
கரையாது	अघुलनशील
பீதி	दहशत
அனந்தநாக்	अनंतनाग
டாண்ட்டலம்	टैंटेलम
போதிக்கும்	बोधि
சோப்	सोप
சோப்	साबुन
பூச்சியியல்	कीटविज्ञान
சோசா	सूजा
சோசா	सोसा
பாரூக்	फारूक
பாரூக்	फारूख
அஞ்சல்கள்	संदेश
டிஸ்கோ	डिस्को
சோமாலி	सोमाली
ராஜி	राजी
ஏர்லைன்	एयरलाइन
பணியிடத்தில்	कार्यक्षेत्र
பணியிடத்தில்	workplace
பணியிடத்தில்	कार्यस्थल
அமர்த்தியா	अमर्त्य
சாம்ராட்	सम्राट
போசான்	बोसॉन
வீலர்	व्हीलर
முஜிபுர்	mujibur
மாக்சிமிலியன்	मैक्सीमिलियन
அரோரா	अरोरा
அரோரா	arora
அரோரா	अरोड़ा
பகிர்ந்த	साझेदारी
பகிர்ந்த	साझा
மகாராணா	महाराणा
அனிருத்	अनिरुद्ध
சாகீர்	ज़हीर
டஃப்	डफ़
நலமாக	जुर्माना
நலமாக	ठीक
முப்தி	मुफ़्ती
பதேபூர்	फतेहपुर
உருவாக்குநர்	विकासकर्ता
உருவாக்குநர்	डेवलपर
அலெக்சி	एलेक्सी
திருமணமாகாத	अविवाहित
பெக்கெரல்	बैकेरल
கத்ரீனா	कैटरीना
டெவலப்பர்	विकासकर्ता
டெவலப்பர்	डेवलपर
ஷெல்டன்	शेल्टन
ஷெல்டன்	शेल्डन
ஏரிஸ்	एरीस
புலே	फुले
ஹஸன்	हसन
உணர்ந்தேன்	लगा
தறி	करघा
குறிச்சொற்கள்	कीवर्ड
மாதவ்	माधव
செங்கிஸ்	चंगेज़
பூநாரை	राजहंस
சுத்திகரிக்கப்பட்ட	परिष्कृत
சிங்கார	सिंह
வெகுமதி	पुरस्कार
வெகுமதி	सवाब
வெகுமதி	बदला
வடிகட்டிகள்	फ़िल्टर
வசனத்தை	आयत
வசனத்தை	श्लोक
சோனா	सोना
சோனா	shona
சோனா	शोना
வெட்கம்	लज्जा
வெட்கம்	शर्म
வெட்கம்	शर्मीली
வெட்கம்	शर्म
வெட்கம்	शर्मीले
விளம்பரதாரர்கள்	विज्ञापनदाताओं
விளம்பரதாரர்கள்	विज्ञापनदाता
விளம்பரதாரர்கள்	प्रायोजित
ஆளாகின்றனர்	डिप्रेशन
ஆளாகின்றனர்	अवसाद
டாமி	टॉमी
ஐரீன்	irene
வாசி	पढ़ें
வாசி	पढ़े
வாசி	पढ़ा
யுக்தி	आईडिया
யுக்தி	विचार
எலோ	इल
நிர்வாணம்	नग्नता
மேகன்	मगन
ஸ்டார்டஸ்ட்	स्टारडस्ट
உச்சரிப்பில்	लहजा
உச்சரிப்பில்	लहजे
உச்சரிப்பில்	एक्सेंट
நினைத்ததை	सोचा
நினைத்ததை	विचार
கிப்ஸ்	गिब्स
ஆட்டோடெஸ்க்	ऑटोडेस्क
பிளேஸ்டேசன்	प्लेस्टेशन
பிரிகேட்	ब्रिगेड
வறண்டு	सूखा
வறண்டு	सूख
வறண்டு	सूखी
வறண்டு	शुष्क
மாட்டிறைச்சி	गोमांस
மாட்டிறைச்சி	बीफ
வெறுப்பை	घृणा
வெறுப்பை	द्वेष
கேரட்	गाजर
வர்டி	वर्डे
லோகோ	लोगो
அங்கீகரிப்பு	अनुमोदन
அங்கீகரிப்பு	स्वीकृति
நட்புடன்	दोस्ताना
சாஸ்	सॉस
சொல்லு	बताओ
சொல்லு	बताना
காளிகாட்	कालीघाट
காணொளிகள்	वीडियोज़
காணொளிகள்	वीडियो
அன்னே	ऐनी
ஊதி	उड़ा
முயற்சிக்க	कोशिश
சாந்தினி	चाँदनी
சாந்தினி	चांदनी
நிதானமாக	शांत
குவாங்	क्वांग
நாகசாகி	नागासाकी
ஜவுளி	कपड़ा
ஜவுளி	वस्त्र
ஜவுளி	कपड़ा
ஜவுளி	वस्त्र
செய்வான்	करेंगे
செய்வான்	होगी
செய்வான்	करेगा
செய்வான்	करेगी
செய்வான்	होगा
குர்ட்	कर्ट
தீபக்	deepak
தீபக்	दीपक
ஆல்டோ	आल्टो
மாக்சிம்	कहावत
ட்ரில்லியன்	खरब
அசிமோவ்	असिमोव
குருத்தெலும்பு	उपास्थि
தச்சர்	बढ़ई
கெயில்	गेल
கெயில்	गेल
சனா	साना
சனா	sana
அசுட்டட்டைன்	ऐस्टाटीन
கொல்லர்	लोहार
குளிரில்	कोल्ड
குளிரில்	ठंड
குளிரில்	सर्दी
குளிரில்	ठंडा
மஹ்மூத்	महमूद
வரப்போகும்	आगामी
ஆசைகள்	बधाइयां
பாவாடை	पेटीकोट
பாவாடை	स्कर्ट
விட்னி	व्हिटनी
சோஃபியா	सोफिया
தன்னலமற்ற	निस्वार्थ
கில்லி	गिली
ப்ரியா	priya
ப்ரியா	प्रिया
புளுட்டோனியம்	प्लूटोनियम
பெலோ	बेलो
பாவே	भावे
துர்க்	दुर्ग
அச்சுத	अच्युत
இல்லினாய்ஸ்	इलिनोइस
பெனிட்டோ	बेनिटो
காம்ப்டன்	कॉम्पटन
பூர்ணியா	पूर्णिया
தேம்ஸ்	टेम्स
சிண்டிகேட்	सिंडिकेट
ஜேனட்	जेनेट
தற்செயல்	संयोग
குளோரேட்டு	क्लोरेट
வைஷ்ணவி	वैष्णवी
வங்கதேச	बांग्लादेशी
வெளிப்படுத்துதல்	प्रकटीकरण
விருப்பத்தேர்வுகள்	फंक्शन्स
விருப்பத்தேர்வுகள்	विकल्प
விருப்பத்தேர்வுகள்	वरीयताएँ
விருப்பத்தேர்வுகள்	प्राथमिकताएं
விருப்பத்தேர்வுகள்	प्राथमिकताएँ
விருப்பத்தேர்வுகள்	वरीयताओं
பியர்சன்	पियर्सन
மனே	मानेट
ஹூப்ளி	हुबली
தேடலை	खोजें
தேடலை	खोज
தேடலை	ढूंढें
லாஜிக்	तर्क
லாஜிக்	लॉजिक
தன்னியக்கமாக	स्वचलित
தன்னியக்கமாக	स्वचालित
சத்துணவு	पोषण
அதிசயமான	चमत्कारी
நதிநீர்	नदी
பாபிலோன்	बाबुल
பூசணி	कद्दू
பூசணி	पम्पकिन
பிரிவினையை	जुदाई
பிரிவினையை	विरह
புவியியலாளர்	भूवैज्ञानिक
வாக்கியத்தை	सजा
வாக்கியத்தை	वाक्य
சாஃகா	साहा
ஜியோ	जिओ
ஜியோ	geo
ஜியோ	जियो
தூம்	धूम
நாடார்கள்	नाडार
கிரேசி	ग्रेसी
நெப்ராஸ்கா	नेब्रास्का
இர்பான்	इरफान
இர்பான்	इरफ़ान
பிழைத்து	बच
ஓட்டுநர்கள்	चालक
ஓட்டுநர்கள்	ड्राइवर
கொழுப்பை	वसा
கொழுப்பை	मोटी
கொழுப்பை	स्थूल
கொழுப்பை	मोटा
கொழுப்பை	मोटे
தவழும்	खौफनाक
எட்னா	एडना
பெய்	pei
புஷ்கர்	पुष्कर
சோசலிசம்	समाजवाद
சோசலிசம்	समाजवादी
சைதன்ய	चैतन्य
எகிப்தியர்	उन्होंने
ரஸ்ஸல்	रसेल
அபி	abi
அபி	अबी
அபி	अभि
காரகோரம்	काराकोरम
அரசியல்வாதிகளின்	राजनेता
தந்திரங்கள்	तरकीब
தந்திரங்கள்	गुर
நியுவே	नियू
யோங்	योंग
கிங்ஸ்டன்	किंग्स्टन
தெலுகு	तेलुगू
தெலுகு	तेलुगु
ஊக்லி	hooghly
ஊக்லி	हुगली
வெப்பமடைதல்	वार्मिंग
ஒசாமா	ओसामा
தேவையானவை	आवश्यक
தேவையானவை	जरूरी
டெட்ராய்ட்	डेट्रॉयट
பிளான்	प्लान
பிளான்	योजना
தசைகளை	मांसपेशियों
தசைகளை	मांसपेशियां
ஆன்ட்டி	बुआ
ஆன்ட்டி	काकी
எல்பா	एल्बा
மனதிற்கு	मन
மனதிற்கு	दिमाग
பவநகர்	भावनगर
பொறுப்புள்ள	ज़िम्मेदार
பொறுப்புள்ள	उत्तरदायी
பொறுப்புள்ள	जिम्मेदार
தடுப்பி	प्रतिरोधक
பங்கஜ்	पंकज
சீரகம்	जीरा
கிரிஸ்டல்	क्रिस्टल
அல்மோரா	अल्मोड़ा
விஜயதசமி	विजयदशमी
விஜயதசமி	दशहरा
ரன்னர்	रनर
ரன்னர்	धावक
கண்ணிவெடி	खानों
டிரெவர்	ट्रेवर
குடிப்பது	पीना
குடிப்பது	पीने
பேட்டன்	patton
அஞ்சும்	अंजुम
சிரமங்களை	कठिनाइयों
அடால்ப்	एडोल्फ
இடுகை	पोस्ट
பலவற்றிற்கு	ज्यादा
பலவற்றிற்கு	आदि
பலவற்றிற்கு	अधिक
பூஷண்	भूषण
அசீம்	हाशिम
ஹெய்ன்ஸ்	हायनेस
காரணமானவர்	सर्बिया
குழப்பத்தில்	भ्रमित
குழப்பத்தில்	confused
குழப்பத்தில்	उलझन
அளவுருக்கள்	परिमाण
அளவுருக்கள்	पैरामीटर
அளவுருக்கள்	पैरामीटर्स
முசோரி	मसूरी
லேசாக	रोशनी
லேசாக	प्रकाश
லேசாக	हल्का
லேசாக	लाइट
யாரென்று	जिसने
யாரென்று	कौन
யாரென்று	जो
கலிடோனியா	कैलेडोनिया
கற்பழிப்பு	बलात्कार
நத்தைகள்	घोंघे
பூமா	प्यूमा
ஹவானா	हवाना
நிரலாளர்	प्रोग्रामर
கோளங்கள்	गोला
விவரக்குறிப்புகள்	विशिष्टताएँ
கொறிணி	कृंतक
நேர்க்கோட்டில்	एकरेखीय
ஹட்டன்	हटन
அமர்வுகள்	एक्सटेंशन्स
அமர்வுகள்	सत्र
எராகன்	एरागोन
பிரஜாபதி	प्रजापति
பாட்டியின்	दादी
திரிபாதி	त्रिपाठी
தொல்லுயிரியல்	जीवाश्मविज्ञान
மூட்டை	पैक
தாஹிர்	ताहिर
பிரிகேடியர்	ब्रिगेडियर
ஜோக்கர்	जोकर
ஒயின்	शराब
ஒயின்	वाइन
மேரேஜ்	शादी
மேரேஜ்	मैरिज
மேரேஜ்	विवाह
வற்புறுத்தி	बल
வற்புறுத்தி	फ़ोर्स
ரோஜர்ஸ்	रोजर्स
பாதாளத்தில்	उभरा
அசோகா	अशोक
ரைனா	रैना
ரைனா	raina
பசங்க	दोस्तों
பசங்க	यारों
புரு	bru
ஷாப்	शॉप
ஷாப்	दुकान
ஷாப்	दूकान
ஷூ	जूता
கோப்பர்னிக்கஸ்	कोपरनिकस
கச்சிதமான	सही
கச்சிதமான	परफेक्ट
கச்சிதமான	परिपूर्ण
கச்சிதமான	पूर्ण
அட்சரேகை	शर
அட்சரேகை	अक्षांश
கனா	काना
சிரிக்க	लाफ
சிரிக்க	हंसना
சிரிக்க	हँसो
லாம்ப்	मेमना
லாம்ப்	मेमने
சந்தீப்	sandeep
சந்தீப்	संदीप
பொனொபோ	बोनोबो
சட்டையை	कमीज
சட்டையை	शर्ट
சட்டையை	shirt
சட்டையை	कमीज़
கைத்தல்	कैथल
பெரிபெரி	बेरीबेरी
ஜார்	जार
லேப்ஸ்	लैब्स
நீளவாக்கில்	पोर्ट्रेट
கிசன்கஞ்சு	किशनगंज
டயான்	डायने
எலியாஸ்	एलियास
காக்கி	खाकी
வில்கின்சன்	विल्किनसन
ரத்னகிரி	रत्नागिरी
உணர்கிறார்	feeling
உணர்கிறார்	अनुभूति
உணர்கிறார்	भावना
உணர்கிறார்	अहसास
உணர்கிறார்	भावनाएं
உணர்கிறார்	भावनाएँ
உணர்கிறார்	जज्बात
பிரணாப்	प्रणब
சல்	सल
சல்	sal
சல்	चल
எங்களின்	हमारा
எங்களின்	हमारे
எங்களின்	हमारी
மான்ஸ்டர்	राक्षस
மான்ஸ்டர்	दैत्य
மான்ஸ்டர்	दानव
பின்புறமாக	पीछे
உதித்த	जगाने
சோமாலிய	सोमालियाई
பேஷ்வா	पेशवाओं
பேஷ்வா	पेशवा
அம்ரோகா	अमरोहा
கண்டிப்பு	स्क्रिप्ट्स
கண்டிப்பு	सख्त
துப்பறிவாளர்	अन्वेषक
விஸ்கான்சின்	विस्कॉन्सिन
நிர்மல்	निर्मल
ஹெலிகாப்டர்	हेलीकॉप्टर
ஹெலிகாப்டர்	हैलीकॉप्टर
ஹெலிகாப்டர்	हेलीकाप्टर
நிமிர்ந்த	फक़त
நிமிர்ந்த	वीर्यपात
கூரியர்	कूरियर
உத்வேகம்	प्रेरणा
சிம்மாசனம்	अर्श
சிம்மாசனம்	सिंहासन
சுழல்கள்	चक्र
சுரா	सूरा
சொந்தக்காரர்	स्वामी
சொந்தக்காரர்	मालिक
மனதளவில்	मानसिक
ரித்திக்	ऋतिक
நெஸ்லே	नेस्ले
பாதல்	बादल
அபாபா	अबाबा
ரானா	राणा
ரானா	rana
ஒத்திசை	सिंक
ஆதிலாபாத்	आदिलाबाद
கேடா	खेड़ा
திரட்டுதல்	एकत्रीकरण
திரட்டுதல்	सुझाव
உறுதிப்படுத்தல்	पुष्टिकरण
உறுதிப்படுத்தல்	पुष्टि
தாட்சர்	थैचर
கிளின்ட்	क्लिंट
கான்கோர்டு	कॉनकॉर्ड
சரோவர்	सरोवर
அவகாதரோ	अवोगाद्रो
வாக்னர்	वेगनर
ஏஜென்சி	एजेंसी
அநீதி	अन्याय
அநீதி	ख़ुदकुशी
மைக்கோபாக்டீரியம்	माइकोबैक्टीरियम
தட்டம்மை	measles
ஐகான்	चिह्न
ஐகான்	आइकन
ஐகான்	प्रतीक
நூயி	नुई
வாங்குபவர்கள்	खरीदार
சித்தப்பா	अंकल
சித்தப்பா	मामा
சித்தப்பா	चाचा
சித்தப்பா	ताऊ
லூப்	पाश
லூப்	लूप
இஸ்லாத்தை	इस्लाम
இஸ்லாத்தை	islam
ஹபீப்	हबीब
அழும்	रोना
அழும்	रो
மர்டாக்	मर्डोक
படித்தேன்	पढ़ाई
ஹமீத்	हमीद
செர்மன்	शरमन
டாக்கீஸ்	टॉकीज़
அகஸ்டீன்	augustin
ரஞ்சி	रणजी
டப்	डब
சலனம்	प्रलोभन
பருகும்	ढोरों
பருகும்	ढोर
பருகும்	चौपायों
ஞானஸ்நானம்	बपतिस्मा
சோய்	चोई
ஆழமாகப்	फर्म
ஆழமாகப்	कड़
அண்ணி	भाभी
உடுத்தும்	पहनें
இர்விங்	इरविंग
ஜிப்ரால்டர்	जिब्राल्टर
சிக்	चिक
பீம்	भीम
பீம்	बीम
கிறிஸ்துவை	क्राइस्ट
கிறிஸ்துவை	मसीह
கஜபதி	गजपति
பாரஸ்ட்	फॉरेस्ट
பிரகதாரண்யக	बृहदारण्यक
துன்பத்தை	तकलीफ
