ίκαρος	icarus
καταγράφηκε	posneto
καταγράφηκε	zabeleži
καταγράφηκε	zabeleženo
καταλονία	kataloniji
απότομη	strmo
απότομη	nenadna
επισήμανση	označevanje
δόκτωρ	zdravnik
δόκτωρ	zdravnika
δόκτωρ	zdravnica
δόκτωρ	doktor
σάλας	salas
πολλαπλά	večkratno
πολλαπλά	večkratni
ντένις	dennis
ντένις	denis
ντένις	denis
μποντ	vez
μποντ	bond
όουεν	owen
συναγερμό	alarm
συναγερμό	preplah
ότο	otto
βομβαρδιστικά	bombniki
γκυ	guy
γκυ	tip
βίντσι	vitel
βίντσι	vinci
σάββα	sava
γκαρσία	garcia
μεταδίδει	prenaša
ροές	tokov
ροές	tokovi
ροές	tokov
έρνεστ	ernest
μουσουλμανική	muslimani
μουσουλμανική	musliman
ακτιβιστές	aktivisti
ακτιβιστές	aktivistov
σύνηθες	običajno
σύνηθες	običajna
συλληφθεί	ujeli
συλληφθεί	ujeta
συλληφθεί	zajeti
συλληφθεί	ujet
πολύτιμο	dragoceno
πολύτιμο	dragocena
πολύτιμο	dragocen
πολύτιμο	dragoceni
πολύτιμο	dragoceno
πολύτιμο	dragocene
πολύτιμο	dragocen
πολύτιμο	dragocena
οργανικά	organsko
οργανικά	organska
οργανικά	organski
οργανικά	ekološko
λοιμώξεις	okužbe
λοιμώξεις	infekcije
φανταστικό	fantastični
φανταστικό	fantastična
φανταστικό	fantastičen
φανταστικό	fantastično
επιθεωρητής	inšpektor
στρατηγικές	strategije
στρατηγικές	strategij
καθημερινές	delavnik
καθημερινές	dnevno
καθημερινές	dnevna
καθημερινές	dnevni
ραντεβού	termin
ραντεβού	imenovanje
ραντεβού	zmenek
ραντεβού	datum
ελικόπτερο	helikopterja
ελικόπτερο	helikopter
ελικόπτερο	helikopter
πολυπλοκότητα	zapletenost
πολυπλοκότητα	zapletenosti
ιβ	eva
ιβ	eve
απειλεί	grozi
απειλεί	grozi
απειλεί	grožnja
κριθεί	sojeno
όττο	otto
βράχος	skalo
βράχος	rock
βράχος	kamen
βράχος	skala
συνέχειες	nadaljevanja
στάσεις	ustavi
προϋπολογισμού	proračun
εστίες	izbruhi
εστίες	izbruhov
κατασκευαστής	zidar
κατασκευαστής	proizvajalec
κατασκευαστής	proizvajalca
κατασκευαστής	izdelovalec
καντάφι	gadafi
σουρινάμ	surinam
ρότερνταμ	rotterdam
ρέμα	tok
ρέμα	potok
χορν	horne
χορν	roga
χορν	rog
χορν	horn
δάνειο	posojilo
βέλη	puščic
βέλη	puščice
βέλη	pikado
βέλη	puščice
γκράχαμ	graham
δοκιμασία	test
δοκιμασία	preskus
δοκιμασία	preizkus
νύχια	nohte
νύχια	nohti
νύχια	nohtov
νύχια	nohte
νύχια	žeblji
νύχια	nohti
νύχια	krempljev
νύχια	kremplje
νύχια	kremplji
προτεστάντες	protestanti
προτεστάντες	protestantske
αναμενόμενο	pričakovani
αναμενόμενο	pričakovana
αναμενόμενο	pričakovan
αναμενόμενο	pričakovali
αναμενόμενο	pričakovano
αναμενόμενο	pričakovano
αναμενόμενο	pričakovani
αναμενόμενο	pričakovana
τζιοβάνι	giovanni
γιούτα	utah
κλίμακες	luske
κλίμακες	tehtnice
κλίμακες	tehtnica
κλίμακες	lestvice
επανένωση	srečanje
επανένωση	snidenje
πυρίτιο	silicijev
πυρίτιο	silicij
πυρίτιο	silicija
λουίτζι	luigi
γκριν	greene
γκριν	green
αλληλεπιδράσεις	interakcije
τροχούς	kolesa
αποκλειστική	izključno
αποκλειστική	izključna
αποκλειστική	ekskluzivno
ερωτικά	erotično
διάδρομο	steza
διάδρομο	koridor
διάδρομο	hodnik
χλωριούχο	klorid
αρμενίων	armenski
μεταβατική	prehodna
μεταβατική	prehodne
μεταβατική	prehodno
μεταβατική	prehodni
σωτήρα	rešitelj
σωτήρα	odrešenik
σωτήρα	rešitelj
αρχοντικό	dvorcu
αρχοντικό	dvorec
φοίνιξ	phoenix
βρω	poišči
βρω	najdi
άποικοι	kolonisti
άποικοι	naseljenci
θυσίες	žrtvovanja
θυσίες	žrtvovanje
θυσίες	žrtvovanja
θυσίες	žrtvovanje
πιστή	zvesti
πιστή	zvest
πιστή	vdan
πιστή	zvesta
πιστή	zvesto
πιστή	zvesta
πιστή	zvest
πιστή	zvesti
παραγγελίες	naročila
παραγγελίες	ukazi
παραγγελίες	ukaz
τραγουδάει	poje
τραγουδάει	zapoje
τραγουδάει	pojem
τραγουδάει	petje
τραγουδάει	poje
τραγουδάει	petja
υπερασπιστεί	braniti
υπερασπιστεί	branili
υπερασπιστεί	brani
στατιστικές	statistika
στατιστικές	statistike
στατιστικές	statistiko
ασφαλές	varni
ασφαλές	varen
ασφαλές	varna
ασφαλές	varno
ασφαλές	varno
σέφιλντ	sheffield
φριτς	fritz
δάπεδο	podi
δάπεδο	tla
δάπεδο	nadstropje
πετάει	muhe
πετάει	muh
καταστροφική	katastrofalne
καταστροφική	katastrofalno
καταστροφική	uničujoče
καταστροφική	katastrofalne
καταστροφική	katastrofalno
πκε	ire
προσέλευση	udeležba
ανακτήσει	pridobi
αρπακτικά	plenilci
πενσυλβάνια	pensilvaniji
έντγκαρ	edgar
φιλοξενία	gostoljubje
φιλοξενία	gostoljubnost
φιλοξενία	gostovanje
βαλκανική	balkana
βαλκανική	balkan
θεοδόσιος	teodozij
προωθήθηκε	povišan
προωθήθηκε	spodbujati
προωθήθηκε	promovirati
προβληματική	problematičen
προβληματική	problematična
προβληματική	problematično
βαλτικής	baltskem
ρομαντική	romantično
ρομαντική	romantičen
ρομαντική	romantična
κόμβοι	vozlišč
κόμβοι	vozlov
κόμβοι	vozli
κόμβοι	vozlišča
κοιλάδες	dolin
κοιλάδες	doline
ολλανδικό	nizozemsko
ολλανδικό	nizozemski
ενεργητικό	sredstva
ενεργητικό	premoženje
τυπικές	tipičen
τυπικές	značilno
τυπικές	tipično
χαρτ	hart
φορτηγό	tovornjak
φορτηγό	kamion
φορτηγό	tovornjak
λιν	lynn
λιν	lin
λιν	lina
λιν	lyn
λιν	lynne
απομεινάρια	ostanke
απομεινάρια	ostanki
μαραθώνιο	maraton
όξινο	kisla
όξινο	kislo
αποτελεσματικό	učinkoviti
αποτελεσματικό	učinkovita
αποτελεσματικό	učinkovit
αποτελεσματικό	učinkovito
αποτελεσματικό	učinkoviti
αποτελεσματικό	učinkovita
αποτελεσματικό	učinkovit
αποτελεσματικό	učinkovito
ποτό	pitja
ποτό	pitje
ποτό	pijača
ποτό	piti
ποτό	pijačo
ποτό	pij
ποτό	pijača
πλούτος	bogastva
πλούτος	bogastvo
πλούτος	premoženje
ζωντανός	živa
ζωντανός	živega
ζωντανός	živ
δημοκρατικός	republikanski
δημοκρατικός	republikanec
δημοκρατικός	demokrat
δημοκρατικός	demokratične
δημοκρατικός	demokratični
δημοκρατικός	demokratično
δημοκρατικός	demokratična
κεντ	kent
ρίβερ	reka
ρίβερ	reki
ρίβερ	river
ρίβερ	reke
επαναστάτης	revolucionarne
επαναστάτης	upornik
επαναστάτης	upornikov
επαναστάτης	uporniško
επαναστάτης	uporniški
επαναστάτης	uporniški
επαναστάτης	uporniška
μπετόβεν	beethoven
κρόνος	saturn
κρόνος	kronos
κρόνος	kronos
χαρτιά	kartice
χαρτιά	kartic
χαρτιά	karte
χαρτιά	papirji
χαρτιά	papirje
σκοτάδι	temna
σκοτάδι	temni
σκοτάδι	temno
σκοτάδι	temo
σκοτάδι	tema
ιβηρική	iberski
ετικέτα	označi
ετικέτα	oznaka
ετικέτα	nalepka
ετικέτα	oznaka
ίχνος	sled
λυθεί	rešen
λυθεί	rešeno
λυθεί	rešena
συμμορία	banda
συμμορία	tolpa
διαγράφηκε	izbrisan
διαγράφηκε	izbrisano
διαγράφηκε	črta
διαγράφηκε	izbrisana
διαγράφηκε	izbrisano
διαγράφηκε	izbrisal
διαγράφηκε	zbrisal
διαγράφηκε	izbrisani
εξελικτική	evolucijski
πλατιά	široka
πλατιά	široki
πλατιά	široko
πλατιά	širok
μίσος	sovraštvo
μίσος	sovraštvo
μίσος	sovražim
