με	עם
υπόβαθρο	רקע
υπόβαθρο	הרקע
νόσος	מחלה
νόσος	מחלות
χρέη	חובות
παρεμβολή	הפרעות
αντιόχεια	אנטיוכיה
ομοσπονδιακό	הפדרלי
ομοσπονδιακό	פדרלית
ομοσπονδιακό	פדרלי
γάλα	חלב
τρόποι	דרכים
τρόποι	מצבים
τρόποι	נימוסים
διαφήμιση	פירסום
διαφήμιση	פרסום
έθιμο	מנהג
κέρδη	הרווח
κέρδη	רווח
κέρδη	רווחים
κέρδη	רווחים
ιλιάδα	האיליאדה
σχηματισμός	תצורה
σχηματισμός	מערך
σκέψεις	מחשבות
σκέψεις	המחשבות
φιλιππίνες	הפיליפינים
ιησούς	ישו
ιησούς	ישוע
παλαιστίνη	פלסטין
βαρύτητας	כבידה
δόντια	שיניים
χορήγηση	ממשל
εξήγηση	הסבר
ολλανδικά	הולנדית
ολλανδικά	הולנדי
ολλανδικά	ההולנדי
γραπτά	כתבים
βάζει	מציבה
αθλήτρια	אתלט
αθλήτρια	ספורטאי
απόγονοι	צאצאים
απόγονοι	צאצא
απόγονοι	צאצאים
γερουσιαστής	סנאטור
γερουσιαστής	סנטור
σλοβενία	סלובניה
παραδόθηκε	נמסרה
παραδόθηκε	נמסר
παραδόθηκε	נכנעה
παραδόθηκε	נכנעו
παραδόθηκε	נכנע
κολύμβησης	רחצה
επιτρέποντας	המאפשרת
αλγόριθμος	אלגוריתם
ενήλικες	בוגרים
ενήλικες	מבוגרים
ενήλικες	בוגרת
ενήλικες	בוגר
ενήλικες	מבוגר
αντιλήψεις	תפיסות
ζεύγη	זוג
ζεύγη	זוגות
ιππότης	אביר
κλαρκ	קלארק
κλαρκ	קלארק
καταστράφηκαν	נהרס
καταστράφηκαν	הושמד
καταστράφηκαν	הרס
καταστράφηκαν	הרוס
καταστράφηκαν	נהרסו
παράγωγα	נגזרים
παράγωγα	נגזרות
ατλαντικού	האטלנטי
ατλαντικού	אטלנטיק
βαλένθια	ולנסיה
παραγωγοί	מפיקים
παραγωγοί	מפיק
παραγωγοί	המפיקים
πρωτεΐνες	חלבון
πρωτεΐνες	פרוטאין
πρωτεΐνες	חלבונים
τρέχει	מפעיל
τρέχει	רץ
τρέχει	ריצה
τρέχει	ריצות
κρητική	מכרתים
εξέφρασε	הביע
εξέφρασε	הביעה
υγρά	נוזלים
υγρά	נוזלים
υγρά	נוזלי
υγρά	נוזל
θέτει	מהווה
θέτει	תנוחות
λουτρά	אמבטיות
κεμπέκ	קוויבק
στρέμματα	דונם
στρέμματα	אקר
εγκρίθηκε	מאושר
εγκρίθηκε	אושר
εγκρίθηκε	אושרו
εγκρίθηκε	אושרה
εγκρίθηκε	מאומץ
εγκρίθηκε	אימוץ
εγκρίθηκε	מאומצת
υποβρύχιο	צוללת
υποβρύχιο	סאב
υποβρύχιο	תת
αλιεία	דיג
αλιεία	לדוג
αλιεία	דייג
ισλανδίας	איסלנד
κρυσταλλική	גביש
κρυσταλλική	בדולח
κρυσταλλική	קריסטל
αντίοχος	אנטיוכוס
φιλολογία	ספרות
φιλολογία	פילולוגיה
δεκαπέντε	fifteen
τέκνα	ילדים
χριστιανισμού	הנצרות
χριστιανισμού	נצרות
μαθηματικοί	מתמטיקאי
μαθηματικοί	מתמטיקאים
σοσιαλιστική	הסוציאליסטית
σοσιαλιστική	סוציאליזם
διαλέξεις	הרצאות
συμφωνίες	עסקאות
συμφωνίες	מבצעים
συμφωνίες	הסכמים
νοέμβριος	נובמבר
νοέμβριος	בנובמבר
ενδεικτικά	מעיד
βίλα	וילה
άλογο	סוס
απρίλιος	אפריל
σκάνδαλο	סקנדל
σκάνδαλο	שערוריה
σκάνδαλο	שערורייה
διάσημη	מפורסם
διάσημη	מפורסמים
διάσημη	המפורסם
διάσημη	מפורסמות
διάσημη	מפורסמת
δώρο	מתנה
δώρο	הווה
δώρο	נוכח
δώρο	מתנה
ιερέα	הכהן
ιερέα	כומר
άδειες	אישורים
άδειες	הרשאות
οδηγό	נהג
οδηγό	הנהג
οδηγό	המדריך
οδηγό	מדריך
ίνες	סיבים
ίνες	סיבים
ίνες	סיבים
διακόπηκε	מושהה
διακόπηκε	נקטע
διακόπηκε	הפריע
αρχιπέλαγος	הארכיפלג
εξουσίες	פאוורס
εξουσίες	כוחות
εξουσίες	סמכויות
εξουσίες	הכוחות
θεοί	אלים
όλγα	אולגה
θρύλος	האגדה
θρύλος	אגדה
καλλιέργειες	יבולים
καλλιέργειες	יבול
καλλιέργειες	תרבויות
τοπία	נופים
γιόζεφ	יוזף
συνταγματάρχη	קולונל
αποθήκευση	שמרי
αποθήκευση	שמור
αποθήκευση	להציל
αποθήκευση	אחסון
αποθήκευση	איחסון
αποθήκευση	מחסן
μητροπολιτική	המטרופולין
πλούταρχος	פלוטארכוס
μουσουλμάνους	מוסלמים
όραμα	חיזיון
όραμα	ראייה
όραμα	חזון
λογικό	סביר
λογικό	הגיוני
λογικό	סבירה
λογικό	לוגיקה
λογικό	הגיוני
λογικό	לוגי
λεπτομέρεια	פרט
μουρ	מור
φραντς	פרנץ
ενα	אחת
ενα	אחד
ακούγεται	צלילים
ακούγεται	נשמע
ψυχής	הנשמה
ψυχής	נפש
ψυχής	נשמה
εμπειρίες	חוויות
κατακτήσεις	כיבוש
κατακτήσεις	הכיבושים
παρακολουθεί	צפייה
παρακολουθεί	צופה
παρακολουθεί	צופים
παρακολουθεί	מתבונן
ποτάμια	נהרות
ποτάμια	ריברס
τόκιο	טוקיו
φίλιπ	פיליפ
φίλιπ	פיליפ
τράπεζες	בנקים
τράπεζες	בנקס
τράπεζες	בנקאות
τράπεζες	בנק
αφήγηση	הנרטיב
αφήγηση	עלילה
τέταρτος	רביעי
τέταρτος	רביעית
τέταρτος	fourth
τέταρτος	הרביעית
τέταρτος	הרביעי
νικά	נצחונות
νικά	זוכה
νικά	מנצח
νικά	מנצחת
νικά	ניצחונות
ανάφλεξης	הצתה
πόλωση	קיטוב
σκηνοθέτησε	ביים
μπαρ	ברים
μπαρ	סורגים
μπαρ	בארים
μπαρ	בר
μπαρ	באר
μπαρ	סרגל
διεύθυνσης	היגוי
ουαλία	ויילס
ουαλία	ווילס
λίγοι	מעטות
λίγοι	מעטים
πορτρέτο	דיוקן
πορτρέτο	הדיוקן
φαγητό	מזון
φαγητό	אוכל
φαγητό	מאכל
ουράνιο	אורניום
κρόνου	שבתאי
παραγωγές	הפקות
χριστούγεννα	המולד
σεβασμό	כבוד
σεβασμό	מכבד
άντερσον	אנדרסון
διατύπωση	ניסוח
στιβ	סטיב
απαντήσεις	תשובות
απαντήσεις	משיב
απαντήσεις	תשובות
κτήμα	מקרקעין
τρίκαλα	טריקלה
τορόντο	טורונטו
λεωφορείο	אוטובוס
λεωφορείο	האוטובוס
κοινές	שכיח
κοινές	נפוץ
κοινές	משותף
κοινές	נפוצה
μουσουλμάνων	מוסלמים
ελεφαντοστού	שנהב
χάουαρντ	האוורד
χάουαρντ	הווארד
βαθύ	עמוקים
βαθύ	עמוקה
βαθύ	עמוק
βαθύ	עמוקה
βαθύ	מעמיק
βαθύ	עמוק
λεκάνη	אגן
λεκάνη	אגן
λεκάνη	טואלט
λεκάνη	אסלה
λεκάνη	שירותים
μόνοι	לבדי
μόνοι	לבדו
μόνοι	לבד
σημάδια	צלקות
σημάδια	סימנים
σημάδια	מארקס
σημάδια	מרקס
σημάδια	סימנים
σημάδια	שלטים
ελέγχεται	נשלט
ελέγχεται	מבוקר
ελέγχεται	שלט
μοναρχία	המלוכה
κουκ	קוק
κουκ	טבח
ταμείο	קרן
εθελοντές	מתנדבים
εθελοντές	מתנדבת
εθελοντές	מתנדב
σκόνη	אבק
σκόνη	אבקה
κάρτα	גלויה
κάρτα	קארד
κάρτα	קלף
κάρτα	כרטיס
θεωρητική	תיאורטי
θεωρητική	תאורטית
θεωρητική	תיאורטית
αιτίες	גורם
αιτίες	סיבות
κιβώτιο	ארגז
κιβώτιο	קופסא
κιβώτιο	תיבה
κιβώτιο	קופסה
κιβώτιο	ארגז
ροζ	ורודה
ροζ	וורוד
ροζ	פינק
ροζ	ורוד
ροζ	רוז
ροζ	ורד
πειρατές	פירטים
πειρατές	פיראטים
εκπροσωπεί	מייצגת
εκπροσωπεί	מייצג
πλούτο	עושר
πλούτο	פלוטו
αντιπαράθεση	עימות
αντιπαράθεση	מחלוקת
καρολίνα	קרוליינה
συστηματικά	בשיטתיות
συστηματικά	שיטתי
συστηματικά	שיטתית
συχνές	שכיח
συχνές	נפוץ
συχνές	משותף
συχνές	נפוצה
θυσία	קרבן
θυσία	קורבן
θυσία	הקרבה
τοίχο	חומה
τοίχο	הכותל
τοίχο	הקיר
τοίχο	קיר
αιγυπτιακή	מצרית
αιγυπτιακή	מצרי
αιγυπτιακή	המצרי
αποτελεσματικά	אפקטיבי
αποτελεσματικά	יעילות
αποτελεσματικά	יעיל
αποτελεσματικά	יעילה
κελσίου	צלזיוס
ινδονησία	אינדונזיה
ελευθέριος	אלפתריוס
πορτοκαλί	תפוז
πορτοκαλί	כתום
πορτοκαλί	כתומה
εργοστάσια	מפעלים
παράλληλη	מקביל
παράλληλη	מקבילים
παράλληλη	במקביל
παράλληλη	מקבילה
χόλιγουντ	הוליווד
μονοπάτι	נתיב
μονοπάτι	שביל
μονοπάτι	הנתיב
μονοπάτι	שובל
ιάπωνες	יפני
ιάπωνες	יפנית
ιάπωνες	יפנים
μεταναστών	מהגרים
αλληλεπίδραση	האירוסין
αλληλεπίδραση	אירוסים
αλληλεπίδραση	אירוסין
αλληλεπίδραση	מעורבות
αλληλεπίδραση	אינטראקציה
αλεξίου	אלקסיו
σέρβων	הסרבים
τεχνητή	מלאכותי
τεχνητή	מלאכותית
τεχνητή	מלאכותיים
αλίκη	אליס
ντέιβ	דייב
κατάλογοι	קטלוגים
κατάλογοι	ספריות
κατάλογοι	קטלוגי
κατάλογοι	רשימות
τροποποίηση	התיקון
εύρεση	מציאת
σκούρο	אפל
σκούρο	אפלה
σκούρο	חושך
σκούρο	כהה
απήχηση	תפוצה
εκκλησιαστικά	הכנסייתי
ηρώων	גיבורים
βασιλικός	בזיל
βασιλικός	באזיל
βασιλικός	מלכותי
βασιλικός	רויאל
μερικώς	חלקית
μερικώς	בחלקו
μερικώς	חלקית
μερικώς	חלקי
εισπράξεις	קבלות
λίχτενσταϊν	ליכטנשטיין
περιορισμούς	המגבלות
περιορισμούς	מגבלות
περιορισμούς	הגבלות
περιορισμούς	מגבלות
εκπρόσωποι	נציגים
εκπρόσωποι	נציגי
εκπρόσωποι	נציגים
ζάγκρεμπ	זאגרב
ρίκο	ריקו
υποχρεωτική	חובה
υποχρεωτική	חובה
ιερείς	כמרים
ιερείς	הכמרים
μετακινήθηκε	הועבר
μετακινήθηκε	עבר
μετακινήθηκε	עברה
εμπιστοσύνη	אמון
εμπιστοσύνη	ביטחון
εμπιστοσύνη	לבטוח
εμπιστοσύνη	אמון
αθηναϊκή	האתונאית
αποσυρθεί	נסוגה
αποσυρθεί	נסוג
αποσυρθεί	מסוגר
ενσωμάτωση	השתלבות
ενσωμάτωση	התאגדות
ενσωμάτωση	אינטגרציה
ενσωμάτωση	המשלב
συνοδεύεται	מלווה
συνοδεύεται	בליווי
μειώνει	מפחית
απογόνους	צאצאים
απογόνους	צאצא
αβραάμ	אברם
αβραάμ	אברהם
άρση	הרמת
άρση	מרימה
ουδέτερο	נייטרלי
προάστια	הפרברים
κέβιν	קווין
ιεραρχία	היררכיה
φαράγγι	קניון
συναλλαγές	החלפה
συναλλαγές	מסחר
συναλλαγές	עסקאות
συναλλαγές	עסקות
οροφή	תקרה
οροφή	התקרה
οροφή	תקרת
οροφή	גג
βιομηχανίες	תעשיות
μαρί	מרי
μαρί	מארי
αρμοδιότητες	אחריות
κυρίαρχη	דומיננטי
πετρώματα	אבנים
πετρώματα	סלעים
κλάση	רמה
κλάση	כיתה
κλάση	מעמד
λείπει	נעדר
λείπει	חסרה
λείπει	חסרים
λείπει	געגועים
λείπει	חסר
ολύμπου	אולימפוס
άντονι	אנטוני
άντονι	אנתוני
συμπεράσματα	מסקנות
καμπύλη	עקומת
καμπύλη	עקומה
βέροια	וריה
σωκράτης	סוקרטס
τούρκος	טרק
τούρκος	טורק
τούρκος	טורקית
τούρκος	טורקי
επισκέφτηκε	ביקרת
επισκέφτηκε	ביקר
επισκέφτηκε	ביקור
επισκέφτηκε	ביקרה
επισκέφτηκε	ביקרו
φήμες	שמועות
φήμες	שמועות
βασίλεια	ממלכות
βασίλεια	ממלכות
μεγέθη	מידות
ταχύτητες	הילוכים
ταχύτητες	מהירויות
εσείς	את
εσείς	אתה
εσείς	אותך
περιμένει	מחכה
περιμένει	ממתינה
περιμένει	ממתינים
περιμένει	ממתין
περιμένει	מחכים
νείλου	הנילוס
κυρίαρχο	דומיננטי
κυρίαρχο	שליט
κυρίαρχο	ריבונית
πρόκληση	אתגר
πρόκληση	האתגר
λιμάνια	נמלים
ελίζαμπεθ	אליזבט
ελίζαμπεθ	אליזבת
φυσικούς	פיזיקאים
ολλανδική	הולנדית
ολλανδική	הולנדי
ολλανδική	ההולנדי
αντιγραφή	לשכפל
αντιγραφή	שכפול
αντιγραφή	עותק
αντιγραφή	העתק
αντιγραφή	העתקה
αντιγραφή	העתקה
αντιγραφή	מעתיק
κολομβίας	קולומביאני
κολομβίας	קולומביה
τάφοι	קברים
τάφοι	גרייבס
τάφοι	קברים
λιούις	לואיס
κόκκινα	האדומים
κόκκινα	רדס
κόκκινα	אדומים
κόκκινα	רד
κόκκινα	אדום
κόκκινα	אדומים
κόκκινα	אדומה
χριστόφορος	כריסטופר
γέφυρες	גשרים
γέφυρες	הגשרים
φιλελεύθερο	ליברלית
φιλελεύθερο	ליברלי
ντέρμπι	דרבי
αρχηγοί	מנהיגים
σύνοψη	סיכום
σύνοψη	תקציר
διαθέσιμη	זמינה
διαθέσιμη	זמינות
διαθέσιμη	זמין
διαθέσιμη	זמינים
υπολείμματα	משקעים
υπολείμματα	שארית
υπολείμματα	משקע
υπολείμματα	שאריות
παρεκκλήσι	הקפלה
παρεκκλήσι	קפלה
αεροπλάνο	מישור
αεροπλάνο	מטוס
αεροπλάνο	מטוס
αεροπλάνο	מטוס
έρημο	נטוש
έρημο	מדבר
έρημο	המדבר
ρίχτερ	ריכטר
εργαζομένων	עובדים
εργαζομένων	פועלות
εργαζομένων	פועלים
συνωμοσία	קונספירציה
συνωμοσία	קנוניה
αναλυτική	אנליטי
ισχυρίστηκε	טען
ισχυρίστηκε	טענה
στέγη	גג
αυστριακή	אוסטרי
τάσης	מתח
επεκταθεί	המורחבת
επεκταθεί	מורחב
επεκταθεί	מורחבת
επεκταθεί	מורחב
επεκταθεί	התרחב
συνταγματάρχης	קולונל
αρχηγείο	מטה
αρχηγείο	המפקדה
αρχηγείο	מפקדה
αντιπροσωπεύουν	מייצגים
αντιπροσωπεύουν	לייצג
αντιπροσωπεύουν	מייצג
πιθανότητες	הסתברות
πιθανότητες	ההסתברות
πιθανότητες	סיכויים
πιθανότητες	הסיכויים
πιθανότητες	סיכויים
πιθανότητες	אפשרויות
συνηθισμένο	רגילה
συνηθισμένο	רגיל
διαδηλωτές	המפגינים
διαδηλωτές	מפגינים
διαδηλωτές	מפגינים
διαδηλωτές	מפגינים
λέσχη	קלאב
λέσχη	מועדון
λέσχη	המועדון
κήπος	הגינה
κήπος	גן
κήπος	הגן
κήπος	גינה
στόχων	מטרות
στόχων	יעדים
καταδίκη	גינוי
καταδίκη	ההרשעה
καταδίκη	הרשעה
μάλι	מלי
μάλι	מאלי
παλαιστίνης	פלסטין
εξαφάνιση	היעלמותו
εξαφάνιση	היעלמות
εξαφάνιση	העלמות
εξαφάνιση	הכחדה
κριτικοί	מבקרים
μάρμαρο	שיש
μάρμαρο	משיש
μάρμαρο	גולה
σύντομος	קצר
σύντομος	קיצור
σύντομος	קצרה
σύντομος	קצר
σύντομος	תקציר
αζώτου	חנקן
μάθησης	לומד
μάθησης	למידה
μάθησης	לימוד
μάθησης	לומדת
εμπόδια	מחסומים
εμπόδια	מחסום
εμπόδια	מחסומי
εμπόδια	משוכות
εμπόδια	מכשולים
ηλεκτρονίων	אלקטרון
αρχικός	ראשוני
αρχικός	הראשונית
αρχικός	מקוריות
αρχικός	מקוריים
αρχικός	מקורית
αρχικός	מקורי
αρχικός	המקורי
αγαπητέ	יקירי
αγαπητέ	יקירה
αγαπητέ	יקרים
αγαπητέ	היקר
αγαπητέ	יקירתי
αγαπητέ	יקר
βελτιώσεις	שיפור
βελτιώσεις	שיפורים
ήπειρος	אפירוס
ήπειρος	יבשת
ήπειρος	היבשת
χάρβαρντ	הארוורד
χάρβαρντ	הרווארד
υγρασία	לח
υγρασία	לחות
υγρασία	לחה
υγρασία	לחות
υγρασία	הלחות
υγρασία	לחות
υγρασία	הלחות
άμεσο	ישיר
άμεσο	ישירות
άμεσο	ישירה
άμεσο	מיידית
άμεσο	מיידי
πακέτο	לארוז
πακέτο	חבילה
πακέτο	החבילה
αυστηρή	נוקשה
αυστηρή	קפדן
αυστηρή	קפדני
μόνιμος	קבועה
μόνιμος	קבוע
δισ	ביליון
δισ	מליארד
δισ	מיליארד
διόρθωση	תיקון
βενεζουέλα	ונצואלה
δοκίμια	חיבורים
μάριο	מריו
πλεονεκτήματα	הטבות
πλεονεκτήματα	יתרונות
πλεονεκτήματα	יתרונות
νομοθετική	המחוקקת
ραντάρ	הרדאר
ραντάρ	מכ
ραντάρ	רדאר
κάρλο	קרלו
γειτονική	שכנות
σαντιάγο	סנטיאגו
επίτροπος	הנציב
επίτροπος	ניצב
επίτροπος	נציב
γιβραλτάρ	גיברלטר
παυσανία	פאוסניאס
κένεντι	קנדי
ερμή	הרמס
εκρήξεις	התפרצויות
εκρήξεις	פיצוצים
χιλιετία	מילניום
χιλιετία	המילניום
τείνουν	נוטות
κινεζική	סינית
κινεζική	סיני
απαίτηση	דרישה
απαίτηση	דרישת
απαίτηση	דרישה
απαίτηση	ביקוש
απαίτηση	דורש
όμηρος	ערובה
όμηρος	הומר
έρωτας	באהבה
έρωτας	אוהב
έρωτας	אהבה
έρωτας	אוהבת
έρωτας	אהובה
απονέμεται	הוענק
λιοντάρι	אריה
λιοντάρι	האריה
γενετική	גנטית
γενετική	גנטי
γενετική	גנטיקה
γενετική	גנטיקה
ενδιαφέροντα	אינטרסים
ενδιαφέροντα	מענין
ενδιαφέροντα	מעניינות
ενδιαφέροντα	מעניינת
ενδιαφέροντα	מעניינים
ενδιαφέροντα	מעניין
κατασκευάζεται	יוצר
κατασκευάζεται	מיוצר
κατασκευάζεται	יוצרו
κατασκευάζεται	מיוצרים
πολλαπλές	מרובה
πολλαπλές	מרובות
πολλαπλές	ריבוי
ιατρικές	רפואה
ιατρικές	רפואי
χτύπημα	לפוצץ
χτύπημα	הכה
χτύπημα	פגע
χτύπημα	מכה
χτύπημα	להיט
επίβλεψη	השגחה
επίβλεψη	פיקוח
επίβλεψη	השגחה
επίβλεψη	פיקוח
ενορία	פאריש
ιστού	רקמה
ιστού	רקמות
γιουβέντους	יובנטוס
αρχαιοτήτων	עתיקות
αρχαιοτήτων	העתיקות
παράθυρα	windows
παράθυρα	חלון
παράθυρα	חלונות
μόνα	מונה
βαρσοβίας	ורשה
πανηγύρι	הוגן
πανηγύρι	הוגנת
πανηγύρι	יריד
χιλιοστά	מילישניות
χιλιοστά	מילימטר
χιλιοστά	מילימטרים
διδάκτωρ	דוקטורט
διδάκτωρ	הדוקטורט
χριστίνα	כריסטינה
χριστίνα	קריסטינה
χριστίνα	כריסטינה
χριστίνα	קריסטינה
χριστίνα	כריסטין
χριστίνα	קריסטין
αξιοπιστία	אמינות
αξιοπιστία	אמינות
στρατιώτης	חיילת
στρατιώτης	חייל
κομήτης	שביט
περιεκτικότητα	התוכן
περιεκτικότητα	תוכן
ανάκτηση	טיוב
ανάκτηση	התאוששות
ανάκτηση	החלמה
κομήτη	שביט
τελ	תל
τελ	טל
διακοπές	חופשות
διακοπές	חג
διακοπές	חופשה
διακοπές	נופש
διακοπές	חופשה
διακοπές	חופשות
διακοπές	חגים
διακοπές	חגי
μοχάμεντ	מוחמד
μοχάμεντ	מוחמד
μοχάμεντ	מוחמד
ρώσους	רוסים
ρώσους	הרוסים
ψηφίστηκε	הצביע
ψηφίστηκε	הצבעת
ψηφίστηκε	הצביעה
ψηφίστηκε	הצביעו
ψηφίστηκε	הצבעתי
γεράκι	פאלקון
γεράκι	פלקון
γεράκι	בז
γεράκι	הנץ
γεράκι	הוק
γεράκι	נץ
εισόδημα	הכנסה
αφαιρεθεί	הוסר
αφαιρεθεί	הוסרה
αφαιρεθεί	הוסרו
απαγορεύεται	אסורים
απαγορεύεται	אסור
απαγορεύεται	אסורה
απαγορεύεται	נאסר
απαγορεύεται	אסורים
απαγορεύεται	אסור
απαγορεύεται	אסורה
έπεισε	משוכנעת
έπεισε	משוכנע
έπεισε	משוכנעים
μοναχοί	נזירים
φώτα	לייטס
φώτα	אורות
εύα	אווה
εύα	חוה
εύα	איב
εύα	חווה
εύα	איבה
εύα	חוה
φεβρουάριος	בפברואר
φεβρουάριος	פברואר
λουξεμβούργο	לוקסמבורג
αυξανόμενη	גדל
αυξανόμενη	גדלים
αυξανόμενη	צומח
αυξανόμενη	הגדלה
αυξανόμενη	מתגבר
αυξανόμενη	הגדלת
διαδρομές	נתיבים
διαδρομές	מסעות
διαδρομές	נתיבים
διαδρομές	מסלולים
επιδρομή	הפשיטה
επιδρομή	פשיטת
επιδρομή	פשיטה
εγκαταλείφθηκε	נטש
εγκαταλείφθηκε	נטוש
εγκαταλείφθηκε	נטושה
εγκαταλείφθηκε	ננטש
εγκαταλείφθηκε	נטושים
εγκαταλείφθηκε	בוטל
εγκαταλείφθηκε	בוטלה
εισιτήρια	כרטיסים
εισιτήρια	לכרטיסים
ακαδημαϊκή	אקדמי
ακαδημαϊκή	אקדמית
ενοποίηση	איחוד
ενοποίηση	אינטגרציה
ισαάκ	אייזק
ισαάκ	יצחק
βροχή	גשם
λόφος	היל
λόφος	גבעת
λόφος	גבעה
φερνάντο	פרננדו
προκριματικό	במוקדמות
δώρα	מתנות
δώρα	מתנות
ομοιότητες	דמיון
σπαθί	חרב
παρατηρήθηκε	נצפו
παρατηρήθηκε	מציינים
χάινριχ	היינריך
επένδυση	השקעה
επένδυση	השקעה
λιβάνου	לבנון
πρόσοψη	חזות
έντασης	עוצמה
συναντήσεις	פגישות
συναντήσεις	מפגשים
συναντήσεις	ישיבות
συναντήσεις	מפגשים
ηθικό	המורל
ηθικό	מורל
ηθικό	אתית
ηθικό	אתי
ηθικό	אתיקה
ηθικό	מוסר
ηθικό	מוסרי
επιλέξει	נבחר
επιλέξει	נבחרים
επιλέξει	הנבחר
επιλέξει	נבחרו
σημειώνοντας	מציין
σημειώνοντας	מציינת
σημειώνοντας	לציין
ερζεγοβίνη	הרצגובינה
υπεράσπιση	הגנה
υπεράσπιση	הגנה
εγχειρίδιο	ידני
εγχειρίδιο	מדריך
περιγραφές	תיאורים
σημείωμα	תו
σημείωμα	פתק
σημείωμα	הערה
οξεία	חריפה
εισέβαλε	פלש
εισέβαλε	פלשו
εκτελείται	להורג
φίλη	ידיד
φίλη	חברה
φίλη	חבר
προστίθεται	הוסיף
προστίθεται	נוספו
προστίθεται	נוספה
προστίθεται	הוסיפה
προστίθεται	נוסף
φρούτα	פרי
φρούτα	פירות
φρούτα	פירות
μόντρεαλ	מונטריאול
περιβάλλοντα	סביבות
ίσο	שוות
ίσο	שווים
ίσο	שווה
ορατό	גלויה
ορατό	גלוי
γιορτές	חופשות
γιορτές	חגים
γιορτές	חגי
αυτόματο	אוטומטי
αυτόματο	אוטו
αυτόματο	אוטומטי
αυτόματο	אוטומט
αυτόματο	אוטומטית
αυτοκράτειρα	קיסרית
αυτοκράτειρα	הקיסרית
εντυπωσιακό	מרשימה
εντυπωσιακό	מרשים
εντυπωσιακό	מרשימים
σερβική	סרבי
ειδήσεις	חדשות
ειδήσεις	בשורות
αργή	איטי
καυσίμων	הדלק
καυσίμων	דלק
μανουέλ	מנואל
χάνουν	לאבד
χάνουν	מפסיד
χάνουν	להפסיד
αρνητικό	שליליות
αρνητικό	שלילי
αρνητικό	שלילית
άρμα	מרכבה
άρμα	לצוף
προσαρμογή	מסתגל
προσαρμογή	הסתגלות
προσαρμογή	להתאים
προσαρμογή	התאם
προσαρμογή	הסתגלות
προσαρμογή	להסתגל
στερεό	מוצק
στερεό	מוצקה
περιπέτεια	הרפתקה
περιπέτεια	הרפתקאה
περιπέτεια	הרפתקאות
μεταφραστεί	מתורגם
μαντόνα	מדונה
ευρωπαίοι	האירופאים
ευρωπαίοι	אירופאים
ναρκωτικών	תרופה
ναρκωτικών	סמים
τεράστιες	ענקית
τεράστιες	ענק
μαθηματικό	מתמטית
μαθηματικό	מתמטי
θερμική	תרמית
θερμική	תרמי
ιντιάνα	אינדיאנה
εγκαίνια	ההשבעה
εγκαίνια	פתיחה
διάνυσμα	וקטור
συνασπισμό	הקואליציה
πλησιάζει	מתקרב
πλησιάζει	מתקרבת
πλησιάζει	מתקרבים
τομή	הצומת
τομή	צומת
τομή	חתך
δημοφιλείς	פופולרי
δημοφιλείς	אהוד
δημοφιλείς	פופולרית
δημοφιλείς	פופולריים
δημοφιλείς	פופולריות
δημοφιλείς	פופולרי
δημοφιλείς	פופולריות
δημοφιλείς	פופולריים
λεία	חלקות
λεία	חלקה
λεία	חלק
λεία	שלל
λεία	טרף
ενδιάμεσο	ביניים
κρατώντας	שמירת
κρατώντας	מחזיקים
κρατώντας	מחזיקה
κρατώντας	מחזיק
κατευθύνσεις	הנחיות
κατευθύνσεις	כיוונים
χαμηλότερο	תחתון
διδάσκει	מלמדת
διδάσκει	מלמד
βοηθάει	עוזר
βοηθάει	מסייע
βοηθάει	מסייעת
λωρίδες	רצועות
λωρίδες	נתיבים
λωρίδες	פסים
σταδιακή	הדרגתי
πολιτιστικά	תרבותית
πολιτιστικά	תרבותי
πλάγια	לרוחב
πλάγια	נטוי
πλάγια	פלאיה
επιτάχυνση	תאוצה
επιτάχυνση	להאיץ
επιτάχυνση	מאיץ
επιτάχυνση	האצה
πότερ	פוטר
καλεί	הזמנות
καλεί	שיחות
καλεί	קריאות
καλεί	מתקשרת
καλεί	מתקשר
καλεί	קורא
γειτονικές	שכנות
καταστολή	דיכוי
καταστολή	לדכא
καταστολή	דיכוי
οριζόντια	אופקי
πελάτες	לקוחות
πελάτες	לקוחות
δημοσιεύσεις	פרסומים
δημοσιεύσεις	פוסטים
δημοσιεύσεις	פרסומים
ειδικοί	מומחים
ειδικοί	מומחים
αντοχή	כוח
αντοχή	חוזק
αντοχή	עוצמה
αντοχή	כח
αντοχή	סיבולת
αντοχή	מחתרת
αντοχή	התנגדות
αντοχή	סיבולת
αγόρια	בנים
αγόρια	נערים
επεξεργαστή	מעבד
σλοβακία	סלובקיה
ιδιωτικά	בפרטיות
ιδιωτικά	פרטית
ιδιωτικά	פרטי
ιδιωτικά	טוראי
ιδιωτικά	לפרטי
θρίλερ	מותחן
κοινός	שכיח
κοινός	נפוץ
κοινός	משותף
κοινός	נפוצה
θύελλα	סערה
θύελλα	סופה
θύελλα	סטורם
ιταλούς	איטלקים
ιταλούς	האיטלקים
ξεπεράσει	להתגבר
ακολουθείται	עקבתי
ακολουθείται	ואחריו
πορτογαλικά	פורטוגזית
πορτογαλικά	בפורטוגזית
ταϊβάν	טייוואן
περίμενε	חכה
περίμενε	רגע
τιμ	טים
κλείνει	סוגר
κλείνει	נסגרת
κλείνει	נסגר
θέρμανση	חימום
θέρμανση	היט
θέρμανση	חום
θέρμανση	חימום
μπουένος	בואנוס
πρόληψη	מניעה
