το	the
ενδιαφέροντα	interesi
ενδιαφέροντα	interesima
ενδιαφέροντα	zanimljiva
ενδιαφέροντα	zanimljivo
ενδιαφέροντα	interesantan
ενδιαφέροντα	interesantno
ενδιαφέροντα	zanimljiv
κατασκευάζεται	proizvedena
ιατρικές	medicinska
ιατρικές	medicinski
ιατρικές	medical
χτύπημα	udarac
χτύπημα	hit
χτύπημα	pogođena
χτύπημα	udario
χτύπημα	pogodio
επίβλεψη	nadzorom
ενορία	parohija
ιστού	tkiva
ιστού	tkivo
γιουβέντους	juventus
αρχαιοτήτων	antikviteta
παράθυρα	windows
μόνα	mona
βαρσοβίας	varšava
πανηγύρι	fer
πανηγύρι	sajam
χριστίνα	christina
χριστίνα	cristina
χριστίνα	kristin
χριστίνα	christine
αξιοπιστία	kredibilitet
αξιοπιστία	pouzdanosti
στρατιώτης	vojnik
κομήτης	kometa
περιεκτικότητα	sadržaj
περιεκτικότητα	sadržaja
ανάκτηση	oporavak
ανάκτηση	oporavka
κομήτη	kometa
τελ	tel
διακοπές	praznik
διακοπές	odmor
διακοπές	praznici
διακοπές	praznike
διακοπές	praznika
μοχάμεντ	muhammed
μοχάμεντ	muhamed
μοχάμεντ	mohammed
μοχάμεντ	muhameda
μοχάμεντ	muhamed
ρώσους	rusi
ψηφίστηκε	izglasan
ψηφίστηκε	glasali
ψηφίστηκε	glasao
γεράκι	soko
γεράκι	soko
γεράκι	hawk
εισόδημα	prihod
αφαιρεθεί	uklonjena
απαγορεύεται	zabranjeno
απαγορεύεται	zabranjeno
έπεισε	uvjeren
μοναχοί	monasi
εύα	eva
εύα	hava
τζεφ	jeff
φεβρουάριος	februar
λουξεμβούργο	luksemburg
αυξανόμενη	rastući
αυξανόμενη	rastuća
αυξανόμενη	raste
αυξανόμενη	rastuće
αυξανόμενη	povećava
αυξανόμενη	povećanju
διαδρομές	putevi
διαδρομές	pravci
διαδρομές	pravaca
επιδρομή	upada
εγκαταλείφθηκε	napušten
εγκαταλείφθηκε	napustio
εγκαταλείφθηκε	napuštena
εγκαταλείφθηκε	napuštene
εισιτήρια	ulaznice
εισιτήρια	karte
ακαδημαϊκή	akademik
ακαδημαϊκή	akademska
ακαδημαϊκή	akademske
ενοποίηση	ujedinjenje
ενοποίηση	konsolidacije
ενοποίηση	integracija
ισαάκ	isak
βροχή	kiša
λόφος	brdo
φερνάντο	fernando
προκριματικό	kvalifikacijama
δώρα	darova
δώρα	predstavlja
ομοιότητες	sličnosti
σπαθί	mač
παρατηρήθηκε	posmatrala
παρατηρήθηκε	posmatrao
χάινριχ	heinrich
επένδυση	investiranje
επένδυση	ulaganjima
επένδυση	investicija
λιβάνου	libanska
πρόσοψη	fasada
έντασης	intenzitet
συναντήσεις	sastanke
συναντήσεις	sastancima
συναντήσεις	sastanci
συναντήσεις	sastanaka
συναντήσεις	susreti
ηθικό	moral
ηθικό	odgovorni
ηθικό	moralna
ηθικό	moralne
επιλέξει	odabrane
επιλέξει	izabrao
επιλέξει	izabranim
διδακτορική	doktorsku
ερζεγοβίνη	hercegovina
υπεράσπιση	odbranu
υπεράσπιση	odbrana
υπεράσπιση	odbrana
εγχειρίδιο	uputstvo
εγχειρίδιο	priručnik
περιγραφές	opise
περιγραφές	opisa
σημείωμα	napomena
οξεία	akutni
οξεία	akutne
εκτελείται	pogubljen
φίλη	prijatelj
φίλη	drug
προστίθεται	dodaje
προστίθεται	dodali
προστίθεται	dodao
φρούτα	plod
φρούτα	voće
φρούτα	plod
μόντρεαλ	montreal
περιβάλλοντα	okolina
περιβάλλοντα	okolini
ίσο	jednaki
ίσο	jednakih
ίσο	jednake
ίσο	jednaka
ορατό	vidljiv
ορατό	vidljiva
ορατό	vidljivi
ορατό	vidljivo
γιορτές	praznici
γιορτές	praznike
γιορτές	praznika
αυτόματο	auto
αυτόματο	automatsko
αυτοκράτειρα	carica
ημισφαίριο	hemisfera
ημισφαίριο	hemisferu
εντυπωσιακό	impresivan
σερβική	srpski
ειδήσεις	vijest
ειδήσεις	vijesti
ειδήσεις	news
ειδήσεις	novosti
αργή	spor
καυσίμων	gorivo
μανουέλ	manuel
χάνουν	izgubiti
χάνουν	gube
χάνουν	izgubi
αρνητικό	negativan
αρνητικό	negativne
αρνητικό	negativni
αρνητικό	negativno
άρμα	float
προσαρμογή	podešavanje
προσαρμογή	prilagoditi
προσαρμογή	adaptacija
στερεό	čvrsto
στερεό	čvrste
κομνηνός	komnen
περιπέτεια	avanturu
περιπέτεια	avantura
μεταφραστεί	prevedene
μεταφραστεί	preveden
μεταφραστεί	prevedena
μαντόνα	madonna
ευρωπαίοι	evropljani
επέβαλε	nametnuta
επέβαλε	uvedene
επέβαλε	nametnuo
ναρκωτικών	droga
τεράστιες	ogromni
μαθηματικό	matematički
μαθηματικό	matematička
θερμική	toplotna
θερμική	toplotne
θερμική	toplotno
ιντιάνα	indiana
εγκαίνια	inauguracije
εγκαίνια	otvaranje
διάνυσμα	vektor
συνασπισμό	koalicija
πλησιάζει	prilazi
πλησιάζει	približava
τομή	raskrsnica
τομή	rez
δημοφιλείς	popularna
δημοφιλείς	popularan
δημοφιλείς	popularni
λεία	glatki
λεία	glatka
λεία	glatke
λεία	nagradni
λεία	plen
κρατώντας	imajući
κρατώντας	drže
κρατώντας	holding
κατευθύνσεις	pravci
κατευθύνσεις	pravcima
κατευθύνσεις	pravaca
χαμηλότερο	najniža
χαμηλότερο	najniži
χαμηλότερο	donjem
χαμηλότερο	niže
χαμηλότερο	niži
διδάσκει	predaje
βοηθάει	pomaže
λωρίδες	strips
λωρίδες	trake
λωρίδες	pruge
σταδιακή	postepenu
σταδιακή	postepenom
σταδιακή	postepene
σταδιακή	postepeno
πρι	prix
πολιτιστικά	kulturna
πολιτιστικά	kulturno
πολιτιστικά	kulturni
πολιτιστικά	kulturnih
πλάγια	italics
πλάγια	italic
πλάγια	playa
επιτάχυνση	ubrzanje
επιτάχυνση	ubrzavanja
επιτάχυνση	ubrzati
επιτάχυνση	ubrzava
επέτειο	godišnjica
πότερ	potter
καλεί	poziva
καλεί	poziva
καλεί	nazivajući
καλεί	zovem
καλεί	nazivaju
καλεί	nazvavši
καλεί	pozivajući
γειτονικές	susjednoj
γειτονικές	susjedna
καταστολή	represija
καταστολή	suzbijanje
οριζόντια	horizontalna
οριζόντια	horizontalni
πελάτες	klijentima
πελάτες	klijente
πελάτες	klijenata
δημοσιεύσεις	objave
δημοσιεύσεις	publikacija
ειδικοί	specijalisti
ειδικοί	stručnjaci
βορειοανατολική	sjeveroistoku
αντοχή	snage
αντοχή	snaga
αντοχή	izdržljivost
αντοχή	otpor
αγόρια	momci
αγόρια	boys
αγόρια	dječaci
επεξεργαστή	procesor
σλοβακία	slovačka
ιδιωτικά	privatno
ιδιωτικά	privatno
ιδιωτικά	privatne
ιδιωτικά	privatni
ιδιωτικά	privatna
θρίλερ	triler
κοινός	zajednički
κοινός	zajedničkim
κοινός	zajedničku
θύελλα	oluja
ιταλούς	italijani
πραγματεία	treatise
ξεπεράσει	prevazići
ακολουθείται	praćen
ακολουθείται	slijede
ακολουθείται	slijedili
προσκήνιο	foreground
πορτογαλικά	portugalski
ταϊβάν	tajvan
περίμενε	sačeka
περίμενε	čekati
περίμενε	wait
τιμ	tim
κλείνει	zatvara
θέρμανση	toplota
θέρμανση	zagrijava
μπουένος	buenos
πρόληψη	sprječavanje
πρόληψη	prevenciju
πρόληψη	prevenciji
νεκρό	mrtva
νεκρό	mrtvi
νεκρό	mrtvo
νεκρό	mrtav
πρέβεζα	preveza
αναθεώρηση	pregled
αναθεώρηση	reviziju
επίτιμος	počasni
προεδρικό	predsjednički
ανεπάρκεια	nedostatak
καταλόγου	direktorij
σκιά	sjeni
σκιά	hladu
σκιά	hlad
εξαγωγή	izvoza
εξαγωγή	izvoz
εξαγωγή	izvozom
καθυστέρηση	odlaganje
καθυστέρηση	odlaganja
καθυστέρηση	odlažu
καθυστέρηση	odložena
συνομοσπονδία	konfederacija
αποκάλυψε	otkrivaju
αποκάλυψε	otkriti
αποκάλυψε	otkrije
αποκάλυψε	objelodanio
αποκάλυψε	otkrila
εκφράζεται	izraženo
διαφωνίες	sporova
διαφωνίες	neslaganjima
διαφωνίες	neslaganja
επιβατών	putnici
επιβατών	putnika
επιβατών	putnike
επιβατών	putnik
αγροτικές	ruralni
αγροτικές	ruralne
συλλογική	collective
συλλογική	kolektivni
συλλογική	kolektivna
συλλογική	kolektiv
προστάτης	zaštitnik
προστάτης	zaštitnika
προστάτης	prostate
προστάτης	pokrovitelj
λειψία	leipzig
κατάστημα	radnja
κατάστημα	shop
κατάστημα	radnja
κατάστημα	prodavnica
κατάστημα	store
σι	cie
συντονισμού	koordinacija
συντονισμού	koordinaciju
λιβύης	libijske
λιβύης	libijski
λιβύης	libijskih
λιβύης	libija
απεικονίσεις	illustrations
τσάρος	car
τσάρος	cara
νότιος	južni
ξένοι	strancima
ξένοι	strancima
ξένοι	stranaca
ξεκάθαρα	jasno
παραγγελία	naređuje
παραγγελία	naređenje
παραγγελία	naredbu
παραγγελία	reda
παραγγελία	red
αγαθά	dobara
αγαθά	robu
αγαθά	roba
απειλές	prijetnje
απειλές	prijetnjama
απειλές	prijetnji
εχθρό	neprijatelj
σκληρά	hard
σκληρά	teško
πόρτες	vrata
πόρτες	doors
αυτοβιογραφία	autobiografija
τζέιν	jane
ούρα	urina
πυρηνική	nuklearno
πυρηνική	nuklearni
πυρηνική	nuklearna
ανάμνηση	sjećanje
ανάμνηση	uspomena
ανάμνηση	pamćenje
ανάμνηση	memorija
ανάμνηση	memorije
ανάμνηση	memorijski
υπολογιστής	računar
υπολογιστής	računar
εγγραφή	snimanje
εγγραφή	registracija
εγγραφή	registraciju
εγγραφή	registracije
απέδειξε	dokazali
απέδειξε	dokaže
απέδειξε	dokazati
απέδειξε	dokazali
απέδειξε	dokazuju
ταχεία	ubrzan
σιμόν	simone
σιμόν	simon
άιρες	aires
μπουν	bun
ολυμπία	olimpiji
εξωτερικός	vanjska
εξωτερικός	vanjski
άξονας	osi
προφήτης	prorok
προφήτης	vjerovjesnik
προφήτης	vjerovjesnika
προφήτης	poslanik
φαινόταν	izgledalo
συμεών	simeon
ανώνυμος	anonimno
αντιπρόσωπος	zastupnik
αντιπρόσωπος	predstavnik
πεν	penn
πεν	pen
πεν	pen
πεν	pero
πεν	hemijsku
ζωντανό	živa
αναγνωρίσει	prepozna
αναγνωρίσει	identifikuje
αναγνωρίσει	identifikaciji
αναγνωρίσει	utvrditi
εισαγωγής	uvoz
νιγηρία	nigerija
λούις	lewis
λούις	louis
σταθερές	konstantama
ντουέτο	duet
ντουέτο	duo
βακτήρια	bakterije
κακώς	loše
επιτροπές	komiteti
επηρεάστηκε	uticala
επηρεάστηκε	uticali
επηρεάστηκε	uticao
διαβάζει	glasi
πλοκή	zavjera
καρκίνος	rak
μπανγκλαντές	bangladeš
ονοματολογία	nomenklatura
πρόσφερε	ponudio
πρόσφερε	ponudila
πιλότος	pilot
σόφια	sofija
αμβούργο	hamburg
αυτοκρατορικό	carsku
αυτοκρατορικό	carska
αυτοκρατορικό	carske
στόχοι	ciljevi
στόχοι	ciljevi
στόχοι	mete
κάθριν	kathryn
κάθριν	katherine
κάθριν	catherine
κάθριν	katarina
απαιτούσε	zahtijevao
ισχύς	snage
ισχύς	snaga
ισχύς	validnost
ισχύς	power
ισχύς	vlast
νομοθετικό	zakonodavnom
νομοθετικό	zakonodavne
νομοθετικό	zakonodavnim
υπεύθυνο	odgovorne
υπεύθυνο	odgovorna
υπεύθυνο	odgovorni
υπεύθυνο	odgovornim
υπεύθυνο	odgovoran
χωρίζει	odvaja
οροπέδιο	platou
οροπέδιο	plato
εκδίκηση	osveta
εκδίκηση	osveta
εκδίκηση	osvetu
εκδίκηση	osveta
εκδίκηση	osvete
στρατηγοί	generali
οδύσσεια	odiseja
αποθήκευσης	skladištenje
αποθήκευσης	skladište
ταξιδεύει	putuje
ταξιδεύει	putujući
άντριου	andrew
πράγα	prag
ετυμολογία	etimologija
μάθημα	lekcija
μάθημα	časovi
μάθημα	predavanje
χιούστον	houston
ρητά	eksplicitno
ρητά	izričito
ερασιτεχνικό	amaterski
παράθυρο	prozor
προτεραιότητα	prioritet
κατοικούν	naseljavao
μαδαγασκάρη	madagaskar
εισάγει	uvodi
γυμνό	gol
γυμνό	gola
γυμνό	akt
ουράνια	nebeski
ουράνια	nebeski
δέκατο	deseti
δέκατο	deseta
αποκαλύφθηκε	objelodanio
αποκαλύφθηκε	otkrila
δημιουργού	tvorac
δημιουργού	stvoritelja
δημιουργού	kreator
μετα	nakon
ορίζοντα	horizont
ινδική	indijska
ινδική	indijanac
ινδική	indijski
κινηματογράφος	kino
κινηματογράφος	kinematografija
κινηματογράφος	cinema
αδελφές	sestre
απλός	jednostavna
απλός	jednostavne
απλός	jednostavan
απλός	jednostavni
απλός	jednostavnih
απλός	jednostavno
πουλί	cock
επανειλημμένα	opetovano
πάγκο	klupi
πάγκο	klupa
αγαπημένη	miljenika
αγαπημένη	omiljeni
αγαπημένη	miljenik
αγαπημένη	omiljeno
αγαπημένη	miljenici
γιανγκ	yang
μορίων	molekula
μορίων	molekuli
μορίων	molekule
δωμάτια	sobe
πύργους	kule
προστάτη	zaštitnik
προστάτη	zaštitnika
προστάτη	prostate
ζήτηση	potražnja
λείπουν	nestala
λείπουν	nestale
λείπουν	missing
λείπουν	nestao
λείπουν	nestali
λείπουν	nedostaje
προτεινόμενη	kazao
προτεινόμενη	preporučuje
προτεινόμενη	preporučio
προτεινόμενη	preporučila
προτεινόμενη	predložio
προτεινόμενη	predloženo
προτεινόμενη	predloženi
ιππείς	konjanika
ιππείς	jahači
κυριαρχεί	dominira
κυριαρχεί	dominirala
δοκίμιο	esej
τοίχους	zidova
τοίχους	zidine
τοίχους	zidovi
τοίχους	zidinama
τοίχους	zidovima
οδηγοί	vozači
οδηγοί	vodiča
οδηγοί	upućuje
μισή	polovina
μισή	polovinu
μισή	pola
ιδρυτές	osnivači
πάρκα	parkovi
σταθερότητα	stabilnost
μίνι	mini
μίνι	minnie
άρχοντα	gospodara
άρχοντα	gospodar
άρχοντα	gospod
άρχοντα	gospodaru
άρχοντα	lord
αυτοκτονία	samoubistva
αυτοκτονία	samoubistvo
πολυάριθμες	brojne
πολυάριθμες	brojni
ευαγγέλιο	evanđelje
νεότερο	najnovije
νεότερο	noviji
νεότερο	novije
βέρμαχτ	wehrmacht
διορίζεται	imenovao
διορίζεται	imenovani
διορίζεται	imenovana
διορίζεται	imenovalo
γύρους	runde
γύρους	rundama
φραντσέσκο	francesco
χέπμπορν	hepburn
περιστατικά	incidenata
περιστατικά	incidente
γραμμάρια	grama
υποστηρικτής	pristalica
υποστηρικτής	pomagač
πολιτιστικός	kulturna
πολιτιστικός	kulturno
πολιτιστικός	kulturni
πολιτιστικός	kulturnih
ικανός	sposoban
ικανός	sposobni
λεωφόρος	boulevard
λεωφόρος	bulevar
λεωφόρος	avenue
λεωφόρος	autoput
βίο	bio
άπειρο	beskonačno
άπειρο	beskonačnost
λευκός	bijela
λευκός	bijeli
καταστραφεί	uništene
καταστραφεί	uništen
καταστραφεί	uništena
καταστραφεί	uništeni
παππού	djed
παππού	dedo
παππού	djed
παππού	dedo
αιθιοπία	etiopiji
ζωγράφισε	slikao
περσία	perzije
ξένη	stranih
ξένη	strani
ξένη	stranim
τακτικό	taktičku
τακτικό	taktičke
κοσμήματα	dragulja
κοσμήματα	nakita
κοσμήματα	nakit
κοσμήματα	nakit
συντριπτική	pretežna
δεκτή	zadobio
δεκτή	prihvatio
δεκτή	prihvaćena
δεκτή	primljeni
δεκτή	primljen
δεκτή	prihvatili
στολή	kostim
στολή	ujednačen
χάρης	haris
επικεντρώνεται	fokusira
ενισχύσεις	aid
έντυπα	forme
έντυπα	formama
έντυπα	oblici
έντυπα	oblike
διπλά	dvostruki
διπλά	dupla
διπλά	dvostruko
διπλά	dvostruke
υποστηρίζοντας	tvrdeći
περιορισμένο	ograničene
περιορισμένο	ograničena
περιορισμένο	ograničen
περιορισμένο	zabranjen
μαχητής	borac
στου	stu
αποθέματα	rezervi
αποθέματα	rezerve
οξείδωση	oksidacije
αλεξάνδρα	alexandra
αλεξάνδρα	aleksandra
πεποιθήσεις	uvjerenja
πεποιθήσεις	uvjerenja
πεποιθήσεις	vjerovanja
ντάγκλας	douglas
άγκυρα	ankara
μορφολογία	morfologija
κατασκευάζονται	proizvedena
αξιόπιστη	vjerodostojnim
αξιόπιστη	vjerodostojan
αξιόπιστη	pouzdani
αξιόπιστη	pouzdanih
αξιόπιστη	pouzdano
σήμανση	obilježavanje
σήμανση	obilježavajući
γειτονιά	naselje
φοιτητής	student
προσανατολισμό	orijentacija
ρόλων	uloge
άρχοντες	lords
ουρουγουάη	urugvaj
περιστέρι	dove
περιστέρι	pigeon
ξένα	stranih
ξένα	strani
ξένα	stranim
φράνκο	franco
κάμπο	cabo
κάμπο	campo
σαφής	jasni
σαφής	jasnih
σαφής	jasno
σαφής	jasna
σαφής	jasan
γκρι	gray
γκρι	siva
γκρι	sive
γκρι	sivi
γκρι	siva
φαινομένων	fenomen
φαινομένων	fenomene
σέρβος	srpska
σέρβος	srpski
σέρβος	srpski
έβδομη	sedma
έβδομη	sedmi
συναισθήματα	emocije
συναισθήματα	emocija
συναισθήματα	osećanja
συναισθήματα	osjećanja
πράγας	prag
παραμένοντας	preostali
παραμένοντας	preostalih
παραμένοντας	preostala
παραμένοντας	preostale
φούτμπολ	nogomet
φούτμπολ	fudbala
φούτμπολ	fudbalu
φούτμπολ	football
φούτμπολ	fudbal
ναυπηγεία	brodogradilišta
πρέσβης	ambasador
ύδρα	hidra
σλοβακίας	slovačka
λίστες	liste
διαιτητής	sudija
διαιτητής	ref
σωτηρία	spas
λάμψη	flash
λάμψη	sjaja
έκτο	šesti
έκτο	šestom
προσθέτει	dodaje
σαουδική	saudijska
σαουδική	saudijski
σαουδική	saudi
αϊνστάιν	einstein
έκπληξη	iznenađenje
παραμέτρους	parametara
παραμέτρους	parametri
κύτταρο	ćelija
άστρα	zvijezda
άστρα	zvezde
απόγονος	potomaka
απόγονος	potomak
αεροδρόμια	aerodromi
ξένο	ksenon
ξένο	stranac
ξένο	stranih
ξένο	strani
ξένο	stranim
ιδιοκτήτες	vlasnici
ιδιοκτήτες	vlasnike
αντρέι	andrej
αντρέι	andrey
αντρέι	andrej
αντρέι	andrei
φοράει	nosi
γουίλιαμς	williams
μαγνητικό	magnetno
μαγνητικό	magnetni
μαγνητικό	magnetne
μαγνητικό	magnetsko
οργή	ljutnja
οργή	fury
οργή	srdžbe
συνεντεύξεις	intervjue
δωρεά	donacija
δωρεά	donaciju
δωρεά	donirati
δωρεά	poklonio
δωρεά	donirana
δωρεά	donirala
αλυσίδες	lanaca
αλυσίδες	lancima
αλυσίδες	lanac
πιστός	odan
πιστός	lojalnih
πιστός	vjernike
πιστός	vjerna
πιστός	vjernici
πιστός	vjernik
ασθενή	pacijent
έξοδος	izlaz
έξοδος	proizvodnja
έξοδος	izlaz
έξοδος	exit
έξοδος	egzodus
δούκισσα	vojvotkinja
λόφους	brdima
λόφους	brda
λόφους	hills
κλούμπε	clube
βρήκα	našla
βρήκα	pronađen
βρήκα	pronađena
βρήκα	pronašli
βρήκα	pronašao
βρήκα	utvrdila
αναπτύσσει	razvija
εξοπλισμός	oprema
λιγότερα	manje
παντρεύεται	udaje
ναυτιλία	otpreme
ράγκμπι	ragbi
ράγκμπι	rugby
καστίλης	kastilje
υποείδος	podvrsta
ερωτική	erotske
δείκτες	indikatori
δείκτες	pokazatelji
δείκτες	pokazatelja
δείκτες	indices
χαρτονομίσματα	novčanice
χαρτονομίσματα	novčanica
χαρτονομίσματα	račune
χαρτονομίσματα	novčanice
χαρτονομίσματα	bills
προδιαγραφές	specifikacije
προδιαγραφές	specification
προδιαγραφές	specifikacija
φίτζι	fidži
ρον	ron
φιλαδέλφεια	philadelphia
πορτ	luka
πορτ	port
μαδαγασκάρης	madagaskar
πεποίθηση	vjerovanje
πεποίθηση	vjerovanja
πεποίθηση	osude
καλωδιακή	kabla
τζιν	jin
τζιν	džin
τζιν	jean
τζιν	gen
ρέθυμνο	rethymno
ράσελ	russell
συμβάσεις	ugovore
συμβάσεις	ugovorima
συμβάσεις	ugovori
απόφοιτοι	diplomaca
αντρέα	andrea
διαζύγιο	razvod
ταιριάζει	odgovara
ταιριάζει	uklapa
ταιριάζει	stati
ταιριάζει	fit
έχτισε	sagrađena
έχτισε	izgrađena
έχτισε	izgrađeno
έχτισε	izgradio
εμπλοκή	angažman
εμπλοκή	učešće
παπούα	papua
πυραμίδα	piramida
σρι	šri
φωτογράφος	fotografa
πρόσθεσε	dodaje
πρόσθεσε	dodali
πρόσθεσε	dodao
δεξαμενή	tenk
δεξαμενή	reservoir
καιρός	vremenska
βόμβα	bomba
μοντέρνα	moderna
μοντέρνα	savremena
μοντέρνα	savremen
νεολαία	omladina
γκέοργκ	georg
μπους	bush
οντότητα	entitet
ξεπερνά	prevazilazi
νεφέλωμα	maglina
συνεπάγεται	implicira
συνεπάγεται	podrazumijeva
εξαιρέσεις	iznimke
εξαιρέσεις	izuzetaka
εξαιρέσεις	izuzeci
σάρα	sarah
σάρα	sara
σάρα	sara
ανώτερος	stariji
ανώτερος	visoki
επικίνδυνη	opasnu
επικίνδυνη	opasna
επικίνδυνη	opasne
επικίνδυνη	opasan
επικίνδυνη	opasni
επικίνδυνη	opasno
ανταπόκριση	odgovor
αμπντούλ	abdul
ράμφος	kljun
πολυάριθμα	brojne
πολυάριθμα	brojni
παράνομη	nelegalno
παράνομη	ilegalni
παράνομη	ilegalno
παράνομη	ilegalne
παράνομη	nelegalnih
παράνομη	nezakonitih
ελσίνκι	helsinki
σωλήνα	cijev
σωλήνα	cijev
εσθονία	estonija
τυνησία	tunis
οργανωμένη	organizirani
οργανωμένη	organizirano
οργανωμένη	organizirana
οργανωμένη	organizovana
οργανωμένη	organizovane
οργανωμένη	organizovani
οργανωμένη	organizovano
οργανωμένη	organizovan
ανακαλύψεις	otkrića
έμπνευση	inspiracija
δηλώνοντας	proglašenja
ουζμπεκιστάν	uzbekistana
κλιπ	spremnika
κλιπ	spot
κλιπ	klip
νβα	nba
συμμετρία	simetrija
αρμοδιότητα	nadležnosti
αρμοδιότητα	nadležnost
αρμοδιότητα	sposobnost
εμπόδιο	prepreka
εμπόδιο	prepreku
δούλεψε	radio
γειτονικό	susjednoj
γειτονικό	susjedna
λεόνε	leone
υποκριτική	postupajući
πρωτοπόρος	pioneer
πρωτοπόρος	pionir
πανκ	pank
αυτο	ove
λίρες	funti
σπηλιά	pećina
μουράτ	murat
απεργία	štrajk
κεφαλής	glava
ανεβαίνει	rastuće
επιτρέψει	dozvoliti
επιτρέψει	omogućile
επιτρέψει	dozvoljavaju
επιτρέψει	dopusti
κουβέιτ	kuvajt
κουβέιτ	kuvajtski
άνεμος	vjetar
υποβρύχια	podvodni
υποβρύχια	podmornice
ζιμπάμπουε	zimbabve
επαναστατικό	revolucionarni
έμμεσα	indirektni
έμμεσα	indirektna
έμμεσα	indirektno
πιστοί	vjernika
πιστοί	vjernici
πιστοί	odan
πιστοί	lojalnih
πιστοί	vjernike
πιστοί	vjerna
πιστοί	vjernici
πόνος	bol
ρολόι	sahat
ρολόι	sat
γραφικά	grafički
γραφικά	grafika
διάλογο	dijalog
διανομής	distribuciji
διανομής	distribucija
διανομής	distribuciju
ριμπάουντ	protivnapada
κύκλωμα	kolo
εκδότη	izdavač
εκδότη	editor
εκδότη	urednik
αναστασία	anastasia
μαγνητική	magnetno
μαγνητική	magnetni
μαγνητική	magnetne
μαγνητική	magnetsko
δημοτικότητα	popularnosti
δημοτικότητα	popularnost
ζωρζ	georges
ελαφρύ	svjetlost
ελαφρύ	lagan
πράσινη	zelena
μπλουζ	blues
γιαγιά	nana
γιαγιά	baka
πτυχές	aspekata
πτυχές	aspektima
πτυχές	aspekti
ευκολία	lakoće
γκάρι	garija
γκάρι	gary
μουσολίνι	mussolini
γλυπτό	skulptura
ερευνητής	istraživač
ερευνητής	istražitelj
σεντ	sed
σεντ	cent
γραμμένα	pisani
γραμμένα	napisano
γραμμένα	zapisano
γραμμένα	napisao
γραμμένα	pisan
γραμμένα	pisao
τουρισμός	turizam
τακτικές	taktike
ιδιοκτήτη	vlasnik
όροφο	kata
όροφο	spratu
όροφο	poda
όροφο	sprat
προστατεύει	štiti
αίσθημα	osećaj
αίσθημα	feeling
αίσθημα	osjećaju
αίσθημα	osjećaj
σάντος	santos
ήχους	zvuči
ήχους	zvukova
ήχους	sounds
κατασκευασμένο	proizvedena
κατασκευασμένο	konstruisana
συνομιλίες	razgovori
συνομιλίες	pregovori
συνομιλίες	razgovori
υπέβαλε	podnijela
χειρότερη	najgori
χειρότερη	najgore
χειρότερη	gorom
χειρότερη	gore
χειρότερη	gori
χειρότερη	gora
έμποροι	trgovce
έμποροι	trgovci
χάλυβα	čelik
χιλιόμετρο	kilometar
χιλιόμετρο	kilometra
μεταλλικό	metal
μεταλλικό	metalna
μεταλλικό	metalnih
μεταλλικό	metalni
νταν	dan
νταν	den
αρχηγία	vodstvo
αρχηγία	vođstvo
οχάιο	ohio
λούκας	lucas
λούκας	lukas
κινήθηκε	preselio
ερωτήματα	pitanja
θρησκείες	religija
ισχυρός	moćna
ισχυρός	moćan
περικλή	perikle
ιόντα	iona
ιόντα	ion
αλεξάντρ	aleksandr
αλεξάντρ	alexandre
συνέχιση	nastavak
συνέχιση	nastavljaju
διώξεις	progon
εφευρέτης	pronalazač
άκρες	rubovima
σωματική	fizički
σωματική	fizičko
σωματική	fizičke
εοκ	eez
κρίστοφερ	christopher
εφεύρεση	izum
σφραγίδα	pečat
σφραγίδα	pečat
εντυπωσιακή	impresivan
αξιοσημείωτα	zapažen
προσθήκες	dodatke
προσθήκες	dodaje
συμπεριλαμβάνεται	uključivala
συμπεριλαμβάνεται	uključena
ολοκληρωμένη	integrisani
ολοκληρωμένη	integralne
ολοκληρωμένη	integrirana
ολοκληρωμένη	integralno
ολοκληρωμένη	integralni
επιτίθεται	napadaju
επιτίθεται	napadnu
ρέει	teku
αληθινή	istina
αληθινή	tačna
πετρέλαιο	benzin
πετρέλαιο	ulje
πετρέλαιο	nafta
τουριστικό	turistička
τουριστικό	turističkih
αυτόματη	auto
αυτόματη	automatsko
χωροφυλακής	žandarmerija
ολοκληρώθηκαν	završen
εκπαιδευτική	obrazovna
τουρίστες	turisti
επικοινωνιών	komunikacija
ανωτέρω	iznad
αβίβ	aviv
πυριτίου	silicij
πορτραίτο	portret
τόνοι	tona
τόνοι	tone
τόνοι	tona
τόνοι	tone
σολομώντα	sulejman
υπόγεια	underground
υπόγεια	podzemni
υπόγεια	podzemna
πάγο	led
απορρίφθηκε	odbacila
απορρίφθηκε	odbio
ινδικό	indijska
ινδικό	indijanac
ινδικό	indijski
λεονάρντο	leonardo
απομόνωση	izolacija
απομόνωση	izolaciju
απομόνωση	izolacije
κάλιο	kalij
πολεμιστές	ratnici
ενεργή	aktivna
ενεργή	aktivni
ενεργή	aktivan
μάρτυρας	šehid
μάρτυρας	svjedok
μαρξ	marksa
μαρξ	marx
καλύπτονται	pokriveni
καλύπτονται	pokrivena
καλύπτονται	pokrivene
τσαντ	čad
συντριβή	sudar
συντριβή	pad
ντόναλντ	donald
συμβάλλει	doprinosi
μονάρχες	kraljeva
καραϊβικής	karipsko
καραϊβικής	karipska
καραϊβικής	kariba
εναλλακτικές	alternative
εναλλακτικές	alternativa
ρομπότ	robot
υπεροχή	nadmoć
υπεροχή	dominaciju
πληρεξούσιος	proxy
αξιωματούχος	zvanična
αξιωματούχος	zvaničnik
