το	на
παράλυτος	парализиран
παράλυτος	парализирана
παράλυτος	парализиран
παράλυτος	парализирана
βουλώνη	булон
γινγκ	инг
γινγκ	ин
ανθρωποειδή	хуманоиди
λουκέτο	катинар
χάιλαντ	хайленд
τόμιτς	томич
αντιπερισπασμού	диверсионна
ρίνο	рино
ρίνο	рино
ρίνο	носорог
μινκόφσκι	минковски
φρένο	спирачка
φρένο	спирачката
φρένο	спирачки
καντονά	кантона
χερβούργο	шербург
υπερκινητικότητα	хиперактивност
φηρά	фира
διανέμουν	разпределяне
διανέμουν	разпространение
νεοκλασικισμός	неокласицизъм
μελιτζάνα	патладжан
γκόρσκι	горски
ζεϊνέπ	зейнеп
χερσώνα	херсон
εμπειρογνώμονας	експертно
εμπειρογνώμονας	експерт
μεσημεριανό	обядът
μεσημεριανό	обяд
μεσημεριανό	обед
ηλίθιο	глупава
ηλίθιο	тъпо
ηλίθιο	глупав
ηλίθιο	глупаво
διάπλασης	конформация
ριμέ	риме
μονοσακχαρίτες	монозахариди
μπαράνια	бараня
μπένο	бено
σιράζ	шираз
ενδιαφερόμενα	заинтересовани
ενδιαφερόμενα	заинтересована
ενδιαφερόμενα	заинтригуван
ενδιαφερόμενα	заинтересуван
ενδιαφερόμενα	заинтересован
νέγρο	негър
νέγρο	негро
περήφανοι	горди
περήφανοι	горда
περήφανοι	горд
φερμιόνια	фермиони
βοσχόντ	восход
τραπεζικά	банкиране
τραπεζικά	банкови
χαλαρότητα	разпуснатост
κρούσο	крузо
δεκαεννιά	деветнадесет
συνδεθείτε	включване
συνδεθείτε	вход
συνδεθείτε	влизане
συνδεθείτε	връзка
συνδεθείτε	свързване
συνδεθείτε	свържете
άτακτο	палаво
άτακτο	палави
μόρντρεντ	мордред
μιντ	мийд
μιντ	мийд
συγκράτησης	сдържаност
συγκράτησης	обезопасяване
συμβουλεύεται	консултация
άφοβα	безстрашно
χρονογράφους	хроникьори
κάψουλες	капсули
αδενίνη	аденин
ενοχλητικά	дразнещо
καμινάδα	комин
καμινάδα	комина
πυρόσβεσης	противопожарни
ομοιογενή	хомогенна
ομοιογενή	хомогенна
τρυγικό	винена
μπαρικέλο	барикело
κολιέ	колие
κολιέ	огърлица
κολιέ	огърлици
ταρώ	таро
σεραπίων	серапион
γλουτούς	задника
γλουτούς	дупе
μπιούρεν	бурен
παιδίατρος	педиатър
βιολιστές	цигулари
μπράβος	бияч
ατμόσφαιρες	атмосфери
τιάρα	тиара
τίμπερλεϊκ	тимбърлейк
ντεσιμπέλ	децибела
προσιτές	достъпни
προσιτές	достъпна
πόντι	понти
πεπτίδιο	пептид
τραπ	трап
αυταπάτες	заблуди
αυταπάτες	илюзии
ρομέιν	ромейн
νίκολαους	николаус
πειστικό	убедителна
πειστικό	убедителен
πειστικό	убедителна
πειστικό	убедителни
πειστικό	убедителен
πειστικό	убедително
πειστικό	убеждаване
ολοφάνερο	очевиден
ολοφάνερο	очевидна
μαχαίρωσε	прободен
μαχαίρωσε	намушкан
κλίνσμαν	клинсман
προσλήψεις	наемане
προσλήψεις	набиране
προσλήψεις	назначаване
προσλήψεις	наемане
φεράν	феран
πολύπλοκος	комплекс
πολύπλοκος	комплексно
πολύπλοκος	сложни
πολύπλοκος	сложна
πολύπλοκος	сложен
πολύπλοκος	сложно
πολύπλοκος	сложни
πολύπλοκος	сложна
λεβάντα	лавандула
φράουλας	ягода
φράουλας	ягодов
φράουλας	ягоди
αθεϊσμού	атеизма
επιπόλαια	несериозни
μπλάκγουελ	блекуел
στάτεν	стейтън
αγριογούρουνα	глигани
κομπαγιάσι	кобаяши
φουτούνα	футуна
αφοσιωμένο	посветен
αφοσιωμένο	посветена
αφοσιωμένο	отдадени
αφοσιωμένο	отдадена
κουβάς	кофа
κουβάς	ведро
τουλίπα	лале
ντόλφους	долфус
μαινάδες	менадите
άθικτη	непокътнати
άθικτη	непокътнат
άθικτη	непокътната
άθικτη	непрекъсната
ανόητη	глупаво
ανόητη	глупаво
ντάσγουντ	дашууд
βελ	вел
ορμές	призова
σαϊπάν	сайпан
μεκόνγκ	меконг
δηνάρια	динара
δηνάρια	динар
δηνάρια	динара
γυμνόσπερμα	голосеменни
τηλεφωνήματα	обаждания
τηλεφωνήματα	повиквания
παντα	винаги
ντανστ	дънст
ομαλοποίηση	нормализиране
πραγματικότητες	реалности
φαρμακοποιό	фармацевт
αποστάτη	дезертьор
αποστάτη	ренегат
πολιτισμένο	цивилизовани
πολιτισμένο	цивилизовано
πολιτισμένο	цивилизован
πολιτισμένο	цивилизовани
πολιτισμένο	цивилизовано
πολιτισμένο	цивилизован
σφίγγει	стяга
ύπνωση	хипноза
ύπνωση	хипнозата
ψαλίδια	ножица
ψαλίδια	ножици
λαέρτη	лаерт
νάπιερ	нейпиър
αηδία	гадно
αηδία	бруто
ζήσε	живи
ζήσε	жива
ζήσε	live
ζήσε	жив
ζήσε	живей
σέρφινγκ	сърф
σέρφινγκ	сърф
σωσίας	двойник
ενδεδειγμένη	подходящ
ενδεδειγμένη	подходяща
ενδεδειγμένη	уместно
ενδεδειγμένη	подходящи
ενδεδειγμένη	подходящо
παγωμένος	замразен
παγωμένος	замразени
παγωμένος	замръзнал
παγωμένος	замразена
παγωμένος	замразено
αμυγδαλές	сливиците
εύρηκα	еврика
κορνίλοβ	корнилов
νανόμετρα	нанометра
ρόμπαρντς	робардс
ψευδοεπιστήμη	псевдонаука
γαβριέλλα	габриел
ακροάσεις	прослушвания
ακροάσεις	прослушване
ακροάσεις	изслушвания
σκριάμπιν	скрябин
ντάντολο	дандоло
εξωσκελετό	екзоскелет
πεπόνι	диня
πεπόνι	пъпеш
πεπόνι	пъпеш
υποτύπων	подтипове
λίβυοι	либийци
σκάβει	копае
βασλούι	васлуй
γκρεγκόριο	грегорио
αταουάλπα	атауалпа
χμμ	хмм
πρεμιέρες	премиери
σακούλες	торбички
σακούλες	чанти
σακούλες	торби
λίσα	лиза
λίσα	лиса
τεχνόπολη	технополис
κοροϊδία	подигравки
κοροϊδία	подигравка
μπολάνιο	боланьо
περιοριστικό	ограничителни
περιοριστικό	ограничителна
νευροπάθεια	невропатия
μελαγχολική	меланхолия
κόμπερν	кобърн
πάντι	пади
μάργκο	марго
μάργκο	марго
εξαπατήσει	измамник
εξαπατήσει	мами
εξαπατήσει	измамят
λόρις	лорис
πειράγματα	закачки
πειράγματα	закачка
παραλογισμό	абсурд
συμπληρωματικός	допълващи
γουάιλς	уайлс
μελίσσα	мелиса
λαγωνικό	хрътка
λαγωνικό	хрътката
αρίς	ариш
πολυμεράσης	полимераза
πορτένιο	портеньо
ναβρατίλοβα	навратилова
παράλογα	абсурдни
παράλογα	абсурдно
παράλογα	абсурд
παράλογα	ирационални
ρευματοειδή	ревматоиден
ελαττωματικό	дефектни
ελαττωματικό	дефектен
ελαττωματικό	дефектни
κάρλοβο	карлово
δυστυχισμένη	нещастно
δυστυχισμένη	нещастен
δυστυχισμένη	нещастни
δυστυχισμένη	нещастна
σεντόνι	лист
σεντόνι	листове
σεντόνι	чаршаф
βαρετή	скучно
βαρετή	скука
βαρετή	скучна
βαρετή	скучен
επιδιορθώσεις	ремонти
επιδιορθώσεις	ремонт
επιδιορθώσεις	поправки
εξιδανικευμένη	идеализирана
ίβιτς	ивич
μανούλα	мама
ορμούζ	ормуз
απεχθάνεται	мрази
λέβσκι	левски
φρεσκάδα	свежест
σκάλισμα	дърворезба
ντένι	дени
τεμπέλης	мързелива
τεμπέλης	мързеливи
τεμπέλης	мързелив
τεμπέλης	мързеливо
τεμπέλης	мързел
δικτατορίες	диктатури
ευτρόπιος	евтропий
εισερχόμενη	входящи
εισερχόμενη	входящ
εισερχόμενη	входящо
σφετεριστές	узурпатори
λίντια	лидия
καρόν	карон
ανεπιβεβαίωτες	непотвърдена
αρκούδος	мечок
αρκούδος	беър
αρκούδος	мече
αρκούδος	мечо
αρκούδος	мечка
ορεκτικό	предястие
ορεκτικό	мезе
εξιτήριο	изписан
εξιτήριο	изписана
περιθωριοποίηση	маргинализация
βιασμούς	изнасилвания
εξάρθρωση	дислокация
κιχώτη	кихот
χασάπη	касапин
προσανατολισμούς	насоки
πομπούς	предаватели
πομπούς	излъчватели
ατυχίες	нещастия
γκουίνεθ	гуинет
δωδεκάδα	дузина
δωδεκάδα	дузини
σμάιλι	смайли
σαλαμάνδρες	саламандрите
χάνζο	ханзо
μοσάντ	мосад
ζωολόγοι	зоолози
αράνα	арана
αρωματικούς	ароматни
αρωματικούς	ароматно
μαράια	марая
άτλαντες	атласи
σαπέλ	чапел
αφρός	пяна
ικρίωμα	ешафода
μαγεμένο	омагьосан
μαγεμένο	очарован
κλουβιά	клетки
εκκλησίασμα	паството
εκκλησίασμα	събор
ντρόγκο	дрого
γκραβούρες	гравюри
ασβός	язовец
αρράς	арас
ανεβάζω	качване
ανεβάζω	качвам
δικαιούχους	бенефициенти
δικαιούχους	получатели
έχιδνα	ехидна
πελαργός	щъркел
ελυάρ	елюар
μάτο	мато
ψεύτες	лъжци
μεταξυ	между
εποπτικό	надзорни
φραντσίσκο	франциско
φραντσίσκο	франсиско
τσάκο	чако
στεγανά	водонепроницаеми
ωκεανογραφικό	океанографски
ποζάρει	позира
μεντόζα	мендоса
ανηθικότητα	неморалност
αξιοπρεπής	прилично
αξιοπρεπής	прилична
αξιοπρεπής	приличен
αξιοπρεπής	достойно
βαριέμαι	скучно
βαριέμαι	скука
βαριέμαι	отегчен
απατίτη	апатит
κλειδώθηκε	заключени
κλειδώθηκε	заключено
κλειδώθηκε	заключена
κλειδώθηκε	заключен
διακανονισμού	сетълмент
διακανονισμού	уреждане
διακανονισμού	селище
φιάσκο	фиаско
χουνάν	хунан
αναπόφευκτες	неизбежно
αναπόφευκτες	неизбежна
αναπόφευκτες	неизбежни
αποδεδειγμένο	доказан
αποδεδειγμένο	доказана
αποδεδειγμένο	доказано
αποδεδειγμένο	доказани
σφουγγάρι	гъбата
σφουγγάρι	гъба
συσσωρευτές	акумулатори
συσσωρευτές	акумулатори
συσσωρευτές	батерии
συσσωρευτές	батериите
μπρέι	брей
γκρόζνι	грозни
μαντά	манда
απόρθητο	непревземаема
παπέν	папен
μποβέ	бове
επείγοντα	спешно
φίνεϊ	фини
χρένο	хрян
καμίνσκι	камински
ιβάνα	ивана
χορκχάιμερ	хоркхаймер
φαμπρίτσιο	фабрицио
αδειάζει	изпразва
πάτσα	пача
κοτονού	котону
γκράντ	субсидия
γκράντ	грант
εσκούδο	ескудо
δομιτιανός	домициан
αρχίλοχος	архилох
ρόις	ройс
φούστες	поли
φούστες	полите
ροζαλία	росалия
γκόσλινγκ	гослинг
υπεροψία	арогантност
αλεξίπτωτα	парашути
μετρούμενη	измерени
μετρούμενη	измерено
μετρούμενη	измерен
μετρούμενη	измерена
κρίστο	кристо
κρίστο	кристо
παρακέντηση	пункция
παρακέντηση	прободни
σατριάνι	сатриани
ικανοποιημένη	доволен
ικανοποιημένη	удовлетворен
ικανοποιημένη	удовлетворена
ικανοποιημένη	доволни
δικαιούχοι	бенефициенти
δικαιούχοι	получатели
δικαιούχοι	получатели
λύντια	лидия
αγνωστικιστής	агностик
αγενή	грубо
αγενή	груби
αγενή	груб
αγενή	груба
αγενή	грубост
σίτερ	гледачка
αρίκα	арика
θυέστη	тиест
ευχάριστος	приятни
ευχάριστος	приятна
ψυχοπαθολογία	психопатология
μορικόνε	мориконе
αγγούρι	краставица
αγγούρι	краставици
οράτιο	хорацио
οράτιο	хорацио
βεβαιώσεις	сертификати
βεβαιώσεις	сертификатите
βεβαιώσεις	удостоверения
ρέιγκαν	рейгън
μπάστερ	бъстър
μακροζωία	дълголетие
δασοκομία	горски
ύβρις	високомерие
ζανό	жано
γκόντορ	гондор
τζερόνιμο	джеронимо
λιβάνι	тамян
σολίς	солис
καπρίτσιο	прищявка
καπρίτσιο	каприз
ράμπα	рампата
ράμπα	рампа
χοκάιντο	хокайдо
ταρίκ	тарик
ταρίκ	тарик
φυσικοχημικές	физикохимични
πουντζάμπ	пенджаб
ράντολφ	рандолф
γουάνγκ	уанг
γουάνγκ	уан
ομοφοβία	хомофобията
φαρσί	фарси
κόκορα	петел
λουθηρανοί	лутерани
λογιστή	счетоводител
μπαλάκι	топка
μπαλάκι	бал
μπαλάκι	бол
προτρέποντας	призовавайки
οβελίξ	обеликс
μυστικιστικό	мистично
ενστικτωδώς	инстинктивно
κρεμασμένος	обесен
κρεμασμένος	обесени
ροστάν	ростан
μπριλ	брил
κοτζά	коча
σενναχειρείμ	сенахериб
κράμνικ	крамник
κουμράν	кумран
έλροντ	елронд
σταθεροποιητές	стабилизатори
σταθεροποιητές	стабилизатори
αναίσθητο	безсъзнание
σκιέρ	скиори
σκιέρ	скиор
μεμόριαλ	мемориал
πνευματισμός	спиритуализъм
τσόι	чой
μποτβίνικ	ботвиник
κρούγια	круя
κουτάλια	лъжички
κουτάλια	лъжици
αδιάλειπτη	безпроблемно
βοήθησα	помогнал
κρου	крю
τοσκανίνι	тосканини
βαρεθεί	скучно
βαρεθεί	скука
βαρεθεί	отегчен
ανήλικους	непълнолетни
ανήλικους	малолетни
αντριάνα	адриана
αντριάνα	адриана
καντές	кадеш
μνηστήρα	кандидат
τοντόρ	тодор
ανεξέλεγκτο	неконтролируем
γαστρικό	стомашна
σαρλίν	шарлийн
ανθρακωρύχοι	миньори
ανθρακωρύχοι	миньорите
κουρέλια	дрипи
κουρέλια	парцали
συνήθειο	навик
λιανική	дребно
εμινέσκου	еминеску
ντελμπρούκ	делбрюк
ταξίμ	таксим
σημειολογία	семиотика
κορτικοστεροειδών	кортикостероиди
υπονόμους	канализация
υπονόμους	канализацията
πάντσο	панчо
διευκρινίσω	поясни
διευκρινίσω	изясни
γουόλμπεργκ	уолбърг
δεκάτη	десятък
κορεάτικα	корейски
χρηματοδοτήσεις	финансиране
μιναμότο	минамото
μπούμερανγκ	бумеранг
ζεύξη	съединителната
ρενάτα	рената
αειφόρος	устойчиви
αειφόρος	устойчива
αειφόρος	устойчиво
αειφόρος	устойчив
καϊάφα	каяфа
ντέρι	дери
δοξυκυκλίνη	доксициклин
απαρτία	кворум
πομπαντούρ	помпадур
ενθουσιασμένοι	развълнувани
ενθουσιασμένοι	възбуден
ενθουσιασμένοι	развълнувана
ενθουσιασμένοι	развълнуван
ντάγκαν	дъган
χάσαμε	изгубено
χάσαμε	изгубени
χάσαμε	изгубена
χάσαμε	загубен
χάσαμε	загуби
χάσαμε	изгубен
πολύποδες	полипи
συρίγγιο	фистула
ατίμωση	безчестие
γιόκο	йоко
σίντιους	сидиъс
απογοητεύσεις	несполуки
απογοητεύσεις	разочарования
τάκος	тако
τάκος	тако
αγρυπνία	бдение
ελαττωματική	дефектни
ελαττωματική	дефектен
σορίν	сорин
τόμπιν	тобин
διεφθαρμένος	корумпирана
διεφθαρμένος	корумпирано
διεφθαρμένος	корумпирани
διεφθαρμένος	корумпиран
προθεσμίες	срокове
υπνοδωμάτια	спалните
υπνοδωμάτια	спални
ακρυλικά	акрил
μάκα	мака
αμαρτωλοί	грешниците
αμαρτωλοί	грешните
αμαρτωλοί	грешници
υδραυλικός	водопроводчик
υδραυλικός	хидравлични
βάρδος	бард
χυτήρια	леярни
καταζητείται	издирван
καταζητείται	търсен
τουράν	туран
αεροδυναμικές	аеродинамични
περικυκλωμένος	обкръжени
περικυκλωμένος	обкръжен
περικυκλωμένος	обграден
περικυκλωμένος	обградени
περικυκλωμένος	заобиколен
γειτόνισσα	съсед
γειτόνισσα	съседка
γειτόνισσα	съсед
γειτόνισσα	съседка
αράπης	черньо
αράπης	негър
αράπης	негър
αράπης	негро
εγγυήσεων	гаранции
κουτάισι	кутаиси
παραδεκτή	допустимо
εντόσθια	вътрешности
ευγλωττία	красноречие
φρου	фру
διερευνητική	проучвателни
τζοάννα	джоана
τζοάννα	йоана
τζοάννα	джоана
τζοάννα	йоана
καβγάδες	боеве
καβγάδες	сбивания
καβγάδες	битки
αυτολεξεί	дословно
μεταμοσχεύσεις	трансплантации
χοκ	хоук
χοκ	ястреб
καμινάδες	комини
κρύπτες	гробници
τάρρακο	colonia
ανεμόμυλους	мелници
αηδόνια	славеи
κοντρέρας	контрерас
συνδυασμένης	комбинирана
συνδυασμένης	комбинирано
συνδυασμένης	комбинирани
συνδυασμένης	комбиниран
μονκ	монах
μονκ	монк
κολτ	колт
νονά	кръстница
ορχιδέα	орхидея
ορχιδέα	орхидеи
κάρολιν	каролин
κάρολιν	каролайн
κάρολιν	керълайн
κάρολιν	карълайн
κάρολιν	каролин
τριχωτό	космати
τριχωτό	космат
τριχωτό	космати
σάτυροι	сатири
βαθμονόμηση	калибриране
χέιβεν	хейвън
ασυνέπεια	несъответствие
στέβια	стевия
ψαλτήρι	псалтир
κυνικό	циничен
κυνικό	цинично
ίρμα	ирма
χονδρικής	едро
γύπα	лешояд
κροτόνε	кротоне
γραμματα	буквите
γραμματα	букви
γραμματα	писма
τραβόλτα	траволта
ράντοσλαβ	радослав
τριγλυκερίδια	триглицериди
γκις	гиш
αναστήσει	възкреси
οζίδια	възли
σουρεαλιστικό	нереално
προλεταριακή	пролетарски
σικελός	сицилиански
τριμερής	тристранната
σαντούρι	цитра
οινοπνευματώδη	духовете
οινοπνευματώδη	духове
αμαξοστοιχίες	влакове
αμαξοστοιχίες	влаковете
ανησυχητικό	тревожна
ανησυχητικό	тревожни
ανησυχητικό	тревожно
ανησυχητικό	обезпокоително
ανησυχητικό	тревожна
ανησυχητικό	тревожна
ανησυχητικό	тревожни
ανησυχητικό	тревожно
ανησυχητικό	притеснително
ανησυχητικό	обезпокоително
ανησυχητικό	тревожно
ανησυχητικό	смущаващо
δασμοί	мита
δασμοί	задължения
οστάνδη	остенде
δαα	aia
διανυκτέρευση	преспиване
κόστνερ	костнър
έριν	ерин
αρωματοποιία	парфюмерия
λώρα	лора
λώρα	лаура
ευλογημένη	благословено
ευλογημένη	благословен
ευλογημένη	благословена
ευλογημένη	благословени
χοληστερίνη	холестерол
χοληστερίνη	холестерола
τουργκένιεφ	тургенев
αναθ	rev
αναθ	рев
καυγάς	борба
καυγάς	битка
καυγάς	бой
οβιδοβόλο	гаубица
ινφάντε	инфанте
γραβάτα	равенство
γραβάτα	вратовръзка
γραβάτα	вратовръзка
διακοσμητής	декоратор
αρετούσα	аретуза
πικαρδίας	пикардия
γλύκα	сладур
γλύκα	сладост
ηλικιωμένα	възрастни
μπρας	брас
κόνελ	конъл
εγωιστής	егоизъм
εγωιστής	егоист
εγωιστής	егоистично
ντενέβ	деньов
καρότο	морков
καρότο	моркови
εκλεπτυσμένο	рафинирани
αντικρούει	противоречи
οσφυϊκή	лумбална
βιντάλ	видал
περάτωση	довършване
περάτωση	приключване
περάτωση	завършване
περάτωση	прекратяване
κρίνα	лилии
τυχερή	лъки
τυχερή	късметлия
καταλύουν	катализират
μιτοχονδριακό	митохондриална
δειναρικές	динарските
τόμασον	томасън
σδ	ics
τζένινγκς	дженингс
μεξικάνικο	мексиканска
μεξικάνικο	мексиканец
μεξικάνικο	мексикански
μεξικάνικο	мексиканско
σπάιντερμαν	спайдърмен
άλμπεριχ	алберих
μετρα	мерките
μετρα	мерки
σαρωτή	скенер
γιουτλάνδη	ютланд
τόμμυ	томи
ντόνελ	донъл
νατουραλισμός	натурализъм
ημίθεος	полубог
γιοστ	йост
βελάσκο	веласко
ιστολογική	хистологично
ανυπομονησία	нетърпение
κοντα	близко
κοντα	близо
αδέσποτα	бездомни
αδέσποτα	бездомно
μανάους	манаус
συνετή	благоразумно
τυπικότητα	формалност
μακάκος	макак
λέβιν	левин
εκροές	изходящи
εκροές	изходи
μανού	ману
τζέιμσον	джеймсън
τζέιμσον	джеймисън
συνδρομητής	абоната
κίλερ	кийлър
ράμφη	човки
μηνιαίως	месечна
μηνιαίως	месечно
μηνιαίως	месечни
μηνιαίως	месечен
βάλσαμο	балсам
αμυγδάλου	бадемово
αμυγδάλου	бадеми
τραμπ	коз
τραμπ	тръмп
κλεμμένο	откраднат
κλεμμένο	открадната
κλεμμένο	крадени
κλεμμένο	откраднати
κλεμμένο	откраднато
πολυετείς	целогодишен
κρεατινίνης	креатинин
φωσφορυλίωση	фосфорилиране
ταύρους	биковете
ταύρους	бикове
σόσα	соса
αλκατράζ	алкатраз
κακοήθεια	злокачествено
μουτζαχεντίν	муджахидини
μακέι	маккей
αιμοπετάλια	тромбоцитите
αιμοπετάλια	тромбоцити
υδρα	хидра
μορέτι	морети
τρανσέξουαλ	транссексуални
σικ	сик
σικ	шик
στάζι	щази
ποιμενική	пасторална
τίλμαν	тилман
τίλμαν	тилман
ασράφ	ашраф
βραδινό	вечерята
βραδινό	вечеря
γκάρντινερ	гарднър
γκάρντινερ	гардинър
εξηγήθηκε	обяснено
χρυσο	златен
χρυσο	златни
χρυσο	златно
χρυσο	златна
χρυσο	злато
κλος	клос
φιλοξενούμενοι	гостите
φιλοξενούμενοι	гости
μόρντορ	мордор
κουδούνι	звънец
κουδούνι	бел
κουδούνι	камбана
κουδούνι	звънче
κουδούνι	звънец
υπόστεγα	хангари
αόρατοι	невидими
αόρατοι	невидимо
αόρατοι	невидим
αόρατοι	невидима
σεμίραμις	семирамида
χαζό	тъп
χαζό	тъпо
χαζό	тъпи
χαζό	ням
επικερδής	печеливши
επικερδής	печеливша
επικερδής	доходно
συστροφή	усукване
σαλίμ	салим
λορέτα	лорета
μπλουμφοντέιν	блумфонтейн
γούπι	упи
άροτρο	оре
άροτρο	плуг
κόλουρο	непълната
φαινυλο	фенил
ντούκου	дуку
περόνη	фибулата
σουάνσον	суонсън
υπονομεύσει	подкопава
υπονομεύσει	подкопае
σχεση	връзка
σχεση	взаимоотношения
σχεση	отношения
κουίντιτς	куидич
μουλάρι	муле
πνίγει	дави
μάνκο	манко
ντέμπρα	дебра
αναλύσουμε	анализиране
ψηλοί	висок
ψηλοί	висока
ψηλοί	високи
μάλκοβιτς	малкович
οριστικές	окончателни
οριστικές	окончателно
διαδικαστικά	процедурни
κλοντέτ	клодет
συγκεντρωμένος	фокусиран
συγκεντρωμένος	фокусирана
συγκεντρωμένος	съсредоточен
συγκεντρωμένος	съсредоточена
διαστρωμάτωσης	стратификация
κράλοβε	кралове
κόνδυλοι	грудки
ταΐζει	храни
μαχαιριά	прободни
όρκες	косатки
εμετός	повръщане
εμετός	повръщане
ξεχνά	забравя
τίμπετς	тибетс
ρίβερς	реки
ρίβερς	реките
ρίβερς	ривърс
άτιτλο	неозаглавен
λάρρυ	лари
καλάσνικοφ	калашников
μαροκινοί	мароканците
σχεδιαγράμματα	чертежи
αμαξοστοιχίας	влака
αμαξοστοιχίας	влакът
αμαξοστοιχίας	влак
επικρίνουν	критикуват
παρεχόμενες	предоставено
παρεχόμενες	предоставен
παρεχόμενες	предоставени
παρεχόμενες	осигурени
παρεχόμενες	предоставена
αγανακτισμένοι	възмутен
νίνιο	ниньо
επαγρύπνηση	бдителност
μπικίνι	бикини
μπικίνι	бикини
ρόμπεν	робен
πνιγμός	удавяне
πνιγμός	дави
σουβλάκι	кебап
διαφώτιση	просветление
γκρίνγουντ	грийнууд
μοντέρο	монтеро
όργια	оргия
όργια	оргии
έστερ	естер
εποικοδομητικό	конструктивно
εποικοδομητικό	конструктивен
εποικοδομητικό	конструктивна
εποικοδομητικό	конструктивни
γκιμάρ	гимар
καλεβάλα	калевала
ντέιβιντσον	дейвидсън
αφθονεί	изобилства
συνταγματικότητα	конституционността
βαμμένη	боядисани
βαμμένη	нарисуван
βαμμένη	нарисувана
βαμμένη	нарисувал
βαμμένη	боядисана
γκλάντις	гладис
χωρα	държава
χωρα	страна
σίσσυ	сиси
σίσσυ	сиси
σίσσυ	сиси
χιρς	хърш
παίξουμε	играе
παίξουμε	играй
παίξουμε	свири
παίξουμε	игра
διορθώνοντας	изправяне
λέιλα	лейла
λέιλα	лейла
λέιλα	лейла
ενθουσιασμένη	развълнувани
ενθουσιασμένη	възбуден
ενθουσιασμένη	развълнувана
ενθουσιασμένη	развълнуван
γουίλκινς	уилкинс
οξύμωρο	оксиморон
διαταραγμένη	нарушен
διαταραγμένη	обезпокоен
διαταραγμένη	нарушено
σερενγκέτι	серенгети
σοριάνο	сориано
ζερεμί	жереми
ορθοπεδικό	ортопедични
δελεάσει	примами
διηλεκτρικό	диелектрик
λενινιστική	ленинска
πορτοφόλι	портфейл
πορτοφόλι	портмоне
πορτοφόλι	портфейла
μπάρας	барас
αντιστάθμιση	компенсация
αντιστάθμιση	компенсиране
αντιστάθμιση	обезщетение
αντιστάθμιση	компенсации
αντιστάθμιση	компенсиране
αντιστάθμιση	компенсира
βαλέριο	валерио
ιδια	същият
ιδια	същата
ιδια	същото
βορικό	борна
ετε	еиб
συνταξιούχους	пенсионери
συνταξιούχους	пенсионерите
αβάσιμη	неоснователни
αβάσιμη	необосновано
αβάσιμη	неоснователни
αβάσιμη	неоснователно
μάγκα	пич
μάγκα	пича
κύλισης	ролинг
κύλισης	търкаляне
χαμντί	хамди
εκδοθέν	издадена
εκδοθέν	издаден
εκδοθέν	емитирани
εκδοθέν	издадени
εκδοθέν	издадено
κλαφ	клъф
λίμπερμαν	либерман
κουτάβι	кученце
κουτάβι	кутре
άλμπους	албус
ισημεριών	равноденствията
αραίωσης	разреждане
κανάτα	кана
ψημένα	варени
ψημένα	печен
ψημένα	печени
ψημένα	изпечен
ψημένα	печена
ψημένα	препечени
ψημένα	препечен
γκόνταρντ	годард
άιβς	айвс
αποστάτης	дезертьор
αποστάτης	ренегат
αρειανισμός	арианство
εφευρετικότητα	изобретателност
μότου	моту
σκοινιά	въжетата
σκοινιά	въжета
μπασκορτοστάν	башкирия
αμάρ	амар
πρωην	бивши
πρωην	бивш
πρωην	бивша
θαμμένο	погребан
θαμμένο	погребана
θαμμένο	заровени
θαμμένο	погребани
θαμμένο	заровено
τερέζ	терез
κοροϊδεύει	подигравка
ύπουλα	подъл
ύπουλα	подли
ύπουλα	подло
ναταλί	натали
λιβίλλα	ливила
παρακολούθησα	наблюдаван
παρακολούθησα	наблюдавани
παρακολούθησα	гледах
χάιμ	хайм
ατα	ата
σνόουντεν	сноудън
εμπνεύσεις	вдъхновения
ναντού	нанду
ζουμ	увеличаване
ζουμ	увеличение
σίσκο	сиско
σίσκο	сиско
ψυχεδελικό	психеделични
καταστροφέας	унищожител
καταστροφέας	разрушител
βασανισμό	мъчение
βασανισμό	мъчения
βασανισμό	изтезания
βασανισμό	измъчване
βασανισμό	изтезание
καθολικότητα	универсалност
δερματίτιδα	дерматит
περιτονίτιδα	перитонит
μπριατόρε	бриаторе
δυσδιάκριτα	неясно
δυσδιάκριτα	неясен
ώμος	рамото
ώμος	рамо
ρυτίδες	бръчки
τράβηγμα	дърпа
γκρόουβ	гроув
γκρόουβ	горичка
πέιτον	пейтън
πέιτον	пейтън
αναξιόπιστος	ненадежден
αναξιόπιστος	ненадеждни
αναξιόπιστος	неблагонадежден
δυναμώνει	укрепва
δυναμώνει	засилва
κρυπτανάλυση	криптоанализ
δηλητηριασμένο	отровен
δηλητηριασμένο	отровена
τελαμώνα	теламон
θελει	иска
χάσκοβο	хасково
γουόλτον	уолтън
ασιούτ	асют
εστέλ	естел
μαρίτα	марита
μαλάλα	малала
αδρεναλίνη	адреналин
αδρεναλίνη	адреналина
κούτσουρο	дневник
κούτσουρο	лог
κούτσουρο	дънер
ντόντο	додо
λεβίν	левин
πίτσου	пикчу
μαϊντανό	магданоз
ελευθεροτεκτονισμού	масонството
ζύγιση	претегляне
φλόριδα	флорида
καβάδης	кобад
ρουμπίνι	руби
ντουκ	херцог
ντουκ	дук
ντουκ	дюк
ράτκο	ратко
περιπλοκές	усложнения
αδενοσίνη	аденозин
έιμς	еймс
καρβιδίου	карбид
παλι	отново
