年	рік
韻律	рима
韻律	ритм
肉桂	кориця
光環	аура
光環	halo
洗錢	відмивання
好奇心	цікавість
三位一體	трійця
三位一體	трійці
三位一體	трініті
腹瀉	діарея
語錄	цитати
擴增	поліморфізм
寡婦	вдова
寡婦	вдови
侵擾	зараженням
放牧	пасуться
放牧	пасовищах
退伍軍人	ветеранам
退伍軍人	ветерани
退伍軍人	ветеранів
梅毒	сифіліс
準確度	точність
笨拙	незграбна
孤單	самотнім
孤單	самотня
孤單	самотні
孤單	самотньо
藥房	аптека
藥房	аптеку
紙牌	карт
紙牌	карти
紙牌	карток
紙牌	картки
紙牌	картка
紙牌	картку
野性	дикі
野性	дикий
野性	wild
野性	диких
突破性	прорив
突破性	новаторською
帶頭	лід
帶頭	свинець
帶頭	ведучий
帶頭	ліда
酋長國	емірат
酋長國	еміратів
嚴峻	похмурі
撻	тар
撻	повія
裁員	звільнення
膠囊	коробочка
膠囊	капсули
崇敬	матеріалу
防腐	бальзамування
能見度	видимість
耐用	довговічність
虛弱	слабка
虛弱	слабкий
暴亂	охоплені
暴亂	бунт
暴亂	повстання
痊癒	вистачить
痊癒	зажила
名片	картка
名片	картку
下雪	сніг
下雪	сніг
更重	єгора
倫理學	етика
偷竊	крадіжка
偷竊	крадіжки
偷竊	крадіжка
電光	блискавка
滾動	прокручування
花瓶	ваз
花瓶	ваза
首飾	прикрасами
首飾	прикраси
首飾	прикрас
首飾	прикраси
已達到	досягнуто
已達到	досягли
已達到	досягнув
已達到	досягла
種族隔離	апартеїд
大寫	кінчики
大寫	кубків
不透明	непрозорі
願景	видіння
願景	видіння
願景	зір
願景	vision
願景	бачення
羔羊	ягня
羔羊	ягнят
天亮	світанок
天亮	світанку
切片	шматок
切片	зрізу
切片	шматочки
項鍊	намисто
肝炎	гепатит
藍寶石	сапфір
廢料	брухт
清音	глухий
友邦	ая
準確性	точність
等值	еквівалентності
豐收	жнива
豐收	урожай
豐收	врожай
飛艇	дирижабль
秤	машинок
燒死	спалити
燒死	записати
燒死	burn
匯豐	hsbc
香氣	пахощі
香氣	ароматом
樹幹	плавки
樹幹	багажник
樹幹	колода
燭光	свічки
副詞	прислівники
粉色	рожева
粉色	рожевий
菲菲	фі
慢慢地	повільно
楔形	клин
白菜	капуста
名望	славу
名望	слави
靜電	електростатичний
靜電	статичні
沮喪	депресія
聽力	слух
寄生蟲	паразит
寄生蟲	паразитів
扭矩	момент
撕	сльозогінний
撕	цінують
銫	цезій
播音員	коментатор
播音員	диктор
嗶	гудок
開明	освічений
出貨	shipping
出貨	доставки
帥哥	красунчик
帥哥	гарний
帆布	полотно
帆布	полотна
鬍鬚	вуса
鬍鬚	вуса
鬍鬚	борода
耶魯	єль
失調	розлад
失調	захворювання
希伯來文	єврейська
希伯來文	іврит
轉送	відволікти
轉送	пересилання
木工	деревообробка
木工	карпентер
丟棄	відхилити
丟棄	скасувати
丟棄	відкинути
收成	жнива
收成	урожай
收成	врожай
庫存	акціями
庫存	накопичує
庫存	запас
庫存	акція
庫存	капітал
烏龜	черепашка
烏龜	черепаха
烏龜	черепашки
烏龜	черепахи
烏龜	черепаха
烏龜	черепахи
零食	страву
電工	електромонтер
內幕	insider
利多	лідо
出缺	вакансія
出缺	вакансії
體溫	температура
駝背	горбань
駝背	горбатий
浴場	терми
浴場	бані
皺	зморшки
主席團	бюро
鈹	берилій
受雇	найняв
經度	довгота
希爾頓	hilton
期望值	очікувань
期望值	сподівання
舞動	танці
研磨	фрезерування
投標	заявка
投標	заявки
投標	тендер
投標	ніжна
鴿子	горлиця
鴿子	голуби
鴿子	голубів
鴿子	голуба
鴿子	голуб
水潭	калюжі
溶解度	розчинність
圖騰	тотем
鮭魚	лосось
驢	осел
禮品	дарунки
禮品	подарунки
禮品	подарунку
禮品	подарунок
團聚	зібраннях
迷霧	туман
迷霧	туманний
迷霧	туман
嘿	агов
嘿	привіт
嘿	здоров
乙炔	ацетилен
減肥	дієта
麵條	локшина
麵條	локшина
糞便	радше
糞便	гімні
糞便	сміттєві
冬眠	заморозки
行蹤	місцезнаходження
格式化	форматування
格式化	формат
格式化	форматування
禿鷹	гриф
象徵性	символічне
象徵性	символічні
象徵性	символічних
流產	викидень
流產	аборт
明示	express
明示	експрес
明示	відверті
明示	явні
毅力	наполегливість
毅力	волі
鏡片	лінзи
鏡片	лан
鏡片	лінзи
鏡片	лінз
布爾什維克	більшовики
布爾什維克	більшовик
野豬	кабан
芭比	барбі
氡	радон
戲劇性	драматичного
鯷	анчоус
從屬	підпорядкувати
精准	точність
打包	пакування
打包	зграя
打包	пачку
電量	батареї
電量	акумулятор
電量	акумулятори
電量	батарея
配額	квоти
配額	квоти
配額	надійніше
拖車	трейлер
私刑	негрів
大壩	гребля
畫師	маляр
畫師	вазописець
畫師	художник
教書	вчить
教書	навчальні
教書	навчати
教書	викладати
週期性	періодичність
廢棄物	уламки
廢棄物	відходи
廢棄物	переводити
表哥	кузен
過剩	надлишок
朽木	рукіа
巴哈馬	багами
停機坪	фартух
問責	фінансової
鈷	кобальт
馬蹄	підкова
正弦	синус
打獵	полювання
七七	сім
七七	сімка
喉嚨	горло
鄰接	сусіднього
鄰接	сусідню
管子	трубу
管子	труба
管子	люльку
管子	каналом
管子	труби
管子	труба
籌碼	чіпси
籌碼	фішки
籌碼	важіль
軍械	ordnance
外籍人士	іноземців
外籍人士	іноземці
美洲豹	jaguar
悔改	покаяння
悔改	каяття
悔改	задушити
收斂	збіжність
力矩	момент
制冷	охолодження
華氏	фаренгейт
號角	ріг
號角	горн
及早	рання
及早	рано
及早	раннє
及早	ранній
標點符號	пунктуація
瘧疾	малярія
重印	reprinted
昏倒	непритомність
昏倒	слабкого
淤泥	мул
烈酒	лікер
拷貝	копії
拷貝	копій
拷貝	копіює
積累	здобути
積累	накопичення
積累	збільшуючи
日曆	календар
日曆	календарі
諾言	обіцянок
諾言	обіцянки
枯竭	покриті
跳棋	шашки
辱罵	образливий
啞	тупі
啞	тупа
啞	нерозумно
啞	вимкнути
啞	звук
啞	німі
小美	мей
平局	краватка
平局	краватку
公民權	громадянство
風化	вивітрювання
畫報	ілюстрована
加茂	камо
洄游	міграцій
暗影	тіней
暗影	морок
暗影	shadow
暗影	тінь
泥炭	торф
真誠	щиро
真誠	щиро
真誠	щира
真誠	щирість
爆炸性	вибуховий
背心	жилет
處方	рецепт
信封	конвертів
信封	конверт
信封	конверти
鼓掌	оплески
課本	підручник
課本	присвячена
課本	посібник
編隊	формування
編隊	зборі
編隊	утворення
繼承權	успадкування
鹼性	лужний
逃犯	втікач
逃犯	втікачі
箴言	девіз
貶值	девальвація
貶值	амортизація
白喉	дифтерія
天際	skyline
打撈	залишкова
需求量	попит
需求量	вимагаю
萬花筒	калейдоскоп
並存	співіснувати
額頭	чоло
額頭	лоб
關聯性	відповідність
關聯性	кореляції
危險性	небезпечні
危險性	небезпечна
危險性	небезпечний
危險性	небезпечно
危險性	небезпека
危險性	небезпеки
危險性	небезпеці
正義感	праведність
問卷	анкета
紋理	текстур
紋理	текстури
紋理	текстура
紋理	текстури
雜交	гібридна
錒	актиній
獵豹	гепард
獵豹	барс
棧	стек
造林	залісення
穿孔	пірсинг
苦難	страждання
苦難	misery
鉛筆	олівець
鉛筆	олівці
繼任者	наступником
暴躁	роздратований
句法	синтаксис
句法	синтаксису
監護	затриманий
潮水	приплив
行賄	хабарництво
行賄	хабар
資產階級	буржуазія
資產階級	буржуа
靈性	духовність
靈性	духовні
提煉	рафінування
比薩	піца
霍亂	холера
蜜月	медового
笨重	транспортування
幀	кадри
幀	блоки
幀	рамки
幀	блок
幀	кадр
幀	рамка
管轄權	компетенції
最大限度	максимальний
最大限度	максимальне
最大限度	максимальна
最大限度	максимум
蘿蔔	редька
蘿蔔	капусти
蘿蔔	совка
幻想曲	фантазію
幻想曲	фантазія
幻想曲	фантазії
利尿	діуретики
戰史	senshi
麥子	пшениці
麥子	житом
盛開	цвіте
盛開	блум
盛開	розквіт
阿公	гун
引號	цитати
引號	лапки
績效	ефективність
績效	виступ
繩索	мотузку
繩索	нитка
繩索	мотузка
繩索	мотузки
平庸	принцип
春菜	аруна
小腿	малеча
小腿	теля
小腿	дитинча
溜冰	катання
溜冰	скейт
主食	скоби
系數	коефіцієнт
系數	коефіцієнти
忍耐	терпіння
樓下	внизу
樓下	додолу
衛兵	гвардійська
衛兵	охорона
衛兵	охоронці
衛兵	охорони
衛兵	охорона
衛兵	гвардія
冷落	обрізаний
姪女	племінниця
姪女	племінниці
擺動	swing
自治領	dominion
獼猴	macaca
獼猴	макака
羅盤	компас
泡菜	огірок
風箏	шуліка
交響樂	симфонічний
交響樂	симфонічний
交響樂	симфонія
木炭	крейдою
阿爾及爾	алжиру
阿爾及爾	алжир
祭壇	вівтар
祭壇	сесії
生態學	екологія
分水嶺	ділення
分水嶺	поділити
分水嶺	вододіл
天安門	тяньаньмень
證詞	свідчення
證詞	показання
清晰度	ясність
藥劑	аптека
藥劑	аптеку
熟人	знайомі
熟人	знайомих
熟人	знайомі
鐳射	лазер
鐳射	лазерів
頭巾	хустка
家教	жестів
腳趾	пальчики
腳趾	металевим
跳蚤	блоха
濕潤	вологе
濕潤	волога
濕潤	вологого
客艙	будиночок
客艙	хижі
客艙	салоні
領航員	навігатор
停職	підвіска
停職	призупинення
僵持	пат
喀斯特	карст
帳篷	намети
帳篷	наметі
帳篷	намет
曬	tan
曬	тан
曬	тань
監護人	опікун
監護人	вартові
賣淫	проституція
皮鞋	кросівки
皮鞋	взуття
皮鞋	туфлі
軟弱	слабкість
軟弱	слабкості
軟弱	слабка
軟弱	слабкий
衰減	послаблення
衰減	розкладається
衰減	розпаду
誘發	наведена
賞金	винагороду
賞金	нагорода
橡木	дуб
承載	несуть
承載	несе
承載	везти
離異	розлучена
遞減	дрібними
遞減	низом
遞減	зменшується
遞減	зменшення
遞減	скорочуються
鞭打	збитих
飛利浦	philips
脊柱	хребет
亞丁	aden
正確性	коректність
正確性	правильність
內臟	гут
務農	землеробства
心境	настрій
有福	блаженні
有福	благословив
有福	милостивий
有福	blessed
船體	галл
洩露	спецпідрозділів
唾液	слина
唾液	коса
樹葉	листочки
樹葉	листя
獎賞	винагороду
獎賞	нагорода
獎賞	премія
稻草人	опудало
袖珍	кишені
袖珍	кишеня
霸道	боссі
奢華	розкішний
奢華	розкішні
奢華	розкіш
奢華	luxury
奢華	люкс
煮熟	приготував
煮熟	приготували
煮熟	готувала
喚起	зацікавиться
解碼器	декодування
昇華	сублімація
花店	флорист
浮力	плавучість
比比	бібі
脾氣	вдача
貪婪	жадібно
貪婪	жадібність
貪婪	жага
猜猜	guess
猜猜	вгадати
樟腦	камфора
先令	шилінг
阿叔	дядько
阿叔	дядечко
阿叔	дядя
臼齒	молярна
燒傷	опіки
燒傷	горить
燒傷	спалити
燒傷	записати
燒傷	burn
醜陋	страшні
果糖	фруктоза
鎢	розжарювання
鉗	щипці
毒物	отрути
毒物	отруту
毒物	отрута
菜刀	вертольотів
相簿	альбому
相簿	альбом
相簿	альбомів
相簿	альбоми
農耕	землеробства
旅店	гуртожитку
咀嚼	жувати
牧羊人	вівчарка
牧羊人	пастир
困苦	користь
懺悔	сповідь
懺悔	зізнання
懺悔	сповідь
懺悔	визнання
懺悔	задушити
濕度	вологість
偵訊	допит
面罩	маску
面罩	маска
面罩	масками
面罩	маски
面罩	масок
面罩	масках
走道	проході
迷戀	обсесивно
迷戀	одержимий
賭城	вегасі
賭城	вегас
宏都拉斯	гондурасу
准予	розуміється
問候	вітання
問候	привітання
油輪	танкер
油輪	танкера
繩子	мотузку
繩子	нитка
繩子	мотузка
繩子	мотузки
山崩	впевнену
北極星	polaris
北極星	полярна
探視	візитації
牢房	клітинка
牢房	комірки
牢房	комірку
牢房	клітини
牢房	комірка
孿生	близнюк
自尊	гордість
字彙	словник
字彙	словника
棘手	хитрі
強暴	зґвалтування
適度	скромним
飾品	аксесуари
飾品	прикрасами
繼父	вітчим
平權	підтверджую
圓錐	конічна
圓錐	шишок
凸起	обшивка
觸角	вусики
觸角	вусиками
間隙	розрив
克什米爾	kashmir
潔淨	прибирання
喀布爾	кабул
警棍	жезл
盛宴	свято
盛宴	бенкет
長輩	старший
長輩	старша
異國	exotic
異國	екзотичні
每季	quarterly
快門	затвор
鍺	германій
觸手	вусики
宜家	ikea
瓶頸	горла
神化	апофеоз
銥	іридій
投機	спекуляції
投機	speculative
梯子	драбини
梯子	драбина
填滿	заповнення
填滿	заповнювати
填滿	заповнити
西洋棋	шахи
持續性	неперервність
觸及	торкнеться
觸及	торкається
觸及	туш
觸及	охоплення
觸及	відчували
審定	перевірка
升值	любителів
內線	insider
音調	тонус
音調	тон
音調	тоне
拳頭	кулаки
拳頭	кулаками
拳頭	кулак
外衣	пальто
香腸	сосиски
香腸	ковбаса
學人	історик
學人	вченим
渴	спрага
渴	пити
堤岸	набережна
堤岸	набережній
紡織品	текстиль
紡織品	виробів
催化劑	каталізатор
軸心	осі
軸心	вісь
燈泡	цибулина
單色	чорно
單色	монохромний
小巷	еллі
小巷	алея
小巷	провулок
豆豆	смаки
促銷	просування
促銷	заохочення
促銷	promo
促銷	промо
促銷	підвищення
促銷	просування
促銷	заохочення
狐猴	лемурів
口罩	маску
口罩	маска
口罩	масками
口罩	маски
口罩	масок
口罩	масках
裝潢	тортів
裝潢	прикрашати
囚徒	затримані
囚徒	полонених
空虛	пустоти
俗語	сленг
俗語	приказка
軍裝	форма
餓	голодна
餓	голодним
餓	голодний
餓	голодні
唷	фу
銣	рубідій
肉質	succulent
加彭	габону
原件	оригінал
原件	оригінальна
原件	оригінальне
原件	початкове
原件	оригінальний
原件	оригінали
原件	originals
恆河	ганг
載體	вектор
載體	авіаносець
飛揚	пропала
噴霧	спрей
正教	православний
正教	православної
正教	orthodox
正教	православна
正教	православні
專利權	патент
黯淡	похмурому
黯淡	похмура
山雀	синиця
力氣	міцність
力氣	інтенсивність
力氣	сили
力氣	сила
變壓器	трансформатор
新生兒	жовтяниця
汽船	пароплав
白酒	алкоголю
白酒	настоянка
笛子	флейта
增量	приріст
鬧劇	фарс
嚮往	пристрастю
嚮往	жадоба
蓋亞那	гаяни
甜菜	буряк
甜菜	буряк
蟋蟀	cricket
表姐	кузен
斧頭	сокира
撲克牌	покер
暴風雪	заметіль
排練	репетиція
排練	репетиції
排練	репетицію
揮發性	тимчасове
賴比瑞亞	ліберія
騙局	шахрайство
蠟燭	свічка
蠟燭	свічки
口吃	заїка
燭	свічка
蛻變	метаморфоз
蠢	тупо
蠢	дурна
蠢	дурне
蠢	дурний
常綠	evergreen
肌膚	оболонка
肌膚	шкіра
肌膚	шкіри
銀杏	гінкго
化學品	хімічна
化學品	хімічні
化學品	хімічний
化學品	хімікатів
越獄	втеча
越獄	втечу
越獄	втекти
荊棘	колючки
提款	зняття
贖金	викуп
協約	пакт
協約	компактний
協約	стислий
協約	конкордат
農藥	пестициди
種姓	каста
二重唱	дует
月桂	лорел
模擬器	імітатор
玉蘭	магнолія
顏料	paint
顏料	фарба
顏料	малювати
顏料	фарби
顏料	пігмент
顏料	змалював
鳴門	наруто
彈射器	катапульта
昏暗	виміри
漸進	прогресивна
漸進	прогресивний
漸進	прогресивні
漸進	тривалий
牛排	котлети
履歷	поновити
履歷	відновити
履歷	продовжити
稻草	крапля
簡歷	поновити
簡歷	відновити
簡歷	продовжити
卑鄙	нікчемний
田納西	теннессі
賽跑	перегони
賽跑	забіг
賽跑	раса
類固醇	стероїди
退還	відшкодувати
褲子	штани
褲子	штани
槓桿	важіль
槓桿	важіль
槓桿	важелі
想像力	уява
受苦	страждання
受苦	страждати
拍子	темп
裁減	скороченню
裁減	заднє
詩選	антологія
電影劇本	сценарій
虛偽	лицемірство
紋身	tattoo
紋身	татуювання
紋身	тату
紋身	татуювання
勤奮	вправні
勤奮	старанність
錢包	гаманець
錢包	гаманці
錢包	гаманець
油墨	чорнила
無產階級	пролетарських
無產階級	пролетаріат
獨木舟	каное
橋頭堡	плацдарм
相親	сватання
野兔	lepus
野兔	заєць
野兔	кролик
野兔	кріль
野兔	кролі
高血壓	гіпертензії
充氣	надувний
報價	цитати
報價	цитата
報價	цитування
報價	цитату
報價	лапки
報價	цитата
報價	цитування
報價	цитати
報價	лапки
微觀	мікро
痣	кріт
痣	моль
豁免權	імунітет
饅頭	пучок
必不可少	незамінний
必不可少	незамінна
韭菜	лік
稀釋	підірвало
冥想	медитація
心碎	heartbreak
毒液	venom
雞肉	курка
雞肉	курки
雞肉	курча
雞肉	курячий
絕緣	ізоляції
絕緣	облаштовано
左近	ямамото
水銀	меркурій
扶養	залежність
壁虎	elegans
精神分裂症	шизофренія
坦率	відверту
均等	парність
供暖	опалення
牙刷	щітка
牙刷	щіткою
隱含	мається
背書	цілковито
證明書	сертифікати
田鼠	multiplex
大腸桿菌	паличка
謎題	загадки
謎題	головоломки
謎題	головоломка
好笑	смішний
好笑	смішне
好笑	смішні
好笑	веселі
好笑	смішно
好笑	кумедні
偶遇	зустріч
波紋	сплеск
恥辱	сором
恥辱	ганьба
剃刀	razor
剃刀	бритва
毛巾	рушник
隔絕	ізоляція
珍愛	плекати
馬賽克	мозаїка
搖籃	колиска
降落傘	парашут
降落傘	парашути
健身房	спортзал
病菌	мікроби
病菌	зародкові
四捨五入	округлення
長矛	різак
長矛	списів
長矛	спис
中央集權	централізована
聾人	глухі
聾人	глухий
外孫	внук
外孫	онук
棍棒	пасує
軍服	форма
標槍	метання
角膜	рогівка
迫擊炮	ступка
迫擊炮	розчин
總括	omnibus
豆蔻	кардамон
栗色	maroon
基數	основа
基數	базова
基數	база
基數	основою
基數	базовий
妒忌	заздрить
欺詐	шахрайство
互惠	взаємної
互惠	обернений
鞠躬	уклін
鞠躬	арку
鞠躬	лук
主旋律	лейтмотив
煉油廠	промисловість
渡島	осіма
複雜性	складність
連續性	неперервність
外向	вихідний
外向	вихідні
外向	назовні
刀片	лезо
刀片	клинок
寬恕	прощення
甜食	цукерки
甜食	солодощі
甜食	солодке
仇人	ворогів
仇人	вороги
發條	clockwork
重罪	злочини
演練	буріння
演練	бур
百萬富翁	мільйонерів
百萬富翁	мільйонер
對角線	діагоналі
對角線	діагональ
絕種	винищення
絕種	вимирання
絕種	загибель
絕種	зникнення
毀滅性	вигідний
毀滅性	руйнівну
杯子	чашки
杯子	склянки
杯子	cups
杯子	чашок
杯子	чашка
杯子	чаша
杯子	кубок
麵包店	пекарня
針灸	акупунктура
謎團	mystery
謎團	таємниця
謎團	загадка
謎團	таїнства
糕點	випічка
糕點	печиво
湧現	спостерігали
喀土穆	хартум
好吃	ммм
好吃	смачна
好吃	смачно
好吃	смачне
麻痹	параліч
防火牆	брандмауер
哭了	плаче
哭了	плач
哭了	реве
停機	вимкнення
停機	вимикання
停機	вимкнути
停機	розваги
斜線	слеш
打碎	smash
礦山	копальня
礦山	моє
礦山	мій
礦山	міна
奶牛	корови
奶牛	корова
溺水	утоплення
鈽	плутоній
冰雹	град
冰雹	богородице
觸碰	дотик
觸碰	зворушлива
羞	сором
女傭	покоївка
刀具	ножі
鴕鳥	страус
爬蟲類	спеціального
爬蟲類	рептилії
同義詞	синоніми
同義詞	синонім
蝗蟲	сарана
綿羊	вівця
綿羊	вівці
綿羊	вівцями
下線	офлайн
下線	автономний
俚語	сленг
疹	висип
疹	передчасно
套餐	combo
灰燼	попіл
灰燼	прах
灰燼	попіл
灰燼	ash
灰燼	аш
灰燼	еш
乳酪	сир
乳酪	сиру
乳酪	сири
蠍子	scorpions
蠍子	скорпіон
識字	грамотний
識字	грамотність
燒錄	спалити
燒錄	записати
燒錄	burn
擊穿	зриву
康乃馨	гвоздик
康乃馨	гвоздика
財寶	скарби
膽固醇	холестерину
髒話	лайка
態勢	поза
軸線	вісь
發票	накладними
火把	сентиментальна
遙控器	віддалений
遙控器	пульт
遙控器	віддалене
興旺	процвітає
花束	букет
花束	букети
紙箱	картон
飢荒	голод
求愛	залицяння
人道主義	гуманітарної
人道主義	гуманізм
父母親	батьки
掃瞄	сканування
掃瞄	сканувати
水電	гідроенергетика
骨牌	доміно
骨牌	доміно
逐字	дослівно
捷徑	скорочення
捷徑	скорочення
聖像	піктограми
聖像	ікони
聖像	піктограм
紅外	інфрачервона
氰化物	ціанід
郊遊	пікнік
鈮	ніобій
要害	відстежує
梯田	терасами
節錄	уривок
庫倫	каллен
滲入	проникнення
篝火	вогнище
輪機	турбін
舞廳	бальні
舞廳	фотографував
接頭	кабель
最後通牒	ультиматум
海溝	траншеї
山岡	ямаока
迴廊	клуатр
億萬	мільярди
可用性	доступність
可用性	наявність
顯眼	помітні
標點	пунктуація
寂靜	тиша
寂靜	тиші
寂靜	мовчання
腐朽	розкладається
柔性	гнучкий
柔性	гнучка
表象	виступи
靴子	завантажувати
靴子	чоботи
靴子	завантаження
靴子	чоботи
某處	кудись
某處	десь
最糟糕	найгірші
最糟糕	найгірше
最糟糕	найгірша
最糟糕	найстрашніше
疤痕	шрами
疤痕	шрам
疤痕	шрами
破損	зламано
破損	broken
破損	розбите
破損	зламаний
族長	патріарх
毒藥	отрути
毒藥	отруту
毒藥	отрута
邊際	гранична
小夜曲	серенада
銅礦	міді
銅礦	мідь
說唱	реп
測繪	зйомка
兇猛	люті
維他命	вітаміни
維他命	вітамін
拜倫	байрон
錯覺	марення
錯覺	ілюзії
錯覺	вигадка
錯覺	ілюзія
海床	дно
咨詢	консультант
咨詢	консалтинг
咨詢	консультування
咨詢	консультацій
咨詢	консалтингових
狂犬病	сказ
盛會	епічне
盛會	урочистий
盛會	гала
愛國主義	патріотичний
愛國主義	патріотична
愛國主義	патріотизм
鵜鶘	пелікан
閃光燈	флеш
閃光燈	flash
閃光燈	спалах
蟒蛇	python
蟒蛇	пітон
蟒蛇	анаконда
痢疾	діарея
房租	оренду
傷痛	біль
試劑	реагентів
投影機	проектор
戰利品	трофей
石棺	саркофаг
摩擦力	тертя
發熱	гарячка
發熱	жар
發熱	лихоманка
菠蘿	ананас
癲癇	напади
癲癇	приступи
癲癇	епілепсія
癲癇	приступ
閃電俠	флеш
閃電俠	flash
閃電俠	спалах
監視器	спостереження
監視器	спостерігати
監視器	варан
監視器	монітор
監視器	стежить
監視器	монітори
原木	журнали
原木	журналів
義大利文	італійською
義大利文	італійський
義大利文	італієць
義大利文	італійська
義大利文	італійської
光譜儀	спектрометр
匈牙利語	угорська
匈牙利語	угорський
肺結核	туберкульозу
牧人	гердер
手杖	кане
襯衫	сорочка
襯衫	сорочки
鶚	osprey
水獺	видра
柔情	ніжність
臭名昭著	notorious
裁縫	кравець
地幔	мантії
冥府	аїд
分銷	розподіл
催淚	сльозогінний
催淚	цінують
補救	remedy
補救	лікувальні
禁食	піст
賭注	ставки
賭注	веселої
賭注	заклад
賭注	парі
叛國	зрада
雜亂	засмічує
刺蝟	їжачок
刺蝟	їжак
背影	силует
阿拉法特	арафат
說服力	волоцюги
微積分	числення
無私	самовідданість
無私	суспільне
屈辱	приниження
蕃茄	помідор
蕃茄	помідори
驅逐出境	виселення
驅逐出境	депортація
駕馭	освоїти
鋇	барію
彩排	репетиція
女妖	медійний
農莊	господарствах
近戰	рукопашній
減刑	яценюка
水泵	насос
水泵	помпи
敏感性	чутливі
敏感性	урахуванням
敏感性	чутливість
贈品	розіграш
正派	пристойний
正派	гідною
正派	гідна
龍舌蘭	текіла
環保局	epa
實用性	утиліта
火石	кремінь
磁帶	стрічку
磁帶	стрічка
磁帶	плівка
磁帶	стрічки
刀子	ніж
胰島素	інсулін
陶藝	кераміка
試試	спробувати
試試	try
試試	спробуйте
揚聲器	гучномовець
揚聲器	доповідач
揚聲器	гучномовець
斜體字	курсив
謀殺罪	вбивство
謀殺罪	убивство
嫁妝	придане
狂歡	оргія
食鹽	сіль
食鹽	солі
白蟻	терміти
白蟻	терміти
花邊	мереживо
紅心	серця
紅心	сердець
違約	типові
違約	типова
違約	типовий
違約	штурму
違約	типові
禁運	ембарго
抽獎	розіграш
抽獎	лотерея
謠傳	чутки
統計數字	статистика
統計數字	статистикою
統計數字	статистику
統計數字	статистики
涼亭	альтанка
曲霉	aspergillus
烘	пекти
反差	контрастів
委婉	евфемізм
海龜	черепашка
海龜	черепаха
海龜	черепашки
海龜	черепахи
海龜	черепахи
交融	стікають
關節炎	артрит
天數	днів
天數	дні
敏感度	чутливі
敏感度	урахуванням
敏感度	чутливість
猥褻	нецензурні
嚮導	напрямних
嚮導	утримують
嚮導	напрямні
嚮導	підказки
嚮導	посібник
嚮導	провідник
嚮導	путівник
嚮導	гід
勞力	трудові
口供	сповідь
口供	зізнання
嚼	жувати
磚塊	блоки
磚塊	цегла
磚塊	цеглу
磚塊	цегла
枯萎	зів
乞求	просить
快照	знімок
快照	знімка
快照	знімки
觀測站	обсерваторії
礦物質	мінерали
礦物質	мінеральна
節拍	били
節拍	біт
節拍	побили
節拍	ритми
節拍	доль
信條	creed
信條	кредо
松樹	сосна
拼字	правопису
拼字	правопис
拼字	чари
拼字	пишеться
拼字	закляття
遼闊	величезний
暈倒	слабкого
暈倒	знепритомнів
木薯	маніок
前台	секретарка
模糊不清	утворення
牛仔褲	джинси
焰火	феєрверк
海流	течії
自發性	спонтанно
屠夫	butcher
遞增	приріст
界碑	колони
界碑	стовпи
打動	вразив
打動	вразити
紡織業	виробів
住址	адреса
住址	звертайтеся
住址	адресу
異見	дисидент
觸覺	тільця
鎖鏈	ланцюги
離境	відправлення
離境	виліт
反復	повторюється
反復	безперервно
救生艇	рятувальні
絞刑	висить
絞刑	висіти
笑聲	сміх
膽小	боязкий
雜質	домішка
牛油	масло
打掃	очищення
磨損	наряд
磨損	носили
磨損	носив
黑板	дошці
超額	надлишок
凝聚力	гуртовий
溝渠	яр
純度	чистоти
純度	чистота
最優	оптимального
股息	дивіденди
地熱	геотермальна
拳擊手	боксера
拳擊手	боксер
拳擊手	боксери
拳擊手	труси
電網	сітку
電網	сітка
電網	сітки
電網	grid
電網	ґратка
鬼子	дияволи
水彩	акварель
異構	ізомери
荷爾蒙	гормон
荷爾蒙	гормони
擁有權	власники
擁有權	належність
擁有權	власник
擁有權	власність
停飛	покараний
整容	facelift
家務	прибирання
病原體	патогенів
奔騰	pentium
腱	сухожилля
停車位	паркінг
停車位	паркування
逆境	скрута
超支	перевантаження
超支	орками
逃兵	дезертирство
風琴	орган
更近	ближче
更近	ближча
更近	ближче
積木	блоки
積木	блоків
數額	суми
數額	сума
數額	суму
臉頰	малювали
臉頰	щоки
氯仿	хлороформ
軍國主義	мілітаризм
主審	вакх
金絲雀	канарські
葡萄園	виноградники
鸛	лелека
眉毛	брови
塗料	dope
羞恥	сором
熱力	теплом
熱力	спека
熱力	термальні
諺語	приказка
侵吞	привласнення
聖餐	спілкування
弱者	слабка
弱者	слабкий
浮點	запас
浮點	резерв
酸奶	йогурт
血漿	плазма
修剪	стрижка
修剪	обрізання
修剪	скоротити
修剪	обрізати
雜貨	продуктовий
雜貨	продукти
雞尾酒	коктейлі
雞尾酒	коктейль
鄉親	народ
花蜜	нектар
倒轉	зворотний
殺蟲劑	інсектициди
殺蟲劑	пестициди
芹菜	селери
柵欄	огорожу
柵欄	огорожа
柵欄	паркан
肛交	анальний
衷心	одруженням
衷心	душевна
工藝品	дефектів
鍶	стронцій
抑制劑	корозії
激進派	радикалів
激進派	радикали
乾酪	сир
乾酪	сиру
乾酪	сири
水腫	набряк
果醬	варення
果醬	jam
沙發	диван
沙發	дивані
黑莓	blackberry
時序	хронологія
方尖碑	обеліск
前臂	передпліччя
吊車	журавель
吊車	кран
合理化	раціоналізація
脫水	дегідратація
麋鹿	олень
麋鹿	лось
麋鹿	лося
芬芳	пахощі
峽灣	фіорд
養護	охорони
養護	енергозбереження
戰壕	траншеї
