অবাধ	rebel
ডেভেলপার	vývojár
লিটন	lytton
পড়ছে	padá
পড়ছে	padajú
মোনাকো	monaco
সোনিয়া	sonia
সোনিয়া	soňa
সস	omáčke
সস	omáčka
সস	omáčkou
হ্যাট	klobúk
হ্যাট	čiapku
হ্যাট	čiapka
বিশৃঙ্খল	chaotické
আবদেল	abdel
করিডোর	ulička
করিডোর	uličke
করিডোর	chodba
করিডোর	koridor
ওনার	jej
ওনার	ju
ওনার	nej
ওনার	ňu
কারিগর	mechanika
কারিগর	mechanik
মাখন	masla
মাখন	maslo
রু	rue
সোডা	sóda
সোডা	soda
মুসলমানের	moslimských
মুসলমানের	moslim
পেঁচা	sova
ময়দা	múka
ময়দা	múku
শুয়ে	ktorým
শুয়ে	kladenie
শুয়ে	položiť
শুয়ে	klamanie
শুয়ে	klameš
হিলারি	hillary
হিলারি	hilary
আটলান্টা	atlanty
আটলান্টা	atlante
আইসল্যান্ডীয়	islandskom
আইসল্যান্ডীয়	islandské
কিউব	kocka
পুকুরে	pond
পুনরুজ্জীবিত	oživiť
স্থূলতা	obezita
স্থূলতা	obezity
বন্ধুত্বের	priateľstvo
বন্ধুত্বের	priateľstva
শিশ্ন	penis
শিশ্ন	penisu
নির্গমন	emisie
নির্গমন	emisií
চাওলা	chawlová
চন্দ	chanda
সামুরাই	samuraj
মগ	hrnček
ভদ্র	slušný
ভদ্র	slušná
ভদ্র	slušné
ভদ্র	slušný
ভদ্র	slušné
ভদ্র	slušná
ভদ্র	nežné
ভদ্র	jemné
ভদ্র	jemný
ভদ্র	jemná
ভদ্র	jemne
ইভ	predvečer
ইভ	eve
অনির্দিষ্ট	neobmedzené
অনির্দিষ্ট	akékoľvek
অনির্দিষ্ট	akýkoľvek
অনির্দিষ্ট	akýchkoľvek
জেসি	jessie
জেসি	jesse
লুডভিগ	ludwig
সহকর্মীদের	kolegom
সহকর্মীদের	kolegovia
সহকর্মীদের	kolegov
টিমোথি	timothy
জোসে	jose
জোসে	josé
দুল	prívesok
আশি	osemdesiat
কর্নেলিয়াস	cornelius
বিশেষজ্ঞরা	špecialistov
বিশেষজ্ঞরা	špecialisti
বিশেষজ্ঞরা	odborníci
বিশেষজ্ঞরা	odborníkov
বিশেষজ্ঞরা	expertov
বিশেষজ্ঞরা	experti
দায়িত্বের	zodpovednosť
দায়িত্বের	zodpovednosti
দায়িত্বের	povinnosti
দায়িত্বের	zodpovednosť
উমা	uma
এলটন	alton
ডেভি	davey
নিশ্চিতভাবে	určite
নিশ্চিতভাবে	rozhodne
নিশ্চিতভাবে	urcite
নিশ্চিতভাবে	definitívne
নিশ্চিতভাবে	jednoznačne
জারা	zara
আবিদ	abid
ইতালিয়	talianske
ইতালিয়	talian
ইতালিয়	taliansky
ইতালিয়	talianska
হাওয়াইয়ান	havajské
যোদ্ধারা	stíhačky
যোদ্ধারা	bojovníci
যোদ্ধারা	bojovníkov
রেন	wren
রেন	ren
বোনা	pletené
বোনা	pliesť
বোনা	tkané
পিচ	smola
কপাল	čela
কপাল	čelo
কপাল	čelom
কেও	takisto
কেও	aj
কেও	tiež
কেও	taktiež
কেও	taky
কেও	too
কেও	príliš
ব্যাগ	vak
ব্যাগ	tašku
ব্যাগ	vrecko
ব্যাগ	vrece
ব্যাগ	taška
ব্যাগ	vrecia
ব্যাগ	vaky
ব্যাগ	vrecúška
ব্যাগ	tašky
মরে	zomrieť
মরে	die
মরে	umrieť
মুরগি	kurča
মুরগি	sliepka
মুরগি	kura
মুরগি	kuracie
মুরগি	sliepky
মুরগি	kurčatá
জরীপ	obhliadky
জরীপ	prieskumy
জরীপ	zisťovania
জরীপ	prieskumov
পরিসমাপ্তি	ukončenie
পরিসমাপ্তি	koniec
সুপারনোভা	supernova
রোমা	rómov
রোমা	rómovia
রোমা	rómske
রোমা	roma
ছড়ানো	šírenie
ছড়ানো	strečing
কোয়ালিশন	koalície
হিচকক	hitchcock
অ্যালিস	alica
অ্যালিস	alenka
অ্যালিস	alice
চিনা	čínska
চিনা	číňan
চিনা	čínske
চিনা	číňania
চিনা	čínsky
চিনা	čínskych
সন্নিহিত	susedné
সন্নিহিত	priľahlých
সন্নিহিত	susediace
যন্ত্রণা	bolesti
যন্ত্রণা	bolesť
এন্টি	anti
সিরামিক	keramický
সিরামিক	keramických
সিরামিক	keramické
হন্ডুরাস	hondurase
স্লোভাক	slovenský
স্লোভাক	slovenské
স্লোভাক	slovenčina
স্লোভাক	slovenskej
স্লোভাক	slovenka
স্লোভাক	slovenská
ভূতের	hrôza
ভূতের	horor
যাচাইকরণ	overovanie
যাচাইকরণ	overenie
সোফি	sophie
সোফি	sophia
প্রিমেরা	primera
তালিবান	talibanu
তালিবান	taliban
তালিবান	talibanom
নিম	nim
শকুন	sup
কীটপতঙ্গ	škodcov
কাক	vrana
কাক	vrany
প্রমানিত	dokázal
প্রমানিত	dokázalo
দরিয়া	daria
ধর্মযাজক	klerik
ধর্মযাজক	pastor
ধর্মযাজক	farár
যক্ষ্মা	tuberkulóza
যক্ষ্মা	tuberkulózu
অ্যানালগ	analógy
অ্যানালগ	analógové
অ্যানালগ	analógové
অয়েল	oleja
অয়েল	ropa
অয়েল	olej
অয়েল	oil
কলিন্স	collins
কারিনা	karina
বোটানিক্যাল	botanickej
এমনি	teda
ফ্রেজার	fraser
খুলি	lebku
খুলি	lebky
খুলি	lebka
বর্ণালী	spektrum
পাঙ্ক	punk
স্পর্শকাতর	citlivé
স্পর্শকাতর	citlivo
স্পর্শকাতর	citlivosť
স্পর্শকাতর	citlivá
স্পর্শকাতর	citlivý
বারমুডা	bermudy
ক্রোধ	zlosť
ক্রোধ	hnev
ক্রোধ	hnev
চেস্টার	chester
জার্মানদের	nemcov
জার্মানদের	nemci
বেল্ট	opasok
বেল্ট	pás
চুম্বক	magnet
চুম্বক	magnety
লস্কর	lasker
রুজভেল্ট	roosevelt
আসবাবপত্র	nábytok
মেহেদী	mehdi
ফেরেশতা	anjeli
ফেরেশতা	anjelov
ফেরেশতা	angels
ফেরেশতা	anjelom
কোয়া	koa
ডার	der
আকাঙ্ক্ষা	túžila
আকাঙ্ক্ষা	túžbu
আকাঙ্ক্ষা	túžbou
আকাঙ্ক্ষা	túžby
আকাঙ্ক্ষা	túžba
সেশন	sezóna
সেশন	sezóny
সেশন	sezónu
সেশন	relácia
সেশন	sedenie
সেশন	zasadnutie
সেশন	relácie
সেশন	sedenia
সেশন	tréningy
সেশন	stretnutia
সেশন	zasadania
সেশন	zasadnutia
যোগী	yogi
কাশি	kašeľ
কাশি	kašeľ
শখ	hobby
শখ	koníček
শখ	hobby
শখ	koníčky
তাইপে	taipei
কই	koi
প্রতিবেদক	reportér
প্রতিবেদক	reportérka
পুণ্য	zbožnosti
ইনলাইন	inline
ইনলাইন	vložené
প্রলেপ	povlak
মেকানিক্যাল	mechanické
মেকানিক্যাল	mechanická
মেকানিক্যাল	mechanický
শা	sha
গার্সিয়া	garcia
গার্সিয়া	garcía
ক্রেতাদের	kupujúci
ক্রেতাদের	kupujúcich
কারাগারের	väzenia
কারাগারের	väznica
কারাগারের	väzení
কারাগারের	väzenie
হ্যালো	ahoj
হ্যালো	hello
হ্যালো	ahojte
হাইতি	haiti
অ্যান্টি	anti
ফার্নান্দো	fernando
লিবার্টি	slobody
লিবার্টি	voľnosť
নিশান	zástava
নিশান	vlajkového
নিশান	príznak
নিশান	vlajka
অপ্রত্যাশিত	neočakávane
অপ্রত্যাশিত	nečakané
অপ্রত্যাশিত	neočakávané
রলিন্স	rollins
ঐকমত্য	konsenzu
ঐকমত্য	konsenzus
ক্লোরিন	chlór
আসিয়ান	asean
হং	hong
হীরক	diamond
হীরক	diamant
রম	rom
হার্ডি	hardy
পুনর্বাসন	rehabilitácie
পুনর্বাসন	rehabilitáciu
নীরব	tiché
নীরব	tichá
নীরব	tichý
নীরব	pozastaviť
নীরব	vypnúť
নীরব	nemý
ট্রাঙ্ক	kufri
ট্রাঙ্ক	kufra
ট্রাঙ্ক	kufor
প্যারেড	sprievod
গার্হস্থ্য	domáci
গার্হস্থ্য	vnútroštátna
গার্হস্থ্য	domáca
গার্হস্থ্য	domáce
কর্মশালা	workshopy
কর্মশালা	dielne
কর্মশালা	semináre
কর্মশালা	workshopy
কর্মশালা	workshop
কর্মশালা	seminár
ফ্রিকোয়েন্সি	frekvencia
ফ্রিকোয়েন্সি	frekvencie
ফ্রিকোয়েন্সি	periodicita
স্ট্যাম্প	pečiatka
স্ট্যাম্প	známka
ডার্বি	darby
ডার্বি	derby
বার্টন	burton
সুন্দরভাবে	nádherne
জাম্বিয়া	gambia
জাম্বিয়া	zambie
চৌ	choi
চৌ	chou
বেলে	belle
