年	aasta
侵吞	omastamise
弱者	nõrk
弱者	nõrga
弱者	nõrgad
麵食	pasta
浮點	hõljuvad
酸奶	jogurt
血漿	plasma
雜貨	toidukaubad
雞尾酒	kokteil
雞尾酒	kokteili
炭疽	antraksi
花蜜	nektar
倒轉	tagurpidi
倒轉	vastand
倒轉	vastupidine
殺蟲劑	pestitsiidid
殺蟲劑	pestitsiidide
芹菜	selleri
柵欄	tara
衷心	südamlik
工藝品	esemeid
工藝品	käsitöö
河濱	riverside
鍶	strontsium
抑制劑	inhibiitor
抑制劑	inhibiitori
快訊	uudis
激進派	radikaalid
打磨	lihvimine
乾酪	juustu
乾酪	juust
水腫	tursed
果醬	moos
果醬	moosi
沙發	diivan
沙發	diivan
黑莓	blackberry
時序	kronoloogia
方尖碑	obelisk
水門	watergate
前臂	küünarvarre
吊車	kraana
吊車	kurg
吊車	crane
麋鹿	põder
麋鹿	põder
芬芳	aromaatne
芬芳	lõhna
峽灣	fjordi
養護	säilitamine
養護	looduskaitse
戰壕	trench
聖誕老人	jõuluvana
聖誕老人	santa
罐子	purk
罐子	purki
罐子	purgi
罐子	jar
隱喻	metafoor
隱喻	metafoore
裁軍	desarmeerimise
陽台	terrass
陽台	rõdu
要麼	kas
旱災	põud
旱災	põuad
旱災	põud
牛郎	gigolo
漁夫	kalurid
漁夫	kalamees
鹵	halogeenide
豆子	oad
豆子	uba
受賄	altkäemaksu
歐姆	oomi
敵視	vaenulikkus
敵視	vaenulik
敵視	vaenulikud
無害	kahjutu
無害	ohutu
襪子	sokk
襪子	sokid
罌粟	poppy
罌粟	mooni
餘弦	koosinus
凝結	kondensatsiooni
鬃毛	lakk
酒類	alkohol
酒類	alkoholi
輪值	rotatsiooni
輪值	pööramine
當量	saagis
恩人	heategija
麻疹	leetrite
羨慕	kadedus
鮮血	veri
鮮血	vere
憐憫	halastus
憐憫	halastust
貧血	aneemia
貧血	aneemia
魔杖	võlukepp
播種	levitamine
誘拐	inimrööv
誘拐	röövimine
烘烤	küpsetada
烘烤	küpsetamine
小公主	printsess
輕量級	kerged
合歡	acacia
米飯	riis
陽離子	katioon
隱私權	privaatsuse
隱私權	privaatsus
隱私權	privaatsust
票券	piletid
捕撈	kalandus
捕撈	kalapüük
捕撈	püük
雷鳥	kõuelind
菌株	tüved
家俱	mööbel
國稅局	maksuamet
有氧	aeroobse
冰塊	jää
冰塊	ice
冰塊	jääd
袋子	kott
袋子	koti
隔熱	isolatsioon
隔熱	isolatsiooni
隔熱	isoleeritud
機智	nutikus
外甥女	õetütar
外甥女	vennatütar
盜竊	vargus
彈跳	põrge
螺栓	bolt
灰塵	tolmu
灰塵	tolm
鱈魚	tursa
鱈魚	tursk
羊群	parv
最難	raskeim
回音	kaja
地峽	maakitsus
行李箱	pagas
行李箱	pagasi
行李箱	kohver
香菇	seened
香菇	seened
香菇	seene
蚯蚓	ussid
餌	sööt
座右銘	moto
拍戲	filmimine
想象力	kujutlusvõime
想象力	kujutlus
淡褐色	hazel
眨眼	wink
麻木	tuim
伊甸園	eden
玫瑰花	roosid
淋浴	dušš
阿司匹林	aspiriini
基調	toon
基調	tooni
害蟲	kahjurid
害蟲	kahjurite
害蟲	kahjurite
褪色	tuhmunud
異構體	isomeeri
異構體	isomeeride
抑鬱	depressioonis
抑鬱	masenduses
抑鬱	depressioon
長頸鹿	kaelkirjak
雙倍	topelt
烴	süsivesinikud
烴	süsivesinike
粘性	kleepuv
肉瘤	sarkoom
乳白色	piimjas
駕照	litsents
駕照	load
聾	kurt
聾	kurdid
無可避免	paratamatult
無可避免	vältimatult
無可避免	vältimatud
無可避免	vältimatu
無可避免	paratamatu
無可避免	vältimatu
山賊	röövlid
山賊	bandiidid
納稅	maks
潰瘍	haavandid
潰瘍	haavand
來信	kirja
來信	kiri
僵硬	kange
詩句	värsid
詩句	salm
釷	toorium
肖像畫	portreed
剪影	siluett
打劫	rööv
打劫	röövi
打劫	röövimine
銨	ammoonium
洗衣店	pesu
海員	meremees
海員	madrus
海員	meremees
海員	meremeeste
修辭	retoorika
修辭	retooriline
橫幅	banner
餃子	pelmeenid
餃子	pelmeen
禮節	etikett
增資	täiendamise
獨白	monoloog
交貨	tarne
交貨	kohaletoimetamine
交貨	tarned
生菜	salat
典當	ettur
鎘	kaadmiumi
膠片	filmi
膠片	kile
膠片	film
包包	kott
包包	koti
包包	kotid
轉角	nurk
轉角	nurka
無意識	teadvuseta
觸動	puuduta
觸動	katsuda
觸動	puudutus
觸動	puutu
搖晃	värisema
星號	tärni
剪裁	kohandades
層層	kihid
豹子	leopardid
豹子	panter
碟片	ketta
碟片	ketas
碟片	ketta
碟片	plaat
碟片	ketas
碟片	plaadi
赤腳	paljajalu
定額	kvoot
定額	kvoodi
定額	kvoodid
洗牌	shuffle
驗收	heakskiitmine
驗收	vastuvõtmine
噴嘴	düüsi
過夜	ööbimine
瘡	haavandid
帶子	lindi
帶子	lint
帶子	linti
掌聲	aplaus
掌聲	aplausi
食道	söögitoru
水療	spa
冰霜	frost
刀鋒	blade
刀鋒	tera
刀鋒	terad
托兒所	lasteaiad
托兒所	lastesõim
童子軍	skaut
童子軍	luuraja
迷惘	segadust
迷惘	segadus
喉部	kõri
皇陵	mausoleum
緩衝區	puhvri
縫隙	praod
反饋	tagasiside
餵食	toitmine
餵食	toitmise
疫病	nakkus
決斷	lahendada
決斷	lahenda
討論會	seminarid
討論會	seminar
糖漿	siirupit
糖漿	siirup
槍支	püssid
槍支	relvad
槍支	püss
槍支	relv
腐爛	mädanema
憲兵隊	sandarmeeria
栓塞	emboolia
多瑙	donau
大拇指	pöial
推銷員	müügimees
稅款	maksud
異教	paganlik
疏離	võõrandunud
疏離	võõrandumine
凶猛	raevukas
情慾	iha
情慾	himu
情慾	erootiline
爪子	käpp
爪子	küünis
爪子	küüned
爪子	küünised
淚水	pisar
淚水	pisarad
磷酸鹽	fosfaadi
各單位	ühik
各單位	ühikud
各單位	üksused
債權	nõue
債權	nõude
債權	väide
債權	nõuded
債權	väited
披薩	pitsat
披薩	pitsa
披薩	pizza
焦糖	karamelli
留用	säilitatud
留用	säilinud
留用	säilitamine
氬	argoon
燙	kuum
燙	kuumad
燙	hot
燙	palav
窗簾	eesriie
窗簾	kardina
窗簾	kardinad
就職典禮	ametisseastumise
磨擦	hõõrdumine
潤滑	määrimine
大麥	oder
大麥	odra
初學者	algaja
邀請函	kutseid
邀請函	kutsed
手銬	rauad
允諾	lubadused
允諾	lubadusi
允諾	lubas
同儕	peer
睫毛	ripsmed
睫毛	ripsmete
睫毛	ripsmed
睫毛	ripsmed
門廊	veranda
休戰	vaherahu
致癌物	kantserogeen
致癌物	kantserogeensed
粗俗	vulgaarne
苦苦	mõru
苦苦	kibestunud
苦苦	kibe
軸承	laagrid
賭徒	mängur
賭徒	mängurid
吸盤	jobu
伏特加	viin
鉬	molübdeen
鮮花	lilli
鮮花	lilled
孔洞	auk
孔洞	auku
孔洞	augud
排定	ajastatud
鴨子	pardid
鴨子	part
魚叉	harpuun
芳香族	aromaatsed
芳香族	aromaatsete
米開朗基羅	michelangelo
易位	translokatsiooni
瞎子	pime
瞎子	pimedad
漏水	lekib
釩	vanaadiumi
相稱	proportsionaalne
鞭子	piitsa
鞭子	whip
會眾	kogudus
畫畫	maal
畫畫	maali
畫畫	värvimine
畫畫	joonis
畫畫	joonistamine
葡萄球菌	aureus
幣值	valuuta
幣值	rahaühik
幣值	vääring
護城河	vallikraavi
重復	korda
重復	korrata
重復	kordamine
重復	kordan
留宿	ööbimine
不孕	viljatuse
藐視	põlgust
抽樣	proovi
抽樣	valim
抽樣	näidis
抽樣	proov
煉金術	alkeemia
悲觀	pessimistlik
悲觀	pessimism
郵箱	postkasti
郵箱	postkast
女主人	armuke
女主人	perenaine
養分	toitainete
養分	toitainete
原產地	päritolu
瑜珈	jooga
余弦	koosinus
圓周	ümbermõõt
鉭	tantaal
同質	homogeenne
同質	homogeenne
同質	homogeensus
包袱	pagas
包袱	pagasi
傷亡人數	kaotused
排演	proov
問卷調查	ülevaatus
問卷調查	uuring
獠牙	kihvad
手工藝	käsitöö
手工藝	käsitöö
抱抱	kallistus
抱抱	kalli
殖民主義	kolonialismi
僵化	jäik
僵化	jäikus
論據	argument
論據	argumendi
摘錄	väljavõte
摘錄	väljavõtted
摘錄	ekstraktid
摘錄	ekstrakti
摘錄	väljavõte
摘錄	ekstrakt
摘錄	katkendeid
性慾	libiido
禮遇	viisakus
捲軸	rull
捲軸	keri
經常性	korduv
經常性	korduvad
省省	provints
省省	kubernerkond
侍者	kelner
侍者	ettekandja
分貝	detsibelli
跋涉	treki
道義	moraal
道義	moraalne
道義	moraali
道義	moraal
卡路里	kaloreid
存貨	varude
存貨	inventuuri
存貨	varu
存貨	varude
鄙視	põlguse
鄙視	põlgus
刻字	graveeritud
傢俱	mööbel
鹽度	soolsus
轉發	edastamine
蕨類	fern
指針	kursor
因果關係	põhjuslikkuse
樣板	malle
樣板	mall
樣板	malli
滾輪	roller
滾輪	rull
盧梭	rousseau
流動性	liikuvus
流動性	liikuvuse
公正性	erapooletus
公正性	õiglus
實心	tahke
實心	tahked
卑微	alandlik
卑微	tagasihoidlik
飲水	vett
飲水	vesi
垂死	suremine
垂死	suremas
抽搐	krambid
法警	kohtutäitur
難民營	laagri
難民營	laager
難民營	laagris
電離層	ionosfääri
優先權	prioriteet
視網膜	võrkkesta
視網膜	võrkkesta
錫金	sikkim
精煉	täiustamise
精煉	rafineeritud
債權人	võlausaldaja
債權人	võlausaldajad
債權人	võlausaldajate
異教徒	paganlik
頁岩	põlevkivi
盜用	omastamise
摻雜	dopingu
虛幻	ebareaalne
倉儲	ladu
倉儲	laohoone
順時針方向	päripäeva
舵手	tüürimees
贖回	lunastus
贖回	lunastust
蒼白	pale
蒼白	kahvatu
愧疚	süü
愧疚	süüd
愧疚	süütunne
暗礁	riff
奴隸制	orjus
羞愧	häbi
外孫女	lapselaps
童貞	süütuse
驗屍	lahkamise
驗屍	lahkamine
奇觀	vaatemäng
奇觀	imesid
報銷	hüvitamine
愚者	lollid
愚者	rumalad
愚者	narrid
自負	ego
白楊	pappel
創造力	loovuse
牧羊犬	kolli
葉綠素	klorofülli
鐵皮	tin
鐵皮	tina
巷子	alley
獨特性	singulaarsus
美髮	juuksuri
地窖	kelder
雲彩	pilvede
雲彩	pilvi
雲彩	pilved
告解	ülestunnistus
疝	song
終端機	terminal
終端機	terminali
終端機	terminalide
酸度	happesuse
印表機	printer
印表機	printeri
印表機	printerid
淡紫色	lavendel
淡紫色	sirel
無神論	ateist
對齊	vastavusse
對齊	ühtlustamist
計時器	stopper
計時器	taimer
酵母菌	pärmi
地牢	vangikongi
檢疫	karantiini
檢疫	karantiin
母牛	lehm
焓	entalpia
議定	leppis
議定	kokkulepitud
誓約	dharma
木棍	pulgad
髒	räpased
髒	määrdunud
髒	räpane
小兒科	pediaatria
潛意識	alateadvus
潛意識	teadvuseta
割禮	ümberlõikamine
釔	ütrium
失語症	afaasia
片語	fraas
片語	väljend
片語	väljendid
片語	laused
片語	fraase
耐性	kannatust
耐性	kannatlikkust
耐性	kannatus
浴缸	vann
浴缸	vann
差額	erinevused
差額	vahe
差額	erinevus
輕輕	õrnalt
軟化	pehmendada
外科手術	kirurgia
外科手術	lõikus
外科手術	operatsioon
嘟嘟	piip
皮草	karusnahku
皮草	karvad
皮草	karusnaha
皮草	karv
列支敦斯登	liechtenstein
馬桶	wc
馬桶	tualett
男中音	bariton
女權	feministlik
機遇	võimalus
機遇	võimaluse
機遇	võimalused
衰敗	lagunemine
衰敗	kõdu
血肉	ihu
夢魘	luupainaja
夢魘	õudusunenägu
大力士	herakles
吉普車	jeep
可悲	hale
抱負	ambitsioonid
抱負	ambitsioone
抱負	ambitsioonid
抱負	ambitsioon
大便	kaka
鎵	gallium
尼古丁	nikotiini
噴氣	jet
易碎	habras
西服	ülikond
不明飛行物	ufo
結核	tuberkuloosi
結核	tuberkuloos
歇斯底里	hüsteeria
野餐	piknik
排骨	ribid
日蝕	varjutus
鑭	lantaan
黃瓜	kurgi
黃瓜	kurk
黃瓜	kurgid
黃瓜	kurk
瀟灑	esinduslik
搶掠	rüüstamine
除草	umbrohu
鹵素	halogeenide
大廚	peakokk
大廚	kokk
佈雷	bray
民粹主義	populistlik
長褲	püksid
阿拉巴馬	alabama
芥末	sinep
鄉紳	kannupoiss
雄心勃勃	auahne
雄心勃勃	ambitsioonikas
絕對值	absoluutne
絕對值	absoluutse
烏蘭巴托	ulaanbaatar
堅果	pähkel
堅果	pähklid
芥菜	sinep
胸圍	bra
胸圍	büst
貧民窟	geto
壕溝	trench
油氣	süsivesinikud
腎上腺素	adrenaliin
火葬場	krematoorium
手工業	käsitöö
母后	ema
鉈	tallium
花兒	lilli
花兒	lilled
花兒	lill
花兒	õis
花兒	lilleke
圈地	rodeo
老外	välismaalane
適中	mõõdukas
適中	mõõdukad
緊迫	vajutades
記憶力	memory
記憶力	mälu
記憶力	mälestus
補助金	subsiidiumid
補助金	toetused
補助金	toetused
海象	merihobu
幼苗	seemikud
解聘	vallandamise
僵	kange
巡邏隊	patrulli
巡邏隊	patrull
病理學	patoloogia
病理學	patoloogiline
遊牧民族	nomaadid
種植園	istandus
種植園	istandused
鹽類	soolad
郵寄	mail
郵寄	post
郵寄	kirjad
郵寄	posti
起重機	kraana
起重機	kurg
起重機	crane
回響	kaja
枕頭	padi
枕頭	padja
枕頭	padjad
療傷	paranemine
訊問	ülekuulamine
訊問	ülekuulamise
訊問	ülekuulamised
閥門	klapp
閥門	ventiil
閥門	ventiilid
閥門	klapid
地堡	punker
節儉	vähenõudlik
魯莽	hooletu
魯莽	hoolimatus
方框	box
方框	kast
方框	karp
方框	kasti
方框	lahter
方框	kastid
方框	karbid
墨鏡	päikeseprillid
比例尺	mõõtkavas
比例尺	skaala
書架	riiul
拋物線	paraboolne
血友病	hemofiilia
陽極	anood
苯乙烯	stüreeni
圍巾	salli
圍巾	sall
橋牌	sild
勸導	veenmine
陰極	katood
豪豬	okassiga
鐘擺	pendli
插頭	pistik
豐滿	priske
批評家	kriitikud
批評家	kriitik
雜草	umbrohi
雜草	kanep
雜草	puru
拘留所	kinnipidamine
拘留所	kinnipidamise
水桶	ämber
共謀	vandenõu
靜音	tumm
藥理學	farmakoloogia
抑鬱症	depressioon
草圖	visand
蛆	tõugud
水泡	villid
渦輪機	turbiin
渦輪機	turbiinid
靈活性	paindlik
靈活性	paindlikud
靈活性	paindlikkus
沙丁魚	sardiinid
靈媒	selgeltnägija
輪盤	rulett
順風	allatuult
孕期	rasedus
領帶	lips
領帶	viik
領帶	lips
馬甲	vest
鋒利	teravad
鋒利	sharp
鋒利	terav
聲學	akustiline
聲學	akustika
避難所	varjupaik
避難所	peavarju
避難所	varjupaik
避難所	varjupaik
避難所	pelgupaik
酬金	honorari
人參	ženšenn
雄偉	majesteetlik
疲憊	kurnatus
哀愁	kurbus
哀愁	kurbust
堤道	teetammi
疤	arm
疤	armi
傳染性	nakkav
傳染性	nakkav
白蘭地	brandy
白蘭地	brändi
白蘭地	brändit
洛美	lomé
軼事	anekdoodid
亞麻	voodipesu
適應性	adaptiivne
適應性	kohandamine
適應性	kohandus
適應性	kohanemine
適應性	kohanemisvõime
棍子	pista
棍子	pulk
棍子	pulgad
撞車	avarii
救星	päästja
責難	etteheiteid
耳環	kõrvarõngad
洗滌	pesemine
殘缺	moonutatud
難產	sünnituse
難產	sünnitus
細則	reeglid
細則	eeskirjad
細則	eeskiri
細則	reegel
無花果	joonis
純淨	puhtus
櫃台	loendur
裝飾品	kaunistused
當鋪	pandimaja
買主	ostja
極權主義	totalitarismi
極權主義	totalitaarse
多邊	mitmepoolne
巫婆	nõid
隱身	nähtamatu
隱身	nähtamatud
隱身	stealth
隱身	nähtamatus
極權	totalitaarse
扁豆	läätsed
湯匙	lusikas
肩胛骨	abaluu
育兒	kasvatus
啄木鳥	rähn
機油	õli
機油	nafta
藥草	herb
孔隙	poori
玷污	sully
移民局	sisseränne
移民局	immigratsiooni
移民局	sisserände
喪葬	matmise
喪葬	matustel
喪葬	matus
喪葬	matused
喪葬	matuse
護身符	amulett
陪審員	vandekohus
陪審員	žürii
味覺	maitsed
味覺	maitse
壞死	nekroos
紅木	redwood
懶惰	laisk
火種	säde
穀倉	küüni
泥濘	mudane
興奮劑	dopingu
才幹	talent
才幹	ande
才幹	annet
散熱器	radiaator
堤壩	tammide
稅金	maks
老了	vana
老了	vanaks
老了	vanad
保證金	võlakirjad
保證金	võlakirjade
保證金	side
保證金	bond
曝露	kokkupuute
曝露	kokkupuude
藍莓	mustikad
藍莓	mustika
鰻魚	angerjas
狹隘	kitsas
狹隘	kitsad
限額	piir
限額	piirang
限額	limiit
限額	kvoot
限額	kvoodi
限額	piirmäärad
限額	piirid
限額	piirangud
搶購	murdus
扼殺	kägistamine
產生器	generaator
火爐	ahi
火爐	pliit
火爐	ahju
火爐	ahi
火爐	kamin
措辭	sõnastuse
措辭	sõnastus
鐵匠	sepp
公雞	kukk
公雞	riist
公雞	kukk
請願書	petitsiooni
噴灑	pihustamine
傭人	teenija
傭人	teener
傭人	teenija
傭人	teenijanna
傭人	neitsi
理髮師	juuksur
理髮師	juuksur
崖壁	kaljude
肚皮	kõht
肚皮	belly
安樂死	eutanaasia
失竊	vargus
跳動	peksmine
跳動	peksmise
金匠	goldsmith
方位角	asimuut
聚氯乙烯	pvc
盒裝	kastis
公事包	portfell
公事包	kohver
毛毯	teki
毛毯	tekk
毛毯	tekke
毛毯	tekid
上癮	sõltuvuses
上癮	sõltuvus
無機	anorgaanilised
痛風	podagra
克里姆林宮	kremli
床單	lehed
床單	linad
噩夢	luupainaja
噩夢	õudusunenägu
細胞質	tsütoplasma
牧草	karjamaa
伯爾尼	bern
農舍	talumaja
手提箱	kohver
污辱	solvang
污辱	solvamine
膠質	želatiin
氣象學	meteoroloogia
巴貝多	barbados
達喀爾	dakar
拳手	poksija
拳手	võitleja
瘋了	hull
瘋了	hullud
純純	puhas
退款	tagastamine
退款	toetused
外傷	trauma
排卵	ovulatsiooni
剽竊	plagiaat
獨眼龍	kükloop
外行	võhik
膿	mäda
權威性	autoriteetne
否決權	veto
接住	püüa
接住	saak
接住	saagi
鏽	rooste
墓誌銘	epitaaf
仇視	vihkamine
仇視	vihkamist
仇視	viha
結核病	tuberkuloosi
結核病	tuberkuloos
溫度計	termomeetrid
溫度計	termomeeter
蜂鳥	koolibri
釤	samaarium
胳膊	käsi
胳膊	käe
瀋陽市	shenyang
騎樓	veranda
嚴酷	karm
送貨	tarne
送貨	kohaletoimetamine
送貨	tarned
船主	laevaomanike
番紅花	safran
辮子	patsi
辮子	põimitud
吐司	toost
感恩節	tänupüha
內疚	süü
內疚	süüd
內疚	süütunne
膠帶	lindi
膠帶	lint
膠帶	linti
手肘	küünarnukk
民團	tasuja
登革熱	dengue
旗桿	lipuvarda
胎盤	platsenta
排泄物	väljaheidete
果凍	jelly
泥潭	raskused
面談	intervjuu
面談	intervjuud
面談	vestlused
面談	intervjuud
鄰里	naabrus
鄰里	naabrus
鄰里	ümbruskond
無神論者	ateist
酒保	baarmen
地心引力	gravitatsioon
沖洗	loputada
沖洗	mast
沖洗	loputada
胸骨	rinnak
織物	kangas
織物	riide
織物	kangast
織物	riie
織物	riie
附表	päevakava
附表	ajakava
無名氏	anonüümne
魔羯座	kaljukits
罪孽	patu
罪孽	patt
罪孽	patud
拐杖	kepp
拐杖	cane
拐杖	suhkruroo
拐杖	kark
各層	kihid
拖拉機	traktorid
拖拉機	traktor
腳跟	kand
鼬鼠	nirk
沼澤地	soo
夾克	jope
夾克	pintsak
夾克	jakk
夾克	jakid
證言	tunnistus
押金	hoiused
阿婆	vanaema
繃帶	sideme
繃帶	sidemeid
繃帶	sidemed
海鳥	merelindude
人猿	ahv
人猿	ahvide
人猿	ahvid
鑽探	puurimine
焦油	tõrva
腫脹	turse
腫脹	paistetus
腫脹	paistes
旗子	lipp
旗子	lipu
旗子	lipud
電子計算機	arvutid
沈默	vaikne
沈默	vaikimine
沈默	vaikus
空閒	jõude
鏈球菌	streptococcus
掩體	punker
腎上腺	neerupealiste
無止境	lõputu
貯存	hoidla
貯存	ladustamise
貯存	säilitamine
貯存	ladustamine
蓄水池	paagi
比目魚	lesta
講課	loeng
房地	ruumid
包租	harta
辯證	dialektika
釘子	küünte
釘子	nael
釘子	naelad
釘子	küüned
手續費	tasu
乳製品	dairy
洋娃娃	nuku
洋娃娃	nukk
洋娃娃	nukud
劉海	tukk
肺泡	alveolaarne
飛盤	frisbee
互助會	vennaskonna
互助會	korporatsioon
互助會	vennaskond
遊民	hulkur
紅利	preemia
紅利	bonus
紅利	boonus
紅利	dividendid
紅利	preemiaid
紅利	dividendid
電導	juhtivus
時髦	funky
離合器	sidur
籃子	korv
籃子	korvi
雙唇	huuled
溶化	lagunemine
溶化	sulatada
銻	antimoni
親屬關係	sugulust
創造性	loovuse
創造性	loov
創造性	loominguline
親和	afiinsus
鹽酸	vesinikkloriid
斷線	lahutatud
海狸	koprad
臥室	magamistuba
臥室	magamistuba
臥室	magamistuppa
臥室	magamistoas
親密關係	intiimsus
親密關係	lähedus
親密關係	läheduse
謙卑	alandlik
謙卑	tagasihoidlik
謙卑	alandlikkust
叛國罪	reetmine
含羞草	mimosa
皮帶	rihma
皮帶	rihm
皮帶	vöö
謙虛	alandlik
謙虛	tagasihoidlik
謙虛	tagasihoidlik
信譽	usaldusväärsus
信譽	usaldusväärsust
信譽	mainet
信譽	maine
信譽	reputatsioon
纖維素	tselluloosi
纖維素	tselluloos
煎餅	pannkoogid
煎餅	pannkooke
餵養	toitmine
餵養	toitmise
台階	step
台階	sammu
台階	samm
悄悄地	vaikselt
煮沸	keema
豆類	oad
豆類	uba
毒癮	sõltuvus
結腸	käärsoole
千里眼	selgeltnägija
印染	värvimine
囊腫	tsüst
臭鼬	skunk
漿果	marju
漿果	marjad
漿果	marja
漿果	berry
糖原	glükogeeni
手淫	masturbeerimine
睪丸	munandid
睪丸	munand
睪丸	munandid
解藥	vastumürk
碳氫化合物	süsivesinikud
碳氫化合物	süsivesinike
申請書	taotlus
申請書	rakendus
申請書	kohaldamine
申請書	rakendused
申請書	taotlused
蒙蔽	pimestatud
逝者	surnud
潛水員	sukeldujad
聚苯乙烯	polüstüreen
公平性	õiglus
框框	kaader
框框	raam
框框	raami
楊柳	willows
累了	väsinud
科倫坡	colombo
手藝	käsitöö
最壞	halvim
閹黨	klikk
兒科	pediaatria
松香	kampol
保費	preemia
保費	premium
保費	lisatasu
粗魯	ebaviisakas
嘟	piip
切線	puutuja
牽引力	veojõu
聖詩	psalm
純化	puhastatud
純化	puhastamine
耗散	hajumise
面紗	loor
便秘	kõhukinnisus
撫慰	mugavus
厭氧	anaeroobne
誓詞	vanne
誓詞	tõotused
木筏	parv
木筏	parved
胸膛	rind
胸膛	rindkere
胸膛	kirst
小菜	roog
彎彎	painutada
米妮	minnie
敗血症	sepsis
枷鎖	ahelad
枷鎖	ikke
白樺	kask
合意	üksmeelne
收據	vastuvõtmine
釙	poloonium
謎語	mõistatus
詩意	poeetiline
產婦	emaduse
逗號	koma
解凍	sula
簧片	reed
沈沒	uppunud
流離失所	ümberasustatud
流離失所	veeväljasurve
算盤	abakus
奈緒子	naoko
瓊脂	agar
判斷力	kohtuotsus
判斷力	kohtuotsuse
鼓聲	trummid
鼓聲	trumme
偏執	paranoiline
偏執	paranoia
猿猴	ahvide
猿猴	ahvid
百靈	lõoke
藥理	farmakoloogia
塌方	maalihe
貓王	elvis
勺子	lusikas
胡蘿蔔	porgand
胡蘿蔔	punapea
胡蘿蔔	porgandi
打賭	panus
打賭	kihla
打賭	kihlvedu
電解質	elektrolüütide
痴迷	kinnisidee
痴迷	kinnisidee
痴迷	kinnisideeks
週數	nädalad
週數	nädalaid
週數	nädalat
朱麗葉	juliet
腳印	jalajälg
腳印	jalajäljed
喜鵲	harakas
草叢	rohi
草叢	muru
掃描器	skanner
掃描器	skannerid
鑽孔	puurimine
鑽孔	puur
鑽孔	puuri
鑽孔	õppus
頭皮	peanaha
船艙	salongi
船艙	majake
船艙	kabiin
標定	piiritletud
獎杯	trofee
獎杯	trofeed
哎呀	ups
蔑視	põlgust
露水	kaste
增值稅	käibemaks
增值稅	käibemaksu
咕嚕	gollum
披肩	salli
壓縮機	kompressor
酒鬼	joodik
聚合酶	polümeraasi
污點	plekid
污點	plekk
手風琴	akordion
鈀	pallaadium
押韻	riimi
尺碼	suurused
報應	karma
貧瘠	viljatu
強制執行	täitmine
強制執行	jõustamine
強制執行	jõustamise
受孕	kontseptsioon
受孕	kontseptsiooni
書包	seljakott
嗓子	kurgu
嗓子	kurku
嗓子	kurk
嗓子	kõri
嗓子	hääl
嗓子	hääle
嗓子	häält
悔恨	kahetsus
食慾	söögiisu
食慾	isu
慢跑	jooksmas
嗎啡	morfiini
毛衣	kampsun
女同志	lesbi
皮疹	lööve
邊框	piirid
邊框	piir
邊框	piiri
世仇	vaen
新陳代謝	ainevahetus
新陳代謝	metabolism
新陳代謝	ainevahetus
新陳代謝	metaboolse
同謀	kaasosalised
同謀	kaasosaline
傢具	mööbel
聖歌	hümn
齋戒	paas
站著	seisa
汽油彈	napalm
脫衣舞	riba
脫衣舞	ribad
惡霸	kiusab
閒暇	vabaaja
可敬	auväärne
魚種	liigid
魚種	liik
尼科西亞	nikosia
幫會	klubi
幫會	club
損害賠償	kahjutasu
絲襪	sukad
絲襪	sukk
採礦業	kaevandamine
鞦韆	hoos
硫酸鹽	sulfaat
賴索托	lesotho
托運	saadetise
托運	partii
認領	väidetud
認領	väitis
認領	nõue
認領	nõude
認領	väide
鼻炎	riniit
鼻炎	nohu
拂曉	dawn
拂曉	koidik
拂曉	koidu
掃帚	luud
偷看	piilu
蒙古包	jurta
沖天	kõrguv
靈敏度	tundlikkus
雜項	mitmesugused
寄養	foster
脈搏	pulss
脈搏	impulss
隱士	erak
隱士	erak
鋨	osmium
喜慶	pidulik
藍芽	bluetooth
時辰	tund
華爾茲	valss
紫羅蘭	violet
拋光	poleeritud
水電站	tamm
東山再起	tagasitulek
卡其	khaki
腦膜炎	meningiit
鋯	tsirkoonium
韌性	sitkus
韌性	vastupidavus
衣櫃	garderoob
衣櫃	riidekapp
衣櫃	kapp
赤足	paljajalu
胃口	söögiisu
胃口	isu
太陽眼鏡	päikeseprillid
伯利恆	petlemma
分紅	dividendid
豬仔	notsu
豬仔	põssa
豬仔	notsu
兵卒	ettur
罐裝	konserveeritud
相爭	konkureerivate
相爭	konkureerivad
有機體	organism
有機體	organismid
有機體	organismide
產科	sünnitusabi
傷疤	armid
傷疤	arm
傷疤	armi
間歇性	vahelduv
大霧	udu
獨裁政權	diktatuuri
獨裁政權	diktatuur
魚兒	kala
魚兒	kalad
氣喘	astma
馴服	taltsutada
馴服	taltsutada
酸味	hapu
恍惚	trance
峰峰	tipp
痴呆	dementsuse
擔子	koormus
擔子	koorem
輕蔑	põlgust
決算	arvepidamine
決算	kontod
成百上千	sajad
成百上千	sadu
臭蟲	lutikad
臭蟲	putukas
臭蟲	putukad
鉍	vismut
校准	kalibreeritud
校准	kalibreerida
校准	kalibreerimine
鯰魚	säga
汗水	higi
臟	räpased
臟	määrdunud
臟	räpane
腦炎	entsefaliit
訂戶	tellija
罪過	patu
罪過	patt
泥巴	pori
泥巴	muda
破冰船	jäämurdja
更年期	menopausi
多雲	hägune
肚臍	naba
忙著	hõivatud
七月份	juuli
蠱惑	lummus
上訪	petitsiooni
輸家	kaotaja
傳票	kutse
包容性	kaasamine
包容性	kaasav
至高無上	ülemvõimu
發病率	esinemissagedus
發病率	levimus
越野賽	bmx
鐵鍊	ahelad
