年	any
水療	spa
輸血	transfusió
冰霜	gelada
野花	wildflowers
刀鋒	blade
托兒所	vivers
托兒所	guarderia
托兒所	crèche
崎嶇	accidentada
崎嶇	accidentat
童子軍	scout
童子軍	explorador
迷惘	confusió
喉部	laringe
皇陵	mausoleu
緩衝區	buffer
縫隙	cracks
縫隙	esquerdes
反饋	opinions
反饋	feedback
魷魚	calamar
一夫多妻	poligàmia
挖苦	sarcasme
守夜	vigília
疫病	contagi
決斷	resoldre
討論會	seminaris
討論會	seminari
糖漿	melassa
糖漿	xarop
槍支	armes
槍支	guns
槍支	pistola
槍支	arma
腐爛	rot
憲兵隊	gendarmeria
栓塞	embòlia
多瑙	donau
大拇指	polze
推銷員	viatjant
標緻	peugeot
稅款	impostos
異教	pagan
疏離	alienat
疏離	alienació
凶猛	ferotge
凶猛	ferotges
情慾	luxúria
情慾	eròtic
情慾	erotisme
爪子	urpes
淚水	llàgrimes
蒽	antracè
逾期	vençuda
磷酸鹽	fosfat
各單位	dependències
各單位	unitats
債權	reivindicació
債權	reclamació
債權	reclamacions
債權	pretensions
披薩	pizza
焦糖	caramel
留用	retenció
氬	argon
錸	reni
燙	hot
燙	calent
窗簾	cortina
窗簾	cortines
磨擦	fricció
聚乙烯	polietilè
大麥	ordi
初學者	principiants
初學者	principiant
鬱金香	tulipes
鬱金香	tulipa
手銬	manilles
刺針	punxar
允諾	promeses
同儕	parell
同儕	parells
睫毛	fuetades
門廊	porxada
門廊	porxo
休戰	treva
致癌物	carcinogen
致癌物	cancerígens
粗俗	vulgar
粗俗	vulgars
苦苦	amarg
苦苦	amarga
軸承	tenint
軸承	rodament
化油器	carburador
伏特加	vodka
鉬	molibdè
巴西利亞	brasília
鮮花	flors
孔洞	forat
孔洞	forats
排定	programades
排定	planificat
排定	programada
敬禮	saluden
鴨子	ànecs
鴨子	ànec
鴨子	duck
魚叉	arpó
導電	conductiva
顫音	trill
芳香族	aromàtiques
米開朗基羅	michelangelo
易位	cromosòmica
瞎子	cecs
瞎子	cec
釩	vanadi
鞭子	fuet
血親	consanguinitat
會眾	congregació
畫畫	pintura
畫畫	dibuix
葡萄球菌	aureus
幣值	divisa
幣值	moneda
護城河	fossat
重復	repeteix
重復	repetició
捅	apunyalar
編碼器	codificador
不孕	infertilitat
藐視	menyspreu
抽樣	mostra
抽樣	mostreig
煉金術	alquimia
悲觀	pessimista
悲觀	pessimisme
郵箱	bústia
養分	nutrients
養分	nutricional
原產地	origen
瑜珈	yoga
瑜珈	ioga
雇傭	contractacions
余弦	cosinus
狒狒	papió
圓周	circumferència
鉭	tàntal
弊病	malestar
同質	homogeni
同質	homogènia
同質	homogeneïtat
破獲	rebentat
排演	assajar
問卷調查	survey
問卷調查	enquesta
梯隊	echelon
手工藝	artesania
手工藝	artesania
抱抱	abraçada
抱抱	abraçades
殖民主義	colonialisme
僵化	rígid
僵化	rígids
僵化	rigidesa
論據	argument
摘錄	extractes
摘錄	extreu
摘錄	extracte
摘錄	extractes
性慾	libido
禮遇	cortesia
捲軸	rodet
捲軸	pergamins
無處	enlloc
求偶	festejant
經常性	recurrents
手帕	mocador
欠款	endarreriments
省省	província
省省	governació
侍者	cambrer
侍者	mosso
分貝	decibel
分貝	decibels
跋涉	trek
跋涉	trekking
道義	moral
道義	moralitat
道義	moral
聚酯	polièster
卡路里	caloria
卡路里	calories
存貨	inventari
存貨	estoc
存貨	stock
鄙視	menyspreen
傢俱	mobles
傢俱	mobiliari
傢俱	moble
鹽度	salinitat
乳頭	mugrons
乳頭	mugró
蕨類	falguera
風鈴	campanades
獴	mangosta
指針	punter
指針	apuntador
因果關係	causalitat
因果關係	casualitats
樣板	plantilles
樣板	plantilla
委屈	greuges
委屈	greuge
滾輪	roller
勤勞	treballadora
盧梭	rousseau
流動性	liquiditat
流動性	mobilitat
攪拌	remenar
公正性	imparcialitat
拖鞋	sabatilla
實心	sòlid
卑微	humil
卑微	humils
飲水	aigua
垂死	morint
抽搐	picó
難民營	campament
難民營	camp
電離層	ionosfera
優先權	prioritat
視網膜	retina
錫金	sikkim
精煉	perfeccionament
精煉	refinant
債權人	creditor
債權人	creditors
異教徒	pagan
倉儲	magatzem
舵手	timoner
贖回	redempció
欠債	endeutament
殉難	martiri
蒼白	pale
愧疚	culpa
愧疚	culpabilitat
低能	imbècil
奴隸制	esclavitud
羞愧	vergonya
外孫女	néta
童貞	virginitat
驗屍	autòpsia
幸一	koichi
緞	setinat
奇觀	meravelles
黃銅	brass
黃銅	llautó
愚者	tontos
愚者	ximples
自負	ego
白楊	pollancre
創造力	creativitat
牧羊犬	collie
介詞	preposició
鐵皮	tin
鐵皮	llauna
巷子	carreró
詞源	etymological
獨特性	singularitat
地窖	celler
同情心	compassió
雲彩	núvols
告解	confessió
疝	hèrnia
終端機	terminal
終端機	terminals
酸度	acidesa
蜷	ater
印表機	impressora
印表機	impressores
淡紫色	lavanda
炮艇	canonera
梭魚	barracuda
輕聲	murmuri
吉日	jiri
無神論	ateisme
無神論	ateu
對齊	alinea
對齊	alineació
對齊	alineament
計時器	temporitzador
酵母菌	llevats
酵母菌	llevat
酵母菌	rent
渴求	ànsies
燉	estofat
地牢	masmorra
地牢	masmorres
檢疫	quarantena
母牛	vaca
地衣	liquen
減壓	descompressió
離線	desconnectat
密使	emissari
議定	acordats
議定	acordat
議定	pactat
誓約	dharma
木棍	pals
果園	horts
果園	hort
小兒科	pediatria
潛意識	subconscient
潛意識	inconscient
指法	digitació
割禮	circumcisió
釔	itri
失語症	afàsia
從業人員	practicant
從業人員	practicants
片語	frase
片語	frases
耐性	paciència
採石場	pedrera
浴缸	banyera
差額	diferències
差額	diferència
輕輕	suaument
外科手術	cirurgia
嘟嘟	bip
皮草	pells
皮草	pelatge
列支敦斯登	liechtenstein
馬桶	vàter
男中音	baríton
女權	feminista
女權	feminist
機遇	oportunitats
衰敗	decaïment
不人道	inhumana
夢魘	malsons
夢魘	malson
大力士	hèrcules
吉普車	jeep
可悲	patètic
抱負	ambicions
抱負	ambició
尼古丁	nicotina
噴氣	jet
易碎	fràgils
易碎	fràgil
西服	vestit
西服	pal
焚化爐	incineradora
腰椎	punció
不明飛行物	ovni
結核	tuberculosi
測光	fotomètric
洞察	perspicàcia
歇斯底里	histèric
歇斯底里	histèria
野餐	pícnic
野餐	picnic
氮氣	nitrós
地鼠	gopher
排骨	costelles
日蝕	eclipsi
卷曲	rínxols
鑭	lantani
腐蝕性	corrosiu
米色	beix
黃瓜	cogombre
黃瓜	cogombres
搶掠	saqueig
鹵素	halogen
大廚	chef
大廚	xef
佈雷	bray
音波	sonic
阿拉巴馬	alabama
氣象學家	meteoròlegs
芥末	mostassa
芥末	wasabi
鄉紳	escuder
雄心勃勃	ambiciós
雄心勃勃	ambiciosos
絕對值	absoluts
絕對值	absolut
絕對值	absoluta
絕對值	absolutes
營養不良	malnutrició
復員	desmobilització
烏蘭巴托	ulaanbaatar
孵化器	incubadora
堅果	nut
堅果	anous
放縱	consentir
草藥	herbes
根除	eradicació
根除	eradicar
芥菜	mostassa
胸圍	bras
胸圍	sostenidor
胸圍	busto
胸圍	bust
貧民窟	gueto
壕溝	trinxeres
油氣	hidrocarburs
腎上腺素	adrenalina
火葬場	crematori
手工業	artesania
母后	mare
花兒	flors
花兒	flor
圈地	rodeo
強健	robust
老外	estranger
適中	moderat
緊迫	prement
雜技	acrobàcia
雜技	malabars
記憶力	memòria
扁桃	ametlla
補助金	subvencions
海象	morsa
背誦	recitant
背誦	recitar
幼苗	mudes
主席台	podi
解聘	acomiadament
巡邏隊	patrulla
病理學	patologia
遊牧民族	nòmada
遊牧民族	nòmades
種植園	plantació
種植園	plantacions
鹽類	sals
郵寄	correu
起重機	grues
起重機	grua
回響	ecos
枕頭	coixí
枕頭	coixins
晷	sundials
療傷	curació
療傷	millorant
訊問	interrogació
訊問	interrogatori
訊問	interrogatoris
權杖	varetes
量詞	quantificador
閥門	vàlvula
閥門	vàlvules
地堡	bunker
地堡	búnquer
洞察力	perspicàcia
魯莽	temerari
沸騰	bullint
沸騰	ebullició
方框	caixa
方框	capsa
方框	caixes
墨鏡	tonalitats
比例尺	escala
書架	prestatge
書架	prestatgeria
書架	prestatges
書架	lleixes
書架	prestatgeries
拋物線	parabòlic
拋物線	paràbola
血友病	hemofília
苯乙烯	estirè
圍巾	bufanda
圍巾	mocador
拉巴特	rabat
味精	msg
橋牌	pont
橋牌	bridge
勸導	persuasió
禿頭	calvo
鐘擺	pèndol
麥芽	malt
批評家	crítics
批評家	crític
雜草	brolles
雜草	maleses
雜草	herba
拘留所	detenció
水桶	galleda
水桶	cubeta
共謀	conspiració
共謀	complicitat
納賽爾	nasser
藥理學	farmacologia
抑鬱症	depressió
草圖	esbossos
草圖	croquis
草圖	esbós
受益人	beneficiari
受益人	beneficiaris
心包	pericardi
水泡	butllofes
渦輪機	turbina
靈活性	flexible
靈活性	flexibles
靈活性	flexibilitat
沙丁魚	sardines
靈媒	psíquic
靈媒	psíquica
輪盤	ruleta
孕期	embaràs
領帶	empat
領帶	corbata
馬甲	armilla
鋒利	sharp
鋒利	sostingut
聲學	acústic
聲學	acústica
避難所	aixopluc
避難所	refugi
避難所	santuari
避難所	refugi
人參	panax
雄偉	majestic
雄偉	majestuosa
雄偉	majestuós
鞭炮	petards
鞭炮	petard
疲憊	esgotament
疲憊	exhauriment
哀愁	tristesa
茶壺	tetera
疤	cicatriu
傳染性	infeccioses
傳染性	infecciosos
傳染性	decir
傳染性	contagiós
雛菊	daisies
白蘭地	conyac
洛美	lomé
軼事	anecdotes
日暮	higurashi
朦朧	hazy
適應性	adaptatiu
適應性	adaptació
適應性	adaptabilitat
棍子	pals
撞車	crash
撞車	fallades
責難	retret
耳環	pendents
耳環	arracades
耳環	arracada
洗滌	rentat
洗滌	rentatge
呻吟	gemec
殘缺	mutilat
細則	regles
細則	normes
細則	regla
無花果	figues
無花果	figa
純淨	puresa
櫃台	comptadors
裝飾品	ornament
裝飾品	ornaments
勘測	agrimensura
地籍	cadastrals
地籍	cadastre
高山族	highlander
買主	comprador
失禁	incontinència
極權主義	totalitarisme
極權主義	totalitari
多邊	multilaterals
巫婆	bruixa
隱身	invisible
隱身	sigil
隱身	invisibilitat
極權	totalitari
湯匙	cullera
肩胛骨	escàpula
育兒	educar
啄木鳥	picot
機油	oli
藥草	herb
藥草	herbes
訂正	revisions
澆	abocar
旁觀者	espectadors
玷污	sully
移民局	immigració
喪葬	enterrament
喪葬	funeral
護身符	amulet
護身符	amulets
陪審員	jurat
陪審員	jurats
味覺	gust
味覺	paladar
壞死	necrosi
瑪瑙	àgata
瑪瑙	ònix
紅木	petaure
紅木	rosewood
紅木	redwood
懶惰	peresós
懶惰	mandrós
懶惰	mandra
氫化	hidrur
檻	ampits
火種	espurna
才幹	talent
泛舟	ràfting
散熱器	radiador
褻瀆	blasfèmia
稅金	impost
老了	antic
保證金	bons
保證金	dipòsit
保證金	vincle
保證金	lligam
單軌鐵路	monorail
盆景	bonsai
奎寧	quinina
尿布	bolquer
尿布	bolquers
曝露	exposició
藍莓	nabius
截獲	interceptar
截獲	intercepció
截獲	interceptats
選任	electius
狹隘	estret
限額	límit
限額	límits
溫和派	moderats
甜瓜	melons
產生器	generador
火爐	estufa
火爐	xemeneia
鐵匠	herrero
鐵匠	ferrer
公雞	gall
請願書	petició
噴灑	aspersió
噴灑	polvoritzar
傭人	servent
理髮師	barber
理髮師	perruqueria
理髮師	perruquera
理髮師	perruquer
樹懶	peresós
崖壁	cingles
肚皮	panxa
肚皮	belly
安樂死	eutanàsia
失竊	robatori
失竊	furt
跳動	batecs
金匠	goldsmith
留聲機	gramophone
留聲機	fonògraf
亂倫	incest
方位角	azimut
聚氯乙烯	pvc
公事包	maletí
毛毯	manta
毛毯	mantes
上癮	addicte
上癮	addicta
上癮	addiccions
上癮	addicció
上癮	addictiu
瓦礫	enderrocs
瓦礫	runes
無機	inorgànica
克里姆林宮	kremlin
床單	làmines
床單	fulls
床單	llençols
翱翔	pugen
牡蠣	ostra
噩夢	malson
細胞質	citoplasma
牧草	pastures
伯爾尼	berna
拼湊	patchwork
寶塔	pagoda
手提箱	maleta
污辱	insult
膠質	gelatina
氣象學	meteorologia
半圓	semicercle
巴貝多	barbados
篡奪	usurpació
達喀爾	dakar
拳手	boxejador
拳手	lluitador
瘋了	boig
純純	purs
純純	pura
純純	pur
刺繡	brodat
刺繡	brodats
退款	restitució
退款	devolucions
外傷	trauma
剽竊	plagi
力爭	esforçant
藥水	poció
藥水	elixir
獨眼龍	ciclop
藥劑師	farmacèutics
藥劑師	farmacèutic
魣	barracuda
膿	pus
俠義	cavalleries
否決權	veto
否決權	vet
墓誌銘	epitafi
仇視	odi
結核病	tuberculosi
溫度計	termòmetres
溫度計	termòmetre
蜂鳥	colibrí
釤	samari
胳膊	braç
悍馬	hummer
爆米花	crispetes
瀋陽市	shenyang
壯舉	feat
送貨	lliurament
送貨	entregues
送貨	lliuraments
船主	armadors
下陷	subsidència
番紅花	safrà
辮子	trena
辮子	trenat
辮子	trenes
吐司	torrades
吐司	brindis
吐司	torrada
內疚	culpa
內疚	culpabilitat
膠帶	cinta
手肘	colze
手肘	colzes
民團	vigilant
民團	justicier
洗衣機	rentador
胎盤	placenta
自助餐	bufet
自助餐	buffet
聯通	connectivitat
面談	entrevista
面談	entrevistes
鄰里	barri
鄰里	veïnat
袖子	mànigues
袖子	màniga
無神論者	militants
無神論者	ateu
酒保	cambrer
銪	europi
地心引力	gravetat
鯢	salamandra
沖洗	rasant
胸骨	estern
織物	teixit
附表	horaris
附表	planificacions
附表	horari
無名氏	anònim
無名氏	anonymous
無名氏	anònims
魔羯座	capricorn
罪孽	pecat
罪孽	pecats
雜耍	sideshow
雜耍	malabars
壹岐	iki
拐杖	canya
拐杖	crossa
書籤	marcadors
口紅	pintallavis
各層	capes
性腺	gònades
摩加迪沙	mogadiscio
犀鳥	calau
拖拉機	tractors
拖拉機	tractor
腳跟	talons
海產	marisc
彎刀	simitarra
鼬鼠	mostela
沼澤地	pantà
夾克	jaqueta
夾克	jaquetes
近視	miopia
證言	testimonial
證言	testimoni
巴豆	croton
押金	dipòsit
押金	dipòsits
繃帶	embenat
人猿	ape
人猿	simis
鑽探	perforació
裝束	indumentària
隔間	compartiment
焦油	tar
旗子	bandera
旗子	banderes
旗子	indicadors
電子計算機	ordinadors
沈默	silenci
空閒	inactiu
鏈球菌	streptococcus
掩體	bunker
掩體	búnquer
腎上腺	suprarenal
無止境	interminable
無止境	interminables
貯存	emmagatzematge
貯存	emmagatzemament
蓄水池	cisterna
蓄水池	cisternes
比目魚	halibut
講課	xerrades
蓋世太保	gestapo
辯證	materialisme
辯證	dialèctica
釘子	deté
釘子	ungles
手續費	honoraris
手續費	taxes
乳製品	làctics
乳製品	lacti
洋娃娃	nina
洋娃娃	doll
洋娃娃	ninot
洋娃娃	nines
洋娃娃	dolls
欽佩	admiració
肺泡	alveolar
飛盤	frisbee
互助會	fraternitat
遊民	rodamón
遊民	hobo
睡蓮	lliris
紅利	bonus
紅利	gratificació
紅利	bonificació
紅利	bonificacions
紅利	dividends
電導	conductivitat
枕木	travesses
時髦	atrevides
離合器	embragatge
鍀	tecneci
雲母	mica
籃子	cistell
籃子	cistella
籃子	cistelles
雙唇	llavis
銻	antimoni
迷你裙	minifaldilla
馴鹿	rens
馴鹿	ren
馴鹿	caribou
包頭	baotou
親屬關係	parentiu
創造性	creativitat
創造性	creatius
創造性	creativa
創造性	creative
創造性	creatiu
創造性	creatives
三輪車	tricicles
三輪車	tricicle
親和	afinitat
鹽酸	clorhidrat
斷線	desconnectat
錇	berkeli
偽科學	pseudociència
臥室	dormitoris
臥室	dormitori
不健康	insalubres
謙卑	humil
謙卑	humils
謙卑	humilitat
耳塞	taps
叛國罪	traïció
含羞草	mimosa
皮帶	corretja
皮帶	cinturó
點綴	embellida
黃鶯	cantadors
小指	pinky
謙虛	modèstia
謙虛	humil
謙虛	humils
謙虛	modest
謙虛	modesta
信譽	credibilitat
信譽	reputació
集權	centralització
磧	morrena
台階	pas
鈇	flerovi
菠菜	espinacs
煮沸	bullint
煮沸	ebullició
煮沸	bullir
豆類	mongetes
毒癮	addiccions
毒癮	addicció
結腸	colon
囊腫	quist
雷管	detonador
薯條	fitxes
漿果	berry
糖原	glucogen
手淫	masturbació
睪丸	testicle
睪丸	testicles
解藥	antídot
碳氫化合物	hidrocarburs
碳氫化合物	insaturat
申請書	aplicació
申請書	aplicacions
蒙蔽	encegat
殺菌	bactericida
逝者	causant
逝者	difunts
潛水員	bussejador
潛水員	diver
潛水員	bussejadors
隱約	vagament
聚苯乙烯	poliestirè
宣洩	catarsi
禁閉	confinament
救生員	socorrista
救生員	socorrisme
框框	fotograma
框框	marc
荒淫	disbauxa
楊柳	salzes
累了	cansada
累了	cansats
累了	cansat
科倫坡	colombo
手藝	ofici
最壞	pitjor
閹黨	camarilla
歌妓	cortesana
兒科	pediàtrica
兒科	pediatria
保費	primes
保費	premium
髮夾	revolt
粗魯	groller
粗魯	rude
嘟	bip
切線	tangent
牽引力	tracció
純化	depurat
純化	purificar
純化	purificació
耗散	dissipació
面紗	vel
跛	agafo
跛	penós
便秘	restrenyiment
撫慰	consuelo
撫慰	comoditat
撫慰	confort
自給	subsistència
厭氧	anaeròbia
誓詞	jurament
木筏	bassa
木筏	basses
胸膛	pit
小菜	plat
彎彎	doblegar
米妮	minnie
敗血症	sèpsia
枷鎖	jou
白樺	bedoll
合意	consensuada
潤滑劑	lubricant
潤滑劑	lubricants
潤滑油	lubricant
收據	rebuts
腓骨	peroné
釙	poloni
域外	extraterritorialitat
謎語	endevinalla
謎語	endevinalles
詩意	poètic
詩意	poètica
碳化物	carbur
產婦	maternal
產婦	maternitat
逗號	coma
逗號	comas
逗號	comes
解凍	desgel
解凍	desbloquejats
簧片	reed
沈沒	enfonsament
流離失所	desplaçaments
流離失所	desplaçament
算盤	abacus
奈緒子	naoko
蘆薈	aloe
瓊脂	agar
判斷力	fallada
判斷力	sentència
鼓聲	tambors
偏執	paranoic
偏執	paranoia
猿猴	simis
百靈	calàndria
藥理	farmacològic
藥理	farmacologia
塌方	esllavissades
塌方	esllavissada
貓王	elvis
勺子	cullera
胡蘿蔔	pastanaga
胡蘿蔔	pastanagues
蛤蜊	clam
打賭	aposta
營房	caserna
營房	barracons
痴迷	obsessió
痴迷	obsessionat
週數	setmanes
朱麗葉	julieta
朱麗葉	juliet
腳印	petjada
草叢	herba
掃描器	escàner
掃描器	escàners
瀰漫	difusa
鑽孔	perforació
鑽孔	simulacre
低血糖	hipoglucèmia
巨集	macros
船艙	cabina
船艙	cabana
整潔	tidy
整潔	bestial
獎杯	trofeu
獎杯	trofeus
神職	sacerdoci
樹冠	canopy
蔑視	menyspreu
露水	rosada
增值稅	iva
咕嚕	gollum
披肩	xal
壓縮機	compressor
壓縮機	compressors
聚合酶	polimerasa
警徽	distintiu
手風琴	acordió
鈀	palladium
押韻	rima
尺碼	talles
尺碼	mides
報應	retribució
報應	karma
受孕	concebre
受孕	concepció
書包	motxilla
預謀	premeditada
嗓子	veu
悔恨	remordiment
育種	cria
食慾	apetit
碧瑤	baguio
孔徑	obertura
嗎啡	morfina
毛衣	jersei
女同志	lesbiana
重讀	rellegir
邊框	fronteres
邊框	frontera
邊框	vores
邊框	vora
安眠藥	hipnòtic
必需品	essentials
世仇	contesa
新陳代謝	metabolisme
新陳代謝	metabòlic
同謀	còmplices
同謀	còmplice
同謀	complicitat
扭傷	esquinç
傢具	mobles
傢具	mobiliari
傢具	moble
觸電	electrocució
聖歌	himne
聖歌	chant
齋戒	dejuni
站著	stand
汽油彈	napalm
脫衣舞	franja
脫衣舞	striptease
惡霸	fanfarró
閒暇	lleure
可敬	honorable
可敬	venerable
魚種	espècies
魚種	espècie
尼科西亞	nicòsia
幫會	club
可讀性	llegibilitat
剛毅	fortitude
採礦業	mineria
串列	serial
鞦韆	swing
鷚	piula
斷頭台	guillotina
硫酸鹽	sulfat
乳豬	garrins
賴索托	lesotho
兩院制	bicameral
托運	enviament
認領	reclamava
認領	reclamat
認領	reivindicació
認領	reclamació
辛迪加	sindicada
十項全能	decathlon
鼻炎	rinitis
反托拉斯	antitrust
掃帚	escombra
偷看	ullada
蒙古包	iurta
錄音機	enregistrador
錄音機	registrador
靈敏度	sensibilitat
查考	chacao
雜項	divers
寄養	foster
凌亂	barrejat
隱士	reclús
鋨	osmi
喜慶	festiu
喜慶	festives
藍芽	bluetooth
時辰	hora
華爾茲	vals
紫羅蘭	violeta
紫羅蘭	violet
紫羅蘭	violetes
拋光	polit
水電站	presa
東山再起	remuntada
腦膜炎	meningitis
鋯	zirconi
韌性	tenacitat
衣櫃	vestuari
衣櫃	armari
赤足	descalça
胃口	apetit
伯利恆	betlem
豬仔	garrí
豬仔	porquet
兵卒	peó
罐裝	conserves
相爭	competint
有機體	organisme
有機體	organismes
產科	obstetrícia
傷疤	cicatrius
傷疤	cicatriu
大霧	boira
氣化	gasificació
獨裁政權	dictadura
魚兒	peixos
魚兒	peix
氣喘	asma
劃界	delimitació
劃界	delineació
劃界	demarcació
紙漿	polpa
馴服	amansiment
馴服	domat
馴服	tame
酸味	sour
痴呆	demència
輕蔑	menyspreu
決算	comptes
跨國公司	tnc
成百上千	centenars
成百上千	moltíssims
臭蟲	bug
臭蟲	fallades
臭蟲	errors
臭蟲	bugs
臭蟲	bitxos
鉍	bismut
校准	calibrat
校准	calibrar
校准	calibratge
汗水	suar
汗水	suor
腦炎	encefalitis
訂戶	subscriptor
訂戶	subscriptors
訂戶	abonats
罪過	pecat
破冰船	trencaglaç
更年期	menopausa
滿文	manxú
手心	palmes
多雲	ennuvolat
防腐劑	conservants
防腐劑	conservant
皺紋	arruga
皺紋	arrugues
肚臍	melic
忙著	ocupat
宗法	patriarcal
七月份	juliol
上訪	petició
白日夢	daydream
輸家	perdedor
包容性	inclusió
包容性	inclusiu
至高無上	supremacia
發病率	incidència
發病率	morbiditat
發病率	prevalença
越野賽	bmx
瓶裝	envasada
鐵鍊	cadenes
搖動	rocking
搖動	shake
拜拜	adéu
枯木	deadwood
探照燈	searchlight
許諾	promeses
膚淺	superficial
懊悔	remordiment
吸氣	inhalar
做夢	somia
做夢	somiar
做夢	somni
做夢	somiant
十誡	decàleg
十誡	manaments
敬酒	torrades
敬酒	brindis
敬酒	torrada
隔膜	diafragma
試點	pilot
手鐲	polsera
手鐲	braçalet
手鐲	polseres
注射器	xeringa
注射器	xeringues
汽化	vaporització
神韻	verve
度假勝地	resort
熨斗	ferros
鏷	protoactini
政界人士	polítics
誦經	chant
阿武	takeshi
擴音器	megafonia
糖蜜	melassa
公訴	imputació
吃醋	gelós
義氣	germandat
義氣	germanor
義氣	hermandad
感傷	sentimental
硝酸鹽	nitrat
億萬富翁	multimilionari
億萬富翁	multimilionaris
打火機	encenedor
供詞	confessions
桂皮	canela
菜花	coliflor
烤箱	forns
烤箱	forn
塵土	pols
判罪	condemnes
鼴鼠	talp
鼴鼠	mols
鼴鼠	moles
多才多藝	polivalència
多才多藝	versàtil
核可	aprovació
勢頭	impuls
汽車旅館	motels
汽車旅館	motel
充電器	carregador
充電器	carregadors
充電器	chargers
鬥牛士	torero
鬥牛士	matador
美洲獅	puma
癱	paràlisi
癱	paralitzat
雲杉	spruce
腎炎	nefritis
千卡	kcal
幻燈片	diapositives
幻燈片	diapositiva
幻燈片	llisca
幻燈片	diapositives
隨身聽	walkman
貧民區	gueto
壁爐	xemeneia
十進位	decimal
製成品	fabrica
壓碎	trituració
開心果	festuc
姨媽	tieta
姨媽	tieta
姨媽	tia
編目	catàleg
編目	catalogació
動蕩	turbulència
動蕩	agitació
天鵝絨	vellut
天鵝絨	velvet
勞頓	lawton
批發商	majoristes
糧倉	graner
曲軸	cigonyal
被綁	empatat
獵槍	escopeta
戲服	vestuari
戲服	disfresses
戲服	disfressa
箭號	arrow
箭號	fletxa
脫軌	anihilar
旅費	viatges
長生不老	immortalitat
越野車	suv
鞋匠	zapatero
鞋匠	sabater
冒號	colon
定居點	assentament
燕尾服	esmòquing
女權主義	feminisme
女權主義	feminista
女權主義	feminist
薩那	sana
微波爐	microones
膽汁	bilis
罪惡感	culpa
罪惡感	culpabilitat
巴馬科	bamako
手工藝品	artesania
手工藝品	artesania
酸酸	sour
唇齒	labiodental
特異性	especificitat
針織	teixir
核反應堆	reactor
刺痛	formigueig
鞋類	calçat
木琴	xilòfon
最糟	pitjor
連貫性	coherència
連貫性	consistència
連貫性	coherència
頑抗	recalcitrant
濟南市	jinan
排他性	exclusiu
排他性	exclusiva
排他性	exclusivitat
風頭	limelight
多汁	sucosa
藥典	farmacopea
篤志	atsushi
仿生	bionic
施肥	adob
施肥	fertilitzant
施肥	fertilització
絕育	esterilització
縮影	epítom
秒數	segons
武庫	arsenal
武庫	arsenals
拒收	rebuigs
乳液	loció
毛蟲	eruga
風笛	cornamusa
雨衣	impermeable
止痛藥	prozac
稿子	manuscrit
品嘗	tast
品嘗	degustació
清償	liquidat
溢價	premium
血跡	sang
多氯聯苯	pcb
多氯聯苯	pcbs
鴻溝	divideix
閃擊	blitz
飛行船	dirigible
籠子	gàbia
籠子	gàbies
收歸國有	nacionalització
胡蘿蔔素	carotè
被子	manta
被子	cúbic
庸俗	vulgar
庸俗	vulgars
鋼絲	filferro
鋼絲	cable
鐵餅	discus
晚飯	sopar
懦夫	covard
直腸	pòlip
遘	gou
壁壘	barreres
沙沙	sasha
垂涎	cobejat
本體論	ontologia
氣餒	desanimat
遞送	lliurament
焦急	ansiosa
示警	advertències
示警	avisos
屈指可數	grapat
蚱蜢	grasshopper
創業者	empresari
創業者	emprenedor
創業者	emprenedores
創業者	empresaris
創業者	emprenedors
陰天	ennuvolat
陰天	ennuvolat
唇膏	pintallavis
偽證	perjuri
長處	avantatges
雞姦	sodomia
毛額	bruta
毛額	bruts
頹廢	decadent
把戲	truc
帳單	factures
帳單	facturació
萵苣	enciams
萵苣	enciam
鏑	disprosi
蟲子	fallades
蟲子	errors
蟲子	bugs
蟲子	bitxos
髖	hip
髖	maluc
數數	comte
匯編	compilació
匯編	recopilatori
匯編	reculls
項圈	collar
鐿	iterbi
不均衡	desigual
伯母	tieta
脾臟	melsa
預兆	auguri
閒話	gossip
鋼筆	bolígraf
鋼筆	ploma
鋼筆	pen
鋼筆	llapis
鋼筆	pens
鋼筆	corrals
雙關語	pun
出汗	suar
出汗	suor
阪本	sakamoto
杏樹	albercoc
煉油	refinant
玩世不恭	cínic
索賠	reivindicació
索賠	reclamació
口譯	intèrpret
口譯	interpretació
口譯	intèrprets
桑給巴爾	zanzíbar
人工授精	inseminació
顴骨	pòmuls
營養素	nutricional
營養素	nutrients
加寬	eixamples
日光浴	tanning
耳語	murmuri
耳語	murmura
山雞	pollastre
失水	deshidratació
鬧鬼	embruixat
間歇	interval
露頭	aflorament
吉普賽	gitana
吉普賽	gitanes
吉普賽	gitano
吉普賽	gitanos
㹴	terrier
寡頭	oligarquia
天文館	planetari
驢子	ase
凳子	tamboret
皰疹	herpes
推土機	excavadores
嫁接	empelt
點頭	nod
支氣管炎	bronquitis
肥胖症	obesitat
輪換	rotació
消化不良	indigestió
水蛭	sangoneres
水蛭	sangonera
收件人	destinatari
收件人	destinataris
突發事件	imprevistos
突發事件	contingències
蓖麻	càstor
無法無天	lawless
眼皮	parpelles
眼皮	parpella
模稜兩可	ambigua
模稜兩可	ambigu
煎蛋	truita
超聲波	ultrasònica
金剛經	sutra
笑臉	smiley
橡皮擦	esborrany
無縫	fluïda
誹謗罪	difamació
板牙	mater
借款人	prestatari
穀類	cereals
穀類	cereals
穀類	cereal
權衡	pesatge
吸管	palla
明細	desglossament
滲漏	fuites
