και	in
ψυχής	duši
ψυχής	soul
ψυχής	dušo
τζίμι	jimmy
νικολαΐδης	nikolaidis
εμπειρίες	doživetja
εμπειρίες	izkušnje
κατακτήσεις	osvajanja
κατακτήσεις	osvojitev
κατακτήσεις	osvajanje
κατακτήσεις	osvojitve
τσέλσι	chelsea
παρακολουθεί	gledanje
παρακολουθεί	gledal
παρακολουθεί	opazovati
παρακολουθεί	opazuje
ποτάμια	rek
ποτάμια	reke
τόκιο	tokio
φίλιπ	phillip
φίλιπ	philip
φίλιπ	filip
τράπεζες	banks
τράπεζες	bankam
τράπεζες	bankah
τράπεζες	bankami
τράπεζες	banke
τράπεζες	bančni
τράπεζες	bančništvo
αφήγηση	pripoved
τέταρτος	četrto
τέταρτος	četrta
τέταρτος	četrtič
τέταρτος	četrti
νικά	zmaga
ανάφλεξης	vžig
πόλωση	polarizacijo
σκηνοθέτησε	režiral
σκηνοθέτησε	usmerjeno
σκηνοθέτησε	usmerjeni
σκηνοθέτησε	usmerjena
μπαρ	bari
μπαρ	rešetke
μπαρ	bare
μπαρ	palice
μπαρ	bar
διεύθυνσης	krmiljenje
διεύθυνσης	usmerjevalni
ουαλία	wales
πορτρέτο	portret
φαγητό	hrano
φαγητό	hrana
φαγητό	živila
ουράνιο	uran
κρόνου	saturn
ανακατεύθυνση	preusmeritev
ανακατεύθυνση	preusmeri
ανακατεύθυνση	preusmerjen
ανακατεύθυνση	preusmerjanje
παραγωγές	produkcije
παραγωγές	produkcija
χριστούγεννα	božič
σεβασμό	spoštovanja
σεβασμό	spoštovati
σεβασμό	spoštovanje
σεβασμό	spoštuj
άντερσον	anderson
άντερσον	andersson
διατύπωση	formulacije
διατύπωση	formulaciji
στιβ	steve
στιβ	steva
γκράμι	grammyjev
απαντήσεις	odzivi
απαντήσεις	odgovore
απαντήσεις	odgovori
απαντήσεις	odgovori
κτήμα	posest
κτήμα	posestvo
τορόντο	toronto
λεωφορείο	bus
λεωφορείο	avtobus
λεωφορείο	avtobusna
κοινές	pogosti
κοινές	pogosto
μουσουλμάνων	muslimani
μουσουλμάνων	muslimanov
ελεφαντοστού	slonokoščeni
χάουαρντ	howard
βαθύ	globoka
βαθύ	globoko
βαθύ	globok
βαθύ	globoka
λεκάνη	medenico
λεκάνη	stranišče
λεκάνη	wc
μόνοι	sama
μόνοι	sami
μόνοι	sam
σημάδια	brazgotine
σημάδια	znamenja
σημάδια	oznake
σημάδια	marks
σημάδια	oznake
σημάδια	označbe
σημάδια	znamenja
σημάδια	znake
σημάδια	znaki
σημάδια	znakov
ελέγχεται	nadzorovano
ελέγχεται	nadzorovanih
ελέγχεται	nadzorovana
ελέγχεται	nadzorovan
ελέγχεται	nadzorovani
μοναρχία	monarhija
κουκ	kuhar
κουκ	cook
κουκ	kuharica
ταμείο	sklad
εθελοντές	prostovoljci
σκόνη	prah
σκόνη	praha
σκόνη	prašek
κάρτα	kartico
κάρτα	kartica
κάρτα	karta
θεωρητική	teoretično
θεωρητική	teoretična
θεωρητική	teoretični
αιτίες	vzroki
κιβώτιο	box
κιβώτιο	zaboj
κιβώτιο	škatlica
κιβώτιο	škatla
κιβώτιο	škatlo
κιβώτιο	zaboj
ροζ	rožnata
ροζ	pink
ροζ	rožnate
ροζ	rožnati
ροζ	rožnato
ροζ	roza
ροζ	rose
ροζ	vrtnica
πειρατές	pirati
πειρατές	piratov
εκπροσωπεί	predstavlja
εκπροσωπεί	zastopa
υποχρέωση	obveznost
υποχρέωση	odgovornost
υποχρέωση	obveznost
υποχρέωση	obveznosti
υποχρέωση	obveza
πλούτο	bogastva
πλούτο	bogastvo
πλούτο	premoženje
πλούτο	pluton
αντιπαράθεση	soočenje
αντιπαράθεση	polemik
καρολίνα	karolini
καρολίνα	karolina
συστηματικά	sistematično
συστηματικά	sistematične
συστηματικά	sistematično
συστηματικά	sistematičnega
συχνές	pogosti
συχνές	pogosto
επικράτηση	razširjenost
επικράτηση	razširjenosti
θυσία	žrtvovanja
θυσία	žrtvovanje
τοίχο	obzidje
τοίχο	zid
τοίχο	stena
τοίχο	steno
ανάγλυφο	reliefni
αιγυπτιακή	egipčanski
αποτελεσματικά	učinkoviti
αποτελεσματικά	učinkovita
αποτελεσματικά	učinkovit
αποτελεσματικά	učinkovito
κελσίου	celzija
ινδονησία	indonezije
ινδονησία	indonezija
πορτοκαλί	oranžno
πορτοκαλί	oranžni
πορτοκαλί	pomaranča
πορτοκαλί	oranžne
πορτοκαλί	oranžna
εργοστάσια	tovarn
εργοστάσια	tovarne
παράλληλη	vzporedno
παράλληλη	vzporedni
παράλληλη	vzporedna
χόλιγουντ	hollywood
ημιτελικό	polfinale
ημιτελικό	polfinalna
μονοπάτι	pot
μονοπάτι	sled
ιάπωνες	japonski
ιάπωνες	japonsko
ιάπωνες	japonci
ιάπωνες	japonec
ιάπωνες	japonska
μεταναστών	migranti
μεταναστών	migrantov
μεταναστών	migrante
μεταναστών	priseljenci
αλληλεπίδραση	zaroka
αλληλεπίδραση	interakcij
αλληλεπίδραση	interakcije
συνιστά	priporoča
σέρβων	srbi
τεχνητή	umetne
τεχνητή	umetna
τεχνητή	umetno
τεχνητή	umetni
τεχνητή	umetnega
αλίκη	alica
αλίκη	alice
ντέιβ	dave
ντέιβ	dava
κατάλογοι	katalogov
κατάλογοι	mape
κατάλογοι	kataloge
κατάλογοι	seznami
κατάλογοι	sezname
τροποποίηση	sprememba
τροποποίηση	spremeni
τροποποίηση	sprememba
σκούρο	temna
σκούρο	temni
σκούρο	temno
απήχηση	doseg
απήχηση	reach
απήχηση	doseči
εκκλησιαστικά	cerkveni
εκκλησιαστικά	cerkvene
ηρώων	heroji
ηρώων	junaki
ηρώων	heroje
ηρώων	junake
ηρώων	junakov
βασιλικός	basil
βασιλικός	kraljevi
βασιλικός	kraljevsko
βασιλικός	royal
βασιλικός	kraljevo
μερικώς	delno
μερικώς	deloma
μερικώς	delno
μερικώς	deloma
εισπράξεις	prejemki
λίχτενσταϊν	lichtenstein
περιορισμούς	omejitve
περιορισμούς	omejitve
περιορισμούς	omejitev
εκπρόσωποι	predstavniki
εκπρόσωποι	zastopniki
εκπρόσωποι	delegati
ζάγκρεμπ	zagreb
ρίκο	rico
υποχρεωτική	obvezno
υποχρεωτική	obvezen
υποχρεωτική	obvezna
υποχρεωτική	obvezno
υποχρεωτική	obvezni
υποχρεωτική	obvezne
υποχρεωτική	obvezna
υποχρεωτική	obvezno
υποχρεωτική	obvezni
υποχρεωτική	obvezne
ιερείς	duhovniki
ιερείς	duhovnikov
ιερείς	duhovnike
μετακινήθηκε	preselil
μετακινήθηκε	prestavljen
μετακινήθηκε	premaknjena
εμπιστοσύνη	zaupanje
εμπιστοσύνη	samozavest
εμπιστοσύνη	zaupanja
εμπιστοσύνη	zaupanje
εμπιστοσύνη	zaupanja
αποσυρθεί	odvzeta
αποσυρθεί	umaknjeni
αποσυρθεί	umaknjena
αποσυρθεί	odvzeto
ενσωμάτωση	integracija
ενσωμάτωση	vključevanje
ενσωμάτωση	vključitev
ενσωμάτωση	povezovanje
ενσωμάτωση	vključitev
ενσωμάτωση	integracija
ενσωμάτωση	vključevanje
μειώνει	znižuje
μειώνει	zmanjšuje
μειώνει	zmanjša
απογόνους	potomci
απογόνους	potomcev
απογόνους	potomec
απογόνους	potomce
απογόνους	potomci
αβραάμ	ibro
αβραάμ	abraham
άρση	dviganje
άρση	dvigovanje
μαθητή	učenec
μαθητή	učenka
ουδέτερο	nevtralno
ουδέτερο	nevtralni
ουδέτερο	nevtralen
προάστια	predmestje
προάστια	predmestju
προάστια	predmestja
κέβιν	kevin
ιεραρχία	hierarhije
ιεραρχία	hierarhijo
φαράγγι	canyon
φαράγγι	kanjon
λογικά	logično
συναλλαγές	trgovanje
συναλλαγές	trgovina
συναλλαγές	menjava
συναλλαγές	transakcije
οροφή	strop
οροφή	strehe
οροφή	streho
οροφή	streha
οροφή	strehi
βιομηχανίες	industries
μαρί	marie
βορειοδυτική	severozahodni
βορειοδυτική	sz
βορειοδυτική	severozahodno
αρμοδιότητες	odgovornosti
αρμοδιότητες	pristojnosti
αρμοδιότητες	pristojnosti
αρμοδιότητες	kompetence
κυρίαρχη	prevladujoča
κυρίαρχη	prevladujoči
κυρίαρχη	prevladujoče
κυρίαρχη	prevladuje
πετρώματα	skale
πετρώματα	kamenje
πετρώματα	kamni
κλάση	razred
κλάση	pouk
λείπει	pogrešana
λείπει	manjkajoče
λείπει	pogrešan
λείπει	manjka
λείπει	manjkajo
ολύμπου	olimp
άντονι	anthony
συμπεράσματα	sklepi
συμπεράσματα	zaključki
τζαμάικα	jamajke
καμπύλη	ovinek
καμπύλη	krivulja
καμπύλη	krivuljo
καμπύλη	krivulje
σωκράτης	sokrat
τούρκος	turek
τούρκος	turka
τούρκος	turk
τούρκος	turška
τούρκος	turški
τούρκος	turško
επισκέφτηκε	obiskal
επισκέφτηκε	obiskala
φήμες	govorice
φήμες	govorice
τε	tae
βασίλεια	kraljestev
βασίλεια	kraljestev
βασίλεια	kraljestva
τσεχοσλοβακία	češkoslovaško
μεγέθη	velikosti
ταχύτητες	prestav
ταχύτητες	prestave
ταχύτητες	hitrosti
εσείς	si
εσείς	ti
περιμένει	čakanje
περιμένει	čakam
νείλου	nila
νείλου	nil
κυρίαρχο	prevladujoča
κυρίαρχο	prevladujoči
κυρίαρχο	prevladujoče
κυρίαρχο	prevladuje
κυρίαρχο	suvereno
περιστασιακά	občasno
περιστασιακά	občasno
φυλών	pasem
φυλών	pasme
πρόκληση	izziv
λιμάνια	pristanišča
ελίζαμπεθ	elizabeta
ελίζαμπεθ	elizabeth
φυσικούς	fiziki
ολλανδική	nizozemsko
ολλανδική	nizozemski
αντιγραφή	podvoji
αντιγραφή	dvojnik
αντιγραφή	kopiranje
αντιγραφή	kopiraj
αντιγραφή	kopijo
αντιγραφή	kopiranje
κολομβίας	kolumbijski
κολομβίας	kolumbijo
κολομβίας	kolumbiji
τάφοι	grobnice
τάφοι	grobov
τάφοι	graves
τάφοι	grobove
λιούις	lewis
κόκκινα	rdeči
κόκκινα	rdeča
κόκκινα	rdeči
κόκκινα	rdeč
κόκκινα	rdeče
κόκκινα	red
χριστόφορος	christopher
γέφυρες	mostove
γέφυρες	mostov
γέφυρες	mostovi
φιλελεύθερο	liberalni
ντέρμπι	derbi
αρχηγοί	vodje
αρχηγοί	voditelji
σύνοψη	povzetek
διαθέσιμη	razpoložljivi
διαθέσιμη	razpoložljiva
υπολείμματα	ostanki
υπολείμματα	ostanek
υπολείμματα	ostanki
παρεκκλήσι	kapelo
παρεκκλήσι	kapela
αεροπλάνο	ravnina
αεροπλάνο	letalo
αεροπλάνο	letalo
αεροπλάνο	letalo
έρημο	zapuščeno
έρημο	puščava
έρημο	puščavi
φθάνοντας	doseganje
ρίχτερ	richter
εργαζομένων	delavcev
εργαζομένων	delavci
εργαζομένων	delavce
προβλέπει	napoveduje
συνωμοσία	zarota
συνωμοσία	zarote
συνωμοσία	zaroto
αναλυτική	analitske
ισχυρίστηκε	trdil
στέγη	strehe
στέγη	streho
στέγη	streha
στέγη	strehi
αυστριακή	avstrijski
αυστριακή	avstrijska
αυστριακή	avstrijsko
τάσης	napetost
τάσης	napetosti
διαχωρισμό	ločevanje
επεκταθεί	razširjeni
επεκταθεί	razširjeno
επεκταθεί	podaljšana
επεκταθεί	podaljšano
επεκταθεί	razširjena
επεκταθεί	podaljšan
επεκταθεί	razširjeni
επεκταθεί	razširjen
επεκταθεί	razširjena
επεκταθεί	razširjene
συνταγματάρχης	polkovnik
αρχηγείο	poveljstvo
αρχηγείο	štab
αρχηγείο	sedež
αντιπροσωπεύουν	zastopati
αντιπροσωπεύουν	predstavljajo
νοτιοδυτική	jugozahodno
νοτιοδυτική	jz
πιθανότητες	verjetnosti
πιθανότητες	verjetnost
πιθανότητες	verjetnost
πιθανότητες	možnosti
πιθανότητες	možnosti
συνηθισμένο	navadna
συνηθισμένο	navadni
διαδηλωτές	protestniki
διαδηλωτές	protestnikov
διαδηλωτές	protestniki
διαδηλωτές	protestnike
διαδηλωτές	protestniki
λέσχη	klub
λέσχη	club
κήπος	garden
κήπος	vrt
στόχων	cilji
καταδίκη	obsodba
καταδίκη	prepričanje
καταδίκη	obsodba
μάλι	mali
παλαιστίνης	palestini
εξαφάνιση	izginotje
εξαφάνιση	izumrtje
κριτικοί	kritiki
κριτικοί	kritike
μάρμαρο	marmor
σύντομος	kratki
σύντομος	kratko
σύντομος	kratek
σύντομος	kratka
σύντομος	kratke
σύντομος	kratek
αζώτου	dušik
αζώτου	dušika
μάθησης	učenje
κοιμητήριο	pokopališču
κοιμητήριο	pokopališče
εμπόδια	pregrade
εμπόδια	ovire
εμπόδια	ovire
ηλεκτρονίων	elektronov
αρχικός	začetni
αρχικός	začetna
αρχικός	začetno
αρχικός	prvotna
αρχικός	izvirnik
αρχικός	izvirno
αρχικός	prvotni
αρχικός	original
φάνηκε	zdele
αγαπητέ	spoštovani
αγαπητέ	ljub
αγαπητέ	draga
αγαπητέ	dragi
βελτιώσεις	izboljšave
ήπειρος	epir
ήπειρος	celina
ήπειρος	celini
ήπειρος	celino
χάρβαρντ	harvardu
χάρβαρντ	harvard
θεότητες	božanstva
υγρασία	vlažno
υγρασία	vlage
υγρασία	vlaga
υγρασία	vlažnost
υγρασία	vlaga
υγρασία	vlažnost
άμεσο	neposredni
άμεσο	neposreden
άμεσο	neposredna
άμεσο	neposredne
άμεσο	neposredno
άμεσο	takojšnja
άμεσο	takojšnje
πακέτο	pakiranje
πακέτο	trop
πακέτο	pakiranja
πακέτο	krdelo
πακέτο	sveženj
πακέτο	paket
αυστηρή	stroga
αυστηρή	strogi
αυστηρή	stroge
μόνιμος	trajni
μόνιμος	trajen
μόνιμος	trajna
μόνιμος	trajno
μόνιμος	stalna
δισ	milijard
δισ	milijarde
δισ	milijarda
διόρθωση	popravek
βενεζουέλα	venezueli
δοκίμια	eseje
μάριο	mario
πλεονεκτήματα	koristi
πλεονεκτήματα	zaslužki
πλεονεκτήματα	dajatve
πλεονεκτήματα	ugodnosti
πλεονεκτήματα	prednosti
πλεονεκτήματα	ugodnosti
επιτυχώς	uspešno
νομοθετική	zakonodajno
νομοθετική	zakonodajna
ραντάρ	radar
αλγερία	alžirija
κάρλο	carlo
γειτονική	sosednja
γειτονική	sosednje
γειτονική	sosednji
σαντιάγο	santiago
επίτροπος	komisar
επίτροπος	komisarka
γιβραλτάρ	gibraltarju
παυσανία	pavzanij
καταστατικό	statut
καταστατικό	statuta
καταστατικό	statut
κένεντι	kennedy
ερμή	hermes
εκρήξεις	izbruhi
εκρήξεις	eksplozij
εκρήξεις	eksplozije
χιλιετία	tisočletja
χιλιετία	tisočletje
κινεζική	kitajske
κινεζική	kitajski
κινεζική	kitajsko
κινεζική	kitajska
κινεζική	kitajci
απαίτηση	zahteva
απαίτηση	povpraševanje
όμηρος	talec
όμηρος	talci
όμηρος	homer
έρωτας	ljubezni
έρωτας	love
έρωτας	ljubezen
απονέμεται	oddana
απονέμεται	oddano
λιοντάρι	levu
λιοντάρι	leva
λιοντάρι	lev
συνδυάζει	združuje
γενετική	gensko
γενετική	genetsko
γενετική	genetika
ενδιαφέροντα	interesi
ενδιαφέροντα	zanimiv
ενδιαφέροντα	zanimivo
ενδιαφέροντα	zanimiva
κατασκευάζεται	proizvedeno
κατασκευάζεται	proizveden
κατασκευάζεται	izdelano
κατασκευάζεται	izdelan
κατασκευάζεται	izdelane
πολλαπλές	večkratno
πολλαπλές	večkratni
ιατρικές	medicinski
ιατρικές	medicinsko
χτύπημα	udarec
χτύπημα	zadetek
χτύπημα	hit
χτύπημα	udaril
επίβλεψη	nadzorovanje
επίβλεψη	nadzor
ενορία	župnijo
ιστού	robček
ιστού	tkiva
ιστού	tkivo
γιουβέντους	juventus
αρχαιοτήτων	starine
παράθυρα	windows
παράθυρα	okna
μόνα	mona
βαρσοβίας	varšavi
πανηγύρι	pošteno
πανηγύρι	pravično
πανηγύρι	sejem
χιλιοστά	milimetrov
χιλιοστά	milimetrih
χιλιοστά	milisekund
χιλιοστά	milimetrov
χιλιοστά	milimetrih
διδάκτωρ	doktorat
χριστίνα	christina
χριστίνα	cristina
χριστίνα	christine
αξιοπιστία	verodostojnost
αξιοπιστία	zanesljivost
στρατιώτης	vojak
κομήτης	komet
περιεκτικότητα	vsebnost
περιεκτικότητα	vsebina
περιεκτικότητα	vsebine
ανάκτηση	predelava
ανάκτηση	okrevanje
ανάκτηση	vračilo
κομήτη	komet
τελ	tel
διακοπές	dopust
διακοπές	praznik
διακοπές	počitnice
διακοπές	dopust
διακοπές	počitnice
διακοπές	oddih
διακοπές	prazniki
διακοπές	praznike
διακοπές	počitnice
μοχάμεντ	muhammad
μοχάμεντ	mohamed
μοχάμεντ	mohammed
μοχάμεντ	mohamed
μοχάμεντ	muhamed
μοχάμεντ	mohamed
ρώσους	rusov
ρώσους	rusi
ρώσους	ruse
ψηφίστηκε	glasovalo
ψηφίστηκε	glasoval
ψηφίστηκε	glasovali
γεράκι	falcon
γεράκι	sokol
γεράκι	jastreb
γεράκι	hawk
γεράκι	sokol
εισόδημα	dohodek
εισόδημα	dohodka
εισόδημα	dohodki
εισόδημα	prihodki
εισόδημα	prihodek
αφαιρεθεί	odstranjena
αφαιρεθεί	odstranjen
αφαιρεθεί	odstranjene
αφαιρεθεί	odstranjeno
απαγορεύεται	prepovedano
απαγορεύεται	prepovedan
απαγορεύεται	prepovedani
απαγορεύεται	prepovedana
απαγορεύεται	prepovedano
απαγορεύεται	prepovedane
απαγορεύεται	prepovedani
απαγορεύεται	prepovedana
έπεισε	prepričal
μοναχοί	menihov
μοναχοί	meniha
μοναχοί	menihi
φώτα	lučke
φώτα	luci
φώτα	luči
εύα	eva
εύα	evo
εύα	eva
εύα	eve
τζεφ	jeff
φεβρουάριος	februarja
φεβρουάριος	februar
λουξεμβούργο	luksemburg
αυξανόμενη	raste
αυξανόμενη	rastoče
αυξανόμενη	gojenje
αυξανόμενη	povečanje
αυξανόμενη	naraščajoče
αυξανόμενη	povečevanje
διαδρομές	poti
διαδρομές	poteh
διαδρομές	proge
διαδρομές	poti
διαδρομές	poteh
επιδρομή	racijo
εγκαταλείφθηκε	zapuščen
εγκαταλείφθηκε	zapuščena
εγκαταλείφθηκε	zapuščeni
εγκαταλείφθηκε	zapuščeno
εγκαταλείφθηκε	prekinjeno
εγκαταλείφθηκε	prekinjen
εισιτήρια	vstopnice
εισιτήρια	vozovnice
εισιτήρια	karte
ακαδημαϊκή	akademske
ακαδημαϊκή	akademsko
ακαδημαϊκή	akademski
ενοποίηση	konsolidacijo
ενοποίηση	utrditev
ενοποίηση	konsolidacija
ενοποίηση	povezovanje
ενοποίηση	vključitev
ενοποίηση	integracija
ενοποίηση	vključevanje
ισαάκ	isaac
βροχή	dežja
βροχή	rain
βροχή	dež
λόφος	hrib
λόφος	grič
λόφος	hill
φερνάντο	fernando
δώρα	darili
δώρα	darila
δώρα	darovi
δώρα	darila
ομοιότητες	podobnosti
σπαθί	meč
παρατηρήθηκε	opažena
παρατηρήθηκε	opaženi
παρατηρήθηκε	opažene
παρατηρήθηκε	opaženo
χάινριχ	heinrich
επένδυση	vlaganje
επένδυση	naložbe
επένδυση	vlaganje
επένδυση	naložbe
επένδυση	investicije
επένδυση	naložba
λιβάνου	libanonsko
ροδόπης	rodopi
πρόσοψη	fasado
πρόσοψη	fasade
έντασης	intenzivnost
έντασης	svetilnost
συναντήσεις	sestanki
συναντήσεις	seje
συναντήσεις	sej
συναντήσεις	zasedanja
συναντήσεις	srečanja
συναντήσεις	srečanja
ηθικό	moralo
ηθικό	morala
ηθικό	etične
ηθικό	etična
ηθικό	etično
ηθικό	etični
ηθικό	etičnih
ηθικό	moralni
ηθικό	nauk
ηθικό	moralna
ηθικό	moralno
επιλέξει	izbrano
επιλέξει	izbrani
επιλέξει	izbrana
επιλέξει	izbran
διδακτορική	doktorske
ερζεγοβίνη	hercegovine
ερζεγοβίνη	hercegovino
ερζεγοβίνη	hercegovina
υπεράσπιση	obramba
υπεράσπιση	obramba
εγχειρίδιο	priročnik
εγχειρίδιο	ročni
εγχειρίδιο	ročna
εγχειρίδιο	priročnik
εγχειρίδιο	ročno
περιγραφές	opise
περιγραφές	opisi
σημείωμα	opomba
οξεία	akutni
οξεία	akutno
οξεία	akutna
προσχώρησε	pristopila
εκτελείται	usmrtili
εκτελείται	izvršena
εκτελείται	usmrčen
φίλη	prijatelj
φίλη	prijateljica
φίλη	prijateljico
προστίθεται	dodana
προστίθεται	dodane
προστίθεται	dodanih
προστίθεται	dodan
προστίθεται	dodani
προστίθεται	dodano
φρούτα	sadje
φρούτα	sadeži
φρούτα	sadje
φρούτα	plodovi
μόντρεαλ	montrealu
μόντρεαλ	montreal
περιβάλλοντα	okolico
περιβάλλοντα	okolica
ίσο	enaka
ίσο	enaki
ίσο	enako
ορατό	vidno
ορατό	vidni
ορατό	viden
ορατό	vidna
γιορτές	prazniki
γιορτές	praznike
γιορτές	počitnice
αυτόματο	samodejno
αυτόματο	samodejna
αυτόματο	auto
αυτόματο	samodejno
αυτόματο	avtomatsko
αυτόματο	samodejni
αυτόματο	samodejna
αυτοκράτειρα	carica
αυτοκράτειρα	cesarica
ημισφαίριο	polobli
εντυπωσιακό	impresivno
σερβική	srbski
σερβική	srb
σερβική	srbsko
ειδήσεις	novica
ειδήσεις	novice
αργή	počasno
αργή	počasen
αργή	počasi
καυσίμων	gorivo
καυσίμων	goriva
μανουέλ	manuel
χάνουν	izgubi
αρνητικό	negativen
αρνητικό	negativna
αρνητικό	negativno
αρνητικό	negativni
άρμα	kočija
άρμα	float
προσαρμογή	prilagajanje
προσαρμογή	prilagoditev
προσαρμογή	nastavitev
προσαρμογή	prilagodi
προσαρμογή	prilagoditve
προσαρμογή	prilagoditev
προσαρμογή	prilagajanje
προσαρμογή	prilagodi
νομούς	prefektur
στερεό	trdna
στερεό	trdni
στερεό	trdne
στερεό	trden
στερεό	trdno
κομνηνός	komnenos
περιπέτεια	dogodivščine
περιπέτεια	pustolovščina
περιπέτεια	pustolovščino
περιπέτεια	avantura
περιπέτεια	pustolovščine
μαντόνα	madonna
μαντόνα	madona
ευρωπαίοι	evropejci
επέβαλε	uvedene
επέβαλε	naložene
επέβαλε	uvedeni
ναρκωτικών	zdravilo
ναρκωτικών	droga
τεράστιες	ogromen
τεράστιες	ogromno
τεράστιες	ogromna
τεράστιες	ogromne
μαθηματικό	matematično
μαθηματικό	matematični
θερμική	toplotno
ιντιάνα	indiana
εγκαίνια	otvoritev
εγκαίνια	odprtje
εγκαίνια	otvoritev
εγκαίνια	odpiranje
διάνυσμα	vektor
συνασπισμό	koalicijo
πλησιάζει	približevanje
τομή	križišču
τομή	križišče
τομή	rez
δημοφιλείς	priljubljene
δημοφιλείς	priljubljena
δημοφιλείς	priljubljeno
δημοφιλείς	priljubljeni
δημοφιλείς	priljubljen
δημοφιλείς	priljubljeno
λεία	gladka
λεία	gladek
λεία	gladko
λεία	plen
λεία	plen
ενδιάμεσο	vmesni
ενδιάμεσο	vmesno
ενδιάμεσο	vmesna
ενδιάμεσο	vmesne
κρατώντας	držala
κρατώντας	gospodarstvu
κρατώντας	držanje
κρατώντας	holding
κρατώντας	gospodarstvo
κατευθύνσεις	smeri
χαμηλότερο	najnižje
χαμηλότερο	najnižja
χαμηλότερο	najnižji
χαμηλότερο	spodnji
χαμηλότερο	nižja
χαμηλότερο	nižje
χαμηλότερο	spodnja
διδάσκει	uči
διδάσκει	poučuje
πρωταγωνιστή	protagonist
βοηθάει	pomaga
λωρίδες	trakovi
λωρίδες	steze
λωρίδες	črte
λωρίδες	proge
σταδιακή	postopna
σταδιακή	postopoma
σταδιακή	postopno
πολιτιστικά	kulturno
πολιτιστικά	kulturne
πολιτιστικά	kulturni
πολιτιστικά	kulturna
πλάγια	bočni
πλάγια	bočna
πλάγια	bočno
πλάγια	ležeče
πλάγια	playa
επιτάχυνση	pospešitev
επιτάχυνση	pospešek
επιτάχυνση	pospeševanje
επιτάχυνση	pospešiti
επιτάχυνση	pospeši
επιτάχυνση	pospešuje
επιτάχυνση	pospeševanje
επέτειο	obletnico
επέτειο	obletnica
πότερ	potter
καλεί	povabila
καλεί	vabila
καλεί	vabi
καλεί	klicev
καλεί	klice
καλεί	klici
καλεί	kličem
καλεί	klicanje
καλεί	kliče
γειτονικές	sosednja
γειτονικές	sosednje
γειτονικές	sosednji
καταστολή	zatiranje
καταστολή	zatreti
καταστολή	zatiranje
οριζόντια	horizontalno
οριζόντια	vodoravna
οριζόντια	vodoravno
πελάτες	kupci
πελάτες	strank
πελάτες	stranke
πελάτες	klienti
πελάτες	strank
πελάτες	stranke
δημοσιεύσεις	objave
δημοσιεύσεις	objav
δημοσιεύσεις	publikacije
ειδικοί	strokovnjaki
ειδικοί	strokovnjaki
βορειοανατολική	northeastern
βορειοανατολική	severovzhodno
αντοχή	jakost
αντοχή	trdnost
αντοχή	moč
αντοχή	trajnosti
αντοχή	vzdržljivost
αντοχή	trajnost
αντοχή	vzdržljivost
αντοχή	vzdržljivosti
αντοχή	upor
αντοχή	odpornost
αντοχή	odpor
αντοχή	upiranje
αντοχή	vzdržljivost
αγόρια	fantje
αγόρια	dečki
αγόρια	fanta
επεξεργαστή	procesor
σλοβακία	slovaška
ιδιωτικά	zasebno
ιδιωτικά	zasebno
ιδιωτικά	privat
ιδιωτικά	zasebna
ιδιωτικά	zasebnega
ιδιωτικά	zasebni
θρίλερ	triler
κοινός	pogosti
κοινός	pogosto
θύελλα	vihar
θύελλα	nevihta
θύελλα	storm
θύελλα	neurje
ιταλούς	italijani
ξεπεράσει	premagovanje
ξεπεράσει	premagati
ξεπεράσει	premagala
ακολουθείται	sledili
ακολουθείται	sledilo
ακολουθείται	sledila
ακολουθείται	sledil
προσκήνιο	ospredje
πορτογαλικά	portugalski
πορτογαλικά	portugalsko
πορτογαλικά	portugalska
ταϊβάν	tajvana
ταϊβάν	tajvan
περίμενε	počakaj
τιμ	tim
κλείνει	zapre
θέρμανση	vročina
θέρμανση	toplota
θέρμανση	toplote
θέρμανση	gretje
θέρμανση	segrevanje
θέρμανση	ogrevanje
μπουένος	buenos
πρόληψη	preprečevanje
θέλοντας	želeti
άνταμ	adam
νεκρό	mrtev
αναθεώρηση	revizija
αναθεώρηση	pregledovanje
αναθεώρηση	pregled
αναθεώρηση	revizija
επίτιμος	častni
επίτιμος	častna
προεδρικό	predsedniške
προεδρικό	predsedniško
προεδρικό	predsedniški
ανεπάρκεια	pomanjkljivost
ανεπάρκεια	pomanjkanje
ανεπάρκεια	neustreznost
καταλόγου	mapa
καταλόγου	imenik
σκιά	senca
σκιά	senco
σκιά	senci
σκιά	sence
σκιά	senca
σκιά	senci
σκιά	senco
σκιά	odtenek
εξαγωγή	izvozi
εξαγωγή	izvoz
καθυστέρηση	zakasnitev
καθυστέρηση	zamik
καθυστέρηση	zamuda
καθυστέρηση	zamude
καθυστέρηση	zamud
καθυστέρηση	zamuda
καθυστέρηση	zamudo
καθυστέρηση	zamuja
συνομοσπονδία	konfederacija
συνομοσπονδία	konfederacijo
αποκάλυψε	razkril
αποκάλυψε	razkrili
αποκάλυψε	razkriti
αποκάλυψε	razkril
αποκάλυψε	razkril
αποκάλυψε	pokazala
αποκάλυψε	razkrili
αποκάλυψε	razkrita
αποκάλυψε	razkrila
εκφράζεται	izražena
εκφράζεται	izraženo
εκφράζεται	izraženi
εκφράζεται	izražen
διαφωνίες	spori
διαφωνίες	spore
διαφωνίες	nesoglasja
επιβατών	potnike
επιβατών	potniki
επιβατών	potniški
επιβατών	potnik
επιβατών	sopotnik
επιβατών	potnika
αγροτικές	podeželski
