dell	dell
fortificații	befestigungsanlagen
fortificații	befestigung
fortificații	befestigungen
excepții	ausnahmen
excepții	ausnahme
excepții	ausnahmeregelungen
excepții	ausnahmeregelung
excepții	freistellung
excepții	befreiungen
excepții	ausnahmen
explicații	erklärungen
explicații	erläuterungen
explicații	erläuterung
explicații	erklärung
valabil	gültige
valabil	gültigen
valabil	gültigkeit
valabil	stichhaltig
valabil	gültig
monroe	monroe
ondřejov	ondřejov
duh	duh
duh	genie
facultate	universität
facultate	hochschule
facultate	universitäten
facultate	kollegium
facultate	hochschule
facultate	college
facultate	fakultäten
facultate	fachbereich
facultate	fakultät
facultate	dozenten
neptun	neptun
apache	apache
apache	apachen
rezistat	widersetzte
rezistat	widersetzt
rezistat	widerstanden
rome	rom
manuscrise	manuskripte
manuscrise	handschriften
teologice	theologische
teologice	theologischen
rădăcini	wurzel
rădăcini	wurzeln
rădăcini	roots
monarhiei	monarchie
negocieri	beitrittsverhandlungen
negocieri	verhandlung
negocieri	verhandlungen
negocieri	verhandeln
negocieri	beitrittsverhandlungen
negocieri	verhandlungen
raf	raf
ierarhia	hierarchie
ierarhia	rangordnung
ierarhia	hierarchien
săraci	schlecht
săraci	arme
săraci	arm
săraci	armen
săraci	armer
mâine	morgen
mâine	tomorrow
regulamentul	regulierung
regulamentul	regelung
regulamentul	verordnung
vina	schuld
vina	beschuldigen
vina	schuld
vina	schuldgefühle
randy	randy
bibliografice	bibliographischen
bibliografice	bibliographische
provocate	provoziert
provocate	hervorgerufen
administratorii	administratoren
administratorii	verwalter
administratorii	administratoren
administratorii	admins
colorate	farbig
colorate	farbigen
colorate	farbige
colorate	farbig
colorate	gefärbt
colorate	farbige
versiunile	varianten
versiunile	versionen
versiunile	fassungen
far	lighthouse
far	leuchtturm
far	scheinwerfer
dispare	verschwindet
seven	seven
seven	sieben
luftwaffe	luftwaffe
