மற்றும்	and
தொகுப்பான்	compiler
குனுத்	knuth
லங்காவி	langkawi
கோவே	covey
லேப்	lab
அசிரியா	assyria
வலைமனை	url
நாய்க்குட்டி	puppy
நாய்க்குட்டி	pup
தாமதங்கள்	delays
வெள்ளரிக்காய்	cucumber
ராக்ஸ்	rocks
நியதி	conventions
செவிலியர்கள்	nurses
மெனு	menu
போர்டல்	portal
ஃபோன்கள்	phones
நரம்பணு	neuron
ஷிஃப்ட்	shift
ரோண்ட்கன்	roentgen
லீக்டன்ஸ்டைன்	liechtenstein
யாய்	yay
சாக்கிரட்டீசு	socrates
பெடரர்	federer
மோனோரயில்	monorail
பெசோ	peso
தீர்ந்த	finite
ஆபத்தாக	fatal
சோஷியல்	social
கத்தாப்	khattab
எடு	draw
எடு	pick
எடு	take
எடு	deck
ஸ்ட்ரீமிங்	streaming
கிளர்ச்சியாளர்களின்	insurgent
ஊர	divide
காற்றழுத்தமானி	barometer
கியோ	keo
கியூப்	cube
டாப்சன்	dobson
சாவேஸ்	chavez
சுசுமு	susumu
துனியா	dunia
அபுஜா	abuja
சுமேரியா	sumer
சுழிகள்	ciphers
பயங்கரம்	horrendous
மார்க்கஸ்	markus
ஜிந்தகி	zindagi
இக்கோல்	école
ப்ளூடூத்	bluetooth
உருவாக்கு	create
பஞ்சென்	panchen
விலைமதிப்பற்ற	precious
புரொப்பேன்	propane
ஃபுல்லர்	fuller
முட்டாள்தனமான	goofy
பேயோட்டுதல்	exorcism
ஏற்கவும்	accept
நினை	think
ரஹ்மத்	mercy
மரியான்	marian
ஆசன	smuggle
சீவெர்ட்	sievert
சந்தாதாரர்கள்	subscribers
காட்டுமிராண்டி	savage
காட்டுமிராண்டி	barbarian
கோலான்	golan
சர்வாதிகாரிகள்	dictators
யோவா	joh
கோயிங்	goin
எவர்டன்	everton
கிரா	kira
மாண்டினீக்ரோ	montenegro
ஹோமியோபதி	homeopathy
பயன்படுத்துபவர்	users
சோக்	sok
அண்ணம்	palate
செண்டு	cents
டிரெய்லர்	trailer
சிமா	sima
கனவுகளை	dreams
விரிவடைகிறது	expanding
கார்ட்ரைட்	cartwright
வினிகர்	vinegar
திறத்தல்	unlock
சாண்டர்ஸ்	sanders
திரையரங்க	theatrical
பக்கி	bucky
வரைவுகள்	drafts
மோனெ	monet
கட்டுக்கதைகள்	myths
ஸ்டேர்லிங்	stirling
உலாவுதல்	browse
உலாவுதல்	surfing
உலாவுதல்	browsing
டோஸ்	dose
டீச்சர்	teacher
ஜொஹான்	johan
பைசலாபாத்	faisalabad
பொன்னிற	blonde
பால்க்கன்	balkan
ரின்	rin
கர்ப்பிணி	pregnant
சிரியஸ்	sirius
பதிலில்	response
காந்தங்கள்	magnets
மெலிசா	melissa
லியுதேத்தியம்	lutetium
ஆணவ	cheeky
மெலடோனின்	melatonin
காத்திரு	wait
பீட்சா	pizza
குறும்பொருளியல்	microeconomics
பூசணிக்காய்	pumpkin
கிரீன்வூட்	greenwood
அனுர	anura
பொக்கிஷம்	treasure
வேர்ண்	verne
கரியன்	carrion
கொப்புளம்	blister
ஓணான்	chameleons
ஹேலி	haley
ஹாலோவீன்	halloween
அடக்கிக்	suppressed
நொரடோம்	norodom
சுண்டல்	flipping
உரையாடலும்	chatter
காலாவதியான	expired
இயோன்	eoin
இயோன்	yeon
தியூட்டிரியம்	deuterium
இமோவ்	imhoff
லின்ட்சே	lindsay
பிஸ்கட்	biscuit
பிஸ்கட்	biscuits
கிவி	kiwi
சாக்கோ	choco
சலிப்பு	boredom
துணைக்கருவிகள்	accessories
டென்னிசன்	dennison
பயமுறுத்தும்	spooky
டிராவிஸ்	travis
பிரீமியம்	premium
வில்பிரட்	wilfred
திணிக்கப்பட்ட	imposed
சித்தார்த்த	siddhartha
ஸ்கோர்செசி	scorsese
அருளப்பட்ட	hesitate
தைரியமாக	brave
போரிக்	boric
பிரிடின்	pyridine
நினைவூட்டல்	reminder
நினைவூட்டல்	alert
ஹானர்ஸ்	hons
இஸ்காரியோத்து	iscariot
அனுப்புனர்	transmitter
ஹிஸ்புல்லா	hezbollah
ஆராத்	arad
கவுன்சிலர்	councillor
பிற்போக்கு	reactionary
டக்ஸ்	ducks
நீந்த	swim
உரும்கி	urumqi
அழிக்கிறது	destroys
நித்தம்	nitin
ஜோக்கிம்	joachim
குராசோ	curaçao
டோக்கெலாவ்	tokelau
இஸ்கான்	iskcon
லுவாண்டா	luanda
யுனான்	yunnan
தேவாலயத்திற்கு	revered
மலாயர்	malays
நடுத்தரம்	medium
கேன்ட்டர்	cantor
காம்பேக்ட்	compact
கிளான்	klan
வியான்னி	vianney
கெம்பெ	kempe
இளமைக்காலம்	adulthood
குருட்டு	blind
குதிகால்	heel
வலிமையானது	strong
ராம்போ	rambo
ஆர்பிஜி	rpg
கைமுறை	manual
மதமாகும்	pluralism
ஆழமானது	deep
மெரிட்	merit
ரோலர்	roller
ஏணிகள்	ladders
அப்பாவும்	dad
அல்லாமா	allama
#அண்ணா	#anna
ஹனிவெல்	honeywell
மத்தியதரைக்கடல்	mediterranean
கேரியர்கள்	carriers
டீட்ரிக்	dietrich
பிரிமிடின்	pyrimidine
ஓட்	ott
பெல்கிரேட்	belgrade
பல்சர்	pulsar
பிளம்பிங்	plumbing
திறக்கவும்	open
மூத்தோர்	senior
முப்புளோரைடு	trifluoride
பீவர்	beaver
பிராட்பரி	bradbury
வரலாற்றாளரான	historian
சுகாதாரமான	hygienic
சுவையானது	yummy
வான்ஸ்	vance
சுழற்று	rotate
சாலா	sala
கொடியைப்	frosty
உஸ்பெக்கிஸ்தான்	uzbekistan
யுகங்கள்	eras
சான்டியாகோ	santiago
ஜிப்	zip
பெரைரா	pereira
கழுவ	wash
எடோ	edo
காம்ப்பெல்	campbell
பாத்திம	fatimid
பழமைவாதிகள்	conservatives
ஏமாற்றுதல்	cheating
சகாராவிய	sahrawi
மிட்டவுன்	midtown
ராஜதந்திர	diplomatic
தூங்கி	asleep
தூங்கி	sleeping
கையா	gaia
டெபாய்	debye
பாட்ரிசியா	patricia
பூரான்	centipede
அர்னால்டு	arnold
ஹையான்	haiyan
பொறுத்துக்கொள்ள	tolerate
பீத்தோவன்	beethoven
ரப்பானி	rabbani
பரவலாக்கம்	decentralization
டியாஸ்	diaz
நினா	nina
டிரைட்டன்	triton
உஸ்பெக்	uzbek
மார்சியா	marcia
ஃபுலானி	fulani
அலமாரி	wardrobe
ஆச்சரியமான	surprising
ஆச்சரியமான	marvellous
செர்ஜியோ	sergio
கூடுமானவரை	hopefully
பாட்டா	bata
பக்கவாத்தியம்	accompaniment
குரோமைட்டு	chromite
ராலே	raleigh
வெட்டுக்கிளி	grasshopper
மணிநேரத்திற்கு	hourly
விசுவாசமான	loyal
பைப்	pipe
பார்சன்ஸ்	parsons
ஜோக்	joke
அத்தர்	attar
சுயம்	self
எருமைகள்	buffaloes
பிளாஸ்டர்	blaster
தாராளவாத	liberal
குல்னா	khulna
பிட்ச்	pitch
காத்திருக்கிறேன்	waiting
பிராந்தி	brandy
காதணி	earrings
கொண்டலாத்தி	hoopoe
அல்மெய்டா	almeida
அநாதை	orphan
கியூஷூ	kyushu
சைப்	saif
மருதாணி	henna
கிர்க்காஃப்	kirchhoff
காலகட்டங்கள்	periods
சாப்பாட்டு	dining
பெண்களாக	women
காலஅளவு	duration
விண்வீழ்கல்	meteorite
உரையாடிக்	interacting
ஜார்ஜ்டவுன்	georgetown
எம்எல்ஏ	mla
பிராண்டன்	brandon
சென்சூ	shenzhou
மறையாக்கம்	encryption
மறையாக்கம்	encrypt
பேரரசுவாதம்	imperialism
உபயோகமான	productive
ரசீட்	rashid
தேடுக	search
நதானியேல்	nathaniel
எல்ல	ella
தனிமைப்படுத்தி	isolate
துவர்ப்பு	astringent
வெறுத்த	detest
பிரகடன	proclamation
மேனார்ட்	maynard
பேரழகி	empress
பறந்தன	flew
ஓரச்சு	coaxial
வேடத்தை	jumanji
பாராட்டினார்கள்	applauding
மனச்சிதைவு	schizophrenia
ஸ்பேம்	spam
கிரிஃபித்	griffith
தொலெமி	ptolemy
உணர்ந்தால்	feel
தூப்பி	tupi
பிரிவினால்	divination
கார்ட்டூம்	khartoum
வார்டன்	warden
சாமந்தி	anemone
பளபளப்பு	gloss
அத்தாதுர்க்	atatürk
வில்லோ	willow
ஆவலாக	anxious
நோயுற்று	cease
அறிவுறுத்தல்கள்	notifications
பணக்காரன்	rich
யூகோ	uco
வாழைப்பழங்கள்	bananas
உடன்பிறப்புகள்	siblings
கம்பியை	rod
தூர்ந்துபோதல்	eutrophication
இகோர்	igor
காலுறை	sock
கொமோடோ	komodo
கொம்புள்ள	horned
வற்றல்	skinny
தடு	block
உலைக்களம்	furnace
பிளாக்வெல்	blackwell
நெய்த	woven
லய	laya
திரொட்ஸ்கி	trotsky
விசயாசு	visayas
சம்பளமாக	buh
பாராசூட்	parachute
பாகிஸ்தானி	pakistani
ஏற்படுத்துவதில்	compromising
வழங்கியதன்	awarding
போவா	boa
தெரியாதவர்	unknown
மறக்கமுடியாத	memorable
மறக்கமுடியாத	unforgettable
ராப்பா	rapa
ஹெமிங்வே	hemingway
முடக்கப்பட்டது	disabled
கேள்விக்குப்	question
குவாண்டானமோ	guantanamo
பிசாரோ	pizarro
ரொக்கம்	cash
ரொசாரியோ	rosario
ட்ரக்	truck
துணையலகு	argument
செக்சம்	checksum
இனச்சேர்க்கை	mating
ஜெரெமி	jeremy
நாபா	napa
ஜென்கின்ஸ்	jenkins
கோர்பெட்	corbett
ஹொக்கைடோ	hokkaido
தயாரிப்பாளர்களின்	faustina
கான்ட்	gantt
டிக்கின்ஸ்	dickens
லேபிள்	label
பயனர்பெயர்	username
நடந்தார்	walked
எழுந்தார்	booming
லிப்மன்	lippmann
நன்றியுடன்	thankful
உற்சாக	feeling
அபாயகரமானது	dangerous
காட்சியமைப்பு	scenery
சாயமேற்றல்	staining
போராடிக்	struggling
பிரீசிட்லி	priestley
டயலாக்	dialogue
திருடப்பட்டது	stolen
லியோனிட்	leonid
பிரசியோடைமியம்	praseodymium
ஆபிசு	hobbes
நிராகரிப்பு	rejection
முதிராத	immature
சோஃபி	sofi
நாபி	nobby
ஜெல்	gel
குரைக்கும்	barking
கிளையன்ட்	client
நிகம்	nigam
கற்குழம்பு	magma
இழுப்பது	wiz
மிட்டல்	mittal
ஹிட்டாச்சி	hitachi
கருவகவூக்கி	gonadotropin
கேமிங்	gaming
தொழுவம்	barton
வெஸ்டன்	weston
பிரன்சுவிக்	brunswick
கச்சிதமாக	perfectly
நிதானமான	sober
உமிழ்ந்து	spits
நவோமி	naomi
மெக்கானிக்கல்	mechanical
வரவுகள்	arrivals
படைப்பிரிவில்	regiment
மல்பெரி	mulberry
மார்ஸ்டன்	marsden
இரகசியங்கள்	secrets
பக்ஸ்டன்	buxton
பாகோ	pago
தாராளமான	generous
சாட்விக்	chadwick
துயரங்கள்	woes
செர்ஜி	sergei
செர்ஜி	sergi
ஏஷ்யாநெட்	asianet
கட்ஸ்	katz
கால்கரி	calgary
முடிவில்லா	endless
திமித்ரி	dmitry
வால்ஷ்	walsh
உட்பொதிந்த	embedded
ஆரோக்கியமற்ற	unhealthy
ஆடம்பரம்	luxury
ஆடம்பரம்	grandeur
ரிகா	riga
ரிகா	rica
பீகிள்	beagle
சோனார்	sonar
ஹோர்	hoare
ஜிமி	jimi
பவுடர்	powder
கருத்தோட்டம்	paradigm
காங்க்	kang
டிவிஎஸ்	tvs
பணியமர்த்தல்	hiring
சுரினாம்	suriname
எமிலியா	emilia
சூரை	tuna
விழுங்கற்கடுமை	dysphagia
மிதுனம்	gemini
அசைய	stirring
வீச்சுப்	amplitude
சிதைப்பு	mutilation
அருவ	polytheism
மேய்ந்த	grazed
ஏலியன்	alien
திராசு	thrash
துலாம்	libra
மேப்பிள்	maple
சிறப்பானவை	featured
அனிலின்	aniline
அறுகோணம்	hexagon
கர்வால்	garhwal
காரியத்தை	affair
பாதுகாப்பின்மை	insecurity
பாதிப்புகளுக்கு	chela
மொன்டேகு	montague
லீப்சிக்	leipzig
சாதா	plain
ஆரம்பித்தால்	organizes
கைலா	kayla
மரியாளியல்	mariology
கேட்வுமன்	catwoman
திமிங்கலம்	whale
போதையில்	addiction
ஃபெஸ்	fez
ரீல்	reel
யாட்	yat
மூலைகள்	corners
ஸ்டோக்ஸ்	stokes
சந்தோஷமாக	delighted
சந்தோஷமாக	happy
டேப்லெட்	tablet
பிடித்தவர்கள்	favorites
செர்	cher
வெல்க	win
முன்னேற்பாடு	preparation
சிப்பாங்	sepang
சாக்லெட்	chocolate
ஒஸ்மான்	osman
பேசுங்கள்	speak
ஹோக்	hogue
ஹசி	hussey
அளவில்லா	unlimited
டவுன்டவுன்	downtown
டிரிழ்ச்லெட்	dirichlet
கன்வென்ஷன்	substances
மார்செலோ	marcelo
இடைமறித்து	intercepted
சந்தித்தேன்	met
ஜெட்கின்	zetkin
சார்லோட்	charlotte
ஹாரிங்டன்	harrington
ஸ்டேதம்	statham
ஜென்மம்	rebirths
ஹூவர்	hoover
சாவடிகள்	booths
ஜுலியன்	julien
டிராவல்ஸ்	travels
நனை	glands
டட்டன்	dutton
வாவ்	wao
வாவ்	wow
புஷ்கின்	pushkin
நெகேவ்	negev
பாராட்டுகிறேன்	appreciate
நாக்ஸ்	knox
ஸ்கார்ப்பியன்ஸ்	scorpions
ஆரிப்	arif
உரித்தாகுக	elohim
லூபா	luba
ஓமம்	oregano
பங்கேற்பாளர்	participant
ஹாப்பர்	hopper
பமீலா	pamela
ஜிம்பாப்வே	zimbabwe
கெற்பு	detonator
சரிபார்	verify
சரிபார்	validate
சரிபார்	check
கன்னிச்சவ்வு	hymen
லாட்ஜ்	lodge
டெனி	deni
சாகுபடிக்கு	cultivation
சீமைக்	prosopis
இஸ்மாயீல்	ishmael
காப்ரால்	cabral
வெயிலின்	heat
கோனி	connie
அத்லோன்	athlon
பிமேந்தா	pimenta
பிப்	pip
பிப்	feb
தீர்க்கதரிசனம்	prophecy
ஸ்தலங்கள்	urges
சமர்ப்பிக்கப்பட்டது	submitted
பீபீ	bibi
கவரேஜ்	coverage
மிசா	misa
ஆயிசா	aiza
கென்னி	kenny
ஆன்ட்ரூஸ்	andrews
ஜெகதீஷ்	jagdish
டோவ்	tov
பரேட்டோ	pareto
தவிர்த்தது	skipped
சோம்பு	anise
டெக்னிக்	technique
நாற்றுகள்	nurseries
சோலி	chloe
ஜேஸ்	jazz
மெக்கெல்லன்	mckellen
முசாபர்	muzaffar
கர்ஜனை	roar
கிரிஸ்டி	christie
அன்னாசி	pineapple
குழுவைப்	group
இச்சி	ichi
பரன்	baran
உள்ளிடவும்	enter
கலாத்தியர்	galatians
இடுகையில்	post
சீமென்ஸ்	siemens
புன்	pun
அசைகள்	syllables
தொலைபேசியை	phone
சிரித்த	smiling
நகோயா	nagoya
ஹியர்ன்	hearne
ஹாரோ	haro
இயல்பிருப்பு	default
ராக்ஃபெல்லர்	rockefeller
ஆக்டேவியா	octavia
இறக்கையை	winged
நர்கிஸ்	nargis
லுத்தரன்	lutheran
டெமோ	demo
ஒஸ்வால்ட்	oswald
பாரெட்	barrett
ஹயபுசா	hayabusa
கையாடல்	embezzlement
கிமேஜி	himeji
கிராஃபிக்	graphic
மஹிந்த	mahinda
எச்சு	hess
நிக்கோசியா	nicosia
நினைவுகளில்	memories
ராப்டர்ஸ்	raptors
ஈரமாக	wet
கசிந்தது	leaked
வங்கியாளர்	banker
பாரபட்சம்	prejudice
கத்தரிக்கோல்	scissors
மிஸ்டிக்	mystic
குஞ்சம்	tassel
நடுங்க	tremble
மோலினா	molina
காண்டல்	kandel
அஞ்சலை	mail
கைட்டின்	chitin
ருஷ்டி	rushdie
பைபர்	piper
காரிக்	carrick
ஹம்சா	hamza
சிலநேரம்	sometimes
மில்வாகி	milwaukee
ஃபுல்டன்	fulton
சாதாரணம்	simple
சாதாரணம்	normal
கொண்மம்	capacitance
மோலி	molly
வரவேற்பறை	lobby
தகுதியானவர்	deserves
சோபி	sophie
பதியம்	implant
அரிக்கப்பட்டு	arik
குளோனிங்	cloning
எலினா	elena
லாசன்	lawson
ஹவுசா	hausa
இறுக்க	tighten
தொண்டர்களும்	sain
நியூரம்பெர்க்	nuremberg
உலமா	ulama
வனத்தை	concentrate
கோமி	komi
சீம்பால்	colostrum
டெல்லா	della
படியுங்கள்	read
டியோன்	deon
காமர்	qamar
சிந்த்	sindh
விகுதிகள்	suffixes
டையால்	diol
அப்துஸ்	abdus
சைனஸ்	sinus
அஸ்தானா	astana
டாஃப்ட்	taft
ஆஃப்செட்	offset
ஜோல்	jol
கண்டறிகிறது	locating
பெஞ்ச்	bench
ஹாப்ஸ்பாம்	hobsbawm
வழுக்கி	slipped
புனைவியம்	romanticism
படித்தது	read
படித்தது	studied
சாறுகள்	extracts
சுமோ	sumo
மூடகம்	mantle
மதிநுட்பம்	prudence
புரோலாக்டின்	prolactin
பேசப்படாத	unspoken
தாராண்மையியம்	liberalism
என்ரிக்	enrique
சம்சார	samsara
மல்ஹோத்ரா	malhotra
தேடுகிறது	searching
வாங்கியுள்ளார்	purchased
யமஹா	yamaha
மனஅழுத்தம்	stress
தைமூரிய	timurid
ஹ்சுன்	xun
மைனஸ்	minus
புனிதமானது	sacred
பேட்டிங்	batting
கோல்ஸ்	coles
சுகாதாரத்தை	hygiene
உரூசோ	rousseau
அயனம்	solstice
தத்துவவாதியான	kohen
பிரிஜ்டவுண்	bridgetown
ஊதுபத்தி	incense
பாஸ்தா	pasta
மெர்லின்	merlin
நெடுவரிசை	column
நெடுவரிசை	columns
சகோ	bro
சஸ்காச்சுவான்	saskatchewan
சாபர்	jafar
சமான்	zaman
தேடப்பட்ட	searched
புனைப்பெயர்கள்	nicknames
வருத்தமும்	regrets
நன்கொடைகளை	donations
கண்ணிமை	eyelid
விவ்	viv
விளம்பரப்படுத்தல்	advertising
ஃபின்	finn
மாணவராகவும்	oed
செரைன்	serine
நோவாக்	novak
மாங்	mang
மிசஸ்	mises
நிலுவை	pending
முகப்பரு	acne
டெய்சி	daisy
செர்ரோ	cerro
சியரா	sierra
செச்சினியா	chechnya
வறுத்தல்	roasting
ஐன்	ain
கிரனாடா	grenada
டன்லப்	dunlop
ஸ்டீபன்ஸ்	stephens
ஜல்	jal
மின்னி	minnie
கற்பிப்பது	educating
கட்டிங்	cutting
துட்டன்காமன்	tutankhamun
விரால்	channa
இலியானா	ileana
கூட்டுமுயற்சி	collaboration
தெய்வமே	god
பியொங்யாங்	pyongyang
தரைகள்	floors
கரேன்	karen
அலூசியன்	aleutian
வூக்	wook
ரெய்னர்	rainer
வஞ்சகம்	deception
தொடக்கங்கள்	beginnings
ஜாதகம்	horoscope
ஏற்கக்கூடிய	acceptable
அரூபா	aruba
அலோ	alo
அலோ	aloe
ஐல்	isle
வலம்வரும்	crawl
மேசர்	maser
லினசு	linus
நெய்மார்	neymar
விடாப்பிடியாக	persistent
தெப்பம்	cyl
சுயநல	selfish
ஏற்றுமதியாளர்கள்	exporters
லியோங்	leong
பதிலளித்த	answered
ஆர்ஜினின்	arginine
அக்கினோ	aquino
காத்திருக்கிறது	waiting
அவசியமற்ற	mundane
ரோரி	rory
நாத்திகர்கள்	atheists
மிஸ்ட்ரி	mistry
லூவர்	louvre
தீங்கும்	harm
கஜோல்	kajol
ஃபிரெடெரிக்	frederic
ஷியாமளன்	shyamalan
பியட்	piet
லக்ஸ்	lux
உருக்குலைந்த	deformed
ரங்கோன்	rangoon
ஷீ	shea
உறுதிப்படுத்துதல்	confirmation
அட்டகாசம்	fantastic
கிஷ்	kish
ஆல்ட்டோ	aalto
டஸ்டின்	dustin
மருந்தகம்	pharmaceuticals
மருந்தகம்	pharmacy
மங்கலாக	blurry
மங்கலாக	faded
ஸ்கூட்டர்	scooter
கடவுச்சொற்கள்	passwords
அஸ்மி	azmi
தழும்புகள்	scars
நிகிதா	nikita
அரகோன்	aragon
அட்டொயாமா	hatoyama
லார்ஸ்	lars
ரோவன்	rowan
தேடுகிறார்	surfing
சந்தோசம்	happiness
விரும்பப்பட்டது	liked
ஐரோவாசியா	eurasian
போவாஸ்	boas
ஒராங்குட்டான்	orangutan
பிர்ச்	birch
அதிசயமாக	wonderful
அதிசயமாக	miraculously
பெறுக	get
டான்டே	dante
கலங்கி	watery
லாம்டா	lambda
சான்ட்	sant
பெர்னி	bernie
டேய்	dai
மெதடிசம்	methodism
கெல்லன்	callen
ஜூனிபர்	juniper
ஷிண்டே	shinde
ஈமான்	believe
ஈமான்	faithful
டெம்போ	tempo
கின்ஷாசா	kinshasa
ஐகன்சு	huygens
இணந்து	hooked
ஜீப்	jeep
லிவீவ்	lviv
ஆல்ட்ரின்	aldrin
ரிலீஸ்	release
தள்ளல்	ejaculation
கானானிய	canaanite
பிரையர்	freire
அலனைன்	alanine
ரியாவு	riau
அடைப்பை	plug
கூட்டாளர்	partner
ஆர்லாண்டோ	orlando
அனஸ்	anas
ஃபர்	fur
ஷில்லாங்	shillong
செருகு	insert
ஃப்ரெட்டி	freddy
ஆயா	aya
ஆயா	nanny
படபடப்பு	anxiety
மினோவன்	minoan
ஊரைவிட்டு	banish
அதிதைராய்டியம்	hyperthyroidism
எஸ்டோனியா	estonia
கருநொச்சி	vitex
நோர்சு	norse
த்ரிஷா	trisha
உரையாடல்களின்	dialogs
ஒனோடா	onoda
பெங்குயின்	penguin
மனிதனிடம்	rna
கொண்டிருப்பதற்கு	showering
நோஸ்ராடாமஸ்	nostradamus
பேசுகிறேன்	talking
ரோட்னி	rodney
ஸ்கூபா	scuba
தியாகிகளின்	martyrs
சீக்கிரமே	soon
உருள்	scroll
பின்னிஷ்	finnish
ஹவுலாந்து	howland
சாயர்	sawyer
ஒசேயா	hosea
காத்ரின்	kathryn
ப்ராக்	brock
அத்த	atta
குழப்பமாக	confused
பாக்ஸ்டர்	baxter
அளபுருக்கள்	parameters
கடந்தகாலம்	past
ஆப்பரேட்டர்கள்	operators
பினீசிய	phoenician
கிரேசன்	grayson
கரிஞ்சா	garrincha
கெங்	keng
பைகளை	bags
இடுக்கண்	agony
டோக்கன்	token
நிஜத்தில்	reality
கைமா	khaimah
காரெட்	garrett
மேகர்	maher
கோல்ட்ஸ்மித்	goldsmith
அஸ்கர்	asghar
அஸ்கர்	askar
ஜியாங்	giang
சவுத்திரி	chowdhury
செர்ரா	serra
இன்பமாக	lovely
ரெய்லி	reilly
மீட்பது	retrieve
சசெக்ஸ்	sussex
டெபிட்	debit
ஆமி	amy
#அந்த	#that
போர்னோ	borno
போர்ட்ஃபோலியோ	portfolio
புல்லர்	buller
வெரோனிகா	veronica
லெதர்	leather
ஸ்ட்ரீம்கள்	streams
பாறையியல்	petrology
ஹில்லாரி	hillary
ஹார்டன்	harden
மதிப்பிடு	evaluate
மதிப்பிடு	rate
வில்லன்கள்	villains
ஹுன்	hun
சானி	chani
பரவளையவுரு	paraboloid
வோங்	wong
ஏடிசி	adc
தகுதியிழப்பு	invalidate
லெஸ்னர்	lesnar
பானா	bana
சவன்னா	savannah
சவன்னா	savanna
நமஸ்தே	namaste
கையாளுவதில்	adept
மறைத்த	hidden
கதிர்களையும்	devouring
அரகோனைட்	aragonite
பியூரான்	buran
ஸ்பாக்கள்	spas
லிரா	lira
சுகமே	thrill
ஜோக்ஸ்	jokes
வசிப்பிடங்கள்	shelters
வெப்பச்சலனம்	convection
சென்சென்	shenzhen
ஷாக்லி	shockley
கையோடு	hand
யூசுஃப்	yusuf
யூசுஃப்	youssef
காதலித்த	loved
ரப்	rab
ஏட்ரியாட்டிக்	adriatic
டால்பின்கள்	dolphins
சாங்கோ	sango
ஜியாங்சு	jiangsu
குகி	kuki
எலும்பியல்	orthopedic
ஃப்ரீட்மன்	friedman
தாவோயிசம்	taoism
பெக்கட்	beckett
தொழிலால்	profession
சோல்செனிட்சின்	solzhenitsyn
பலவீனங்கள்	weaknesses
செஸ்டர்டன்	chesterton
வஸ்ஹோத்	voskhod
பார்கள்	bars
நார்வேஜியன்	norwegian
இசாமு	isamu
கற்றலின்	instill
வெல்வெட்	velvet
திராங்கானு	terengganu
டெம்சி	dempsey
சைபேஸ்	sybase
ரெஹ்மான்	rehman
லீஸ்	lees
பைகார்பனேட்	bicarbonate
பதர்	badr
எர்னான்	hernán
கோட்டெஸ்	cortés
எக்சேன்	hexane
சோதிக்கிறது	checking
சோதிக்கிறது	testing
தார்ஃபூர்	darfur
டேங்க்	tank
பொல்லார்ட்	pollard
ரஸ்கின்	raskin
வாலர்	waller
மலத்தை	poo
இதயங்கள்	hearts
ராவல்	raval
கீகன்	keegan
ஸ்டெய்ன்	steyn
ரசனை	taste
ஹோங்	hoang
குவாட்ரோ	quattro
நெருங்கிக்	plunging
எபேசியர்	ephesians
வேண்டிவரும்	backwardness
இண்டி	indie
செரோடோனின்	serotonin
கடித்தல்	biting
அனுசரிக்கப்பட்டது	observed
அஸ்தோது	ashdod
கொட்டுதல்	dumping
வேதனையை	torment
வேதனையை	punishment
வேதனையை	scourge
பெகு	malaya
டமாஸ்கஸ்	damascus
பருப்பொருளியல்	macroeconomics
எல்லோர்	everybody
தீட்டா	theta
கைக்கடிகாரம்	watch
போவன்	bowen
ரிமெட்	rimet
மஜ்லிஸ்	majlis
சிற்றலை	nipples
சிற்றலை	ripples
பகிர்வுகள்	shares
தியாகத்தை	sacrifice
நாங்	nong
பியோத்தர்	pyotr
டெபியன்	debian
கிறிஸ்டன்	kristen
சோக்கர்	choker
போதைக்கு	addiction
விளம்பரப்படுத்தப்பட்டது	promoted
விளம்பரப்படுத்தப்பட்டது	boosted
திருட	steal
நாக்கை	tongue
தருணங்கள்	moments
தருணங்கள்	occasions
மொச்சை	bean
போர்ட்டபிள்	portable
பையா	boy
பின்தொடர்	follow
வால்கள்	tails
ஒசாகா	osaka
ஓய்வை	retirement
ஒத்திகைகள்	rehearsals
சிசெரோ	cicero
கொலைகாரர்கள்	murderers
உருவியம்	typology
லிஸ்	liz
லிஸ்	lis
புரூக்னர்	bruckner
சுவாரெசு	suárez
பேசினார்கள்	spoke
மதிப்பீட்டாளர்	moderator
விரோதமானது	elves
தொலுயீன்	toluene
கிராக்கி	demanded
பனிச்சரிவு	avalanche
வார்விக்	warwick
ஹார்கிரிவ்ஸ்	hargreaves
பர்னாட்	barnard
வலென்சியா	valencia
டூமா	dumas
மால்டோவா	moldova
டார்ட்	dart
டார்ட்	tart
விருச்சிகம்	scorpio
விக்கிலீக்ஸ்	wikileaks
புரோக்சிமா	proxima
வால்காட்	walcott
நிழலும்	shade
தனிமையை	loneliness
அட்ரினல்	adrenal
கிரிஃபின்	griffin
கிம்பர்லி	kimberly
பணத்தால்	financially
வய்ஸ்	weisz
வெய்	wei
தேஜ்	tej
செர்பியன்	serbian
நுகர்வியம்	consumerism
உணவின்றி	fasting
உள்ளரங்கு	indoor
தொழுகையை	establish
தொழுகையை	prayer
ஜிஹாத்	jihadist
ஜிஹாத்	jihad
ரோண்டா	rhonda
வாக்கிங்	walking
கிளம்	klum
செவ்வகங்கள்	rectangles
மெட்வே	medway
வலுவானது	strong
பெனா	peña
விக்ரகம்	idol
தலைவிதி	fate
போட்டான்	photon
அதிதூதர்	archangel
காம்யு	camus
ஃபங்க்	funk
கேள்வியில்	question
சாவிகள்	keys
டைஃபாய்டு	typhoid
பாதுகாத்த	possibility
சேருமிடம்	destination
உயிரகச்செதுக்கு	biopsy
ராக்வெல்	rockwell
டேலி	daley
இமானுவேல்	emanuel
தோழர்களே	guys
மடாலயங்கள்	monasteries
பிலமோன்	philemon
ஓசுலான்	öcalan
ஜாதிக்காய்	nutmeg
ஹலால்	halal
மழுப்பலான	evasive
பூனையை	cat
கேனான்	canon
